rec_date,code,method,topk,horizon,score,entry_price,exit_price,stop_price,target_price,ret_pct,win,exit_type,b_ratio,MACRO_REGIME_MODE,ACTION_TIER,ROUTE,TOP_PICK_TYPE,fill_status,fill_day
20260226,003670,FINAL_SCORE,10,1,86.1,247000.0,210000.0,237000.0,277000.0,-15.13,0,stop_hit,3.0,,,ARMED,,filled,1
20260226,006400,FINAL_SCORE,10,1,84.8,442500.0,396000.0,424500.0,496500.0,-10.66,0,stop_hit,3.0,,,WAIT,,filled,1
20260226,322510,FINAL_SCORE,10,1,83.9,8030.0,6880.0,7620.0,9260.0,-14.47,0,stop_hit,3.0,,,ARMED,,unknown,0
20260226,120110,FINAL_SCORE,10,1,83.7,66100.0,0.0,62700.0,76300.0,9.68,1,hold_close,3.0,,,WAIT,,filled,1
20260226,308080,AI_SCORE,3,1,80.4,7960.0,6520.0,7560.0,9160.0,-18.24,0,stop_hit,3.0,,,NEUTRAL,,unknown,0
20260226,050890,AI_SCORE,3,1,79.9,8390.0,12190.0,7970.0,9650.0,45.14,1,tp_hit,3.0,,,WAIT,,filled,1
20260226,308080,AI_SCORE,5,1,80.4,7960.0,6520.0,7560.0,9160.0,-18.24,0,stop_hit,3.0,,,NEUTRAL,,unknown,0
20260226,050890,AI_SCORE,5,1,79.9,8390.0,12190.0,7970.0,9650.0,45.14,1,tp_hit,3.0,,,WAIT,,filled,1
20260226,007460,AI_SCORE,5,1,78.7,431.0,320.0,409.0,497.0,-25.9,0,stop_hit,3.0,,,NEUTRAL,,filled,1
20260226,308080,AI_SCORE,10,1,80.4,7960.0,6520.0,7560.0,9160.0,-18.24,0,stop_hit,3.0,,,NEUTRAL,,unknown,0
20260226,050890,AI_SCORE,10,1,79.9,8390.0,12190.0,7970.0,9650.0,45.14,1,tp_hit,3.0,,,WAIT,,filled,1
20260226,007460,AI_SCORE,10,1,78.7,431.0,320.0,409.0,497.0,-25.9,0,stop_hit,3.0,,,NEUTRAL,,filled,1
20260226,468530,AI_SCORE,10,1,78.5,79300.0,0.0,75300.0,91300.0,6.31,1,hold_close,3.0,,,WAIT,,unknown,0
20260226,451760,AI_SCORE,10,1,78.2,18000.0,0.0,17100.0,20700.0,0.94,1,hold_close,3.0,,,WAIT,,filled,1
20260226,357880,AI_SCORE,10,1,78.1,1985.0,3065.0,1885.0,2285.0,54.26,1,tp_hit,3.0,,,WAIT,,unknown,0
20260226,475830,AI_SCORE,10,1,78.0,124700.0,0.0,118400.0,143600.0,5.85,1,hold_close,3.0,,,ARMED,,filled,1
20260226,450080,DISPLAY_SCORE,1,3,89.4,70200.0,66000.0,66600.0,81000.0,-6.13,0,stop_hit,3.0,,,ARMED,,filled,1
20260226,450080,DISPLAY_SCORE,3,3,89.4,70200.0,66000.0,66600.0,81000.0,-6.13,0,stop_hit,3.0,,,ARMED,,filled,1
