LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
16,103140,풍산,KOSPI,철강·금속,102000,178.34,28584.8,0.0,,ARMED,ARMED,2,True,1,False,56.6,56.6,58.6,46.9,71.8,0.0,53.1,59.1,24.9,68.9,2.75,0.0,RR2.8 + 진입적정 + 대기,0,102000.0,95700.0,119300.0,159200.0,⚡눌림회복,-0.07,0.45,112621,-8.2,특이사항 없음,1,8.34,47.1,1.07,AI 강점,,,스퀴즈/품질 대기,CAUTION,56.0,1차 비철금속 제조업,17833680450.0,59.7,12.16,1,0,0.2,0.59,1.39,9.09,-21.24,-12.37,0.29,-47.91,-60.37,0.772,0.19,0,6.0,0,0,0.93,0.39,0,0,0,1,1,95750.0,-9.43,-0.0178,True,X,▼,100834,▲,O,X,-0.59,250,0,-1,-1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.18,5.0,2.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,1차 비철금속 제조업,16.336451612903225,28.52225806451613,2.0,71.8,OK,35.0,35.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,56.6,56.6,56.6,26.67,26.67,FRESH,0.619,,False,0.373,True,MATURE,4239.0,2.746,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,17.0,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
17,065450,빅텍,KOSDAQ,기타,5840,114.33,1680.0,0.0,,ARMED,ARMED,2,True,1,False,64.3,64.3,90.5,44.6,51.2,0.0,53.1,62.1,45.9,42.6,1.74,0.0,RR1.7 + 진입적정 + 대기,0,5840.0,5260.0,6850.0,7050.0,,-0.15,0.3,5516,1.81,특이사항 없음,2,13.6,59.2,2.6,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,56.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",11433129905.0,84.6,26.68,1,0,-1.02,-0.34,7.55,21.16,48.79,60.0,12.36,22.12,12.0,0.255,0.255,1,12.0,0,0,1.03,0.51,0,0,0,1,1,4906.0,5.87,-0.0301,False,O,▲,5973,▲,X,X,0.0,250,0,1,1,1,7680.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,9.93,6.0,1.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,ATR_3.5x,45,0.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",7.800172413793104,10.187672413793104,10.0,51.2,OK,25.0,25.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,64.3,64.3,64.3,26.67,26.67,FRESH,0.619,,False,0.434,True,MATURE,4239.0,1.741,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,17.3,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
18,048410,현대바이오,KOSDAQ,화학·소재,14600,175.58,14089.8,0.0,,ARMED,ARMED,2,True,1,False,68.1,68.1,98.7,29.9,83.2,0.0,52.9,70.6,68.8,14.0,0.84,0.0,진입적정 + 대기,0,14600.0,12410.0,16450.0,21500.0,,1.23,0.6,14943,-12.69,특이사항 없음,5,5.13,53.0,4.63,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,56.0,기타 화학제품 제조업,17558152415.0,59.5,20.23,1,0,0.62,5.8,2.46,5.04,44.55,181.85,-3.76,17.88,133.85,0.342,0.221,0,12.0,1,0,2.38,0.51,0,0,0,1,-1,16120.0,-2.3,0.119,False,O,▲,14729,▲,X,X,-0.07,250,0,1,1,1,25000.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.0,5.0,0.8,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,기타 화학제품 제조업,8.424642857142857,18.105714285714285,7.0,83.2,OK,32.63220864796887,32.63220864796887,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,68.1,68.1,68.1,26.67,26.67,FRESH,0.619,,False,0.465,False,MATURE,4239.0,0.845,0.88,0.845,0.0,0.0,,v22_calibrated,,,,,,True,12.7,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
19,032820,우리기술,KOSDAQ,인프라·에너지,22300,1176.28,38154.5,0.0,,ARMED,ARMED,2,True,1,False,66.6,66.6,100.0,47.9,37.4,0.0,51.4,61.8,62.6,21.8,2.22,0.0,RR2.2 + 진입적정 + 대기,0,22300.0,20950.0,25300.0,30200.0,⚡눌림회복,-0.13,0.37,19497,145.99,특이사항 없음,5,11.92,52.3,1.33,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,56.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",117628381225.0,65.0,18.75,1,0,0.22,1.13,2.53,1.13,147.5,367.51,-7.67,120.83,319.51,0.173,0.138,1,12.0,1,0,2.71,0.5,0,0,0,1,1,18912.0,14.37,-0.0245,True,O,▲,23065,▼,X,X,0.0,250,0,1,1,1,36100.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.05,5.0,2.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",14.106875,26.830625,4.0,37.4,OK,25.0,25.0,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,66.6,66.6,66.6,26.67,26.67,FRESH,0.619,,False,0.453,False,MATURE,4239.0,2.222,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,13.5,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
20,008970,KBI동양철관,KOSPI,철강·금속,1970,73.28,2044.2,0.0,,ARMED,ARMED,2,True,1,False,65.0,65.0,98.1,32.5,63.6,0.0,50.1,64.7,65.6,18.0,1.42,0.0,RR1.4 + 진입적정 + 대기,0,1970.0,1815.0,2190.0,2295.0,,0.84,0.45,1903,-0.66,특이사항 없음,2,10.7,46.6,2.97,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,56.0,1차 철강 제조업,7328464075.0,69.2,18.68,1,0,-3.19,2.44,-1.01,10.8,3.52,-15.45,2.0,-23.15,-63.45,0.431,0.42,0,9.4,0,0,2.35,0.56,0,0,0,1,1,1825.8,3.5,0.0702,True,O,▲,1952,▲,O,X,-1.23,250,0,1,-1,1,2410.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.87,6.0,1.4,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,SWING_120D,45,0.0,1차 철강 제조업,16.336451612903225,28.52225806451613,2.0,63.6,OK,25.98955822535416,25.98955822535416,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,65.0,65.0,65.0,26.67,26.67,FRESH,0.619,,False,0.44,True,MATURE,4239.0,1.419,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,11.2,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
21,012860,모베이스전자,KOSDAQ,자동차·모빌리티,3950,64.55,2892.7,0.0,,ARMED,ARMED,2,True,1,False,65.4,65.4,100.0,24.5,78.1,0.0,49.1,67.5,75.5,5.6,0.92,0.0,진입적정 + 대기,0,3950.0,3355.0,4500.0,5580.0,,0.44,0.53,4294,-2.11,특이사항 없음,5,5.57,59.8,5.71,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,56.0,자동차 신품 부품 제조업,6454823385.0,76.0,20.17,1,0,-2.95,3.67,11.74,7.48,-8.78,195.44,-1.32,-35.45,147.44,0.554,0.414,0,12.0,1,0,3.33,0.5,0,0,0,1,1,3173.0,-8.03,0.096,False,O,▲,3950,▲,X,X,-0.25,248,0,1,1,1,6500.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.06,6.0,0.9,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,자동차 신품 부품 제조업,4.498421052631579,2.8815789473684212,13.0,78.1,OK,26.559435453090874,26.559435453090874,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,65.4,65.4,65.4,26.67,26.67,FRESH,0.619,,False,0.443,True,MATURE,4239.0,0.924,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,13.9,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
22,476060,온코닉테라퓨틱스,KOSDAQ,기타,21900,58.29,9830.4,0.0,,ARMED,ARMED,2,True,1,False,62.5,62.5,97.6,34.6,48.3,0.0,48.0,60.2,63.0,21.3,2.5,0.0,RR2.5 + 진입적정 + 대기,0,21900.0,20500.0,25400.0,28900.0,,-0.44,0.54,22725,13.67,특이사항 없음,0,9.42,55.3,0.08,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,56.0,자연과학 및 공학 연구개발업,5828828375.0,60.1,25.13,0,0,-0.45,-0.9,-3.74,-4.78,15.51,47.77,-13.58,-11.16,-0.23,0.167,0.139,1,12.0,1,0,2.87,0.42,0,0,0,1,-1,25782.0,-3.63,-0.0991,True,O,▲,22833,▼,X,X,1.14,250,0,1,1,1,32450.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.39,5.0,2.5,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,자연과학 및 공학 연구개발업,7.800172413793104,10.187672413793104,10.0,48.3,OK,29.967592909578023,29.967592909578023,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,62.5,62.5,62.5,26.67,26.67,FRESH,0.619,,False,0.42,True,MATURE,4239.0,2.5,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,16.0,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
23,475150,SK이터닉스,KOSPI,건설·부동산,59000,2065.27,20099.5,0.0,,ARMED,ARMED,2,True,1,False,52.8,52.8,56.1,36.4,79.2,0.0,47.3,57.2,42.8,46.5,1.32,0.3,RR1.3 + 진입적정 + 대기,0,59200.0,51200.0,69300.0,83100.0,,-0.66,1.81,44245,113.23,특이사항 없음,0,-1.14,50.3,3.67,AI 강점,,,스퀴즈/품질 대기,CAUTION,56.0,건물 건설업,206526616550.0,57.0,25.27,0,0,7.27,7.08,6.69,9.26,188.51,166.97,0.46,161.84,118.97,0.049,0.049,1,9.3,0,0,3.15,0.4,0,0,0,1,1,51730.0,33.35,0.3074,False,O,▲,53598,▲,O,X,7.82,250,0,1,1,1,100500.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입+ENTRY:split,13.51,5.0,1.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,건물 건설업,6.019,21.145,6.0,79.2,OK,25.5,25.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,52.8,52.8,52.8,26.67,26.67,FRESH,0.619,,False,0.342,True,MATURE,4239.0,1.262,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,17.5,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
24,290650,엘앤씨바이오,KOSDAQ,바이오·의약품,69900,95.31,17368.1,0.0,,ARMED,ARMED,2,True,1,False,60.4,60.4,100.0,43.4,15.0,0.0,42.6,52.8,85.0,0.0,1.03,0.0,RR1.0 + 진입적정 + 대기,0,69900.0,64000.0,76000.0,125000.0,,-0.48,0.68,86164,3.34,특이사항 없음,0,10.74,62.1,1.04,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,56.0,의약품 제조업,9531094500.0,67.1,18.73,0,0,-0.29,3.86,-5.28,-0.14,-10.38,28.73,-8.94,-37.05,-19.27,0.431,0.234,1,12.0,1,0,2.59,0.63,0,0,0,1,-1,78180.0,-18.88,0.0018,False,X,▲,70555,▼,X,X,1.71,250,0,1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,8.44,5.0,1.0,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,의약품 제조업,2.1353846153846154,-11.670769230769231,16.0,15.0,OK,39.10161804157868,39.10161804157868,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,60.4,60.4,60.4,26.67,26.67,FRESH,0.619,,False,0.403,True,MATURE,4239.0,1.034,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,8.7,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
25,012200,계양전기,KOSPI,조선·기계·설비,7150,56.29,1946.4,0.0,,ARMED,ARMED,2,True,1,False,59.9,59.9,100.0,39.6,20.3,0.0,42.4,53.3,79.7,0.4,0.81,0.0,진입적정 + 대기,0,7150.0,6070.0,8020.0,10270.0,,1.34,0.48,7783,-4.48,특이사항 없음,5,6.42,65.6,7.83,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,56.0,일반 목적용 기계 제조업,5628615870.0,75.9,19.31,1,0,1.85,12.07,5.93,14.4,-15.78,408.9,5.6,-42.45,360.9,0.669,0.159,0,12.0,1,0,6.39,0.59,0,0,0,1,1,5592.0,-8.14,0.0716,False,X,▲,7012,▲,O,X,0.0,247,0,1,1,1,14270.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.1,6.0,0.8,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,일반 목적용 기계 제조업,10.336153846153847,25.077384615384616,5.0,20.3,OK,32.0,32.0,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,59.9,59.9,59.9,26.67,26.67,FRESH,0.619,,False,0.399,True,MATURE,4239.0,0.806,0.88,0.806,0.0,0.0,,v22_calibrated,,,,,,True,12.2,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
26,002790,아모레퍼시픽홀딩스,KOSPI,화학·소재,28750,100.33,21981.7,0.0,,ARMED,ARMED,2,True,1,False,56.1,56.1,94.2,39.6,12.8,0.0,39.4,48.9,81.4,0.0,1.45,0.0,RR1.4 + 진입적정 + 대기,0,28750.0,26400.0,32150.0,35950.0,,-0.4,2.86,30097,4.19,특이사항 없음,1,2.64,58.7,2.8,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,56.0,기타 화학제품 제조업,10032527650.0,65.0,14.65,0,0,-2.71,3.23,3.6,-0.69,-1.37,12.97,-9.49,-28.04,-35.03,0.427,0.296,1,7.8,0,1,2.03,0.39,0,0,0,1,1,27665.0,-4.48,0.1527,False,X,▲,29342,▲,X,X,5.25,250,0,1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,8.17,5.0,1.4,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,기타 화학제품 제조업,8.424642857142857,18.105714285714285,7.0,12.8,OK,40.09583091475143,40.09583091475143,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,56.1,56.1,56.1,26.67,26.67,FRESH,0.619,,False,0.369,True,MATURE,4239.0,1.447,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,11.8,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
27,389470,인벤티지랩,KOSDAQ,기타,64100,146.77,8510.8,0.0,,ARMED,ARMED,2,True,1,False,54.3,54.3,91.5,37.6,13.5,0.0,38.4,47.5,78.0,2.5,1.28,0.0,RR1.3 + 진입적정 + 대기,0,64100.0,57600.0,72400.0,77400.0,⚡눌림회복,0.75,0.83,79994,-17.12,특이사항 없음,1,3.48,47.3,2.96,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,56.0,자연과학 및 공학 연구개발업,14676883950.0,56.1,11.0,1,0,2.89,6.83,3.72,-8.56,-19.57,30.68,-17.36,-46.24,-17.32,0.809,0.158,0,10.7,1,0,2.29,0.45,0,0,0,1,-1,70750.0,-19.87,0.2071,False,X,▼,62441,▲,O,X,2.73,248,0,-1,1,1,101700.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,10.14,5.0,1.3,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,0.0,자연과학 및 공학 연구개발업,7.800172413793104,10.187672413793104,10.0,13.5,OK,38.35596928370576,38.35596928370576,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,54.3,54.3,54.3,26.67,26.67,FRESH,0.619,,False,0.354,True,MATURE,4239.0,1.277,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,12.9,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
28,226590,엠디바이스,KOSDAQ,IT/전기전자,27150,59.12,2886.3,0.0,,ARMED,ARMED,2,True,1,False,54.2,54.2,94.4,33.1,15.9,0.0,37.9,47.8,78.5,1.9,1.85,0.0,RR1.9 + 진입적정 + 대기,0,27150.0,25100.0,30950.0,38000.0,,-0.09,0.61,26607,79.69,특이사항 없음,0,16.4,56.5,1.01,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,56.0,전자부품 제조업,5911761650.0,46.0,30.88,0,0,-3.21,-3.04,-6.7,7.74,62.57,57.03,-1.06,35.9,9.03,0.304,0.231,1,12.0,1,0,2.16,0.56,0,0,0,1,-1,31330.0,2.04,0.0184,True,O,▲,28429,▼,X,X,-2.5,250,0,1,1,1,43900.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.55,6.0,1.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,전자부품 제조업,2.853258426966292,18.027078651685393,8.0,15.9,OK,29.750838930218222,29.750838930218222,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,54.2,54.2,54.2,26.67,26.67,FRESH,0.619,,False,0.354,True,MATURE,4239.0,1.854,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,14.0,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
29,383310,에코프로에이치엔,KOSDAQ,화학·소재,33250,273.39,6974.2,0.0,,ARMED,ARMED,2,True,1,False,53.6,53.6,100.0,28.7,10.6,0.0,36.5,46.4,89.4,0.0,0.89,0.0,진입적정 + 대기,0,33250.0,30000.0,36150.0,46700.0,,-0.27,3.05,35010,-1.17,특이사항 없음,0,6.25,66.5,6.6,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,56.0,기타 화학제품 제조업,27339166225.0,81.2,19.69,0,0,0.91,-2.21,8.31,8.31,-24.52,17.49,-0.49,-51.19,-30.51,0.506,0.295,0,9.2,1,1,3.16,0.61,0,0,0,1,1,29675.0,-5.03,-0.1075,False,O,▲,33408,▲,X,X,-0.15,250,0,1,1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,9.77,5.0,0.9,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,기타 화학제품 제조업,8.424642857142857,18.105714285714285,7.0,10.6,OK,39.31197792256565,39.31197792256565,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,53.6,53.6,53.6,26.67,26.67,FRESH,0.619,,False,0.349,True,MATURE,4239.0,0.892,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,8.7,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
30,251270,넷마블,KOSPI,인터넷/플랫폼·게임,51300,204.38,42045.7,0.0,,ARMED,ARMED,2,True,1,False,75.6,75.6,77.8,84.8,52.7,0.0,20.6,71.8,32.1,59.9,0.58,0.0,진입적정 + 대기,0,51300.0,48050.0,53200.0,58900.0,⚡눌림회복,-0.52,1.89,52778,1.99,특이사항 없음,5,2.17,58.3,1.76,TIMING 강점,STRUCT 보조,,스퀴즈/품질 대기,CAUTION,56.0,소프트웨어 개발 및 공급업,20437724250.0,60.3,6.56,1,1,1.38,0.39,0.98,-0.19,-4.29,-8.23,-8.99,-30.96,-56.23,0.568,0.365,1,6.0,1,0,1.48,0.6,0,0,0,1,1,47375.0,-2.8,-0.0038,True,X,▲,50691,▼,O,X,0.4,250,0,1,-1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,6.34,5.0,0.6,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,소프트웨어 개발 및 공급업,1.5,-7.093333333333334,15.0,52.7,OK,62.85138603294735,62.85138603294735,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,75.6,75.6,75.6,26.67,26.67,FRESH,0.619,,False,0.525,False,MATURE,4239.0,0.585,0.899,0.585,0.0,0.0,,v22_calibrated,,,,,,True,3.7,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
