시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSPI,SK하이닉스,000660,반도체 제조업,1654000,70299.29,12016161.9,7029929370772.0,92.6,84.6,34.73,57.68,0,0,0,3.31,27.23,35.13,80.57,83.78,185.17,74.0,63.88,149.34,0.0,0.0,1,81.83,8.5,19.49,1,0,1.02,0.98,0,0,0,,1,1,1374200.0,1024918,61.38,0.3964,1.4,1.43,False,O,▲,1455376,▲,O,X,1.31,249,0,1,1,1,1289000.0,1147000.0,1665000.0,1903000.0,2206000.0,split,50.0,NORMAL+WARN:mcap=12016162억 — 원 단위 혼입 의심(>1000조)+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,11.02,4.0,2.6,normal,7,v1_sl_first_gap_at_open,NORMAL+WARN:mcap=12016162억 — 원 단위 혼입 의심(>1000조)+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,반도체 제조업,반도체,12.306176470588236,49.392941176470586,1.0,14.4,OK,65.5,65.5,4,1,82.4,76.8,14.4,66.6,66.6,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,대한광통신,010170,절연선 및 케이블 제조업,22350,15670.55,34751.0,1567055409925.0,74.9,71.9,32.4,63.0,0,0,0,2.52,48.31,46.85,52.14,611.78,788.67,45.57,591.88,752.84,0.022,0.022,1,547.97,12.0,-3.93,0,0,2.03,0.81,0,0,0,,1,1,15784.0,11925,87.41,0.9615,1.52,2.34,False,O,▲,17814,▲,O,X,-2.06,250,0,1,1,1,17720.0,15060.0,24450.0,25200.0,30300.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.01,5.0,2.5,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,절연선 및 케이블 제조업,기타,3.8636936936936936,18.736036036036033,7.0,42.5,OK,90.0,90.0,4,1,52.2,100.0,42.5,69.4,69.4,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,대한전선,001440,절연선 및 케이블 제조업,72300,14324.47,134801.4,1432447263650.0,81.9,89.7,57.37,108.36,0,0,0,12.79,41.21,76.13,130.25,127.36,189.78,123.68,107.46,153.95,0.0,0.0,1,152.04,12.0,30.3,1,0,2.84,0.94,97316,3687,101003,,1,1,49195.0,43233,67.23,0.4297,1.21,1.82,False,O,▲,63930,▲,O,X,-1.72,250,0,1,1,1,48250.0,41000.0,74800.0,88300.0,105500.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,15.03,4.0,3.7,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,절연선 및 케이블 제조업,기타,3.8636936936936936,18.736036036036033,7.0,62.6,OK,74.5055078113226,74.5055078113226,6,1,94.1,78.8,62.6,81.7,81.7,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,SK스퀘어,402340,기타 금융업,1098000,7794.5,1448903.1,779449679500.0,97.2,72.1,41.45,87.92,0,0,0,-0.09,32.29,52.5,89.97,105.62,278.62,83.4,85.72,242.79,0.04,0.04,1,96.94,11.5,30.64,1,0,0.82,0.92,0,0,0,,1,1,889750.0,654527,67.75,0.5016,1.06,1.41,False,O,▲,1025684,▲,O,X,-4.64,250,0,1,1,1,815000.0,703000.0,1149000.0,1337000.0,1575000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,13.74,4.0,3.0,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기타 금융업,금융,4.041951219512195,19.879512195121954,6.0,52.4,OK,64.10393886588204,64.10393886588204,4,1,79.0,69.6,52.4,69.9,69.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,두산에너빌리티,034020,일반 목적용 기계 제조업,136400,5887.15,830167.2,588714859800.0,86.9,79.2,17.6,42.97,0,0,0,7.4,6.73,17.89,43.73,41.35,75.1,37.16,21.45,39.27,0.0,0.0,1,42.62,8.3,15.82,1,0,1.26,0.93,0,0,0,,1,1,118715.0,103638,31.61,-0.2154,1.8,0.56,False,O,▲,134024,▲,O,X,3.46,249,0,1,1,1,121800.0,111600.0,139200.0,155600.0,176500.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.37,4.0,1.7,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,일반 목적용 기계 제조업,조선·기계·설비,5.413733333333333,28.719466666666666,3.0,78.8,OK,31.0,31.0,4,1,87.1,38.4,78.8,66.0,66.0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,삼성전기,009150,전자부품 제조업,917000,4737.15,682700.4,473715166500.0,86.5,78.3,26.1,74.33,0,0,0,0.55,9.3,18.78,100.66,200.66,312.13,94.09,180.76,276.3,0.023,0.023,1,241.48,11.2,54.15,1,0,0.9,0.89,0,0,0,,1,1,768100.0,515357,77.93,-0.0664,0.9,-0.17,False,O,▲,917622,▲,X,X,1.54,249,0,1,1,1,764000.0,665000.0,971000.0,998000.0,1161000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,12.96,4.0,2.1,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,0.0,전자부품 제조업,IT/전기전자,6.182352941176471,23.521470588235296,5.0,62.1,OK,31.108958519918207,31.108958519918207,2,0,79.6,33.6,62.1,57.7,57.7,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,레인보우로보틱스,277810,특수 목적용 기계 제조업,784000,5549.05,152094.9,554904526000.0,86.8,85.1,22.99,32.83,0,0,0,12.48,18.07,31.54,29.37,10.27,93.82,22.8,-9.63,57.99,0.022,0.022,1,64.43,10.7,2.27,1,0,2.06,0.9,133280,17248,150528,,1,1,608000.0,702277,11.64,0.1308,4.09,1.04,False,O,▲,707947,▲,O,X,2.58,250,0,1,1,1,669000.0,594000.0,808000.0,934000.0,,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,11.21,4.0,1.9,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,SWING_60D,60,,0,0.0,특수 목적용 기계 제조업,조선·기계·설비,5.413733333333333,28.719466666666666,3.0,42.8,OK,67.0,67.0,6,1,83.8,77.6,42.8,73.1,73.1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,LS ELECTRIC,010120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",313000,4103.53,469500.0,410353482000.0,93.1,86.3,37.36,96.95,0,0,0,-1.73,14.65,61.17,98.6,152.83,227.41,92.03,132.93,191.58,0.041,0.041,1,228.52,12.0,28.81,1,0,1.35,0.88,0,0,0,,1,1,247470.0,192037,62.99,0.057,0.79,0.52,False,O,▲,317193,▲,X,X,-2.83,250,0,1,1,1,239500.0,204000.0,335000.0,396000.0,473500.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,14.82,4.0,2.7,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,14.825999999999999,45.54866666666667,2.0,38.8,OK,49.85810324499246,49.85810324499246,6,1,85.1,57.8,38.8,64.9,64.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,대원전선,006340,절연선 및 케이블 제조업,17440,3127.13,14122.4,312712814490.0,91.0,93.0,89.17,194.03,0,0,0,-3.33,73.19,172.5,247.41,355.35,337.64,240.84,335.45,301.81,0.044,0.044,1,346.49,12.0,17.23,1,0,5.52,0.81,0,0,0,,1,1,12529.0,8604,102.69,0.7667,0.71,2.41,False,O,▲,16143,▲,O,X,5.21,249,0,1,1,1,9680.0,8220.0,20300.0,24900.0,30750.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,15.08,5.0,7.3,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,절연선 및 케이블 제조업,기타,3.8636936936936936,18.736036036036033,7.0,88.4,OK,18.059703839109012,18.059703839109012,6,1,92.2,4.3,88.4,56.3,56.3,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,효성중공업,298040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",4398000,2635.28,410093.6,263528328000.0,85.4,80.0,24.93,69.95,0,0,0,-4.41,10.45,42.61,50.1,88.43,95.12,43.53,68.53,59.29,0.025,0.025,1,134.7,10.9,9.26,1,0,1.16,0.82,0,0,0,,1,1,3725700.0,3000542,46.57,0.1082,0.98,1.03,False,O,▲,4524151,▲,X,X,-1.8,250,0,1,1,1,3696000.0,3277000.0,4742000.0,5461000.0,6375000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,11.34,4.0,2.5,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,14.825999999999999,45.54866666666667,2.0,25.4,OK,54.95987935157167,54.95987935157167,6,1,81.8,64.1,25.4,63.4,63.4,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
