시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매수가,손절가,추천매도가1,추천매도가2,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,BLOCK_REASON
KOSPI,DB손해보험,005830,보험업,195200,624.0,135437.6,62399781350.0,85.2,65.3,18.35,57.7,0,0,0,-0.41,7.19,18.95,50.15,62.8,49.35,28.23,,,0.0,0.0,1,59.6,12.0,30.28,1,0,1.03,0.78,173200.0,166200.0,194200.0,197700.0,v1_sl_first_gap_at_open,4.04,4.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,169345.0,196776,-0.8,-0.1038,1.04,-0.77,False,O,▲,201464,▲,X,X,0,0,0,0.0,보험업,금융,8.318085106382979,10.288510638297872,4.0,71.9,55.3952471031561,55.3952471031561,2,0,69.5,61.6,71.9,66.8,66.8,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,아이엘,307180,전구 및 조명장치 제조업,7340,601.31,2459.8,60130532930.0,79.3,83.2,53.12,81.86,0,0,0,22.95,47.69,99.46,91.15,174.39,190.12,73.91,,,0.0,0.0,1,66.82,12.0,6.62,0,0,1.81,0.92,5030.0,4780.0,5780.0,5910.0,v1_sl_first_gap_at_open,4.97,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(1.3%)/급등(22.9%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,4530.1,6332,15.91,0.4159,2.52,2.63,False,O,▲,6148,▲,O,X,0,0,0,0.0,전구 및 조명장치 제조업,기타,11.128496240601503,6.88187969924812,6.0,92.4,75.58090956160702,75.58090956160702,6,1,81.4,84.0,92.4,84.6,84.6,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,SG세계물산,004060,상품 종합 도매업,704,603.65,1425.1,60364886753.0,76.5,82.2,55.56,121.77,0,0,0,3.07,54.39,43.38,116.62,102.88,121.38,94.7,,,0.083,0.083,1,52.7,12.0,36.57,1,0,0.72,0.66,475.0,451.0,547.0,559.0,v1_sl_first_gap_at_open,5.05,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,470.29999999999995,676,4.1,0.8919,1.74,0.96,False,O,▲,637,▲,O,X,0,0,0,0.0,상품 종합 도매업,기타,11.128496240601503,6.88187969924812,6.0,94.8,47.48408056156542,47.48408056156542,4,1,64.9,46.4,94.8,63.5,63.5,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,서울식품,004410,기타 식품 제조업,268,578.9,1045.7,57889651012.0,89.4,97.8,64.72,87.93,0,0,0,15.52,86.11,83.56,84.83,76.32,75.16,62.91,,,0.0,0.0,1,11.79,12.0,2.14,1,0,4.55,0.9,171.0,162.0,198.0,203.0,v1_sl_first_gap_at_open,5.26,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(2.2%)/급등(15.5%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,170.2,214,24.93,0.9823,3.77,2.12,False,O,▲,201,▲,O,X,0,0,0,0.0,기타 식품 제조업,유통·소비재,10.298095238095238,44.18142857142857,1.0,96.7,49.0,49.0,6,1,72.0,62.4,96.7,73.1,73.1,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,삼성E&A,028050,"건축기술, 엔지니어링 및 관련 기술 서비스업",37650,484.26,73794.0,48425902125.0,90.5,80.8,14.25,27.42,0,0,0,3.15,11.06,18.21,39.44,50.0,30.73,17.52,,,0.013,0.013,1,34.03,7.7,16.61,0,0,1.52,0.9,37100.0,35600.0,41600.0,42350.0,v1_sl_first_gap_at_open,4.04,4.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,32940.0,36274,3.79,0.0358,0.97,0.25,False,O,▲,36247,▲,O,X,0,0,0,0.0,"건축기술, 엔지니어링 및 관련 기술 서비스업",서비스 기타,11.43775,20.9805,2.0,52.9,53.74815679439047,53.74815679439047,6,1,83.2,63.2,52.9,69.1,69.1,[RSI극단: RSI 85+ 극단과열]
KOSPI,SK증권,001510,금융 지원 서비스업,1807,460.21,8539.7,46021390335.0,78.8,93.6,63.7,144.76,0,0,0,-0.28,48.72,110.85,149.59,177.57,183.67,127.67,,,0.016,0.016,1,85.97,12.0,33.33,1,0,2.0,0.83,1159.0,1101.0,1333.0,1362.0,v1_sl_first_gap_at_open,5.0,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,1444.2,1819,-0.67,0.4823,0.33,-1.61,False,O,▲,1688,▲,O,X,0,0,0,0.0,금융 지원 서비스업,서비스 기타,11.43775,20.9805,2.0,84.2,34.0,34.0,6,1,82.4,41.1,84.2,66.2,66.2,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,BNK금융지주,138930,기타 금융업,21750,411.87,67496.1,41186645575.0,87.2,87.4,13.39,51.28,0,0,0,-0.23,-1.36,17.57,36.79,46.66,51.67,14.87,,,0.062,0.062,1,40.89,9.3,20.08,1,0,1.45,0.82,21750.0,20850.0,24000.0,24450.0,v1_sl_first_gap_at_open,4.14,4.0,2.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,19360.0,22208,-2.06,-0.3224,1.09,-1.28,False,O,▲,23147,▲,X,X,0,0,0,0.0,기타 금융업,금융,8.318085106382979,10.288510638297872,4.0,67.0,54.09433379303191,54.09433379303191,4,1,82.0,54.6,67.0,68.0,68.0,[RSI극단: RSI 85+ 극단과열]
KOSPI,대한조선,439260,선박 및 보트 건조업,94400,390.06,36368.8,39005808500.0,85.9,89.0,23.38,40.34,0,0,0,0.11,25.03,32.4,34.09,53.0,4.54,12.17,,,0.022,0.022,1,37.31,9.0,11.08,1,0,2.2,0.89,80300.0,76300.0,92300.0,94300.0,v1_sl_first_gap_at_open,4.98,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,82510.0,89556,5.41,0.5137,1.01,1.43,False,O,▲,86363,▲,O,X,0,0,0,0.0,선박 및 보트 건조업,조선·기계·설비,7.549402985074627,5.006119402985075,10.0,49.0,84.21154925101308,84.21154925101308,6,1,83.4,88.7,49.0,78.6,78.6,[RSI극단: RSI 85+ 극단과열]
KOSPI,미래에셋생명,085620,보험업,14880,363.25,26340.0,36325267740.0,75.1,81.9,44.65,91.02,0,0,0,-1.52,61.74,65.33,63.88,66.07,109.87,41.96,,,0.0,0.0,1,58.31,12.0,-7.05,0,0,0.26,0.58,10800.0,10260.0,12420.0,12690.0,v1_sl_first_gap_at_open,5.0,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,12696.0,15163,-1.87,1.3046,2.99,-1.39,False,O,▲,12797,▲,O,X,0,0,0,0.0,보험업,금융,8.318085106382979,10.288510638297872,4.0,86.0,38.14885228734454,38.14885228734454,2,0,23.7,42.4,86.0,43.6,43.6,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,파두,440110,반도체 제조업,53700,341.07,26855.7,34107092700.0,86.7,85.7,33.47,133.17,0,0,0,-1.29,2.87,18.94,121.44,136.56,344.17,104.2,,,0.052,0.052,1,127.79,12.0,112.26,1,0,2.71,0.84,42250.0,40100.0,48700.0,49800.0,v1_sl_first_gap_at_open,5.09,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,37935.0,52328,2.62,-0.6234,0.31,0.19,False,X,▼,57904,▼,X,X,0,0,0,0.0,반도체 제조업,반도체,13.601304347826087,17.682173913043478,3.0,40.7,24.830013781837437,24.830013781837437,4,1,82.6,26.5,40.7,51.8,51.8,[RSI극단: RSI 85+ 극단과열]
KOSPI,텔코웨어,078000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",23000,336.7,2125.2,33669992990.0,94.4,98.3,38.89,53.4,0,2,0,6.73,44.11,49.93,43.84,48.29,68.75,21.92,,,0.124,0.124,1,40.49,12.0,1.68,0,0,8.76,0.65,17390.0,16510.0,20050.0,20500.0,v1_sl_first_gap_at_open,5.06,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,17268.0,21704,5.97,0.8508,7.78,1.44,False,O,▲,18638,▲,O,X,0,0,0,0.0,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스 기타,11.43775,20.9805,2.0,96.6,10.0,10.0,6,1,62.2,7.2,96.6,47.1,47.1,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,삼화콘덴서,001820,전자부품 제조업,57200,323.41,5945.9,32340663150.0,81.9,86.3,51.06,100.94,0,0,0,-5.77,56.28,84.52,83.92,86.62,121.71,62.0,,,0.028,0.028,1,79.25,12.0,7.01,1,0,0.85,0.71,39750.0,37750.0,45750.0,46750.0,v1_sl_first_gap_at_open,5.03,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,48245.0,55814,2.48,0.9433,1.3,1.57,False,O,▲,50888,▲,O,X,0,0,0,0.0,전자부품 제조업,IT/전기전자,9.268219178082193,7.982054794520547,7.0,92.1,66.0,66.0,4,1,66.3,68.2,92.1,72.2,72.2,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,한진칼,180640,기타 금융업,173000,323.84,115498.7,32383588350.0,89.1,91.5,34.85,55.89,0,0,0,7.19,27.11,56.7,33.08,72.83,50.57,11.16,,,0.0,0.0,1,56.18,11.2,5.95,1,0,1.09,0.96,134700.0,129300.0,150900.0,153600.0,v1_sl_first_gap_at_open,4.01,4.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,128370.0,153371,12.8,0.3578,1.51,3.24,False,O,▲,153921,▲,O,X,0,0,0,0.0,기타 금융업,금융,8.318085106382979,10.288510638297872,4.0,75.1,90.0,90.0,4,1,73.0,100.0,75.1,84.2,84.2,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,DSC인베스트먼트,241520,신탁업 및 집합투자업,17520,333.75,4730.4,33374994725.0,85.8,86.7,56.62,130.57,0,0,0,-5.91,44.2,106.36,126.94,170.37,165.05,109.7,,,0.08,0.08,1,142.45,12.0,13.66,1,0,1.74,0.83,11750.0,11150.0,13550.0,13850.0,v1_sl_first_gap_at_open,5.11,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,11932.0,15870,10.4,0.6407,0.32,2.39,False,O,▲,16819,▲,O,X,0,0,0,0.0,신탁업 및 집합투자업,기타,11.128496240601503,6.88187969924812,6.0,94.1,39.34082063040462,39.34082063040462,6,1,79.2,37.5,94.1,65.5,65.5,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,코데즈컴바인,047770,봉제의복 제조업,5090,302.38,1926.2,30238358581.0,85.6,92.8,33.07,87.76,0,0,0,-0.59,15.81,28.21,69.67,75.22,126.22,52.43,,,0.012,0.012,1,45.55,12.0,31.71,1,0,3.1,0.78,4015.0,3815.0,4615.0,4715.0,v1_sl_first_gap_at_open,4.98,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,3645.0,5014,1.51,-0.068,0.76,1.58,False,O,▲,5157,▲,X,X,0,0,0,0.0,봉제의복 제조업,유통·소비재,10.298095238095238,44.18142857142857,1.0,88.0,35.011730820596895,35.011730820596895,4,1,81.7,42.4,88.0,67.2,67.2,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,한국피아이엠,448900,자동차 신품 부품 제조업,106000,293.4,6364.7,29340044950.0,78.4,77.9,42.34,55.81,0,0,0,13.98,47.84,70.42,53.85,164.01,728.77,36.61,,,0.0,0.0,1,654.85,12.0,20.22,1,0,1.65,1.0,78200.0,74200.0,90200.0,92200.0,v1_sl_first_gap_at_open,5.12,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭(-1.2%)/급등(14.0%)/VI → 50% 분할+ENTRY:split,split,50.0,,1,1,69565.0,86807,22.11,0.5466,1.62,3.04,False,O,▲,85583,▲,O,X,0,0,0,0.0,자동차 신품 부품 제조업,자동차·모빌리티,15.161538461538461,-7.7700000000000005,12.0,90.2,90.0,90.0,6,1,80.6,96.0,90.2,88.7,88.7,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,GS건설,006360,건물 건설업,23950,291.98,20496.8,29198432175.0,88.1,91.3,15.98,35.82,0,0,0,3.01,9.11,25.33,24.8,29.18,27.26,2.88,,,0.0,0.0,1,27.47,8.4,6.72,1,0,1.17,0.94,21700.0,20550.0,25150.0,25750.0,v1_sl_first_gap_at_open,5.3,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,20533.0,23094,3.71,0.001,1.06,0.79,False,O,▲,23568,▲,O,X,0,0,0,0.0,건물 건설업,건설·부동산,10.2575,3.3412499999999996,9.0,31.8,52.52579185759722,52.52579185759722,6,1,77.7,54.4,31.8,59.2,59.2,[RSI극단: RSI 85+ 극단과열]
KOSPI,퍼스텍,010820,무기 및 총포탄 제조업,7240,289.16,3531.1,28915576420.0,86.8,95.8,39.84,80.6,0,0,0,-1.09,39.23,57.91,63.43,86.6,66.63,41.51,,,0.019,0.019,1,49.97,12.0,7.98,0,0,3.68,0.8,5440.0,5160.0,6280.0,6420.0,v1_sl_first_gap_at_open,5.15,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,5411.0,6761,7.07,0.7937,0.91,2.35,False,O,▲,6615,▲,O,X,0,0,0,0.0,무기 및 총포탄 제조업,기타,11.128496240601503,6.88187969924812,6.0,83.4,66.64084570064381,66.64084570064381,6,1,82.0,73.3,83.4,78.8,78.8,[RSI극단: RSI 85+ 극단과열]
KOSPI,광동제약,009290,의약품 제조업,9500,259.1,4731.0,25910313705.0,75.1,88.2,35.35,99.75,0,0,0,-6.5,54.22,54.72,61.84,62.39,57.81,39.92,,,0.095,0.095,1,54.26,12.0,2.21,1,0,5.76,0.52,7370.0,7000.0,8480.0,8670.0,v1_sl_first_gap_at_open,5.02,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,9359.0,10435,-8.96,0.8558,0.97,0.93,False,O,▲,9458,▲,O,X,0,0,0,0.0,의약품 제조업,바이오·의약품,11.6088,3.4759999999999995,8.0,94.6,56.75020140466233,56.75020140466233,6,1,67.3,52.3,94.6,66.8,66.8,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,엠에스오토텍,123040,자동차 신품 부품 제조업,2990,221.85,1872.6,22184643525.0,87.9,95.7,29.09,28.69,0,1,0,30.0,31.72,34.38,26.69,47.65,17.03,9.45,,,0.0,0.0,1,8.69,8.1,5.67,1,0,2.65,1.0,2430.0,2310.0,2790.0,2850.0,v1_sl_first_gap_at_open,4.94,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(0.0%)/급등(30.0%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,2271.5,2723,9.77,0.308,13.67,4.62,False,O,▲,2396,▲,O,X,0,0,0,0.0,자동차 신품 부품 제조업,자동차·모빌리티,15.161538461538461,-7.7700000000000005,12.0,71.8,62.6780993409368,62.6780993409368,6,1,85.0,69.6,71.8,76.2,76.2,[RSI극단: RSI 85+ 극단과열]
KOSPI,한국토지신탁,034830,신탁업 및 집합투자업,1698,213.63,4287.3,21363203156.0,94.3,99.4,28.0,46.96,0,0,0,-1.05,23.4,37.6,39.98,30.92,39.64,18.06,,,0.09,0.09,1,1.13,8.2,3.96,1,0,2.75,0.74,1393.0,1323.0,1568.0,1603.0,v1_sl_first_gap_at_open,5.03,6.0,2.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,1472.7,1673,1.47,0.3995,3.43,2.12,False,O,▲,1539,▲,O,X,0,0,0,0.0,신탁업 및 집합투자업,기타,11.128496240601503,6.88187969924812,6.0,79.8,39.0,39.0,6,1,81.1,40.7,79.8,64.7,64.7,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,이지홀딩스,035810,동물용 사료 및 조제식품 제조업,8520,204.96,5496.8,20496452480.0,94.5,99.0,46.95,75.66,0,0,0,-0.12,51.06,60.75,76.58,91.89,123.33,59.34,,,0.417,0.417,0,-1.5,10.7,7.93,1,0,2.84,0.83,6090.0,5780.0,7020.0,7180.0,v1_sl_first_gap_at_open,5.09,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,7133.0,8389,1.55,0.9635,2.02,0.42,False,O,▲,7036,▲,O,X,0,0,0,0.0,동물용 사료 및 조제식품 제조업,유통·소비재,10.298095238095238,44.18142857142857,1.0,68.0,66.0,66.0,6,1,82.4,47.4,68.0,65.5,65.5,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,SGC에너지,005090,전기업,48850,135.05,7039.0,13504989250.0,93.5,83.5,54.41,127.29,0,0,0,3.83,23.2,70.8,130.42,112.85,111.47,108.5,,,0.037,0.037,1,113.84,12.0,34.05,1,0,2.07,0.78,33200.0,31550.0,38150.0,39000.0,v1_sl_first_gap_at_open,4.97,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,33625.0,46092,5.98,-0.0751,1.16,0.97,False,O,▲,47700,▲,O,X,0,0,0,0.0,전기업,기타,11.128496240601503,6.88187969924812,6.0,92.0,49.5,49.5,4,1,81.7,53.5,92.0,72.5,72.5,[RSI극단: RSI 85+ 극단과열]
KOSPI,코리안리,003690,재 보험업,14270,133.69,27801.0,13368769480.0,94.6,88.7,12.74,35.0,0,0,0,-0.83,5.08,16.87,28.67,27.64,35.39,6.75,,,0.06,0.06,1,30.6,8.5,10.83,1,0,1.34,0.74,14270.0,13550.0,16070.0,16430.0,v1_sl_first_gap_at_open,5.05,5.0,2.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,12852.0,14138,0.93,-0.0528,0.81,-0.68,False,O,▲,14399,▲,X,X,0,0,0,0.0,재 보험업,금융,8.318085106382979,10.288510638297872,4.0,46.9,40.58545743042211,40.58545743042211,4,1,80.1,39.7,46.9,57.3,57.3,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,큐라클,365270,자연과학 및 공학 연구개발업,17900,132.58,3924.5,13257630445.0,87.5,74.3,40.59,81.43,0,0,0,10.02,28.13,47.81,86.46,274.48,324.17,69.22,,,0.0,0.0,1,184.14,12.0,35.77,1,0,1.79,0.95,13370.0,12700.0,15380.0,15720.0,v1_sl_first_gap_at_open,5.01,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭(0.1%)/급등(10.0%)/VI → 50% 분할+ENTRY:split,split,50.0,,1,1,13006.0,16135,10.94,0.2492,1.02,2.29,False,O,▲,16233,▲,O,X,0,0,0,0.0,자연과학 및 공학 연구개발업,기타,11.128496240601503,6.88187969924812,6.0,83.7,51.65644547060782,51.65644547060782,6,1,81.6,57.4,83.7,72.3,72.3,[RSI극단: RSI 85+ 극단과열]
KOSPI,LX인터내셔널,001120,상품 중개업,48450,124.52,18779.2,12452043200.0,87.6,80.5,14.48,40.58,0,0,0,0.0,6.25,18.46,34.02,58.85,62.04,12.1,,,0.0,0.0,1,61.08,7.8,15.55,1,0,1.49,0.91,48450.0,46000.0,54600.0,55800.0,v1_sl_first_gap_at_open,5.06,5.0,2.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,43330.0,47971,1.0,-0.099,1.32,1.28,False,O,▲,49012,▲,X,X,0,0,0,0.0,상품 중개업,기타,11.128496240601503,6.88187969924812,6.0,50.8,60.0,60.0,4,1,82.8,66.7,50.8,70.0,70.0,[RSI극단: RSI 85+ 극단과열]
KOSPI,영진약품,003520,의약품 제조업,2170,121.98,3968.8,12197821748.0,88.3,87.9,12.56,17.49,0,0,0,4.08,15.61,16.98,13.2,13.02,7.96,-8.72,,,0.079,0.079,1,4.28,6.1,1.58,0,1,3.31,0.69,2135.0,2045.0,2360.0,2405.0,v1_sl_first_gap_at_open,4.22,6.0,2.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,1973.3,2101,3.25,0.3194,4.04,1.77,False,O,▲,2006,▲,O,X,0,0,0,0.0,의약품 제조업,바이오·의약품,11.6088,3.4759999999999995,8.0,39.6,51.5,51.5,8,1,68.9,51.1,39.6,55.9,55.9,[RSI극단: RSI 85+ 극단과열]
KOSPI,삼성전기우,009155,기타,183800,119.52,5343.0,11951969500.0,84.7,82.5,36.71,63.79,0,0,0,2.51,41.71,58.18,50.04,71.94,155.28,28.12,,,0.016,0.016,1,50.5,10.5,5.04,1,0,1.29,0.91,141200.0,134100.0,162500.0,166100.0,v1_sl_first_gap_at_open,5.03,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,154450.0,164847,11.5,0.686,1.36,2.35,False,O,▲,162463,▲,O,X,0,0,0,0.0,기타,기타,11.128496240601503,6.88187969924812,6.0,70.6,90.0,90.0,6,1,74.8,99.4,70.6,83.8,83.8,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,강원랜드,035250,유원지 및 기타 오락관련 서비스업,19530,109.81,41782.6,10980849160.0,91.0,81.0,7.11,18.66,0,0,0,0.62,3.55,10.4,10.09,11.41,7.25,-11.83,,,0.0,0.0,1,8.95,6.0,5.32,1,1,0.99,0.98,19530.0,18980.0,20650.0,20950.0,v1_sl_first_gap_at_open,2.82,5.0,2.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,18369.0,19329,1.04,-0.011,0.78,1.28,False,O,▲,19629,▲,X,X,0,0,0,0.0,유원지 및 기타 오락관련 서비스업,서비스 기타,11.43775,20.9805,2.0,9.8,36.86488998490576,36.86488998490576,4,1,85.0,49.0,9.8,55.6,55.6,[RSI극단: RSI 85+ 극단과열]
KOSPI,현대홈쇼핑,057050,무점포 소매업,94200,107.97,11304.0,10796927950.0,96.7,98.7,38.56,78.73,0,0,0,1.4,18.79,61.03,73.48,72.53,74.44,51.56,,,0.0,0.0,1,69.48,10.1,7.37,1,0,2.75,0.95,71400.0,67800.0,82200.0,84000.0,v1_sl_first_gap_at_open,5.04,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,75820.0,87302,7.9,0.1518,1.78,3.25,False,O,▲,88821,▲,O,X,0,0,0,0.0,무점포 소매업,유통·소비재,10.298095238095238,44.18142857142857,1.0,86.3,72.85185586188568,72.85185586188568,6,1,84.2,84.9,86.3,84.9,84.9,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,에이치엠넥스,036170,반도체 제조업,2700,102.3,1656.9,10229967850.0,77.5,95.6,52.9,85.15,0,0,0,-3.4,66.67,66.05,82.93,210.34,191.26,65.69,,,0.035,0.035,1,53.93,12.0,9.23,1,0,1.92,0.87,1854.0,1761.0,2135.0,2180.0,v1_sl_first_gap_at_open,5.02,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,1913.5,2476,9.05,1.1333,1.68,3.13,False,O,▲,2147,▲,O,X,0,0,0,0.0,반도체 제조업,반도체,13.601304347826087,17.682173913043478,3.0,91.0,84.0,84.0,6,1,82.0,95.9,91.0,89.4,89.4,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,엔알비,475230,기타 금속 가공제품 제조업,27800,82.07,2921.7,8206891875.0,90.6,80.0,26.67,56.75,0,0,0,2.96,14.88,29.3,65.87,115.67,113.52,48.63,,,0.009,0.009,1,95.84,12.0,25.85,1,0,1.67,0.86,23050.0,21850.0,26650.0,27250.0,v1_sl_first_gap_at_open,5.21,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,20960.0,26255,5.88,0.1102,0.86,1.16,False,O,▲,26433,▲,O,X,0,0,0,0.0,기타 금속 가공제품 제조업,기타,11.128496240601503,6.88187969924812,6.0,82.5,39.33010812033743,39.33010812033743,6,1,78.8,43.3,82.5,65.3,65.3,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,세보엠이씨,011560,건물설비 설치 공사업,17590,71.42,1852.2,7141723760.0,85.1,92.7,16.22,21.4,0,0,0,8.85,15.72,19.66,26.0,12.97,46.34,8.76,,,0.0,0.0,1,17.46,7.6,10.14,1,0,1.4,0.9,15890.0,15090.0,18290.0,18690.0,v1_sl_first_gap_at_open,5.03,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,15102.0,16834,4.49,0.1856,6.19,2.74,False,O,▲,15973,▲,O,X,0,0,0,0.0,건물설비 설치 공사업,기타,11.128496240601503,6.88187969924812,6.0,39.7,59.5,59.5,6,1,79.8,66.1,39.7,66.3,66.3,[RSI극단: RSI 85+ 극단과열]
