시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매수가,손절가,추천매도가1,추천매도가2,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,BLOCK_REASON
KOSPI,삼성전자,005930,통신 및 방송 장비 제조업,203500,54742.25,12046463.2,5474225346566.0,85.3,74.2,18.43,37.09,0,0,0,1.75,12.31,28.31,33.79,104.93,189.47,11.87,,,0.009,0.009,1,101.29,7.9,8.58,1,0,1.18,0.96,180400.0,173100.0,202500.0,206000.0,v1_sl_first_gap_at_open,4.05,4.0,3.0,NORMAL+WARN:mcap=12046463억 — 원 단위 혼입 의심(>1000조)+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,182560.0,194774,4.48,0.1345,0.85,1.53,False,O,▲,195725,▲,O,X,0,0,0,0.0,통신 및 방송 장비 제조업,IT/전기전자,9.268219178082193,7.982054794520547,7.0,37.3,59.53278229274369,59.53278229274369,6,1,75.7,61.8,37.3,62.5,62.5,[RSI극단: RSI 85+ 극단과열]
KOSPI,기아,000270,자동차용 엔진 및 자동차 제조업,196100,7546.31,765599.9,754631374600.0,88.2,88.0,21.79,28.39,0,0,0,12.7,19.5,29.1,23.33,76.35,90.39,1.41,,,0.0,0.0,1,65.46,6.9,4.32,0,0,1.4,0.93,169100.0,162200.0,189800.0,193300.0,v1_sl_first_gap_at_open,4.08,4.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭(1.0%)/급등(12.7%)/VI → 50% 분할+ENTRY:split,split,50.0,,1,1,166160.0,179903,9.0,0.2115,2.45,2.33,False,O,▲,175782,▲,O,X,0,0,0,0.0,자동차용 엔진 및 자동차 제조업,자동차·모빌리티,15.161538461538461,-7.7700000000000005,12.0,44.7,77.21565192104953,77.21565192104953,6,1,76.4,81.8,44.7,72.2,72.2,[RSI극단: RSI 85+ 극단과열]
KOSPI,삼성전기,009150,전자부품 제조업,465000,4731.08,347325.7,473107759350.0,85.4,82.5,43.33,72.56,0,0,0,4.26,50.24,63.73,70.96,92.55,191.54,49.04,,,0.0,0.0,1,65.5,11.0,9.4,1,0,1.38,0.97,340500.0,327000.0,381000.0,388000.0,v1_sl_first_gap_at_open,3.96,4.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,376325.0,404975,14.82,0.6876,1.16,2.55,False,O,▲,403159,▲,O,X,0,0,0,0.0,전자부품 제조업,IT/전기전자,9.268219178082193,7.982054794520547,7.0,66.8,88.16646872021934,88.16646872021934,6,1,76.8,94.0,66.8,81.7,81.7,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,현대건설,000720,토목 건설업,155200,4468.79,172824.1,446878836600.0,87.2,92.5,33.89,48.06,0,0,0,12.06,35.78,45.59,42.12,155.26,151.54,20.2,,,0.0,0.0,1,127.15,12.0,11.73,1,0,1.52,0.93,121700.0,116800.0,136400.0,138900.0,v1_sl_first_gap_at_open,4.03,4.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭(1.4%)/급등(12.1%)/VI → 50% 분할+ENTRY:split,split,50.0,,1,1,118940.0,136581,13.63,0.4429,1.76,2.56,False,O,▲,133864,▲,O,X,0,0,0,0.0,토목 건설업,건설·부동산,10.2575,3.3412499999999996,9.0,87.9,85.67422053393474,85.67422053393474,6,1,78.0,91.2,87.9,85.3,85.3,[RSI극단: RSI 85+ 극단과열]
KOSPI,대한항공,003490,항공 여객 운송업,28950,2957.52,106599.9,295752347550.0,87.7,81.7,17.8,23.84,0,0,0,9.25,16.73,23.19,20.12,37.2,17.92,-1.8,,,0.0,0.0,1,20.01,7.5,5.58,1,0,1.7,0.89,25800.0,24750.0,28450.0,28950.0,v1_sl_first_gap_at_open,4.07,4.0,2.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,24710.0,26996,7.23,0.2064,3.0,2.01,False,O,▲,26413,▲,O,X,0,0,0,0.0,항공 여객 운송업,기타,11.128496240601503,6.88187969924812,6.0,35.8,68.1317394007752,68.1317394007752,6,1,81.8,75.7,35.8,70.2,70.2,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,온코닉테라퓨틱스,476060,자연과학 및 공학 연구개발업,26300,2482.91,11805.5,248290853025.0,81.7,90.1,37.79,52.3,0,0,0,3.34,43.48,58.82,40.49,70.56,325.91,23.25,,,0.021,0.021,1,134.78,12.0,5.28,1,0,2.79,0.8,20050.0,19030.0,23150.0,23650.0,v1_sl_first_gap_at_open,5.09,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,21547.0,24901,5.62,0.7813,6.26,1.94,False,O,▲,20939,▲,O,X,0,0,0,0.0,자연과학 및 공학 연구개발업,기타,11.128496240601503,6.88187969924812,6.0,87.8,45.5,45.5,6,1,82.0,49.7,87.8,70.2,70.2,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,LG디스플레이,034220,전자부품 제조업,14820,2409.03,74100.0,240903218015.0,87.1,94.8,21.51,34.09,0,0,0,5.41,27.76,32.32,18.28,21.18,26.02,-3.64,,,0.007,0.007,1,25.1,9.1,3.46,1,0,1.99,0.93,12810.0,12290.0,14370.0,14630.0,v1_sl_first_gap_at_open,4.06,4.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,12288.0,13700,8.17,0.5001,2.7,2.31,False,O,▼,13392,▲,O,X,0,0,0,0.0,전자부품 제조업,IT/전기전자,9.268219178082193,7.982054794520547,7.0,60.4,78.72797437964371,78.72797437964371,6,1,83.8,83.2,60.4,78.9,78.9,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,흥구석유,024060,기타 전문 도매업,21100,2394.09,3165.0,239409048100.0,80.1,85.9,37.2,77.57,0,0,0,-2.99,53.23,44.32,68.4,76.13,75.25,51.16,,,0.053,0.053,1,0.56,12.0,6.6,1,0,8.18,0.74,16150.0,15340.0,18580.0,18990.0,v1_sl_first_gap_at_open,5.02,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,16050.0,20300,3.94,0.9491,1.4,2.72,False,O,▲,19150,▲,O,X,0,0,0,0.0,기타 전문 도매업,기타,11.128496240601503,6.88187969924812,6.0,91.7,76.0,76.0,6,1,81.1,83.3,91.7,84.1,84.1,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,우리기술,032820,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",17240,2347.87,28751.8,234786605375.0,87.4,88.1,52.08,109.55,0,0,0,0.52,39.71,81.66,143.16,360.35,348.37,125.92,,,0.023,0.023,1,329.84,12.0,27.89,0,0,1.43,0.88,11900.0,11300.0,13700.0,14000.0,v1_sl_first_gap_at_open,5.04,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,11889.0,15753,9.44,0.4914,0.44,1.74,False,O,▲,16104,▲,O,X,0,0,0,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,13.44375,5.8999999999999995,5.0,89.9,41.28102555989227,41.28102555989227,6,1,76.1,44.9,89.9,66.4,66.4,[RSI극단: RSI 85+ 극단과열]
KOSPI,대원전선,006340,절연선 및 케이블 제조업,6190,2218.0,4770.9,221799562840.0,83.2,97.9,51.22,85.17,0,1,0,-4.92,64.19,73.88,69.82,70.52,114.93,47.9,,,0.161,0.161,1,63.83,12.0,5.68,1,0,3.46,0.74,4300.0,4080.0,4960.0,5070.0,v1_sl_first_gap_at_open,5.12,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭(7.8%)/급등(-4.9%)/VI → 50% 분할+ENTRY:split,split,50.0,,1,1,5067.6,5769,7.29,1.224,2.33,2.16,False,O,▲,4970,▲,O,X,0,0,0,0.0,절연선 및 케이블 제조업,기타,11.128496240601503,6.88187969924812,6.0,93.7,84.0,84.0,6,1,81.1,83.9,93.7,84.7,84.7,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,KB금융,105560,기타 금융업,167700,1915.29,625270.2,191529126700.0,85.9,80.7,10.37,36.91,0,0,0,0.6,-0.12,12.32,23.67,37.8,54.85,1.75,,,0.078,0.078,1,44.31,8.2,12.56,1,0,1.08,0.88,167700.0,160900.0,184700.0,188100.0,v1_sl_first_gap_at_open,4.05,4.0,2.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,148260.0,167369,0.2,-0.2313,0.73,-0.37,False,O,▲,174347,▲,X,X,0,0,0,0.0,기타 금융업,금융,8.318085106382979,10.288510638297872,4.0,30.1,40.07535922748623,40.07535922748623,2,0,81.3,38.4,30.1,53.9,53.9,[RSI극단: RSI 85+ 극단과열]
KOSPI,한화갤러리아,452260,종합 소매업,3300,1837.05,6397.4,183705109966.0,86.4,92.2,45.21,78.39,0,0,0,6.97,39.53,54.21,70.72,217.92,192.55,48.8,,,0.0,0.0,1,44.64,12.0,16.23,1,0,1.86,0.76,2385.0,2265.0,2745.0,2805.0,v1_sl_first_gap_at_open,5.03,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,2425.5,2989,10.37,0.4822,2.28,1.87,False,O,▲,2898,▲,O,X,0,0,0,0.0,종합 소매업,유통·소비재,10.298095238095238,44.18142857142857,1.0,91.8,57.5,57.5,6,1,79.6,67.9,91.8,77.4,77.4,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,나노엔텍,039860,의료용 기기 제조업,7450,1851.83,2837.9,185183127365.0,78.2,95.0,43.41,66.66,0,0,0,-2.87,63.38,59.36,43.55,145.87,109.27,26.31,,,0.0,0.0,1,71.59,12.0,2.04,1,0,2.22,0.61,5450.0,5180.0,6260.0,6400.0,v1_sl_first_gap_at_open,4.95,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(17.3%)/급등(-2.9%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,6199.5,7252,2.73,1.2572,10.8,-0.49,False,O,▲,5658,▲,O,X,0,0,0,0.0,의료용 기기 제조업,기타,11.128496240601503,6.88187969924812,6.0,93.6,52.5,52.5,6,1,66.4,58.3,93.6,68.6,68.6,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,위더스제약,330350,의약품 제조업,11940,1644.75,1576.3,164475121135.0,85.6,94.7,33.44,32.59,0,4,0,29.92,39.16,37.88,41.13,88.33,63.34,23.89,,,0.0,0.0,1,34.04,10.8,-0.24,0,0,4.25,1.0,9400.0,8920.0,10840.0,11080.0,v1_sl_first_gap_at_open,5.11,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(1.3%)/급등(29.9%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,8314.0,10720,11.37,0.4299,12.43,3.91,False,O,▲,9292,▲,O,X,0,0,0,0.0,의약품 제조업,바이오·의약품,11.6088,3.4759999999999995,8.0,83.1,68.40293935518935,68.40293935518935,4,1,45.0,72.0,83.1,63.4,63.4,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,유투바이오,221800,기타 과학기술 서비스업,25950,1471.77,4134.5,147177031690.0,83.4,80.4,175.31,309.37,0,0,0,29.94,129.85,458.06,432.31,343.59,729.07,415.07,,,0.0,0.0,1,328.89,12.0,-3.63,1,0,1.55,0.88,9900.0,9400.0,11400.0,11650.0,v1_sl_first_gap_at_open,5.05,6.0,3.0,NORMAL+WARN:ATR%=21.6% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:극단갭(6.7%)/급등(29.9%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,15014.0,18887,37.39,1.0945,2.26,2.32,False,O,▲,20014,▲,O,X,0,0,0,0.0,기타 과학기술 서비스업,서비스 기타,11.43775,20.9805,2.0,97.5,81.0,81.0,4,1,37.6,94.0,97.5,72.1,72.1,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,SK,034730,기타 금융업,409000,1347.83,296536.1,134783233250.0,87.1,93.3,21.01,38.05,0,0,0,4.2,17.02,29.84,37.94,64.26,118.48,16.02,,,0.0,0.0,1,61.88,9.9,11.75,1,0,1.45,0.94,355000.0,340500.0,398500.0,406000.0,v1_sl_first_gap_at_open,4.08,4.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,346600.0,382517,6.92,0.2334,1.16,0.91,False,O,▲,382358,▲,O,X,0,0,0,0.0,기타 금융업,금융,8.318085106382979,10.288510638297872,4.0,50.5,86.50147464690275,86.50147464690275,6,1,77.2,96.1,50.5,79.4,79.4,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,현대바이오,048410,기타 화학제품 제조업,19060,1154.99,18305.4,115499280890.0,77.2,90.1,61.46,119.46,0,0,0,-4.7,58.44,101.05,224.7,314.8,264.44,207.46,,,0.11,0.11,1,227.89,12.0,61.22,0,0,2.49,0.84,12400.0,11770.0,14290.0,14610.0,v1_sl_first_gap_at_open,5.08,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,12548.0,17347,9.87,0.8723,0.86,2.17,False,O,▲,16353,▲,O,X,0,0,0,0.0,기타 화학제품 제조업,화학·소재,6.074634146341463,3.9353658536585363,11.0,95.6,68.71711757686002,68.71711757686002,6,1,82.6,65.0,95.6,78.2,78.2,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,KT&G,033780,담배 제조업,179700,951.92,212004.0,95192394850.0,87.0,73.7,9.95,30.39,0,0,0,3.63,3.39,10.04,24.02,28.17,30.69,2.1,,,0.0,0.0,1,26.38,6.6,16.16,1,0,1.19,0.95,177000.0,169900.0,194800.0,198300.0,v1_sl_first_gap_at_open,4.01,4.0,2.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,160520.0,176526,1.8,-0.1525,1.22,-0.1,False,O,▲,180311,▲,X,X,0,0,0,0.0,담배 제조업,기타,11.128496240601503,6.88187969924812,6.0,24.2,57.51850387623557,57.51850387623557,4,1,84.2,63.9,24.2,64.1,64.1,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,리메드,302550,의료용 기기 제조업,3690,833.79,1162.2,83378651707.0,85.8,98.1,21.93,29.34,0,0,0,15.31,18.84,29.47,32.02,19.42,11.14,14.78,,,0.081,0.081,1,1.89,9.7,6.44,1,0,13.29,0.73,3180.0,3015.0,3675.0,3760.0,v1_sl_first_gap_at_open,5.19,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(0.0%)/급등(15.3%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,2985.0,3622,1.87,0.0691,18.04,2.57,False,O,▲,3314,▲,O,X,0,0,0,0.0,의료용 기기 제조업,기타,11.128496240601503,6.88187969924812,6.0,53.4,14.749282066833421,14.749282066833421,6,1,81.0,14.1,53.4,48.7,48.7,[RSI극단: RSI 85+ 극단과열]
KOSPI,KEC,092220,반도체 제조업,1190,816.96,2389.1,81696037365.0,81.5,95.1,48.82,56.48,0,0,0,15.76,73.47,57.62,64.14,72.21,68.79,42.22,,,0.0,0.0,1,26.76,12.0,-6.98,0,0,1.08,0.78,840.0,797.0,969.0,991.0,v1_sl_first_gap_at_open,5.12,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(17.7%)/급등(15.8%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,980.8,1068,11.41,0.9383,7.68,2.02,False,O,▲,828,▲,O,X,0,0,0,0.0,반도체 제조업,반도체,13.601304347826087,17.682173913043478,3.0,95.4,28.0,28.0,2,0,30.2,35.1,95.4,45.2,45.2,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,현대지에프홀딩스,005440,기타 금융업,18240,804.35,28436.9,80434622075.0,92.8,96.8,53.53,106.12,0,0,0,-2.72,26.49,83.32,108.93,130.3,143.2,87.01,,,0.072,0.072,1,120.87,12.0,18.31,1,0,1.24,0.86,12470.0,11850.0,14330.0,14640.0,v1_sl_first_gap_at_open,4.97,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,13065.0,17085,6.76,0.3597,2.42,1.59,False,O,▲,16634,▲,O,X,0,0,0,0.0,기타 금융업,금융,8.318085106382979,10.288510638297872,4.0,94.3,84.0,84.0,6,1,73.4,87.5,94.3,83.2,83.2,[RSI극단: RSI 85+ 극단과열]
KOSPI,한전산업,130660,"건축기술, 엔지니어링 및 관련 기술 서비스업",25100,757.49,8182.6,75748646950.0,86.1,91.4,36.42,100.11,0,0,0,0.2,17.29,49.14,107.27,128.6,94.12,85.35,,,0.148,0.148,1,16.12,12.0,39.53,1,0,2.44,0.83,19320.0,18350.0,22250.0,22750.0,v1_sl_first_gap_at_open,5.02,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,17617.0,24826,1.1,-0.0095,0.51,0.73,False,O,▲,25773,▲,X,X,0,0,0,0.0,"건축기술, 엔지니어링 및 관련 기술 서비스업",서비스 기타,11.43775,20.9805,2.0,88.3,25.78389216874234,25.78389216874234,4,1,82.4,23.7,88.3,60.1,60.1,[RSI극단: RSI 85+ 극단과열]
KOSPI,HMM,011200,해상 운송업,23450,755.88,221189.3,75587821525.0,86.2,85.1,11.18,23.87,0,0,0,2.18,9.32,16.67,15.23,25.33,6.59,-6.69,,,0.055,0.055,1,16.66,6.4,3.92,1,0,1.35,0.9,23450.0,22500.0,25850.0,26300.0,v1_sl_first_gap_at_open,4.05,4.0,2.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,20920.0,22961,2.13,0.0625,1.37,0.15,False,O,▲,23078,▲,O,X,0,0,0,0.0,해상 운송업,기타,11.128496240601503,6.88187969924812,6.0,22.4,59.13106703823475,59.13106703823475,6,1,84.2,60.5,22.4,62.4,62.4,[RSI극단: RSI 85+ 극단과열]
KOSPI,가온전선,000500,절연선 및 케이블 제조업,122000,743.17,20182.6,74316730650.0,86.4,89.4,35.38,37.51,0,3,0,24.62,36.47,47.34,35.41,75.04,100.66,13.49,,,0.0,0.0,1,38.37,11.0,8.15,1,0,2.09,0.89,94600.0,89800.0,109000.0,111400.0,v1_sl_first_gap_at_open,5.07,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(22.5%)/급등(24.6%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,99655.0,109925,10.98,0.4884,6.43,1.34,False,O,▲,96685,▲,O,X,0,0,0,0.0,절연선 및 케이블 제조업,기타,11.128496240601503,6.88187969924812,6.0,76.9,44.5,44.5,6,1,83.4,49.4,76.9,68.5,68.5,[RSI극단: RSI 85+ 극단과열]
KOSPI,HD현대,267250,기타 금융업,298000,632.31,235399.4,63230550000.0,91.2,88.9,17.57,37.12,0,0,0,0.85,16.41,24.95,19.44,47.16,124.74,-2.48,,,0.0,0.0,1,42.65,8.8,9.05,0,0,1.32,0.95,266000.0,255500.0,297500.0,303000.0,v1_sl_first_gap_at_open,3.95,4.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,252700.0,287185,3.77,0.2571,1.03,1.78,False,O,▲,289668,▲,O,X,0,0,0,0.0,기타 금융업,금융,8.318085106382979,10.288510638297872,4.0,31.2,70.37396767715683,70.37396767715683,6,1,78.2,78.2,31.2,68.8,68.8,[RSI극단: RSI 85+ 극단과열]
