시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSDAQ,대한광통신,010170,절연선 및 케이블 제조업,21800,17380.6,33895.9,1738060365505.0,55.3,58.8,32.14,57.33,0,0,0,19.32,44.47,38.85,72.47,536.5,755.57,64.02,510.89,709.47,0.0,0.0,1,539.9,12.0,2.96,0,0,1.98,0.98,37169,2202,39371,,1,1,14409.0,11559,88.6,0.752,1.8,2.61,False,O,▲,16384,▲,O,X,4.71,250,0,1,1,1,17320.0,14720.0,22000.0,25150.0,27200.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.01,5.0,1.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,절연선 및 케이블 제조업,기타,1.9008035714285714,15.238303571428572,10.0,41.2,OK,75.9185023283289,75.9185023283289,8,1,89.7,100.0,41.2,84.1,84.1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,SK하이닉스,000660,반도체 제조업,1654000,94811.64,11788097.1,9481164019780.0,92.6,84.5,34.73,57.68,0,0,0,3.31,27.23,35.13,80.57,83.78,185.17,72.12,58.17,139.07,0.0,0.0,1,81.83,8.5,19.49,1,0,1.02,0.98,0,0,0,,1,1,1374200.0,1024533,61.44,0.3964,1.36,1.43,False,O,▲,1455376,▲,O,X,1.31,250,0,1,1,1,1289000.0,1147000.0,1665000.0,1903000.0,2206000.0,split,50.0,NORMAL+WARN:mcap=11788097억 — 원 단위 혼입 의심(>1000조)+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,11.02,4.0,2.6,normal,7,v1_sl_first_gap_at_open,NORMAL+WARN:mcap=11788097억 — 원 단위 혼입 의심(>1000조)+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,반도체 제조업,반도체,7.560357142857143,49.1,2.0,15.0,OK,90.0,90.0,4,1,82.4,100.0,15.0,76.0,76.0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,SK스퀘어,402340,기타 금융업,1099000,12328.11,1450222.7,1232811252424.0,97.6,79.5,46.48,84.34,0,0,0,0.92,35.51,53.06,120.24,93.15,293.91,111.79,67.54,247.81,0.04,0.04,1,97.0,11.1,27.34,1,0,0.81,0.92,0,0,0,,1,1,889750.0,643373,70.82,0.5374,1.65,1.3,False,O,▲,965515,▲,O,X,1.1,250,0,1,1,1,788000.0,673000.0,1149000.0,1337000.0,1575000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,14.59,4.0,3.1,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기타 금융업,금융,4.604358974358974,25.548974358974363,7.0,57.9,OK,78.0,78.0,4,1,78.9,81.1,57.9,75.6,75.6,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,두산에너빌리티,034020,일반 목적용 기계 제조업,136400,10593.05,873725.4,1059305076550.0,86.9,79.2,17.6,42.97,0,0,0,7.4,6.73,17.89,43.73,41.35,75.1,35.28,15.74,29.0,0.0,0.0,1,42.62,8.3,15.82,1,0,1.26,0.93,131217,8593,139810,,1,1,118715.0,103638,31.61,-0.2154,1.8,0.55,False,O,▲,134024,▲,O,X,3.46,250,0,1,1,1,121800.0,111600.0,139200.0,155600.0,176500.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.37,4.0,1.7,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,일반 목적용 기계 제조업,조선·기계·설비,4.330375,33.544625,3.0,78.0,OK,46.32058142498126,46.32058142498126,4,1,87.1,55.5,78.0,72.6,72.6,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,LS ELECTRIC,010120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",318500,6765.25,477750.0,676524908000.0,96.9,92.3,44.7,97.28,0,0,0,0.95,21.8,72.44,102.09,149.22,261.93,93.64,123.61,215.83,0.018,0.018,1,233.8,12.0,18.97,1,0,1.34,0.91,0,0,0,,1,1,247470.0,188439,69.02,0.1667,1.56,0.6,False,O,▲,303932,▲,O,X,4.91,250,0,1,1,1,231000.0,198000.0,335000.0,396000.0,473500.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,14.29,4.0,3.2,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,18.37933333333333,51.384,1.0,29.5,OK,64.0,64.0,6,1,85.4,74.4,29.5,69.8,69.8,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,삼성전기,009150,전자부품 제조업,917000,6246.69,684941.2,624669387500.0,86.5,78.3,26.1,74.33,0,0,0,0.55,9.3,18.78,100.66,200.66,312.13,92.21,175.05,266.03,0.023,0.023,1,241.48,11.2,54.15,1,0,0.9,0.89,0,0,0,,1,1,768100.0,515318,77.95,-0.0664,0.89,-0.17,False,O,▲,917622,▲,X,X,1.54,250,0,1,1,1,764000.0,665000.0,971000.0,998000.0,1161000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,12.96,4.0,2.1,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,0.0,전자부품 제조업,IT/전기전자,7.0463265306122445,29.316632653061223,4.0,61.4,OK,49.543435775100164,49.543435775100164,2,0,79.6,54.1,61.4,65.8,65.8,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,POSCO홀딩스,005490,1차 철강 제조업,535000,4976.85,423942.2,497685196000.0,91.1,88.8,28.05,52.35,0,0,0,5.73,14.68,26.93,54.85,47.18,78.93,46.4,21.57,32.83,0.0,0.0,1,54.75,8.6,14.39,1,0,1.41,0.96,20865,17655,38520,,1,1,446400.0,391451,36.67,0.1632,1.63,0.22,False,O,▲,498855,▲,O,X,1.78,250,0,1,1,1,438500.0,399000.0,542000.0,603000.0,681000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,9.01,4.0,2.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,1차 철강 제조업,철강·금속,3.094583333333333,27.916666666666668,6.0,37.8,OK,83.02371559084837,83.02371559084837,6,1,87.0,92.2,37.8,79.2,79.2,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,대원전선,006340,절연선 및 케이블 제조업,17440,4377.85,13675.5,437785448295.0,91.0,93.0,89.17,194.03,0,0,0,-3.33,73.19,172.5,247.41,355.35,337.64,238.96,329.74,291.54,0.044,0.044,1,346.49,12.0,17.23,1,0,5.53,0.81,0,0,0,,1,1,12529.0,8603,102.7,0.7667,0.71,2.41,False,O,▲,16143,▲,O,X,5.21,250,0,1,1,1,9680.0,8220.0,20300.0,24900.0,30750.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,15.08,5.0,7.3,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,절연선 및 케이블 제조업,기타,1.9008035714285714,15.238303571428572,10.0,88.0,OK,44.94724273581414,44.94724273581414,6,1,92.2,34.2,88.0,68.2,68.2,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,KBI메탈,024840,1차 비철금속 제조업,9300,3857.53,3246.6,385753047485.0,95.2,96.6,152.14,225.57,0,0,0,8.01,207.95,250.94,288.31,419.84,440.7,279.86,394.23,394.6,0.0,0.0,1,250.62,12.0,11.18,1,0,1.02,0.83,0,0,0,,1,1,5841.5,4165,123.28,1.6511,4.28,2.18,False,O,▲,6069,▲,O,X,11.61,250,0,1,1,1,3875.0,3290.0,10740.0,13210.0,16340.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,15.1,6.0,11.7,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,1차 비철금속 제조업,철강·금속,3.094583333333333,27.916666666666668,6.0,40.2,OK,37.5,37.5,4,1,80.2,31.7,40.2,52.8,52.8,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,효성중공업,298040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",4601000,3745.91,429022.5,374590601200.0,95.1,84.2,33.48,68.77,0,0,0,0.09,15.72,53.26,76.28,92.99,110.28,67.83,67.38,64.18,0.0,0.0,1,98.39,9.7,9.35,1,0,1.18,0.93,0,0,0,,1,1,3725700.0,2958796,55.5,0.1613,1.28,1.84,False,O,▲,4368845,▲,O,X,0.02,250,0,1,1,1,3619000.0,3194000.0,4742000.0,5461000.0,6375000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,11.74,4.0,2.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,18.37933333333333,51.384,1.0,20.5,OK,76.0,76.0,6,1,83.7,88.4,20.5,72.9,72.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
