date,ndx_close,spx_close,rut_close
20220506,12693.5302734375,4123.33984375,1839.56005859375
20220509,12187.7197265625,3991.239990234375,1762.0799560546875
20220510,12345.8603515625,4001.050048828125,1761.7900390625
20220511,11967.5595703125,3935.179931640625,1718.1400146484375
20220512,11945.5,3930.080078125,1739.3800048828125
20220513,12387.400390625,4023.889892578125,1792.6700439453125
20220516,12243.580078125,4008.010009765625,1783.4300537109375
20220517,12564.099609375,4088.85009765625,1840.300048828125
20220518,11928.3095703125,3923.679931640625,1774.8499755859375
20220519,11875.6298828125,3900.7900390625,1776.219970703125
20220520,11835.6201171875,3901.360107421875,1773.27001953125
20220523,12034.2802734375,3973.75,1792.760009765625
20220524,11769.83984375,3941.47998046875,1764.8299560546875
20220525,11943.9296875,3978.72998046875,1799.1600341796875
20220526,12276.7900390625,4057.840087890625,1838.239990234375
20220527,12681.419921875,4158.240234375,1887.9000244140625
20220531,12642.099609375,4132.14990234375,1864.0400390625
20220601,12548.3603515625,4101.22998046875,1854.8199462890625
20220602,12892.8896484375,4176.81982421875,1897.6700439453125
20220603,12548.0302734375,4108.5400390625,1883.050048828125
20220606,12599.6298828125,4121.43017578125,1889.8900146484375
20220607,12711.6796875,4160.68017578125,1919.56005859375
20220608,12615.1298828125,4115.77001953125,1891.010009765625
20220609,12269.7802734375,4017.820068359375,1850.8599853515625
20220610,11832.8203125,3900.860107421875,1800.280029296875
20220613,11288.3203125,3749.6298828125,1714.5899658203125
20220614,11311.6904296875,3735.47998046875,1707.8299560546875
20220615,11593.76953125,3789.989990234375,1731.1400146484375
20220616,11127.5703125,3666.77001953125,1649.8399658203125
20220617,11265.990234375,3674.840087890625,1665.68994140625
20220621,11546.759765625,3764.7900390625,1694.030029296875
20220622,11527.7099609375,3759.889892578125,1690.280029296875
20220623,11697.6796875,3795.72998046875,1711.6700439453125
20220624,12105.849609375,3911.739990234375,1765.739990234375
20220627,12008.240234375,3900.110107421875,1771.739990234375
20220628,11637.76953125,3821.550048828125,1738.8399658203125
20220629,11658.259765625,3818.830078125,1719.3699951171875
20220630,11503.7197265625,3785.3798828125,1707.989990234375
20220701,11585.6796875,3825.330078125,1727.760009765625
20220705,11779.900390625,3831.389892578125,1741.3299560546875
20220706,11852.58984375,3845.080078125,1727.550048828125
20220707,12109.0498046875,3902.6201171875,1769.5999755859375
20220708,12125.6904296875,3899.3798828125,1769.3599853515625
20220711,11860.2802734375,3854.429931640625,1732.010009765625
20220712,11744.990234375,3818.800048828125,1728.1800537109375
20220713,11728.5302734375,3801.780029296875,1726.0400390625
20220714,11768.400390625,3790.3798828125,1707.510009765625
20220715,11983.6201171875,3863.159912109375,1744.3699951171875
20220718,11877.5,3830.85009765625,1738.4200439453125
20220719,12249.419921875,3936.68994140625,1799.3199462890625
20220720,12439.6796875,3959.89990234375,1827.949951171875
20220721,12619.41015625,3998.949951171875,1836.68994140625
20220722,12396.4697265625,3961.6298828125,1806.8800048828125
20220725,12328.41015625,3966.840087890625,1817.77001953125
20220726,12086.900390625,3921.050048828125,1805.25
20220727,12601.4697265625,4023.610107421875,1848.3399658203125
20220728,12717.8701171875,4072.429931640625,1873.030029296875
20220729,12947.9697265625,4130.2900390625,1885.22998046875
20220801,12940.7802734375,4118.6298828125,1883.31005859375
20220802,12901.599609375,4091.18994140625,1882.449951171875
20220803,13253.259765625,4155.169921875,1908.9300537109375
20220804,13311.0400390625,4151.93994140625,1906.4599609375
20220805,13207.6904296875,4145.18994140625,1921.8199462890625
20220808,13159.16015625,4140.06005859375,1941.2099609375
20220809,13008.169921875,4122.47021484375,1912.8900146484375
20220810,13378.3203125,4210.240234375,1969.25
20220811,13291.990234375,4207.27001953125,1975.260009765625
20220812,13565.8701171875,4280.14990234375,2016.6199951171875
20220815,13667.1796875,4297.14013671875,2021.3499755859375
20220816,13635.2099609375,4305.2001953125,2020.530029296875
20220817,13470.8603515625,4274.0400390625,1987.31005859375
20220818,13505.990234375,4283.740234375,2000.72998046875
20220819,13242.900390625,4228.47998046875,1957.3499755859375
20220822,12890.5400390625,4137.990234375,1915.739990234375
20220823,12881.7900390625,4128.72998046875,1919.1400146484375
20220824,12917.8603515625,4140.77001953125,1935.2900390625
20220825,13143.580078125,4199.1201171875,1964.6400146484375
20220826,12605.169921875,4057.659912109375,1899.8299560546875
20220829,12484.3203125,4030.610107421875,1882.93994140625
20220830,12342.7001953125,3986.159912109375,1855.5899658203125
20220831,12272.0302734375,3955.0,1844.1199951171875
20220901,12274.6201171875,3966.85009765625,1822.8199462890625
20220902,12098.4404296875,3924.260009765625,1809.75
20220906,12011.3095703125,3908.18994140625,1792.3199462890625
20220907,12259.3896484375,3979.8701171875,1832.0
20220908,12321.1904296875,4006.179931640625,1846.9100341796875
20220909,12588.2900390625,4067.360107421875,1882.8499755859375
20220912,12739.7197265625,4110.41015625,1906.0899658203125
20220913,12033.6201171875,3932.68994140625,1831.5699462890625
20220914,12134.400390625,3946.010009765625,1838.4599609375
20220915,11927.490234375,3901.35009765625,1825.22998046875
20220916,11861.3798828125,3873.330078125,1798.18994140625
20220919,11953.26953125,3899.889892578125,1812.8399658203125
20220920,11851.5400390625,3855.929931640625,1787.5
20220921,11637.7900390625,3789.929931640625,1762.1600341796875
20220922,11501.650390625,3757.989990234375,1722.31005859375
20220923,11311.240234375,3693.22998046875,1679.5899658203125
20220926,11254.1103515625,3655.0400390625,1655.8800048828125
20220927,11271.75,3647.2900390625,1662.510009765625
20220928,11493.830078125,3719.0400390625,1715.239990234375
20220929,11164.7802734375,3640.469970703125,1674.9300537109375
20220930,10971.2197265625,3585.6201171875,1664.719970703125
20221003,11229.73046875,3678.429931640625,1708.8699951171875
20221004,11582.5400390625,3790.929931640625,1775.77001953125
20221005,11573.1796875,3783.280029296875,1762.68994140625
20221006,11485.5,3744.52001953125,1752.510009765625
20221007,11039.4697265625,3639.659912109375,1702.1500244140625
20221010,10926.9697265625,3612.389892578125,1691.9200439453125
20221011,10791.349609375,3588.840087890625,1692.9200439453125
20221012,10785.6201171875,3577.030029296875,1687.760009765625
20221013,11033.580078125,3669.909912109375,1728.4100341796875
20221014,10692.0595703125,3583.070068359375,1682.4000244140625
20221017,11062.5302734375,3677.949951171875,1735.75
20221018,11147.740234375,3719.97998046875,1755.9599609375
20221019,11103.3798828125,3695.159912109375,1725.760009765625
20221020,11046.7099609375,3665.780029296875,1704.3900146484375
20221021,11310.330078125,3752.75,1742.239990234375
20221024,11430.259765625,3797.340087890625,1748.4000244140625
20221025,11669.990234375,3859.110107421875,1796.1600341796875
20221026,11405.900390625,3830.60009765625,1804.3299560546875
20221027,11191.6298828125,3807.300048828125,1806.3199462890625
20221028,11546.2099609375,3901.06005859375,1846.9200439453125
20221031,11405.5703125,3871.97998046875,1846.8599853515625
20221101,11288.9501953125,3856.10009765625,1851.3900146484375
20221102,10906.33984375,3759.68994140625,1789.1400146484375
20221103,10690.599609375,3719.889892578125,1779.72998046875
20221104,10857.0302734375,3770.550048828125,1799.8699951171875
20221107,10977.0,3806.800048828125,1809.81005859375
20221108,11059.5,3828.110107421875,1808.9300537109375
20221109,10797.5498046875,3748.570068359375,1760.4000244140625
20221110,11605.9599609375,3956.3701171875,1867.9300537109375
20221111,11817.009765625,3992.929931640625,1882.739990234375
20221114,11700.9404296875,3957.25,1861.25
20221115,11871.150390625,3991.72998046875,1889.199951171875
20221116,11699.08984375,3958.7900390625,1853.1700439453125
20221117,11676.8603515625,3946.56005859375,1839.1199951171875
20221118,11677.01953125,3965.340087890625,1849.72998046875
20221121,11553.4501953125,3949.93994140625,1839.1400146484375
20221122,11724.83984375,4003.580078125,1860.43994140625
20221123,11838.7197265625,4027.260009765625,1863.52001953125
20221125,11756.0302734375,4026.1201171875,1869.18994140625
20221128,11587.75,3963.93994140625,1830.9599609375
20221129,11503.4501953125,3957.6298828125,1836.550048828125
20221130,12030.0595703125,4080.110107421875,1886.5799560546875
20221201,12041.8896484375,4076.570068359375,1881.6800537109375
20221202,11994.259765625,4071.699951171875,1892.8399658203125
20221205,11786.7998046875,3998.840087890625,1840.219970703125
20221206,11549.6904296875,3941.260009765625,1812.5799560546875
20221207,11497.3896484375,3933.919921875,1806.9000244140625
20221208,11637.5,3963.510009765625,1818.2900390625
20221209,11563.330078125,3934.3798828125,1796.6600341796875
20221212,11706.4404296875,3990.56005859375,1818.6099853515625
20221213,11834.2099609375,4019.64990234375,1832.3599853515625
20221214,11740.919921875,3995.320068359375,1820.449951171875
20221215,11345.2197265625,3895.75,1774.6099853515625
20221216,11243.7197265625,3852.360107421875,1763.4200439453125
20221219,11084.58984375,3817.659912109375,1738.5799560546875
20221220,11072.419921875,3821.6201171875,1748.02001953125
20221221,11235.8798828125,3878.43994140625,1776.93994140625
20221222,10956.1396484375,3822.389892578125,1754.0899658203125
20221223,10985.4501953125,3844.820068359375,1760.9300537109375
20221227,10822.509765625,3829.25,1749.52001953125
20221228,10679.33984375,3783.219970703125,1722.02001953125
20221229,10951.0498046875,3849.280029296875,1766.25
20221230,10939.759765625,3839.5,1761.25
20230103,10862.6396484375,3824.139892578125,1750.72998046875
20230104,10914.7998046875,3852.969970703125,1772.5400390625
20230105,10741.2197265625,3808.10009765625,1753.18994140625
20230106,11040.349609375,3895.080078125,1792.800048828125
20230109,11108.4501953125,3892.090087890625,1795.9100341796875
20230110,11205.7802734375,3919.25,1822.6500244140625
20230111,11402.51953125,3969.610107421875,1844.050048828125
20230112,11459.6103515625,3983.169921875,1876.06005859375
20230113,11541.48046875,3999.090087890625,1887.030029296875
20230117,11557.1904296875,3990.969970703125,1884.2900390625
20230118,11410.2900390625,3928.860107421875,1854.3599853515625
20230119,11295.669921875,3898.85009765625,1836.3499755859375
20230120,11619.0302734375,3972.610107421875,1867.3399658203125
20230123,11872.5400390625,4019.81005859375,1890.77001953125
20230124,11846.6396484375,4016.949951171875,1885.6099853515625
20230125,11814.6904296875,4016.219970703125,1890.3199462890625
20230126,12051.48046875,4060.429931640625,1903.06005859375
20230127,12166.599609375,4070.56005859375,1911.4599609375
20230130,11912.3896484375,4017.77001953125,1885.719970703125
20230131,12101.9296875,4076.60009765625,1931.93994140625
20230201,12363.099609375,4119.2099609375,1960.81005859375
20230202,12803.1396484375,4179.759765625,2001.219970703125
20230203,12573.3603515625,4136.47998046875,1985.530029296875
20230206,12464.509765625,4111.080078125,1957.719970703125
20230207,12728.26953125,4164.0,1972.6099853515625
20230208,12495.3798828125,4117.85986328125,1942.5999755859375
20230209,12381.169921875,4081.5,1915.3399658203125
20230210,12304.919921875,4090.4599609375,1918.81005859375
20230213,12502.3095703125,4137.2900390625,1941.1400146484375
20230214,12590.8896484375,4136.1298828125,1939.9100341796875
20230215,12687.8896484375,4147.60009765625,1960.969970703125
20230216,12442.48046875,4090.409912109375,1942.2099609375
20230217,12358.1796875,4079.090087890625,1946.3599853515625
20230221,12060.2998046875,3997.340087890625,1888.2099609375
20230222,12066.26953125,3991.050048828125,1894.6800537109375
20230223,12180.1396484375,4012.320068359375,1908.0899658203125
20230224,11969.650390625,3970.0400390625,1890.489990234375
20230227,12057.7900390625,3982.239990234375,1896.27001953125
20230228,12042.1201171875,3970.14990234375,1896.989990234375
20230301,11938.5703125,3951.389892578125,1898.4300537109375
20230302,12044.8701171875,3981.35009765625,1902.6600341796875
20230303,12290.8095703125,4045.639892578125,1928.260009765625
20230306,12302.48046875,4048.419921875,1899.760009765625
20230307,12152.169921875,3986.3701171875,1878.719970703125
20230308,12215.330078125,3992.010009765625,1879.47998046875
20230309,11995.8798828125,3918.320068359375,1826.5899658203125
20230310,11830.2802734375,3861.590087890625,1772.699951171875
20230313,11923.169921875,3855.760009765625,1744.300048828125
20230314,12199.7900390625,3919.2900390625,1776.8900146484375
20230315,12251.3203125,3891.929931640625,1745.93994140625
20230316,12581.3896484375,3960.280029296875,1771.239990234375
20230317,12519.8798828125,3916.639892578125,1725.8900146484375
20230320,12562.6103515625,3951.570068359375,1744.989990234375
20230321,12741.4404296875,4002.8701171875,1777.739990234375
20230322,12567.150390625,3936.969970703125,1727.3599853515625
20230323,12729.23046875,3948.719970703125,1720.2900390625
20230324,12767.0498046875,3970.989990234375,1734.9200439453125
20230327,12673.0703125,3977.530029296875,1753.6700439453125
20230328,12610.5703125,3971.27001953125,1752.6300048828125
20230329,12846.0302734375,4027.81005859375,1771.5999755859375
20230330,12963.1396484375,4050.830078125,1768.3800048828125
20230331,13181.349609375,4109.31005859375,1802.47998046875
20230403,13148.349609375,4124.509765625,1802.31005859375
20230404,13100.080078125,4100.60009765625,1769.6500244140625
20230405,12967.2001953125,4090.3798828125,1752.1300048828125
20230406,13062.599609375,4105.02001953125,1754.4599609375
20230410,13051.23046875,4109.10986328125,1772.43994140625
20230411,12964.150390625,4108.93994140625,1786.5899658203125
20230412,12848.349609375,4091.949951171875,1773.699951171875
20230413,13109.3896484375,4146.22021484375,1796.6800537109375
20230414,13079.51953125,4137.64013671875,1781.1500244140625
20230417,13087.7099609375,4151.31982421875,1802.8399658203125
20230418,13091.7900390625,4154.8701171875,1795.550048828125
20230419,13088.7099609375,4154.52001953125,1799.43994140625
20230420,12985.98046875,4129.7900390625,1789.699951171875
20230421,13000.76953125,4133.52001953125,1791.510009765625
20230424,12969.759765625,4137.0400390625,1788.8699951171875
20230425,12725.1103515625,4071.6298828125,1745.949951171875
20230426,12806.48046875,4055.989990234375,1730.4100341796875
20230427,13160.0302734375,4135.35009765625,1751.219970703125
20230428,13245.990234375,4169.47998046875,1768.989990234375
20230501,13231.4697265625,4167.8701171875,1769.2099609375
20230502,13113.66015625,4119.580078125,1732.1099853515625
20230503,13030.2099609375,4090.75,1739.280029296875
20230504,12982.48046875,4061.219970703125,1718.81005859375
20230505,13259.1298828125,4136.25,1759.8800048828125
20230508,13291.6396484375,4138.1201171875,1754.469970703125
20230509,13201.1103515625,4119.169921875,1749.6800537109375
20230510,13347.830078125,4137.64013671875,1759.510009765625
20230511,13389.7802734375,4130.6201171875,1744.7099609375
20230512,13340.1796875,4124.080078125,1740.8499755859375
20230515,13413.509765625,4136.27978515625,1761.550048828125
20230516,13426.009765625,4109.89990234375,1736.1800537109375
20230517,13589.259765625,4158.77001953125,1774.5
20230518,13834.6201171875,4198.0498046875,1784.8599853515625
20230519,13803.490234375,4191.97998046875,1773.719970703125
20230522,13849.740234375,4192.6298828125,1795.3800048828125
20230523,13672.5400390625,4145.580078125,1787.7099609375
20230524,13604.48046875,4115.240234375,1767.0
20230525,13938.5302734375,4151.27978515625,1754.5999755859375
20230526,14298.41015625,4205.4501953125,1773.02001953125
20230530,14354.990234375,4205.52001953125,1767.2900390625
20230531,14254.08984375,4179.830078125,1749.6500244140625
20230601,14441.509765625,4221.02001953125,1767.93994140625
20230602,14546.6396484375,4282.3701171875,1830.9100341796875
20230605,14556.5,4273.7900390625,1806.7099609375
20230606,14558.08984375,4283.85009765625,1855.4000244140625
20230607,14303.2900390625,4267.52001953125,1888.449951171875
20230608,14484.5400390625,4293.93017578125,1880.780029296875
20230609,14528.3603515625,4298.85986328125,1865.7099609375
20230612,14784.2998046875,4338.93017578125,1873.2099609375
20230613,14900.849609375,4369.009765625,1896.3299560546875
20230614,15005.6904296875,4372.58984375,1874.0999755859375
20230615,15185.48046875,4425.83984375,1889.280029296875
20230616,15083.919921875,4409.58984375,1875.469970703125
20230620,15070.150390625,4388.7099609375,1866.699951171875
20230621,14867.4501953125,4365.68994140625,1863.010009765625
20230622,15042.3203125,4381.89013671875,1848.1800537109375
20230623,14891.48046875,4348.330078125,1821.6300048828125
20230626,14689.01953125,4328.81982421875,1823.260009765625
20230627,14945.91015625,4378.41015625,1849.9300537109375
20230628,14964.5703125,4376.85986328125,1858.7099609375
20230629,14939.9501953125,4396.43994140625,1881.5899658203125
20230630,15179.2099609375,4450.3798828125,1888.72998046875
20230703,15208.6904296875,4455.58984375,1896.780029296875
20230705,15203.7802734375,4446.81982421875,1872.9100341796875
20230706,15089.4501953125,4411.58984375,1842.22998046875
20230707,15036.849609375,4398.9501953125,1864.6600341796875
20230710,15045.6396484375,4409.52978515625,1895.25
20230711,15119.0595703125,4439.259765625,1913.3599853515625
20230712,15307.23046875,4472.16015625,1933.3800048828125
20230713,15571.98046875,4510.0400390625,1950.8900146484375
20230714,15565.599609375,4505.419921875,1931.0899658203125
20230717,15713.2802734375,4522.7900390625,1951.27001953125
20230718,15841.349609375,4554.97998046875,1976.0699462890625
20230719,15826.349609375,4565.72021484375,1984.8900146484375
20230720,15466.08984375,4534.8701171875,1967.1600341796875
20230721,15425.669921875,4536.33984375,1960.260009765625
20230724,15448.01953125,4554.64013671875,1965.6800537109375
20230725,15561.419921875,4567.4599609375,1966.1099853515625
20230726,15499.259765625,4566.75,1980.3599853515625
20230727,15464.9296875,4537.41015625,1954.9000244140625
20230728,15750.9296875,4582.22998046875,1981.5400390625
20230731,15757.0,4588.9599609375,2003.1800537109375
20230801,15718.009765625,4576.72998046875,1994.1700439453125
20230802,15370.740234375,4513.39013671875,1966.8299560546875
20230803,15353.5400390625,4501.89013671875,1961.4000244140625
20230804,15274.919921875,4478.02978515625,1957.4599609375
20230807,15407.849609375,4518.43994140625,1958.93994140625
20230808,15273.0498046875,4499.3798828125,1947.4200439453125
20230809,15101.7099609375,4467.7099609375,1930.77001953125
20230810,15128.83984375,4468.830078125,1922.6199951171875
20230811,15028.0703125,4464.0498046875,1925.1099853515625
20230814,15205.58984375,4489.72021484375,1920.489990234375
20230815,15037.650390625,4437.85986328125,1895.75
20230816,14876.4697265625,4404.330078125,1871.52001953125
20230817,14715.8095703125,4370.35986328125,1850.06005859375
20230818,14694.83984375,4369.7099609375,1859.4200439453125
20230821,14936.6904296875,4399.77001953125,1856.010009765625
20230822,14908.9599609375,4387.5498046875,1850.8399658203125
20230823,15148.0595703125,4436.009765625,1870.030029296875
20230824,14816.4404296875,4376.31005859375,1846.280029296875
20230825,14941.830078125,4405.7099609375,1853.6300048828125
20230828,15052.4599609375,4433.31005859375,1869.010009765625
20230829,15376.5498046875,4497.6298828125,1895.5400390625
20230830,15462.4296875,4514.8701171875,1903.2099609375
20230831,15501.0703125,4507.66015625,1899.6800537109375
20230901,15490.8603515625,4515.77001953125,1920.8299560546875
20230905,15508.240234375,4496.830078125,1880.449951171875
