종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),상태,ROUTE,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,ML_SCORE,EBS,TOTAL_SCORE,LDY_SCORE,RANK_SCORE,NEWS_SCORE,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,REGIME,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,업종,MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_60d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,개인순매수,메이저순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,TRIGGER_SCORE,RAW_TRIGGER_SCORE,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
298050,HS효성첨단소재,KOSPI,화학·소재,257000,99.21,0.0,WAIT,WAIT,False,False,True,77.3,88.1,59.0,63.1,63.099998474121094,6,77.3,77.3,77.3,0.0,257000,226000,318500,350350.0,,-0.38,0.96,258848,29.81,,,0,14.78,60.2,6.12,27.54,40.74,13.78,-9.88,-34.0,화학섬유 제조업,61.8,33.4,0,0,-2.28,4.47,8.44,29.41,0.057,0.057,1,12.0,0,0,1.65,0.78,1,1,223550.0,-0.71,-0.1327,False,O,▲,263088,▲,X,X,0.0,0.0,0.0,0.0,화학섬유 제조업,6.274,14.620750000000001,6.0,43.44358130627972,43.44358130627972,104,20260213,20260213,39.29,25.88,29.41,-9.88
006805,미래에셋증권우,KOSPI,기타,21400,341.6,0.0,ARMED,ARMED,True,False,False,76.6,83.6,58.8,73.3,73.30000305175781,6,76.6,76.6,76.6,0.0,19100,15360,26600,29260.000000000004,,0.74,1.49,20507,37.68,,,0,22.5,69.9,17.67,26.4,150.29,12.64,71.13,75.55,기타,77.6,50.76,0,0,8.52,15.68,9.8,110.42,0.013,0.013,1,12.0,1,0,2.21,0.75,1,1,15662.0,4.35,-0.1603,False,O,▲,20814,▲,O,X,0.0,0.0,0.0,0.0,기타,7.600676691729324,7.282857142857143,10.0,39.0,39.0,105,20260213,20260213,39.29,25.88,110.42,71.13
016610,DB증권,KOSPI,서비스 기타,15360,88.32,0.0,OVERHEAT,OVERHEAT,False,False,False,71.1,76.0,58.5,69.2,69.19999694824219,6,71.1,71.1,71.1,0.0,13430,12080,16130,17743.0,,2.02,3.07,14312,52.95,,,0,9.7,76.9,20.09,33.91,79.44,20.15,11.3,4.7,금융 지원 서비스업,81.9,32.4,0,0,11.63,19.91,13.44,50.59,0.0,0.0,1,9.7,1,0,1.39,0.91,1,1,12694.0,7.32,0.1383,False,O,▲,13893,▲,O,X,0.0,0.0,0.0,0.0,금융 지원 서비스업,18.355,21.36195652173913,2.0,56.28491916247184,56.28491916247184,106,20260213,20260213,39.29,25.88,50.59,11.3
294630,서남,KOSDAQ,IT/전기전자,5040,814.43,0.0,OVERHEAT,OVERHEAT,False,False,False,76.2,81.2,58.2,79.4,79.4000015258789,6,76.2,76.2,76.2,0.0,3420,2670,4920,5412.0,,3.0,3.9,4415,53.82,,,0,9.78,89.1,54.72,98.04,83.27,82.17,85.0,42.9,기타 전기장비 제조업,94.4,80.19,0,0,0.8,65.25,69.98,110.88,0.0,0.0,1,12.0,1,0,4.9,0.75,1,1,3955.0,14.14,1.1026,False,O,▲,3785,▲,O,X,0.0,0.0,0.0,0.0,기타 전기장비 제조업,9.977,12.653,4.0,56.0,56.0,107,20260213,20260213,39.29,25.88,110.88,85.0
005940,NH투자증권,KOSPI,서비스 기타,30900,839.77,0.0,OVERHEAT,OVERHEAT,False,False,False,70.3,76.2,58.1,64.9,64.9000015258789,6,70.3,70.3,70.3,0.0,27150,24200,33050,36355.0,,0.36,2.25,29288,49.8,,,0,10.34,76.9,19.55,36.42,61.78,22.66,11.07,-12.96,금융 지원 서비스업,84.5,37.12,0,0,6.0,19.08,14.23,50.36,0.0,0.0,1,10.9,1,0,1.43,0.86,1,1,25555.0,5.5,0.1742,False,O,▲,28933,▲,O,X,0.0,0.0,0.0,0.0,금융 지원 서비스업,18.355,21.36195652173913,2.0,55.87787650458274,55.87787650458274,108,20260213,20260213,39.29,25.88,50.36,11.07
372320,큐로셀,KOSDAQ,기타,49300,62.27,0.0,WAIT,WAIT,False,False,True,71.5,78.9,57.9,62.8,62.79999923706055,6,71.5,71.5,71.5,0.0,49300,45300,57300,63030.00000000001,,-0.54,1.14,49314,25.7,,,0,5.71,51.8,1.12,5.45,41.26,-10.42,-8.5,0.89,자연과학 및 공학 연구개발업,64.3,18.13,0,0,-2.38,3.79,0.2,17.38,0.166,0.166,1,11.7,1,0,1.02,0.55,1,-1,54190.0,-0.03,0.0571,False,O,▲,49536,▼,X,X,0.0,0.0,0.0,0.0,자연과학 및 공학 연구개발업,7.600676691729324,7.282857142857143,10.0,50.880741054137744,50.880741054137744,109,20260213,20260213,39.29,25.88,17.38,-8.5
289930,웨이비스,KOSDAQ,반도체,17970,114.23,0.0,OVERHEAT,OVERHEAT,False,False,False,76.5,81.2,57.7,81.0,81.0,6,76.5,76.5,76.5,0.0,14800,12170,20050,22055.0,,1.16,1.64,18173,75.69,,,0,27.04,79.0,27.53,79.52,123.79,63.65,99.03,83.42,반도체 제조업,81.5,94.2,0,0,-10.15,17.53,39.3,124.91,0.036,0.036,1,12.0,1,0,2.26,0.75,1,1,15161.0,-1.12,0.0689,False,O,▲,19468,▲,X,X,0.0,0.0,0.0,0.0,반도체 제조업,3.3071428571428574,16.476190476190474,7.0,56.84907391277936,56.84907391277936,110,20260213,20260213,39.29,25.88,124.91,99.03
189300,인텔리안테크,KOSDAQ,IT/전기전자,124300,279.44,0.0,OVERHEAT,OVERHEAT,False,False,False,72.1,76.5,57.4,73.4,73.4000015258789,8,72.1,72.1,72.1,0.0,102900,80500,147700,162470.0,🚀급등시동,1.19,0.6,126033,142.59,,,0,29.6,68.9,26.85,80.41,176.22,64.54,184.87,135.85,통신 및 방송 장비 제조업,79.0,87.61,0,0,-5.19,25.81,18.27,210.75,0.012,0.012,1,12.0,1,0,1.62,0.75,1,1,91240.0,-1.38,0.0767,False,O,▲,128494,▲,X,X,0.0,0.0,0.0,0.0,통신 및 방송 장비 제조업,9.977,12.653,4.0,37.73632285748046,37.73632285748046,111,20260213,20260213,39.29,25.88,210.75,184.87
000660,SK하이닉스,KOSPI,반도체,880000,31425.75,0.0,WAIT,WAIT,False,False,True,75.0,83.4,57.4,67.4,67.4000015258789,6,75.0,75.0,75.0,0.0,880000,788000,1064000,1170400.0,,-0.91,0.71,882140,55.83,,,0,8.65,64.2,5.86,16.4,234.6,2.64,15.1,159.86,반도체 제조업,66.1,29.17,0,0,-0.9,4.89,-3.19,54.39,0.068,0.068,1,12.0,1,0,1.16,0.75,1,1,760300.0,-0.24,-0.11,False,O,▲,892094,▼,X,X,0.0,0.0,0.0,0.0,반도체 제조업,3.3071428571428574,16.476190476190474,7.0,42.44655868519031,42.44655868519031,112,20260213,20260213,39.29,25.88,54.39,15.1
079900,전진건설로봇,KOSPI,조선·기계·설비,61900,181.12,0.0,WAIT,WAIT,False,False,True,66.7,74.1,57.4,53.6,53.599998474121094,6,66.7,66.7,66.7,0.0,61900,52700,80200,88220.0,,-0.76,0.53,60200,28.44,,,0,4.54,64.7,12.31,26.33,12.34,12.57,9.51,-62.4,특수 목적용 기계 제조업,61.2,40.15,0,0,1.14,8.98,22.33,48.8,0.068,0.068,1,12.0,1,0,1.21,0.64,1,1,51710.0,2.82,-0.0579,False,O,▲,61605,▲,O,X,0.0,0.0,0.0,0.0,특수 목적용 기계 제조업,7.522794117647059,12.439558823529412,8.0,42.4411982853711,42.4411982853711,113,20260213,20260213,39.29,25.88,48.8,9.51
030610,교보증권,KOSPI,서비스 기타,14000,124.05,0.0,WAIT,WAIT,False,False,True,73.3,82.0,57.3,63.1,63.099998474121094,6,73.3,73.3,73.3,0.0,12240,11000,14730,16203.000000000002,,0.87,4.06,13276,45.79,,,0,12.02,72.4,20.06,41.99,60.37,28.23,15.41,-14.37,금융 지원 서비스업,88.5,33.56,0,0,9.98,21.74,17.55,54.7,0.0,0.0,1,9.4,1,0,1.87,0.91,1,1,11715.0,5.45,0.1668,False,O,▲,12711,▲,O,X,0.0,0.0,0.0,0.0,금융 지원 서비스업,18.355,21.36195652173913,2.0,37.19799720490072,37.19799720490072,114,20260213,20260213,39.29,25.88,54.7,15.41
417200,LS머트리얼즈,KOSDAQ,IT/전기전자,15980,301.77,0.0,WAIT,WAIT,False,False,True,78.6,85.5,56.9,79.5,79.5,8,78.6,78.6,78.6,0.0,15980,13870,20200,22220.0,,0.39,0.97,16499,20.86,,,0,9.52,59.3,5.5,25.14,59.0,9.27,-0.55,18.63,전자부품 제조업,68.3,37.72,0,0,-1.72,12.22,-7.79,25.33,0.162,0.162,1,12.0,1,0,1.34,0.66,1,-1,17572.0,-3.15,0.0417,False,O,▲,16398,▼,X,X,0.0,0.0,0.0,0.0,전자부품 제조업,9.977,12.653,4.0,49.874034361604835,49.874034361604835,115,20260213,20260213,39.29,25.88,25.33,-0.55
009150,삼성전기,KOSPI,IT/전기전자,309500,1156.04,0.0,WAIT,WAIT,False,False,True,72.4,83.2,56.9,55.7,55.70000076293945,8,72.4,72.4,72.4,0.0,309500,280500,367000,403700.00000000006,,1.22,0.52,310173,12.91,,,1,3.01,65.5,6.27,6.91,94.65,-6.85,12.43,19.91,전자부품 제조업,67.6,20.49,0,0,-3.13,8.98,10.93,51.72,0.024,0.024,1,9.8,0,0,1.12,0.76,1,1,265425.0,-0.22,0.1048,False,O,▲,312478,▲,X,X,0.0,0.0,0.0,0.0,전자부품 제조업,9.977,12.653,4.0,37.70037060520063,37.70037060520063,116,20260213,20260213,39.29,25.88,51.72,12.43
014620,성광벤드,KOSDAQ,철강·금속,34250,276.0,0.0,WAIT,WAIT,False,False,True,78.1,92.4,56.8,56.6,56.599998474121094,8,78.1,78.1,78.1,0.0,34250,31350,40000,44000.0,,2.01,3.12,33465,7.95,,,0,6.55,67.7,8.95,14.93,13.04,-0.94,0.97,-27.33,1차 철강 제조업,84.7,19.63,0,0,3.95,11.93,4.9,26.85,0.104,0.104,1,9.1,0,0,1.91,0.83,1,1,29050.0,2.34,0.0732,False,O,▲,32848,▲,O,X,0.0,0.0,0.0,0.0,1차 철강 제조업,4.686923076923077,0.04230769230769212,14.0,39.53975930178157,39.53975930178157,117,20260213,20260213,39.29,25.88,26.85,0.97
420770,기가비스,KOSDAQ,조선·기계·설비,57400,125.24,0.0,WAIT,WAIT,False,False,True,78.7,88.1,56.4,73.0,73.0,6,78.7,78.7,78.7,0.0,57400,46500,79200,87120.0,,0.12,0.98,61136,66.81,,,0,11.06,61.9,3.56,24.78,136.21,8.91,55.48,95.84,특수 목적용 기계 제조업,59.3,32.07,0,0,-1.71,-1.88,6.49,81.36,0.071,0.071,1,12.0,0,0,1.9,0.56,1,1,48940.0,-6.11,-0.4461,False,O,▲,62064,▼,X,X,0.0,0.0,0.0,0.0,특수 목적용 기계 제조업,7.522794117647059,12.439558823529412,8.0,41.65693849852859,41.65693849852859,118,20260213,20260213,39.29,25.88,81.36,55.48
200710,에이디테크놀로지,KOSDAQ,반도체,38950,84.35,0.0,ARMED,ARMED,True,False,False,73.9,81.1,56.3,70.0,70.0,10,73.9,73.9,73.9,0.0,38950,32900,51100,56210.00000000001,,0.49,0.53,39463,42.37,,,1,2.48,55.8,4.8,20.96,79.08,5.09,38.12,38.71,반도체 제조업,60.4,23.42,1,0,-2.38,10.18,1.7,64.0,0.048,0.048,1,12.0,1,0,1.7,0.69,1,1,31905.0,-1.3,0.0646,False,O,▲,38840,▲,O,X,0.0,0.0,0.0,0.0,반도체 제조업,3.3071428571428574,16.476190476190474,7.0,28.973906709473425,28.973906709473425,119,20260213,20260213,39.29,25.88,64.0,38.12
402340,SK스퀘어,KOSPI,금융,558000,2609.25,0.0,WAIT,WAIT,False,False,True,76.7,85.5,56.1,70.9,70.9000015258789,6,76.7,76.7,76.7,0.0,558000,483500,707000,777700.0000000001,🚀급등시동,0.36,0.63,556896,99.37,,,0,18.98,63.2,10.09,24.97,297.44,11.21,57.54,222.7,기타 금융업,62.6,41.57,0,0,-2.11,8.56,-2.11,96.83,0.06,0.06,1,12.0,1,0,1.66,0.84,1,1,459300.0,0.2,-0.1407,False,O,▲,565229,▼,X,X,0.0,0.0,0.0,0.0,기타 금융업,11.931777777777778,13.536,3.0,40.98729299447437,40.98729299447437,120,20260213,20260213,39.29,25.88,96.83,57.54
048410,현대바이오,KOSDAQ,화학·소재,12030,800.47,0.0,OVERHEAT,OVERHEAT,False,False,False,83.2,81.2,85.4,87.1,87.0999984741211,4,83.2,83.2,83.2,0.0,9490,6990,14470,15917.000000000002,,1.98,1.49,11352,112.74,,,0,59.67,74.0,33.17,104.24,136.81,88.37,125.27,96.44,기타 화학제품 제조업,80.0,102.9,0,0,4.34,26.9,6.93,151.15,0.0,0.0,1,12.0,1,0,1.85,0.87,1,1,8178.0,5.96,-0.0756,False,O,▲,11572,▲,O,X,0.0,0.0,0.0,0.0,기타 화학제품 제조업,6.274,14.620750000000001,6.0,62.5,62.5,121,20260213,20260213,39.29,25.88,151.15,125.27
078930,GS,KOSPI,금융,71000,175.14,0.0,WAIT,WAIT,False,False,True,80.0,83.3,69.2,80.7,80.69999694824219,4,80.0,80.0,80.0,0.0,71000,65100,82700,90970.00000000001,,0.03,0.84,70232,25.79,,,0,7.98,68.2,7.43,19.13,62.29,5.37,-18.75,-12.45,기타 금융업,74.9,23.99,0,0,1.14,4.87,3.35,20.54,0.0,0.0,1,9.7,1,0,1.09,0.81,1,1,61380.0,1.09,-0.1326,False,O,▲,71514,▲,X,X,0.0,0.0,0.0,0.0,기타 금융업,11.931777777777778,13.536,3.0,47.89333448547535,47.89333448547535,122,20260213,20260213,39.29,25.88,20.54,-18.75
077360,덕산하이메탈,KOSDAQ,반도체,10420,444.96,0.0,ARMED,ARMED,True,False,False,79.6,87.7,53.4,81.7,81.69999694824219,4,79.6,79.6,79.6,0.0,10420,8220,14820,16302.000000000002,,-0.47,0.92,11014,65.16,,,0,57.32,70.6,12.95,78.42,134.68,62.55,47.21,94.31,반도체 제조업,84.8,82.97,0,0,-7.3,-9.86,17.21,73.09,0.129,0.129,1,12.0,1,0,3.53,0.71,1,1,8455.0,-5.4,-0.6827,False,O,▲,11992,▼,X,X,0.0,0.0,0.0,0.0,반도체 제조업,3.3071428571428574,16.476190476190474,7.0,40.96305959484809,40.96305959484809,123,20260213,20260213,39.29,25.88,73.09,47.21
039490,키움증권,KOSPI,서비스 기타,469500,1160.71,0.0,WAIT,WAIT,False,False,True,79.5,79.4,86.5,72.7,72.69999694824219,4,79.5,79.5,79.5,0.0,422500,365000,537000,590700.0,,0.87,1.37,452620,69.23,,,0,28.22,70.8,16.69,42.27,132.43,28.51,32.06,57.69,금융 지원 서비스업,69.1,53.03,0,0,3.76,15.93,5.86,71.35,0.0,0.0,1,12.0,1,0,1.42,0.91,1,1,371500.0,3.73,-0.0992,False,O,▲,462324,▲,O,X,0.0,0.0,0.0,0.0,금융 지원 서비스업,18.355,21.36195652173913,2.0,63.42114652468021,63.42114652468021,124,20260213,20260213,39.29,25.88,71.35,32.06
00680K,미래에셋증권2우B,KOSPI,기타,19760,488.86,0.0,OVERHEAT,OVERHEAT,False,False,False,78.5,83.2,77.2,65.7,65.69999694824219,4,78.5,78.5,78.5,0.0,16180,13910,20750,22825.000000000004,,1.39,1.74,17800,96.03,,,0,24.61,77.7,28.21,51.19,141.86,37.43,65.48,67.12,기타,81.7,56.22,0,0,12.08,21.0,23.5,104.77,0.0,0.0,1,12.0,1,0,1.88,0.98,1,1,14932.0,11.01,-0.035,False,O,▲,18210,▲,O,X,0.0,0.0,0.0,0.0,기타,7.600676691729324,7.282857142857143,10.0,73.05957249285471,73.05957249285471,125,20260213,20260213,39.29,25.88,104.77,65.48
028670,팬오션,KOSPI,기타,5080,144.17,0.0,WAIT,WAIT,False,False,True,78.4,92.8,68.8,44.8,44.79999923706055,4,78.4,78.4,78.4,0.0,5080,4625,5990,6589.000000000001,,0.36,0.77,5038,31.76,,,0,14.88,70.4,6.98,22.26,24.36,8.5,-1.43,-50.38,해상 운송업,70.6,23.69,0,0,-0.78,3.99,8.09,37.86,0.018,0.018,1,9.1,0,0,1.68,0.92,1,1,4371.0,0.82,-0.1232,False,O,▲,5127,▲,X,X,0.0,0.0,0.0,0.0,해상 운송업,7.600676691729324,7.282857142857143,10.0,48.18249242558903,48.18249242558903,126,20260213,20260213,39.29,25.88,37.86,-1.43
120110,코오롱인더,KOSPI,화학·소재,62700,174.25,0.0,WAIT,WAIT,False,False,True,77.9,83.4,55.8,83.5,83.5,4,77.9,77.9,77.9,0.0,56500,49450,70700,77770.0,,0.91,0.68,61845,36.83,,,0,21.54,72.4,16.45,43.64,77.87,29.88,3.37,3.13,화학섬유 제조업,80.9,51.58,0,0,0.0,13.18,14.0,42.66,0.0,0.0,1,12.0,1,0,1.66,0.94,1,1,50210.0,1.38,-0.1426,False,O,▲,63772,▲,X,X,0.0,0.0,0.0,0.0,화학섬유 제조업,6.274,14.620750000000001,6.0,35.83799745686442,35.83799745686442,127,20260213,20260213,39.29,25.88,42.66,3.37
417010,나노팀,KOSDAQ,조선·기계·설비,13150,362.58,0.0,ARMED,ARMED,True,False,False,77.4,81.2,58.0,85.6,85.5999984741211,4,77.4,77.4,77.4,0.0,11230,8100,17490,19239.0,,1.24,0.78,13728,9.79,,,0,44.03,70.1,22.91,96.27,141.73,80.4,165.05,101.36,일반 목적용 기계 제조업,92.9,85.94,0,0,2.57,5.71,19.0,190.93,0.044,0.044,1,12.0,1,0,3.16,0.75,1,1,8654.0,-4.21,-0.4127,False,O,▲,13982,▲,X,X,0.0,0.0,0.0,0.0,일반 목적용 기계 제조업,7.522794117647059,12.439558823529412,8.0,35.780680857436494,35.780680857436494,128,20260213,20260213,39.29,25.88,190.93,165.05
017800,현대엘리베이터,KOSPI,조선·기계·설비,103300,619.8,0.0,WAIT,WAIT,False,False,True,77.4,80.3,81.4,64.7,64.69999694824219,4,77.4,77.4,77.4,0.0,103300,94700,120500,132550.0,,-1.34,1.61,102375,28.35,,,0,4.05,71.3,7.79,16.2,27.37,2.44,-9.52,-47.37,일반 목적용 기계 제조업,65.5,20.28,0,0,4.98,1.08,9.43,29.77,0.031,0.031,1,9.5,1,0,1.17,0.68,1,1,91840.0,0.9,-0.1292,False,O,▲,103569,▲,X,X,0.0,0.0,0.0,0.0,일반 목적용 기계 제조업,7.522794117647059,12.439558823529412,8.0,60.0,60.0,129,20260213,20260213,39.29,25.88,29.77,-9.52
080220,제주반도체,KOSDAQ,반도체,45750,3838.44,0.0,WAIT,WAIT,False,False,True,77.2,81.4,76.3,65.6,65.5999984741211,4,77.2,77.2,77.2,0.0,40250,32900,54900,60390.00000000001,,-0.1,1.71,46575,54.03,,,0,35.85,73.1,19.4,48.3,228.66,32.43,123.57,188.29,반도체 제조업,80.0,70.28,0,0,2.58,8.41,5.66,149.45,0.085,0.085,1,12.0,1,0,1.94,0.77,1,1,33635.0,-1.77,-0.3356,False,O,▲,47935,▲,X,X,0.0,0.0,0.0,0.0,반도체 제조업,3.3071428571428574,16.476190476190474,7.0,60.0,60.0,130,20260213,20260213,39.29,25.88,149.45,123.57
042520,한스바이오메드,KOSDAQ,기타,42800,97.69,0.0,ARMED,ARMED,True,False,False,77.1,82.2,45.3,93.6,93.5999984741211,4,77.1,77.1,77.1,0.0,36900,28200,54400,59840.00000000001,,0.75,0.53,43228,33.12,,,0,78.07,71.1,21.71,82.91,448.02,67.04,7.04,407.65,의료용품 및 기타 의약 관련제품 제조업,84.9,103.69,0,0,-2.95,7.0,8.35,32.92,0.046,0.046,1,12.0,1,0,2.01,0.81,1,1,31520.0,-0.99,-0.6536,False,O,▲,47324,▼,X,X,0.0,0.0,0.0,0.0,의료용품 및 기타 의약 관련제품 제조업,7.600676691729324,7.282857142857143,10.0,27.991702023530216,27.991702023530216,131,20260213,20260213,39.29,25.88,32.92,7.04
218410,RFHIC,KOSDAQ,IT/전기전자,50300,156.69,0.0,WAIT,WAIT,False,False,True,76.5,84.1,50.7,79.7,79.69999694824219,4,76.5,76.5,76.5,0.0,50300,43400,64100,70510.0,,1.2,0.6,49174,49.67,,,0,33.49,70.2,14.29,43.3,101.6,27.43,50.61,61.23,통신 및 방송 장비 제조업,71.7,57.14,0,0,-0.59,9.11,5.12,76.49,0.012,0.012,1,12.0,1,0,1.57,0.92,1,1,39780.0,2.29,-0.1165,False,O,▲,50561,▼,X,X,0.0,0.0,0.0,0.0,통신 및 방송 장비 제조업,9.977,12.653,4.0,31.68062157278859,31.68062157278859,132,20260213,20260213,39.29,25.88,76.49,50.61
098120,마이크로컨텍솔,KOSDAQ,IT/전기전자,25650,621.66,0.0,OVERHEAT,OVERHEAT,False,False,False,76.4,80.2,75.0,66.6,66.5999984741211,4,76.4,76.4,76.4,0.0,21250,17390,29000,31900.000000000004,,1.85,7.45,23848,1.54,,,0,13.46,71.3,26.7,50.79,52.14,34.92,16.38,11.77,전자부품 제조업,70.4,39.0,0,0,26.98,26.04,24.82,42.26,0.158,0.158,1,12.0,1,0,1.69,0.94,1,1,17700.0,7.56,-0.0034,False,O,▲,22177,▲,O,X,0.0,0.0,0.0,0.0,전자부품 제조업,9.977,12.653,4.0,57.91268161653982,57.91268161653982,133,20260213,20260213,39.29,25.88,42.26,16.38
126340,비나텍,KOSDAQ,2차전지,111800,134.84,0.0,WAIT,WAIT,False,False,True,76.2,82.7,56.3,76.6,76.5999984741211,4,76.2,76.2,76.2,0.0,111800,94000,147400,162140.0,,-0.62,0.82,115864,130.69,,,0,10.85,70.5,9.99,29.85,237.92,13.98,101.96,197.55,일차전지 및 이차전지 제조업,81.3,50.44,0,0,-3.12,-1.32,17.44,127.84,0.009,0.009,1,12.0,1,0,1.36,0.71,1,1,87700.0,-3.51,-0.2922,False,O,▲,121132,▲,X,X,0.0,0.0,0.0,0.0,일차전지 및 이차전지 제조업,4.92,8.522,11.0,36.63079212931365,36.63079212931365,134,20260213,20260213,39.29,25.88,127.84,101.96
119830,아이텍,KOSDAQ,서비스 기타,9110,62.61,0.0,WAIT,WAIT,False,False,True,76.0,77.7,74.0,72.8,72.80000305175781,4,76.0,76.0,76.0,0.0,8300,7090,10700,11770.000000000002,,0.14,1.08,8928,43.02,,,0,30.65,72.5,15.31,35.77,51.58,19.9,41.89,11.21,"그외 기타 전문, 과학 및 기술 서비스업",73.4,56.22,0,0,2.82,5.44,8.45,67.77,0.065,0.065,1,12.0,1,0,1.26,0.82,1,1,7426.0,2.04,-0.2442,False,O,▲,9388,▲,X,X,0.0,0.0,0.0,0.0,"그외 기타 전문, 과학 및 기술 서비스업",18.355,21.36195652173913,2.0,57.253837398250525,57.253837398250525,135,20260213,20260213,39.29,25.88,67.77,41.89
073490,이노와이어리스,KOSDAQ,IT/전기전자,35150,68.35,0.0,OVERHEAT,OVERHEAT,False,False,False,75.4,87.4,39.4,75.2,75.19999694824219,4,75.4,75.4,75.4,0.0,31750,27400,40450,44495.0,,0.88,0.87,34191,44.3,,,0,22.06,77.1,16.27,51.18,87.07,35.31,36.48,46.7,통신 및 방송 장비 제조업,72.9,39.96,0,0,1.88,9.84,18.55,62.36,0.0,0.0,1,12.0,1,0,2.31,0.91,1,1,28400.0,2.8,-0.0624,False,O,▲,34510,▲,O,X,0.0,0.0,0.0,0.0,통신 및 방송 장비 제조업,9.977,12.653,4.0,39.04262176624433,39.04262176624433,136,20260213,20260213,39.29,25.88,62.36,36.48
241520,DSC인베스트먼트,KOSDAQ,기타,12150,1159.42,0.0,OVERHEAT,OVERHEAT,False,False,False,74.5,70.9,78.8,81.2,81.19999694824219,4,74.5,74.5,74.5,0.0,9330,7500,12980,14278.000000000002,,-0.49,2.18,11755,59.51,,,0,12.82,80.0,36.78,59.24,97.88,43.37,63.37,57.51,신탁업 및 집합투자업,78.9,70.46,0,0,4.02,43.11,42.61,89.25,0.064,0.064,1,12.0,1,0,1.09,0.82,1,1,9251.0,3.35,0.6399,False,O,▲,11004,▲,O,X,0.0,0.0,0.0,0.0,신탁업 및 집합투자업,7.600676691729324,7.282857142857143,10.0,79.5,79.5,137,20260213,20260213,39.29,25.88,89.25,63.37
010120,LS ELECTRIC,KOSPI,인프라·에너지,661000,985.25,0.0,WAIT,WAIT,False,False,True,73.6,81.8,52.1,70.4,70.4000015258789,4,73.6,73.6,73.6,0.0,661000,578000,826000,908600.0000000001,,0.31,0.58,654894,35.49,,,0,7.31,70.2,14.0,24.02,139.49,10.26,4.72,64.75,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",72.6,41.21,0,0,-1.49,11.09,16.78,44.01,0.006,0.006,1,12.0,1,0,1.41,0.88,1,1,521900.0,0.93,-0.0049,False,O,▲,669627,▲,X,X,0.0,0.0,0.0,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",4.914615384615384,10.29076923076923,9.0,32.735721146245425,32.735721146245425,138,20260213,20260213,39.29,25.88,44.01,4.72
006800,미래에셋증권,KOSPI,서비스 기타,61600,13656.93,0.0,OVERHEAT,OVERHEAT,False,False,False,73.4,82.7,49.4,69.3,69.30000305175781,4,73.4,73.4,73.4,0.0,44850,36700,61100,67210.0,,1.03,2.42,56215,160.94,,,0,35.63,81.9,44.27,97.44,238.46,83.68,141.99,163.72,금융 지원 서비스업,80.3,91.78,0,0,15.36,28.33,44.09,181.28,0.0,0.0,1,12.0,1,0,1.91,0.92,1,1,44110.0,9.58,-0.146,False,O,▲,56733,▲,O,X,0.0,0.0,0.0,0.0,금융 지원 서비스업,18.355,21.36195652173913,2.0,48.08947189899679,48.08947189899679,139,20260213,20260213,39.29,25.88,181.28,141.99
000250,삼천당제약,KOSDAQ,바이오·의약품,535000,936.33,0.0,ARMED,ARMED,True,False,False,73.4,82.6,43.2,75.8,75.80000305175781,4,73.4,73.4,73.4,0.0,465500,373500,650000,715000.0,,1.16,0.38,520652,134.53,,,0,76.76,71.7,20.64,91.76,202.09,75.89,115.11,161.72,의약품 제조업,71.6,84.89,0,0,2.69,7.0,11.34,140.99,0.015,0.015,1,12.0,1,0,2.22,0.84,1,1,389650.0,2.76,-0.4948,False,O,▲,552122,▼,X,X,0.0,0.0,0.0,0.0,의약품 제조업,9.338181818181818,4.097727272727273,12.0,25.0,25.0,140,20260213,20260213,39.29,25.88,140.99,115.11
