종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),상태,ROUTE,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,ML_SCORE,EBS,TOTAL_SCORE,LDY_SCORE,RANK_SCORE,NEWS_SCORE,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,REGIME,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,업종,MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_60d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,개인순매수,메이저순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,TRIGGER_SCORE,RAW_TRIGGER_SCORE,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
009830,한화솔루션,KOSPI,화학·소재,45900,2249.46,0.0,OVERHEAT,OVERHEAT,False,False,False,43.9,42.6,9.0,82.8,82.80000305175781,2,43.9,43.9,43.9,0.0,36150,30150,48150,52965.00000000001,,1.96,0.46,46740,-1.83,,,0,-2.04,78.5,33.33,60.21,49.76,46.45,30.4,-24.98,기초 화학물질 제조업,91.6,98.19,0,0,-3.47,9.29,66.0,69.69,0.199,0.199,0,12.0,0,0,2.03,0.84,1,1,33980.0,-1.8,-0.0592,False,O,▲,48155,▲,X,X,0.0,0.0,0.0,0.0,기초 화학물질 제조업,6.274,14.620750000000001,6.0,27.599930393938358,27.599930393938358,298,20260213,20260213,39.29,25.88,69.69,30.4
004710,한솔테크닉스,KOSPI,IT/전기전자,5880,153.45,0.0,WAIT,WAIT,False,False,True,43.7,50.1,17.8,50.3,50.29999923706055,6,43.7,43.7,43.7,0.0,5880,5320,6990,7689.000000000001,,0.71,7.0,5985,-9.3,,,0,-2.78,51.6,1.32,4.26,6.31,-9.5,-40.96,-68.43,전자부품 제조업,80.2,13.85,0,0,0.51,8.29,-1.67,-1.67,0.822,0.592,0,10.9,1,0,1.83,0.48,1,-1,6244.0,-1.76,0.0568,False,X,▼,5808,▼,O,X,0.0,0.0,0.0,0.0,전자부품 제조업,9.977,12.653,4.0,34.008527834265564,34.008527834265564,299,20260213,20260213,39.29,25.88,-1.67,-40.96
003490,대한항공,KOSPI,기타,24800,687.56,0.0,NEUTRAL,NEUTRAL,False,False,False,43.7,43.7,58.7,28.7,28.700000762939453,6,43.7,43.7,43.7,0.0,24800,23250,27900,30690.000000000004,,0.81,0.93,24788,2.52,,,0,-3.24,60.0,3.32,2.06,-1.39,-11.7,-22.58,-76.13,항공 여객 운송업,54.3,10.57,0,0,0.0,5.53,6.44,16.71,0.116,0.116,1,6.5,0,0,1.48,0.74,1,1,22335.0,0.05,0.1085,False,O,▲,24538,▲,O,X,0.0,0.0,0.0,0.0,항공 여객 운송업,7.600676691729324,7.282857142857143,10.0,41.74618068480364,41.74618068480364,300,20260213,20260213,39.29,25.88,16.71,-22.58
089030,테크윙,KOSDAQ,조선·기계·설비,42100,357.97,0.0,WAIT,WAIT,False,False,True,43.5,45.4,3.9,77.2,77.19999694824219,4,43.5,43.5,43.5,0.0,42100,40700,44900,49390.00000000001,,-1.82,0.61,44277,-13.44,,,0,14.94,55.9,-4.34,-14.86,50.63,-30.73,-46.3,10.26,특수 목적용 기계 제조업,68.7,34.08,0,0,-4.1,-4.21,-15.8,-20.42,0.771,0.251,0,12.0,1,0,0.7,0.39,0,1,38650.0,-4.92,-0.2567,True,X,▼,45160,▼,X,X,0.0,0.0,0.0,0.0,특수 목적용 기계 제조업,7.522794117647059,12.439558823529412,8.0,17.01239170163977,17.01239170163977,301,20260213,20260213,39.29,25.88,-20.42,-46.3
112040,위메이드,KOSDAQ,IT/전기전자,27600,53.11,0.0,WAIT,WAIT,False,False,True,43.5,43.7,1.0,85.6,85.5999984741211,4,43.5,43.5,43.5,0.0,27600,27000,28750,31625.000000000004,,-0.97,0.71,28782,-1.74,,,0,9.31,41.3,-5.07,4.55,-7.23,-11.32,-20.54,-47.6,소프트웨어 개발 및 공급업,50.3,31.18,0,0,-3.66,-2.13,-15.47,5.34,0.563,0.563,0,12.0,0,0,1.4,0.24,0,-1,32310.0,-4.11,-0.164,False,O,▲,29015,▼,X,X,0.0,0.0,0.0,0.0,소프트웨어 개발 및 공급업,9.977,12.653,4.0,18.87915592204931,18.87915592204931,302,20260213,20260213,39.29,25.88,5.34,-20.54
389500,에스비비테크,KOSDAQ,조선·기계·설비,57500,69.02,0.0,WAIT,WAIT,False,False,True,43.3,44.1,13.0,71.1,71.0999984741211,4,43.3,43.3,43.3,0.0,57500,55400,61600,67760.0,,-2.35,0.17,60571,49.35,,,0,2.91,30.0,-16.78,4.93,188.37,-10.94,123.04,148.0,일반 목적용 기계 제조업,40.9,41.37,0,0,-1.71,-5.89,-23.54,148.92,0.213,0.046,1,12.0,0,0,2.69,0.08,0,1,47800.0,-5.07,-0.2352,True,O,▲,58636,▼,X,X,0.0,0.0,0.0,0.0,일반 목적용 기계 제조업,7.522794117647059,12.439558823529412,8.0,5.0,5.0,303,20260213,20260213,39.29,25.88,148.92,123.04
445680,큐리옥스바이오시스템즈,KOSDAQ,기타,112500,58.31,0.0,WAIT,WAIT,False,False,True,43.3,42.1,17.2,72.9,72.9000015258789,4,43.3,43.3,43.3,0.0,112500,108500,120400,132440.0,,-1.49,0.58,116553,55.75,,,0,5.52,38.0,-6.04,5.14,187.72,-10.73,28.87,147.35,의료용 기기 제조업,53.1,16.64,0,0,-2.68,-1.57,-4.58,54.75,0.086,0.086,1,12.0,0,0,1.15,0.27,0,1,107230.0,-3.48,-0.2126,True,O,▲,116919,▼,X,X,0.0,0.0,0.0,0.0,의료용 기기 제조업,7.600676691729324,7.282857142857143,10.0,6.862152583274584,6.862152583274584,304,20260213,20260213,39.29,25.88,54.75,28.87
259960,크래프톤,KOSPI,인터넷/플랫폼·게임,257000,342.22,0.0,NEUTRAL,NEUTRAL,False,False,False,42.6,32.2,63.5,52.8,52.79999923706055,4,42.6,42.6,42.6,0.0,257000,233500,304000,334400.0,,0.48,0.84,250335,4.86,,,0,-1.1,51.2,3.75,9.83,-21.65,-3.93,-38.11,-96.39,소프트웨어 개발 및 공급업,44.5,16.99,0,0,-0.39,7.98,1.18,1.18,0.568,0.222,1,9.3,1,0,1.02,0.6,1,1,235250.0,2.66,0.2502,False,X,▼,246972,▲,O,X,0.0,0.0,0.0,0.0,소프트웨어 개발 및 공급업,3.9625000000000004,-3.265,15.0,52.64922781380697,52.64922781380697,305,20260213,20260213,39.29,25.88,1.18,-38.11
454910,두산로보틱스,KOSPI,조선·기계·설비,100100,267.34,0.0,WAIT,WAIT,False,False,True,42.3,38.9,10.6,84.4,84.4000015258789,4,42.3,42.3,42.3,0.0,100100,96000,108300,119130.00000000001,,-1.6,0.2,102988,20.94,,,0,4.7,25.9,-9.98,10.73,66.0,-3.03,-0.26,-8.74,특수 목적용 기계 제조업,32.8,25.64,0,0,-2.34,-1.57,-12.27,39.03,0.251,0.123,1,10.9,0,0,1.61,0.18,0,1,95510.0,-2.8,-0.0644,True,O,▲,100955,▼,X,X,0.0,0.0,0.0,0.0,특수 목적용 기계 제조업,7.522794117647059,12.439558823529412,8.0,5.0,5.0,306,20260213,20260213,39.29,25.88,39.03,-0.26
016740,두올,KOSPI,자동차·모빌리티,4225,62.3,0.0,WAIT,WAIT,False,False,True,42.2,43.7,24.1,55.9,55.900001525878906,4,42.2,42.2,42.2,0.0,4225,4065,4545,4999.5,,-2.1,3.64,4726,12.03,,,0,6.68,44.1,-6.36,6.83,21.58,-6.93,-19.6,-53.16,자동차 신품 부품 제조업,59.0,32.76,0,0,-18.28,-12.8,-3.76,19.69,0.246,0.228,1,12.0,0,0,1.14,0.24,0,1,4141.5,-10.6,-0.3046,True,O,▲,5037,▼,X,X,0.0,0.0,0.0,0.0,자동차 신품 부품 제조업,6.823809523809524,-13.614285714285714,16.0,17.210114956727903,17.210114956727903,307,20260213,20260213,39.29,25.88,19.69,-19.6
000990,DB하이텍,KOSPI,반도체,93000,239.53,0.0,WAIT,WAIT,False,False,True,42.2,41.4,17.0,69.8,69.80000305175781,6,42.2,42.2,42.2,0.0,93000,90400,98100,107910.00000000001,,-2.73,0.46,97125,38.7,,,0,12.97,52.0,-4.82,9.15,109.22,-4.61,-1.51,34.48,반도체 제조업,45.3,32.06,0,0,-1.9,-9.71,-12.1,37.78,0.093,0.056,1,12.0,0,0,1.22,0.36,0,1,87350.0,-4.25,-0.5215,True,O,▲,99881,▼,X,X,0.0,0.0,0.0,0.0,반도체 제조업,3.3071428571428574,16.476190476190474,7.0,6.958364676460678,6.958364676460678,308,20260213,20260213,39.29,25.88,37.78,-1.51
195870,해성디에스,KOSPI,IT/전기전자,58200,127.78,0.0,WAIT,WAIT,False,False,True,42.2,40.8,29.9,58.9,58.900001525878906,4,42.2,42.2,42.2,0.0,58200,56800,61000,67100.0,,-1.43,0.65,61762,10.59,,,0,16.35,47.9,-2.65,6.99,147.13,-6.77,-30.3,72.39,전자부품 제조업,45.8,28.95,0,0,-4.43,-5.98,-9.77,8.99,0.115,0.115,1,12.0,1,0,1.03,0.47,0,1,50155.0,-5.77,-0.3773,True,O,▲,62750,▼,X,X,0.0,0.0,0.0,0.0,전자부품 제조업,9.977,12.653,4.0,15.753563756606663,15.753563756606663,309,20260213,20260213,39.29,25.88,8.99,-30.3
004020,현대제철,KOSPI,철강·금속,33500,193.76,0.0,NEUTRAL,NEUTRAL,False,False,False,42.2,34.3,52.0,56.3,56.29999923706055,8,42.2,42.2,42.2,0.0,33500,30350,39750,43725.0,,0.58,0.52,33291,5.37,,,0,-3.6,48.8,4.16,8.59,3.08,-5.17,-28.36,-71.66,1차 철강 제조업,45.1,17.62,0,0,-0.89,8.41,7.2,10.93,0.328,0.266,1,8.1,0,1,1.17,0.6,1,1,29655.0,0.63,0.2878,False,O,▼,32257,▲,O,X,0.0,0.0,0.0,0.0,1차 철강 제조업,4.686923076923077,0.04230769230769212,14.0,42.30067720592937,42.30067720592937,310,20260213,20260213,39.29,25.88,10.93,-28.36
065500,오리엔트정공,KOSDAQ,자동차·모빌리티,2535,303.76,0.0,NEUTRAL,NEUTRAL,False,False,False,41.9,39.2,20.0,71.7,71.69999694824219,6,41.9,41.9,41.9,0.0,2535,2240,3120,3432.0000000000005,,1.54,6.41,2723,-16.6,,,2,-6.2,53.2,5.03,4.11,-12.89,-11.76,-19.59,-53.26,자동차 신품 부품 제조업,59.7,25.84,0,0,-15.36,11.43,6.96,6.29,0.851,0.457,0,12.0,0,0,1.34,0.42,1,1,2203.5,-6.93,0.55,False,O,▼,2427,▲,O,X,0.0,0.0,0.0,0.0,자동차 신품 부품 제조업,6.823809523809524,-13.614285714285714,16.0,31.5,31.5,311,20260213,20260213,39.29,25.88,6.29,-19.59
001430,세아베스틸지주,KOSPI,철강·금속,74100,273.2,0.0,WAIT,WAIT,False,False,True,41.4,34.4,35.4,68.6,68.5999984741211,4,41.4,41.4,41.4,0.0,74100,67600,87100,95810.00000000001,,-2.2,0.82,77304,50.7,,,0,2.83,54.8,-2.27,9.13,162.3,-4.63,137.72,87.56,1차 철강 제조업,45.2,31.17,0,0,0.27,-11.58,1.79,177.01,0.133,0.133,1,12.0,0,0,0.94,0.28,0,1,69640.0,-4.15,-0.6246,False,O,▲,81794,▼,X,X,0.0,0.0,0.0,0.0,1차 철강 제조업,4.686923076923077,0.04230769230769212,14.0,24.903551690697697,24.903551690697697,312,20260213,20260213,39.29,25.88,177.01,137.72
096630,에스코넥,KOSDAQ,IT/전기전자,870,267.43,0.0,OVERHEAT,OVERHEAT,False,False,False,41.1,22.5,67.8,70.0,70.0,4,41.1,41.1,41.1,0.0,755,658,948,1042.8000000000002,,-1.51,13.19,924,22.46,,,0,-3.33,69.6,21.04,22.71,22.19,6.84,11.13,-18.18,통신 및 방송 장비 제조업,91.3,34.21,0,0,-3.97,33.03,23.93,37.01,0.088,0.088,1,12.0,0,0,0.62,0.5,1,1,783.2,-5.85,0.7736,False,O,▲,730,▲,O,X,0.0,0.0,0.0,0.0,통신 및 방송 장비 제조업,9.977,12.653,4.0,52.5,52.5,313,20260213,20260213,39.29,25.88,37.01,11.13
015760,한국전력,KOSPI,기타,59800,1209.9,0.0,WAIT,WAIT,False,False,True,41.0,45.0,16.4,53.8,53.79999923706055,6,41.0,41.0,41.0,0.0,59800,54900,69500,76450.0,,-2.23,0.42,61094,23.28,,,0,3.89,48.4,-2.19,9.32,60.11,-4.44,-18.48,-14.63,전기업,45.8,18.31,0,0,-0.5,-1.48,2.57,20.81,0.101,0.101,1,8.8,0,0,1.48,0.37,0,1,57090.0,-2.12,-0.1271,False,O,▲,60930,▼,X,X,0.0,0.0,0.0,0.0,전기업,7.600676691729324,7.282857142857143,10.0,6.678016181346449,6.678016181346449,314,20260213,20260213,39.29,25.88,20.81,-18.48
051900,LG생활건강,KOSPI,화학·소재,276500,198.59,0.0,WAIT,WAIT,False,False,True,40.9,40.4,49.6,33.8,33.79999923706055,6,40.9,40.9,40.9,0.0,276500,262000,305000,335500.0,,0.82,0.86,273139,-5.75,,,0,-2.69,53.0,2.82,4.54,-8.29,-9.22,-40.89,-83.03,기타 화학제품 제조업,51.3,9.28,0,1,0.18,5.74,5.33,-1.6,0.52,0.324,0,6.0,0,1,1.09,0.92,1,1,251300.0,1.23,0.127,False,O,▼,269500,▲,O,X,0.0,0.0,0.0,0.0,기타 화학제품 제조업,6.274,14.620750000000001,6.0,58.138712237852516,58.138712237852516,315,20260213,20260213,39.29,25.88,-1.6,-40.89
084670,동양고속,KOSPI,기타,55100,67.7,0.0,WAIT,WAIT,False,False,True,40.7,43.4,10.6,62.9,62.900001525878906,6,40.7,40.7,40.7,0.0,55100,48700,67900,74690.0,,-1.34,0.23,57613,296.92,,,0,1.84,56.3,-0.92,-4.67,545.2,-18.43,629.19,470.46,육상 여객 운송업,75.4,36.37,0,0,-0.36,-6.45,11.54,668.48,0.495,0.125,1,12.0,0,0,2.76,0.26,0,1,44430.0,-4.36,-0.3505,False,O,▲,59953,▼,X,X,0.0,0.0,0.0,0.0,육상 여객 운송업,7.600676691729324,7.282857142857143,10.0,5.0,5.0,316,20260213,20260213,39.29,25.88,668.48,629.19
058400,KNN,KOSDAQ,미디어·콘텐츠,798,136.98,0.0,EXIT_WARNING,EXIT_WARNING,False,False,False,40.4,45.2,3.5,63.0,63.0,6,40.4,40.4,40.4,0.0,798,763,867,953.7,📦박스돌파,2.12,15.88,799,-0.97,,,3,-1.01,86.4,13.09,13.35,8.13,-2.52,-12.2,-32.24,텔레비전 방송업,97.2,12.8,0,0,10.83,14.33,13.68,13.68,0.425,0.425,0,6.0,1,1,5.21,0.55,1,1,727.5,-0.21,0.1925,False,O,▲,716,▲,O,X,0.0,0.0,0.0,0.0,텔레비전 방송업,14.731666666666667,-5.628333333333333,13.0,33.89610561129305,33.89610561129305,317,20260213,20260213,39.29,25.88,13.68,-12.2
278280,천보,KOSDAQ,화학·소재,51100,55.36,0.0,WAIT,WAIT,False,False,True,40.4,44.4,0.0,69.0,69.0,4,40.4,40.4,40.4,0.0,51100,48700,55900,61490.00000000001,,-0.74,0.69,53268,-11.93,,,0,6.65,40.5,-5.97,7.13,11.09,-8.74,-36.23,-29.28,기초 화학물질 제조업,56.5,27.16,0,0,-4.49,-0.97,-13.1,-10.35,0.806,0.332,0,12.0,0,0,1.27,0.24,0,1,50900.0,-4.07,-0.1618,True,X,▲,52845,▼,X,X,0.0,0.0,0.0,0.0,기초 화학물질 제조업,6.274,14.620750000000001,6.0,13.28306161766725,13.28306161766725,318,20260213,20260213,39.29,25.88,-10.35,-36.23
033340,좋은사람들,KOSDAQ,유통·소비재,2105,682.43,0.0,WAIT,WAIT,False,False,True,39.8,42.3,14.1,57.8,57.79999923706055,6,39.8,39.8,39.8,0.0,1845,1613,2310,2541.0,,1.71,4.24,1985,-12.29,,,0,-8.3,68.3,19.8,24.85,-16.47,8.98,23.94,-56.84,봉제의복 제조업,95.1,29.28,0,0,9.07,9.86,25.82,49.82,0.368,0.227,0,12.0,1,0,3.79,0.81,1,1,1602.0,6.03,0.2139,False,O,▼,1916,▲,O,X,0.0,0.0,0.0,0.0,봉제의복 제조업,6.287826086956522,39.44130434782608,1.0,23.751856464662325,23.751856464662325,319,20260213,20260213,39.29,25.88,49.82,23.94
003230,삼양식품,KOSPI,유통·소비재,1190000,496.25,0.0,NEUTRAL,NEUTRAL,False,False,False,39.7,35.8,39.1,51.8,51.79999923706055,6,39.7,39.7,39.7,0.0,1190000,1088000,1394000,1533400.0000000002,,2.02,0.59,1164979,-1.48,,,0,-13.76,46.2,1.87,-0.42,-14.14,-14.18,-52.56,-88.88,기타 식품 제조업,45.9,19.52,0,0,-2.38,12.26,0.85,-13.27,0.849,0.34,0,8.5,0,0,1.17,0.68,1,1,1049100.0,2.15,0.4378,False,X,▼,1116432,▲,O,X,0.0,0.0,0.0,0.0,기타 식품 제조업,6.287826086956522,39.44130434782608,1.0,48.67722050595789,48.67722050595789,320,20260213,20260213,39.29,25.88,-13.27,-52.56
377300,카카오페이,KOSPI,서비스 기타,62500,345.72,0.0,WAIT,WAIT,False,False,True,39.4,41.2,1.3,72.2,72.19999694824219,4,39.4,39.4,39.4,0.0,62500,58000,71500,78650.0,⚡눌림회복,-1.37,0.23,62991,-1.08,,,0,25.42,31.6,-0.04,28.6,-7.41,14.84,-15.28,-82.15,금융 지원 서비스업,34.3,41.32,0,0,-1.88,-3.7,-1.42,24.01,0.328,0.328,0,12.0,0,0,1.39,0.48,0,1,58120.0,-0.78,-0.3103,False,O,▲,64263,▼,X,X,0.0,0.0,0.0,0.0,금융 지원 서비스업,18.355,21.36195652173913,2.0,11.0,11.0,321,20260213,20260213,39.29,25.88,24.01,-15.28
086280,현대글로비스,KOSPI,서비스 기타,255000,632.95,0.0,NEUTRAL,NEUTRAL,False,False,False,38.7,34.9,33.5,55.2,55.20000076293945,4,38.7,38.7,38.7,0.0,255000,226000,313000,344300.0,,0.23,0.45,251619,-2.01,,,0,-1.94,57.4,1.72,-0.78,46.05,-14.54,18.8,-28.69,기타 운송관련 서비스업,59.0,15.18,0,0,-2.3,6.92,5.37,58.09,0.203,0.203,0,9.4,0,0,1.03,0.41,1,1,225200.0,1.34,0.274,False,O,▲,248271,▲,O,X,0.0,0.0,0.0,0.0,기타 운송관련 서비스업,18.355,21.36195652173913,2.0,36.25056730709528,36.25056730709528,322,20260213,20260213,39.29,25.88,58.09,18.8
005850,에스엘,KOSPI,자동차·모빌리티,52500,86.58,0.0,WAIT,WAIT,False,False,True,38.6,41.3,16.0,53.1,53.099998474121094,6,38.6,38.6,38.6,0.0,52500,48950,59600,65560.0,,-1.35,0.38,54014,43.36,,,0,3.63,44.2,-5.17,5.0,57.42,-8.76,13.1,-17.32,자동차 신품 부품 제조업,50.5,24.65,0,0,-3.67,1.94,-5.06,52.39,0.148,0.148,1,10.4,0,0,1.26,0.19,0,1,47380.0,-2.8,0.0424,True,O,▲,53175,▼,X,X,0.0,0.0,0.0,0.0,자동차 신품 부품 제조업,6.823809523809524,-13.614285714285714,16.0,8.0,8.0,323,20260213,20260213,39.29,25.88,52.39,13.1
015710,코콤,KOSDAQ,IT/전기전자,3895,331.1,0.0,EXIT_WARNING,EXIT_WARNING,False,False,False,38.5,44.4,0.0,59.2,59.20000076293945,6,38.5,38.5,38.5,0.0,3895,3645,4395,4834.5,📦박스돌파,1.78,18.5,3946,-1.65,,,4,-0.15,77.0,12.4,15.07,-2.5,-0.8,-15.07,-42.87,통신 및 방송 장비 제조업,98.6,12.34,0,0,11.44,14.39,13.06,10.81,0.773,0.773,0,7.5,1,1,13.56,0.45,1,1,3460.5,-1.3,0.1852,False,O,▼,3503,▲,O,X,0.0,0.0,0.0,0.0,통신 및 방송 장비 제조업,9.977,12.653,4.0,28.0,28.0,324,20260213,20260213,39.29,25.88,10.81,-15.07
000100,유한양행,KOSPI,바이오·의약품,108800,247.76,0.0,WAIT,WAIT,False,False,True,38.4,46.8,31.0,20.4,20.399999618530273,6,38.4,38.4,38.4,0.0,108800,102600,121100,133210.0,⚡눌림회복,1.19,0.55,108255,-7.7,,,1,0.49,49.5,1.17,0.83,-4.39,-12.93,-48.55,-79.13,의약품 제조업,61.8,7.35,0,1,-0.55,3.82,0.74,-9.26,0.883,0.278,0,6.0,1,0,1.0,0.72,1,-1,112240.0,0.5,0.0771,False,X,▼,108006,▲,O,X,0.0,0.0,0.0,0.0,의약품 제조업,9.338181818181818,4.097727272727273,12.0,45.89752796913136,45.89752796913136,325,20260213,20260213,39.29,25.88,-9.26,-48.55
002630,오리엔트바이오,KOSPI,바이오·의약품,611,318.43,0.0,NEUTRAL,NEUTRAL,False,False,False,38.1,30.8,28.8,69.5,69.5,4,38.1,38.1,38.1,0.0,611,536,761,837.1,,-0.7,11.87,664,-6.03,,,0,-2.29,56.8,8.99,9.69,-4.08,-4.07,-38.13,-78.82,의약품 제조업,94.6,27.84,0,0,-13.33,13.57,9.89,1.16,0.418,0.418,0,12.0,1,0,0.74,0.32,1,1,547.5,-7.99,0.5545,False,O,▲,574,▲,O,X,0.0,0.0,0.0,0.0,의약품 제조업,9.338181818181818,4.097727272727273,12.0,38.5,38.5,326,20260213,20260213,39.29,25.88,1.16,-38.13
226950,올릭스,KOSDAQ,기타,127300,229.3,0.0,WAIT,WAIT,False,False,True,37.7,39.8,23.0,45.9,45.900001525878906,4,37.7,37.7,37.7,0.0,127300,115600,150700,165770.0,,0.22,0.39,129886,30.88,,,0,5.55,34.8,-5.22,-7.55,123.73,-23.42,-34.1,83.36,자연과학 및 공학 연구개발업,48.7,28.87,0,0,-1.39,4.0,-7.69,-8.22,0.291,0.269,1,12.0,0,0,0.99,0.36,0,1,115260.0,-1.99,0.0282,False,O,▲,127519,▼,X,X,0.0,0.0,0.0,0.0,자연과학 및 공학 연구개발업,7.600676691729324,7.282857142857143,10.0,16.19488228575711,16.19488228575711,327,20260213,20260213,39.29,25.88,-8.22,-34.1
064400,LG씨엔에스,KOSPI,IT/전기전자,71100,499.21,0.0,ARMED,ARMED,True,False,False,37.7,29.2,51.0,49.9,49.900001525878906,8,37.7,37.7,37.7,0.0,71100,64800,83600,91960.00000000001,,0.4,0.31,70833,2.43,,,4,-1.63,48.7,1.05,4.56,0.14,-9.2,-11.18,-74.6,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",37.6,9.89,1,1,-2.2,5.33,2.01,28.11,0.177,0.177,1,8.8,0,0,1.16,0.46,1,1,63150.0,0.38,0.1237,False,O,▲,70295,▲,O,X,0.0,0.0,0.0,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",9.977,12.653,4.0,28.0,28.0,328,20260213,20260213,39.29,25.88,28.11,-11.18
087010,펩트론,KOSDAQ,기타,244000,344.36,0.0,WAIT,WAIT,False,False,True,37.4,40.7,0.0,64.9,64.9000015258789,4,37.4,37.4,37.4,0.0,244000,235000,262000,288200.0,,-0.8,0.46,254129,-15.02,,,0,15.38,40.5,-9.11,4.72,-18.94,-11.15,-47.67,-59.31,기초 의약물질 제조업,45.4,44.54,0,0,-1.81,-1.41,-20.13,-21.79,0.886,0.301,0,12.0,1,0,1.27,0.27,0,-1,303750.0,-3.99,-0.3399,True,X,▼,253123,▼,X,X,0.0,0.0,0.0,0.0,기초 의약물질 제조업,7.600676691729324,7.282857142857143,10.0,5.0,5.0,329,20260213,20260213,39.29,25.88,-21.79,-47.67
004060,SG세계물산,KOSPI,기타,456,235.56,0.0,WAIT,WAIT,False,False,True,36.2,23.2,29.1,82.3,82.30000305175781,2,36.2,36.2,36.2,0.0,391,309,555,610.5,,0.05,1.66,466,-2.04,,,0,-0.64,69.1,22.33,44.3,42.95,30.54,11.21,-31.79,상품 종합 도매업,89.1,71.71,0,0,4.35,-7.13,43.85,50.5,0.488,0.488,0,12.0,1,0,0.51,0.55,1,1,393.8,-2.27,-0.3864,False,O,▲,477,▲,X,X,0.0,0.0,0.0,0.0,상품 종합 도매업,7.600676691729324,7.282857142857143,10.0,39.705335298547155,39.705335298547155,330,20260213,20260213,39.29,25.88,50.5,11.21
065170,비엘팜텍,KOSDAQ,유통·소비재,5430,1268.41,0.0,WAIT,WAIT,False,False,True,35.7,17.0,36.4,91.2,91.19999694824219,2,35.7,35.7,35.7,0.0,3380,991,8160,8976.0,,0.16,3.53,5724,-2.63,,,0,0.0,67.9,68.74,852.63,635.77,836.76,771.64,595.4,음·식료품 및 담배 도매업,48.5,266.65,0,0,29.9,8.6,96.38,797.52,0.441,0.441,0,12.0,1,0,0.47,0.67,1,1,2750.1000000000004,-5.14,-1.731,False,O,▲,6507,▼,X,X,0.0,0.0,0.0,0.0,음·식료품 및 담배 도매업,6.287826086956522,39.44130434782608,1.0,46.0,46.0,331,20260213,20260213,39.29,25.88,797.52,771.64
012340,뉴인텍,KOSDAQ,자동차·모빌리티,675,308.0,0.0,OVERHEAT,OVERHEAT,False,False,False,35.7,15.6,52.0,79.6,79.5999984741211,6,35.7,35.7,35.7,0.0,536,432,745,819.5000000000001,,1.07,13.58,718,37.94,,,2,-1.53,66.6,32.16,41.81,33.14,25.94,26.83,-7.23,자동차 신품 부품 제조업,24.2,75.18,0,0,-19.35,47.06,41.81,52.71,0.0,0.0,1,12.0,1,0,1.52,0.44,1,1,631.0,-6.1,1.3307,False,O,▲,594,▲,O,X,0.0,0.0,0.0,0.0,자동차 신품 부품 제조업,6.823809523809524,-13.614285714285714,16.0,32.364390638560046,32.364390638560046,332,20260213,20260213,39.29,25.88,52.71,26.83
019570,플루토스,KOSDAQ,기타,461,135.89,0.0,OVERHEAT,OVERHEAT,False,False,False,35.4,19.6,33.7,84.3,84.30000305175781,4,35.4,35.4,35.4,0.0,358,244,585,643.5,,-0.66,3.15,592,50.9,,,0,-2.76,62.2,35.21,70.74,54.7,54.87,41.76,14.33,신탁업 및 집합투자업,85.0,167.98,0,0,-26.71,38.86,79.38,67.64,0.203,0.0,1,12.0,0,0,0.71,0.31,1,-1,852.4,-22.18,1.3366,False,O,▲,542,▲,X,X,0.0,0.0,0.0,0.0,신탁업 및 집합투자업,7.600676691729324,7.282857142857143,10.0,27.77168248580429,27.77168248580429,333,20260213,20260213,39.29,25.88,67.64,41.76
066970,엘앤에프,KOSPI,2차전지,113100,918.42,0.0,WAIT,WAIT,False,False,True,34.8,34.8,0.0,69.6,69.5999984741211,4,34.8,34.8,34.8,0.0,113100,107000,125300,137830.0,,-1.11,0.46,117958,-10.36,,,0,2.92,38.8,-6.34,4.05,30.0,-9.71,-49.1,-44.74,일차전지 및 이차전지 제조업,40.3,21.35,0,0,-4.72,-0.62,-10.45,-9.81,0.572,0.397,0,12.0,0,0,1.12,0.2,0,1,107120.0,-4.12,-0.0742,True,O,▲,115594,▼,X,X,0.0,0.0,0.0,0.0,일차전지 및 이차전지 제조업,4.92,8.522,11.0,9.096620650327825,9.096620650327825,334,20260213,20260213,39.29,25.88,-9.81,-49.1
