종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,NEWS_SCORE,NEWS_REASON,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,주봉20선_상회,주봉추세,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,ML_SCORE,TOTAL_SCORE,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
388050,지투파워,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,7980,209.16,1493.0,7980,7180,9420,10860,67.5,55.0,74.5,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,0.13,-12.11,-0.21,-16.29,-31.4,1,0.72,1.0,0.36,1.0,0.1,0.15,0.27,46.7,80.2,-1.06,8308,-3.96,,-2.8065,-0.0842,9.87,-0.13,8355,-1,10.69,0,1,1,0,False,-4.09,-2.8,-6.99,X,▼,2,,"주봉역배열주의, OBV매집, RSI적정, 거래량↑, 자금유입",2.5,250,199.5,7896,▼,O,O,-4.116,-0.7470000000000001,14.0,1.8,0.0,-1,🌪️ 에너지 응축 시작 (1일차). 📉 매도세 우위. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간.,84.7,72.7,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),5,74,20251230,20251230,22.82,9.3,-6.99,-16.29
042700,한미반도체,KOSPI,특수 목적용 기계 제조업,특수 목적용 기계 제조업,반도체,127400,2046.55,121427.7,125600,116800,143200,160800,67.5,79.0,70.5,0.0,,🔺 Watch (상승 준비),① 강한 상승 추세,4.68,35.1,-2.81,16.41,-2.88,0,0.59,0.72,1.0,0.73,0.46,1.0,0.63,58.0,71.2,4.48,129791,-1.84,,1410.4709,0.1353,1.33,-0.69,114760,1,15.65,0,0,0,1,False,0.31,7.51,39.23,O,▲,9,★,"주봉20선↑, 주봉추세우상향, RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig",2.0,19,238.6,127537,▲,X,X,9.038,12.3175,5.0,1.490566037735849,1.4331210191082804,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ,66.2,67.1,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),1,75,20251230,20251230,22.82,9.3,39.23,16.41
005490,POSCO홀딩스,KOSPI,1차 철강 제조업,1차 철강 제조업,철강·금속,305000,804.98,246845.5,305000,296000,323000,341000,67.5,68.7,67.1,0.0,,↩️ PULL (눌림),④ 바닥 반등 시도,-1.29,-3.63,-8.78,-13.3,-41.61,24,0.8,0.34,0.16,1.0,0.15,0.97,0.75,43.8,50.6,-1.71,309790,-1.55,,-472.2888,0.0817,1.0,-0.02,296450,1,6.89,1,1,1,0,True,0.0,-4.09,9.52,O,▼,4,,"주봉20선↑, MACD상승, 정배열(단), 장기추세(120↑)",1.8,8,244.0,306693,▲,X,X,1.5954545454545455,20.508181818181818,1.0,2.0,0.0,1,🌪️ 24일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,75.1,69.8,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),4,76,20251230,20251230,22.82,9.3,9.52,-13.3
084370,유진테크,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,75000,151.71,17187.0,75000,69700,85500,96000,67.4,74.6,81.9,0.0,,🔁 MR (반전),③ 박스 / 중립,-6.6,74.22,-6.94,-1.23,54.93,0,0.79,0.81,1.0,1.0,0.4,0.07,0.75,47.7,54.3,-0.98,75674,-0.89,,443.0264,0.0662,0.83,-1.66,82220,-1,12.82,0,0,0,0,False,-2.09,3.02,8.07,O,▲,8,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",2.0,33,247.5,74365,▲,O,X,4.989310344827586,13.487586206896552,6.0,1.9811320754716981,0.0,-1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,92.2,74.8,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),3,77,20251230,20251230,22.82,9.3,8.07,-1.23
160190,하이젠알앤엠,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,59500,158.15,18378.4,59500,55300,68400,77300,67.0,71.5,82.9,0.0,,🔁 MR (반전),⑤ 하락 / 약세,7.99,69.76,7.65,28.27,50.47,0,0.84,0.87,1.0,1.0,0.36,0.08,0.7,44.1,60.0,-2.15,60302,-1.33,,-446.8329,0.0383,0.76,-0.48,52395,1,18.55,0,0,0,0,False,-5.56,-10.39,37.57,O,▲,5,★,"주봉20선↑, 주봉추세우상향, MACD상승, 정배열(단), 장기추세(120↑)",2.0,42,249.9,58733,▼,O,X,-4.116,-0.7470000000000001,14.0,2.119047619047619,0.0,1,📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ,91.5,74.4,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),5,78,20251230,20251230,22.82,9.3,37.57,28.27
003160,디아이,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기타,21350,66.1,6042.1,21350,19850,24350,27350,66.8,71.7,73.4,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,0.23,40.46,-7.26,15.82,2.48,0,0.8,0.82,1.0,1.0,0.46,0.0,0.74,45.6,42.1,0.44,21542,-0.89,,123.5246,0.1477,0.73,-0.76,22803,-1,17.57,0,0,0,1,False,-0.7,4.66,38.64,O,▲,10,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, OBV매집, RSI적정, MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",2.0,117,249.8,20959,▲,O,O,3.304639175257732,17.68154639175258,3.0,2.0,0.0,-1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,74.5,69.1,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),5,79,20251230,20251230,22.82,9.3,38.64,15.82
003490,대한항공,KOSPI,항공 여객 운송업,항공 여객 운송업,기타,22550,270.18,83033.8,22550,21500,23800,25000,66.7,55.0,63.9,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,2.73,-4.25,-4.76,-25.62,-42.23,1,0.47,0.32,0.54,1.0,0.1,0.24,0.77,50.0,51.9,0.46,22883,-1.46,,38.8868,-0.0294,0.91,-1.39,21540,1,5.37,1,1,1,1,True,-1.74,0.67,-2.8,X,▼,3,,"주봉역배열주의, OBV매집, RSI적정, 20선근접, 정배열(단), MACD>Sig",1.8,110,248.1,22818,▲,X,O,3.304639175257732,17.68154639175258,3.0,1.1904761904761905,0.0,1,🌪️ 에너지 응축 시작 (1일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,64.7,66.1,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),5,80,20251230,20251230,22.82,9.3,-2.8,-25.62
064350,현대로템,KOSPI,철도장비 제조업,철도장비 제조업,기타,187900,832.29,205078.4,187900,174700,204500,220500,66.5,77.0,69.8,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,10.27,4.04,2.78,-35.63,-33.94,0,0.5,0.51,1.0,1.0,0.23,1.0,0.79,46.7,46.6,2.98,185867,1.09,,1710.1437,0.0155,0.75,1.01,170330,1,13.35,0,0,0,1,False,2.68,3.58,-12.81,X,▲,4,,"주봉추세우상향, 주봉역배열주의, HMA추세↑, RSI적정, MACD상승, 20선근접, MACD>Sig, VWAP상회",2.0,13,244.3,183758,▲,O,X,3.304639175257732,17.68154639175258,3.0,1.2575757575757576,0.0,1,📈 상승 모멘텀 개선. ,42.8,59.4,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),4,81,20251230,20251230,22.82,9.3,-12.81,-35.63
003230,삼양식품,KOSPI,기타 식품 제조업,기타 식품 제조업,유통·소비재,1231000,475.23,92731.4,1231000,1155000,1323000,1414000,66.5,61.5,69.2,0.0,,🔁 MR (반전),④ 바닥 반등 시도,-8.54,-2.99,-16.03,-40.7,-40.97,2,0.48,0.43,0.93,1.0,0.1,0.52,0.67,37.9,32.2,-3.52,1250404,-1.55,,-961.2118,0.0003,0.79,-1.05,1348600,-1,9.43,1,1,1,0,True,-4.13,0.08,-17.88,X,▼,-2,,"주봉역배열주의, MACD상승",1.8,2,246.2,1250504,▼,X,X,-0.42250000000000015,18.715833333333332,4.0,1.2105263157894737,0.0,-1,🌪️ 에너지 응축 시작 (2일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,85.8,72.3,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),4,82,20251230,20251230,22.82,9.3,-17.88,-40.7
036810,에프에스티,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,30650,241.01,6729.6,30500,28850,34500,38450,66.4,67.2,74.9,0.0,,🔺 Watch (상승 준비),③ 박스 / 중립,6.03,51.88,5.69,-2.35,32.59,0,0.85,0.73,0.76,0.91,0.3,0.2,0.41,59.0,65.2,3.53,33695,-9.04,,694.6132,-0.1043,2.78,-0.6,28873,1,41.25,0,0,0,1,False,-9.36,14.47,6.95,O,▲,8,★,"주봉20선↑, 주봉추세우상향, RSI적정, 20선근접, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig",2.5,81,247.1,34481,▲,X,X,2.1177083333333333,14.414375,7.0,2.138888888888889,0.49180327868852464,1,📉 매도세 우위. 💸 자금 유입 지속. ,76.6,69.5,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),3,83,20251230,20251230,22.82,9.3,6.95,-2.35
005385,현대차우,KOSPI,기타,기타,자동차·모빌리티,206000,144.76,48082.4,206000,195700,226500,247000,66.4,68.6,74.2,0.0,,🔺 Watch (상승 준비),③ 박스 / 중립,9.34,30.46,1.85,2.87,-7.52,0,0.79,0.58,0.64,1.0,0.33,0.06,0.71,47.6,46.3,1.17,203719,1.12,,-312.45,0.0233,0.65,-0.16,194200,1,8.98,1,0,0,1,True,1.23,-0.24,25.69,O,▲,9,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), VWAP상회",1.8,12,247.2,202766,▲,O,X,6.543846153846155,15.636923076923077,2.0,1.9902912621359223,0.0,1,🔇 변동성 축소 (BW 9.0%). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,46.6,60.5,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),3,84,20251230,20251230,22.82,9.3,25.69,2.87
457190,이수스페셜티케미컬,KOSPI,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,59200,167.12,17883.3,59200,55000,66400,73600,66.2,62.8,77.1,0.0,,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,12.55,37.04,5.06,3.81,-0.94,0,0.68,0.71,1.0,1.0,0.32,0.1,0.73,29.1,42.9,1.59,57248,3.41,,-285.1957,0.1502,0.52,0.48,65620,-1,33.28,0,0,0,1,False,2.96,-5.73,26.63,O,▲,7,★,"주봉20선↑, 주봉추세우상향, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), VWAP상회",2.0,42,248.6,55836,▼,O,X,2.6682142857142854,4.413928571428571,11.0,1.7142857142857142,0.0,-1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,42.7,59.2,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),3,85,20251230,20251230,22.82,9.3,26.63,3.81
086520,에코프로,KOSDAQ,기타 금융업,기타 금융업,금융,90800,2633.97,123284.7,90800,84400,104100,117300,65.8,72.2,80.3,0.0,,↩️ PULL (눌림),② 상승 후 조정,-2.37,93.81,-2.71,78.3,74.52,0,0.83,0.85,1.0,1.0,0.26,1.0,0.45,9.6,22.9,-10.96,96137,-5.55,,-2181.663,-0.0756,0.63,-1.51,110295,-1,35.23,0,0,0,0,True,-7.35,-17.6,87.6,O,▲,4,,"주봉20선↑, 주봉추세우상향, 정배열(단), 장기추세(120↑)",2.0,27,245.2,93920,▼,X,X,-1.6684375,0.1418750000000001,13.0,2.078125,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,86.7,72.1,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),2,86,20251230,20251230,22.82,9.3,87.6,78.3
145020,휴젤,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,230500,60.8,28360.8,230500,214000,252000,273000,65.7,54.9,62.2,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-2.33,-36.33,-2.67,-31.69,-55.62,5,0.52,0.54,1.0,1.0,0.12,0.0,0.7,52.2,47.4,0.75,229484,0.44,,718.6611,-0.1537,0.49,-0.89,246650,-1,10.44,0,1,1,1,True,-1.91,4.54,-22.39,X,▼,1,,"주봉역배열주의, RSI적정, 20선근접, MACD>Sig, VWAP상회",1.8,10,230.5,232439,▼,X,X,3.304639175257732,17.68154639175258,3.0,1.303030303030303,0.0,-1,🌪️ 5일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,76.2,68.8,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),5,87,20251230,20251230,22.82,9.3,-22.39,-31.69
035720,카카오,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스 기타,60100,889.78,265896.7,60100,55800,65200,70200,65.6,70.1,72.0,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,1.01,2.91,-6.48,-23.15,-35.07,0,0.47,0.49,1.0,1.0,0.38,1.0,0.87,47.4,54.1,1.05,59600,0.84,,236.994,0.1211,0.8,1.13,61560,-1,9.3,1,0,0,1,False,2.39,0.84,-0.33,X,▼,5,★,"주봉역배열주의, HMA추세↑, OBV매집, RSI적정, MACD상승, 20선근접, MACD>Sig, VWAP상회",1.8,41,246.4,58780,▲,O,O,1.6145,-1.488,12.0,1.186046511627907,0.0,-1,🔇 변동성 축소 (BW 9.3%). 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,32.8,55.8,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),4,88,20251230,20251230,22.82,9.3,-0.33,-23.15
014280,금강공업,KOSPI,1차 철강 제조업,1차 철강 제조업,철강·금속,6060,62.65,1777.4,6060,5890,7130,8190,65.6,61.6,67.5,0.0,,↩️ PULL (눌림),③ 박스 / 중립,-5.16,28.66,-12.65,1.49,-9.32,8,1.0,1.0,0.14,1.0,0.1,0.0,0.49,42.1,60.2,-9.82,6900,-12.18,,-107.3044,-0.3372,0.67,-0.75,5897,1,19.85,0,1,1,0,True,-13.68,-15.01,24.31,O,▲,7,★,"주봉20선↑, 주봉추세우상향, OBV매집, 정배열(단), 장기추세(120↑), 자금유입",1.8,412,249.7,6793,▼,X,O,1.5954545454545455,20.508181818181818,1.0,6.294117647058823,0.0,1,🌪️ 8일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. 📉 과매도 기술적 반등 기대.,90.5,73.1,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),3,89,20251230,20251230,22.82,9.3,24.31,1.49
004020,현대제철,KOSPI,1차 철강 제조업,1차 철강 제조업,철강·금속,31050,75.16,41434.9,31050,29150,33300,35550,65.6,57.0,61.0,0.0,,🔺 Watch (상승 준비),④ 바닥 반등 시도,3.33,-10.65,-4.16,-33.72,-48.63,5,0.47,0.42,0.92,1.0,0.21,0.0,0.84,50.0,54.5,0.17,31346,-0.95,,81.1975,0.0211,0.62,0.99,32355,-1,6.18,1,1,1,1,True,1.31,-2.66,-10.9,X,▼,1,,"주봉역배열주의, RSI적정, MACD상승, 20선근접, MACD>Sig",1.8,80,248.4,31053,▲,X,X,1.5954545454545455,20.508181818181818,1.0,1.1842105263157894,0.0,-1,🌪️ 5일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,49.8,60.9,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),4,90,20251230,20251230,22.82,9.3,-10.9,-33.72
009520,포스코엠텍,KOSDAQ,1차 철강 제조업,1차 철강 제조업,철강·금속,15790,53.11,6575.4,15790,15000,17370,18950,65.5,62.6,66.8,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-1.5,31.26,-1.84,8.01,11.97,3,0.8,0.58,0.64,1.0,0.25,0.0,0.7,44.2,62.0,-1.77,16289,-3.06,,-20.5529,0.0334,0.66,-0.39,15001,1,9.53,1,1,1,0,False,-1.99,-5.28,17.31,O,▲,8,★,"주봉20선↑, 주봉추세우상향, OBV매집, MACD상승, 정배열(단), 장기추세(120↑), 자금유입",1.8,158,249.5,15941,▲,X,O,1.5954545454545455,20.508181818181818,1.0,2.0,0.0,1,🌪️ 에너지 응축 시작 (3일차). 📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,87.6,72.1,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),5,91,20251230,20251230,22.82,9.3,17.31,8.01
066970,엘앤에프,KOSPI,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2차전지,95200,1228.69,38279.3,95200,88500,108900,122500,65.4,73.4,79.0,0.0,,🔁 MR (반전),⑤ 하락 / 약세,-25.68,78.28,-33.17,7.77,40.3,0,0.82,0.84,1.0,1.0,0.21,1.0,0.28,8.9,10.5,-19.06,99849,-4.66,,-2688.7809,0.0945,2.31,-0.15,117200,-1,39.22,0,0,0,0,True,-11.11,-25.27,30.59,X,▲,2,,"주봉추세우상향, 주봉역배열주의, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑)",2.0,26,247.5,99695,▼,X,X,-6.15375,-11.510000000000002,16.0,2.044776119402985,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,85.7,71.5,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),5,92,20251230,20251230,22.82,9.3,30.59,7.77
025980,아난티,KOSDAQ,일반 및 생활 숙박시설 운영업,일반 및 생활 숙박시설 운영업,기타,7800,52.73,7386.6,7800,7250,8460,9120,65.3,56.1,60.8,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,3.04,-15.68,2.7,-25.43,-34.97,6,0.48,0.49,1.0,1.0,0.11,0.0,0.72,54.4,45.7,2.03,7622,2.33,,28.2103,-0.0344,0.77,0.08,7190,1,5.99,1,1,1,1,False,-0.26,1.56,-16.13,X,▼,2,,"주봉역배열주의, HMA추세↑, RSI적정, 20선근접, MACD>Sig, VWAP상회",1.8,320,249.6,7610,▲,O,X,3.304639175257732,17.68154639175258,3.0,1.2,0.0,1,🌪️ 6일 연속 응축 중! 폭발 임박. 📉 매도세 우위. ,35.1,56.2,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),5,93,20251230,20251230,22.82,9.3,-16.13,-25.43
290650,엘앤씨바이오,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,61100,206.21,15042.1,61100,56800,71300,81400,65.2,70.7,80.0,0.0,,↩️ PULL (눌림),③ 박스 / 중립,-0.65,105.38,-0.99,0.79,86.09,0,0.95,0.97,1.0,1.0,0.07,0.15,0.51,39.8,43.6,-7.37,63345,-3.54,,-1267.7306,-0.3177,0.4,-2.1,56850,1,18.87,0,0,0,0,True,-8.81,-10.67,10.09,O,▲,4,,"주봉20선↑, 주봉추세우상향, 정배열(단), 장기추세(120↑)",2.0,40,244.4,64073,▼,X,X,2.5142105263157895,10.315263157894737,9.0,2.372093023255814,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,87.7,72.0,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),3,94,20251230,20251230,22.82,9.3,10.09,0.79
014680,한솔케미칼,KOSPI,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,227500,119.9,25787.6,227500,211500,259500,291500,65.2,70.8,79.9,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-8.27,38.05,-15.76,-12.92,0.07,0,0.8,0.82,1.0,1.0,0.28,0.03,0.86,34.6,37.8,-0.5,223129,1.96,,-722.9676,0.1229,1.31,1.13,209250,1,14.21,0,0,0,0,False,1.56,1.79,9.9,O,▲,9,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), VWAP상회",2.0,10,227.5,219467,▲,O,X,2.6682142857142854,4.413928571428571,11.0,2.0,0.0,1,🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,67.8,66.0,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),4,95,20251230,20251230,22.82,9.3,9.9,-12.92
087010,펩트론,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,254000,584.03,59226.1,254000,236000,286000,318000,65.2,74.7,77.8,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-20.0,34.32,-20.34,-21.56,15.03,0,0.71,0.73,1.0,1.0,0.31,0.67,0.71,43.5,40.6,-2.31,239929,5.86,,-653.9704,0.4637,0.8,-0.33,267350,-1,30.63,0,0,0,0,False,6.72,-5.75,-12.26,X,▼,0,,"주봉역배열주의, HMA추세↑, MACD상승, VWAP상회",2.0,9,228.6,229947,▲,O,X,3.304639175257732,17.68154639175258,3.0,1.7777777777777777,0.0,-1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ,87.7,72.0,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),4,96,20251230,20251230,22.82,9.3,-12.26,-21.56
094170,동운아나텍,KOSDAQ,반도체 제조업,반도체 제조업,반도체,28700,65.97,6001.2,28700,26650,32900,37050,65.2,76.2,76.9,0.0,,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,-7.12,56.66,-7.46,52.66,37.37,0,0.82,0.85,1.0,1.0,0.6,0.0,0.8,54.4,59.4,-1.29,28205,1.75,,-384.3675,0.1977,0.6,0.88,25745,1,21.51,0,0,0,0,False,4.74,-2.55,61.96,O,▲,8,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 정배열(단), 장기추세(120↑), VWAP상회",2.0,87,249.7,27822,▲,O,X,9.038,12.3175,5.0,2.048780487804878,0.0,1,🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,63.9,64.8,56.1,42.2,68.6,🌤 중립,1.철강·금속(+12.9%) / 2.자동차·모빌리티(+12.0%) / 3.기타(+11.9%) / 4.유통·소비재(+11.1%) / 5.반도체(+11.0%),1,97,20251230,20251230,22.82,9.3,61.96,52.66
