종목코드,종목명,시장,종가
095570,AJ네트웍스,KOSPI,4675
006840,AK홀딩스,KOSPI,8850
027410,BGF,KOSPI,3995
282330,BGF리테일,KOSPI,107700
138930,BNK금융지주,KOSPI,16000
001460,BYC,KOSPI,42150
001465,BYC우,KOSPI,24800
001040,CJ,KOSPI,167000
079160,CJ CGV,KOSPI,5990
00104K,CJ4우(전환),KOSPI,150800
000120,CJ대한통운,KOSPI,94400
011150,CJ씨푸드,KOSPI,2845
011155,CJ씨푸드1우,KOSPI,16310
001045,CJ우,KOSPI,87100
097950,CJ제일제당,KOSPI,210500
097955,CJ제일제당 우,KOSPI,137700
000480,CR홀딩스,KOSPI,5070
000590,CS홀딩스,KOSPI,79400
012030,DB,KOSPI,1478
005830,DB손해보험,KOSPI,128600
016610,DB증권,KOSPI,10800
000990,DB하이텍,KOSPI,67300
000300,DH오토넥스,KOSPI,1984
001530,DI동일,KOSPI,20800
015590,DKME,KOSPI,515
000210,DL,KOSPI,37650
000215,DL우,KOSPI,24000
375500,DL이앤씨,KOSPI,40800
37550L,DL이앤씨2우(전환),KOSPI,30300
37550K,DL이앤씨우,KOSPI,22000
007340,DN오토모티브,KOSPI,24500
004840,DRB동일,KOSPI,4865
155660,DSR,KOSPI,3820
069730,DSR제강,KOSPI,3940
017860,DS단석,KOSPI,18600
092780,DYP,KOSPI,3355
017940,E1,KOSPI,83100
365550,ESR켄달스퀘어리츠,KOSPI,4210
383220,F&F,KOSPI,72900
007700,F&F홀딩스,KOSPI,19760
114090,GKL,KOSPI,14590
078930,GS,KOSPI,53500
006360,GS건설,KOSPI,19250
001250,GS글로벌,KOSPI,2330
007070,GS리테일,KOSPI,20750
078935,GS우,KOSPI,47550
499790,GS피앤엘,KOSPI,42200
012630,HDC,KOSPI,18100
039570,HDC랩스,KOSPI,8510
089470,HDC현대EP,KOSPI,4290
294870,HDC현대산업개발,KOSPI,20700
009540,HD한국조선해양,KOSPI,403000
267250,HD현대,KOSPI,188500
267270,HD현대건설기계,KOSPI,93200
443060,HD현대마린솔루션,KOSPI,191900
071970,HD현대마린엔진,KOSPI,93800
322000,HD현대에너지솔루션,KOSPI,56700
042670,HD현대인프라코어,KOSPI,13800
267260,HD현대일렉트릭,KOSPI,764000
329180,HD현대중공업,KOSPI,512000
097230,HJ중공업,KOSPI,21700
014790,HL D&I,KOSPI,2595
003580,HLB글로벌,KOSPI,2105
204320,HL만도,KOSPI,53900
060980,HL홀딩스,KOSPI,44400
011200,HMM,KOSPI,20300
035000,HS애드,KOSPI,8630
002460,HS화성,KOSPI,12650
487570,HS효성,KOSPI,60300
298050,HS효성첨단소재,KOSPI,189100
003560,IHQ,KOSPI,10760
015360,INVENI,KOSPI,67200
175330,JB금융지주,KOSPI,26050
234080,JW생명과학,KOSPI,13410
001060,JW중외제약,KOSPI,26700
001067,JW중외제약2우B,KOSPI,60800
001065,JW중외제약우,KOSPI,29750
096760,JW홀딩스,KOSPI,3675
008970,KBI동양철관,KOSPI,1680
105560,KB금융,KOSPI,124600
415640,KB발해인프라,KOSPI,10030
432320,KB스타리츠,KOSPI,3260
002380,KCC,KOSPI,410500
344820,KCC글라스,KOSPI,26650
009070,KCTC,KOSPI,6120
009440,KC그린홀딩스,KOSPI,756
119650,KC코트렐,KOSPI,918
092220,KEC,KOSPI,683
003620,KG모빌리티,KOSPI,3535
016380,KG스틸,KOSPI,5440
001390,KG케미칼,KOSPI,5620
033180,KH 필룩스,KOSPI,5310
001940,KISCO홀딩스,KOSPI,26600
025000,KPX케미칼,KOSPI,47500
092230,KPX홀딩스,KOSPI,74500
000040,KR모터스,KOSPI,474
044450,KSS해운,KOSPI,9450
030200,KT,KOSPI,53400
033780,KT&G,KOSPI,144800
058850,KTcs,KOSPI,3000
058860,KTis,KOSPI,2830
093050,LF,KOSPI,18560
003550,LG,KOSPI,81500
034220,LG디스플레이,KOSPI,11770
051900,LG생활건강,KOSPI,260000
051905,LG생활건강우,KOSPI,113800
064400,LG씨엔에스,KOSPI,62100
373220,LG에너지솔루션,KOSPI,383500
003555,LG우,KOSPI,67100
032640,LG유플러스,KOSPI,15060
011070,LG이노텍,KOSPI,272500
066570,LG전자,KOSPI,91600
066575,LG전자우,KOSPI,48800
037560,LG헬로비전,KOSPI,2360
051910,LG화학,KOSPI,336000
051915,LG화학우,KOSPI,168300
079550,LIG넥스원,KOSPI,398000
006260,LS,KOSPI,189200
010120,LS ELECTRIC,KOSPI,455000
000680,LS네트웍스,KOSPI,3160
229640,LS에코에너지,KOSPI,34400
108320,LX세미콘,KOSPI,50400
001120,LX인터내셔널,KOSPI,31850
108670,LX하우시스,KOSPI,29000
108675,LX하우시스우,KOSPI,17300
383800,LX홀딩스,KOSPI,8110
38380K,LX홀딩스1우,KOSPI,9000
023150,MH에탄올,KOSPI,5040
035420,NAVER,KOSPI,231500
181710,NHN,KOSPI,28450
400760,NH올원리츠,KOSPI,3490
005940,NH투자증권,KOSPI,21100
005945,NH투자증권우,KOSPI,19670
338100,NH프라임리츠,KOSPI,4445
034310,NICE,KOSPI,13550
030190,NICE평가정보,KOSPI,17120
008260,NI스틸,KOSPI,3570
004250,NPC,KOSPI,3865
004255,NPC우,KOSPI,2555
456040,OCI,KOSPI,60400
010060,OCI홀딩스,KOSPI,116000
178920,PI첨단소재,KOSPI,15950
001340,PKC,KOSPI,5690
005490,POSCO홀딩스,KOSPI,308000
010950,S-Oil,KOSPI,82000
010955,S-Oil우,KOSPI,47800
034120,SBS,KOSPI,18690
003080,SB성보,KOSPI,2890
005090,SGC에너지,KOSPI,23450
001380,SG글로벌,KOSPI,1817
004060,SG세계물산,KOSPI,331
001770,SHD,KOSPI,18200
002360,SH에너지화학,KOSPI,379
009160,SIMPAC,KOSPI,5530
033530,SJG세종,KOSPI,11380
123700,SJM,KOSPI,3940
025530,SJM홀딩스,KOSPI,3960
034730,SK,KOSPI,245000
011790,SKC,KOSPI,105600
018670,SK가스,KOSPI,229000
001740,SK네트웍스,KOSPI,4530
006120,SK디스커버리,KOSPI,56400
006125,SK디스커버리우,KOSPI,38750
210980,SK디앤디,KOSPI,12740
395400,SK리츠,KOSPI,5760
302440,SK바이오사이언스,KOSPI,49100
326030,SK바이오팜,KOSPI,125100
402340,SK스퀘어,KOSPI,334500
361610,SK아이이테크놀로지,KOSPI,26450
100090,SK오션플랜트,KOSPI,19380
03473K,SK우,KOSPI,187400
096770,SK이노베이션,KOSPI,103300
096775,SK이노베이션우,KOSPI,72100
475150,SK이터닉스,KOSPI,21300
001510,SK증권,KOSPI,644
001515,SK증권우,KOSPI,2300
285130,SK케미칼,KOSPI,66600
28513K,SK케미칼우,KOSPI,29150
017670,SK텔레콤,KOSPI,53100
000660,SK하이닉스,KOSPI,599000
003570,SNT다이내믹스,KOSPI,46500
064960,SNT모티브,KOSPI,34450
100840,SNT에너지,KOSPI,36950
036530,SNT홀딩스,KOSPI,57800
005610,SPC삼립,KOSPI,53400
011810,STX,KOSPI,3530
465770,STX그린로지스,KOSPI,5800
077970,STX엔진,KOSPI,34350
002820,SUN&L,KOSPI,2680
084870,TBH글로벌,KOSPI,1238
002710,TCC스틸,KOSPI,14670
069260,TKG휴켐스,KOSPI,19170
007980,TP,KOSPI,1900
002900,TYM,KOSPI,6160
024070,WISCOM,KOSPI,1923
037270,YG PLUS,KOSPI,6780
139130,iM금융지주,KOSPI,15520
000500,가온전선,KOSPI,77900
000860,강남제비스코,KOSPI,12650
035250,강원랜드,KOSPI,18540
011420,갤럭시아에스엠,KOSPI,1875
002100,경농,KOSPI,9440
009450,경동나비엔,KOSPI,55400
267290,경동도시가스,KOSPI,21500
012320,경동인베스트,KOSPI,53200
000050,경방,KOSPI,9480
214390,경보제약,KOSPI,5800
012610,경인양행,KOSPI,4690
009140,경인전자,KOSPI,21050
013580,계룡건설,KOSPI,20400
012200,계양전기,KOSPI,5100
012205,계양전기우,KOSPI,9600
002140,고려산업,KOSPI,2520
010130,고려아연,KOSPI,1288000
002240,고려제강,KOSPI,20900
009290,광동제약,KOSPI,6040
017040,광명전기,KOSPI,1229
017900,광전자,KOSPI,1807
037710,광주신세계,KOSPI,32200
030610,교보증권,KOSPI,9780
339770,교촌에프앤비,KOSPI,4415
007690,국도화학,KOSPI,33350
001140,국보,KOSPI,2110
002720,국제약품,KOSPI,4300
083420,그린케미칼,KOSPI,6610
014530,극동유화,KOSPI,3490
014280,금강공업,KOSPI,7180
014285,금강공업우,KOSPI,13650
008870,금비,KOSPI,51600
001570,금양,KOSPI,9900
002990,금호건설,KOSPI,4045
002995,금호건설우,KOSPI,22300
011780,금호석유화학,KOSPI,122600
011785,금호석유화학우,KOSPI,63500
214330,금호에이치티,KOSPI,535
001210,금호전기,KOSPI,543
073240,금호타이어,KOSPI,5900
092440,기신정기,KOSPI,2310
000270,기아,KOSPI,119800
024110,기업은행,KOSPI,21200
013700,까뮤이앤씨,KOSPI,1195
004540,깨끗한나라,KOSPI,1912
004545,깨끗한나라우,KOSPI,11980
001260,남광토건,KOSPI,7960
008350,남선알미늄,KOSPI,1310
008355,남선알미우,KOSPI,16250
004270,남성,KOSPI,905
003920,남양유업,KOSPI,51100
003925,남양유업우,KOSPI,34050
025860,남해화학,KOSPI,6790
005720,넥센,KOSPI,6020
005725,넥센우,KOSPI,4430
002350,넥센타이어,KOSPI,7580
002355,넥센타이어1우B,KOSPI,3760
092790,넥스틸,KOSPI,9340
251270,넷마블,KOSPI,48350
090350,노루페인트,KOSPI,8790
090355,노루페인트우,KOSPI,13250
000320,노루홀딩스,KOSPI,21900
000325,노루홀딩스우,KOSPI,31300
006280,녹십자,KOSPI,153300
005250,녹십자홀딩스,KOSPI,16320
005257,녹십자홀딩스2우,KOSPI,25800
004370,농심,KOSPI,433000
072710,농심홀딩스,KOSPI,92000
058730,다스코,KOSPI,3320
030210,다올투자증권,KOSPI,3600
023590,다우기술,KOSPI,37200
145210,다이나믹디자인,KOSPI,728
483650,달바글로벌,KOSPI,140500
019680,대교,KOSPI,1910
019685,대교우B,KOSPI,1261
006370,대구백화점,KOSPI,5590
008060,대덕,KOSPI,10340
00806K,대덕1우,KOSPI,9140
353200,대덕전자,KOSPI,46400
35320K,대덕전자1우,KOSPI,14510
000490,대동,KOSPI,9450
008110,대동전자,KOSPI,15040
005750,대림바스,KOSPI,4830
006570,대림통상,KOSPI,2245
001680,대상,KOSPI,21400
001685,대상우,KOSPI,17040
084690,대상홀딩스,KOSPI,9620
084695,대상홀딩스우,KOSPI,13830
128820,대성산업,KOSPI,7960
117580,대성에너지,KOSPI,8170
016710,대성홀딩스,KOSPI,8860
0030R0,대신밸류리츠,KOSPI,4470
003540,대신증권,KOSPI,27550
003547,대신증권2우B,KOSPI,20500
003545,대신증권우,KOSPI,21300
009190,대양금속,KOSPI,1287
014160,대영포장,KOSPI,1062
047040,대우건설,KOSPI,3700
003090,대웅,KOSPI,22500
069620,대웅제약,KOSPI,174200
000430,대원강업,KOSPI,3760
006340,대원전선,KOSPI,3640
006345,대원전선우,KOSPI,3640
003220,대원제약,KOSPI,12190
024890,대원화성,KOSPI,716
002880,대유에이텍,KOSPI,1098
012800,대창,KOSPI,1265
015230,대창단조,KOSPI,6340
001070,대한방직,KOSPI,6430
006650,대한유화,KOSPI,148500
001440,대한전선,KOSPI,21900
084010,대한제강,KOSPI,19800
001790,대한제당,KOSPI,2970
001795,대한제당우,KOSPI,2730
001130,대한제분,KOSPI,150900
439260,대한조선,KOSPI,68700
003490,대한항공,KOSPI,22850
003495,대한항공우,KOSPI,24800
005880,대한해운,KOSPI,1760
003830,대한화섬,KOSPI,118200
016090,대현,KOSPI,1755
069460,대호에이엘,KOSPI,1462
475560,더본코리아,KOSPI,24300
192080,더블유게임즈,KOSPI,54400
012510,더존비즈온,KOSPI,83900
004830,덕성,KOSPI,4850
004835,덕성우,KOSPI,7430
145720,덴티움,KOSPI,43700
002150,도화엔지니어링,KOSPI,6490
460850,동국씨엠,KOSPI,5440
460860,동국제강,KOSPI,8600
001230,동국홀딩스,KOSPI,7610
023450,동남합성,KOSPI,34050
004140,동방,KOSPI,2525
007590,동방아그로,KOSPI,6170
005960,동부건설,KOSPI,5750
005965,동부건설우,KOSPI,24250
026960,동서,KOSPI,28900
002210,동성제약,KOSPI,973
102260,동성케미컬,KOSPI,4425
000640,동아쏘시오홀딩스,KOSPI,110200
170900,동아에스티,KOSPI,53700
028100,동아지질,KOSPI,17130
001520,동양,KOSPI,850
001527,동양2우B,KOSPI,8790
084670,동양고속,KOSPI,74400
082640,동양생명,KOSPI,6570
001525,동양우,KOSPI,5620
018500,동원금속,KOSPI,1371
006040,동원산업,KOSPI,42300
030720,동원수산,KOSPI,6070
014820,동원시스템즈,KOSPI,25650
014825,동원시스템즈우,KOSPI,17900
111380,동인기연,KOSPI,14000
163560,동일고무벨트,KOSPI,6930
004890,동일산업,KOSPI,39700
002690,동일제강,KOSPI,1653
000020,동화약품,KOSPI,6380
000150,두산,KOSPI,787000
000157,두산2우B,KOSPI,442500
454910,두산로보틱스,KOSPI,77300
241560,두산밥캣,KOSPI,56500
034020,두산에너빌리티,KOSPI,73600
000155,두산우,KOSPI,481000
336260,두산퓨얼셀,KOSPI,28400
33626K,두산퓨얼셀1우,KOSPI,6790
33626L,두산퓨얼셀2우B,KOSPI,10000
016740,두올,KOSPI,3830
192650,드림텍,KOSPI,7100
024090,디씨엠,KOSPI,12950
003160,디아이,KOSPI,21300
092200,디아이씨,KOSPI,13000
377190,디앤디플랫폼리츠,KOSPI,3360
013570,디와이,KOSPI,4685
024900,디와이덕양,KOSPI,2100
