LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,켈리_금액(원),추천수량,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,CONFIG_SNAPSHOT,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR
1,011930,신성이엔지,KOSPI,반도체,3925,2861.4,8079.5,783.0,250.0,ATTACK,ATTACK,1,True,True,False,94.5,94.5,92.5,100.0,87.4,0.0,60.3,93.3,12.6,84.2,0.14,23.0,밸런스우수 + 3축고점,0,3190.0,2710.0,4095.0,4580.0,,0.9,1.22,2885,8.99,특이사항 없음,0,11.04,74.0,29.23,TIMING 강점,STRUCT 보조,RSI 과열,기술적 돌파 조건 충족,CAUTION,54.8,반도체 제조업,286140183824.0,91.2,55.24,0,0,3.7,9.79,47.0,75.22,148.89,113.9,67.24,124.71,70.37,0.0,0.0,1,12.0,0,0,1.92,0.9,4790.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.05,5.0,1.9,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,2608.4,36.01,0.0769,False,O,▲,3578,▲,O,X,0,0,0,0.53,250,0,1,1,1,0.0,반도체 제조업,23.3155,30.583000000000006,1.0,87.4,OK,90.0,90.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260413,20260413,,94.5,94.5,94.5,24.18,24.18,FRESH,0.745,,False,MATURE,82805.0,2500000.0,783.0,,,,,True,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-04-13T21:14:20.400340""}",2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
2,474610,RF시스템즈,KOSDAQ,기타,14400,615.25,2060.3,218.0,250.0,ATTACK,ATTACK,1,True,True,False,91.8,91.8,93.4,94.3,83.4,0.0,59.7,90.4,10.9,86.4,0.15,25.9,밸런스우수 + 3축고점,0,11440.0,9720.0,15090.0,16960.0,,1.66,2.65,9580,27.5,특이사항 없음,1,14.32,69.5,32.14,TIMING 강점,STRUCT 보조,5일 급등,기술적 돌파 조건 충족,CAUTION,54.8,기타 금속 가공제품 제조업,61525215975.0,84.8,46.43,0,0,23.29,17.46,30.91,31.99,142.83,195.99,24.01,118.65,152.46,0.0,0.0,1,12.0,0,0,2.36,0.89,17760.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.03,6.0,2.1,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,1,1,8736.0,50.31,0.0558,False,O,▲,12076,▲,O,X,0,0,0,3.85,250,0,1,1,1,0.0,기타 금속 가공제품 제조업,8.97080808080808,3.1850505050505054,8.0,83.4,OK,70.5,70.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260413,20260413,,91.8,91.8,91.8,24.18,24.18,FRESH,0.718,,False,MATURE,82805.0,2500000.0,218.0,,,,,True,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-04-13T21:14:20.400340""}",2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
3,451760,컨텍,KOSDAQ,IT/전기전자,21750,221.62,3433.2,109.0,212.5,ATTACK,ATTACK,1,True,True,False,91.4,91.4,96.0,100.0,64.9,0.0,51.9,87.0,35.1,56.1,0.1,12.1,3축고점,0,19410.0,16490.0,22300.0,26350.0,,2.07,1.98,19360,5.18,특이사항 없음,4,6.25,60.1,17.65,TIMING 강점,STRUCT 보조,5일 급등,기술적 돌파 조건 충족,CAUTION,54.8,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",22161868810.0,71.0,29.69,0,0,7.14,22.19,16.62,22.67,63.53,149.43,14.69,39.35,105.9,0.036,0.036,1,12.0,0,0,2.4,0.91,30150.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,15.04,6.0,1.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,15202.0,12.34,0.4319,False,O,▲,18888,▲,O,X,0,0,0,-1.53,250,0,1,1,1,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",20.45207317073171,29.049999999999997,3.0,64.9,OK,76.5,76.5,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260413,20260413,,91.4,91.4,91.4,24.18,24.18,FRESH,0.714,,False,MATURE,82805.0,2125155.0,109.0,,,,,True,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-04-13T21:14:20.400340""}",2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
4,066310,큐에스아이,KOSDAQ,반도체,13500,268.38,1251.7,161.0,192.3,ATTACK,ATTACK,1,True,True,False,85.2,85.2,93.7,96.8,45.1,0.0,45.3,78.5,51.7,35.4,0.22,13.3,,0,11920.0,10130.0,14250.0,16340.0,,2.01,1.84,11032,62.12,특이사항 없음,0,7.23,51.6,18.93,TIMING 강점,STRUCT 보조,5일 급등,기술적 돌파 조건 충족,CAUTION,54.8,반도체 제조업,26837968405.0,74.8,40.99,0,0,10.47,20.21,21.4,38.04,74.87,66.46,30.06,50.69,22.93,0.0,0.0,1,12.0,0,0,2.91,0.84,18490.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,v1_sl_first_gap_at_open,15.02,6.0,1.3,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,split,50.0,1,1,10290.0,22.36,0.3468,False,O,▲,11745,▲,O,X,0,0,0,-3.03,250,0,1,1,1,0.0,반도체 제조업,23.3155,30.583000000000006,1.0,45.1,OK,65.5,65.5,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260413,20260413,,85.2,85.2,85.2,24.18,24.18,FRESH,0.652,,False,MATURE,82805.0,1923261.0,161.0,,,,,True,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-04-13T21:14:20.400340""}",2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
5,050890,쏠리드,KOSDAQ,IT/전기전자,17350,4048.65,10541.3,125.0,189.5,ATTACK,ATTACK,1,True,True,False,83.0,83.0,76.3,100.0,62.2,0.0,49.4,79.5,37.8,52.8,0.25,14.8,,0,15110.0,12830.0,18470.0,18910.0,,1.89,1.54,13472,5.19,특이사항 없음,0,1.8,62.5,20.6,TIMING 강점,STRUCT 보조,,기술적 돌파 조건 충족,CAUTION,54.8,통신 및 방송 장비 제조업,404865310530.0,80.9,41.39,0,0,1.58,10.93,29.09,40.6,138.0,143.34,32.62,113.82,99.81,0.041,0.041,1,12.0,0,0,2.74,0.82,21800.0,SWING_20D,80,ATR_2x,70,ATR_3.5x,45,v1_sl_first_gap_at_open,15.09,5.0,1.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,11804.0,28.78,0.0983,False,O,▲,15886,▲,O,X,0,0,0,-2.17,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,20.45207317073171,29.049999999999997,3.0,62.2,OK,67.7925493619886,67.7925493619886,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260413,20260413,,83.0,83.0,83.0,24.18,24.18,FRESH,0.63,,False,MATURE,82805.0,1894642.0,125.0,,,,,True,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-04-13T21:14:20.400340""}",2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
