시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSDAQ,삼천당제약,000250,의약품 제조업,744000,7061.56,174523.6,706155706500.0,48.0,53.8,-14.58,69.72,0,0,0,-10.25,-33.27,-5.1,15.35,220.0,238.18,6.24,192.4,188.49,0.22,0.131,1,232.92,12.0,1.42,0,0,0.93,0.08,744000.0,691000.0,1233000.0,1506000.0,1852000.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,7.12,4.0,9.2,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,0,-1,1218300.0,563811,31.96,-1.45,2.61,-1.94,True,O,▲,1089852,▼,X,X,0,0,0,-8.32,250,0,1,1,1,0.0,의약품 제조업,바이오·의약품,-4.470000000000001,7.176,13.0,60.7,OK,28.0,28.0,4,1,25.7,31.1,60.7,34.1,34.1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
KOSDAQ,우리로,046970,기타 전문 도매업,8580,3483.95,3760.2,348395172920.0,99.5,99.7,181.98,335.08,0,0,0,2.75,143.75,423.17,492.54,586.4,550.99,483.43,558.8,501.3,0.17,0.17,1,498.64,12.0,28.57,1,0,1.46,0.82,3195.0,2715.0,10150.0,12590.0,15680.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.02,6.0,14.5,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,6243.0,5254,63.29,1.42,3.48,-0.22,False,O,▲,6684,▲,O,X,0,0,0,0.96,248,0,1,1,1,0.0,기타 전문 도매업,기타,0.7927433628318584,17.6183185840708,5.0,45.6,OK,24.5,24.5,6,1,85.6,17.4,45.6,60.6,60.6,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,애경케미칼,161000,기초 화학물질 제조업,14510,452.65,7058.9,45264743035.0,72.5,88.2,38.32,66.73,0,0,0,5.6,54.03,48.36,62.85,52.74,44.52,53.74,25.14,-5.17,0.04,0.04,1,24.22,12.0,-3.74,0,0,1.76,0.6,11010.0,9360.0,18200.0,20900.0,24250.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.99,5.0,4.4,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,hold,0.0,,1,1,12304.0,12450,16.54,1.1725,1.97,0.61,False,O,▲,12052,▲,O,X,0,0,0,14.41,250,0,1,1,1,0.0,기초 화학물질 제조업,화학·소재,3.091707317073171,12.101219512195122,8.0,44.4,OK,66.0,66.0,4,1,46.0,77.7,44.4,53.6,53.6,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,큐리옥스바이오시스템즈,445680,의료용 기기 제조업,87300,325.27,14945.6,32527045350.0,47.9,67.9,-18.45,53.6,0,0,0,-13.91,-25.32,-37.46,-2.78,-25.38,34.31,-11.89,-52.98,-15.38,0.551,0.209,1,20.38,12.0,0.93,1,0,0.56,0.02,87300.0,84000.0,149200.0,166500.0,188400.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,3.78,5.0,18.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,0,-1,130980.0,117490,-25.7,-0.9485,1.13,-0.92,True,X,▲,112913,▼,X,X,0,0,0,-11.34,250,0,1,1,1,0.0,의료용 기기 제조업,기타,0.7927433628318584,17.6183185840708,5.0,78.0,OK,38.77527422853714,38.77527422853714,4,1,9.1,47.1,78.0,32.4,32.4,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
KOSPI,계양전기,012200,일반 목적용 기계 제조업,6250,310.95,1701.4,31095197945.0,26.8,53.3,-8.54,37.84,0,0,0,13.02,-4.43,-12.22,-7.82,59.03,333.73,-16.93,31.43,284.04,0.799,0.05,0,-16.5,12.0,-21.25,0,0,7.41,0.29,6370.0,5410.0,8290.0,14270.0,17030.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,15.07,6.0,2.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,hold,0.0,,0,-1,6655.0,9157,-31.75,0.0357,6.29,-0.94,False,X,▲,5804,▼,O,X,0,0,0,16.27,247,0,1,1,1,0.0,일반 목적용 기계 제조업,조선·기계·설비,-2.8019642857142855,11.679999999999998,10.0,88.4,OK,1.5,1.5,4,1,23.1,0.0,88.4,30.4,30.4,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSDAQ,큐로셀,372320,자연과학 및 공학 연구개발업,55800,218.6,8391.8,21860083950.0,64.7,67.7,13.02,20.42,0,3,0,13.65,6.49,16.49,20.52,24.14,35.11,11.41,-3.46,-14.58,0.028,0.028,1,18.48,12.0,-0.11,1,0,0.9,0.8,57000.0,49400.0,69700.0,83600.0,,ATR_3.5x,45,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,13.33,5.0,1.7,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,hold,0.0,,1,1,41685.0,50498,10.5,0.0016,3.28,-1.54,False,O,▲,51009,▲,O,X,0,0,0,18.74,250,0,1,1,1,0.0,자연과학 및 공학 연구개발업,기타,0.7927433628318584,17.6183185840708,5.0,31.9,OK,50.493992672419964,50.493992672419964,4,1,44.4,65.0,31.9,47.1,47.1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSDAQ,기가레인,049080,전자부품 제조업,1574,114.04,1336.1,11404272845.0,82.7,99.6,123.96,196.82,0,0,0,29.98,81.13,217.34,291.54,208.02,230.67,282.43,180.42,180.98,0.0,0.0,1,69.5,12.0,10.12,1,0,1.29,0.84,738.0,627.0,1800.0,2195.0,2695.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.04,6.0,9.6,NORMAL+WARN:ATR%=20.5% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,813.5,999,57.47,0.9992,0.62,-0.04,False,O,▲,1178,▲,O,X,0,0,0,8.59,250,1,1,1,1,0.0,전자부품 제조업,IT/전기전자,-0.644935064935065,38.13727272727273,3.0,45.8,OK,50.66835831732441,50.66835831732441,6,1,83.7,50.3,45.8,67.8,67.8,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,SKAI,357880,소프트웨어 개발 및 공급업,3370,110.07,1707.8,11006958793.0,46.5,69.1,-13.84,94.71,0,0,0,6.81,-25.61,-31.78,48.13,111.02,53.53,39.02,83.42,3.84,0.276,0.107,1,60.0,12.0,35.31,0,0,1.39,0.28,3320.0,2820.0,6160.0,7450.0,9090.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.06,6.0,5.7,NORMAL+WARN:ATR%=21.5% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,0,-1,5418.0,3357,0.36,-1.4271,0.41,-1.78,False,O,▲,3891,▼,X,X,0,0,0,5.86,250,0,1,1,1,0.0,소프트웨어 개발 및 공급업,IT/전기전자,-0.644935064935065,38.13727272727273,3.0,36.7,OK,4.309356443780819,4.309356443780819,6,1,61.2,2.8,36.7,41.7,41.7,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
KOSDAQ,오늘이엔엠,192410,통신 및 방송 장비 제조업,6140,101.55,1432.5,10155331825.0,100.0,89.2,89.89,144.75,0,0,0,29.81,53.69,164.09,164.09,319.4,63.17,154.98,291.8,13.48,0.0,0.0,1,242.74,12.0,0.0,0,0,1.58,1.0,3395.0,2885.0,6140.0,7420.0,9040.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.02,6.0,5.4,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,3616.0,3209,91.31,0.3192,3.07,2.23,False,O,▲,4982,▲,O,X,0,0,0,9.94,250,1,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,-0.644935064935065,38.13727272727273,3.0,67.1,OK,64.72523148453388,64.72523148453388,4,1,49.8,65.9,67.1,57.3,57.3,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,차백신연구소,261780,자연과학 및 공학 연구개발업,3735,64.97,1003.4,6496850604.0,55.0,82.8,1.78,101.68,0,0,0,5.51,-29.4,18.76,49.4,32.21,38.33,40.29,4.61,-11.36,0.605,0.091,0,-14.97,12.0,-8.8,1,0,1.86,0.33,3680.0,3125.0,6720.0,7930.0,9470.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.08,6.0,5.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,-1,6625.5,4676,-20.13,-1.9302,0.19,-2.32,False,O,▲,4684,▼,X,X,0,0,0,1.98,250,0,1,1,1,0.0,자연과학 및 공학 연구개발업,기타,0.7927433628318584,17.6183185840708,5.0,84.7,OK,1.5,1.5,4,1,58.2,0.0,84.7,49.0,49.0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
