시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,乖離%,MACD_hist,MACD_slope,Vol_Z,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,추천매도가1,추천매도가2,손절가
KOSPI,유한양행,000100,125000,2604.33,99960.5,59.1,6.29,684.6522,452.7657,3.72,8.41,5.93,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",118780,123480,128180,114070
KOSPI,삼양식품,003230,1320000,1008.64,99435.8,56.7,0.71,7943.8844,580.0462,1.21,1.85,-2.08,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",1320000,1368620,1417240,1271380
KOSPI,한올바이오파마,009420,43700,816.28,22829.2,63.7,12.34,135.6378,15.95288,1.51,-5.62,5.56,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",39290,40840,42400,37730
KOSDAQ,제주반도체,080220,20500,305.51,7060.8,45.2,-0.69,-111.3769,20.68106,2.07,6.99,-0.24,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",20500,20980,21450,20020
KOSDAQ,원일티엔아이,136150,23400,285.52,1961.2,54.6,3.53,-132.8217,148.72581,2.11,4.46,-10.0,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",22830,23730,24640,21920
KOSPI,금호석유화학,011780,121900,215.59,31732.7,56.1,5.14,460.9951,213.65371,1.69,9.13,5.09,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",117100,121740,126380,112470
KOSPI,신풍제약,019170,14640,213.7,7757.0,48.1,4.58,38.9853,7.89864,1.52,5.1,8.04,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",14140,14700,15260,13580
KOSPI,현대해상,001450,29000,191.92,25926.0,55.9,3.32,196.4951,-36.28461,1.25,2.65,6.23,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",28350,29470,30590,27230
KOSPI,한전KPS,051600,52400,138.92,23580.0,50.0,2.28,169.2267,35.11236,1.15,6.5,3.35,6,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, MACD>sig, 과열아님",51740,53790,55840,49690
KOSDAQ,하나기술,299030,32200,111.98,2574.4,50.2,4.0,1.5057,52.53199,2.28,14.8,6.62,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, MACD>sig",31270,32510,33750,30030
KOSDAQ,케이엔제이,272110,27300,91.31,2190.9,54.7,1.99,49.6103,-124.11717,1.56,2.44,4.8,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",27040,28110,29180,25960
KOSDAQ,에스티아이,039440,23550,90.74,3728.0,48.0,2.08,34.8286,-7.51673,1.64,8.53,2.61,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",23300,24220,25150,22380
KOSDAQ,넥스트바이오메디컬,389650,62500,81.99,5127.4,49.8,1.2,391.441,68.4939,1.28,2.8,3.31,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",62380,64850,67320,59910
KOSDAQ,아나패스,123860,17600,71.03,2133.7,52.8,0.66,60.9439,29.58464,7.84,2.33,-0.23,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",17600,18240,18880,16960
KOSPI,다우기술,023590,38850,64.56,17430.7,57.8,1.22,44.8417,-157.07148,1.63,2.1,-0.38,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",38770,40300,41840,37230
KOSDAQ,메디톡스,086900,127000,63.07,9269.1,62.4,4.62,837.6883,124.33206,1.38,9.01,5.66,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",122610,127460,132320,117750
KOSPI,샘표식품,248170,28900,60.87,1320.2,63.5,6.08,110.7273,133.04022,6.47,9.47,8.65,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",27510,28600,29690,26430
KOSPI,CJ CGV,079160,5230,59.39,8659.9,55.7,4.33,16.7956,18.18046,3.22,8.62,4.7,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",5060,5260,5460,4860
KOSDAQ,동국제약,086450,18000,53.8,8141.5,46.8,0.18,31.0038,16.43902,1.23,3.39,1.81,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",18000,18570,19140,17430
KOSPI,SK하이닉스,000660,560000,33123.07,4076813.2,54.2,0.47,-5577.9815,-4610.7475,1.21,-3.45,0.18,5,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, 과열아님",560000,579350,598690,540650
