시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,ret_60d_%,idx_60d_%,rel_60d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2,업종_상세,업종_대분류,RR1,Now%,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,AI_COMMENT,REGIME_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_지수수익률_%,60일_초과수익(α)_%
KOSPI,GKL,114090,유원지 및 기타 오락관련 서비스업,14140,96.29,8746.4,39.1,35.8,-2.05,26.4404,-23.57276,2.2,-0.77,-0.07,-15.02,22.92,-37.94,1,,"거래량↑, MACD>Sig",14140,13170,15300,16570,유원지 및 기타 오락관련 서비스업,서비스 기타,1.1958762886597938,0.0,52.7,59.1,↩️ PULL (눌림),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,5,20251211,20251211,22.92,11.97,-15.02,22.92,-37.94
KOSDAQ,원익홀딩스,030530,기초 화학물질 제조업,30000,1662.52,23171.4,75.3,81.8,16.72,522.5134,6.84433,0.88,8.11,25.26,144.7,11.97,132.73,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",26450,24600,28700,31100,기초 화학물질 제조업,화학·소재,1.2162162162162162,13.42155009451796,52.6,44.7,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,144.7,11.97,132.73
KOSDAQ,주성엔지니어링,036930,특수 목적용 기계 제조업,28700,82.51,13566.0,65.9,56.2,0.63,134.4452,-41.32716,1.24,-2.71,5.9,-0.17,11.97,-12.14,2,,"20선근접, 거래량↑, MACD>Sig",28700,27000,30750,32950,특수 목적용 기계 제조업,조선·기계·설비,1.2058823529411764,0.0,52.4,57.8,🔁 MR (반전),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,5,20251211,20251211,22.92,11.97,-0.17,11.97,-12.14
KOSPI,iM금융지주,139130,기타 금융업,13990,80.26,22671.4,46.4,41.3,-2.26,-48.1926,-30.74609,1.52,-3.32,-2.3,-1.55,22.92,-24.47,4,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑)",13990,13420,14670,15400,기타 금융업,금융,1.1929824561403508,0.0,52.3,58.4,🔁 MR (반전),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,5,20251211,20251211,22.92,11.97,-1.55,22.92,-24.47
KOSPI,한진칼,180640,기타 금융업,110600,138.87,73839.1,63.7,54.9,7.06,1086.5689,-86.91214,1.46,4.44,8.11,-0.54,22.92,-23.46,4,★,"RSI적정, 거래량↑, 장기추세(120↑), MACD>Sig",106400,99000,115300,125000,기타 금융업,금융,1.2027027027027026,3.9473684210526314,52.0,55.9,🔺 Watch (상승 준비),⑤ 하락 / 약세,⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,-0.54,22.92,-23.46
KOSDAQ,펌텍코리아,251970,플라스틱제품 제조업,53300,94.14,6609.2,44.9,40.7,-1.83,-1.9265,-141.06114,2.9,-4.99,-1.48,-14.72,11.97,-26.69,0,,거래량↑,53300,49550,57800,62600,플라스틱제품 제조업,기타,1.2,0.0,51.9,59.5,🔁 MR (반전),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,5,20251211,20251211,22.92,11.97,-14.72,11.97,-26.69
KOSPI,오리온,271560,기타 식품 제조업,101600,169.66,40168.7,40.5,11.0,-2.52,-446.0332,-27.31962,0.6,-2.78,-3.15,-7.97,22.92,-30.89,0,,정배열(단),101600,96900,107200,113300,기타 식품 제조업,유통·소비재,1.1914893617021276,0.0,51.4,64.2,🔁 MR (반전),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,5,20251211,20251211,22.92,11.97,-7.97,22.92,-30.89
KOSPI,한국콜마,161890,기타 화학제품 제조업,63800,108.65,15060.0,28.8,26.7,-2.51,230.3178,-82.39875,1.26,-2.3,-3.04,-19.24,22.92,-42.16,1,,"거래량↑, MACD>Sig",63800,61100,67100,70600,기타 화학제품 제조업,화학·소재,1.2222222222222223,0.0,51.3,63.9,🔁 MR (반전),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,5,20251211,20251211,22.92,11.97,-19.24,22.92,-42.16
KOSPI,하나투어,039130,여행사 및 기타 여행보조 서비스업,48750,182.59,7551.3,55.8,29.0,1.98,193.3707,-45.063,3.2,-1.22,3.07,-6.25,22.92,-29.17,3,,"RSI적정, 20선근접, 거래량↑, MACD>Sig",48750,46700,51200,53900,여행사 및 기타 여행보조 서비스업,서비스 기타,1.1951219512195121,0.0,50.9,66.3,↩️ PULL (눌림),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,5,20251211,20251211,22.92,11.97,-6.25,22.92,-29.17
KOSDAQ,코나아이,052400,소프트웨어 개발 및 공급업,49450,150.23,7201.5,69.3,58.3,2.9,255.1048,-101.23931,2.87,-0.8,-0.8,-3.79,11.97,-15.76,2,,"20선근접, 거래량↑, MACD>Sig",49450,46700,52700,56300,소프트웨어 개발 및 공급업,IT/전기전자,1.1818181818181819,0.0,50.9,66.0,↩️ PULL (눌림),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,5,20251211,20251211,22.92,11.97,-3.79,11.97,-15.76
KOSPI,현대엘리베이터,017800,일반 목적용 기계 제조업,91200,297.83,35652.3,80.1,72.5,6.33,776.9022,-306.23401,1.0,-1.19,12.32,14.86,22.92,-8.06,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",88300,82700,95200,102600,일반 목적용 기계 제조업,조선·기계·설비,1.2321428571428572,3.2842582106455263,50.5,56.2,🔺 Watch (상승 준비),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,14.86,22.92,-8.06
KOSPI,LG생활건강,051900,기타 화학제품 제조업,259000,308.49,39633.4,10.0,3.2,-7.28,-2194.0273,-245.52216,1.77,-4.6,-7.33,-11.9,22.92,-34.82,0,,거래량↑,259000,248000,272000,286000,기타 화학제품 제조업,화학·소재,1.1818181818181819,0.0,50.3,63.2,🔁 MR (반전),⑤ 하락 / 약세,📉 과매도 구간으로 기술적 반등이 기대됩니다.,5,20251211,20251211,22.92,11.97,-11.9,22.92,-34.82
KOSDAQ,SOOP,067160,소프트웨어 개발 및 공급업,70100,57.74,8057.8,55.5,56.3,0.28,225.3907,-79.29306,2.15,-1.68,3.7,-10.7,11.97,-22.67,3,,"RSI적정, 20선근접, 거래량↑, MACD>Sig",70100,67200,73600,77400,소프트웨어 개발 및 공급업,IT/전기전자,1.206896551724138,0.0,50.3,56.4,↩️ PULL (눌림),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,5,20251211,20251211,22.92,11.97,-10.7,11.97,-22.67
KOSDAQ,지엔씨에너지,119850,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",32900,99.34,5411.7,71.2,77.9,4.47,456.5758,-119.18055,0.61,-7.19,10.22,-7.45,11.97,-19.42,2,,"20선근접, 자금유입(MFI), MACD>Sig",32450,30150,35150,38100,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,1.173913043478261,1.386748844375963,49.8,53.1,🔁 MR (반전),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,5,20251211,20251211,22.92,11.97,-7.45,11.97,-19.42
KOSPI,강원랜드,035250,유원지 및 기타 오락관련 서비스업,17750,85.38,37974.4,50.7,56.5,-0.18,-18.5425,-14.89096,1.17,-1.39,-0.62,0.28,22.92,-22.64,2,,"RSI적정, 20선근접, 정배열(단)",17750,17220,18390,19080,유원지 및 기타 오락관련 서비스업,서비스 기타,1.2075471698113207,0.0,48.9,53.6,↩️ PULL (눌림),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,5,20251211,20251211,22.92,11.97,0.28,22.92,-22.64
KOSPI,고려아연,010130,1차 비철금속 제조업,1536000,791.36,297112.5,81.5,77.0,21.41,26148.376,2179.55459,1.59,18.34,15.92,68.05,22.92,45.13,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",1303000,1212000,1440000,1577000,1차 비철금속 제조업,철강·금속,1.5054945054945055,17.88181120491174,48.8,52.3,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,68.05,22.92,45.13
KOSDAQ,이뮨온시아,424870,자연과학 및 공학 연구개발업,14150,3484.92,10494.4,80.9,89.6,50.19,334.8125,121.61545,1.85,36.19,30.54,146.09,11.97,134.12,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",9700,9020,10720,11740,자연과학 및 공학 연구개발업,기타,1.5,45.876288659793815,48.7,54.4,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,146.09,11.97,134.12
KOSPI,삼성화재,000810,보험업,630000,1116.76,289870.3,81.5,73.1,27.63,8335.4979,8140.44598,2.23,26.76,29.36,33.19,22.92,10.27,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",508000,473000,562000,615000,보험업,금융,1.542857142857143,24.015748031496063,48.6,51.7,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,33.19,22.92,10.27
KOSPI,LG유플러스,032640,전기 통신업,14940,419.24,64216.4,34.6,36.3,-2.6,-45.9966,-13.24625,3.24,-2.03,-1.9,-2.16,22.92,-25.08,3,,"거래량↑, 정배열(단), 장기추세(120↑)",14940,14300,15710,16540,전기 통신업,기타,1.203125,0.0,48.5,63.7,🔁 MR (반전),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,5,20251211,20251211,22.92,11.97,-2.16,22.92,-25.08
KOSDAQ,한글과컴퓨터,030520,소프트웨어 개발 및 공급업,24550,71.63,5936.1,77.1,64.1,3.41,146.5531,-8.57404,2.37,-1.01,5.36,-7.71,11.97,-19.68,3,,"20선근접, 거래량↑, 자금유입(MFI), MACD>Sig",24450,22950,26250,28150,소프트웨어 개발 및 공급업,IT/전기전자,1.2,0.408997955010225,48.4,56.1,↩️ PULL (눌림),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ,5,20251211,20251211,22.92,11.97,-7.71,11.97,-19.68
KOSDAQ,큐로셀,372320,자연과학 및 공학 연구개발업,46250,131.88,6675.1,71.4,73.1,10.11,423.3465,103.01918,2.29,7.06,17.09,18.89,11.97,6.92,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",43250,40250,47800,52300,자연과학 및 공학 연구개발업,기타,1.5166666666666666,6.9364161849710975,48.2,52.7,🔼 BRK (돌파),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,18.89,11.97,6.92
KOSPI,CJ제일제당,097950,기타 식품 제조업,205500,139.32,30936.4,30.8,22.4,-3.96,-143.1542,-121.02716,1.16,-2.61,-2.61,-13.47,22.92,-36.39,-1,,,205500,197900,214500,224500,기타 식품 제조업,유통·소비재,1.1842105263157894,0.0,48.0,62.1,🔁 MR (반전),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,5,20251211,20251211,22.92,11.97,-13.47,22.92,-36.39
KOSPI,호텔신라,008770,기타 상품 전문 소매업,45700,72.81,17936.4,32.3,37.9,-2.0,-1.7022,-18.03777,0.8,-2.35,0.0,-7.11,22.92,-30.03,-1,,,45700,43500,48350,51300,기타 상품 전문 소매업,유통·소비재,1.2045454545454546,0.0,48.0,54.8,🔁 MR (반전),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,5,20251211,20251211,22.92,11.97,-7.11,22.92,-30.03
KOSDAQ,필옵틱스,161580,특수 목적용 기계 제조업,46250,314.04,10823.8,81.5,89.2,11.28,448.312,187.95481,1.86,11.71,14.06,42.97,11.97,31.0,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",42800,39800,47300,51800,특수 목적용 기계 제조업,조선·기계·설비,1.5,8.060747663551401,48.0,51.1,🔼 BRK (돌파),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,42.97,11.97,31.0
KOSDAQ,유진로봇,056080,특수 목적용 기계 제조업,14840,1449.61,5566.8,83.3,90.8,21.49,282.0131,88.75873,5.33,14.24,27.82,36.02,11.97,24.05,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",12580,11700,13900,15220,특수 목적용 기계 제조업,조선·기계·설비,1.5,17.965023847376788,47.1,50.2,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,36.02,11.97,24.05
KOSDAQ,지씨셀,144510,"그외 기타 전문, 과학 및 기술 서비스업",27500,77.77,4345.1,72.3,66.8,8.8,17.4834,76.83176,3.42,2.23,11.79,37.98,11.97,26.01,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",26050,24200,28750,31500,"그외 기타 전문, 과학 및 기술 서비스업",서비스 기타,1.4594594594594594,5.566218809980806,46.4,48.5,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,37.98,11.97,26.01
KOSPI,우진,105840,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",20250,1170.59,4090.0,75.0,84.5,26.58,423.4039,120.75539,3.24,22.36,24.23,72.63,22.92,49.71,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",16480,15320,18210,19940,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기타,1.4913793103448276,22.87621359223301,46.2,52.8,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,72.63,22.92,49.71
KOSDAQ,태성,323280,특수 목적용 기계 제조업,53300,479.38,16256.9,80.0,85.2,25.63,712.117,148.7059,1.24,13.77,37.19,86.04,11.97,74.07,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",43700,40650,48300,52900,특수 목적용 기계 제조업,조선·기계·설비,1.5081967213114753,21.96796338672769,46.1,55.3,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,86.04,11.97,74.07
KOSDAQ,에스티팜,237690,의약품 제조업,129300,420.34,26767.3,85.9,79.3,15.93,1712.3283,7.8546,1.43,9.67,19.5,41.47,11.97,29.5,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",114900,106800,126900,139000,의약품 제조업,바이오·의약품,1.4814814814814814,12.532637075718014,45.6,44.9,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,41.47,11.97,29.5
KOSDAQ,삼륭물산,014970,"골판지, 종이 상자 및 종이용기 제조업",9110,527.85,1377.9,64.2,94.5,17.01,111.5554,66.77655,2.36,22.45,24.79,17.55,11.97,5.58,7,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",8020,7460,8860,9700,"골판지, 종이 상자 및 종이용기 제조업",기타,1.5,13.591022443890274,45.4,49.2,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,17.55,11.97,5.58
KOSDAQ,유일로보틱스,388720,특수 목적용 기계 제조업,91400,446.48,10690.9,76.4,81.5,12.2,1282.575,77.53241,2.97,5.3,21.22,24.02,11.97,12.05,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",83900,78000,92700,101500,특수 목적용 기계 제조업,조선·기계·설비,1.4915254237288136,8.939213349225268,45.2,47.4,🔼 BRK (돌파),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,24.02,11.97,12.05
KOSPI,현대글로비스,086280,기타 운송관련 서비스업,182600,572.16,136950.0,82.9,75.7,8.41,2184.0424,-72.52308,1.97,3.46,10.87,-2.14,22.92,-25.06,4,★,"거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",173500,162600,186600,201000,기타 운송관련 서비스업,서비스 기타,1.201834862385321,5.244956772334294,44.3,45.7,🔺 Watch (상승 준비),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,-2.14,22.92,-25.06
KOSPI,LG씨엔에스,064400,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",65400,1873.32,63363.4,70.6,75.6,9.75,1094.9692,-56.47557,2.33,3.97,13.54,-7.23,22.92,-30.15,2,,"거래량↑, 자금유입(MFI), MACD>Sig",61400,57100,66500,72100,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,1.186046511627907,6.514657980456026,43.4,38.3,↩️ PULL (눌림),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,-7.23,22.92,-30.15
KOSPI,삼성전기우,009155,기타,129600,135.57,3767.5,83.4,88.5,15.91,1030.715,318.25104,2.52,7.91,9.27,54.65,22.92,31.73,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",115200,107100,127300,139400,기타,기타,1.4938271604938271,12.5,41.8,49.0,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,54.65,22.92,31.73
KOSPI,현대모비스,012330,자동차 신품 부품 제조업,360500,1377.48,327091.0,85.2,86.5,13.35,6337.0909,-760.26489,1.44,3.74,18.39,14.08,22.92,-8.84,5,★,"거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",327500,304500,355000,385000,자동차 신품 부품 제조업,자동차·모빌리티,1.1956521739130435,10.076335877862595,41.6,35.8,↩️ PULL (눌림),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,14.08,22.92,-8.84
KOSPI,영원무역홀딩스,009970,기타 금융업,204500,117.31,27605.9,75.1,73.3,14.51,1580.1253,558.36263,2.62,9.95,13.93,49.49,22.92,26.57,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",183900,171100,203500,222500,기타 금융업,금융,1.53125,11.201740076128331,41.5,48.7,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,49.49,22.92,26.57
KOSPI,SK이터닉스,475150,건물 건설업,20600,64.89,6953.3,66.1,61.8,6.68,254.4372,-4.00478,0.71,4.09,1.23,-16.26,22.92,-39.18,1,,"자금유입(MFI), MACD>Sig",19890,18500,21550,23350,건물 건설업,건설·부동산,1.1942446043165467,3.569632981397687,41.3,41.7,↩️ PULL (눌림),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,-16.26,22.92,-39.18
KOSDAQ,비에이치아이,083650,일반 목적용 기계 제조업,52700,1123.21,16307.7,67.4,73.4,12.44,961.5688,-134.49753,1.55,2.73,16.21,3.54,11.97,-8.43,4,★,"거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",48300,44900,52300,56700,일반 목적용 기계 제조업,조선·기계·설비,1.1764705882352942,9.109730848861282,40.9,35.0,↩️ PULL (눌림),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,3.54,11.97,-8.43
KOSPI,OCI,456040,기초 화학물질 제조업,60700,96.39,5434.2,65.1,46.7,1.56,160.9088,-55.92425,4.43,1.17,2.19,9.76,22.92,-13.16,5,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",60700,58200,63700,67000,기초 화학물질 제조업,화학·소재,1.2,0.0,40.5,56.1,↩️ PULL (눌림),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,5,20251211,20251211,22.92,11.97,9.76,22.92,-13.16
KOSPI,일동제약,249420,의약품 제조업,40500,9106.41,12813.5,72.1,86.1,35.39,695.3528,664.70582,6.59,40.62,40.14,74.95,22.92,52.03,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",30800,28650,34050,37300,의약품 제조업,바이오·의약품,1.5116279069767442,31.493506493506494,40.4,54.6,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,74.95,22.92,52.03
KOSDAQ,에스티아이,039440,특수 목적용 기계 제조업,30000,176.35,4749.0,81.4,88.9,16.28,444.3369,72.39752,1.26,18.58,22.95,56.09,11.97,44.12,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",26550,24700,29350,32150,특수 목적용 기계 제조업,조선·기계·설비,1.5135135135135136,12.994350282485875,39.6,48.9,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,56.09,11.97,44.12
KOSPI,천일고속,000650,육상 여객 운송업,457500,2393.23,6538.7,84.2,68.8,107.24,19971.24,901.69618,3.52,21.51,151.1,1015.85,22.92,992.93,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",227500,211500,251500,275000,육상 여객 운송업,기타,1.5,101.0989010989011,39.1,55.3,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,1015.85,22.92,992.93
KOSDAQ,재영솔루텍,049630,사진장비 및 광학기기 제조업,3265,875.13,3816.7,81.6,84.0,51.28,89.3848,32.39874,1.33,37.47,86.57,333.6,11.97,321.63,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",2225,2065,2455,2690,사진장비 및 광학기기 제조업,기타,1.4375,46.741573033707866,39.1,50.7,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,333.6,11.97,321.63
KOSDAQ,나이벡,138610,의료용품 및 기타 의약 관련제품 제조업,50600,400.35,5749.2,73.2,82.1,25.96,1037.143,363.7352,2.88,20.48,32.81,102.0,11.97,90.03,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",41400,38500,45700,50100,의료용품 및 기타 의약 관련제품 제조업,기타,1.4827586206896552,22.22222222222222,39.0,55.1,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,102.0,11.97,90.03
