시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,ret_60d_%,idx_60d_%,rel_60d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2,업종_상세,업종_대분류,RR1,Now%,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,AI_COMMENT,REGIME_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_지수수익률_%,60일_초과수익(α)_%
KOSDAQ,뉴로메카,348340,특수 목적용 기계 제조업,33050,70.11,3757.4,68.2,74.9,12.65,513.534,-53.27647,0.92,7.83,20.18,36.57,11.97,24.6,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",30200,28100,32750,35500,특수 목적용 기계 제조업,조선·기계·설비,1.2142857142857142,9.437086092715232,26.8,27.4,↩️ PULL (눌림),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,36.57,11.97,24.6
KOSDAQ,셀비온,308430,의약품 제조업,24750,76.92,3175.8,74.8,69.2,11.49,212.7836,-112.20332,0.75,-4.99,19.57,20.73,11.97,8.76,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",22850,21250,24800,26850,의약품 제조업,바이오·의약품,1.21875,8.315098468271334,26.7,26.4,🔁 MR (반전),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,20.73,11.97,8.76
KOSDAQ,브이엠,089970,특수 목적용 기계 제조업,29200,90.65,7128.2,73.8,84.2,13.56,393.7076,-6.62866,0.56,11.24,22.43,111.75,11.97,99.78,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",26500,24650,28700,31100,특수 목적용 기계 제조업,조선·기계·설비,1.1891891891891893,10.18867924528302,26.4,30.1,↩️ PULL (눌림),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,111.75,11.97,99.78
KOSDAQ,우림피티에스,101170,일반 목적용 기계 제조업,10900,163.88,1471.5,81.6,91.0,32.81,350.1395,-86.14367,0.47,8.35,71.38,102.23,11.97,90.26,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",8450,7860,9160,9930,일반 목적용 기계 제조업,조선·기계·설비,1.2033898305084745,28.994082840236686,26.1,44.1,↩️ PULL (눌림),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,102.23,11.97,90.26
KOSDAQ,대화제약,067080,의약품 제조업,20300,80.76,3779.2,67.0,70.4,13.1,370.5255,-83.03609,0.85,14.17,16.8,41.76,11.97,29.79,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",18490,17190,20050,21700,의약품 제조업,바이오·의약품,1.2,9.789075175770687,24.4,27.4,↩️ PULL (눌림),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,41.76,11.97,29.79
KOSDAQ,지놈앤컴퍼니,314130,기초 의약물질 제조업,5220,129.84,1622.7,72.9,82.5,38.19,155.4352,-2.7513,1.8,17.3,38.28,86.43,11.97,74.46,5,★,"거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",3890,3620,4220,4570,기초 의약물질 제조업,기타,1.2222222222222223,34.19023136246786,23.8,44.3,↩️ PULL (눌림),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,86.43,11.97,74.46
KOSDAQ,쓰리빌리언,394800,자연과학 및 공학 연구개발업,17850,247.9,5662.3,85.6,87.3,34.66,549.2136,-34.21072,0.77,17.13,56.17,186.98,11.97,175.01,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",13650,12700,14800,16040,자연과학 및 공학 연구개발업,기타,1.2105263157894737,30.76923076923077,23.5,44.1,↩️ PULL (눌림),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,186.98,11.97,175.01
KOSPI,현대약품,004310,의약품 제조업,6280,397.04,2009.6,79.0,91.4,45.95,324.0749,-15.77681,1.73,61.23,74.2,61.03,22.92,38.11,5,★,"거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",4430,4120,4805,5210,의약품 제조업,바이오·의약품,1.2096774193548387,41.760722347629795,22.0,42.5,↩️ PULL (눌림),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,61.03,22.92,38.11
KOSDAQ,성호전자,043260,전자부품 제조업,5230,252.53,3709.3,80.6,88.6,76.33,327.3998,-6.01224,1.5,80.34,120.68,381.58,11.97,369.61,5,★,"거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",3055,2840,3310,3590,전자부품 제조업,IT/전기전자,1.186046511627907,71.19476268412438,20.6,43.8,↩️ PULL (눌림),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,381.58,11.97,369.61
KOSDAQ,켐트로스,220260,기타 화학제품 제조업,6100,52.01,1620.1,83.9,93.5,28.8,185.1774,-18.44786,0.26,11.93,55.02,50.99,11.97,39.02,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",4880,4535,5290,5730,기타 화학제품 제조업,화학·소재,1.1884057971014492,25.0,20.4,32.3,↩️ PULL (눌림),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,50.99,11.97,39.02
KOSDAQ,네오티스,085910,자동차 신품 부품 제조업,7820,56.62,1089.7,84.4,90.7,31.9,228.8528,-22.65995,0.83,22.96,53.94,149.84,11.97,137.87,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6110,5680,6620,7180,자동차 신품 부품 제조업,자동차·모빌리티,1.186046511627907,27.986906710310965,15.6,33.8,↩️ PULL (눌림),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,149.84,11.97,137.87
KOSPI,LG에너지솔루션,373220,일차전지 및 이차전지 제조업,446000,3172.0,1043640.0,57.1,45.9,3.19,2077.0499,687.10377,2.08,8.78,1.83,27.43,22.92,4.51,7,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",445000,414000,492000,539000,일차전지 및 이차전지 제조업,2차전지,1.5161290322580645,0.22471910112359553,90.2,85.8,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,🚀 상승 에너지가 폭발적으로 증가하는 중입니다.  (강력 매수 추천),3,20251211,20251211,22.92,11.97,27.43,22.92,4.51
KOSPI,두산에너빌리티,034020,일반 목적용 기계 제조업,77300,3641.47,495153.8,61.4,59.6,0.98,55.525,4.78484,1.23,-2.4,-0.39,26.72,22.92,3.8,7,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",77300,71900,85400,93500,일반 목적용 기계 제조업,조선·기계·설비,1.5,0.0,89.5,81.5,↩️ PULL (눌림),③ 박스 / 중립,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다. (매수 유효),3,20251211,20251211,22.92,11.97,26.72,22.92,3.8
KOSPI,산일전기,062040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",149000,1299.08,45363.3,64.4,85.9,4.55,551.5052,3.69618,2.32,5.52,2.83,27.24,22.92,4.32,8,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",146800,136500,167300,187900,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,1.9902912621359223,1.4986376021798364,85.6,76.7,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다.  (매수 유효),3,20251211,20251211,22.92,11.97,27.24,22.92,4.32
KOSPI,현대백화점,069960,종합 소매업,95500,190.43,21610.5,49.8,64.0,2.52,-486.4554,257.81313,1.77,1.7,4.95,20.13,22.92,-2.79,7,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI)",95500,88800,105500,115600,종합 소매업,유통·소비재,1.492537313432836,0.0,78.2,86.5,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,3,20251211,20251211,22.92,11.97,20.13,22.92,-2.79
KOSDAQ,한국비엔씨,256840,기초 의약물질 제조업,5650,174.73,3864.3,52.7,76.3,2.15,-12.4674,4.73807,0.64,-3.58,3.1,10.78,11.97,-1.19,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",5650,5250,6240,6840,기초 의약물질 제조업,기타,1.475,0.0,76.7,81.3,↩️ PULL (눌림),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,3,20251211,20251211,22.92,11.97,10.78,11.97,-1.19
KOSPI,LG화학,051910,기초 화학물질 제조업,365500,1028.37,258015.0,49.4,49.7,-4.07,-2615.6434,-636.78068,1.01,-2.79,-7.59,26.03,22.92,3.11,3,,"RSI적정, 정배열(단), 장기추세(120↑)",365500,340000,396000,429500,기초 화학물질 제조업,화학·소재,1.196078431372549,0.0,76.0,72.2,🔁 MR (반전),③ 박스 / 중립,특이사항 없음. 기술적 지표를 참고하세요.,3,20251211,20251211,22.92,11.97,26.03,22.92,3.11
KOSDAQ,셀트리온제약,068760,의약품 제조업,62700,126.51,27388.6,63.8,61.6,1.61,-24.9181,32.32183,1.82,0.97,4.67,15.68,11.97,3.71,7,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI)",62700,59200,68000,73300,의약품 제조업,바이오·의약품,1.5142857142857142,0.0,75.8,82.4,🔺 Watch (상승 준비),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,3,20251211,20251211,22.92,11.97,15.68,11.97,3.71
KOSPI,SK,034730,기타 금융업,261500,551.56,189594.6,59.5,65.8,0.45,-391.2409,-444.39853,0.99,-1.69,2.95,18.59,22.92,-4.33,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",261500,243000,283500,307500,기타 금융업,금융,1.1891891891891893,0.0,72.8,75.0,↩️ PULL (눌림),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,3,20251211,20251211,22.92,11.97,18.59,22.92,-4.33
KOSPI,동양,001520,"시멘트, 석회, 플라스터 및 그 제품 제조업",836,56.12,1995.4,54.6,74.7,1.8,4.5908,0.22443,1.14,5.03,2.33,26.48,22.92,3.56,6,★,"RSI적정, MACD상승, 20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",836,777,924,1012,"시멘트, 석회, 플라스터 및 그 제품 제조업",기타,1.4915254237288136,0.0,72.6,71.5,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,3,20251211,20251211,22.92,11.97,26.48,22.92,3.56
KOSPI,에코프로머티,450080,일차전지 및 이차전지 제조업,61800,215.08,43605.3,64.4,79.1,4.0,574.4464,-143.73466,1.11,4.75,7.48,26.12,22.92,3.2,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",61200,56900,67600,74100,일차전지 및 이차전지 제조업,2차전지,1.4883720930232558,0.9803921568627451,71.6,75.8,🔺 Watch (상승 준비),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,3,20251211,20251211,22.92,11.97,26.12,22.92,3.2
KOSPI,대한유화,006650,기초 화학물질 제조업,145400,62.51,9451.0,54.0,45.6,0.69,-627.562,77.77652,0.97,0.07,-1.49,18.5,22.92,-4.42,5,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",145400,135200,157600,170800,기초 화학물질 제조업,화학·소재,1.196078431372549,0.0,69.5,70.2,🔺 Watch (상승 준비),③ 박스 / 중립,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,3,20251211,20251211,22.92,11.97,18.5,22.92,-4.42
KOSDAQ,클래시스,214150,의료용 기기 제조업,59800,254.58,39172.4,61.0,62.3,7.26,117.6972,208.29529,1.74,8.53,14.78,8.14,11.97,-3.83,7,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",57400,53400,63500,69500,의료용 기기 제조업,기타,1.525,4.181184668989547,69.5,69.8,🔼 BRK (돌파),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,8.14,11.97,-3.83
KOSDAQ,대주전자재료,078600,전자부품 제조업,74600,88.29,11548.5,64.1,61.1,1.43,289.1235,-154.69016,1.16,-0.13,4.19,9.06,11.97,-2.91,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",74600,69500,82200,89900,전자부품 제조업,IT/전기전자,1.4901960784313726,0.0,66.9,68.7,↩️ PULL (눌림),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,3,20251211,20251211,22.92,11.97,9.06,11.97,-2.91
KOSDAQ,나우로보틱스,459510,특수 목적용 기계 제조업,22400,111.58,2902.0,52.8,49.4,1.93,140.9642,-81.06429,0.84,-7.44,6.41,13.82,11.97,1.85,4,★,"RSI적정, 20선근접, 장기추세(120↑), MACD>Sig",22400,20850,24300,26300,특수 목적용 기계 제조업,조선·기계·설비,1.2258064516129032,0.0,66.7,75.9,🔁 MR (반전),③ 박스 / 중립,✅ 20일선 부근의 안전한 눌림목 구간입니다.,3,20251211,20251211,22.92,11.97,13.82,11.97,1.85
KOSDAQ,테스,095610,특수 목적용 기계 제조업,38550,54.44,7620.7,51.6,66.8,-4.54,-90.7005,12.68682,0.68,-0.52,-1.03,16.47,11.97,4.5,4,★,"RSI적정, MACD상승, 장기추세(120↑), 자금유입(MFI)",38550,35850,41800,45300,특수 목적용 기계 제조업,조선·기계·설비,1.2037037037037037,0.0,66.5,68.3,↩️ PULL (눌림),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,3,20251211,20251211,22.92,11.97,16.47,11.97,4.5
KOSDAQ,덕산테코피아,317330,기타 화학제품 제조업,19920,77.7,4078.9,63.2,64.2,1.77,73.0498,-59.35559,2.15,-3.77,12.1,10.54,11.97,-1.43,7,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",19920,18530,22000,24100,기타 화학제품 제조업,화학·소재,1.4964028776978417,0.0,65.9,69.5,🔁 MR (반전),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,3,20251211,20251211,22.92,11.97,10.54,11.97,-1.43
KOSPI,현대차2우B,005387,기타,204500,266.79,71501.2,56.4,53.5,1.46,545.5944,-497.76932,0.99,0.74,3.97,18.48,22.92,-4.44,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",204500,191800,219500,236000,기타,자동차·모빌리티,1.1811023622047243,0.0,65.0,73.1,↩️ PULL (눌림),③ 박스 / 중립,✅ 20일선 부근의 안전한 눌림목 구간입니다.,3,20251211,20251211,22.92,11.97,18.48,22.92,-4.44
KOSPI,신풍제약,019170,의약품 제조업,15340,197.3,8127.9,68.2,65.2,5.94,31.0967,34.506,2.63,4.92,6.82,20.79,22.92,-2.13,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",14910,13870,16480,18050,의약품 제조업,바이오·의약품,1.5096153846153846,2.8839704896042924,64.0,68.9,🔼 BRK (돌파),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,20.79,22.92,-2.13
KOSPI,현대차우,005385,기타,202500,232.39,47265.4,57.6,54.7,2.11,644.8773,-399.62653,0.95,1.25,4.27,19.47,22.92,-3.45,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",202500,190300,217000,233000,기타,자동차·모빌리티,1.1885245901639345,0.0,63.9,72.9,↩️ PULL (눌림),③ 박스 / 중립,특이사항 없음. 기술적 지표를 참고하세요.,3,20251211,20251211,22.92,11.97,19.47,22.92,-3.45
KOSPI,SK바이오팜,326030,자연과학 및 공학 연구개발업,135700,356.14,106271.1,65.4,79.1,2.06,-722.1993,-37.49513,0.87,-0.44,-2.44,22.81,22.92,-0.11,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",135700,126200,147100,159400,자연과학 및 공학 연구개발업,기타,1.2,0.0,63.8,72.1,↩️ PULL (눌림),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,3,20251211,20251211,22.92,11.97,22.81,22.92,-0.11
KOSDAQ,HK이노엔,195940,의약품 제조업,52100,124.59,14759.9,66.7,64.4,2.06,-37.9629,1.55718,1.11,-0.95,4.2,13.38,11.97,1.41,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",52100,48900,55900,60100,의약품 제조업,바이오·의약품,1.1875,0.0,63.7,73.2,↩️ PULL (눌림),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,3,20251211,20251211,22.92,11.97,13.38,11.97,1.41
KOSDAQ,솔브레인,357780,기타 화학제품 제조업,262500,80.92,20418.7,64.8,56.9,0.35,885.0743,-912.1004,0.8,-4.02,6.28,12.9,11.97,0.93,4,★,"RSI적정, 20선근접, 장기추세(120↑), MACD>Sig",262500,244000,284500,308500,기타 화학제품 제조업,화학·소재,1.1891891891891893,0.0,62.8,65.3,🔁 MR (반전),③ 박스 / 중립,✅ 20일선 부근의 안전한 눌림목 구간입니다.,3,20251211,20251211,22.92,11.97,12.9,11.97,0.93
KOSPI,삼영,003720,플라스틱제품 제조업,6750,96.5,2295.0,59.8,76.5,-1.85,-79.792,-42.60758,0.49,-11.53,-3.3,19.68,22.92,-3.24,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI)",6750,6280,7320,7930,플라스틱제품 제조업,기타,1.2127659574468086,0.0,61.6,65.0,🔁 MR (반전),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,3,20251211,20251211,22.92,11.97,19.68,22.92,-3.24
KOSDAQ,켐트로닉스,089010,기타 화학제품 제조업,31750,218.0,5187.7,77.4,81.3,5.25,289.8284,2.3753,1.06,3.08,7.99,10.24,11.97,-1.73,4,★,"MACD상승, 장기추세(120↑), 자금유입(MFI), MACD>Sig",31050,28900,33700,36500,기타 화학제품 제조업,화학·소재,1.2325581395348837,2.254428341384863,60.6,64.9,🔼 BRK (돌파),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,10.24,11.97,-1.73
KOSDAQ,NHN KCP,060250,금융 지원 서비스업,15590,56.13,6261.0,41.1,48.4,-3.16,-68.8147,0.55628,0.76,-1.52,-3.17,12.16,11.97,0.19,2,,"MACD상승, 장기추세(120↑)",15590,14500,16900,18320,금융 지원 서비스업,금융,1.201834862385321,0.0,60.6,62.2,↩️ PULL (눌림),③ 박스 / 중립,📈 상승 추세가 견고하게 유지되고 있습니다. ,3,20251211,20251211,22.92,11.97,12.16,11.97,0.19
KOSDAQ,피엔티,137400,특수 목적용 기계 제조업,42450,74.68,10078.9,70.6,61.3,3.28,235.0602,-36.84722,1.36,3.16,6.93,10.26,11.97,-1.71,6,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",42350,39500,46600,50900,특수 목적용 기계 제조업,조선·기계·설비,1.4912280701754386,0.23612750885478156,60.5,65.4,🔺 Watch (상승 준비),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. ,3,20251211,20251211,22.92,11.97,10.26,11.97,-1.71
KOSDAQ,SG,255220,기타 비금속 광물제품 제조업,2545,66.63,2614.7,57.9,65.4,5.07,-2.5245,3.57196,0.88,6.93,-1.74,11.62,11.97,-0.35,5,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI)",2495,2320,2705,2930,기타 비금속 광물제품 제조업,기타,1.2,2.004008016032064,59.9,57.6,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,11.62,11.97,-0.35
KOSDAQ,펄어비스,263750,소프트웨어 개발 및 공급업,37300,97.58,23964.4,47.4,51.9,-1.26,-105.9805,-34.97277,1.47,-3.62,4.92,10.68,11.97,-1.29,4,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑)",37300,35000,40100,43100,소프트웨어 개발 및 공급업,IT/전기전자,1.2173913043478262,0.0,59.4,63.8,🔁 MR (반전),③ 박스 / 중립,✅ 20일선 부근의 안전한 눌림목 구간입니다.,3,20251211,20251211,22.92,11.97,10.68,11.97,-1.29
KOSDAQ,두산테스나,131970,"그외 기타 전문, 과학 및 기술 서비스업",43350,53.54,8378.4,61.5,52.4,-1.43,-72.541,-3.03905,0.95,-1.48,-1.14,10.73,11.97,-1.24,2,,"RSI적정, 장기추세(120↑)",43350,40550,46700,50300,"그외 기타 전문, 과학 및 기술 서비스업",서비스 기타,1.1964285714285714,0.0,59.3,60.9,↩️ PULL (눌림),③ 박스 / 중립,✅ 20일선 부근의 안전한 눌림목 구간입니다.,3,20251211,20251211,22.92,11.97,10.73,11.97,-1.24
KOSPI,LG전자,066570,통신 및 방송 장비 제조업,94700,749.02,154253.4,65.9,64.2,5.51,717.9931,-150.18054,1.09,-0.11,10.89,24.77,22.92,1.85,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",92400,86200,99900,108000,통신 및 방송 장비 제조업,IT/전기전자,1.2096774193548387,2.4891774891774894,59.2,60.5,🔺 Watch (상승 준비),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,24.77,22.92,1.85
KOSPI,CJ CGV,079160,"영화, 비디오물, 방송프로그램 제작 및 배급업",6130,89.64,10150.1,59.1,65.8,8.21,1.9363,25.19161,1.37,10.65,8.11,20.2,22.92,-2.72,7,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5830,5430,6450,7060,"영화, 비디오물, 방송프로그램 제작 및 배급업",미디어·콘텐츠,1.55,5.145797598627787,58.6,50.2,🔼 BRK (돌파),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,20.2,22.92,-2.72
KOSPI,GS,078930,기타 금융업,56100,437.36,52125.5,32.6,16.3,-3.57,-606.5443,-54.44048,2.89,-4.43,-0.88,20.52,22.92,-2.4,3,,"거래량↑, 정배열(단), 장기추세(120↑)",56100,52500,60400,65100,기타 금융업,금융,1.1944444444444444,0.0,58.0,68.1,🔁 MR (반전),③ 박스 / 중립,특이사항 없음. 기술적 지표를 참고하세요.,3,20251211,20251211,22.92,11.97,20.52,22.92,-2.4
KOSDAQ,나노신소재,121600,기타 화학제품 제조업,59500,50.45,7265.7,63.3,48.7,4.65,608.4976,-29.61204,0.94,5.68,11.63,9.98,11.97,-1.99,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",58600,54500,63500,68800,기타 화학제품 제조업,화학·소재,1.1951219512195121,1.5358361774744027,56.9,58.1,🔺 Watch (상승 준비),③ 박스 / 중립,특이사항 없음. 기술적 지표를 참고하세요.,3,20251211,20251211,22.92,11.97,9.98,11.97,-1.99
KOSDAQ,삼천당제약,000250,의약품 제조업,237000,437.41,55594.2,65.9,59.1,7.56,1979.6597,540.67085,1.37,6.04,13.13,11.27,11.97,-0.7,5,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",227000,211000,246000,266500,의약품 제조업,바이오·의약품,1.1875,4.405286343612335,56.6,59.0,🔼 BRK (돌파),③ 박스 / 중립,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,11.27,11.97,-0.7
KOSDAQ,감성코퍼레이션,036620,기타 전문 도매업,6430,190.94,5819.4,62.6,53.5,5.37,42.5566,-32.37218,2.49,-3.45,6.11,11.83,11.97,-0.14,5,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",6290,5850,6810,7390,기타 전문 도매업,기타,1.1818181818181819,2.2257551669316373,55.7,63.9,🔺 Watch (상승 준비),③ 박스 / 중립,⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,11.83,11.97,-0.14
