시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSPI,SK하이닉스,000660,반도체 제조업,1601000,105581.02,11410364.9,10558101860470.0,92.3,83.4,34.45,53.59,0,0,0,10.64,23.92,37.31,80.7,76.52,169.98,70.49,45.57,114.26,0.0,0.0,1,188.27,8.5,33.22,1,0,0.99,0.98,429068,-240150,188918,,1,1,1354500.0,1009282,58.63,0.1749,1.57,0.9,False,O,▲,1389761,▲,O,X,9.88,250,0,1,1,1,1250000.0,1114000.0,1614000.0,1838000.0,2123000.0,split,50.0,NORMAL+WARN:mcap=11410365억 — 원 단위 혼입 의심(>1000조)+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + 당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,10.88,4.0,2.7,normal,7,v1_sl_first_gap_at_open,NORMAL+WARN:mcap=11410365억 — 원 단위 혼입 의심(>1000조)+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + 당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,반도체 제조업,반도체,9.8315625,58.5784375,2.0,18.7,OK,90.0,90.0,4,1,82.1,94.0,18.7,74.2,74.2,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,대한전선,001440,절연선 및 케이블 제조업,69200,20345.37,129021.5,2034537230800.0,92.1,95.4,64.37,101.1,0,0,0,14.0,58.9,71.29,139.45,124.68,182.45,129.24,93.73,126.73,0.0,0.0,1,144.63,12.0,39.21,1,0,2.78,0.9,0,0,0,,1,1,49195.0,41207,67.93,0.6403,1.93,2.3,False,O,▲,55486,▲,O,X,3.13,250,0,1,1,1,44200.0,37550.0,74000.0,87300.0,104200.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,15.05,4.0,4.5,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,절연선 및 케이블 제조업,기타,5.286491228070175,17.488771929824562,8.0,78.9,OK,67.5,67.5,6,1,93.5,71.0,78.9,81.6,81.6,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,SK스퀘어,402340,기타 금융업,1089000,18301.29,1437026.8,1830128857500.0,97.7,92.3,51.2,80.47,0,0,0,9.89,38.02,55.35,123.61,99.45,303.33,113.4,68.5,247.61,0.023,0.023,1,97.48,10.7,42.07,1,0,0.82,0.91,0,0,0,,1,1,889750.0,627954,73.42,0.3917,2.54,1.49,False,O,▲,905424,▲,O,X,11.0,250,0,1,1,1,756000.0,646000.0,1149000.0,1337000.0,1575000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,14.55,4.0,3.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기타 금융업,금융,5.358684210526316,22.542368421052632,7.0,52.4,OK,62.0,62.0,4,1,78.9,54.0,52.4,63.6,63.6,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,삼성전기,009150,전자부품 제조업,912000,11196.93,681206.5,1119693435288.0,87.3,85.0,29.51,79.62,0,0,0,-0.65,14.86,34.12,97.4,196.59,293.1,87.19,165.64,237.38,0.015,0.015,1,240.11,11.2,52.44,1,0,0.88,0.89,0,0,0,,1,1,768100.0,506104,80.2,-0.1184,1.59,0.5,False,O,▲,901492,▲,O,X,5.77,250,0,1,1,1,739000.0,643000.0,971000.0,1161000.0,1402000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,12.99,4.0,2.4,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,전자부품 제조업,IT/전기전자,6.013999999999999,26.74494736842105,6.0,74.7,OK,63.0,63.0,2,0,79.4,59.4,74.7,70.5,70.5,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,삼성증권,016360,금융 지원 서비스업,149500,6482.11,133503.5,648210606850.0,84.4,86.2,33.58,41.96,0,0,0,8.41,32.65,36.9,55.41,60.75,97.23,45.2,29.8,41.51,0.067,0.067,1,92.56,8.9,13.08,1,0,1.32,0.8,0,0,0,,1,1,127710.0,110351,35.48,0.4698,5.95,0.4,False,O,▲,119788,▲,O,X,16.82,250,0,1,1,1,117500.0,104900.0,163000.0,184400.0,211500.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,10.72,4.0,3.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,금융 지원 서비스업,서비스 기타,5.893783783783784,14.986216216216217,10.0,81.0,OK,42.0,42.0,6,1,83.5,27.0,81.0,60.4,60.4,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSPI,SK증권,001510,금융 지원 서비스업,5640,6215.4,13045.0,621540204235.0,87.5,77.5,34.36,71.15,0,0,0,8.67,16.41,51.21,51.21,195.29,319.96,41.0,164.34,264.24,0.039,0.039,1,37.06,12.0,0.0,0,0,7.65,0.78,0,0,0,,1,1,4839.5,4223,33.52,0.1582,4.63,0.4,False,O,▲,5294,▲,O,X,7.9,250,0,1,1,1,4410.0,3875.0,6190.0,7420.0,8970.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,12.13,5.0,3.3,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,금융 지원 서비스업,서비스 기타,5.893783783783784,14.986216216216217,10.0,39.4,OK,4.5,4.5,4,1,51.7,0.0,39.4,28.6,28.6,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,대원전선,006340,절연선 및 케이블 제조업,18040,6087.71,14146.0,608770976970.0,95.7,99.1,109.82,191.61,0,0,0,3.98,77.38,178.4,246.26,381.07,363.75,236.05,350.12,308.03,0.021,0.021,1,192.06,12.0,24.42,1,0,6.32,0.85,0,0,0,,1,1,12529.0,8404,114.65,1.0484,0.94,2.4,False,O,▲,14455,▲,O,X,3.75,250,0,1,1,1,9030.0,7670.0,20300.0,24900.0,30750.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,15.06,5.0,8.3,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,절연선 및 케이블 제조업,기타,5.286491228070175,17.488771929824562,8.0,80.5,OK,59.74527016545371,59.74527016545371,6,1,92.8,61.5,80.5,77.8,77.8,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,LS ELECTRIC,010120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",315500,5326.0,473250.0,532599529000.0,96.8,87.6,48.78,94.18,0,0,0,7.31,23.48,71.28,97.43,157.76,241.08,87.22,126.81,185.36,0.014,0.014,1,232.04,10.9,19.04,1,0,1.43,0.93,0,0,0,,1,1,247470.0,182225,73.14,0.2108,1.29,0.17,False,O,▲,288143,▲,O,X,3.91,250,0,1,1,1,222500.0,192300.0,328500.0,387500.0,463000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,13.57,4.0,3.5,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,22.31625,53.091875,1.0,19.3,OK,62.0,62.0,6,1,86.8,72.3,19.3,67.5,67.5,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,효성중공업,298040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",4597000,4828.19,428649.5,482819178500.0,91.2,75.8,37.33,66.27,0,0,0,8.73,16.65,52.72,74.59,94.21,103.86,64.38,63.26,48.14,0.0,0.0,1,98.28,9.2,15.58,1,0,1.13,0.98,0,0,0,,1,1,3669000.0,2903406,58.33,0.1031,1.71,1.27,False,O,▲,4176206,▲,O,X,0.45,250,0,1,1,1,3515000.0,3110000.0,4640000.0,5331000.0,6210000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,11.52,4.0,2.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,22.31625,53.091875,1.0,17.2,OK,84.0,84.0,6,1,83.8,97.3,17.2,75.9,75.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,두산에너빌리티,034020,일반 목적용 기계 제조업,127000,4976.51,813512.7,497651406650.0,85.3,77.9,11.49,43.32,0,0,0,-0.16,-1.47,14.41,32.71,39.25,60.15,22.5,8.3,4.43,0.011,0.011,1,33.22,8.2,19.15,1,0,1.22,0.89,35306,-5334,29972,,1,1,113605.0,102572,23.82,-0.2927,0.97,-0.91,False,O,▲,133003,▲,X,X,0.55,250,0,1,1,1,127000.0,117700.0,131100.0,138600.0,145200.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,7.32,4.0,0.4,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,BB_UPPER,75,ATR_3.5x,45,0.0,일반 목적용 기계 제조업,조선·기계·설비,4.119493670886076,30.38025316455696,3.0,82.8,OK,46.88612928240262,46.88612928240262,4,1,92.1,55.7,82.8,75.7,75.7,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,두산퓨얼셀,336260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",78300,3578.34,51281.6,357834076100.0,90.3,88.5,64.08,89.93,0,0,0,29.21,54.13,83.8,119.02,130.29,108.24,108.81,99.34,52.52,0.0,0.0,1,120.16,12.0,21.57,1,0,1.7,1.0,41264,5324,46588,,1,1,51440.0,45304,72.83,0.4487,3.73,2.46,False,O,▲,61388,▲,O,X,-0.99,250,1,1,1,1,50100.0,42550.0,78500.0,91400.0,107800.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.07,4.0,3.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,22.31625,53.091875,1.0,29.2,OK,68.62534295580525,68.62534295580525,6,1,91.2,80.3,29.2,74.4,74.4,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,POSCO홀딩스,005490,1차 철강 제조업,506000,3054.27,400962.1,305427229500.0,90.0,87.6,23.92,48.46,0,0,0,0.8,21.2,29.91,44.99,41.74,65.9,34.78,10.79,10.18,0.0,0.0,1,48.78,8.3,15.45,1,0,1.35,0.93,0,0,0,,1,1,432500.0,386844,30.8,0.1414,1.1,0.86,False,O,▲,482232,▲,O,X,3.19,250,0,1,1,1,428500.0,392000.0,519000.0,574000.0,644000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.52,4.0,2.5,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,1차 철강 제조업,철강·금속,11.52125,24.68875,5.0,35.9,OK,66.20359658312728,66.20359658312728,6,1,85.8,73.6,35.9,70.9,70.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,SK,034730,기타 금융업,520000,3002.79,377014.1,300279246000.0,95.7,94.1,33.68,49.44,0,0,0,9.36,26.21,37.93,65.61,60.49,104.72,55.4,29.54,49.0,0.0,0.0,1,92.62,9.8,22.15,1,0,0.75,0.73,0,0,0,,1,1,457750.0,368228,41.22,0.2851,2.94,1.21,False,O,▲,449988,▲,O,X,9.15,250,0,1,1,1,408500.0,361500.0,600000.0,683000.0,787000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,11.51,4.0,4.1,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기타 금융업,금융,5.358684210526316,22.542368421052632,7.0,85.6,OK,43.46858159630954,43.46858159630954,4,1,49.6,34.3,85.6,50.7,50.7,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,유안타증권,003470,금융 지원 서비스업,7830,2387.27,15628.4,238726837260.0,90.3,96.9,49.6,52.93,0,0,0,29.85,44.46,56.29,73.23,73.61,107.97,63.02,42.66,52.25,0.0,0.0,1,7.31,10.0,10.01,1,0,6.22,1.0,0,0,0,,1,1,5497.5,5875,33.26,0.3987,9.87,2.86,False,O,▲,5838,▲,O,X,12.6,250,1,1,1,1,5500.0,4830.0,7830.0,8830.0,10110.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,12.18,5.0,3.5,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,금융 지원 서비스업,서비스 기타,5.893783783783784,14.986216216216217,10.0,45.1,OK,56.5,56.5,6,1,95.0,52.8,45.1,68.1,68.1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
