시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSDAQ,삼천당제약,000250,의약품 제조업,485000,6809.28,113768.7,680927540250.0,37.8,32.3,-40.89,99.88,0,0,0,-6.55,-34.81,-56.5,-37.34,97.96,138.92,-43.57,79.09,104.96,0.439,0.109,1,117.02,12.0,-39.58,0,0,1.04,0.06,485000.0,412000.0,1233000.0,1505000.0,1851000.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.05,4.0,10.2,NORMAL+WARN:ATR%=24.2% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,0,-1,908000.0,580270,-16.42,-1.537,2.78,0.2,False,X,▲,645665,▼,X,X,0,0,0,-15.8,250,0,1,1,1,0.0,의약품 제조업,바이오·의약품,-10.189333333333334,-10.078,15.0,33.4,OK,37.61268935312567,37.61268935312567,0,0,0.0,41.8,33.4,17.1,17.1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
KOSDAQ,대한광통신,010170,절연선 및 케이블 제조업,14690,9769.69,22840.8,976969080015.0,77.0,85.6,60.15,104.01,0,0,0,16.22,56.11,60.2,105.17,398.81,1023.09,98.94,379.94,989.13,0.0,0.0,1,646.29,12.0,6.72,0,0,3.32,0.94,9630.0,8180.0,15190.0,18550.0,22850.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.06,5.0,3.8,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,8784.0,7039,108.67,0.6922,1.65,0.82,False,O,▲,12366,▲,O,X,0,0,0,9.97,250,0,1,1,1,0.0,절연선 및 케이블 제조업,기타,-1.237570093457944,-1.5914953271028043,11.0,76.0,OK,74.72401662703376,74.72401662703376,6,1,94.1,69.0,76.0,84.2,84.2,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,광전자,017900,반도체 제조업,8100,3035.68,4693.4,303568078105.0,89.0,86.6,140.07,212.78,0,0,0,7.71,143.98,138.59,293.2,350.5,320.56,286.97,331.63,286.6,0.0,0.0,1,147.53,12.0,36.0,1,0,1.51,0.79,3545.0,3010.0,9770.0,11950.0,14720.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.09,6.0,11.6,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,hold,0.0,,1,1,5277.0,4465,81.41,1.4441,2.64,1.84,False,O,▲,5533,▲,O,X,0,0,0,18.88,250,0,1,1,1,0.0,반도체 제조업,반도체,10.499130434782609,12.604347826086958,3.0,56.9,OK,47.43375810918944,47.43375810918944,6,1,85.7,46.7,56.9,70.2,70.2,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][갭과대: 갭 15%+ 비정상][RSI극단: RSI 85+ 극단과열]
KOSPI,엘앤에프,066970,일차전지 및 이차전지 제조업,184100,2223.02,74238.5,222302430850.0,86.7,89.6,33.28,79.24,0,0,0,-0.49,24.9,26.7,61.35,76.68,148.45,55.12,57.81,114.49,0.014,0.014,1,47.35,12.0,35.4,1,0,1.83,0.88,145000.0,123200.0,195300.0,223500.0,259000.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.03,4.0,2.3,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,140960.0,133888,37.5,0.144,1.09,1.3,False,O,▲,178392,▲,O,X,0,0,0,3.68,250,0,1,1,1,0.0,일차전지 및 이차전지 제조업,2차전지,5.8518181818181825,22.882727272727273,2.0,80.0,OK,53.28579114002208,53.28579114002208,6,1,91.1,62.6,80.0,81.8,81.8,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,한국첨단소재,062970,통신 및 방송 장비 제조업,4160,1717.83,1583.3,171782901895.0,76.6,79.5,69.51,144.02,0,0,0,1.59,80.48,77.4,174.41,171.54,109.78,168.18,152.67,75.82,0.0,0.0,1,92.33,12.0,45.53,1,0,1.71,0.75,2575.0,2190.0,5050.0,6080.0,7380.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.95,6.0,6.4,NORMAL+WARN:ATR%=20.6% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,hold,0.0,,1,-1,4205.5,2934,41.74,0.5313,3.62,0.66,False,O,▲,3631,▲,O,X,0,0,0,12.33,249,0,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,3.695657894736842,16.491184210526313,4.0,68.4,OK,28.0,28.0,6,1,87.6,16.1,68.4,65.9,65.9,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,GS글로벌,001250,상품 종합 도매업,3760,821.37,3103.3,82136763946.0,76.1,89.5,36.19,58.71,0,1,0,9.3,42.97,44.34,47.45,70.14,52.23,41.22,51.27,18.27,0.0,0.0,1,4.7,12.0,1.22,1,0,3.61,0.88,2900.0,2470.0,3935.0,4410.0,5010.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.83,6.0,2.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,2859.5,3111,20.84,0.8518,3.85,2.72,False,O,▲,3209,▲,O,X,0,0,0,-2.91,250,0,1,1,1,0.0,상품 종합 도매업,기타,-1.237570093457944,-1.5914953271028043,11.0,72.5,OK,65.5,65.5,6,1,69.5,72.8,72.5,70.9,70.9,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,풍산홀딩스,005810,기타 금융업,54100,728.26,7799.8,72826099150.0,79.9,96.6,38.34,60.31,0,0,0,-1.28,52.18,48.02,39.97,46.61,35.08,33.74,27.74,1.12,0.507,0.507,0,-0.15,12.0,-5.56,0,0,1.18,0.75,41050.0,35950.0,60900.0,68300.0,77600.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,12.42,5.0,3.9,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,43425.0,48760,10.95,1.1917,3.81,0.07,False,O,▲,42627,▲,O,X,0,0,0,1.28,250,0,1,1,1,0.0,기타 금융업,금융,2.1119148936170213,-1.0446808510638297,10.0,91.2,OK,34.5,34.5,4,1,41.0,3.3,91.2,41.6,41.6,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,기가레인,049080,전자부품 제조업,2405,725.26,2041.4,72526300441.0,89.6,99.9,123.78,265.62,0,0,0,0.21,98.6,259.49,423.97,326.42,422.83,417.74,307.55,388.87,0.314,0.314,0,-0.85,12.0,51.84,1,0,0.77,0.84,1128.0,959.0,2765.0,3420.0,4255.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.98,6.0,9.7,NORMAL+WARN:ATR%=22.1% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,1347.4,1620,48.39,0.8444,1.19,-0.23,False,O,▲,2193,▲,O,X,0,0,0,9.17,249,0,1,1,1,0.0,전자부품 제조업,IT/전기전자,3.695657894736842,16.491184210526313,4.0,65.5,OK,50.00799263461024,50.00799263461024,4,1,50.6,19.1,65.5,45.7,45.7,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,로킷헬스케어,376900,의료용품 및 기타 의약 관련제품 제조업,94400,625.56,14857.4,62555992350.0,36.4,42.2,-21.22,53.25,0,0,0,-5.41,-36.17,-21.53,-2.68,31.66,228.92,-8.91,12.79,194.96,0.087,0.027,1,161.24,12.0,-6.04,0,0,1.63,0.06,94400.0,87500.0,153800.0,181900.0,217500.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,7.31,5.0,8.6,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,0,-1,155130.0,87445,7.95,-1.8243,1.13,-2.99,True,O,▲,123784,▼,X,X,0,0,0,0.4,223,0,1,1,1,0.0,의료용품 및 기타 의약 관련제품 제조업,기타,-1.237570093457944,-1.5914953271028043,11.0,87.2,OK,29.62610842149639,29.62610842149639,2,0,10.9,40.4,87.2,33.5,33.5,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
KOSDAQ,RF머트리얼즈,327260,전자부품 제조업,71800,557.57,6099.5,55756984850.0,57.7,62.6,6.47,37.44,1,3,0,-2.71,3.16,1.7,7.97,204.24,359.67,1.74,185.37,325.71,0.006,0.006,1,295.43,12.0,14.23,0,0,1.34,0.47,71800.0,61000.0,92900.0,95100.0,112500.0,SWING_20D,80,ATR_2x,70,ATR_3.5x,45,v1_sl_first_gap_at_open,15.04,5.0,2.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,hold,0.0,,1,1,52130.0,50552,42.03,0.1315,1.83,-2.31,False,O,▲,74512,▲,X,X,0,0,0,15.18,250,0,1,1,1,0.0,전자부품 제조업,IT/전기전자,3.695657894736842,16.491184210526313,4.0,28.1,OK,49.5,49.5,10,1,89.6,74.8,28.1,73.6,73.6,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
