LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,STRATEGY_SCORE,STRATEGY_HORIZON,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON,ENTRY_RISK_FLAG,ENTRY_RISK_LEVEL,ENTRY_RISK_RULE,ENTRY_RISK_REASON,BUY_NOW_SCORE,BUY_NOW_GRADE,BUY_NOW_PASS,BUY_NOW_REASON,BUY_NOW_ELIGIBLE,NO_CHASE_FLAG,PULLBACK_WAIT_FLAG,ANTI_STRUCT_REVERSAL_FLAG,ANTI_STRUCT_REVERSAL_TYPE,ANTI_STRUCT_REVERSAL_SCORE,ANTI_STRUCT_REVERSAL_REASON,ENTRY_EDGE_SCORE,ENTRY_EDGE_LEVEL,ENTRY_EDGE_RULE,ENTRY_EDGE_REASON,ENTRY_EDGE_SHADOW_FLAG,EST_WIN_RATE_REALIZED_CAP,STRICT_OFFICIAL_BUY_ELIGIBLE,OFFICIAL_FUNNEL_STAGE,OFFICIAL_BLOCK_REASON_1,OFFICIAL_BLOCK_REASON_2,OFFICIAL_NEAR_MISS_SCORE,OFFICIAL_NEAR_MISS_TYPE,CANDIDATE_TRIAGE_TYPE,MACRO_REGIME_MODE,FX_HIGH_REGIME_FLAG,FX_STALE_FLAG,MARKET_INTERNAL_WEAK_FLAG,MACRO_HARD_BLOCK_SHADOW,MACRO_RELAXED_SHADOW_PASS,SHADOW_MACRO_RELAXED_ELIGIBLE,SHADOW_ENTRY_RELAXED_ELIGIBLE,SHADOW_SCORE_RELAXED_ELIGIBLE
344,015760,한국전력,KOSPI,기타,39050,785.08,250687.0,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,9.6,9.6,0.0,23.9,18.1,0.0,14.4,14.0,23.9,70.1,2.09,0.0,RR2.1 + 진입적정,0,39050.0,35150.0,47200.0,49050.0,,-1.98,0.8,44655,-20.35,특이사항 없음,0,-9.61,32.1,-5.5,,,저점 이탈,조건 미충족,CRITICAL,23.8,전기업,78507917875.0,25.4,25.89,0,0,-1.14,5.83,-4.17,-14.83,-33.25,-24.76,-38.57,-64.34,-130.06,0.983,0.105,0,10.8,0,0,1.12,0.26,0,0,0,0,-1,43355.0,-12.55,0.2913,False,X,▼,37993,▲,O,X,1.39,250,0,-1,-1,1,56800.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,9.99,4.0,2.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,0.0,전기업,5.0027027027027025,-6.766126126126127,5.0,0.054143040058533015,-0.046066273470187574,0.2692307692307692,OK,18.1,OK,31.447103239328086,31.447103239328086,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,9.6,9.6,9.6,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,2.09,0.852,0.852,0.0,0.0,,v22_calibrated,,,,,,,,True,20.9,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=24<70,100.0,GREEN,,,0,True,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,50.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
345,068270,셀트리온,KOSPI,바이오·의약품,190000,1291.69,422032.4,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,11.1,11.1,0.0,14.3,37.4,0.0,14.3,17.2,37.4,53.2,1.14,0.0,RR1.1 + 진입적정,0,190000.0,174200.0,208000.0,235500.0,,0.45,0.96,200079,-6.94,특이사항 없음,0,-5.02,40.3,-1.98,,,MFI 약세,조건 미충족,CRITICAL,23.8,기초 의약물질 제조업,129168997400.0,22.8,14.87,0,0,-2.31,5.91,-0.26,-6.86,-20.34,2.59,-30.6,-51.43,-102.71,0.847,0.404,0,9.0,0,0,1.04,0.4,0,0,0,0,-1,206910.0,-5.04,0.2267,False,X,▼,188795,▲,O,X,-0.26,250,0,-1,1,1,251000.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.32,4.0,1.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,기초 의약물질 제조업,7.59125,-12.964375,7.0,0.04483082706766917,-0.042240335321636686,0.09045226130653267,OK,37.4,OK,30.91353396956214,30.91353396956214,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,11.1,11.1,11.1,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,1.139,0.852,0.852,0.0,0.0,,v22_calibrated,,,,,,,,True,9.5,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=14<70,100.0,GREEN,,,0,True,0,BELOW_OFFICIAL_BAR,TOP_PICK=0,EBS 미통과/불명,25.0,IGNORE,IGNORE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
346,128940,한미약품,KOSPI,바이오·의약품,485500,591.48,62197.4,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,51.7,51.7,52.2,73.7,22.9,0.0,14.3,49.6,50.8,36.5,0.37,0.0,진입적정,0,485500.0,424500.0,508000.0,605000.0,,1.35,0.94,488600,8.67,특이사항 없음,0,-3.45,61.7,7.34,TIMING 강점,STRUCT 보조,5일 급등,조건 미충족,CRITICAL,23.8,의약품 제조업,59148118500.0,68.0,20.21,0,0,-0.72,17.13,9.1,-1.82,-18.13,8.01,-25.56,-49.22,-97.29,0.506,0.363,1,12.0,1,0,1.09,0.78,0,0,0,1,1,365650.0,-0.63,0.4202,False,X,▲,457864,▲,O,X,0.0,250,0,1,1,1,647000.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,12.56,4.0,0.4,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,의약품 제조업,7.59125,-12.964375,7.0,0.07440782698249228,0.10503546299015284,0.4,OK,22.9,OK,61.85961865511426,61.85961865511426,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,51.7,51.7,51.7,31.09,-7.41,FRESH,0.457,,False,0.334,True,MATURE,7573.0,0.369,0.852,0.369,0.0,0.0,,v22_calibrated,,,,,,,,True,4.6,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,0.0,AVOID,0,RR 0.37,0,0,0,0,,0.0,S=52≥50,100.0,GREEN,,,0,True,0,BELOW_OFFICIAL_BAR,TOP_PICK=0,,5.0,IGNORE,IGNORE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
347,001430,세아베스틸지주,KOSPI,철강·금속,55500,296.41,19903.5,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,9.5,9.5,0.0,21.7,20.6,0.0,14.1,14.1,21.7,72.9,7.89,0.0,RR7.9 + 진입적정,0,55500.0,51900.0,83900.0,92500.0,,-1.17,1.32,68111,-23.57,특이사항 없음,3,-18.66,37.3,-19.57,,,저점 이탈,조건 미충족,CRITICAL,23.8,1차 철강 제조업,29640952400.0,48.4,32.37,0,0,-9.17,-8.57,-23.34,-23.45,-19.68,100.0,-47.19,-50.77,-5.3,0.684,0.142,0,12.0,0,0,0.88,0.06,0,0,0,0,-1,82360.0,-18.52,-0.2256,True,X,▼,62275,▼,X,X,0.98,250,0,-1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.49,5.0,7.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_120D,45,,0,0.0,1차 철강 제조업,0.8984615384615385,-12.994615384615383,8.0,0.14517374517374518,-0.059588043556981884,0.012195121951219513,OK,20.6,OK,33.01241564477225,33.01241564477225,0,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,9.5,9.5,9.5,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,7.889,0.852,0.852,0.0,0.0,,v22_calibrated,,,,,,,,True,51.2,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,70.0,BUY,1,전일 -9.2%,0,0,0,0,,0.0,T=22<70,100.0,GREEN,,,0,True,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,45.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
348,035250,강원랜드,KOSPI,서비스 기타,15070,129.57,32240.8,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,9.1,9.1,0.0,26.7,12.2,0.0,14.1,13.0,26.7,66.6,3.3,0.0,RR3.3 + 진입적정,0,15070.0,14370.0,17380.0,19200.0,,-1.74,1.18,17010,-16.67,특이사항 없음,0,-5.12,30.1,-6.34,,,저점 이탈,조건 미충족,CRITICAL,23.8,유원지 및 기타 오락관련 서비스업,12957496870.0,29.2,16.54,0,0,-1.7,-2.02,-3.71,-12.18,-20.89,-15.62,-35.92,-51.98,-120.92,0.989,0.087,0,6.0,0,1,0.91,0.1,0,0,0,0,-1,16469.0,-11.41,0.0355,True,X,▼,15309,▼,X,X,-0.46,250,0,-1,-1,1,19590.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.64,5.0,3.3,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,유원지 및 기타 오락관련 서비스업,1.0279310344827586,-25.05034482758621,12.0,0.029054886719120293,-0.5624982581718607,0.15384615384615385,OK,12.2,OK,37.55836136977051,37.55836136977051,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,9.1,9.1,9.1,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,3.3,0.852,0.852,0.0,0.0,,v22_calibrated,,,,,,,,True,15.3,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=27<70,100.0,GREEN,,,0,True,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,50.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
349,055550,신한지주,KOSPI,금융,92800,1001.35,440479.2,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,14.4,14.4,4.7,1.3,57.5,0.0,14.1,21.2,56.2,29.8,1.85,0.0,RR1.9 + 진입적정,0,92800.0,88200.0,101300.0,105500.0,,-1.56,0.81,94695,-4.67,특이사항 없음,0,-3.7,34.4,-3.87,AI 강점,,,조건 미충족,CRITICAL,23.8,기타 금융업,100134800350.0,34.3,9.36,0,1,-2.32,-1.28,-2.52,-6.92,-4.23,18.52,-30.66,-35.32,-86.78,0.467,0.43,0,7.8,0,0,1.24,0.17,0,0,0,0,-1,101730.0,-2.0,0.0673,True,X,▲,94439,▼,X,X,-0.21,250,0,1,1,1,112400.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.96,4.0,1.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,기타 금융업,1.081,-22.224,11.0,0.03902401477832512,-0.1075573527546268,0.07317073170731707,OK,57.5,OK,19.175393349875243,19.175393349875243,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,14.4,14.4,14.4,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,1.848,0.852,0.852,0.0,0.0,,v22_calibrated,,,,,,,,True,9.2,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=1<70,100.0,GREEN,,,0,True,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,50.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
350,105840,우진,KOSPI,기타,20750,66.27,4191.0,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,9.4,9.4,0.0,21.7,20.0,0.0,14.0,13.9,21.7,72.9,5.87,0.0,RR5.9 + 진입적정,0,20750.0,19080.0,30550.0,31700.0,,-1.7,0.54,26478,12.33,특이사항 없음,0,-14.62,22.3,-14.16,거래품질 우수,,MFI 약세,조건 미충족,CRITICAL,23.8,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",6626729455.0,6.8,51.98,0,0,-2.35,2.72,-10.56,-27.07,-18.15,27.3,-50.81,-49.24,-78.0,0.663,0.115,1,12.0,0,0,2.14,0.1,0,0,0,0,-1,25875.0,-21.63,0.4601,False,X,▲,20035,▲,O,X,0.0,250,0,1,1,1,35400.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,8.05,6.0,5.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",5.0027027027027025,-6.766126126126127,5.0,0.08407917383820998,-0.008561016977453038,0.3191489361702128,OK,20.0,OK,15.931954941360415,15.931954941360415,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,9.4,9.4,9.4,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,5.868,0.852,0.852,0.0,0.0,,v22_calibrated,,,,,,,,True,47.2,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=22<70,100.0,GREEN,,,0,True,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,50.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
351,000440,중앙에너비스,KOSDAQ,기타,17000,118.66,1058.6,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,20.1,20.1,26.2,0.0,28.5,0.0,13.9,18.2,28.5,64.4,5.79,0.0,RR5.8 + 진입적정,0,17000.0,15930.0,23200.0,38000.0,,-0.5,5.1,29484,-46.42,특이사항 없음,0,-13.98,19.5,-11.51,거래품질 우수,,저점 이탈,조건 미충족,CRITICAL,23.8,기타 전문 도매업,11865732985.0,72.4,27.52,0,0,-2.19,-6.64,-11.96,-21.3,-12.55,9.32,-11.37,-5.14,-16.17,0.905,0.036,0,12.0,0,0,7.01,0.08,0,0,0,0,-1,20206.0,-42.34,-0.0192,True,X,▲,17499,▼,X,X,-0.92,250,0,1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.29,6.0,5.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,기타 전문 도매업,5.0027027027027025,-6.766126126126127,5.0,0.07222689075630252,0.004276028797911734,0.7357859531772575,OK,28.5,OK,1.5,1.5,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,20.1,20.1,20.1,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,5.794,0.852,0.852,0.0,0.0,,v22_calibrated,,,,,,,,True,36.5,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=0<70,100.0,GREEN,,,0,True,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,45.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
352,051600,한전KPS,KOSPI,기타,51300,103.41,23085.0,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,10.4,10.4,1.5,17.4,26.3,0.0,13.9,15.1,24.8,69.0,4.71,0.0,RR4.7 + 진입적정,0,51300.0,48500.0,64500.0,69000.0,,-2.49,1.02,59315,-11.43,특이사항 없음,0,-9.75,21.6,-10.11,,,저점 이탈,조건 미충족,CRITICAL,23.8,전기 및 통신 공사업,10341246000.0,38.0,26.34,0,0,-1.91,-2.29,-8.39,-20.47,-17.26,-3.02,-44.21,-48.35,-108.32,0.965,0.289,0,9.4,0,0,1.37,0.09,0,0,0,0,-1,58580.0,-13.51,0.0899,True,X,▲,52127,▼,X,X,0.76,250,0,1,-1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.46,5.0,4.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,전기 및 통신 공사업,5.0027027027027025,-6.766126126126127,5.0,0.04678362573099415,-0.04869028961202212,0.0,OK,26.3,OK,30.057243984650718,30.057243984650718,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,10.4,10.4,10.4,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,4.714,0.852,0.852,0.0,0.0,,v22_calibrated,,,,,,,,True,25.7,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=17<70,100.0,GREEN,,,0,True,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,50.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
353,175330,JB금융지주,KOSPI,금융,24100,134.01,45369.1,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,11.5,11.5,0.0,9.7,45.4,0.0,13.9,18.4,45.4,43.2,3.27,0.0,RR3.3 + 진입적정,0,24100.0,23000.0,27700.0,32200.0,,-1.13,1.0,28344,-3.27,특이사항 없음,0,-3.06,32.0,-6.4,,,,조건 미충족,CRITICAL,23.8,기타 금융업,13401268375.0,44.5,15.41,0,0,-1.03,-3.41,-2.63,-12.36,-24.09,0.21,-36.1,-55.18,-105.09,0.957,0.427,0,9.1,1,0,0.89,0.09,0,0,0,0,-1,27415.0,-14.97,0.0507,True,X,▼,24618,▼,X,X,0.0,250,0,-1,-1,1,38500.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.56,5.0,3.3,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,기타 금융업,1.081,-22.224,11.0,0.04564315352697095,0.03316357195030646,0.14285714285714285,OK,45.4,OK,26.707951683799507,26.707951683799507,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,11.5,11.5,11.5,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,3.273,0.852,0.852,0.0,0.0,,v22_calibrated,,,,,,,,True,14.9,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=10<70,100.0,GREEN,,,0,True,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,45.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
354,030000,제일기획,KOSPI,미디어·콘텐츠,18310,94.2,21064.0,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,9.0,9.0,0.0,23.0,16.0,0.0,13.5,13.0,23.0,71.2,2.42,0.0,RR2.4 + 진입적정,0,18310.0,17530.0,20200.0,20800.0,,-1.86,1.02,19724,-11.96,특이사항 없음,0,-3.57,37.2,-4.44,,,,조건 미충족,CRITICAL,23.8,광고업,9420092345.0,36.2,9.76,0,1,-0.16,-1.88,-2.61,-7.29,-16.58,-19.69,-31.03,-47.67,-124.99,0.989,0.198,0,6.0,1,1,1.11,0.11,0,0,0,0,-1,19911.0,-7.17,-0.0648,True,X,▼,18726,▼,X,X,0.16,250,0,-1,-1,1,21800.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.26,5.0,2.4,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,0.0,광고업,-1.8499999999999999,-23.676666666666666,13.0,0.02660528984941874,0.0119096903228293,0.14705882352941177,OK,16.0,OK,34.219178296106975,34.219178296106975,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,9.0,9.0,9.0,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,2.423,0.852,0.852,0.0,0.0,,v22_calibrated,,,,,,,,True,10.3,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=23<70,100.0,GREEN,,,0,True,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,50.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
