LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,STRATEGY_SCORE,STRATEGY_HORIZON,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON,ENTRY_RISK_FLAG,ENTRY_RISK_LEVEL,ENTRY_RISK_RULE,ENTRY_RISK_REASON,BUY_NOW_SCORE,BUY_NOW_GRADE,BUY_NOW_PASS,BUY_NOW_REASON,BUY_NOW_ELIGIBLE,NO_CHASE_FLAG,PULLBACK_WAIT_FLAG,ANTI_STRUCT_REVERSAL_FLAG,ANTI_STRUCT_REVERSAL_TYPE,ANTI_STRUCT_REVERSAL_SCORE,ANTI_STRUCT_REVERSAL_REASON,ENTRY_EDGE_SCORE,ENTRY_EDGE_LEVEL,ENTRY_EDGE_RULE,ENTRY_EDGE_REASON,ENTRY_EDGE_SHADOW_FLAG,EST_WIN_RATE_REALIZED_CAP,STRICT_OFFICIAL_BUY_ELIGIBLE,OFFICIAL_FUNNEL_STAGE,OFFICIAL_BLOCK_REASON_1,OFFICIAL_BLOCK_REASON_2,OFFICIAL_NEAR_MISS_SCORE,OFFICIAL_NEAR_MISS_TYPE,CANDIDATE_TRIAGE_TYPE,MACRO_REGIME_MODE,FX_HIGH_REGIME_FLAG,FX_STALE_FLAG,MARKET_INTERNAL_WEAK_FLAG,MACRO_HARD_BLOCK_SHADOW,MACRO_RELAXED_SHADOW_PASS,SHADOW_MACRO_RELAXED_ELIGIBLE,SHADOW_ENTRY_RELAXED_ELIGIBLE,SHADOW_SCORE_RELAXED_ELIGIBLE
76,088350,한화생명,KOSPI,금융,4935,309.8,42862.0,0.0,0.0,WAIT,WAIT,3,False,1,True,49.1,49.1,63.5,12.7,54.9,0.0,33.6,43.7,50.8,36.5,3.89,0.0,RR3.9 + 진입적정,0,4935.0,4620.0,6160.0,6600.0,,-0.96,0.53,5063,1.37,특이사항 없음,0,7.81,50.2,-4.79,STRUCT 강점,AI 보조,,추세 관망,CRITICAL,23.8,보험업,30979649208.0,64.4,24.42,0,0,-4.36,-6.89,-0.9,0.41,-0.4,64.77,-23.33,-31.49,-40.53,0.45,0.352,1,12.0,1,0,1.69,0.3,0,0,0,0,1,4615.0,-2.53,-0.4176,True,O,▲,5536,▼,X,X,-0.39,250,0,1,1,1,7560.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.38,5.0,3.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,SWING_120D,45,0.0,보험업,1.081,-22.224,11.0,0.09632363583731364,0.31025325141007426,0.025974025974025976,OK,54.9,OK,6.916511469481055,6.916511469481055,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,49.1,49.1,49.1,31.09,-7.41,FRESH,0.457,,False,0.313,True,MATURE,7573.0,3.889,0.852,0.852,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,24.8,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=13<70 · S=64≥50,100.0,GREEN,,,0,True,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,50.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
77,452260,한화갤러리아,KOSPI,유통·소비재,3070,123.53,5951.5,0.0,0.0,WAIT,WAIT,3,False,1,True,32.7,32.7,28.2,31.2,47.1,0.0,32.7,35.5,18.9,76.4,2.26,0.0,RR2.3 + 진입적정,0,3070.0,2605.0,4120.0,4260.0,⚡눌림회복,0.19,0.32,3198,91.82,특이사항 없음,1,3.13,52.7,-0.62,저점추세 양호,,,추세 관망,CRITICAL,23.8,종합 소매업,12352837239.0,69.9,24.95,1,0,2.33,6.6,-15.66,-11.78,-2.54,189.62,-35.52,-33.63,84.32,0.128,0.128,1,12.0,0,0,0.64,0.25,0,0,0,0,1,2864.5,-4.01,-0.005,False,O,▲,3084,▼,X,X,0.33,250,0,1,1,1,4620.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.15,5.0,2.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,종합 소매업,-1.0876923076923077,-25.436153846153847,14.0,0.11063285248953002,-0.012586793609243894,0.03571428571428571,OK,47.1,OK,12.0,12.0,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,32.7,32.7,32.7,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,2.258,0.852,0.852,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,34.2,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,65.0,WATCH,0,POC 92↑,0,1,1,0,,0.0,T=31<70,100.0,GREEN,,,0,True,0,BELOW_OFFICIAL_BAR,TOP_PICK=0,VWAP/POC 과열,15.0,IGNORE,IGNORE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
78,264850,이랜시스,KOSDAQ,IT/전기전자,6650,77.29,2014.6,0.0,0.0,WAIT,WAIT,3,False,1,True,50.7,50.7,63.0,0.0,80.4,0.0,31.2,47.8,80.4,0.0,5.76,0.0,RR5.8 + 진입적정,0,6650.0,6150.0,9530.0,10100.0,,0.4,0.19,7814,-9.66,특이사항 없음,0,5.83,33.6,-8.14,AI 강점,STRUCT 보조,,추세 관망,CRITICAL,23.8,전자부품 제조업,7728948350.0,82.0,40.43,0,0,-6.86,-3.62,-16.46,2.78,-16.25,33.8,12.71,-8.84,8.31,0.821,0.37,0,12.0,0,0,1.62,0.18,0,0,0,0,-1,9606.0,-14.91,-0.1413,True,X,▲,7099,▼,X,X,0.14,250,0,1,1,1,10640.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.52,6.0,5.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,전자부품 제조업,11.376458333333334,6.552812500000001,3.0,0.14801288936627283,0.07892024965178068,0.3119266055045872,OK,80.4,OK,5.0,5.0,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,50.7,50.7,50.7,31.09,-7.41,FRESH,0.457,,False,0.326,True,MATURE,7573.0,5.76,0.852,0.852,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,43.3,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,70.0,BUY,1,전일 -6.9%,0,0,0,0,,0.0,T=0<70 · S=63≥50,100.0,GREEN,,,0,True,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,50.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
79,001440,대한전선,KOSPI,기타,47800,2542.58,93684.5,0.0,0.0,WAIT,WAIT,3,False,1,True,45.0,45.0,59.6,9.6,48.9,0.0,30.1,39.4,50.0,37.5,8.78,0.0,RR8.8 + 진입적정,0,47800.0,44600.0,75900.0,89700.0,,-2.15,0.43,47577,71.44,특이사항 없음,0,6.98,30.1,-18.5,STRUCT 강점,,,추세 관망,CRITICAL,23.8,절연선 및 케이블 제조업,254258270975.0,49.7,53.93,0,0,-3.53,-8.08,-26.91,9.76,32.78,114.35,-13.98,1.69,9.05,0.231,0.063,1,12.0,0,0,2.21,0.15,34464,-96,34368,0,-1,63720.0,0.47,-0.3306,True,O,▲,50590,▼,X,X,-0.1,250,0,1,1,1,107300.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.69,4.0,8.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,절연선 및 케이블 제조업,5.0027027027027025,-6.766126126126127,5.0,0.12821279139270772,-0.01160837706454843,0.2391304347826087,OK,48.9,OK,5.0,5.0,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,45.0,45.0,45.0,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,8.781,0.852,0.852,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,58.8,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,80.0,BUY,1,POC 71↑,0,0,0,0,,0.0,T=10<70 · S=60≥50,100.0,GREEN,,,0,True,0,BELOW_OFFICIAL_BAR,TOP_PICK=0,,35.0,IGNORE,IGNORE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
80,033790,피노,KOSDAQ,IT/전기전자,10890,278.79,8965.9,0.0,0.0,WAIT,WAIT,3,False,1,True,25.1,25.1,0.0,37.5,78.5,0.0,29.3,38.7,78.5,1.9,10.2,0.0,RR10.2 + 진입적정,0,10890.0,10080.0,19150.0,23150.0,,-2.16,0.83,10535,4.25,특이사항 없음,0,-20.85,19.7,-23.92,AI 강점,,MFI 약세,추세 관망,CRITICAL,23.8,통신 및 방송 장비 제조업,27878619005.0,16.5,61.09,0,0,1.3,-11.17,-29.01,-23.2,81.8,162.73,-13.27,89.21,137.24,0.267,0.064,1,12.0,0,0,1.11,0.06,0,0,0,0,-1,15575.0,3.36,-0.1538,True,O,▲,11218,▼,X,X,5.12,250,0,1,1,1,28250.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.44,5.0,10.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,통신 및 방송 장비 제조업,11.376458333333334,6.552812500000001,3.0,0.15918929555293193,-0.05266821980363452,0.13333333333333333,OK,78.5,OK,34.33878369085461,34.33878369085461,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,25.1,25.1,25.1,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,10.198,0.852,0.852,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,75.8,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=38<70,100.0,GREEN,,,0,True,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,45.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
81,011780,금호석유화학,KOSPI,화학·소재,135800,141.76,34163.6,0.0,0.0,WAIT,WAIT,3,False,1,True,37.1,37.1,33.0,12.0,79.6,0.0,29.3,41.5,67.6,15.5,2.03,0.0,RR2.0 + 진입적정,0,135800.0,126200.0,155300.0,162300.0,,-0.0,0.68,134000,-7.57,특이사항 없음,5,0.85,52.3,-4.61,AI 강점,,,추세 관망,CRITICAL,23.8,기초 화학물질 제조업,14175655450.0,68.8,16.4,1,0,-3.0,3.35,-3.21,2.72,-11.47,15.77,-21.02,-42.56,-89.53,0.526,0.526,0,12.0,0,0,1.46,0.26,0,0,0,0,1,126450.0,1.34,0.0776,True,X,▲,140213,▼,X,X,0.36,250,0,1,1,1,173500.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.07,5.0,2.0,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,ATR_3.5x,45,0.0,기초 화학물질 제조업,4.7590697674418605,-19.85860465116279,9.0,0.07921312855038923,-0.6480742108437672,0.1271186440677966,OK,79.6,OK,15.276567802269561,15.276567802269561,10,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,37.1,37.1,37.1,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,2.031,0.852,0.852,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,14.4,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=12<70,100.0,GREEN,,,0,True,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,50.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
82,007340,DN오토모티브,KOSPI,2차전지,44000,89.61,25744.8,0.0,0.0,WAIT,WAIT,3,False,1,True,37.6,37.6,48.8,21.3,27.4,0.0,28.9,32.5,27.5,65.6,4.16,0.0,RR4.2 + 진입적정,0,44000.0,41550.0,54200.0,58200.0,,-0.93,0.65,39491,80.92,특이사항 없음,0,8.07,32.6,-6.61,저점추세 양호,,,추세 관망,CRITICAL,23.8,일차전지 및 이차전지 제조업,8960708575.0,43.7,24.75,0,0,-3.19,-1.23,-6.38,6.54,61.76,82.19,-17.2,30.67,-23.11,0.146,0.111,1,12.0,0,0,1.13,0.3,0,0,0,0,1,41555.0,11.42,-0.0075,True,O,▲,45210,▼,X,X,2.53,250,0,1,1,1,62700.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.57,5.0,4.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,일차전지 및 이차전지 제조업,6.820833333333333,-21.534166666666664,10.0,0.09220779220779221,-0.02604711333427445,0.0,OK,27.4,OK,12.724925153723802,12.724925153723802,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,37.6,37.6,37.6,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,4.163,0.852,0.852,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,23.2,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,65.0,WATCH,0,POC 81↑,0,1,1,0,,0.0,T=21<70,100.0,GREEN,,,0,True,0,BELOW_OFFICIAL_BAR,TOP_PICK=0,VWAP/POC 과열,15.0,IGNORE,IGNORE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
83,011790,SKC,KOSPI,화학·소재,137200,802.72,51955.3,0.0,0.0,WAIT,WAIT,3,False,1,True,35.1,35.1,44.1,23.6,24.7,0.0,28.5,30.8,20.5,74.4,2.29,0.0,RR2.3 + 진입적정,0,137200.0,116600.0,184400.0,193700.0,,-0.15,0.6,131047,31.59,특이사항 없음,0,2.73,32.6,-2.34,저점추세 양호,,,추세 관망,CRITICAL,23.8,기타 화학제품 제조업,80272074800.0,44.5,42.91,0,0,-5.05,11.64,-4.79,10.02,28.95,31.98,-13.72,-2.14,-73.32,0.204,0.204,1,12.0,0,0,1.02,0.3,0,0,0,0,-1,174090.0,4.7,0.3098,False,O,▲,136584,▲,O,X,-1.52,250,0,1,1,1,212500.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.01,4.0,2.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,기타 화학제품 제조업,4.7590697674418605,-19.85860465116279,9.0,0.11765930862140775,0.013020144235982866,0.10416666666666667,OK,24.7,OK,21.228305267908446,21.228305267908446,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,35.1,35.1,35.1,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,2.291,0.852,0.852,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,34.4,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,70.0,BUY,1,전일 -5.0%,0,0,0,0,,0.0,T=24<70,100.0,GREEN,,,0,True,0,BELOW_OFFICIAL_BAR,TOP_PICK=0,,35.0,IGNORE,IGNORE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
84,091580,상신이디피,KOSDAQ,2차전지,22350,94.57,2978.9,0.0,0.0,WAIT,WAIT,3,False,1,True,23.0,23.0,1.7,33.2,69.0,0.0,27.2,34.6,67.3,15.9,1.96,0.0,RR2.0 + 진입적정,0,22350.0,18990.0,28950.0,31550.0,,-0.61,1.07,23158,-1.43,특이사항 없음,0,-11.47,28.0,-9.14,AI 강점,,MFI 약세,추세 관망,CRITICAL,23.8,일차전지 및 이차전지 제조업,9456500500.0,20.0,33.57,0,0,0.68,5.42,-8.02,-14.2,34.8,71.13,-4.27,42.21,45.64,0.344,0.165,0,12.0,1,0,1.69,0.22,0,0,0,0,-1,27822.5,-3.49,0.2784,False,O,▲,21806,▼,O,X,3.6,250,0,1,1,1,36650.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.03,6.0,2.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,일차전지 및 이차전지 제조업,6.820833333333333,-21.534166666666664,10.0,0.09635666347075743,-0.018783629725282823,0.39215686274509803,OK,69.0,OK,40.1895132590993,40.1895132590993,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,23.0,23.0,23.0,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,1.964,0.852,0.852,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,29.5,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=33<70,100.0,GREEN,,,0,True,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,50.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
85,062040,산일전기,KOSPI,인프라·에너지,253000,920.1,77458.1,0.0,0.0,WAIT,WAIT,3,False,1,True,28.4,28.4,26.6,21.4,42.2,0.0,26.7,30.1,20.8,74.0,2.32,0.0,RR2.3 + 진입적정,0,253000.0,215000.0,341000.0,351500.0,,-0.89,0.57,209603,72.28,특이사항 없음,0,5.99,28.3,-9.98,저점추세 양호,,MFI 약세,추세 관망,CRITICAL,23.8,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",92010122250.0,23.3,49.9,0,0,-6.3,3.05,-16.36,9.29,51.77,74.6,-14.45,20.68,-30.7,0.181,0.09,1,12.0,0,0,1.73,0.29,0,0,0,0,1,240550.0,20.7,0.0988,False,O,▲,256323,▼,X,X,-2.04,250,0,1,1,1,400000.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.02,4.0,2.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",3.9699999999999998,-7.175714285714286,6.0,0.1005081874647092,-0.029857616685081557,0.07692307692307693,OK,42.2,OK,10.45290234693938,10.45290234693938,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,28.4,28.4,28.4,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,2.316,0.852,0.852,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,34.8,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열,50.0,WATCH,0,전일 -6.3% · VWAP 21↑ · POC 72↑,0,0,1,0,,0.0,T=21<70,100.0,GREEN,,,0,True,0,BELOW_OFFICIAL_BAR,TOP_PICK=0,,15.0,IGNORE,IGNORE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
86,009450,경동나비엔,KOSPI,기타,72000,51.03,10489.4,0.0,0.0,WAIT,WAIT,3,False,1,True,21.2,21.2,8.3,40.5,32.7,0.0,26.6,27.2,32.2,59.8,0.87,0.0,진입적정,0,72000.0,62700.0,80100.0,89400.0,,0.85,0.66,69402,5.13,특이사항 없음,0,-7.3,46.5,-1.09,,,저점 이탈,추세 관망,CRITICAL,23.8,가정용 기기 제조업,5103122250.0,34.3,16.44,0,0,0.42,5.42,2.71,-4.89,11.98,25.22,-28.63,-19.11,-80.08,0.112,0.112,1,12.0,0,0,1.12,0.51,0,0,0,0,-1,81705.0,3.74,0.1509,False,O,▲,70492,▲,O,X,1.39,250,0,1,1,1,95600.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,12.92,5.0,0.9,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,가정용 기기 제조업,5.0027027027027025,-6.766126126126127,5.0,0.06870039682539683,0.0707327996083491,0.3148148148148148,OK,32.7,OK,26.087894878921507,26.087894878921507,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260528,20260528,,21.2,21.2,21.2,31.09,-7.41,FRESH,0.457,,False,0.3,True,MATURE,7573.0,0.871,0.852,0.852,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,11.2,,ELITE_SCORE,MATURE,7573,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,0.0,AVOID,0,RR 0.87,0,0,0,0,,0.0,T=40<70,100.0,GREEN,,,0,True,0,BELOW_OFFICIAL_BAR,TOP_PICK=0,,5.0,IGNORE,IGNORE,FX_HIGH_AND_INTERNAL_WEAK,1,0,1,1,0,0,0,0
