종목코드,종목명,시장,종가
095570,AJ네트웍스,KOSPI,4635
006840,AK홀딩스,KOSPI,8830
027410,BGF,KOSPI,4060
282330,BGF리테일,KOSPI,110200
138930,BNK금융지주,KOSPI,16140
001460,BYC,KOSPI,42950
001465,BYC우,KOSPI,25150
001040,CJ,KOSPI,171900
079160,CJ CGV,KOSPI,6030
00104K,CJ4우(전환),KOSPI,152300
000120,CJ대한통운,KOSPI,93700
011150,CJ씨푸드,KOSPI,2900
011155,CJ씨푸드1우,KOSPI,14300
001045,CJ우,KOSPI,86800
097950,CJ제일제당,KOSPI,211000
097955,CJ제일제당 우,KOSPI,138200
000480,CR홀딩스,KOSPI,5070
000590,CS홀딩스,KOSPI,79500
012030,DB,KOSPI,1497
005830,DB손해보험,KOSPI,128800
016610,DB증권,KOSPI,10760
000990,DB하이텍,KOSPI,69400
000300,DH오토넥스,KOSPI,1984
001530,DI동일,KOSPI,20500
015590,DKME,KOSPI,515
000210,DL,KOSPI,38900
000215,DL우,KOSPI,24200
375500,DL이앤씨,KOSPI,41950
37550L,DL이앤씨2우(전환),KOSPI,31950
37550K,DL이앤씨우,KOSPI,22700
007340,DN오토모티브,KOSPI,25550
004840,DRB동일,KOSPI,4840
155660,DSR,KOSPI,3880
069730,DSR제강,KOSPI,3935
017860,DS단석,KOSPI,19020
092780,DYP,KOSPI,3360
017940,E1,KOSPI,86700
365550,ESR켄달스퀘어리츠,KOSPI,4115
383220,F&F,KOSPI,75500
007700,F&F홀딩스,KOSPI,20100
114090,GKL,KOSPI,15170
078930,GS,KOSPI,55100
006360,GS건설,KOSPI,19900
001250,GS글로벌,KOSPI,2345
007070,GS리테일,KOSPI,21500
078935,GS우,KOSPI,47600
499790,GS피앤엘,KOSPI,43600
012630,HDC,KOSPI,18040
039570,HDC랩스,KOSPI,8440
089470,HDC현대EP,KOSPI,4340
294870,HDC현대산업개발,KOSPI,21150
009540,HD한국조선해양,KOSPI,432000
267250,HD현대,KOSPI,193300
267270,HD현대건설기계,KOSPI,93400
443060,HD현대마린솔루션,KOSPI,195800
071970,HD현대마린엔진,KOSPI,97100
322000,HD현대에너지솔루션,KOSPI,61100
042670,HD현대인프라코어,KOSPI,13880
267260,HD현대일렉트릭,KOSPI,794000
329180,HD현대중공업,KOSPI,533000
097230,HJ중공업,KOSPI,22850
014790,HL D&I,KOSPI,2650
