시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSPI,삼성전기,009150,전자부품 제조업,2005000,34832.15,1354196.7,3483214925500.0,87.5,83.6,65.57,132.71,0,0,0,-5.74,49.63,98.51,142.44,453.1,702.0,111.09,380.56,577.83,0.017,0.017,1,571.04,12.0,12.96,0,0,1.49,0.86,0,0,0,,1,1,1453800.0,929532,115.7,0.7556,1.15,1.72,False,O,▲,1797951,▲,O,X,-4.98,250,0,1,1,1,1272000.0,1080000.0,2192000.0,2691000.0,3325000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,15.09,4.0,4.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,전자부품 제조업,IT/전기전자,-0.45470588235294124,7.803176470588235,2.0,0.08646241539009619,0.17083505463517923,0.6701030927835051,OK,54.2,OK,76.0,76.0,6,1,86.5,87.8,54.2,80.4,80.4,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,LG전자,066570,통신 및 방송 장비 제조업,380500,38834.83,639322.2,3883483404750.0,80.2,76.1,82.6,111.56,0,0,0,29.86,60.55,58.21,180.19,249.08,345.55,148.84,176.54,221.38,0.0,0.0,1,293.06,12.0,26.3,0,0,1.08,1.0,0,0,0,,1,1,256550.0,188154,102.23,0.4412,1.17,1.22,False,O,▲,268845,▲,O,X,27.99,250,2,1,1,1,219000.0,185900.0,380500.0,456000.0,552000.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 연속 상한가 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,15.11,4.0,4.9,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 연속 상한가 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,통신 및 방송 장비 제조업,IT/전기전자,-0.45470588235294124,7.803176470588235,2.0,0.09543833302046181,0.1656924340116568,0.0,OK,72.3,OK,90.0,90.0,4,1,83.5,94.0,72.3,83.9,83.9,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][갭과대: 갭 15%+ 비정상][상한가연속: 연속 상한가 2회+]
KOSPI,두산로보틱스,454910,특수 목적용 기계 제조업,138400,14754.73,108054.9,1475472922000.0,64.3,61.1,28.86,37.56,0,1,0,29.95,29.83,8.63,35.42,71.71,85.77,4.07,-0.83,-38.4,0.0,0.0,1,31.25,12.0,-4.22,0,0,0.7,0.99,133002,1384,134386,,1,1,91830.0,107045,29.29,0.2551,1.49,1.57,False,O,▲,107588,▲,O,X,16.34,250,1,1,1,1,112800.0,95800.0,138800.0,161000.0,176300.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,15.07,4.0,1.5,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,특수 목적용 기계 제조업,조선·기계·설비,-7.63864406779661,-1.4403389830508475,4.0,0.09940132122213047,-0.04577136721499237,0.0,OK,41.1,OK,74.8904011028008,74.8904011028008,4,1,25.9,93.2,41.1,45.8,45.8,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSPI,LG이노텍,011070,전자부품 제조업,1530000,13655.37,296312.2,1365537066000.0,91.6,80.6,80.65,127.49,0,0,0,4.94,77.08,109.02,158.45,521.95,544.21,127.1,449.41,420.04,0.0,0.0,1,461.82,12.0,18.49,0,0,1.09,0.79,0,0,0,,1,1,1117600.0,694045,120.45,0.7834,2.96,0.91,False,O,▲,1199208,▲,O,X,9.81,250,0,1,1,1,889000.0,755000.0,1788000.0,2210000.0,2745000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,15.07,4.0,6.7,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,전자부품 제조업,IT/전기전자,-0.45470588235294124,7.803176470588235,2.0,0.09561157796451915,0.13043020410487,0.62751677852349,OK,12.4,OK,53.72947592036829,53.72947592036829,4,1,80.5,53.7,12.4,60.2,60.2,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,LG씨엔에스,064400,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",143700,9526.58,131474.2,952657775700.0,80.9,86.8,75.29,90.97,0,0,0,26.27,72.72,65.94,115.44,148.19,151.22,84.09,75.65,27.05,0.0,0.0,1,108.39,12.0,6.81,0,0,2.1,0.95,0,0,0,,1,1,100380.0,87414,64.39,0.7525,3.21,1.92,False,O,▲,99156,▲,O,X,25.75,250,0,1,1,1,86100.0,73100.0,147900.0,173100.0,205500.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,15.1,4.0,4.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,-0.45470588235294124,7.803176470588235,2.0,0.08832885972760712,0.3709179080054684,0.3181818181818182,OK,71.2,OK,51.729069705687124,51.729069705687124,6,1,94.2,51.5,71.2,78.9,78.9,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][갭과대: 갭 15%+ 비정상]
KOSPI,삼성에스디에스,018260,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",362000,6083.27,232520.3,608327003750.0,85.8,92.7,79.73,102.99,0,0,0,21.07,85.93,91.53,112.69,131.75,113.32,81.34,59.21,-10.85,0.0,0.0,1,103.15,12.0,-2.65,1,0,1.95,0.88,0,0,0,,1,1,249520.0,216115,67.5,0.9852,2.82,2.71,False,O,▲,256884,▲,O,X,8.03,250,0,1,1,1,211500.0,179700.0,388500.0,454500.0,539000.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.04,4.0,5.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,-0.45470588235294124,7.803176470588235,2.0,0.08052486187845304,0.5211667008241562,0.35570469798657717,OK,71.9,OK,35.628867101193975,35.628867101193975,4,1,52.6,33.6,71.9,51.7,51.7,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,LG전자우,066575,기타,124400,2689.4,20153.7,268939676150.0,77.2,84.0,60.59,75.42,0,0,0,29.99,49.34,47.92,107.68,148.3,161.89,76.33,75.76,37.72,0.0,0.0,1,133.44,12.0,10.95,0,0,1.65,1.0,0,0,0,,1,1,77820.0,80285,54.95,0.3955,3.9,3.28,False,O,▲,90116,▲,O,X,9.2,250,1,1,1,1,81300.0,69100.0,124400.0,145500.0,172200.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.01,5.0,3.5,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기타,기타,-6.2939,-14.585799999999999,6.0,0.09192696371152963,0.22137086718549345,0.0,OK,57.0,OK,70.0,70.0,6,1,90.6,67.8,57.0,78.2,78.2,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,현대오토에버,307950,소프트웨어 개발 및 공급업,938000,2654.7,246267.4,265469742500.0,71.4,78.2,48.43,88.9,0,0,0,0.75,48.65,44.75,97.89,152.49,376.63,66.54,79.95,252.46,0.0,0.0,1,104.85,12.0,19.09,0,0,2.12,0.8,0,0,0,,1,1,698400.0,599353,56.5,0.7735,1.68,2.31,False,O,▲,768045,▲,O,X,0.0,250,0,1,1,1,664000.0,564000.0,1066000.0,1259000.0,1505000.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.06,4.0,4.0,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,소프트웨어 개발 및 공급업,IT/전기전자,-0.45470588235294124,7.803176470588235,2.0,0.0999086201644837,0.08678574937355525,0.7950310559006211,OK,40.7,OK,90.0,90.0,6,1,92.0,100.0,40.7,83.7,83.7,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,로보스타,090360,특수 목적용 기계 제조업,122200,2496.4,15483.0,249639849900.0,73.0,80.0,52.29,62.78,0,0,0,30.0,43.09,37.61,73.33,107.47,73.58,87.28,100.15,59.74,0.0,0.0,1,47.94,12.0,0.29,0,0,1.41,1.0,0,0,0,,1,1,80340.0,82252,48.57,0.3238,1.51,1.21,False,O,▲,90265,▲,O,X,30.0,250,1,1,1,1,84300.0,71600.0,122200.0,127900.0,140600.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,15.07,5.0,3.0,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,특수 목적용 기계 제조업,조선·기계·설비,-7.63864406779661,-1.4403389830508475,4.0,0.10194061257891045,0.016443073008017676,0.0,OK,45.0,OK,84.0,84.0,6,1,51.5,100.0,45.0,62.3,62.3,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][갭과대: 갭 15%+ 비정상]
KOSPI,한미약품,128940,의약품 제조업,539000,2252.52,64951.7,225252400000.0,71.3,80.7,18.44,25.74,0,0,0,9.78,18.72,14.07,11.59,12.76,19.51,-19.76,-59.78,-104.66,0.186,0.17,1,20.65,12.0,-3.45,1,0,0.81,0.81,0,0,0,,1,1,414250.0,492710,9.39,0.3349,4.33,-1.22,False,O,▲,482336,▲,O,X,16.09,250,0,1,1,1,478000.0,409500.0,570000.0,623000.0,647000.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,14.33,4.0,1.3,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,SWING_20D,80,ATR_3.5x,45,SWING_120D,45,0.0,의약품 제조업,바이오·의약품,-2.1292307692307695,-17.490000000000002,7.0,0.07663000265041081,0.17328549175422778,0.0,OK,19.6,OK,41.01749431747163,41.01749431747163,2,0,38.8,41.1,19.6,35.5,35.5,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
