시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSPI,대우건설,047040,건물 건설업,23350,22707.68,97047.9,2270768167050.0,60.5,65.3,39.1,69.49,0,0,0,3.55,42.03,46.86,123.23,519.36,548.61,115.07,494.63,504.09,0.0,0.0,1,34.6,12.0,52.66,0,0,2.13,0.93,17630.0,14980.0,24400.0,26750.0,30050.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.03,4.0,2.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,14567.0,13513,72.79,0.4707,1.8,2.18,False,O,▲,19171,▲,O,X,0,0,0,-4.66,250,0,1,1,1,0.0,건물 건설업,건설·부동산,18.866666666666667,29.164166666666663,1.0,51.8,OK,90.0,90.0,8,1,92.2,100.0,51.8,86.1,86.1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,삼성E&A,028050,"건축기술, 엔지니어링 및 관련 기술 서비스업",51300,3971.67,100548.0,397167058150.0,78.9,84.7,37.87,68.81,0,0,0,1.58,46.15,55.93,61.07,108.54,82.56,52.91,83.81,38.04,0.042,0.042,1,95.83,12.0,1.31,1,0,0.99,0.87,39050.0,33200.0,54500.0,62600.0,72900.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.98,4.0,2.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,38295.0,37881,35.42,0.658,1.73,0.18,False,O,▲,45885,▲,O,X,0,0,0,-0.79,250,0,1,1,1,0.0,"건축기술, 엔지니어링 및 관련 기술 서비스업",서비스 기타,6.999583333333334,-5.2804166666666665,10.0,64.3,OK,85.5,85.5,4,1,57.9,89.3,64.3,67.0,67.0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,대한광통신,010170,절연선 및 케이블 제조업,14180,3816.31,22047.9,381631017170.0,74.1,86.2,49.29,109.65,0,0,0,-3.47,40.12,52.47,84.88,325.83,1045.4,76.72,301.1,1000.88,0.036,0.036,1,601.74,12.0,6.72,0,0,3.08,0.88,9970.0,8470.0,15190.0,15570.0,18550.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.05,5.0,3.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,8784.0,7264,95.19,0.3901,0.7,0.74,False,O,▲,13243,▲,O,X,0,0,0,-0.27,250,0,1,1,1,0.0,절연선 및 케이블 제조업,기타,2.451041666666667,-5.435312500000001,13.0,77.6,OK,49.21117187566551,49.21117187566551,6,1,93.2,69.2,77.6,84.1,84.1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,광전자,017900,반도체 제조업,10530,3786.29,6101.5,378629234235.0,91.6,89.9,177.29,250.08,0,0,0,30.0,207.0,231.65,411.17,474.78,436.42,403.01,450.05,391.9,0.0,0.0,1,211.24,12.0,36.0,1,0,1.86,1.0,3985.0,3385.0,10530.0,12920.0,15950.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.06,5.0,10.9,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,5813.0,5148,104.52,1.3594,2.55,2.99,False,O,▲,6707,▲,O,X,0,0,0,7.41,250,1,1,1,1,0.0,반도체 제조업,반도체,17.399047619047618,15.323333333333332,2.0,48.1,OK,71.54981369022528,71.54981369022528,6,1,93.2,73.5,48.1,79.3,79.3,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,이루온,065440,소프트웨어 개발 및 공급업,4475,2760.72,1220.6,276072375261.0,82.8,95.2,70.01,94.24,0,0,0,14.45,63.32,88.82,103.87,215.81,181.45,95.71,191.08,136.93,0.212,0.212,0,-1.13,12.0,2.49,0,0,1.53,0.8,2765.0,2345.0,5080.0,6140.0,7490.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.19,6.0,5.5,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + 당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,2999.0,3136,42.69,0.6859,6.49,0.91,False,O,▲,3348,▲,O,X,0,0,0,8.57,250,0,1,1,1,0.0,소프트웨어 개발 및 공급업,IT/전기전자,12.31765625,17.28359375,3.0,75.5,OK,32.88118387798896,32.88118387798896,6,1,79.3,7.5,75.5,60.6,60.6,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,후성,093370,기초 화학물질 제조업,11240,2753.11,12055.5,275310816640.0,79.4,90.2,44.08,68.14,0,0,0,15.76,61.96,55.89,57.64,54.4,85.79,49.48,29.67,41.27,0.0,0.0,1,15.76,12.0,6.2,1,0,1.64,0.87,8190.0,6960.0,11950.0,13510.0,15500.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.02,5.0,3.1,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,7825.0,9220,21.9,0.5774,8.39,0.88,False,O,▲,9487,▲,O,X,0,0,0,6.39,250,0,1,1,1,0.0,기초 화학물질 제조업,화학·소재,8.573783783783785,1.7364864864864862,6.0,82.3,OK,45.5,45.5,6,1,88.6,40.6,82.3,75.3,75.3,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,머큐리,100590,통신 및 방송 장비 제조업,8800,2328.99,1393.0,232899347075.0,72.4,92.0,58.33,74.64,0,1,0,19.08,69.88,62.96,88.84,176.3,166.26,80.68,151.57,121.74,0.0,0.0,1,2.13,12.0,11.1,0,0,2.99,0.87,5840.0,4960.0,9500.0,11250.0,13460.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.07,6.0,4.2,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,4986.0,6017,46.24,0.5695,5.48,2.57,False,O,▲,6466,▲,O,X,0,0,0,2.03,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,12.31765625,17.28359375,3.0,73.7,OK,44.5,44.5,6,1,93.0,77.4,73.7,85.2,85.2,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,흥아해운,003280,해상 운송업,3130,1617.82,7525.3,161781580772.0,51.0,74.3,-7.07,59.4,0,0,0,4.68,-29.98,-2.34,48.34,95.26,68.01,40.18,70.53,23.49,0.487,0.191,1,11.86,12.0,32.56,0,0,2.97,0.37,3085.0,2620.0,4795.0,5500.0,5670.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.07,5.0,3.7,NORMAL+WARN:ATR%=20.5% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입+ENTRY:split,split,50.0,,0,1,2205.5,3232,-3.17,-1.3473,0.39,-0.77,False,O,▲,3842,▼,X,X,0,0,0,7.53,250,0,1,1,1,0.0,해상 운송업,기타,2.451041666666667,-5.435312500000001,13.0,84.4,OK,1.5,1.5,6,1,70.6,0.0,84.4,55.7,55.7,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
KOSPI,엘앤에프,066970,일차전지 및 이차전지 제조업,183100,1579.13,73835.2,157913361200.0,85.4,90.0,29.22,80.11,0,0,0,-0.54,13.3,26.71,63.77,70.01,121.94,55.61,45.28,77.42,0.024,0.024,1,45.65,12.0,35.4,1,0,1.77,0.87,148800.0,126400.0,195300.0,201500.0,223500.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.05,4.0,2.1,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,141600.0,135201,35.43,0.0663,0.76,-0.06,False,O,▲,183206,▲,X,X,0,0,0,2.55,250,0,1,1,1,0.0,일차전지 및 이차전지 제조업,2차전지,4.75,11.314444444444444,5.0,82.7,OK,44.03389439561414,44.03389439561414,6,1,90.2,48.0,82.7,78.2,78.2,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,수산세보틱스,017550,특수 목적용 기계 제조업,2945,1562.88,1837.7,156288175345.0,77.0,97.9,44.7,55.49,0,0,0,9.07,53.23,53.39,55.16,77.41,64.8,47.0,52.68,20.28,0.0,0.0,1,0.49,12.0,-0.27,1,0,9.33,0.7,2135.0,1816.0,3425.0,3910.0,4525.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.94,6.0,4.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,2180.7,2541,15.86,0.7507,12.98,2.94,False,O,▲,2256,▲,O,X,0,0,0,-9.07,250,0,1,1,1,0.0,특수 목적용 기계 제조업,조선·기계·설비,8.9472,-6.880800000000001,11.0,32.1,OK,28.0,28.0,4,1,50.5,31.1,32.1,42.0,42.0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
