종목코드,종목명,시장,종가
134380,미원화학,KOSPI,95200
003650,미창석유,KOSPI,120100
377740,바이오노트,KOSPI,5580
003610,방림,KOSPI,5900
035150,백산,KOSPI,13120
002410,범양건영,KOSPI,1935
007210,벽산,KOSPI,1802
002760,보락,KOSPI,1046
003850,보령,KOSPI,9080
000890,보해양조,KOSPI,426
003000,부광약품,KOSPI,3910
001270,부국증권,KOSPI,59800
001275,부국증권우,KOSPI,29950
026940,부국철강,KOSPI,2095
011390,부산산업,KOSPI,76000
005030,부산주공,KOSPI,486
006740,블루산업개발,KOSPI,846
002070,비비안,KOSPI,633
100220,비상교육,KOSPI,4855
090460,비에이치,KOSPI,17700
005180,빙그레,KOSPI,75800
003960,사조대림,KOSPI,38000
008040,사조동아원,KOSPI,1124
007160,사조산업,KOSPI,59300
014710,사조씨푸드,KOSPI,9150
006090,사조오양,KOSPI,9430
062040,산일전기,KOSPI,133500
001470,삼부토건,KOSPI,347
028050,삼성E&A,KOSPI,24850
448730,삼성FN리츠,KOSPI,4530
006400,삼성SDI,KOSPI,277000
006405,삼성SDI우,KOSPI,172300
006660,삼성공조,KOSPI,14170
028260,삼성물산,KOSPI,239500
02826K,삼성물산우B,KOSPI,146500
207940,삼성바이오로직스,KOSPI,1738000
032830,삼성생명,KOSPI,151800
018260,삼성에스디에스,KOSPI,169900
0126Z0,삼성에피스홀딩스,KOSPI,680000
009150,삼성전기,KOSPI,254000
009155,삼성전기우,KOSPI,119800
005930,삼성전자,KOSPI,107600
005935,삼성전자우,KOSPI,82700
001360,삼성제약,KOSPI,1623
010140,삼성중공업,KOSPI,23800
016360,삼성증권,KOSPI,79000
068290,삼성출판사,KOSPI,11660
029780,삼성카드,KOSPI,54800
000810,삼성화재,KOSPI,482000
000815,삼성화재우,KOSPI,373500
006110,삼아알미늄,KOSPI,24300
0120G0,삼양바이오팜,KOSPI,60100
145990,삼양사,KOSPI,50300
145995,삼양사우,KOSPI,38100
003230,삼양식품,KOSPI,1279000
002170,삼양통상,KOSPI,56900
272550,삼양패키징,KOSPI,14130
000070,삼양홀딩스,KOSPI,61500
003720,삼영,KOSPI,6280
002810,삼영무역,KOSPI,16600
005680,삼영전자,KOSPI,10760
023000,삼원강재,KOSPI,2475
004380,삼익THK,KOSPI,9960
002450,삼익악기,KOSPI,1247
004440,삼일씨엔에스,KOSPI,4785
000520,삼일제약,KOSPI,10460
009770,삼정펄프,KOSPI,32000
005500,삼진제약,KOSPI,20150
004690,삼천리,KOSPI,130000
010960,삼호개발,KOSPI,3635
004450,삼화왕관,KOSPI,30850
009470,삼화전기,KOSPI,28400
011230,삼화전자,KOSPI,2720
001820,삼화콘덴서,KOSPI,31500
000390,삼화페인트,KOSPI,7930
001290,상상인증권,KOSPI,644
041650,상신브레이크,KOSPI,2790
075180,새론오토모티브,KOSPI,3320
007540,샘표,KOSPI,49950
248170,샘표식품,KOSPI,29200
007860,서연,KOSPI,9820
200880,서연이화,KOSPI,12920
017390,서울가스,KOSPI,65400
031210,서울보증보험,KOSPI,49950
004410,서울식품,KOSPI,153
004415,서울식품우,KOSPI,1247
021050,서원,KOSPI,1060
008490,서흥,KOSPI,21650
007610,선도전기,KOSPI,3000
136490,선진,KOSPI,9700
014910,성문전자,KOSPI,1129
014915,성문전자우,KOSPI,4595
004980,성신양회,KOSPI,10200
004985,성신양회우,KOSPI,12750
011300,성안머티리얼스,KOSPI,369
000180,성창기업지주,KOSPI,1524
002420,세기상사,KOSPI,6280
004360,세방,KOSPI,15370
004365,세방우,KOSPI,9680
004490,세방전지,KOSPI,65100
001430,세아베스틸지주,KOSPI,45350
306200,세아제강,KOSPI,118500
003030,세아제강지주,KOSPI,132800
019440,세아특수강,KOSPI,15850
058650,세아홀딩스,KOSPI,124300
013000,세우글로벌,KOSPI,1182
021820,세원정공,KOSPI,11930
067830,세이브존I&C,KOSPI,4060
075580,세진중공업,KOSPI,17030
068270,셀트리온,KOSPI,182100
336370,솔루스첨단소재,KOSPI,7510
33637K,솔루스첨단소재1우,KOSPI,1998
33637L,솔루스첨단소재2우B,KOSPI,3585
248070,솔루엠,KOSPI,16840
004430,송원산업,KOSPI,9090
017550,수산세보틱스,KOSPI,1758
126720,수산인더스트리,KOSPI,21450
053210,스카이라이프,KOSPI,5400
204210,스타에스엠리츠,KOSPI,2035
026890,스틱인베스트먼트,KOSPI,10300
134790,시디즈,KOSPI,22150
462870,시프트업,KOSPI,35950
016590,신대양제지,KOSPI,13210
029530,신도리코,KOSPI,51800
004970,신라교역,KOSPI,9430
011930,신성이엔지,KOSPI,1545
004170,신세계,KOSPI,258000
035510,신세계 I&C,KOSPI,17440
031430,신세계인터내셔날,KOSPI,11550
031440,신세계푸드,KOSPI,47850
006880,신송홀딩스,KOSPI,7100
005800,신영와코루,KOSPI,17540
001720,신영증권,KOSPI,142200
009270,신원,KOSPI,1529
002700,신일전자,KOSPI,1320
002870,신풍,KOSPI,1211
019170,신풍제약,KOSPI,14320
019175,신풍제약우,KOSPI,23550
481850,신한글로벌액티브리츠,KOSPI,1285
404990,신한서부티엔디리츠,KOSPI,3555
293940,신한알파리츠,KOSPI,5450
055550,신한지주,KOSPI,76200
004080,신흥,KOSPI,13900
004770,써니전자,KOSPI,1557
403550,쏘카,KOSPI,11640
004920,씨아이테크,KOSPI,1073
112610,씨에스윈드,KOSPI,44250
480370,씨케이솔루션,KOSPI,8600
308170,씨티알모빌리티,KOSPI,4450
008700,아남전자,KOSPI,1253
090430,아모레퍼시픽,KOSPI,119300
090435,아모레퍼시픽우,KOSPI,43150
002790,아모레퍼시픽홀딩스,KOSPI,27050
00279K,아모레퍼시픽홀딩스3우C,KOSPI,21650
002795,아모레퍼시픽홀딩스우,KOSPI,11930
002030,아세아,KOSPI,344000
183190,아세아시멘트,KOSPI,12600
002310,아세아제지,KOSPI,8210
012170,아센디오,KOSPI,1687
267850,아시아나IDT,KOSPI,11480
020560,아시아나항공,KOSPI,8110
122900,아이마켓코리아,KOSPI,7970
010780,아이에스동서,KOSPI,24050
031820,아이티센씨티에스,KOSPI,588
139990,아주스틸,KOSPI,3490
009320,아진전자부품,KOSPI,922
001780,알루코,KOSPI,1958
018250,애경산업,KOSPI,13670
161000,애경케미칼,KOSPI,10080
011090,에넥스,KOSPI,590
137310,에스디바이오센서,KOSPI,9000
005850,에스엘,KOSPI,42150
010580,에스엠벡셀,KOSPI,1895
012750,에스원,KOSPI,74800
023960,에쓰씨엔지니어링,KOSPI,1334
298690,에어부산,KOSPI,1739
140910,에이리츠,KOSPI,3130
078520,에이블씨엔씨,KOSPI,11520
015260,에이엔피,KOSPI,457
007460,에이프로젠,KOSPI,761
003060,에이프로젠바이오로직스,KOSPI,586
244920,에이플러스에셋,KOSPI,9260
278470,에이피알,KOSPI,243500
450080,에코프로머티,KOSPI,56000
019490,엑시큐어하이트론,KOSPI,541
036570,엔씨소프트,KOSPI,197600
085310,엔케이,KOSPI,1183
900140,엘브이엠씨홀딩스,KOSPI,1538
066970,엘앤에프,KOSPI,108500
097520,엠씨넥스,KOSPI,27800
484870,엠앤씨솔루션,KOSPI,136600
014440,영보화학,KOSPI,5130
111770,영원무역,KOSPI,88000
009970,영원무역홀딩스,KOSPI,201000
003520,영진약품,KOSPI,1957
000670,영풍,KOSPI,55600
012280,영화금속,KOSPI,940
012160,영흥,KOSPI,529
007310,오뚜기,KOSPI,387500
002630,오리엔트바이오,KOSPI,602
271560,오리온,KOSPI,106100
001800,오리온홀딩스,KOSPI,21200
005320,온타이드,KOSPI,469
011690,와이투솔루션,KOSPI,4065
316140,우리금융지주,KOSPI,27400
006980,우성,KOSPI,16850
017370,우신시스템,KOSPI,6210
105840,우진,KOSPI,18400
010400,우진아이엔에스,KOSPI,3820
049800,우진플라임,KOSPI,1936
016880,웅진,KOSPI,2225
095720,웅진씽크빅,KOSPI,1335
005820,원림,KOSPI,14730
010600,웰바이오텍,KOSPI,545
008600,윌비스,KOSPI,320
033270,유나이티드제약,KOSPI,20000
014830,유니드,KOSPI,69300
446070,유니드비티플러스,KOSPI,3515
000910,유니온,KOSPI,4260
047400,유니온머티리얼,KOSPI,1352
011330,유니켐,KOSPI,1284
077500,유니퀘스트,KOSPI,6040
002920,유성기업,KOSPI,2170
000700,유수홀딩스,KOSPI,6130
003470,유안타증권,KOSPI,3695
003475,유안타증권우,KOSPI,3785
072130,유엔젤,KOSPI,4915
000220,유유제약,KOSPI,4355
000225,유유제약1우,KOSPI,4835
000227,유유제약2우B,KOSPI,11280
001200,유진투자증권,KOSPI,3400
000100,유한양행,KOSPI,114100
000105,유한양행우,KOSPI,103000
003460,유화증권,KOSPI,2895
003465,유화증권우,KOSPI,2785
008730,율촌화학,KOSPI,28050
008250,이건산업,KOSPI,4860
025820,이구산업,KOSPI,5030
214320,이노션,KOSPI,19170
088260,이리츠코크렙,KOSPI,4700
139480,이마트,KOSPI,89200
457190,이수스페셜티케미컬,KOSPI,55600
007660,이수페타시스,KOSPI,121500
005950,이수화학,KOSPI,8870
015020,이스타코,KOSPI,570
074610,이엔플러스,KOSPI,511
102460,이연제약,KOSPI,11260
084680,이월드,KOSPI,1306
350520,이지스레지던스리츠,KOSPI,3910
334890,이지스밸류플러스리츠,KOSPI,4190
000760,이화산업,KOSPI,16140
014990,인디에프,KOSPI,872
101140,인바이오젠,KOSPI,10210
006490,인스코비,KOSPI,659
023800,인지컨트롤스,KOSPI,6270
034590,인천도시가스,KOSPI,26400
129260,인터지스,KOSPI,2575
023810,인팩,KOSPI,6930
249420,일동제약,KOSPI,35800
000230,일동홀딩스,KOSPI,13480
013360,일성건설,KOSPI,2270
003120,일성아이에스,KOSPI,22150
003200,일신방직,KOSPI,13160
007110,일신석재,KOSPI,1651
007570,일양약품,KOSPI,13050
007575,일양약품우,KOSPI,12980
008500,일정실업,KOSPI,3705
081000,일진다이아,KOSPI,12100
020760,일진디스플,KOSPI,902
103590,일진전기,KOSPI,53600
271940,일진하이솔루스,KOSPI,13950
015860,일진홀딩스,KOSPI,7180
226320,잇츠한불,KOSPI,11690
317400,자이에스앤디,KOSPI,4600
033240,자화전자,KOSPI,22550
000950,전방,KOSPI,38100
079900,전진건설로봇,KOSPI,47300
348950,제이알글로벌리츠,KOSPI,2825
194370,제이에스코퍼레이션,KOSPI,13650
030000,제일기획,KOSPI,23150
271980,제일약품,KOSPI,15710
001560,제일연마,KOSPI,9900
002620,제일파마홀딩스,KOSPI,8160
006220,제주은행,KOSPI,11520
089590,제주항공,KOSPI,5330
004910,조광페인트,KOSPI,5230
004700,조광피혁,KOSPI,69500
001550,조비,KOSPI,11380
462520,조선내화,KOSPI,14360
120030,조선선재,KOSPI,98700
018470,조일알미늄,KOSPI,1237
002600,조흥,KOSPI,156700
185750,종근당,KOSPI,86400
063160,종근당바이오,KOSPI,20950
001630,종근당홀딩스,KOSPI,49300
109070,주성코퍼레이션,KOSPI,816
044380,주연테크,KOSPI,426
013890,지누스,KOSPI,12300
013870,지엠비코리아,KOSPI,3980
071320,지역난방공사,KOSPI,102300
088790,진도,KOSPI,2045
003780,진양산업,KOSPI,6760
010640,진양폴리,KOSPI,3645
100250,진양홀딩스,KOSPI,3325
051630,진양화학,KOSPI,2735
272450,진에어,KOSPI,6900
011000,진원생명과학,KOSPI,1973
002780,진흥기업,KOSPI,752
002787,진흥기업2우B,KOSPI,8880
002785,진흥기업우B,KOSPI,4210
025620,차AI헬스케어,KOSPI,11920
009310,참엔지니어링,KOSPI,1110
000650,천일고속,KOSPI,434000
033250,체시스,KOSPI,1020
035720,카카오,KOSPI,57100
323410,카카오뱅크,KOSPI,21050
377300,카카오페이,KOSPI,43900
006380,카프로,KOSPI,3660
001620,케이비아이동국실업,KOSPI,495
029460,케이씨,KOSPI,24700
281820,케이씨텍,KOSPI,37050
381970,케이카,KOSPI,16650
145270,케이탑리츠,KOSPI,961
417310,코람코더원리츠,KOSPI,8260
357120,코람코라이프인프라리츠,KOSPI,4265
007815,코리아써우,KOSPI,10590
007810,코리아써키트,KOSPI,35700
00781K,코리아써키트2우B,KOSPI,9260
003690,코리안리,KOSPI,11570
192820,코스맥스,KOSPI,168300
044820,코스맥스비티아이,KOSPI,14020
005070,코스모신소재,KOSPI,46900
005420,코스모화학,KOSPI,15500
071950,코아스,KOSPI,3555
002020,코오롱,KOSPI,51600
