LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_RAW_SCORE,ML_TRUSTED,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,ML_EFFECTIVE_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_P_SOURCE,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,KELLY_ZERO_REASON,KELLY_NEED_WIN_RATE,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,STRATEGY_SCORE,STRATEGY_HORIZON,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON,ENTRY_RISK_FLAG,ENTRY_RISK_LEVEL,ENTRY_RISK_RULE,ENTRY_RISK_REASON,BUY_NOW_SCORE,BUY_NOW_GRADE,BUY_NOW_PASS,BUY_NOW_REASON,BUY_NOW_ELIGIBLE,NO_CHASE_FLAG,PULLBACK_WAIT_FLAG,ANTI_STRUCT_REVERSAL_FLAG,ANTI_STRUCT_REVERSAL_TYPE,ANTI_STRUCT_REVERSAL_SCORE,ANTI_STRUCT_REVERSAL_REASON,ENTRY_EDGE_SCORE,ENTRY_EDGE_LEVEL,ENTRY_EDGE_RULE,ENTRY_EDGE_REASON,ENTRY_EDGE_SHADOW_FLAG,EST_WIN_RATE_REALIZED_CAP,STRICT_OFFICIAL_BUY_ELIGIBLE,OFFICIAL_FUNNEL_STAGE,OFFICIAL_BLOCK_REASON_1,OFFICIAL_BLOCK_REASON_2,OFFICIAL_NEAR_MISS_SCORE,OFFICIAL_NEAR_MISS_TYPE,CANDIDATE_TRIAGE_TYPE,MACRO_REGIME_MODE,FX_HIGH_REGIME_FLAG,FX_STALE_FLAG,MARKET_INTERNAL_WEAK_FLAG,MACRO_HARD_BLOCK_SHADOW,MACRO_RELAXED_SHADOW_PASS,SHADOW_MACRO_RELAXED_ELIGIBLE,SHADOW_ENTRY_RELAXED_ELIGIBLE,SHADOW_SCORE_RELAXED_ELIGIBLE,ABNORMAL_HISTORY_GUARD_FLAG,ABNORMAL_HISTORY_GUARD_LEVEL,ABNORMAL_HISTORY_GUARD_TYPE,ABNORMAL_HISTORY_GUARD_REASON,MARKET_WARNING_GUARD_FLAG,MARKET_CAUTION_GUARD_FLAG,LONG_HISTORY_COLLAPSE_FLAG,SPIKE_REVERSAL_GUARD_FLAG,LONG_HIGH_TO_CLOSE_RATIO_USED,ORIGINAL_CANDIDATE_TRIAGE_TYPE,ORIGINAL_BUY_NOW_PASS,ORIGINAL_BUY_NOW_GRADE,NO_BUY_BREAKER_RULE_ID,NO_BUY_BREAKER_VALIDATED,NO_BUY_BREAKER_N,NO_BUY_BREAKER_WIN_RATE_5D,NO_BUY_BREAKER_AVG_RET_5D,NO_BUY_BREAKER_ALPHA_5D,NO_BUY_BREAKER_DECISION,CARRY_FROM_CLOSE,CARRY_RET_PCT,CARRY_STALE_STAGE,CARRY_EXIT_SIGNAL,CARRY_STALE_REASON,GUARD_PASS_1,GUARD_PASS_2,GUARD_PASS_3,GUARD_PASS_4,GUARD_PASS_5,GUARD_PASS_6,GUARD_PASS_7,GUARD_PASS_8,GUARD_PENALTY_1,GUARD_PENALTY_2,GUARD_PENALTY_3,GUARD_PENALTY_4,GUARD_PENALTY_5,GUARD_PENALTY_6,GUARD_PENALTY_7,GUARD_PENALTY_8,GUARD_PENALTY_TOTAL,GUARD_RR_MULT,GUARD_BLOCK,GUARD_FORCE_EXIT_ALERT,GUARD_PRE_WARNING,GUARD_TRENDLINE_BROKEN,GUARD_ALL_PASS,GUARDED_ELITE_SCORE,GUARD_KELLY_MULT,GUARD_REASON,ELITE_LABEL,TOP_PICK_RAW,MOMENTUM_LANE,MOMENTUM_WATCH,MOMENTUM_LANE_TIER,MOMENTUM_LANE_SCORE,MOMENTUM_LANE_RANK,MOMENTUM_LANE_REASON,STOP_OVERRIDE_ACTIVE,STOP_OVERRIDE_PRICE,STOP_OVERRIDE_PCT,NEW_ENTRY_BLOCKED,STOP_OVERRIDE_REASON,ABNORMAL_SURGE_FLAG,DATA_INTEGRITY_OK,DATA_INTEGRITY_REASON,DATA_INTEGRITY_NBAD,JULY_PROFIT_DEFENSE_SCORE,PROFIT_RECOVERY_SCORE,JULY_PROFIT_PROFILE_PASS,JULY_PROFIT_BLOCK_FLAG,JULY_PROFIT_DEFENSE_LEVEL,JULY_PROFIT_DEFENSE_REASON,PROFIT_RECOVERY_TIER,PROFIT_RECOVERY_SETUP,PROFIT_RECOVERY_BLOCK_FLAG,PROFIT_RECOVERY_SIZE_MULT,PROFIT_RECOVERY_ACTION,PROFIT_RECOVERY_REASON,PMS_SCORE,PMS_AVAIL_FEATS,PMS_RANK,PMS_PROFIT_PICK,PMS_BLEND_SCORE,PMS_BLEND_RANK,PMS_REASON,D1_CHECKPOINT_PCT,D1_CHECKPOINT_PRICE,D1_CHECKPOINT_REASON,SRP_BASE_PROB_2D,SRP_NOTE,SRP_EDGE_STATUS,EXIT_ROUTE_RISK,EXIT_STOP_TIGHT,EXIT_TP_QUICK,EXIT_PLAN_NOTE,PRODUCTION_BUY,QUALITY_GUARD_SCORE,PRE_QUALITY_BUY_NOW_ELIGIBLE,QUALITY_GUARD_PASS,QUALITY_GUARD_REASON,QUALITY_POLICY_VERSION,ACTION_DECISION,RECOMMENDED_WEIGHT_PCT,등락률,CARRY_PRICE_REFRESHED,EXTENSION_BLOCK,MARKET_REGIME,REGIME_REASON,REGIME_SIZE_MULT,REGIME_ALLOW_ENTRY,ALPHA_SCORE,BE_TRIGGER_PRICE,ALPHA_WIN_PROB,ALPHA_VALIDATED,RECO_EVIDENCE,RECO_RISK,HONEST_PROB_PCT,ENTRY_RISK_GATE_OK,ROUTE_PREV,ROUTE_ALPHA_HEALED,ALPHA_ENTRY_THRESHOLD,ALPHA_GATE_ACTIVE,ALPHA_ENTRY_OK,FAST_TP_PRICE,US_NDX_RET_1D,US_NDX_RET_5D,US_NDX_VS_MA20,US_SPX_RET_1D,ALPHA_LT_OK,ALPHA_SIZE_MULT,ROUTE_PRE_BLOCK,CRASH_CHASE_WARN,LOW_TREND_PCTL,ALPHA_LT_RULE,DANGER_ZONE,DANGER_ZONE_REASON,GUARD_KELLY_MULT_APPLIED,SECTOR_MOM_FACTOR,HONEST_PROB_BASIS,ALPHA_ENTRY_BLOCK_REASON,SURGE_CHASE_FLAG,ALPHA_SURGE_OK,ALPHA_SURGE_RULE
1,490470,세미파이브,KOSDAQ,서비스 기타,16100,74.48,5478.1,59.0,95.7758654233993,WAIT,WAIT,3,False,1,True,41.8,41.8,49.0,34.5,0.0,0.0,26.5,27.8,49.0,38.8,4.64,0.0,RR4.6 + 진입적정,1,16100.0,15370.0,19490.0,44950.0,,-0.99,1.88,28754,-56.5,특이사항 없음,0,25.49,53.9,-4.03,저점추세 양호,,,추세 관망,NORMAL,23.7,"건축기술, 엔지니어링 및 관련 기술 서비스업",7447752250.0,57.7,36.59,0,0,-11.78,-7.47,-3.19,-4.9,-54.0,-43.8,-16.18,-32.99,-16.09,1.0,0.037,0,12.0,1,0,1.28,0.51,0,0,0,0,1,14192.0,-44.01,-0.1356,True,X,▼,18180,▲,X,X,0.16,155,0,-1,0,0,51300.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.53,5.0,4.6,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,23,SWING_60D,2,SWING_120D,2,0.0,"건축기술, 엔지니어링 및 관련 기술 서비스업",-1.3118181818181818,0.5963636363636361,13.0,47.0,0.0,0.10705412599822538,0.02418290245466673,0.08494208494208494,OK,0.0,UNVALIDATED_MODEL,40.091400452023564,40.091400452023564,0.0,6,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,70,20260818,20260818,,41.8,41.8,41.8,-4.7,-21.01,FRESH,0.464,,False,0.3,True,MATURE,12648.0,ALPHA_WIN_PROB,4.644,,1.81,0.09577586542339929,,0.3559,957504.0414232847,59.0,v40_alpha_tilt,,,,,,,,True,21.1,ALPHA,ELITE_SCORE,MATURE,12648,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,80.0,BUY,1,전일 -11.8%,1,0,0,0,,0.0,T=34<70,100.0,GREEN,,,0,False,1,OFFICIAL_BUY,공식 신규매수,TOP_PICK + BUY_NOW_ELIGIBLE,100.0,OFFICIAL_BUY,OFFICIAL_BUY,NORMAL,0,0,1,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,False,False,True,True,False,True,True,True,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.5,True,True,False,3,False,0.0,0.0,G1유동성차단 · G2RR×0.5 · G5추세붕괴3축,,0,0,0,,0.0,0,,False,0.0,0.0,False,,False,True,,0,71.0,60.0,0,0,CAUTION,시장폭 약함 23.7,C,WATCH,0,0.2,관찰,시장폭 23.7 · 5일 -7.5%,34.55,6,329,0,46.23,243,,-4.0,15456.0,"진입 후 D+1 종가 15,456원(-4%) 이탈 시 익일 조기청산 권고",55.1,"최근 20거래일 유니버스 실측 2일 상승률 55.1% (n=6,355) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,14973.0,17710.0,"손절 14,973(-7%)·본전전환 16,905(+5%)·1차익절 17,710(+10%) · ⚡ D+2내 16,583(+3%) 도달 시 25% 익절+잔여 본전 상향 · ※ 이 규율(+3% 25% 익절 → 본전스톱)은 실측에서 이길 확률을 41%→60%로 올리고 낙폭을 절반으로 줄이면서 기대수익은 89% 지켰습니다. 나머지는 목표가(TP1~TP3)까지 보유합니다",1,74.2,1,1,엄격 매수 기준 통과 (상태는 WAIT이지만 진입 판단은 검증 알파가 기준 — v32),alpha_gate_v62,BUY,0.8999999999999999,,,0,DOWN,"하락 레짐 — 시장폭 24% (<35%), 상승 종목이 소수인 내부 약세장. 신규 진입 차단 (실측: 이 구간 진입은 손실 우세)",0.3,0,100.0,16905.0,0.4392,1,알파 십분위 실측 승률 44% (OOS 검증 · 5일 보유 후 플러스 마감 기준) · 참고: 점수구간 원장 실현 승률 46% (표본 12648건 — 기준 다름) · 거래량 밀집가 대비 -56.5% — 가치영역 근접 (실측 표본 적음) · 손익비 4.6 (손절 -4.5% / 1차목표 +21.1%) · 저점 상승 추세 25% (바닥이 높아지는 중) · AI 알파모델 예측 상위 0% (OOS 검증 통과 모델),하락 레짐 (시장폭 24%) — 신규 진입 차단 구간,43.9,True,WAIT,1,90.0,1,1,16583.0,,,,,1,1.4803070390015347,,0,72.5,pctl>0.30,0,,0,0.6605839416058394,알파 십분위 OOS · 5일 보유 플러스 마감,,0,1,ret_1d<+5%
2,144960,뉴파워프라즈마,KOSDAQ,조선·기계·설비,11040,206.1,4823.7,78.0,86.63597333199317,WAIT,ATTACK,3,True,1,False,84.4,84.4,92.0,76.8,0.0,0.0,49.7,56.3,92.0,0.0,2.52,0.0,RR2.5 + 진입적정,1,11040.0,10150.0,13280.0,13700.0,,-0.94,1.02,9706,7.05,특이사항 없음,0,30.35,65.5,6.8,STRUCT 강점,TIMING 보조,,알파 상위 + MA20위·저점상승 확인 — 진입 우선,NORMAL,23.7,특수 목적용 기계 제조업,20610371045.0,65.0,49.5,0,0,-1.16,-8.0,14.4,18.45,16.83,77.49,7.17,37.84,105.2,0.118,0.118,1,12.0,1,0,1.3,0.63,0,0,0,1,1,8732.0,13.74,-0.3094,False,O,▲,12191,▲,X,X,1.52,250,0,1,1,1,15690.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.06,6.0,2.5,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,23,ATR_2x,23,ATR_3.5x,12,0.0,특수 목적용 기계 제조업,6.007454545454546,11.566181818181818,6.0,85.6,0.0,0.12021221532091098,0.018693501946472416,0.49122807017543857,OK,0.0,UNVALIDATED_MODEL,54.492138136747975,54.492138136747975,0.0,4,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,70,20260818,20260818,,84.4,84.4,84.4,-4.7,-21.01,FRESH,0.391,,False,0.595,False,MATURE,12648.0,ALPHA_WIN_PROB,2.517,,1.81,0.08663597333199316,,0.3559,866129.4182130832,78.0,v40_alpha_tilt,,,,,,,,True,20.3,ALPHA,ELITE_SCORE,MATURE,12648,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,100.0,BUY,1,,0,0,0,0,,0.0,S=92≥50,100.0,GREEN,,,0,False,0,TOP_PICK_ENTRY_BLOCKED,BUY_NOW_ELIGIBLE=0,,85.0,IGNORE,IGNORE,NORMAL,0,0,1,0,0,0,1,1,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,1,True,49.7,1.0,,,0,0,0,,49.7,0,,False,0.0,0.0,False,,False,True,,0,89.0,92.0,0,0,CAUTION,시장폭 약함 23.7,C,WATCH,0,0.2,관찰,시장폭 23.7 · 5일 -8.0%,75.45,6,32,0,86.87,7,모멘텀확인중(PMS75),-4.0,10598.0,"진입 후 D+1 종가 10,598원(-4%) 이탈 시 익일 조기청산 권고",55.1,"최근 20거래일 유니버스 실측 2일 상승률 55.1% (n=6,355) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,10267.0,12144.0,"손절 10,267(-7%)·본전전환 11,592(+5%)·1차익절 12,144(+10%) · ⚡ D+2내 11,371(+3%) 도달 시 25% 익절+잔여 본전 상향 · ※ 이 규율(+3% 25% 익절 → 본전스톱)은 실측에서 이길 확률을 41%→60%로 올리고 낙폭을 절반으로 줄이면서 기대수익은 89% 지켰습니다. 나머지는 목표가(TP1~TP3)까지 보유합니다",0,100.0,1,1,당일 신규진입 1종목 제한,alpha_gate_v62,WATCH,0.0,,,0,DOWN,"하락 레짐 — 시장폭 24% (<35%), 상승 종목이 소수인 내부 약세장. 신규 진입 차단 (실측: 이 구간 진입은 손실 우세)",0.3,0,91.7,11592.0,0.4392,1,알파 십분위 실측 승률 44% (OOS 검증 · 5일 보유 후 플러스 마감 기준) · 참고: 점수구간 원장 실현 승률 39% (표본 12648건 — 기준 다름) · 거래량 밀집가 대비 +7.0% — 가치영역 근접 (실측 승률 40%) · 손익비 2.5 (손절 -8.1% / 1차목표 +20.3%) · 저점 상승 추세 30% (바닥이 높아지는 중) · AI 알파모델 예측 상위 8% (OOS 검증 통과 모델),하락 레짐 (시장폭 24%) — 신규 진입 차단 구간,43.9,True,WAIT,1,90.0,1,1,11371.0,,,,,1,1.339041318887066,,0,84.4,pctl>0.30,0,,0,1.3673965936739658,알파 십분위 OOS · 5일 보유 플러스 마감,,0,1,ret_1d<+5%
3,004710,한솔테크닉스,KOSPI,IT/전기전자,7630,74.19,4053.0,200.0,154.15857528554514,WAIT,ATTACK,3,True,1,False,74.8,74.8,100.0,49.5,0.0,0.0,41.8,49.8,100.0,0.0,3.34,0.0,RR3.3 + 진입적정,1,7630.0,7010.0,9700.0,16430.0,,0.29,1.06,11426,8.02,특이사항 없음,0,29.25,61.9,1.54,STRUCT 강점,,,알파 상위 + MA20위·저점상승 확인 — 진입 우선,NORMAL,23.7,전자부품 제조업,7419278785.0,68.2,49.04,0,0,-3.78,3.53,10.26,-14.65,-42.22,27.7,-20.08,-37.52,9.43,0.678,0.129,1,12.0,0,0,2.1,0.53,0,0,0,1,-1,8784.0,-33.23,0.154,False,X,▲,7959,▲,X,X,0.13,250,0,1,1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.13,6.0,3.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,12,SWING_60D,2,,0,0.0,전자부품 제조업,3.6553448275862066,10.86948275862069,7.0,44.0,0.0,0.10035573862572551,0.026757895214795446,0.373134328358209,OK,0.0,UNVALIDATED_MODEL,44.5258427652586,44.5258427652586,0.0,8,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,70,20260818,20260818,,74.8,74.8,74.8,-4.7,-21.01,FRESH,0.416,elite_low_wr_0.42,True,0.518,False,MATURE,12648.0,ALPHA_WIN_PROB,3.339,,1.81,0.1541585752855451,,0.3559,1541175.9340772578,200.0,v40_alpha_tilt,,,,,,,,True,27.1,ALPHA,ELITE_SCORE,MATURE,12648,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,100.0,BUY,1,,0,0,0,0,,0.0,T=50<70 · S=100≥50,100.0,GREEN,,,0,False,0,TOP_PICK_ENTRY_BLOCKED,BUY_NOW_ELIGIBLE=0,,93.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,1,0,0,0,0,1,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,1,True,41.8,1.0,,,0,0,0,,41.8,0,,False,0.0,0.0,False,,False,True,,0,83.0,72.0,0,0,CAUTION,시장폭 약함 23.7,C,WATCH,0,0.2,관찰,시장폭 23.7 · 5일 3.5%,47.81,6,230,0,70.19,71,,-4.0,7325.0,"진입 후 D+1 종가 7,325원(-4%) 이탈 시 익일 조기청산 권고",55.1,"최근 20거래일 유니버스 실측 2일 상승률 55.1% (n=6,355) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,7096.0,8393.0,"손절 7,096(-7%)·본전전환 8,012(+5%)·1차익절 8,393(+10%) · ⚡ D+2내 7,859(+3%) 도달 시 25% 익절+잔여 본전 상향 · ※ 이 규율(+3% 25% 익절 → 본전스톱)은 실측에서 이길 확률을 41%→60%로 올리고 낙폭을 절반으로 줄이면서 기대수익은 89% 지켰습니다. 나머지는 목표가(TP1~TP3)까지 보유합니다",0,100.0,1,1,당일 신규진입 1종목 제한,alpha_gate_v62,WATCH,0.0,,,0,DOWN,"하락 레짐 — 시장폭 24% (<35%), 상승 종목이 소수인 내부 약세장. 신규 진입 차단 (실측: 이 구간 진입은 손실 우세)",0.3,0,95.4,8012.0,0.4392,1,알파 십분위 실측 승률 44% (OOS 검증 · 5일 보유 후 플러스 마감 기준) · 참고: 점수구간 원장 실현 승률 42% (표본 12648건 — 기준 다름) · 거래량 밀집가 대비 +8.0% — 가치영역 근접 (실측 승률 40%) · 손익비 3.3 (손절 -8.1% / 1차목표 +27.1%) · 저점 상승 추세 29% (바닥이 높아지는 중) · AI 알파모델 예측 상위 5% (OOS 검증 통과 모델),하락 레짐 (시장폭 24%) — 신규 진입 차단 구간,43.9,True,WAIT,1,90.0,1,1,7859.0,,,,,1,2.382667315077977,,0,82.0,pctl>0.30,0,,0,1.0632603406326036,알파 십분위 OOS · 5일 보유 플러스 마감,,0,1,ret_1d<+5%
4,329180,HD현대중공업,KOSPI,조선·기계·설비,489500,1077.04,513785.2,0.0,0.0,WAIT,ATTACK,3,True,1,False,63.0,63.0,86.0,39.9,0.0,0.0,35.0,42.0,86.0,0.0,1.46,0.0,RR1.5 + 진입적정,1,489500.0,453500.0,542000.0,686000.0,,-2.21,0.84,590477,-28.56,특이사항 없음,0,13.73,59.1,0.91,STRUCT 강점,,,알파 상위 + MA20위·저점상승 확인 — 진입 우선,NORMAL,23.7,선박 및 보트 건조업,107704178250.0,60.7,20.72,0,0,-4.02,-7.99,4.04,9.14,-23.03,-18.69,3.71,-18.33,-36.96,0.84,0.175,0,11.9,1,0,1.24,0.6,0,0,0,1,1,430950.0,-17.1,-0.2278,True,X,▲,514730,▼,X,X,-0.78,250,0,1,-1,1,765000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.35,4.0,1.5,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,23,VP_RESISTANCE,2,SWING_60D,2,0.0,선박 및 보트 건조업,6.007454545454546,11.566181818181818,6.0,75.5,0.0,0.05960893039544725,-0.0014340530512446912,0.043478260869565216,OK,0.0,UNVALIDATED_MODEL,41.32500597996412,41.32500597996412,0.0,6,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,70,20260818,20260818,,63.0,63.0,63.0,-4.7,-21.01,FRESH,0.437,,False,0.424,True,MATURE,12648.0,ALPHA_WIN_PROB,1.458,,1.458,0.0273,"배분액 273,257원 < 1주 가격 489,500원 — 수량 0",0.4068,273257.0,0.0,v40_alpha_tilt,,,,,,,,True,10.7,ALPHA,ELITE_SCORE,MATURE,12648,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,100.0,BUY,1,,0,0,0,0,,0.0,T=40<70 · S=86≥50,100.0,GREEN,,,0,False,0,TOP_PICK_ENTRY_BLOCKED,BUY_NOW_ELIGIBLE=0,,85.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,1,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,True,True,True,False,True,True,True,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,1.0,False,True,False,3,False,15.0,0.429,G5추세붕괴3축,,0,0,0,,15.0,0,,False,0.0,0.0,False,,False,True,,0,83.0,65.0,0,0,CAUTION,시장폭 약함 23.7,C,WATCH,0,0.2,관찰,시장폭 23.7 · 5일 -8.0%,50.93,6,206,0,63.85,103,,-4.0,469920.0,"진입 후 D+1 종가 469,920원(-4%) 이탈 시 익일 조기청산 권고",55.1,"최근 20거래일 유니버스 실측 2일 상승률 55.1% (n=6,355) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,455235.0,538450.0,"손절 455,235(-7%)·본전전환 513,975(+5%)·1차익절 538,450(+10%) · ⚡ D+2내 504,185(+3%) 도달 시 25% 익절+잔여 본전 상향 · ※ 이 규율(+3% 25% 익절 → 본전스톱)은 실측에서 이길 확률을 41%→60%로 올리고 낙폭을 절반으로 줄이면서 기대수익은 89% 지켰습니다. 나머지는 목표가(TP1~TP3)까지 보유합니다",0,100.0,1,1,당일 신규진입 1종목 제한,alpha_gate_v62,WATCH,0.0,,,0,DOWN,"하락 레짐 — 시장폭 24% (<35%), 상승 종목이 소수인 내부 약세장. 신규 진입 차단 (실측: 이 구간 진입은 손실 우세)",0.3,0,92.2,513975.0,0.4392,1,알파 십분위 실측 승률 44% (OOS 검증 · 5일 보유 후 플러스 마감 기준) · 참고: 점수구간 원장 실현 승률 44% (표본 12648건 — 기준 다름) · 거래량 밀집가 대비 -28.6% — 가치영역 근접 (실측 표본 적음) · 손익비 1.5 (손절 -7.4% / 1차목표 +10.7%) · 저점 상승 추세 14% (바닥이 높아지는 중) · AI 알파모델 예측 상위 8% (OOS 검증 통과 모델),하락 레짐 (시장폭 24%) — 신규 진입 차단 구간,43.9,True,WAIT,1,90.0,1,1,504185.0,,,,,1,1.0,,0,42.9,pctl>0.30,0,,0,1.0,알파 십분위 OOS · 5일 보유 플러스 마감,,0,1,ret_1d<+5%
