시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSPI,SK스퀘어,402340,기타 금융업,991000,14172.95,1307707.6,1417294936011.0,97.5,90.4,43.59,72.73,0,0,0,17.84,36.69,45.31,105.18,96.24,281.15,94.97,65.29,225.43,0.0,0.0,1,78.78,10.5,43.75,1,0,0.86,0.99,0,0,0,,1,1,779250.0,603380,64.24,0.1924,2.16,2.42,False,O,▲,854314,▲,O,X,8.09,250,0,1,1,1,725000.0,629000.0,998000.0,1145000.0,1331000.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,13.24,4.0,2.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기타 금융업,금융,5.995,19.677380952380954,7.0,45.6,OK,80.94429814781199,80.94429814781199,4,1,80.6,75.9,45.6,71.7,71.7,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,SK하이닉스,000660,반도체 제조업,1447000,80990.66,10312803.2,8099065567750.0,90.9,82.1,25.28,49.14,0,0,0,12.52,18.41,28.28,65.18,74.34,149.91,54.97,43.39,94.19,0.0,0.0,1,62.86,8.6,31.3,1,0,0.96,0.99,2090915,597611,2688526,,1,1,1196500.0,992746,45.76,-0.0442,1.45,1.31,False,O,▲,1342163,▲,O,X,4.12,250,0,1,1,1,1213000.0,1090000.0,1450000.0,1630000.0,1858000.0,split,50.0,NORMAL+WARN:mcap=10312803억 — 원 단위 혼입 의심(>1000조)+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,10.14,4.0,1.9,normal,7,v1_sl_first_gap_at_open,NORMAL+WARN:mcap=10312803억 — 원 단위 혼입 의심(>1000조)+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,반도체 제조업,반도체,14.755625,56.405,1.0,21.0,OK,75.86458237109021,75.86458237109021,2,0,81.8,88.3,21.0,72.2,72.2,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,삼성전기,009150,전자부품 제조업,918000,7764.82,685688.1,776482252500.0,88.9,83.5,34.66,82.84,0,0,0,10.34,16.5,35.2,101.32,224.38,300.0,91.11,193.43,244.28,0.0,0.0,1,241.75,10.6,48.67,1,0,0.89,0.99,146880,55998,202878,,1,1,736400.0,489376,87.59,-0.17,1.21,2.05,False,O,▲,884100,▲,O,X,3.25,250,0,1,1,1,716000.0,625000.0,925000.0,965000.0,1103000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,12.71,4.0,2.3,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,0.0,전자부품 제조업,IT/전기전자,5.491382978723405,24.48351063829787,6.0,71.9,OK,67.0,67.0,2,0,81.0,74.4,71.9,76.5,76.5,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,대한전선,001440,절연선 및 케이블 제조업,60700,12241.64,113173.5,1224164282150.0,90.2,94.6,51.43,88.96,0,0,0,7.82,41.66,54.45,107.88,127.77,130.8,97.67,96.82,75.08,0.027,0.027,1,141.12,12.0,39.21,1,0,2.51,0.93,0,0,0,,1,1,46037.5,39167,54.98,0.5042,1.43,1.97,False,O,▲,51323,▲,O,X,6.04,250,0,1,1,1,42100.0,35750.0,63200.0,73600.0,86700.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,15.08,4.0,3.3,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,절연선 및 케이블 제조업,기타,7.67359649122807,15.616140350877194,9.0,80.2,OK,57.5,57.5,6,1,94.0,48.8,80.2,73.2,73.2,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,대원전선,006340,절연선 및 케이블 제조업,17350,7144.22,13604.9,714422028790.0,95.5,99.1,118.06,177.33,0,0,0,15.28,92.35,180.29,225.52,395.01,310.65,215.31,364.06,254.93,0.027,0.027,1,344.45,12.0,23.22,1,0,6.16,0.91,0,0,0,,1,1,11721.0,8117,113.74,0.9893,1.24,2.8,False,O,▲,12614,▲,O,X,8.84,250,0,1,1,1,8350.0,7100.0,18560.0,22700.0,27950.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,14.97,5.0,8.2,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,절연선 및 케이블 제조업,기타,7.67359649122807,15.616140350877194,9.0,75.0,OK,43.829129851287725,43.829129851287725,6,1,93.6,33.6,75.0,65.9,65.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,산일전기,062040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",333500,6604.63,102103.9,660463328500.0,91.6,84.5,67.63,95.11,0,0,0,25.38,50.23,68.35,149.63,144.86,105.48,139.42,113.91,49.76,0.0,0.0,1,124.98,12.0,48.95,1,0,1.34,0.96,0,0,0,,1,1,237180.0,181369,83.88,0.3189,2.76,2.52,False,O,▲,253471,▲,O,X,4.89,250,0,1,1,1,209000.0,177500.0,341000.0,400000.0,474500.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.07,4.0,4.2,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,19.8875,43.82125,2.0,60.1,OK,82.36032722342887,82.36032722342887,6,1,86.2,95.5,60.1,84.7,84.7,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,POSCO홀딩스,005490,1차 철강 제조업,502000,5427.91,397792.5,542790614250.0,89.9,86.9,25.35,45.39,0,0,0,8.66,20.96,30.39,44.46,47.0,64.32,34.25,16.05,8.6,0.0,0.0,1,47.92,8.0,12.24,1,0,1.41,0.94,93372,34638,128010,,1,1,426350.0,383951,30.75,0.203,2.04,1.15,False,O,▲,467690,▲,O,X,5.19,250,0,1,1,1,420500.0,385000.0,512000.0,565000.0,632000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.44,4.0,2.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,1차 철강 제조업,철강·금속,16.42653846153846,25.71153846153846,3.0,39.3,OK,62.742206726845986,62.742206726845986,6,1,86.7,63.7,39.3,68.0,68.0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,LS ELECTRIC,010120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",294000,4322.4,441000.0,432240344000.0,96.4,87.3,43.92,87.79,0,0,0,5.76,29.8,57.64,91.16,179.47,225.58,80.95,148.52,169.86,0.0,0.0,1,211.23,11.1,19.04,1,0,1.36,0.98,0,0,0,,1,1,231720.0,176179,66.87,0.2659,1.18,0.24,False,O,▲,272026,▲,O,X,3.06,250,0,1,1,1,214500.0,186300.0,296500.0,348000.0,412500.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,13.15,4.0,2.9,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,19.8875,43.82125,2.0,13.6,OK,80.53950360908425,80.53950360908425,6,1,86.7,93.5,13.6,74.8,74.8,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,두산에너빌리티,034020,일반 목적용 기계 제조업,127200,4080.45,814793.8,408045473800.0,85.9,76.9,13.22,44.76,0,0,0,0.08,0.08,17.24,31.68,47.56,52.15,21.47,16.61,-3.57,0.011,0.011,1,33.32,7.9,15.53,1,0,1.18,0.89,0,0,0,,1,1,112695.0,102102,24.58,-0.2275,0.81,-0.99,False,O,▲,132427,▲,X,X,1.34,250,0,1,1,1,127200.0,117900.0,131100.0,137500.0,144900.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,7.31,4.0,0.4,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,BB_UPPER,75,ATR_3.5x,45,0.0,일반 목적용 기계 제조업,조선·기계·설비,6.619220779220779,28.01974025974026,4.0,72.2,OK,41.3608854476208,41.3608854476208,4,1,89.9,45.5,72.2,68.6,68.6,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,현대로템,064350,철도장비 제조업,269000,3476.32,293592.8,347631943500.0,89.7,74.6,18.92,37.35,0,0,0,0.19,15.45,24.54,28.1,25.41,25.41,17.89,-5.54,-30.31,0.015,0.015,1,21.32,10.8,7.21,1,0,1.23,0.84,0,0,0,,1,1,225150.0,218262,23.25,0.257,1.12,1.17,False,O,▲,257417,▲,O,X,0.56,250,0,1,1,1,237500.0,211500.0,282000.0,288500.0,313500.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,10.95,4.0,1.7,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,철도장비 제조업,기타,7.67359649122807,15.616140350877194,9.0,54.0,OK,87.37382494073992,87.37382494073992,6,1,84.1,92.5,54.0,81.4,81.4,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
