시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_RAW_SCORE,ML_TRUSTED,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,ML_EFFECTIVE_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSDAQ,코칩,126730,전자부품 제조업,20000,680.57,1754.0,68057212205.0,72.2,97.4,51.91,64.44,0,0,0,29.7,58.73,76.37,43.58,11.48,11.3,36.26,39.46,34.35,0.641,0.212,0,-20.39,12.0,-15.75,1,0,4.39,1.0,0,0,0,,1,1,11133.0,23230,-13.91,0.7967,8.62,2.95,False,O,▲,14098,▲,O,X,-1.04,250,1,1,-1,1,13820.0,12710.0,20000.0,25150.0,36500.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,8.03,6.0,5.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,12,VP_RESISTANCE,2,SWING_60D,2,0.0,전자부품 제조업,IT/전기전자,14.165333333333333,12.131499999999999,5.0,84.9,0,0.09,0.03834537933136091,0.0,OK,0.0,UNVALIDATED_MODEL,53.5,53.5,0.0,4,1,50.0,48.4,0.0,49.2,49.2,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,NHN,181710,소프트웨어 개발 및 공급업,54200,646.92,17752.2,64692420000.0,72.7,82.9,39.21,48.88,0,0,0,29.82,24.03,49.93,41.7,42.44,63.5,48.48,62.94,44.99,0.0,0.0,1,42.26,12.0,-3.83,0,0,1.77,1.0,0,0,0,,1,1,36467.5,43562,24.42,0.2268,7.66,1.04,False,O,▲,43691,▲,O,X,23.11,250,1,1,1,1,40900.0,37600.0,54200.0,64900.0,,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,8.07,5.0,4.0,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,12,SWING_60D,2,,0,0.0,소프트웨어 개발 및 공급업,IT/전기전자,14.165333333333333,12.131499999999999,5.0,55.0,0,0.07890748550342647,0.04497818651122641,0.0,OK,0.0,UNVALIDATED_MODEL,56.5,56.5,0.0,4,1,52.1,72.8,0.0,62.4,62.4,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSDAQ,HLB,028300,의료용품 및 기타 의약 관련제품 제조업,41950,365.14,55876.7,36513533650.0,87.2,80.1,27.86,47.94,0,0,0,3.07,22.13,37.99,63.55,-21.15,-19.94,56.23,6.83,3.11,0.783,0.026,0,-16.85,12.0,18.22,1,0,0.77,0.98,0,0,0,,1,1,32565.0,40970,2.39,0.5815,0.6,2.64,False,X,▼,37154,▲,O,X,-1.11,250,0,-1,-1,1,34450.0,31650.0,42250.0,56400.0,68500.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.13,4.0,2.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,12,SWING_60D,2,SWING_120D,2,0.0,의료용품 및 기타 의약 관련제품 제조업,바이오·의약품,12.7475,23.951666666666668,2.0,13.5,0,0.06538396049719053,0.38051773489715524,0.11538461538461539,OK,0.0,UNVALIDATED_MODEL,58.19446727408226,58.19446727408226,0.0,4,1,26.8,42.7,0.0,34.8,34.8,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,씨이랩,189330,소프트웨어 개발 및 공급업,16880,349.99,1583.7,34998966235.0,77.6,90.2,66.3,81.09,0,0,0,22.23,53.18,82.49,69.48,84.68,285.83,62.16,112.66,308.88,0.0,0.0,1,105.49,12.0,-3.65,0,0,0.68,0.95,0,0,0,,1,1,10351.0,11245,50.1,0.8069,3.77,2.42,False,O,▲,12060,▲,O,X,6.15,250,0,1,1,1,10660.0,9800.0,14270.0,17330.0,20200.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,8.07,6.0,4.2,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,BB_UPPER,23,SWING_20D,5,FIBO_1.272,2,0.0,소프트웨어 개발 및 공급업,IT/전기전자,14.165333333333333,12.131499999999999,5.0,73.8,0,0.10037237643872715,0.0645074480931881,0.15358361774744028,OK,0.0,UNVALIDATED_MODEL,76.0,76.0,0.0,2,0,27.6,74.4,0.0,51.0,51.0,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,광전자,017900,반도체 제조업,8690,271.71,5035.3,27171222880.0,69.5,86.0,41.79,79.16,0,0,0,-2.47,49.31,69.73,43.4,-26.79,346.79,50.18,-6.29,328.28,0.564,0.127,1,157.08,12.0,-16.86,0,0,3.16,0.82,0,0,0,,1,1,5754.5,9823,-11.54,0.869,0.8,1.99,False,X,▲,7319,▲,O,X,-5.39,248,0,1,1,1,6440.0,5920.0,8560.0,9640.0,15470.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.07,5.0,4.1,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,BB_UPPER,23,SWING_20D,5,SWING_60D,2,0.0,반도체 제조업,반도체,15.293571428571429,6.467142857142856,9.0,77.6,0,0.10163570606608581,0.08707684167439156,0.1506849315068493,OK,0.0,UNVALIDATED_MODEL,52.15189343863086,52.15189343863086,0.0,4,1,52.3,62.9,0.0,57.6,57.6,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,위메이드,112040,소프트웨어 개발 및 공급업,19010,182.45,6453.6,18244706395.0,69.6,67.0,18.99,26.97,0,0,0,13.42,16.06,27.84,7.58,-13.2,-36.21,0.26,14.78,-13.16,0.735,0.292,0,-19.74,12.0,-12.47,1,0,0.62,0.8,0,0,0,,1,1,14575.0,18688,1.72,0.3661,4.55,-1.99,False,X,▼,16456,▲,O,X,22.91,250,0,-1,-1,1,16780.0,15430.0,20600.0,23700.0,28600.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,8.05,5.0,2.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,SWING_20D,12,VP_RESISTANCE,5,SWING_60D,2,0.0,소프트웨어 개발 및 공급업,IT/전기전자,14.165333333333333,12.131499999999999,5.0,28.5,0,0.07477267603516946,0.021638665642180532,0.0,OK,0.0,UNVALIDATED_MODEL,33.280375231269566,33.280375231269566,0.0,2,0,1.1,16.0,0.0,8.6,8.6,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSPI,한미사이언스,008930,기타 금융업,46200,138.53,31596.9,13852775950.0,88.4,91.0,25.83,52.31,0,0,0,1.09,17.86,36.08,39.58,30.69,9.61,46.36,51.19,-8.9,0.055,0.055,1,21.01,12.0,2.61,0,0,1.32,0.85,0,0,0,,1,1,37470.0,34249,34.89,0.3084,1.41,2.6,False,O,▲,43891,▲,O,X,0.22,250,0,1,1,1,38550.0,35450.0,46350.0,48950.0,55500.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.04,5.0,2.5,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,BB_UPPER,12,SWING_20D,5,SWING_120D,2,0.0,기타 금융업,금융,4.863448275862068,9.006896551724138,12.0,40.6,0,0.06064471243042671,0.09008413230068112,0.7432432432432432,OK,0.0,UNVALIDATED_MODEL,76.0,76.0,0.0,6,1,79.0,75.2,0.0,77.1,77.1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,위메이드맥스,101730,소프트웨어 개발 및 공급업,4390,97.84,3679.0,9784358855.0,63.2,79.0,18.32,65.38,0,0,0,29.88,27.99,29.31,-15.25,-8.54,-34.38,-22.57,19.44,-11.33,0.617,0.356,0,-9.78,12.0,-13.98,0,0,1.02,0.63,0,0,0,,1,1,3150.0,4385,0.11,0.656,6.53,-0.0,False,O,▼,3267,▲,O,X,29.88,250,1,-1,-1,1,3895.0,3580.0,4925.0,5300.0,5690.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,8.09,6.0,3.3,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,BB_UPPER,12,SWING_20D,5,SWING_60D,2,0.0,소프트웨어 개발 및 공급업,IT/전기전자,14.165333333333333,12.131499999999999,5.0,48.8,0,0.07508948909860072,0.013483095691659135,0.0,OK,0.0,UNVALIDATED_MODEL,39.5,39.5,0.0,4,1,13.9,22.9,0.0,18.4,18.4,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSPI,서흥,008490,기타 화학제품 제조업,28650,70.82,3314.6,7081667300.0,85.7,92.5,31.61,47.05,0,1,0,0.17,28.48,42.54,42.54,44.7,18.39,49.32,65.2,-0.12,0.049,0.049,1,39.63,11.3,-1.48,0,0,2.4,0.83,0,0,0,,1,1,23695.0,22179,29.17,0.6036,3.72,2.7,False,O,▲,24498,▲,O,X,-0.87,250,0,1,1,1,22850.0,21000.0,26900.0,30550.0,34550.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.1,6.0,2.2,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,BB_UPPER,23,SWING_20D,5,FIBO_1.272,2,0.0,기타 화학제품 제조업,화학·소재,12.498787878787878,12.602121212121212,6.0,68.6,0,0.05629518823236101,0.03936095388424384,0.7916666666666666,OK,0.0,UNVALIDATED_MODEL,56.0,56.0,0.0,4,1,52.4,60.3,0.0,56.4,56.4,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,피델릭스,032580,반도체 제조업,5380,60.8,1782.5,6079838505.0,59.6,68.3,24.32,70.19,0,0,0,-1.65,42.33,52.62,7.6,67.6,374.01,0.28,95.58,397.06,0.26,0.215,1,40.27,12.0,-18.48,0,0,1.02,0.88,0,0,0,,1,1,3528.0,5304,1.42,1.0729,1.1,1.85,False,O,▲,4485,▲,O,X,0.55,249,0,1,1,1,4545.0,4180.0,5720.0,5850.0,9790.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.03,6.0,3.2,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,23,BB_UPPER,23,SWING_60D,2,0.0,반도체 제조업,반도체,15.293571428571429,6.467142857142856,9.0,42.3,0,0.11510886882634096,0.0065640411345806995,0.36065573770491804,OK,0.0,UNVALIDATED_MODEL,66.32646511303255,66.32646511303255,0.0,4,1,40.3,78.7,0.0,59.5,59.5,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
