종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,FINAL_SCORE,TRIGGER_SCORE,TOTAL_SCORE,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ML_SCORE,NEWS_SCORE,NEWS_REASON,TRIGGER,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_5d_%,ret_10d_%,ret_60d_%,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,EBS,ENG_SCORE,MOM_SCORE,RR1,Now%,AI_COMMENT,켈리_수량,켈리_금액(원),추천수량,추천금액(만원),MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
272210,한화시스템,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,76900,15246.52,0.0,76900,69000,92700,101970.00000000001,91.0,100.0,85.0,89.9,89.9,79.0,73.69999694824219,0.0,특이사항 없음,,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,59.05,43.74,48.36,20.56,0.51,0,1.0,1.0,0.25,1.0,0.79,1.0,1.0,81.9,84.5,38.51,45.92,0,0,39.06,30.78,49.32,15.69,1,0,2.08,0.99,1,1,57230.0,68873,11.65,0.2807,5.93,4.08,False,O,▲,61382,▲,O,X,7.4117460317460315,19.624126984126985,2.0,8,82.7,79.5,2.0,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의. (매수 유효),30,2375000,30.0,237.5,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,1,20260109,20260109,28.76,11.79,49.32,20.56
354320,알멕,KOSDAQ,1차 비철금속 제조업,1차 비철금속 제조업,철강·금속,36900,797.58,0.0,36900,33650,43350,47685.00000000001,88.1,98.5,81.2,77.6,77.6,67.4,89.5,0.0,특이사항 없음,,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,83.58,54.72,81.8,63.51,36.14,2,0.99,0.87,0.48,1.0,1.0,0.7,1.0,94.7,99.5,70.19,78.6,0,0,82.67,83.58,75.3,0.57,1,0,27.46,1.0,1,1,24100.0,29855,23.6,0.9962,7.6,2.66,False,O,▲,24854,▲,O,X,10.571538461538463,21.98076923076923,1.0,7,43.5,100.0,1.9846153846153847,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,56,2082480,56.0,208.2,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,2,20260109,20260109,28.76,11.79,75.3,63.51
101170,우림피티에스,KOSDAQ,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,18470,2330.59,0.0,18470,14520,26400,29040.000000000004,87.1,96.0,81.2,82.4,82.4,73.2,78.5,0.0,특이사항 없음,,↩️ PULL (눌림),② 상승 후 조정,55.86,268.66,54.08,145.81,250.08,0,1.0,1.0,0.0,1.0,0.4,1.0,0.92,72.8,91.6,36.3,85.82,0,0,6.39,73.26,157.6,14.89,1,0,3.25,0.83,1,1,11721.0,16889,9.36,-0.2738,3.64,1.32,False,O,▲,17580,▲,O,X,5.072241379310345,19.69,3.0,8,87.9,40.0,2.007594936708861,0.0,💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의. (매수 유효),113,2093669,113.0,209.4,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),2,3,20260109,20260109,28.76,11.79,157.6,145.81
234030,싸이닉솔루션,KOSDAQ,반도체 제조업,반도체 제조업,반도체,11480,2000.1,0.0,11480,10060,14320,15752.000000000002,86.9,98.0,79.4,76.0,76.0,60.7,87.19999694824219,0.0,특이사항 없음,,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,15.96,-15.28,14.18,24.55,-33.86,0,1.0,1.0,0.07,1.0,0.93,1.0,0.97,77.1,86.0,25.09,33.06,0,0,26.43,30.16,36.34,0.37,0,0,4.17,0.9,1,1,8181.0,10387,10.51,0.5415,6.35,2.07,False,O,▲,9474,▲,O,X,4.4714285714285715,15.612857142857143,6.0,7,30.3,93.2,2.0,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,170,1955000,170.0,195.5,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,4,20260109,20260109,28.76,11.79,36.34,24.55
041920,메디아나,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,14250,398.09,0.0,14250,11950,18850,20735.0,86.3,94.1,81.1,78.8,78.8,77.5,86.5,0.0,특이사항 없음,,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,122.31,140.3,120.53,175.8,121.72,0,1.0,1.0,0.0,1.0,1.0,0.35,0.79,79.0,85.8,47.99,77.53,0,0,50.16,80.38,187.59,14.62,0,0,4.17,0.91,1,1,9785.0,12449,14.47,0.5626,2.13,2.19,False,O,▲,11809,▲,O,X,7.949459459459459,15.482972972972972,5.0,7,68.7,100.0,2.0,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,146,2082500,146.0,208.2,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,5,20260109,20260109,28.76,11.79,187.59,175.8
208370,셀바스헬스케어,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,6650,1299.66,0.0,6650,5270,9400,10340.0,85.8,100.0,76.4,72.0,72.0,60.7,86.5999984741211,0.0,특이사항 없음,,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,53.76,52.7,51.98,66.73,34.12,1,1.0,1.0,0.0,1.0,0.22,1.0,0.87,68.0,91.9,15.61,29.19,1,0,17.49,12.71,78.52,25.09,0,0,3.05,0.73,1,1,4503.0,6207,7.12,0.0464,4.29,2.09,False,O,▲,5952,▲,O,X,7.949459459459459,15.482972972972972,5.0,7,66.0,21.5,1.9927536231884058,0.0,🌪️ 에너지 응축 시작 (1일차). 💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,259,1726036,259.0,172.6,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),1,6,20260109,20260109,28.76,11.79,78.52,66.73
010170,대한광통신,KOSDAQ,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타,3330,1522.44,0.0,3330,2755,4480,4928.0,85.8,89.9,83.1,79.2,79.2,67.3,92.19999694824219,0.0,특이사항 없음,,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,66.33,246.88,64.55,157.19,228.3,0,1.0,1.0,0.0,1.0,0.64,1.0,0.83,71.3,68.7,37.74,63.42,0,0,24.11,54.45,168.98,5.57,1,0,2.02,0.93,1,1,2248.2,3009,10.64,0.1469,3.11,1.14,False,O,▲,2908,▲,O,X,7.949459459459459,15.482972972972972,5.0,7,61.3,63.9,2.0,0.0,💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,670,2232500,670.0,223.2,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,7,20260109,20260109,28.76,11.79,168.98,157.19
014910,성문전자,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,2710,549.05,0.0,2710,2350,3425,3767.5000000000005,85.4,91.7,81.2,74.6,74.6,69.1,96.5,0.0,특이사항 없음,,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,134.02,116.63,123.33,106.48,73.4,0,0.99,1.0,0.03,1.0,1.0,0.48,1.0,88.3,98.2,87.14,138.76,0,0,60.36,143.27,135.24,0.46,1,0,19.81,0.78,1,1,1898.1999999999998,2373,14.16,0.515,5.68,2.26,False,O,▲,2143,▲,O,X,7.4117460317460315,19.624126984126985,2.0,7,47.8,100.0,1.9861111111111112,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,768,2083216,768.0,208.3,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,8,20260109,20260109,28.76,11.79,135.24,106.48
317240,TS트릴리온,KOSDAQ,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,371,63.05,0.0,371,304,505,555.5,84.9,100.0,74.8,70.9,70.9,75.8,84.0,0.0,특이사항 없음,,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,51.43,49.6,49.65,67.44,31.02,0,1.0,1.0,0.0,1.0,0.54,0.06,0.62,58.5,82.1,25.91,46.31,0,0,16.67,33.94,79.23,16.1,1,0,0.9,0.82,1,1,276.0,344,7.83,0.1011,1.19,1.9,False,O,▲,334,▲,O,X,1.8561290322580646,-1.9829032258064514,9.0,7,87.7,53.7,2.0,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,4339,1610000,4339.0,161.0,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),1,9,20260109,20260109,28.76,11.79,79.23,67.44
012860,모베이스전자,KOSDAQ,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,2540,946.83,0.0,2540,2365,2890,3179.0000000000005,84.8,100.0,74.7,76.8,76.8,63.7,69.80000305175781,0.0,특이사항 없음,,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,85.13,69.22,83.35,83.59,50.64,1,1.0,0.69,0.84,1.0,1.0,0.83,1.0,98.0,99.8,72.12,76.72,0,0,78.87,84.06,95.38,3.81,0,0,24.81,1.0,1,1,1904.9,2096,21.14,0.8468,10.08,4.35,False,O,▲,1664,▲,O,X,12.037037037037036,13.702962962962964,4.0,7,34.3,100.0,2.0,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,630,1602500,630.0,160.2,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,10,20260109,20260109,28.76,11.79,95.38,83.59
075580,세진중공업,KOSPI,선박 및 보트 건조업,선박 및 보트 건조업,조선·기계·설비,20400,308.22,0.0,20400,18710,23800,26180.000000000004,84.7,100.0,74.5,69.4,69.4,70.8,86.4000015258789,0.0,,📦박스돌파,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,9.15,93.55,-1.54,-24.89,50.32,4,1.0,0.83,0.58,1.0,0.61,0.27,0.76,75.0,71.4,12.91,16.77,0,0,18.19,10.21,3.87,1.97,0,1,1.47,0.9,1,1,17324.0,19333,5.52,0.3049,3.05,2.34,False,O,▲,18437,▲,O,X,5.072241379310345,19.69,3.0,6,46.6,60.8,2.0118343195266273,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,78,1594191,78.0,159.4,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),4,11,20260109,20260109,28.76,11.79,3.87,-24.89
101330,모베이스,KOSDAQ,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,IT/전기전자,3550,331.32,0.0,3550,3315,4015,4416.5,84.0,100.0,73.3,65.2,65.2,67.0,92.19999694824219,0.0,,📦박스돌파,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,13.42,0.28,11.64,-1.71,-18.3,4,0.99,0.65,0.88,1.0,0.36,0.29,0.72,79.5,98.8,10.14,11.77,0,0,9.91,10.76,10.08,2.1,1,1,22.14,0.57,1,1,3100.0,3518,0.9,0.151,9.02,1.14,False,O,▲,3304,▲,O,X,7.4117460317460315,19.624126984126985,2.0,6,49.4,36.4,1.9787234042553192,0.0,💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,418,1484946,418.0,148.5,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),3,12,20260109,20260109,28.76,11.79,10.08,-1.71
024740,한일단조,KOSDAQ,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,2360,524.33,0.0,2360,2205,2665,2931.5000000000005,83.3,100.0,72.1,64.3,64.3,63.6,90.30000305175781,0.0,,📦박스돌파,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,7.76,2.61,5.98,-5.48,-15.97,4,0.98,0.65,0.88,1.0,0.22,0.46,0.78,71.0,95.8,9.15,10.67,0,0,9.26,10.02,6.31,2.93,1,1,7.84,0.52,1,1,2092.5,2381,-0.91,0.0657,17.66,1.89,False,O,▲,2208,▲,O,X,12.037037037037036,13.702962962962964,4.0,6,48.1,21.7,1.967741935483871,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,588,1387868,588.0,138.8,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),4,13,20260109,20260109,28.76,11.79,6.31,-5.48
307950,현대오토에버,KOSPI,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,471500,6574.86,0.0,471500,406000,602000,662200.0,83.3,84.7,82.4,84.6,84.6,72.0,77.30000305175781,0.0,,,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,56.38,183.87,45.69,186.62,140.64,0,1.0,1.0,0.02,1.0,1.0,1.0,0.77,82.3,89.0,48.82,63.14,0,0,42.23,60.1,215.38,10.94,0,0,1.99,0.98,1,1,315150.0,379830,24.13,0.653,2.3,1.61,False,O,▲,370498,▲,O,X,7.4117460317460315,19.624126984126985,2.0,8,55.1,100.0,1.9923664122137406,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의. (매수 유효),4,2176398,4.0,217.6,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,14,20260109,20260109,28.76,11.79,215.38,186.62
054540,삼영엠텍,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",기타,16100,597.45,0.0,16100,13920,20450,22495.0,82.8,94.1,75.2,70.9,70.9,70.7,85.30000305175781,0.0,,🚀급등시동,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,4.34,199.81,2.56,22.49,181.23,4,1.0,1.0,0.03,1.0,0.38,0.52,0.51,68.7,86.0,11.74,23.02,0,0,14.67,1.26,34.28,4.36,1,0,4.88,0.76,1,1,12743.0,15382,4.67,0.2279,1.94,1.29,False,O,▲,14882,▲,O,X,7.949459459459459,15.482972972972972,5.0,7,57.5,38.4,1.9954128440366972,0.0,💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,101,1637425,101.0,163.7,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),1,15,20260109,20260109,28.76,11.79,34.28,22.49
313760,캐리,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,1905,71.55,0.0,1905,1514,2690,2959.0000000000005,81.9,90.3,76.3,72.2,72.2,75.7,85.9000015258789,0.0,,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,55.0,-61.0,53.22,-17.72,-79.58,0,1.0,1.0,0.0,1.0,0.78,0.06,1.0,70.1,92.4,39.31,56.51,0,0,47.79,16.73,-5.93,10.17,1,0,4.72,0.81,1,1,1227.6,1684,13.06,0.5931,3.98,2.85,False,X,▼,1475,▲,O,X,5.358181818181818,-4.5600000000000005,10.0,7,75.2,78.4,2.0076726342710995,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,906,1726675,906.0,172.7,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),4,16,20260109,20260109,28.76,11.79,-5.93,-17.72
012450,한화에어로스페이스,KOSPI,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",기타,1214000,6782.27,0.0,1214000,1102000,1437000,1580700.0000000002,81.6,92.6,74.2,77.0,77.0,61.1,67.5,0.0,,,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,26.46,50.43,15.77,1.36,7.2,0,1.0,0.92,0.41,1.0,0.89,1.0,0.84,85.7,91.7,28.51,37.69,0,0,28.33,34.89,30.12,3.1,0,0,1.48,0.99,1,1,964300.0,1074574,12.97,0.3144,2.52,2.81,False,O,▲,1050078,▲,O,X,7.949459459459459,15.482972972972972,5.0,7,33.1,89.5,1.9910714285714286,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,1,1559865,1.0,156.0,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),3,17,20260109,20260109,28.76,11.79,30.12,1.36
082740,한화엔진,KOSPI,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,49700,1317.53,0.0,49700,45050,59000,64900.00000000001,80.7,100.0,67.8,76.8,76.8,62.5,46.900001525878906,0.0,,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,7.11,89.33,-3.58,-15.03,46.1,0,1.0,0.94,0.39,1.0,0.62,1.0,0.67,71.3,75.6,13.67,19.57,0,0,18.19,9.96,13.73,4.69,0,1,0.87,0.98,1,1,40410.0,45590,9.01,0.3158,2.39,2.94,False,O,▲,44104,▲,O,X,5.072241379310345,19.69,3.0,7,50.1,62.3,2.0,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,21,1084999,21.0,108.5,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),4,18,20260109,20260109,28.76,11.79,13.73,-15.03
119500,포메탈,KOSDAQ,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,기타,4945,434.03,0.0,4945,4310,6220,6842.000000000001,80.7,100.0,67.8,69.8,69.8,68.7,63.099998474121094,0.0,,,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,58.75,53.57,56.97,44.2,34.99,0,1.0,1.0,0.05,1.0,0.97,0.38,0.85,72.5,63.5,37.11,50.15,0,0,38.71,43.75,55.99,7.18,0,0,1.3,0.92,1,-1,5092.0,4487,10.18,0.3535,7.1,0.57,False,O,▲,4116,▲,O,X,7.949459459459459,15.482972972972972,5.0,6,48.1,97.5,2.0078740157480315,0.0,📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,220,1090117,220.0,109.0,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,19,20260109,20260109,28.76,11.79,55.99,44.2
104200,NHN벅스,KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,4880,90.68,0.0,4880,4305,6030,6633.000000000001,80.4,85.7,76.8,69.7,69.7,70.0,93.30000305175781,0.0,,,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,76.49,54.68,74.71,38.83,36.1,0,1.0,1.0,0.1,1.0,1.0,0.08,0.91,90.2,98.5,50.4,63.28,0,0,58.44,57.93,50.62,7.73,0,0,14.45,0.91,1,1,3548.5,4047,20.57,0.7486,3.03,3.09,False,O,▲,3766,▲,O,X,7.4117460317460315,19.624126984126985,2.0,6,50.0,100.0,2.0,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,360,1760000,360.0,176.0,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,20,20260109,20260109,28.76,11.79,50.62,38.83
010140,삼성중공업,KOSPI,선박 및 보트 건조업,선박 및 보트 건조업,조선·기계·설비,28650,4930.77,0.0,28650,26650,32600,35860.0,78.9,100.0,64.8,74.5,74.5,59.3,42.099998474121094,0.0,,,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,5.91,64.28,-4.78,6.38,21.05,0,0.99,0.69,0.82,1.0,0.74,1.0,0.85,71.0,80.3,13.8,18.0,0,0,18.63,13.92,35.14,0.0,0,1,2.3,1.0,1,1,24365.0,26321,8.85,0.3639,3.67,3.12,False,O,▲,25232,▲,O,X,5.072241379310345,19.69,3.0,7,36.0,74.4,1.975,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,29,842531,29.0,84.3,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,21,20260109,20260109,28.76,11.79,35.14,6.38
215090,솔디펜스,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기타,3505,372.18,0.0,3505,3175,4160,4576.0,78.5,99.3,64.6,53.1,53.1,68.8,91.30000305175781,0.0,,,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,45.13,-18.87,43.35,1.46,-37.45,0,0.99,0.93,0.38,1.0,1.0,0.33,1.0,82.0,97.1,39.16,48.91,0,0,44.83,47.27,13.25,-1.94,1,0,8.75,0.79,1,1,2876.0,3336,5.06,0.7295,12.28,2.82,False,O,▼,2734,▲,O,X,7.949459459459459,15.482972972972972,5.0,5,46.9,100.0,1.9848484848484849,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,238,834427,238.0,83.4,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),3,22,20260109,20260109,28.76,11.79,13.25,1.46
042660,한화오션,KOSPI,선박 및 보트 건조업,선박 및 보트 건조업,조선·기계·설비,134400,6260.09,0.0,134400,123200,156800,172480.0,78.1,82.4,75.3,78.5,78.5,65.7,67.80000305175781,0.0,,,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,16.67,75.46,5.98,1.6,32.23,0,1.0,0.83,0.57,1.0,0.51,1.0,0.62,73.6,83.1,15.94,25.35,0,0,17.18,8.91,30.36,7.73,1,0,1.58,0.99,1,1,112060.0,125570,7.03,0.2547,1.83,2.94,False,O,▲,123623,▲,O,X,5.072241379310345,19.69,3.0,7,63.7,51.2,2.0,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,12,1647499,12.0,164.7,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),3,23,20260109,20260109,28.76,11.79,30.36,1.6
