LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_RAW_SCORE,ML_TRUSTED,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,ML_EFFECTIVE_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_P_SOURCE,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,KELLY_ZERO_REASON,KELLY_NEED_WIN_RATE,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON,ENTRY_RISK_FLAG,ENTRY_RISK_LEVEL,ENTRY_RISK_RULE,ENTRY_RISK_REASON,BUY_NOW_SCORE,BUY_NOW_GRADE,BUY_NOW_PASS,BUY_NOW_REASON,BUY_NOW_ELIGIBLE,NO_CHASE_FLAG,PULLBACK_WAIT_FLAG,ANTI_STRUCT_REVERSAL_FLAG,ANTI_STRUCT_REVERSAL_TYPE,ANTI_STRUCT_REVERSAL_SCORE,ANTI_STRUCT_REVERSAL_REASON,ENTRY_EDGE_SCORE,ENTRY_EDGE_LEVEL,ENTRY_EDGE_RULE,ENTRY_EDGE_REASON,ENTRY_EDGE_SHADOW_FLAG,EST_WIN_RATE_REALIZED_CAP,STRICT_OFFICIAL_BUY_ELIGIBLE,OFFICIAL_FUNNEL_STAGE,OFFICIAL_BLOCK_REASON_1,OFFICIAL_BLOCK_REASON_2,OFFICIAL_NEAR_MISS_SCORE,OFFICIAL_NEAR_MISS_TYPE,CANDIDATE_TRIAGE_TYPE,MACRO_REGIME_MODE,FX_HIGH_REGIME_FLAG,FX_STALE_FLAG,MARKET_INTERNAL_WEAK_FLAG,MACRO_HARD_BLOCK_SHADOW,MACRO_RELAXED_SHADOW_PASS,SHADOW_MACRO_RELAXED_ELIGIBLE,SHADOW_ENTRY_RELAXED_ELIGIBLE,SHADOW_SCORE_RELAXED_ELIGIBLE,ABNORMAL_HISTORY_GUARD_FLAG,ABNORMAL_HISTORY_GUARD_LEVEL,ABNORMAL_HISTORY_GUARD_TYPE,ABNORMAL_HISTORY_GUARD_REASON,MARKET_WARNING_GUARD_FLAG,MARKET_CAUTION_GUARD_FLAG,LONG_HISTORY_COLLAPSE_FLAG,SPIKE_REVERSAL_GUARD_FLAG,LONG_HIGH_TO_CLOSE_RATIO_USED,ORIGINAL_CANDIDATE_TRIAGE_TYPE,ORIGINAL_BUY_NOW_PASS,ORIGINAL_BUY_NOW_GRADE,NO_BUY_BREAKER_RULE_ID,NO_BUY_BREAKER_VALIDATED,NO_BUY_BREAKER_N,NO_BUY_BREAKER_WIN_RATE_5D,NO_BUY_BREAKER_AVG_RET_5D,NO_BUY_BREAKER_ALPHA_5D,NO_BUY_BREAKER_DECISION,CARRY_FROM_CLOSE,CARRY_RET_PCT,CARRY_STALE_STAGE,CARRY_EXIT_SIGNAL,CARRY_STALE_REASON,GUARD_PASS_1,GUARD_PASS_2,GUARD_PASS_3,GUARD_PASS_4,GUARD_PASS_5,GUARD_PASS_6,GUARD_PASS_7,GUARD_PASS_8,GUARD_PENALTY_1,GUARD_PENALTY_2,GUARD_PENALTY_3,GUARD_PENALTY_4,GUARD_PENALTY_5,GUARD_PENALTY_6,GUARD_PENALTY_7,GUARD_PENALTY_8,GUARD_PENALTY_TOTAL,GUARD_RR_MULT,GUARD_BLOCK,GUARD_FORCE_EXIT_ALERT,GUARD_PRE_WARNING,GUARD_TRENDLINE_BROKEN,GUARD_ALL_PASS,GUARDED_ELITE_SCORE,GUARD_KELLY_MULT,GUARD_REASON,ELITE_LABEL,TOP_PICK_RAW,MOMENTUM_LANE,MOMENTUM_WATCH,MOMENTUM_LANE_TIER,MOMENTUM_LANE_SCORE,MOMENTUM_LANE_RANK,MOMENTUM_LANE_REASON,STOP_OVERRIDE_ACTIVE,STOP_OVERRIDE_PRICE,STOP_OVERRIDE_PCT,NEW_ENTRY_BLOCKED,STOP_OVERRIDE_REASON,ABNORMAL_SURGE_FLAG,DATA_INTEGRITY_OK,DATA_INTEGRITY_REASON,DATA_INTEGRITY_NBAD,JULY_PROFIT_DEFENSE_SCORE,PROFIT_RECOVERY_SCORE,JULY_PROFIT_PROFILE_PASS,JULY_PROFIT_BLOCK_FLAG,JULY_PROFIT_DEFENSE_LEVEL,JULY_PROFIT_DEFENSE_REASON,PROFIT_RECOVERY_TIER,PROFIT_RECOVERY_SETUP,PROFIT_RECOVERY_BLOCK_FLAG,PROFIT_RECOVERY_SIZE_MULT,PROFIT_RECOVERY_ACTION,PROFIT_RECOVERY_REASON,PMS_SCORE,PMS_AVAIL_FEATS,PMS_RANK,PMS_PROFIT_PICK,PMS_BLEND_SCORE,PMS_BLEND_RANK,PMS_REASON,D1_CHECKPOINT_PCT,D1_CHECKPOINT_PRICE,D1_CHECKPOINT_REASON,SRP_BASE_PROB_2D,SRP_NOTE,SRP_EDGE_STATUS,EXIT_ROUTE_RISK,EXIT_STOP_TIGHT,EXIT_TP_QUICK,EXIT_PLAN_NOTE,PRODUCTION_BUY,QUALITY_GUARD_SCORE,PRE_QUALITY_BUY_NOW_ELIGIBLE,QUALITY_GUARD_PASS,QUALITY_GUARD_REASON,QUALITY_POLICY_VERSION,ACTION_DECISION,RECOMMENDED_WEIGHT_PCT,등락률,CARRY_PRICE_REFRESHED,EXTENSION_BLOCK,MARKET_REGIME,REGIME_REASON,REGIME_SIZE_MULT,REGIME_ALLOW_ENTRY,ALPHA_SCORE,BE_TRIGGER_PRICE,ALPHA_WIN_PROB,ALPHA_VALIDATED,RECO_EVIDENCE,RECO_RISK,HONEST_PROB_PCT,ENTRY_RISK_GATE_OK,ROUTE_PREV,ROUTE_ALPHA_HEALED,ALPHA_ENTRY_THRESHOLD,ALPHA_GATE_ACTIVE,ALPHA_ENTRY_OK,FAST_TP_PRICE,US_NDX_RET_1D,US_NDX_RET_5D,US_NDX_VS_MA20,US_SPX_RET_1D,ALPHA_LT_OK,ALPHA_SIZE_MULT,ROUTE_PRE_BLOCK,CRASH_CHASE_WARN,LOW_TREND_PCTL,ALPHA_LT_RULE,DANGER_ZONE,DANGER_ZONE_REASON,GUARD_KELLY_MULT_APPLIED,SECTOR_MOM_FACTOR,HONEST_PROB_BASIS,ALPHA_ENTRY_BLOCK_REASON,SURGE_CHASE_FLAG,ALPHA_SURGE_OK,ALPHA_SURGE_RULE,PRICE_ASOF,SESSION_STALE,PRICE_LAG_SESSIONS,REGIME_VETO_ENFORCED,REGIME_MULT_APPLIES_TO,KELLY_FRACTION_RAW,켈리_금액_RAW(원),BUDGET_REASON,BUDGET_SCALE,BUDGET_USED_PCT,BUDGET_ROOM_PCT,PICK_NTH,PICK_PRIOR_LINE,PICK_PRIOR_N,PICK_PRIOR_AVG
1,347850,디앤디파마텍,KOSDAQ,기타,53500,457.98,24523.1,4,68.61222327536358,WAIT,ARMED,3,True,1,False,1.4,1.4,0.0,2.9,0.0,0.0,1.3,1.0,2.9,96.4,3.66,0.0,밸런스우수 + RR3.7 + 진입적정,1,53500.0,49950.0,66500.0,89500.0,,-0.3,0.56,75497,-40.2,특이사항 없음,2,5.21,23.9,-7.77,저점추세 양호,,,알파 상위권 + 코일(스퀴즈/추세) — 진입 임박,NORMAL,45.9,자연과학 및 공학 연구개발업,45797649550.0,27.6,24.22,1,0,-3.78,-6.63,-12.87,6.15,-43.09,-36.23,-9.76,-22.57,-8.48,0.936,0.12,0,12.0,0,0,1.25,0.26,0,0,0,0,-1,66425.0,-29.14,-0.1128,True,X,▼,54950,▼,X,X,-2.16,250,0,-1,-1,1,116600.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.64,5.0,3.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,12,VP_RESISTANCE,2,SWING_60D,2,0.0,자연과학 및 공학 연구개발업,4.382272727272728,11.536363636363635,8.0,83.9,0.0,0.08691588785046729,-0.02539017676000259,0.03333333333333333,OK,0.0,UNVALIDATED_MODEL,7.079952781746118,7.079952781746118,0.0,6,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,default,default,70,20260831,20260831,,1.4,1.4,1.4,-21.06,-20.52,FRESH,0.432,,False,0.3,True,MATURE,13886.0,ALPHA_WIN_PROB,3.662,,1.81,0.0244,,0.3559,244000,12.0,v40_alpha_tilt,,,,,,True,24.3,ALPHA,ELITE_SCORE,MATURE,13886,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,1,0,0,0,,0.0,T=3<70,100.0,GREEN,,,0,False,1,OFFICIAL_BUY,공식 신규매수,TOP_PICK + BUY_NOW_ELIGIBLE,100.0,OFFICIAL_BUY,OFFICIAL_BUY,NORMAL,0,0,0,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,False,True,True,False,True,True,True,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.5,False,True,False,5,False,0.0,0.0,G2RR×0.5 · G5추세붕괴5축,,0,0,0,,0.0,0,,False,0.0,0.0,False,,False,True,,0,92.0,69.0,0,0,CAUTION,중립/관찰,C,WATCH,0,0.2,관찰,시장폭 45.9 · 5일 -6.6%,20.63,6,334,0,17.24,334,,-4.0,51360.0,"진입 후 D+1 종가 51,360원(-4%) 이탈 시 익일 조기청산 권고",57.2,"최근 20거래일 유니버스 실측 2일 상승률 57.2% (n=6,586) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,49755.0,58850.0,"손절 49,755(-7%)·본전전환 56,175(+5%)·1차익절 58,850(+10%) · ⚡ D+2내 55,105(+3%) 도달 시 25% 익절+잔여 본전 상향 · ※ 이 규율(+3% 25% 익절 → 본전스톱)은 실측에서 이길 확률을 41%→60%로 올리고 낙폭을 절반으로 줄이면서 기대수익은 89% 지켰습니다. 나머지는 목표가(TP1~TP3)까지 보유합니다",1,80.1,1,1,엄격 매수 기준 통과,alpha_gate_v62,BUY,1.5,,,0,NEUTRAL,"중립 레짐 — KOSPI 20일선 위, 시장폭 46%. 레짐 배수는 RECOMMENDED_WEIGHT_PCT(표시용 비중)에만 적용되고 추천 수량은 바꾸지 않는다. 배수는 수익 근거가 아니라 낙폭 축소 근거로만 유지된다(v52 순열검정 p=0.872).",0.5,1,98.6,56175.0,0.4222,1,알파 십분위 실측 승률 42% (OOS 검증 · 5일 보유 후 플러스 마감 기준) · 참고: 점수구간 원장 실현 승률 43% (표본 13886건 — 기준 다름) · 거래량 밀집가 대비 -40.2% — 가치영역 근접 (실측 표본 적음) · 손익비 3.7 (손절 -6.6% / 1차목표 +24.3%) · 저점 상승 추세 5% (바닥이 높아지는 중) · AI 알파모델 예측 상위 1% (OOS 검증 통과 모델),중립 레짐 — 사이즈 50% 권장,42.2,True,WAIT,1,85.0,1,1,55105.0,,,,,1,1.3322761801041472,,0,45.5,pctl>0.30,0,,0,0.7404891304347826,알파 십분위 OOS · 5일 보유 플러스 마감,,0,1,ret_1d<+5%,20260831,0,0,0,RECOMMENDED_WEIGHT_PCT,,,종목당 10% 상한 적용 1건 · 일일 배정 20% 맞추려 18%로 축소,0.1799,80.0,20.0,1,,0,
2,005935,삼성전자우,KOSPI,IT/전기전자,186500,6700.54,1496422.3,0,37.1672957058693,WAIT,ATTACK,3,True,1,False,50.3,50.3,79.1,21.6,0.0,0.0,26.8,33.6,79.1,1.1,1.57,0.0,RR1.6 + 진입적정,1,186500.0,171500.0,210000.0,240500.0,⚡눌림회복,1.05,0.68,194222,-0.36,특이사항 없음,0,2.31,56.3,0.52,STRUCT 강점,,,알파 상위 + MA20위·저점상승 확인 — 진입 우선,NORMAL,45.9,전기전자,670053699144.0,58.9,21.11,0,0,-0.16,-1.48,-4.65,-2.36,-15.23,45.7,-5.76,5.83,23.58,0.528,0.402,0,12.0,1,0,1.28,0.43,0,0,0,1,1,162130.0,-3.98,-0.2652,False,X,▲,195821,▼,X,X,-3.16,250,0,1,1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.04,4.0,1.6,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,23,SWING_60D,5,,0,0.0,전기전자,4.986037735849057,15.551698113207546,7.0,22.8,0.0,0.06886250478743776,0.06284092594607411,0.16091954022988506,OK,0.0,UNVALIDATED_MODEL,32.9553669023739,32.9553669023739,0.0,6,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,default,default,70,20260831,20260831,,50.3,50.3,50.3,-21.06,-20.52,FRESH,0.432,,False,0.3,True,MATURE,13886.0,ALPHA_WIN_PROB,1.567,,1.567,0.0,,0.3896,0,1.0,v40_alpha_tilt,,,,,,True,12.6,ALPHA,ELITE_SCORE,MATURE,13886,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,100.0,BUY,1,,0,0,0,0,,0.0,T=22<70 · S=79≥50,100.0,GREEN,,,0,False,0,TOP_PICK_ENTRY_BLOCKED,BUY_NOW_ELIGIBLE=0,,85.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,0,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,False,True,True,False,True,True,True,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.5,False,True,False,3,False,0.0,0.0,G2RR×0.5 · G5추세붕괴3축,,0,0,0,,0.0,0,,False,0.0,0.0,False,,False,True,,0,100.0,77.0,0,0,CAUTION,중립/관찰,C,WATCH,0,0.2,관찰,시장폭 45.9 · 5일 -1.5%,54.51,6,157,0,63.67,113,,-4.0,179040.0,"진입 후 D+1 종가 179,040원(-4%) 이탈 시 익일 조기청산 권고",57.2,"최근 20거래일 유니버스 실측 2일 상승률 57.2% (n=6,586) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,173445.0,205150.0,"손절 173,445(-7%)·본전전환 195,825(+5%)·1차익절 205,150(+10%) · ⚡ D+2내 192,095(+3%) 도달 시 25% 익절+잔여 본전 상향 · ※ 이 규율(+3% 25% 익절 → 본전스톱)은 실측에서 이길 확률을 41%→60%로 올리고 낙폭을 절반으로 줄이면서 기대수익은 89% 지켰습니다. 나머지는 목표가(TP1~TP3)까지 보유합니다",0,100.0,1,1,당일 신규진입 1종목 제한,alpha_gate_v62,WATCH,0.0,,,0,NEUTRAL,"중립 레짐 — KOSPI 20일선 위, 시장폭 46%. 레짐 배수는 RECOMMENDED_WEIGHT_PCT(표시용 비중)에만 적용되고 추천 수량은 바꾸지 않는다. 배수는 수익 근거가 아니라 낙폭 축소 근거로만 유지된다(v52 순열검정 p=0.872).",0.5,1,95.1,195825.0,0.4222,1,알파 십분위 실측 승률 42% (OOS 검증 · 5일 보유 후 플러스 마감 기준) · 참고: 점수구간 원장 실현 승률 43% (표본 13886건 — 기준 다름) · 거래량 밀집가 대비 -0.4% — 가치영역 근접 (실측 표본 적음) · 손익비 1.6 (손절 -8.0% / 1차목표 +12.6%) · AI 알파모델 예측 상위 5% (OOS 검증 통과 모델),중립 레짐 — 사이즈 50% 권장,42.2,True,WAIT,1,85.0,1,1,192095.0,,,,,1,1.3920335470363034,,0,35.6,pctl>0.30,0,,0,1.0176630434782608,알파 십분위 OOS · 5일 보유 플러스 마감,,0,1,ret_1d<+5%,20260831,0,0,0,RECOMMENDED_WEIGHT_PCT,,,종목당 10% 상한 적용 1건 · 일일 배정 20% 맞추려 18%로 축소,0.1799,80.0,20.0,1,,0,
3,005930,삼성전자,KOSPI,IT/전기전자,260000,46470.39,15200324.4,0,0.0,WAIT,ATTACK,3,True,1,False,55.1,55.1,90.3,19.9,0.0,0.0,28.8,36.7,90.3,0.0,1.33,0.0,RR1.3 + 진입적정,1,260000.0,239000.0,288000.0,374500.0,⚡눌림회복,1.07,0.72,283047,-0.74,특이사항 없음,0,7.69,59.9,2.33,STRUCT 강점,,,알파 상위 + MA20위·저점상승 확인 — 진입 우선,NORMAL,45.9,통신 및 방송 장비 제조업,4647038997556.0,67.8,24.27,0,0,1.17,1.17,-5.28,-0.95,-26.03,38.15,-4.35,-4.97,16.03,0.563,0.297,0,12.0,1,0,1.04,0.54,-140140,-255060,-395200,1,1,224050.0,-8.14,-0.1954,False,X,▲,266711,▼,X,X,-3.11,250,0,1,1,1,,enter,100.0,NORMAL+WARN:mcap=15200324억 — 원 단위 혼입 의심(>1000조)+PM_BLOCK_INTRADAY+EF:정상,8.08,4.0,1.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+WARN:mcap=15200324억 — 원 단위 혼입 의심(>1000조)+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,23,SWING_60D,2,,0,0.0,통신 및 방송 장비 제조업,4.986037735849057,15.551698113207546,7.0,34.6,0.0,0.06456043956043957,0.03673277666621535,0.0,OK,0.0,UNVALIDATED_MODEL,31.379319357670887,31.379319357670887,0.0,4,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,default,default,70,20260831,20260831,,55.1,55.1,55.1,-21.06,-20.52,FRESH,0.433,,False,0.3,True,MATURE,13886.0,ALPHA_WIN_PROB,1.333,,1.333,0.0,실측 승률 42% < 필요 승률 43% (손익비 1.33) — 켈리 기준 미달,0.4286,0,0.0,v40_alpha_tilt,,,,,,True,10.8,ALPHA,ELITE_SCORE,MATURE,13886,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,100.0,BUY,1,,0,0,0,0,,0.0,T=20<70 · S=90≥50,100.0,GREEN,,,0,False,0,TOP_PICK_ENTRY_BLOCKED,BUY_NOW_ELIGIBLE=0,,85.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,0,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,False,True,True,False,True,True,True,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.5,False,True,False,3,False,0.0,0.0,G2RR×0.5 · G5추세붕괴3축,,0,0,0,,0.0,0,,False,0.0,0.0,False,,False,True,,0,100.0,71.0,0,0,CAUTION,중립/관찰,C,WATCH,0,0.2,관찰,시장폭 45.9 · 5일 1.2%,55.41,6,152,0,65.88,101,,-4.0,249600.0,"진입 후 D+1 종가 249,600원(-4%) 이탈 시 익일 조기청산 권고",57.2,"최근 20거래일 유니버스 실측 2일 상승률 57.2% (n=6,586) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,241800.0,286000.0,"손절 241,800(-7%)·본전전환 273,000(+5%)·1차익절 286,000(+10%) · ⚡ D+2내 267,800(+3%) 도달 시 25% 익절+잔여 본전 상향 · ※ 이 규율(+3% 25% 익절 → 본전스톱)은 실측에서 이길 확률을 41%→60%로 올리고 낙폭을 절반으로 줄이면서 기대수익은 89% 지켰습니다. 나머지는 목표가(TP1~TP3)까지 보유합니다",0,100.0,1,1,당일 신규진입 1종목 제한,alpha_gate_v62,WATCH,0.0,,,0,NEUTRAL,"중립 레짐 — KOSPI 20일선 위, 시장폭 46%. 레짐 배수는 RECOMMENDED_WEIGHT_PCT(표시용 비중)에만 적용되고 추천 수량은 바꾸지 않는다. 배수는 수익 근거가 아니라 낙폭 축소 근거로만 유지된다(v52 순열검정 p=0.872).",0.5,1,97.6,273000.0,0.4222,1,알파 십분위 실측 승률 42% (OOS 검증 · 5일 보유 후 플러스 마감 기준) · 참고: 점수구간 원장 실현 승률 43% (표본 13886건 — 기준 다름) · 거래량 밀집가 대비 -0.7% — 가치영역 근접 (실측 표본 적음) · 손익비 1.3 (손절 -8.1% / 1차목표 +10.8%) · 저점 상승 추세 8% (바닥이 높아지는 중) · AI 알파모델 예측 상위 2% (OOS 검증 통과 모델),중립 레짐 — 사이즈 50% 권장,42.2,True,WAIT,1,85.0,1,1,267800.0,,,,,1,1.0,,0,54.2,pctl>0.30,0,,0,1.0,알파 십분위 OOS · 5일 보유 플러스 마감,,0,1,ret_1d<+5%,20260831,0,0,0,RECOMMENDED_WEIGHT_PCT,,,종목당 10% 상한 적용 1건 · 일일 배정 20% 맞추려 18%로 축소,0.1799,80.0,20.0,1,,0,
