LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_RAW_SCORE,ML_TRUSTED,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,ML_EFFECTIVE_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_P_SOURCE,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,STRATEGY_SCORE,STRATEGY_HORIZON,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON,ENTRY_RISK_FLAG,ENTRY_RISK_LEVEL,ENTRY_RISK_RULE,ENTRY_RISK_REASON,BUY_NOW_SCORE,BUY_NOW_GRADE,BUY_NOW_PASS,BUY_NOW_REASON,BUY_NOW_ELIGIBLE,NO_CHASE_FLAG,PULLBACK_WAIT_FLAG,ANTI_STRUCT_REVERSAL_FLAG,ANTI_STRUCT_REVERSAL_TYPE,ANTI_STRUCT_REVERSAL_SCORE,ANTI_STRUCT_REVERSAL_REASON,ENTRY_EDGE_SCORE,ENTRY_EDGE_LEVEL,ENTRY_EDGE_RULE,ENTRY_EDGE_REASON,ENTRY_EDGE_SHADOW_FLAG,EST_WIN_RATE_REALIZED_CAP,STRICT_OFFICIAL_BUY_ELIGIBLE,OFFICIAL_FUNNEL_STAGE,OFFICIAL_BLOCK_REASON_1,OFFICIAL_BLOCK_REASON_2,OFFICIAL_NEAR_MISS_SCORE,OFFICIAL_NEAR_MISS_TYPE,CANDIDATE_TRIAGE_TYPE,MACRO_REGIME_MODE,FX_HIGH_REGIME_FLAG,FX_STALE_FLAG,MARKET_INTERNAL_WEAK_FLAG,MACRO_HARD_BLOCK_SHADOW,MACRO_RELAXED_SHADOW_PASS,SHADOW_MACRO_RELAXED_ELIGIBLE,SHADOW_ENTRY_RELAXED_ELIGIBLE,SHADOW_SCORE_RELAXED_ELIGIBLE,ABNORMAL_HISTORY_GUARD_FLAG,ABNORMAL_HISTORY_GUARD_LEVEL,ABNORMAL_HISTORY_GUARD_TYPE,ABNORMAL_HISTORY_GUARD_REASON,MARKET_WARNING_GUARD_FLAG,MARKET_CAUTION_GUARD_FLAG,LONG_HISTORY_COLLAPSE_FLAG,SPIKE_REVERSAL_GUARD_FLAG,LONG_HIGH_TO_CLOSE_RATIO_USED,ORIGINAL_CANDIDATE_TRIAGE_TYPE,ORIGINAL_BUY_NOW_PASS,ORIGINAL_BUY_NOW_GRADE,NO_BUY_BREAKER_RULE_ID,NO_BUY_BREAKER_VALIDATED,NO_BUY_BREAKER_N,NO_BUY_BREAKER_WIN_RATE_5D,NO_BUY_BREAKER_AVG_RET_5D,NO_BUY_BREAKER_ALPHA_5D,NO_BUY_BREAKER_DECISION,CARRY_FROM_CLOSE,CARRY_RET_PCT,CARRY_STALE_STAGE,CARRY_EXIT_SIGNAL,CARRY_STALE_REASON,GUARD_PASS_1,GUARD_PASS_2,GUARD_PASS_3,GUARD_PASS_4,GUARD_PASS_5,GUARD_PASS_6,GUARD_PASS_7,GUARD_PASS_8,GUARD_PENALTY_1,GUARD_PENALTY_2,GUARD_PENALTY_3,GUARD_PENALTY_4,GUARD_PENALTY_5,GUARD_PENALTY_6,GUARD_PENALTY_7,GUARD_PENALTY_8,GUARD_PENALTY_TOTAL,GUARD_RR_MULT,GUARD_BLOCK,GUARD_FORCE_EXIT_ALERT,GUARD_PRE_WARNING,GUARD_TRENDLINE_BROKEN,GUARD_ALL_PASS,GUARDED_ELITE_SCORE,GUARD_KELLY_MULT,GUARD_REASON,ELITE_LABEL,TOP_PICK_RAW,MOMENTUM_LANE,MOMENTUM_WATCH,MOMENTUM_LANE_TIER,MOMENTUM_LANE_SCORE,MOMENTUM_LANE_RANK,MOMENTUM_LANE_REASON,STOP_OVERRIDE_ACTIVE,STOP_OVERRIDE_PRICE,STOP_OVERRIDE_PCT,NEW_ENTRY_BLOCKED,STOP_OVERRIDE_REASON,ABNORMAL_SURGE_FLAG,DATA_INTEGRITY_OK,DATA_INTEGRITY_REASON,DATA_INTEGRITY_NBAD,JULY_PROFIT_DEFENSE_SCORE,PROFIT_RECOVERY_SCORE,JULY_PROFIT_PROFILE_PASS,JULY_PROFIT_BLOCK_FLAG,JULY_PROFIT_DEFENSE_LEVEL,JULY_PROFIT_DEFENSE_REASON,PROFIT_RECOVERY_TIER,PROFIT_RECOVERY_SETUP,PROFIT_RECOVERY_BLOCK_FLAG,PROFIT_RECOVERY_SIZE_MULT,PROFIT_RECOVERY_ACTION,PROFIT_RECOVERY_REASON,PMS_SCORE,PMS_AVAIL_FEATS,PMS_RANK,PMS_PROFIT_PICK,PMS_BLEND_SCORE,PMS_BLEND_RANK,PMS_REASON,D1_CHECKPOINT_PCT,D1_CHECKPOINT_PRICE,D1_CHECKPOINT_REASON,SRP_BASE_PROB_2D,SRP_NOTE,SRP_EDGE_STATUS,EXIT_ROUTE_RISK,EXIT_STOP_TIGHT,EXIT_TP_QUICK,EXIT_PLAN_NOTE,PRODUCTION_BUY,QUALITY_GUARD_SCORE,PRE_QUALITY_BUY_NOW_ELIGIBLE,QUALITY_GUARD_PASS,QUALITY_GUARD_REASON,QUALITY_POLICY_VERSION,ACTION_DECISION,RECOMMENDED_WEIGHT_PCT,등락률,CARRY_PRICE_REFRESHED,EXTENSION_BLOCK,MARKET_REGIME,REGIME_REASON,REGIME_SIZE_MULT,REGIME_ALLOW_ENTRY,ALPHA_SCORE,BE_TRIGGER_PRICE,ALPHA_WIN_PROB,ALPHA_VALIDATED,RECO_EVIDENCE,RECO_RISK,HONEST_PROB_PCT,ENTRY_RISK_GATE_OK,ROUTE_PREV,ROUTE_ALPHA_HEALED,ALPHA_ENTRY_THRESHOLD,ALPHA_GATE_ACTIVE,ALPHA_ENTRY_OK,FAST_TP_PRICE,US_NDX_RET_1D,US_NDX_RET_5D,US_NDX_VS_MA20,US_SPX_RET_1D,ALPHA_LT_OK,ALPHA_SIZE_MULT
1,161390,한국타이어앤테크놀로지,KOSPI,화학·소재,70500,256.36,87331.9,0.0,0.0,WAIT,ATTACK,3,True,1,False,78.8,78.8,95.0,62.7,0.0,0.0,45.4,52.6,95.0,0.0,1.25,0.0,RR1.2 + 진입적정,0,70500.0,64800.0,77600.0,80800.0,,0.84,0.89,66125,12.56,특이사항 없음,0,13.94,54.5,1.43,STRUCT 강점,TIMING 보조,,알파 상위 + MA20위·저점상승 확인 — 진입 우선,CAUTION,26.2,고무제품 제조업,25635500900.0,68.3,23.37,0,0,-8.08,-4.21,-0.28,17.7,12.44,7.14,42.78,9.12,-28.04,0.218,0.218,1,12.0,1,0,1.28,0.64,0,0,0,1,1,60020.0,6.62,0.0131,False,O,▲,72913,▲,X,X,-4.17,250,0,1,1,1,88500.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.09,4.0,1.2,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_2x,70,ATR_3.5x,45,0.0,고무제품 제조업,-1.0075,23.02208333333333,8.0,27.3,0.0,0.07294832826747721,0.03953635276892487,0.0759493670886076,OK,0.0,UNVALIDATED_MODEL,51.96037579998057,51.96037579998057,0.0,8,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,60,20260724,20260724,,78.8,78.8,78.8,3.32,-37.85,FRESH,0.247,,False,0.55,False,MATURE,10818.0,ALPHA_WIN_PROB,1.246,,1.246,0.0,0.0,0.0,v40_alpha_tilt,,,,,,,,True,10.1,,ELITE_SCORE,MATURE,10818,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,80.0,BUY,1,전일 -8.1%,0,0,0,0,,0.0,T=63<70 · S=95≥50,100.0,GREEN,,,0,False,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,65.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,1,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,0,True,45.4,1.0,,,0,0,0,,0.0,0,시장 위험회피(하락 전환) — 모멘텀 레인 비활성,False,0.0,0.0,True,risk_off: 추천손절 유지 + 신규진입 차단,False,True,,0,85.0,97.0,0,0,CAUTION,시장폭 약함 26.2,C,WATCH,0,0.2,관찰,시장폭 26.2 · 5일 -4.2%,79.32,6,21,0,88.77,7,모멘텀확인중(PMS79),-4.0,67680.0,"진입 후 D+1 종가 67,680원(-4%) 이탈 시 익일 조기청산 권고",44.0,"최근 20거래일 유니버스 실측 2일 상승률 44.0% (n=6,493) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,65565.0,77550.0,"손절 65,565(-7%)·본전전환 74,025(+5%)·1차익절 77,550(+10%) · ⚡ D+2내 71,910(+2%) 도달 시 절반 익절+잔여 본전 상향 (실측: 초반 급등 후 되돌림 -0.9%)",0,100.0,0,0,진입 조건 미달 · 손익비 1.25,alpha_gate_v32,WATCH,0.0,,,0,DOWN,"하락 레짐 — 시장폭 26% (<35%), 상승 종목이 소수인 내부 약세장. 신규 진입 차단 (실측: 이 구간 진입은 손실 우세)",0.3,0,91.1,74025.0,0.4043,1,이 점수 구간의 과거 실측 승률 25% (표본 10818건) · 거래량 밀집가 대비 +12.6% — 가치영역 근접 (실측 승률 48%) · 손익비 1.2 (손절 -8.1% / 1차목표 +10.1%) · 저점 상승 추세 14% (바닥이 높아지는 중) · AI 알파모델 예측 상위 9% (OOS 검증 통과 모델 — 이 구간 실측 승률 40%),하락 레짐 (시장폭 26%) — 신규 진입 차단 구간,24.7,True,WAIT,1,90.0,1,0,71910.0,,,,,1,1.0
2,090430,아모레퍼시픽,KOSPI,화학·소재,118000,281.63,69021.5,0.0,0.0,WAIT,ATTACK,3,True,1,False,41.9,41.9,65.4,18.4,0.0,0.0,23.3,27.9,65.4,18.2,1.98,0.0,RR2.0 + 진입적정,0,118000.0,111700.0,130500.0,155600.0,⚡눌림회복,-0.11,0.64,119632,-9.91,특이사항 없음,0,22.55,46.5,0.1,STRUCT 강점,,,알파 상위 + MA20위·저점상승 확인 — 진입 우선,CAUTION,26.2,기타 화학제품 제조업,28163480450.0,55.4,23.22,0,0,-0.84,-5.14,1.46,20.78,-18.0,-10.33,45.86,-21.32,-45.51,0.802,0.387,0,11.3,1,0,1.28,0.66,0,0,0,1,1,102200.0,-1.36,-0.1989,True,X,▼,119786,▼,X,X,-1.68,250,0,-1,-1,1,169000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.34,4.0,2.0,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,기타 화학제품 제조업,-1.0075,23.02208333333333,8.0,36.9,0.0,0.056719128329297826,0.5853774609688237,0.7333333333333333,OK,0.0,UNVALIDATED_MODEL,30.04244732602304,30.04244732602304,0.0,6,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,60,20260724,20260724,,41.9,41.9,41.9,3.32,-37.85,FRESH,0.302,,False,0.3,True,MATURE,10818.0,ALPHA_WIN_PROB,1.984,,0.0,0.0,0.0,0.0,v40_alpha_tilt,,,,,,,,True,10.6,,ELITE_SCORE,MATURE,10818,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,100.0,BUY,1,,0,0,0,0,,0.0,T=18<70 · S=65≥50,100.0,GREEN,,,0,False,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,50.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,1,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,False,True,True,False,True,False,True,0.0,0.0,0.0,0.0,20.0,0.0,15.0,0.0,35.0,0.5,False,True,False,3,False,0.0,0.0,G2RR×0.5 · G5추세붕괴3축 · G7윗꼬리약세-15,,0,0,0,,0.0,0,시장 위험회피(하락 전환) — 모멘텀 레인 비활성,False,0.0,0.0,True,risk_off: 추천손절 유지 + 신규진입 차단,False,True,,0,71.0,62.0,0,0,CAUTION,시장폭 약함 26.2,C,WATCH,0,0.2,관찰,시장폭 26.2 · 5일 -5.1%,56.99,6,125,0,68.82,80,,-4.0,113280.0,"진입 후 D+1 종가 113,280원(-4%) 이탈 시 익일 조기청산 권고",44.0,"최근 20거래일 유니버스 실측 2일 상승률 44.0% (n=6,493) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,109740.0,129800.0,"손절 109,740(-7%)·본전전환 123,900(+5%)·1차익절 129,800(+10%) · ⚡ D+2내 120,360(+2%) 도달 시 절반 익절+잔여 본전 상향 (실측: 초반 급등 후 되돌림 -0.9%)",0,100.0,0,0,진입 조건 미달,alpha_gate_v32,WATCH,0.0,,,0,DOWN,"하락 레짐 — 시장폭 26% (<35%), 상승 종목이 소수인 내부 약세장. 신규 진입 차단 (실측: 이 구간 진입은 손실 우세)",0.3,0,90.5,123900.0,0.4043,1,이 점수 구간의 과거 실측 승률 30% (표본 10818건) · 거래량 밀집가 대비 -9.9% — 가치영역 근접 (실측 표본 적음) · 손익비 2.0 (손절 -5.3% / 1차목표 +10.6%) · 저점 상승 추세 23% (바닥이 높아지는 중) · AI 알파모델 예측 상위 10% (OOS 검증 통과 모델 — 이 구간 실측 승률 40%),하락 레짐 (시장폭 26%) — 신규 진입 차단 구간,30.2,True,WAIT,1,90.0,1,0,120360.0,,,,,1,1.0
3,011780,금호석유화학,KOSPI,화학·소재,124400,78.66,31295.7,0.0,0.0,WAIT,ARMED,3,True,1,False,68.4,68.4,88.6,48.1,0.0,0.0,38.6,45.6,88.6,0.0,2.22,0.0,RR2.2 + 진입적정,0,124400.0,114400.0,146600.0,155300.0,🚀급등시동/📦박스돌파,0.44,0.82,132373,-15.13,특이사항 없음,4,3.04,62.0,5.94,STRUCT 강점,,,알파 상위권 + 코일(스퀴즈/추세) — 진입 임박,CAUTION,26.2,기초 화학물질 제조업,7866094700.0,59.4,12.17,0,0,-0.56,0.73,11.17,6.96,-6.75,-13.91,32.04,-10.07,-49.09,0.68,0.274,0,9.4,1,1,1.2,0.9,0,0,0,1,-1,130270.0,-6.02,0.0962,False,X,▲,120854,▲,O,X,-0.96,250,0,1,-1,1,162300.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.04,5.0,2.2,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,VP_RESISTANCE,65,SWING_60D,60,SWING_120D,45,0.0,기초 화학물질 제조업,-1.0075,23.02208333333333,8.0,17.7,0.0,0.047140560404226005,0.02065154288691308,0.42857142857142855,OK,0.0,UNVALIDATED_MODEL,61.30265450358242,61.30265450358242,0.0,10,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,60,20260724,20260724,,68.4,68.4,68.4,3.32,-37.85,FRESH,0.266,,False,0.467,False,MATURE,10818.0,ALPHA_WIN_PROB,2.22,,1.65,0.0,0.0,0.0,v40_alpha_tilt,,,,,,,,True,17.8,,ELITE_SCORE,MATURE,10818,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,100.0,BUY,1,,0,0,0,0,,0.0,T=48<70 · S=89≥50,100.0,GREEN,,,0,False,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,58.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,1,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,2,True,38.6,1.0,,,0,0,0,,0.0,0,시장 위험회피(하락 전환) — 모멘텀 레인 비활성,False,0.0,0.0,True,risk_off: 추천손절 유지 + 신규진입 차단,False,True,,0,83.0,64.0,0,0,CAUTION,시장폭 약함 26.2,C,WATCH,0,0.2,관찰,시장폭 26.2 · 5일 0.7%,68.5,6,73,0,81.12,33,모멘텀확인중(PMS68),-4.0,119424.0,"진입 후 D+1 종가 119,424원(-4%) 이탈 시 익일 조기청산 권고",44.0,"최근 20거래일 유니버스 실측 2일 상승률 44.0% (n=6,493) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,115692.0,136840.0,"손절 115,692(-7%)·본전전환 130,620(+5%)·1차익절 136,840(+10%) · ⚡ D+2내 126,888(+2%) 도달 시 절반 익절+잔여 본전 상향 (실측: 초반 급등 후 되돌림 -0.9%)",0,100.0,0,0,알파 76점 (진입선 90점 미달),alpha_gate_v32,WATCH,0.0,,,0,DOWN,"하락 레짐 — 시장폭 26% (<35%), 상승 종목이 소수인 내부 약세장. 신규 진입 차단 (실측: 이 구간 진입은 손실 우세)",0.3,0,76.5,130620.0,0.3483,1,이 점수 구간의 과거 실측 승률 27% (표본 10818건) · 거래량 밀집가 대비 -15.1% — 가치영역 근접 (실측 표본 적음) · 손익비 2.2 (손절 -8.0% / 1차목표 +17.8%) · 변동성 응축 4일째 (스퀴즈 — 방향 분출 대기) · AI 알파모델 예측 상위 24% (OOS 검증 통과 모델 — 이 구간 실측 승률 35%),하락 레짐 (시장폭 26%) — 신규 진입 차단 구간,26.6,True,WAIT,1,90.0,1,0,126888.0,,,,,1,1.0
4,024840,KBI메탈,KOSDAQ,철강·금속,4670,98.76,2015.6,0.0,0.0,WAIT,ARMED,3,True,1,False,67.3,67.3,100.0,34.6,0.0,0.0,36.5,44.9,100.0,0.0,2.99,0.0,RR3.0 + 진입적정,0,4670.0,4295.0,5790.0,11760.0,,1.26,0.43,6117,-1.5,특이사항 없음,0,20.36,45.8,4.27,STRUCT 강점,,,알파 상위권 + 코일(스퀴즈/추세) — 진입 임박,CAUTION,26.2,1차 비철금속 제조업,9876346325.0,71.5,47.42,0,0,-3.71,1.74,10.66,24.87,70.44,162.8,40.59,108.29,192.51,0.52,0.255,0,12.0,1,0,1.83,0.54,0,0,0,1,-1,5671.5,-23.67,0.0878,False,O,▲,4501,▲,O,X,-2.78,249,0,1,1,1,14230.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.03,6.0,3.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,1차 비철금속 제조업,7.52888888888889,25.134444444444444,4.0,71.5,0.0,0.13161517283572957,0.05049091220263417,0.5370370370370371,OK,0.0,UNVALIDATED_MODEL,45.5,45.5,0.0,8,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,60,20260724,20260724,,67.3,67.3,67.3,3.32,-37.85,FRESH,0.271,,False,0.458,False,MATURE,10818.0,ALPHA_WIN_PROB,2.987,,0.972,0.0,0.0,0.0,v40_alpha_tilt,,,,,,,,True,24.0,,ELITE_SCORE,MATURE,10818,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,100.0,BUY,1,,0,0,0,0,,0.0,T=35<70 · S=100≥50,100.0,GREEN,,,0,False,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,58.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,1,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,True,True,True,True,True,False,True,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0,False,False,False,2,False,21.5,0.589,G7윗꼬리약세-15,,0,0,0,,0.0,0,시장 위험회피(하락 전환) — 모멘텀 레인 비활성,False,0.0,0.0,True,risk_off: 추천손절 유지 + 신규진입 차단,False,True,,0,79.0,59.0,0,0,CAUTION,시장폭 약함 26.2,C,WATCH,0,0.2,관찰,시장폭 26.2 · 5일 1.7%,48.83,6,168,0,70.25,72,,-4.0,4483.0,"진입 후 D+1 종가 4,483원(-4%) 이탈 시 익일 조기청산 권고",44.0,"최근 20거래일 유니버스 실측 2일 상승률 44.0% (n=6,493) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,4343.0,5137.0,"손절 4,343(-7%)·본전전환 4,904(+5%)·1차익절 5,137(+10%) · ⚡ D+2내 4,763(+2%) 도달 시 절반 익절+잔여 본전 상향 (실측: 초반 급등 후 되돌림 -0.9%)",0,100.0,0,0,알파 76점 (진입선 90점 미달),alpha_gate_v32,WATCH,0.0,,,0,DOWN,"하락 레짐 — 시장폭 26% (<35%), 상승 종목이 소수인 내부 약세장. 신규 진입 차단 (실측: 이 구간 진입은 손실 우세)",0.3,0,76.2,4904.0,0.3483,1,이 점수 구간의 과거 실측 승률 27% (표본 10818건) · 거래량 밀집가 대비 -1.5% — 가치영역 근접 (실측 표본 적음) · 손익비 3.0 (손절 -8.0% / 1차목표 +24.0%) · 저점 상승 추세 20% (바닥이 높아지는 중) · AI 알파모델 예측 상위 24% (OOS 검증 통과 모델 — 이 구간 실측 승률 35%),하락 레짐 (시장폭 26%) — 신규 진입 차단 구간,27.1,True,WAIT,1,90.0,1,0,4763.0,,,,,1,1.0
