LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR
11,418420,라온텍,KOSDAQ,IT/전기전자,7310,65.34,2228.0,0.0,,ARMED,ARMED,2,True,1,False,69.4,69.4,94.0,55.1,48.9,0.0,57.9,66.0,45.1,43.6,1.6,0.0,RR1.6 + 진입적정 + 대기,0,7310.0,6210.0,9070.0,9830.0,,0.18,0.99,6888,-1.72,특이사항 없음,0,8.27,67.8,14.26,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,66.5,전자부품 제조업,6533883550.0,81.8,63.12,0,0,-5.68,-2.92,27.8,35.12,32.67,70.2,25.13,2.39,15.69,0.265,0.265,0,12.0,1,0,2.24,0.55,10170.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.05,6.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,5946.0,6.12,-0.1283,False,O,▲,8029,▲,X,X,0,0,0,1.68,250,0,1,1,1,0.0,전자부품 제조업,4.268910891089109,25.11871287128713,5.0,48.9,OK,53.95549038632848,53.95549038632848,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,69.4,69.4,69.4,30.28,30.28,FRESH,0.627,,False,0.475,False,MATURE,4068.0,1.6,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,24.1,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
12,00680K,미래에셋증권2우B,KOSPI,기타,20300,90.39,27709.5,0.0,,ARMED,ARMED,2,True,1,False,72.9,72.9,100.0,63.2,37.9,0.0,57.4,67.0,62.1,22.4,0.93,0.0,진입적정 + 대기,0,20300.0,19010.0,21500.0,23800.0,⚡눌림회복,-1.46,1.21,19103,105.76,특이사항 없음,0,5.15,62.4,0.84,STRUCT 강점,TIMING 보조,,스퀴즈/품질 대기,CAUTION,66.5,기타,9038707540.0,66.2,14.23,0,0,1.5,-1.46,3.05,4.96,48.38,91.82,-5.03,18.1,37.31,0.212,0.212,1,8.5,1,0,2.1,0.58,26650.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,6.35,5.0,0.9,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,18358.0,6.26,-0.1282,True,O,▲,20819,▼,X,X,0,0,0,0.5,250,0,1,1,1,0.0,기타,8.452571428571428,12.478571428571428,11.0,37.9,OK,52.36106945965476,52.36106945965476,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,pullback,82.8,7.0,60,20260427,20260427,,72.9,72.9,72.9,30.28,30.28,FRESH,0.627,,False,0.503,False,MATURE,4068.0,0.93,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,5.9,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
13,064260,다날,KOSDAQ,IT/전기전자,7650,123.13,5786.9,0.0,,ARMED,ARMED,2,True,1,False,70.7,70.7,98.1,36.8,83.6,0.0,56.6,72.8,61.3,23.4,2.78,0.0,RR2.8 + 진입적정 + 대기,0,7650.0,7280.0,8680.0,8950.0,,-1.92,0.17,8315,8.69,특이사항 없음,0,30.38,61.4,3.16,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,66.5,소프트웨어 개발 및 공급업,12312864595.0,65.7,41.16,0,0,-0.91,-3.04,-4.02,23.79,-22.41,-8.6,13.8,-52.69,-63.11,0.539,0.32,1,12.0,1,0,2.12,0.65,10270.0,SWING_20D,80,BB_UPPER,75,SWING_60D,60,v1_sl_first_gap_at_open,4.84,5.0,2.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,6496.0,-8.0,-0.3622,True,X,▲,8015,▼,X,X,0,0,0,0.52,250,0,1,-1,1,0.0,소프트웨어 개발 및 공급업,4.268910891089109,25.11871287128713,5.0,83.6,OK,25.0,25.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,70.7,70.7,70.7,30.28,30.28,FRESH,0.627,,False,0.486,False,MATURE,4068.0,2.784,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,13.5,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
14,073490,LIG아큐버,KOSDAQ,IT/전기전자,51000,106.58,3878.0,0.0,,ARMED,ARMED,2,True,1,False,67.4,67.4,98.0,47.6,46.0,0.0,54.2,63.9,52.0,35.0,1.5,0.0,RR1.5 + 진입적정 + 대기,0,51000.0,43350.0,62500.0,67500.0,,0.93,0.37,45120,20.85,특이사항 없음,0,19.52,66.8,10.06,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,66.5,통신 및 방송 장비 제조업,10657529400.0,87.2,46.51,0,0,-0.97,6.03,6.58,26.87,72.01,109.88,16.88,41.73,55.37,0.025,0.025,1,12.0,1,0,2.6,0.54,71800.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.0,6.0,1.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,42665.0,13.03,-0.1837,False,O,▲,54699,▲,X,X,0,0,0,0.0,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,4.268910891089109,25.11871287128713,5.0,46.0,OK,25.72951941947788,25.72951941947788,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,67.4,67.4,67.4,30.28,30.28,FRESH,0.627,,False,0.459,False,MATURE,4068.0,1.503,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,22.5,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
15,010130,고려아연,KOSPI,철강·금속,1642000,354.99,342734.2,0.0,,ARMED,ARMED,2,True,1,False,66.9,66.9,100.0,37.7,59.0,0.0,52.1,65.6,62.3,22.1,1.32,0.0,RR1.3 + 진입적정 + 대기,0,1642000.0,1561000.0,1749000.0,2188000.0,,-0.85,0.49,1695889,5.76,특이사항 없음,0,14.92,67.4,3.03,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,66.5,1차 비철금속 제조업,35499262500.0,79.2,22.87,0,0,0.0,-1.38,-1.26,11.1,-10.32,53.31,1.11,-40.6,-1.2,0.299,0.211,1,9.0,1,0,3.02,0.69,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,4.93,4.0,1.3,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,1471750.0,-3.18,-0.2088,True,O,▲,1708096,▼,X,X,0,0,0,0.06,250,0,1,1,1,0.0,1차 비철금속 제조업,10.794166666666667,24.017083333333332,4.0,59.0,OK,25.76930786996516,25.76930786996516,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,66.9,66.9,66.9,30.28,30.28,FRESH,0.627,,False,0.455,False,MATURE,4068.0,1.321,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,6.5,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
16,389020,자람테크놀로지,KOSDAQ,반도체,55700,103.0,3711.8,0.0,,ARMED,ARMED,2,True,1,False,69.9,69.9,100.0,65.1,19.5,0.0,51.3,61.5,80.5,0.0,1.8,0.0,RR1.8 + 진입적정 + 대기,0,55700.0,50600.0,64900.0,70400.0,,-0.51,0.78,51910,35.88,특이사항 없음,0,16.0,66.7,5.75,STRUCT 강점,TIMING 보조,,스퀴즈/품질 대기,CAUTION,66.5,반도체 제조업,10299535950.0,65.2,33.47,0,0,-0.54,0.54,10.08,11.74,34.87,20.04,1.75,4.59,-34.47,0.122,0.122,1,12.0,1,0,2.32,0.54,72700.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,9.16,6.0,1.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,43810.0,7.3,-0.1661,False,O,▲,57413,▼,X,X,0,0,0,1.96,250,0,1,1,1,0.0,반도체 제조업,19.75485714285714,43.39771428571429,1.0,19.5,OK,44.081293745690346,44.081293745690346,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,69.9,69.9,69.9,30.28,30.28,FRESH,0.627,,False,0.479,False,MATURE,4068.0,1.804,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,16.5,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
17,950160,코오롱티슈진,KOSDAQ,기타,103000,315.95,87278.1,0.0,,ARMED,ARMED,2,True,1,False,64.0,64.0,92.2,56.5,22.4,0.0,48.4,57.0,69.8,12.7,0.95,0.0,진입적정 + 대기,0,103000.0,88100.0,117100.0,130700.0,⚡눌림회복,-1.1,0.73,104014,0.37,특이사항 없음,2,3.46,54.7,0.98,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,66.5,기초 의약물질 제조업,31594910500.0,61.0,16.49,1,0,1.98,-4.54,9.93,-12.19,4.78,134.89,-22.18,-25.5,80.38,0.101,0.101,1,12.0,0,0,1.46,0.49,142500.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,14.47,4.0,0.9,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,116580.0,-0.98,-0.085,False,O,▲,103096,▲,X,X,0,0,0,0.99,250,0,1,1,1,0.0,기초 의약물질 제조업,8.452571428571428,12.478571428571428,11.0,22.4,OK,34.70044236364885,34.70044236364885,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,64.0,64.0,64.0,30.28,30.28,FRESH,0.627,,False,0.432,True,MATURE,4068.0,0.946,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,13.7,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
18,018470,조일알미늄,KOSPI,철강·금속,1786,165.12,2261.6,0.0,,ARMED,ARMED,2,True,1,False,64.6,64.6,100.0,24.2,74.5,0.0,48.2,66.2,75.8,5.2,1.68,0.0,RR1.7 + 진입적정 + 대기,0,1786.0,1518.0,2235.0,2455.0,,1.1,0.24,1649,-2.18,특이사항 없음,0,29.24,61.3,7.54,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,66.5,1차 비철금속 제조업,16511687846.0,83.5,41.86,0,0,0.51,3.78,-6.83,44.26,40.08,30.65,34.27,9.8,-23.86,0.228,0.228,0,12.0,0,0,2.24,0.54,2550.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.01,6.0,1.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,1269.6,8.26,-0.1378,False,O,▲,1836,▼,X,X,0,0,0,-0.06,250,0,1,1,1,0.0,1차 비철금속 제조업,10.794166666666667,24.017083333333332,4.0,74.5,OK,25.0,25.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,64.6,64.6,64.6,30.28,30.28,FRESH,0.627,,False,0.437,True,MATURE,4068.0,1.675,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,25.1,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
19,001450,현대해상,KOSPI,금융,30500,86.18,26000.7,0.0,,ARMED,ARMED,2,True,1,False,47.4,47.4,75.2,39.5,7.4,0.0,35.0,40.7,67.8,15.2,0.81,0.0,진입적정 + 대기,0,30500.0,28950.0,31750.0,44250.0,,0.28,0.83,32837,-0.18,특이사항 없음,5,1.36,59.4,0.8,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,66.5,보험업,8618324950.0,61.7,5.32,1,1,-0.16,0.83,2.18,-1.93,7.96,10.11,-11.92,-22.32,-44.4,0.402,0.245,0,6.0,0,0,1.86,0.46,48950.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,5.08,5.0,0.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,31950.0,-7.12,0.0379,True,X,▲,30473,▲,O,X,0,0,0,0.0,250,0,1,1,1,0.0,보험업,7.032105263157895,14.234473684210526,9.0,7.4,OK,43.10393085812275,43.10393085812275,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,47.4,47.4,47.4,30.28,30.28,FRESH,0.627,,False,0.3,True,MATURE,4068.0,0.806,0.878,0.806,0.0,0.0,,v22_calibrated,,,,,,True,4.1,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
20,439260,대한조선,KOSPI,조선·기계·설비,92300,199.89,35559.8,0.0,,ARMED,ARMED,2,True,1,False,77.1,77.1,91.8,78.8,44.4,0.0,19.6,71.7,47.4,40.8,0.77,0.0,진입적정 + 대기,0,92300.0,85400.0,97600.0,109700.0,,-0.12,1.27,89972,36.4,특이사항 없음,1,4.76,59.6,2.41,STRUCT 강점,TIMING 보조,,스퀴즈/품질 대기,CAUTION,66.5,선박 및 보트 건조업,19988688300.0,63.6,12.81,0,0,-3.15,3.48,6.09,13.53,25.58,21.29,3.54,-4.7,-33.22,0.204,0.151,1,7.4,1,1,2.18,0.61,121900.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,7.48,5.0,0.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,86580.0,2.59,0.1344,True,O,▲,93599,▲,X,X,0,0,0,1.78,179,0,1,0,0,0.0,선박 및 보트 건조업,14.058311688311688,27.547272727272727,3.0,44.4,OK,59.191567982332764,59.191567982332764,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,77.1,77.1,77.1,30.28,30.28,FRESH,0.627,,False,0.537,False,MATURE,4068.0,0.768,0.947,0.768,0.0,0.0,,v22_calibrated,,,,,,True,5.7,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
21,082640,동양생명,KOSPI,금융,8750,441.71,14118.9,0.0,,ARMED,ARMED,2,True,1,False,66.3,66.3,49.5,77.3,78.0,0.0,19.3,68.3,28.5,64.4,0.45,0.0,진입적정 + 대기,0,8750.0,8040.0,9070.0,9920.0,⚡눌림회복,1.86,9.68,8233,5.92,특이사항 없음,5,2.22,62.8,1.3,AI 강점,TIMING 보조,MFI 약세,스퀴즈/품질 대기,CAUTION,66.5,보험업,44171489020.0,24.0,8.79,1,1,-2.02,3.55,0.0,-0.23,27.55,30.79,-10.22,-2.73,-23.72,0.088,0.088,1,7.6,1,0,1.69,0.67,10130.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,8.11,5.0,0.5,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,7996.5,6.27,0.1527,False,O,▲,8726,▲,O,X,0,0,0,-3.7,250,0,1,1,1,0.0,보험업,7.032105263157895,14.234473684210526,9.0,78.0,OK,48.40265449826933,48.40265449826933,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,66.3,66.3,66.3,30.28,30.28,FRESH,0.627,,False,0.45,False,MATURE,4068.0,0.451,0.878,0.451,0.0,0.0,,v22_calibrated,,,,,,True,3.7,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
22,241520,DSC인베스트먼트,KOSDAQ,기타,16000,175.48,4256.0,0.0,,ARMED,ARMED,2,True,1,False,78.8,78.8,100.0,75.1,43.9,0.0,19.3,73.0,56.1,29.9,0.44,0.0,진입적정 + 대기,0,16000.0,13740.0,17000.0,19700.0,,0.95,1.01,13475,34.78,특이사항 없음,0,12.3,72.6,11.56,STRUCT 강점,TIMING 보조,RSI 과열,스퀴즈/품질 대기,CAUTION,66.5,신탁업 및 집합투자업,17548193215.0,73.3,30.02,0,0,-0.25,8.77,15.03,15.36,95.12,127.27,5.37,64.84,72.76,0.085,0.085,1,12.0,1,0,3.42,0.77,20200.0,SWING_20D,80,SWING_60D,60,ATR_3.5x,45,v1_sl_first_gap_at_open,14.12,6.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,12188.5,18.73,0.0965,False,O,▲,15832,▲,O,X,0,0,0,0.06,250,0,1,1,1,0.0,신탁업 및 집합투자업,8.452571428571428,12.478571428571428,11.0,43.9,OK,58.97751535465961,58.97751535465961,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,78.8,78.8,78.8,30.28,30.28,FRESH,0.627,,False,0.55,False,MATURE,4068.0,0.442,1.002,0.442,0.0,0.0,,v22_calibrated,,,,,,True,6.2,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
23,322000,HD현대에너지솔루션,KOSPI,2차전지,188700,1253.06,21134.4,0.0,,ARMED,ARMED,2,True,1,False,75.6,75.6,96.4,51.3,82.6,0.0,19.3,76.8,45.1,43.6,0.38,0.0,진입적정 + 대기,0,188700.0,160300.0,199500.0,236500.0,,1.42,0.51,123159,41.22,특이사항 없음,0,20.78,64.1,12.86,STRUCT 강점,AI 보조,5일 급등,스퀴즈/품질 대기,CAUTION,66.5,반도체 제조업,125305734750.0,60.8,37.23,0,0,-1.2,15.84,17.28,39.67,252.71,225.34,29.68,222.43,170.83,0.014,0.014,1,12.0,0,0,2.36,0.85,292000.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,v1_sl_first_gap_at_open,15.05,5.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,150520.0,53.22,0.3247,False,O,▲,178040,▲,O,X,0,0,0,0.58,250,0,1,1,1,0.0,반도체 제조업,7.93923076923077,21.043846153846154,7.0,82.6,OK,32.268676686966344,32.268676686966344,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,75.6,75.6,75.6,30.28,30.28,FRESH,0.627,,False,0.525,False,MATURE,4068.0,0.38,0.897,0.38,0.0,0.0,,v22_calibrated,,,,,,True,5.7,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
24,060280,큐렉소,KOSDAQ,유통·소비재,17290,384.26,7133.8,0.0,,ARMED,ARMED,2,True,1,False,73.5,73.5,85.8,83.3,29.3,0.0,18.2,66.1,56.5,29.4,0.43,0.0,진입적정 + 대기,0,17290.0,15390.0,18110.0,22550.0,,1.83,2.56,17288,25.74,특이사항 없음,0,1.97,72.3,12.29,STRUCT 강점,TIMING 보조,RSI 과열,스퀴즈/품질 대기,CAUTION,66.5,기타 상품 전문 소매업,38425528605.0,80.1,20.71,0,0,2.19,10.2,21.08,6.73,-5.52,68.68,-3.26,-35.8,14.17,0.212,0.115,1,9.5,0,0,2.91,0.79,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,10.99,5.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,15011.0,0.01,0.145,False,O,▲,16298,▲,O,X,0,0,0,1.6,250,0,1,1,1,0.0,기타 상품 전문 소매업,11.287272727272727,11.034545454545453,10.0,29.3,OK,70.5,70.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,73.5,73.5,73.5,30.28,30.28,FRESH,0.627,,False,0.508,False,MATURE,4068.0,0.432,0.878,0.432,0.0,0.0,,v22_calibrated,,,,,,True,4.7,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
25,282330,BGF리테일,KOSPI,유통·소비재,138200,119.69,23886.4,0.0,,ARMED,ARMED,2,True,1,False,65.3,65.3,53.4,90.2,39.5,0.0,17.4,61.0,50.7,36.6,0.71,0.0,진입적정 + 대기,0,138200.0,124700.0,147800.0,162700.0,⚡눌림회복,1.21,1.58,129241,0.58,특이사항 없음,2,0.56,51.3,2.48,TIMING 강점,,,스퀴즈/품질 대기,CAUTION,66.5,종합 소매업,11969369700.0,53.4,12.26,1,0,2.75,4.07,8.56,-0.36,18.12,32.76,-10.35,-12.16,-21.75,0.039,0.039,1,10.1,0,0,1.09,0.57,171100.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,v1_sl_first_gap_at_open,9.77,5.0,0.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,123680.0,6.93,0.0482,False,O,▲,133633,▲,O,X,0,0,0,0.59,250,0,1,1,1,0.0,종합 소매업,11.287272727272727,11.034545454545453,10.0,39.5,OK,55.61435715112285,55.61435715112285,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,65.3,65.3,65.3,30.28,30.28,FRESH,0.627,,False,0.442,True,MATURE,4068.0,0.711,0.878,0.711,0.0,0.0,,v22_calibrated,,,,,,True,6.9,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
26,032820,우리기술,KOSDAQ,인프라·에너지,23150,1790.72,39608.8,0.0,,ARMED,ARMED,2,True,1,False,71.4,71.4,100.0,63.2,30.4,0.0,16.4,64.5,69.6,13.0,0.62,0.0,진입적정 + 대기,0,23150.0,19670.0,25300.0,30200.0,,-0.14,0.51,19198,155.37,특이사항 없음,5,6.74,63.3,5.7,STRUCT 강점,TIMING 보조,,스퀴즈/품질 대기,CAUTION,66.5,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",179071952650.0,71.4,19.85,1,0,1.09,2.21,9.72,7.18,163.97,341.79,-2.81,133.69,287.28,0.171,0.148,1,12.0,1,0,2.61,0.64,36150.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,15.03,5.0,0.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,18912.0,20.58,0.1579,False,O,▲,23031,▲,O,X,0,0,0,1.97,250,0,1,1,1,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",16.87625,26.59,2.0,30.4,OK,35.14198349919659,35.14198349919659,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,71.4,71.4,71.4,30.28,30.28,FRESH,0.627,,False,0.491,False,MATURE,4068.0,0.618,0.878,0.618,0.0,0.0,,v22_calibrated,,,,,,True,9.3,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
