LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
508,204620,글로벌텍스프리,KOSDAQ,서비스 기타,5820,226.19,4090.5,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,62.4,62.4,96.0,48.9,22.1,0.0,13.8,55.7,73.9,7.6,0.23,1.6,진입적정,0,5730.0,5210.0,5960.0,6650.0,,2.25,3.54,4985,11.98,특이사항 없음,2,8.74,75.4,13.63,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,금융 지원 서비스업,22618813220.0,75.4,19.39,0,0,6.59,12.79,11.92,22.01,30.06,3.19,12.02,-0.22,-51.32,0.152,0.093,1,9.0,1,1,1.7,0.89,7230.0,SWING_20D,80,ATR_3.5x,45,SWING_120D,45,v1_sl_first_gap_at_open,9.08,6.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,4874.0,16.74,0.1201,False,O,▲,5364,▲,O,X,0,0,0,0.18,250,0,1,1,1,0.0,금융 지원 서비스업,7.153870967741935,13.568709677419355,11.0,22.1,OK,52.181807103936556,52.181807103936556,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,62.4,62.4,62.4,30.28,30.28,FRESH,0.62,,False,0.419,True,MATURE,4069.0,0.442,0.878,0.442,0.0,0.0,0.0,v22_calibrated,,,,,,True,2.4,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
509,372320,큐로셀,KOSDAQ,기타,64400,63.54,9773.7,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,58.8,58.8,87.6,44.5,29.9,0.0,13.8,54.0,57.7,27.9,0.14,1.6,진입적정,0,63400.0,54400.0,65800.0,77600.0,,1.0,0.54,53617,26.37,특이사항 없음,0,16.26,75.1,11.87,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,자연과학 및 공학 연구개발업,6353504800.0,70.3,30.73,0,0,3.21,8.78,12.98,31.16,26.27,71.5,21.17,-4.01,16.99,0.0,0.0,1,12.0,1,0,0.85,0.92,,SWING_20D,80,ATR_3.5x,45,,0,v1_sl_first_gap_at_open,14.2,5.0,0.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,50620.0,20.11,0.0217,False,O,▲,63282,▲,O,X,0,0,0,0.0,250,0,1,1,1,0.0,자연과학 및 공학 연구개발업,7.818846153846153,14.542115384615384,10.0,29.9,OK,43.66549733828835,43.66549733828835,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,58.8,58.8,58.8,30.28,30.28,FRESH,0.62,,False,0.39,True,MATURE,4069.0,0.267,0.878,0.267,0.0,0.0,0.0,v22_calibrated,,,,,,True,2.2,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
510,071090,하이스틸,KOSPI,철강·금속,5240,1204.3,1058.0,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,60.3,60.3,92.2,20.1,76.8,0.0,13.7,63.0,72.1,9.9,0.3,17.4,,0,4465.0,3795.0,5680.0,6270.0,,2.38,4.68,4526,13.14,특이사항 없음,0,26.8,80.7,23.18,STRUCT 강점,AI 보조,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,1차 철강 제조업,120430036074.0,96.1,43.4,0,0,15.16,13.91,19.09,54.57,42.39,26.42,44.58,12.11,-28.09,0.0,0.0,1,12.0,1,0,3.77,0.81,7260.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,v1_sl_first_gap_at_open,15.01,6.0,1.8,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,1,1,3863.5,15.75,-0.0868,False,O,▲,4735,▲,O,X,0,0,0,2.09,250,0,1,1,1,0.0,1차 철강 제조업,17.976129032258065,31.49741935483871,2.0,76.8,OK,14.5,14.5,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,60.3,60.3,60.3,30.28,30.28,FRESH,0.62,,False,0.402,True,MATURE,4069.0,1.813,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,8.4,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
511,394280,오픈엣지테크놀로지,KOSDAQ,IT/전기전자,21400,67.98,5623.2,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,61.0,61.0,87.1,60.1,10.6,0.0,13.5,52.6,76.5,4.4,0.14,18.9,,0,18000.0,15570.0,22200.0,25050.0,,1.02,0.82,16815,42.32,특이사항 없음,0,17.93,83.7,24.83,STRUCT 강점,TIMING 보조,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,소프트웨어 개발 및 공급업,6797949800.0,90.2,51.4,0,0,0.0,21.04,20.09,47.99,46.27,66.93,38.0,15.99,12.42,0.0,0.0,1,11.7,1,0,1.49,0.9,28600.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,13.5,5.0,1.7,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,17261.0,27.26,0.2794,False,O,▲,20338,▲,O,X,0,0,0,0.0,250,0,1,1,1,0.0,소프트웨어 개발 및 공급업,2.8081111111111112,29.43988888888889,7.0,10.6,OK,57.69793020224647,57.69793020224647,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,61.0,61.0,61.0,30.28,30.28,FRESH,0.62,,False,0.408,True,MATURE,4069.0,1.728,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,3.7,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
512,003670,포스코퓨처엠,KOSPI,2차전지,263000,1653.23,233928.6,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,59.3,59.3,85.2,55.1,15.9,0.0,13.5,52.1,69.3,13.4,0.1,9.6,,0,240000.0,216000.0,267500.0,280500.0,,0.05,1.67,221378,34.64,특이사항 없음,0,5.13,77.2,15.02,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,일차전지 및 이차전지 제조업,165322572000.0,83.7,32.74,0,0,5.41,2.53,23.47,29.24,9.81,21.48,19.25,-20.47,-33.03,0.0,0.0,1,8.7,1,0,0.9,0.93,290500.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,10.0,4.0,1.1,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,224200.0,18.8,-0.1305,False,O,▲,258038,▲,O,X,12098,4208,16306,1.6,250,0,1,1,1,0.0,일차전지 및 이차전지 제조업,2.7507692307692304,31.21923076923077,6.0,15.9,OK,49.62152279444037,49.62152279444037,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,59.3,59.3,59.3,30.28,30.28,FRESH,0.62,,False,0.394,True,MATURE,4069.0,1.146,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,1.7,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
513,004560,현대비앤지스틸,KOSPI,철강·금속,18530,168.87,2794.1,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,60.5,60.5,95.0,44.4,23.6,0.0,13.4,54.3,71.4,10.8,0.25,11.6,,0,16610.0,14980.0,19430.0,25500.0,,1.33,4.74,18608,0.69,특이사항 없음,0,3.26,79.0,17.15,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,1차 철강 제조업,16886800390.0,83.6,22.86,0,0,4.39,16.83,19.01,25.88,42.32,65.15,15.89,12.04,10.64,0.154,0.099,1,8.0,1,0,3.63,0.81,29050.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,9.81,6.0,1.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,16220.0,-0.42,0.323,False,O,▲,16767,▲,O,X,0,0,0,1.24,250,0,1,1,1,0.0,1차 철강 제조업,17.976129032258065,31.49741935483871,2.0,23.6,OK,41.0,41.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,60.5,60.5,60.5,30.28,30.28,FRESH,0.62,,False,0.404,True,MATURE,4069.0,1.73,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,4.9,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
514,018880,한온시스템,KOSPI,조선·기계·설비,4400,1135.08,45155.6,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,62.7,62.7,100.0,48.5,16.3,0.0,13.4,54.9,83.7,0.0,0.2,1.5,진입적정,0,4335.0,3955.0,4490.0,5700.0,,0.72,2.38,4399,-4.89,특이사항 없음,0,7.95,76.8,9.17,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,일반 목적용 기계 제조업,113508154911.0,83.1,19.4,0,0,3.29,3.53,9.45,17.65,29.6,8.45,7.66,-0.68,-46.06,0.323,0.323,0,8.5,1,1,2.73,0.89,6390.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,8.77,5.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,3768.5,0.02,-0.0035,False,O,▲,4311,▲,O,X,0,0,0,0.59,250,0,1,1,1,0.0,일반 목적용 기계 제조업,10.904931506849314,32.65931506849315,3.0,16.3,OK,64.12511539703198,64.12511539703198,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,62.7,62.7,62.7,30.28,30.28,FRESH,0.62,,False,0.422,True,MATURE,4069.0,0.408,0.878,0.408,0.0,0.0,0.0,v22_calibrated,,,,,,True,2.0,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
515,131290,티에스이,KOSDAQ,기타,174800,137.04,19335.4,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,55.7,55.7,82.1,26.2,61.8,0.0,13.4,56.7,55.9,30.1,0.19,19.8,,0,145900.0,124000.0,184700.0,188700.0,,1.16,0.84,107230,194.78,특이사항 없음,0,29.25,84.2,25.78,STRUCT 강점,AI 보조,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",13703924750.0,85.2,71.55,0,0,4.67,9.87,30.25,65.37,111.62,236.8,55.38,81.34,182.29,0.006,0.006,1,12.0,1,0,1.11,0.88,193800.0,SWING_20D,80,BB_UPPER,75,ATR_3.5x,45,v1_sl_first_gap_at_open,15.01,5.0,1.8,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,132970.0,63.01,-0.2288,False,O,▲,178074,▲,X,X,0,0,0,0.06,250,0,1,1,1,0.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",7.818846153846153,14.542115384615384,10.0,61.8,OK,27.35703365529926,27.35703365529926,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,55.7,55.7,55.7,30.28,30.28,FRESH,0.62,,False,0.366,True,MATURE,4069.0,1.772,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,5.7,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
516,160980,싸이맥스,KOSDAQ,조선·기계·설비,33200,61.76,3626.8,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,60.0,60.0,86.3,57.4,12.4,0.0,13.4,52.0,73.9,7.6,0.08,9.8,,0,30250.0,26000.0,33750.0,38450.0,,0.99,0.81,22844,60.46,특이사항 없음,0,12.08,84.9,15.29,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,특수 목적용 기계 제조업,6176370450.0,82.1,33.37,0,0,2.0,8.85,18.57,43.72,88.96,72.2,33.73,58.68,17.69,0.0,0.0,1,10.8,1,0,1.0,0.94,44400.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.05,6.0,0.8,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,27310.0,45.33,0.0496,False,O,▲,32466,▲,O,X,0,0,0,0.0,250,0,1,1,1,0.0,특수 목적용 기계 제조업,10.904931506849314,32.65931506849315,3.0,12.4,OK,48.021624779096896,48.021624779096896,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,60.0,60.0,60.0,30.28,30.28,FRESH,0.62,,False,0.4,True,MATURE,4069.0,0.824,0.878,0.824,0.0,0.0,0.0,v22_calibrated,,,,,,True,1.7,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
517,090360,로보스타,KOSDAQ,조선·기계·설비,71900,116.54,7010.2,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,51.9,51.9,67.6,51.3,21.8,0.0,13.0,46.9,45.8,42.8,0.28,10.1,,0,65300.0,58300.0,75700.0,81500.0,,0.47,2.2,74700,-11.72,특이사항 없음,0,12.59,79.1,15.57,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,특수 목적용 기계 제조업,11653730950.0,95.1,28.98,0,0,1.27,10.79,17.68,28.39,-19.3,-17.26,18.4,-49.58,-71.77,0.793,0.318,0,9.1,1,0,1.67,0.82,97200.0,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,v1_sl_first_gap_at_open,10.72,5.0,1.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,64020.0,-3.75,0.1042,False,X,▼,68196,▲,O,X,0,0,0,5.35,250,0,-1,-1,1,0.0,특수 목적용 기계 제조업,10.904931506849314,32.65931506849315,3.0,21.8,OK,79.5,79.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,51.9,51.9,51.9,30.28,30.28,FRESH,0.62,,False,0.335,True,MATURE,4069.0,1.486,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,5.3,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
518,047050,포스코인터내셔널,KOSPI,기타,85000,848.18,149534.4,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,48.2,48.2,50.1,62.1,16.8,0.0,12.6,43.0,45.3,43.4,0.25,1.6,진입적정,0,83700.0,76200.0,87200.0,95000.0,,2.08,1.1,74121,13.51,특이사항 없음,0,-0.14,80.5,9.69,TIMING 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,상품 중개업,84818281250.0,62.0,20.38,0,0,4.55,9.68,17.4,18.88,33.02,54.55,8.89,2.74,0.04,0.0,0.0,1,6.6,0,0,1.19,0.86,104900.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,8.96,4.0,0.5,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,75530.0,14.68,0.1765,False,O,▲,80521,▲,O,X,0,0,0,0.49,250,0,1,1,1,0.0,상품 중개업,7.818846153846153,14.542115384615384,10.0,16.8,OK,59.44732770327168,59.44732770327168,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,48.2,48.2,48.2,30.28,30.28,FRESH,0.62,,False,0.306,True,MATURE,4069.0,0.467,0.878,0.467,0.0,0.0,0.0,v22_calibrated,,,,,,True,2.6,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
519,006110,삼아알미늄,KOSPI,철강·금속,72500,392.85,10964.5,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,56.4,56.4,88.8,11.8,80.8,0.0,12.6,60.5,77.0,3.8,0.22,29.9,,0,55800.0,47400.0,78000.0,82600.0,,1.48,0.49,44020,97.01,특이사항 없음,0,52.37,76.3,36.43,STRUCT 강점,AI 보조,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,1차 비철금속 제조업,39284999950.0,81.1,97.4,0,0,5.38,23.93,28.09,80.35,146.6,201.46,70.36,116.32,146.95,0.013,0.013,1,12.0,1,0,1.65,0.88,92600.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.05,5.0,2.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,50820.0,64.7,-0.0932,False,O,▲,70335,▲,O,X,0,0,0,0.29,250,0,1,1,1,0.0,1차 비철금속 제조업,17.976129032258065,31.49741935483871,2.0,80.8,OK,7.5,7.5,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,56.4,56.4,56.4,30.28,30.28,FRESH,0.62,,False,0.371,True,MATURE,4069.0,2.643,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,7.6,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
520,452280,한선엔지니어링,KOSDAQ,기타,19190,249.86,3693.4,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,55.2,55.2,92.9,28.8,32.6,0.0,12.3,51.4,64.1,19.9,0.22,16.6,,0,16460.0,13980.0,20350.0,22800.0,,0.76,1.99,14911,19.01,특이사항 없음,0,28.76,82.1,22.42,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,기타 금속 가공제품 제조업,24986495105.0,80.6,57.16,0,0,6.85,8.36,27.17,38.56,77.03,77.36,28.57,46.75,22.85,0.027,0.027,1,12.0,1,0,3.05,0.86,23800.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.07,6.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,13800.0,28.69,-0.1843,False,O,▲,19155,▲,O,X,0,0,0,1.39,250,0,1,1,1,0.0,기타 금속 가공제품 제조업,7.818846153846153,14.542115384615384,10.0,32.6,OK,30.527941797693927,30.527941797693927,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,55.2,55.2,55.2,30.28,30.28,FRESH,0.62,,False,0.362,True,MATURE,4069.0,1.569,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,6.0,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
521,419530,SAMG엔터,KOSDAQ,미디어·콘텐츠,43000,221.8,4296.5,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,52.4,52.4,81.1,16.1,67.6,0.0,12.2,54.9,65.0,18.8,0.25,14.4,,0,37600.0,33450.0,45350.0,50500.0,,1.96,5.03,38543,12.47,특이사항 없음,0,18.53,81.8,20.09,STRUCT 강점,AI 보조,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,"영화, 비디오물, 방송프로그램 제작 및 배급업",22180069875.0,92.2,37.31,0,0,5.52,14.67,17.49,35.43,11.25,-24.56,25.44,-19.03,-79.07,0.275,0.23,1,9.4,1,0,1.47,0.85,59500.0,SWING_20D,80,SWING_60D,60,SWING_120D,45,v1_sl_first_gap_at_open,11.04,6.0,1.9,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,36985.0,11.56,0.1118,False,O,▲,40327,▲,O,X,0,0,0,1.1,250,0,1,-1,1,0.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",4.9375,-0.1749999999999996,14.0,67.6,OK,28.0,28.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,52.4,52.4,52.4,30.28,30.28,FRESH,0.62,,False,0.339,True,MATURE,4069.0,1.867,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,5.5,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
522,446540,메가터치,KOSDAQ,2차전지,6520,132.03,1692.8,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,55.4,55.4,92.3,11.2,70.2,0.0,12.1,57.9,81.1,0.0,0.27,22.3,,0,5330.0,4530.0,7060.0,8100.0,,0.51,3.03,5076,56.11,특이사항 없음,0,16.83,82.6,28.38,STRUCT 강점,AI 보조,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,일차전지 및 이차전지 제조업,13202884890.0,81.3,74.58,0,0,10.14,6.71,39.32,62.39,49.03,60.79,52.4,18.75,6.28,0.0,0.0,1,12.0,1,0,2.62,0.82,9420.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.01,6.0,2.2,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,5033.0,28.43,-0.4322,False,O,▲,6475,▲,O,X,0,0,0,1.35,250,0,1,1,1,0.0,일차전지 및 이차전지 제조업,2.7507692307692304,31.21923076923077,6.0,70.2,OK,10.065775418361673,10.065775418361673,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,55.4,55.4,55.4,30.28,30.28,FRESH,0.62,,False,0.363,True,MATURE,4069.0,2.162,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,8.3,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
523,000660,SK하이닉스,KOSPI,반도체,1300000,39354.35,9265130.7,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,52.1,52.1,80.7,43.3,12.6,0.0,11.7,45.5,68.1,14.9,0.1,14.2,,0,1138000.0,1014000.0,1328000.0,1378000.0,,0.13,0.72,966894,121.01,특이사항 없음,0,37.04,83.5,19.96,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,반도체 제조업,3935434758924.0,74.0,54.32,0,0,0.62,6.21,17.86,61.09,54.58,132.56,51.1,24.3,78.05,0.006,0.006,1,8.4,1,0,0.91,0.95,1475000.0,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,v1_sl_first_gap_at_open,10.9,4.0,1.5,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,1148200.0,34.45,-0.0876,False,O,▲,1290881,▲,O,X,0,0,0,1.63,250,0,1,1,1,0.0,반도체 제조업,14.27,51.881875,1.0,12.6,OK,35.56713498975574,35.56713498975574,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,52.1,52.1,52.1,30.28,30.28,FRESH,0.62,,False,0.337,True,MATURE,4069.0,1.532,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,2.2,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
