LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,켈리_금액(원),추천수량,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,CONFIG_SNAPSHOT,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
1,451760,컨텍,KOSDAQ,IT/전기전자,23100,111.62,3480.5,122.0,245.1,ARMED,ARMED,2,True,False,False,90.9,90.9,93.4,100.0,67.5,,24.8,87.0,32.5,59.4,0.14,15.7,3축고점 + 돌입,0,19960.0,16960.0,23950.0,26350.0,,1.22,1.55,19782,14.52,DATA_UNAVAILABLE,2,6.38,60.3,21.51,TIMING 강점,STRUCT 보조,5일 급등,기술적 돌파 조건 충족,CAUTION,70.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",11161954625.0,72.6,39.47,0,0,2.21,20.44,21.13,29.85,55.87,165.82,20.33,27.03,113.92,0.058,0.058,1,12.0,0,0,2.32,0.89,29800.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,15.03,6.0,1.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,17537.0,16.77,0.5556,False,O,▲,20633,▲,O,X,0,0,0,2.43,250,0,1,1,1,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",18.953944954128442,28.22449541284404,2.0,67.5,OK,85.5,85.5,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260415,20260415,,90.9,90.9,90.9,28.84,28.84,FRESH,0.709,,False,MATURE,106046.0,2451015.0,122.0,,,,,True,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-04-16T17:02:53.228453""}",2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
2,389500,에스비비테크,KOSDAQ,조선·기계·설비,60800,286.57,4346.0,34.0,181.6,ARMED,ARMED,2,True,False,False,85.1,85.1,93.5,98.3,41.7,,21.3,77.8,56.6,29.2,0.11,14.9,돌입,0,52900.0,44900.0,62600.0,86000.0,🚀급등시동,1.75,2.01,66599,47.01,DATA_UNAVAILABLE,3,3.26,67.7,20.75,TIMING 강점,STRUCT 보조,5일 급등,기술적 돌파 조건 충족,CAUTION,70.0,일반 목적용 기계 제조업,28656834050.0,70.9,32.66,0,0,0.0,15.59,15.37,18.29,7.23,121.09,8.77,-21.61,69.19,0.204,0.079,1,12.0,1,0,2.73,0.9,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,15.12,6.0,1.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,46830.0,-8.71,0.4072,False,O,▲,53673,▲,O,X,0,0,0,1.97,250,0,1,1,1,0.0,일반 목적용 기계 제조업,7.337049180327869,-4.02672131147541,11.0,41.7,OK,84.0,84.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260415,20260415,,85.1,85.1,85.1,28.84,28.84,FRESH,0.651,,False,MATURE,106046.0,1815824.0,34.0,,,,,True,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-04-16T17:02:53.228453""}",2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
3,250060,모비스,KOSDAQ,IT/전기전자,5670,194.66,1730.8,212.0,103.4,ARMED,ARMED,2,True,False,False,76.4,76.4,62.2,85.9,86.0,,22.2,78.0,23.8,70.2,0.05,16.5,돌입,0,4865.0,4140.0,5750.0,9440.0,🚀급등시동,2.38,5.77,5634,-2.88,DATA_UNAVAILABLE,0,0.6,65.7,22.36,AI 강점,TIMING 보조,5일 급등,기술적 돌파 조건 충족,CAUTION,70.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",19466450270.0,76.3,29.03,0,0,16.79,22.99,24.48,16.07,31.71,106.18,6.55,2.87,54.28,0.147,0.134,0,12.0,1,0,3.75,0.95,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,14.9,6.0,1.2,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,1,1,4068.5,0.62,0.4369,False,O,▲,4805,▲,O,X,0,0,0,1.75,250,0,1,1,1,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",18.953944954128442,28.22449541284404,2.0,86.0,OK,70.0,70.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260415,20260415,,76.4,76.4,76.4,28.84,28.84,FRESH,0.564,,False,MATURE,106046.0,1034124.0,212.0,,,,,True,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-04-16T17:02:53.228453""}",2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
4,089890,코세스,KOSDAQ,조선·기계·설비,27750,64.44,4826.2,19.0,48.5,ARMED,ARMED,2,True,False,False,71.2,71.2,67.3,84.2,52.9,,19.7,68.1,31.3,60.9,0.13,14.2,돌입,0,24300.0,20600.0,28650.0,30300.0,,0.74,1.35,25087,8.35,DATA_UNAVAILABLE,0,9.13,64.9,19.98,TIMING 강점,STRUCT 보조,5일 급등,기술적 돌파 조건 충족,CAUTION,70.0,특수 목적용 기계 제조업,6443788925.0,68.9,43.59,0,0,0.91,23.88,25.28,-1.07,12.35,14.67,-10.59,-16.49,-37.23,0.265,0.265,1,12.0,0,0,1.92,0.91,31900.0,SWING_20D,80,SWING_60D,60,ATR_3.5x,45,v1_sl_first_gap_at_open,15.23,6.0,1.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,21525.0,10.62,0.8393,False,O,▼,24289,▲,O,X,0,0,0,3.09,250,0,-1,-1,1,0.0,특수 목적용 기계 제조업,7.337049180327869,-4.02672131147541,11.0,52.9,OK,70.0,70.0,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260415,20260415,,71.2,71.2,71.2,28.84,28.84,FRESH,0.512,,False,MATURE,106046.0,484597.0,19.0,,,,,True,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-04-16T17:02:53.228453""}",2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
5,454910,두산로보틱스,KOSPI,조선·기계·설비,93300,230.14,60995.6,20.0,187.4,ARMED,ARMED,2,True,False,False,69.2,69.2,100.0,65.3,15.2,,50.5,60.2,84.8,0.0,4.34,0.0,RR4.3 + 진입적정 + 돌입,0,93300.0,84700.0,130600.0,137200.0,🚀급등시동,1.06,1.42,106708,-12.3,DATA_UNAVAILABLE,0,3.32,62.0,8.41,STRUCT 강점,TIMING 보조,,기술적 돌파 조건 충족,CAUTION,70.0,특수 목적용 기계 제조업,23013809600.0,72.6,18.6,0,0,2.98,5.19,10.28,3.21,2.19,26.59,-6.31,-26.65,-25.31,0.423,0.031,0,9.6,1,1,3.41,0.98,,SWING_60D,60,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,9.22,4.0,4.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,80210.0,-12.57,0.1073,False,O,▲,89374,▲,O,X,0,0,0,1.77,250,0,1,1,1,0.0,특수 목적용 기계 제조업,7.337049180327869,-4.02672131147541,11.0,15.2,OK,66.92133534917043,66.92133534917043,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260415,20260415,,69.2,69.2,69.2,28.84,28.84,FRESH,0.492,,False,MATURE,106046.0,1874369.0,20.0,,,,,True,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-04-16T17:02:53.228453""}",2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
