종목코드,종목명,시장,종가
095570,AJ네트웍스,KOSPI,4625
006840,AK홀딩스,KOSPI,8850
027410,BGF,KOSPI,3895
282330,BGF리테일,KOSPI,105900
138930,BNK금융지주,KOSPI,16040
001460,BYC,KOSPI,41900
001465,BYC우,KOSPI,24600
001040,CJ,KOSPI,171200
079160,CJ CGV,KOSPI,6000
00104K,CJ4우(전환),KOSPI,152800
000120,CJ대한통운,KOSPI,93200
011150,CJ씨푸드,KOSPI,2900
011155,CJ씨푸드1우,KOSPI,17300
001045,CJ우,KOSPI,88800
097950,CJ제일제당,KOSPI,209500
097955,CJ제일제당 우,KOSPI,137700
000480,CR홀딩스,KOSPI,4870
000590,CS홀딩스,KOSPI,77400
012030,DB,KOSPI,1475
005830,DB손해보험,KOSPI,129000
016610,DB증권,KOSPI,10700
000990,DB하이텍,KOSPI,67100
000300,DH오토넥스,KOSPI,1984
001530,DI동일,KOSPI,19700
015590,DKME,KOSPI,515
000210,DL,KOSPI,37550
000215,DL우,KOSPI,23800
375500,DL이앤씨,KOSPI,41150
37550L,DL이앤씨2우(전환),KOSPI,30350
37550K,DL이앤씨우,KOSPI,21700
007340,DN오토모티브,KOSPI,24150
004840,DRB동일,KOSPI,4980
155660,DSR,KOSPI,3780
069730,DSR제강,KOSPI,3815
017860,DS단석,KOSPI,18270
092780,DYP,KOSPI,3275
017940,E1,KOSPI,82900
365550,ESR켄달스퀘어리츠,KOSPI,4255
383220,F&F,KOSPI,70000
007700,F&F홀딩스,KOSPI,19100
114090,GKL,KOSPI,14630
078930,GS,KOSPI,54000
006360,GS건설,KOSPI,19310
001250,GS글로벌,KOSPI,2330
007070,GS리테일,KOSPI,20150
078935,GS우,KOSPI,47650
499790,GS피앤엘,KOSPI,41800
012630,HDC,KOSPI,17560
039570,HDC랩스,KOSPI,8430
089470,HDC현대EP,KOSPI,4255
294870,HDC현대산업개발,KOSPI,20700
009540,HD한국조선해양,KOSPI,410500
267250,HD현대,KOSPI,189000
267270,HD현대건설기계,KOSPI,104500
443060,HD현대마린솔루션,KOSPI,196000
071970,HD현대마린엔진,KOSPI,91200
322000,HD현대에너지솔루션,KOSPI,55800
042670,HD현대인프라코어,KOSPI,13800
267260,HD현대일렉트릭,KOSPI,788000
329180,HD현대중공업,KOSPI,523000
097230,HJ중공업,KOSPI,21600
014790,HL D&I,KOSPI,2620
003580,HLB글로벌,KOSPI,2175
204320,HL만도,KOSPI,56200
060980,HL홀딩스,KOSPI,44300
011200,HMM,KOSPI,20350
035000,HS애드,KOSPI,8600
002460,HS화성,KOSPI,11710
487570,HS효성,KOSPI,58300
298050,HS효성첨단소재,KOSPI,184200
003560,IHQ,KOSPI,10760
