종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),상태,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,추천매수가,손절가,추천매도가1,추천매도가2,FINAL_SCORE,TRIGGER_SCORE,TOTAL_SCORE,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ML_SCORE,NEWS_SCORE,NEWS_REASON,TRIGGER,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_60d_%,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,EBS,ENG_SCORE,MOM_SCORE,RR1,Now%,AI_COMMENT,켈리_수량,켈리_금액(원),추천수량,추천금액(만원),MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
008770,호텔신라,KOSPI,기타 상품 전문 소매업,기타 상품 전문 소매업,유통·소비재,50100,1063.71,0.0,WAIT,False,False,True,50100,47400,55500,61050.00000000001,46.7,34.0,52.1,71.3,71.3,67.8,7.400000095367432,0.0,특이사항 없음,📦박스돌파,WAIT,④ 바닥 반등 시도,13.09,-0.99,-0.34,-14.81,-61.85,4,1.0,0.54,0.99,1.0,0.33,0.83,0.75,71.7,76.4,8.35,9.48,0,1,5.03,9.27,9.87,11.96,0.34,1,1,1.56,0.68,1,1,45465.0,48625,3.03,0.1525,6.17,1.21,False,O,▼,46894,▲,O,X,11.318260869565217,11.778695652173914,2.0,7,53.0,33.0,2.0,0.0,🔇 변동성 축소 (BW 9.5%). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.🔇 변동성 축소 (BW 9.5%). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,78.4,76.6,80.0,🔥 과열,1.인프라·에너지(+17.6%) / 2.유통·소비재(+11.6%) / 3.IT/전기전자(+9.2%) / 4.반도체(+9.0%) / 5.조선·기계·설비(+8.3%),4,1,20260205,20260205,26.77,24.77,11.96,-14.81
267270,HD건설기계,KOSPI,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,126900,1674.74,0.0,WAIT,False,False,True,126900,108700,163300,179630.0,71.0,70.0,71.4,66.4,66.4,52.6,83.0,0.0,특이사항 없음,,WAIT,⑤ 하락 / 약세,22.61,21.55,9.18,9.68,-39.31,0,1.0,1.0,0.01,1.0,0.71,1.0,0.6,54.8,44.8,7.86,25.52,0,0,0.0,15.36,10.64,36.45,0.68,0,0,1.4,0.65,1,1,100850.0,125351,1.24,0.5637,2.17,1.37,False,O,▲,117717,▲,O,X,0.7498648648648648,13.393243243243244,5.0,6,21.2,70.5,2.0,0.0,🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,10,1355000,10.0,135.5,78.4,76.6,80.0,🔥 과열,1.인프라·에너지(+17.6%) / 2.유통·소비재(+11.6%) / 3.IT/전기전자(+9.2%) / 4.반도체(+9.0%) / 5.조선·기계·설비(+8.3%),5,2,20260205,20260205,26.77,24.77,36.45,9.68
041440,현대에버다임,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,9060,416.93,0.0,ARMED,True,False,False,9060,8260,10660,11726.000000000002,69.6,62.0,72.9,64.0,64.0,57.0,93.80000305175781,0.0,특이사항 없음,,ARMED,③ 박스 / 중립,14.68,4.62,-2.73,-0.83,-32.34,2,1.0,0.88,0.48,1.0,0.46,0.33,0.75,68.5,83.7,8.75,15.98,0,0,1.46,7.09,9.03,23.94,1.9,1,1,3.81,0.54,1,1,7878.0,9110,-0.55,0.2407,6.33,1.39,False,O,▲,8694,▲,O,X,0.7498648648648648,13.393243243243244,5.0,6,44.7,45.7,2.0,0.0,💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,161,1467500,161.0,146.8,78.4,76.6,80.0,🔥 과열,1.인프라·에너지(+17.6%) / 2.유통·소비재(+11.6%) / 3.IT/전기전자(+9.2%) / 4.반도체(+9.0%) / 5.조선·기계·설비(+8.3%),3,3,20260205,20260205,26.77,24.77,23.94,-0.83
097950,CJ제일제당,KOSPI,기타 식품 제조업,기타 식품 제조업,유통·소비재,221000,220.81,0.0,WAIT,False,False,True,221000,211000,240500,264550.0,69.5,90.0,60.7,57.6,57.6,61.1,67.9000015258789,0.0,특이사항 없음,🚀급등시동,WAIT,④ 바닥 반등 시도,8.6,-12.3,-4.83,-30.68,-73.16,0,0.97,0.44,0.99,1.0,0.08,0.17,0.67,69.2,63.4,3.76,6.51,0,1,0.68,2.55,2.55,-3.91,2.21,1,0,1.18,0.95,1,1,204050.0,214953,2.81,0.0341,1.41,1.36,False,O,▼,215409,▲,O,X,11.318260869565217,11.778695652173914,2.0,5,48.8,7.7,1.95,0.0,🔇 변동성 축소 (BW 6.5%). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. 🔇 변동성 축소 (BW 6.5%). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ,2,514487,2.0,51.4,78.4,76.6,80.0,🔥 과열,1.인프라·에너지(+17.6%) / 2.유통·소비재(+11.6%) / 3.IT/전기전자(+9.2%) / 4.반도체(+9.0%) / 5.조선·기계·설비(+8.3%),4,4,20260205,20260205,26.77,24.77,-3.91,-30.68
033790,피노,KOSDAQ,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,IT/전기전자,6190,78.68,0.0,ATTACK,True,True,False,6190,5240,8090,8899.0,69.2,90.0,60.3,48.4,48.4,76.9,87.9000015258789,0.0,특이사항 없음,🚀급등시동,ATTACK,① 강한 상승 추세,19.27,25.94,1.86,35.59,-11.02,3,1.0,1.0,0.0,1.0,0.66,0.06,0.35,65.4,81.3,14.3,25.57,0,0,2.65,8.6,16.79,60.36,6.61,1,0,1.31,0.85,1,1,4489.0,5834,6.1,0.3262,1.99,1.26,False,O,▲,5723,▲,O,X,1.775609756097561,14.122926829268291,3.0,4,59.0,66.4,2.0,0.0,💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,84,522499,84.0,52.2,78.4,76.6,80.0,🔥 과열,1.인프라·에너지(+17.6%) / 2.유통·소비재(+11.6%) / 3.IT/전기전자(+9.2%) / 4.반도체(+9.0%) / 5.조선·기계·설비(+8.3%),1,5,20260205,20260205,26.77,24.77,60.36,35.59
456040,OCI,KOSPI,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,76000,75.56,0.0,ATTACK,True,True,False,76000,67800,92300,101530.00000000001,68.0,60.8,71.1,69.4,69.4,81.3,75.0999984741211,0.0,특이사항 없음,🚀급등시동,ATTACK,③ 박스 / 중립,37.68,30.36,24.25,2.04,-30.5,0,0.99,1.0,0.19,1.0,0.31,0.06,0.45,56.2,57.3,8.56,32.09,0,0,-4.28,6.0,7.19,28.81,23.95,1,0,1.45,0.83,1,1,67100.0,75043,1.27,0.1564,0.92,1.46,False,O,▲,73255,▲,O,X,1.5457999999999998,11.136199999999999,8.0,6,87.9,31.0,1.9878048780487805,0.0,🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,17,1325000,17.0,132.5,78.4,76.6,80.0,🔥 과열,1.인프라·에너지(+17.6%) / 2.유통·소비재(+11.6%) / 3.IT/전기전자(+9.2%) / 4.반도체(+9.0%) / 5.조선·기계·설비(+8.3%),3,6,20260205,20260205,26.77,24.77,28.81,2.04
071320,지역난방공사,KOSPI,"증기, 냉·온수 및 공기조절 공급업","증기, 냉·온수 및 공기조절 공급업",기타,109900,61.22,0.0,WAIT,False,False,True,109900,102200,125300,137830.0,67.4,70.0,66.3,63.1,63.1,66.6,73.80000305175781,0.0,특이사항 없음,🚀급등시동,WAIT,④ 바닥 반등 시도,13.77,36.01,0.34,-25.48,-24.85,0,1.0,0.7,0.82,1.0,0.26,0.05,0.67,60.9,61.6,5.97,16.41,0,0,3.29,9.9,0.18,1.29,3.14,1,0,1.16,0.86,1,1,97970.0,103861,5.81,0.1714,2.07,1.31,False,O,▲,101808,▲,O,X,5.005138888888889,7.195972222222222,10.0,6,53.2,26.3,2.0,0.0,💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,8,972499,8.0,97.2,78.4,76.6,80.0,🔥 과열,1.인프라·에너지(+17.6%) / 2.유통·소비재(+11.6%) / 3.IT/전기전자(+9.2%) / 4.반도체(+9.0%) / 5.조선·기계·설비(+8.3%),4,7,20260205,20260205,26.77,24.77,1.29,-25.48
055550,신한지주,KOSPI,기타 금융업,기타 금융업,금융,90900,1130.95,0.0,WAIT,False,False,True,90900,85100,102400,112640.00000000001,67.1,80.5,61.4,61.3,61.3,63.9,61.79999923706055,0.0,특이사항 없음,,WAIT,④ 바닥 반등 시도,17.29,31.36,3.86,-11.41,-29.5,0,0.99,0.63,0.91,1.0,0.29,0.88,0.25,72.6,73.0,9.79,18.59,0,0,0.66,6.82,9.65,15.36,6.65,1,1,1.2,0.9,1,1,79110.0,87203,4.24,0.1261,0.92,-0.05,False,O,▲,87674,▲,O,X,4.923720930232558,6.635348837209302,11.0,6,70.4,28.8,1.9827586206896552,0.0,📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,6,592260,6.0,59.2,78.4,76.6,80.0,🔥 과열,1.인프라·에너지(+17.6%) / 2.유통·소비재(+11.6%) / 3.IT/전기전자(+9.2%) / 4.반도체(+9.0%) / 5.조선·기계·설비(+8.3%),4,8,20260205,20260205,26.77,24.77,15.36,-11.41
005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,IT/전기전자,159300,61971.85,0.0,WAIT,False,False,True,159300,146200,185500,204050.00000000003,67.1,59.8,70.3,58.7,58.7,47.4,97.5,0.0,특이사항 없음,,WAIT,② 상승 후 조정,14.77,121.87,1.34,31.58,61.01,0,1.0,0.82,0.59,1.0,0.05,1.0,0.56,58.3,62.8,4.86,25.08,0,0,-5.8,-0.87,4.6,58.35,10.36,0,0,1.19,0.7,1,1,143590.0,161207,-1.18,-0.0376,1.3,0.58,False,O,▲,164850,▲,X,X,1.775609756097561,14.122926829268291,3.0,5,41.3,4.5,2.0,0.0,📉 매도세 우위. 💸 자금 유입 지속. 💸 자금 유입 지속. ,7,1272500,7.0,127.2,78.4,76.6,80.0,🔥 과열,1.인프라·에너지(+17.6%) / 2.유통·소비재(+11.6%) / 3.IT/전기전자(+9.2%) / 4.반도체(+9.0%) / 5.조선·기계·설비(+8.3%),2,9,20260205,20260205,26.77,24.77,58.35,31.58
073240,금호타이어,KOSPI,고무제품 제조업,고무제품 제조업,화학·소재,6220,97.32,0.0,WAIT,False,False,True,6220,5780,7090,7799.000000000001,66.6,66.0,66.8,58.9,58.9,61.6,85.30000305175781,0.0,특이사항 없음,🚀급등시동,WAIT,④ 바닥 반등 시도,12.89,30.13,-0.54,-11.58,-30.73,0,0.98,0.7,0.81,1.0,0.01,0.08,0.71,54.5,64.0,4.04,13.25,0,0,1.97,2.13,-0.64,15.19,3.64,1,0,1.15,0.8,1,1,5641.0,6065,2.55,0.0074,2.42,0.86,False,O,▲,6003,▼,O,X,1.5457999999999998,11.136199999999999,8.0,5,53.3,1.1,1.9772727272727273,0.0,💸 자금 유입 지속. 📈 상승 모멘텀 개선. 💸 자금 유입 지속. 📈 상승 모멘텀 개선. ,159,994712,159.0,99.5,78.4,76.6,80.0,🔥 과열,1.인프라·에너지(+17.6%) / 2.유통·소비재(+11.6%) / 3.IT/전기전자(+9.2%) / 4.반도체(+9.0%) / 5.조선·기계·설비(+8.3%),4,10,20260205,20260205,26.77,24.77,15.19,-11.58
