date,action,code,name,ret_pct_gross,ret_pct_net,realized_pl,cash,invested_total,total_assets,open_positions
2026-04-21,ENTER,017800,현대엘리베이터,0,0,0,860562.0,8845354.0,9705916.0,3
2026-04-23,EXIT,373220,LG에너지솔루션,18.58,18.36,515002.0,4180589.0,6040330.0,10220919.0,2
2026-04-23,ENTER,310210,보로노이,0,0,0,773616.0,9447303.0,10220919.0,3
2026-04-27,EXIT,175330,JB금융지주,-7.27,-7.49,-210096.0,3368544.0,6642278.0,10010822.0,2
2026-04-27,EXIT,017800,현대엘리베이터,-7.44,-7.66,-247824.0,6356025.0,3406973.0,9762998.0,1
2026-04-27,ENTER,327260,RF머트리얼즈,0,0,0,3101692.0,6661306.0,9762998.0,2
2026-04-28,ENTER,044490,태웅,0,0,0,0.0,9762998.0,9762998.0,3
2026-05-06,EXIT,327260,RF머트리얼즈,28.6,28.38,923580.0,4177912.0,6508665.0,10686578.0,2
2026-05-06,ENTER,011170,롯데케미칼,0,0,0,615720.0,10070858.0,10686578.0,3
2026-05-07,EXIT,310210,보로노이,-4.53,-4.75,-161831.0,3860861.0,6663885.0,10524746.0,2
2026-05-07,ENTER,052710,아모텍,0,0,0,352613.0,10172134.0,10524746.0,3
2026-05-11,EXIT,044490,태웅,-15.01,-15.23,-472388.0,2981917.0,7070441.0,10052359.0,2
2026-05-11,ENTER,017550,수산세보틱스,0,0,0,0.0,10052359.0,10052359.0,3
2026-05-12,EXIT,052710,아모텍,-15.16,-15.38,-539569.0,2968680.0,6544110.0,9512790.0,2
2026-05-12,ENTER,078930,GS,0,0,0,0.0,9512790.0,9512790.0,3
2026-05-13,EXIT,011170,롯데케미칼,-11.96,-12.18,-433875.0,3128317.0,5950597.0,9078915.0,2
2026-05-13,EXIT,017550,수산세보틱스,-15.0,-15.22,-453848.0,5656387.0,2968680.0,8625067.0,1
2026-05-13,ENTER,016360,삼성증권,0,0,0,2781365.0,5843703.0,8625067.0,2
2026-05-13,ENTER,417500,제이아이테크,0,0,0,0.0,8625067.0,8625067.0,3
2026-05-14,EXIT,078930,GS,-7.62,-7.84,-232745.0,2735936.0,5656387.0,8392323.0,2
2026-05-14,ENTER,087010,펩트론,0,0,0,0.0,8392323.0,8392323.0,3
2026-05-15,EXIT,417500,제이아이테크,11.57,11.35,315685.0,3097049.0,5610958.0,8708007.0,2
2026-05-15,ENTER,267260,HD현대일렉트릭,0,0,0,194380.0,8513627.0,8708007.0,3
2026-05-18,EXIT,016360,삼성증권,-10.06,-10.28,-295552.0,2773850.0,5638605.0,8412455.0,2
2026-05-18,EXIT,267260,HD현대일렉트릭,-8.05,-8.27,-240051.0,5436469.0,2735936.0,8172404.0,1
2026-05-18,ENTER,052900,KX하이텍,0,0,0,2712334.0,5460070.0,8172404.0,2
2026-05-18,ENTER,396270,넥스트칩,0,0,0,0.0,8172404.0,8172404.0,3
2026-05-19,EXIT,087010,펩트론,-8.07,-8.29,-226809.0,2509127.0,5436469.0,7945595.0,2
2026-05-19,ENTER,033240,자화전자,0,0,0,0.0,7945595.0,7945595.0,3
2026-05-20,EXIT_FINAL,052900,KX하이텍,12.01,11.79,321175.0,3045310.0,5221461.0,8266771.0,2
2026-05-20,EXIT_FINAL,396270,넥스트칩,-15.15,-15.37,-416886.0,5340759.0,2509127.0,7849885.0,1
2026-05-20,EXIT_FINAL,033240,자화전자,-8.45,-8.67,-217541.0,7632344.0,0,7632344.0,0
