종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,NEWS_SCORE,NEWS_REASON,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,주봉20선_상회,주봉추세,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,ML_SCORE,ML_REASON,TOTAL_SCORE,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
092870,엑시콘,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,16140,61.42,,15550,13990,20250,24900,50.7,57.5,58.6,0.0,,🔼 BRK (돌파),④ 바닥 반등 시도,10.4,56.55,8.55,-6.12,35.08,0,0.77,1.0,0.36,0.63,0.5,0.0,0.46,55.3,68.4,6.89,15346,5.17,,77.912,0.3031,3.09,1.37,16536,-1,14.89,0,0,0,1,False,10.55,9.87,6.18,O,▲,10,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,128,199.0,14633,▲,O,X,10.29156862745098,23.30627450980392,3.0,1.9116279069767441,3.7942122186495175,-1,💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,84.1,,60.7,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),4,164,20260102,20260102,25.84,12.3,6.18,-6.12
105560,KB금융,KOSPI,기타 금융업,기타 금융업,금융,123300,378.92,,123300,120800,128500,133600,50.5,53.2,62.8,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-6.59,7.78,-14.47,-19.09,-33.08,0,0.84,0.25,0.06,1.0,0.2,0.47,0.78,45.3,44.4,-2.12,124500,-0.96,,-360.1918,-0.0168,0.88,0.44,121190,1,7.1,1,0,0,0,True,-2.14,-0.32,6.75,O,▲,5,★,"주봉20선↑, 주봉추세우상향, RSI적정, 정배열(단), 장기추세(120↑)",1.8,20,246.6,124908,▼,X,X,0.07238095238095248,-1.8852380952380952,12.0,2.08,0.0,1,🔇 변동성 축소 (BW 7.1%). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,40.1,,47.4,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,165,20260102,20260102,25.84,12.3,6.75,-19.09
437730,삼현,KOSDAQ,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,55700,184.77,,52600,47300,63700,74900,50.5,50.8,55.1,0.0,,🔺 Watch (상승 준비),② 상승 후 조정,26.59,327.15,24.74,120.27,305.68,0,0.38,0.85,0.35,0.43,0.58,0.16,0.56,57.7,71.3,9.16,57358,-2.89,,-82.2406,-0.3203,0.45,-0.88,43125,1,42.86,0,0,0,1,False,-9.87,10.52,132.57,O,▲,6,★,"주봉20선↑, 주봉추세우상향, RSI적정, 정배열(단), 장기추세(120↑), 자금유입",2.5,37,194.6,58252,▲,X,X,13.274,18.94333333333333,5.0,0.9523809523809523,5.893536121673003,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,90.0,,62.4,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),2,166,20260102,20260102,25.84,12.3,132.57,120.27
110990,디아이티,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,15690,124.69,,14910,13500,17740,20600,50.5,53.4,53.7,0.0,,🔼 BRK (돌파),④ 바닥 반등 시도,9.64,16.65,7.79,-10.94,-4.82,0,0.38,0.78,0.51,0.5,0.38,0.06,0.53,60.1,55.8,8.39,14952,4.93,,148.6795,0.0476,1.99,0.41,13276,1,13.37,0,0,0,1,False,4.25,15.88,1.36,O,▲,10,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, HMA돌파, RSI적정, MACD상승, 거래량↑, 장기추세(120↑), MACD>Sig, VWAP상회",2.5,141,210.2,14828,▲,O,X,10.29156862745098,23.30627450980392,3.0,0.9360730593607306,5.23138832997988,1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,79.3,,59.1,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),4,167,20260102,20260102,25.84,12.3,1.36,-10.94
326030,SK바이오팜,KOSPI,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,122900,123.73,,122900,116300,130800,138700,50.4,49.1,64.8,0.0,,🔁 MR (반전),③ 박스 / 중립,-8.62,33.01,-16.5,-4.64,-7.85,0,0.48,0.38,0.74,1.0,0.2,0.06,0.69,11.6,39.6,-6.1,125250,-1.88,,-1544.8068,0.0086,1.04,-2.02,132700,-1,13.18,0,0,0,0,True,-4.36,-7.03,21.2,O,▲,5,★,"주봉20선↑, 주봉추세우상향, MACD상승, 정배열(단), 장기추세(120↑)",2.0,20,245.8,124172,▼,X,X,6.614880952380952,16.10452380952381,7.0,1.196969696969697,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📈 상승 모멘텀 개선. 📉 과매도 기술적 반등 기대.,93.9,,63.5,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),3,168,20260102,20260102,25.84,12.3,21.2,-4.64
246710,티앤알바이오팹,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,3670,86.14,,3515,3160,4415,5320,50.4,53.2,53.6,0.0,,🔺 Watch (상승 준비),② 상승 후 조정,54.2,4.86,52.35,109.85,-16.61,0,0.59,1.0,0.34,0.57,0.51,0.0,0.58,59.3,61.0,7.54,3858,-4.89,,-41.1758,-0.9396,0.42,-2.22,2850,1,75.9,0,0,0,1,False,-18.44,4.86,122.15,O,▲,6,★,"주봉20선↑, 주봉추세우상향, RSI적정, 정배열(단), 장기추세(120↑), 자금유입",2.5,563,197.9,4168,▼,X,X,6.614880952380952,16.10452380952381,7.0,1.4607843137254901,4.409672830725462,1,📉 매도세 우위. 💸 자금 유입 지속. ⚠️ 단기 급등 조정 주의.,87.2,,61.4,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),2,169,20260102,20260102,25.84,12.3,122.15,109.85
267250,HD현대,KOSPI,기타 금융업,기타 금융업,금융,184200,160.15,,184200,180500,198300,212500,50.0,49.1,64.2,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-3.26,49.51,-11.14,-7.31,8.65,0,1.0,0.45,0.06,1.0,0.01,0.12,0.66,28.2,37.5,-7.53,188425,-2.24,,-1892.4393,-0.0126,0.88,-0.64,184045,1,17.11,0,0,0,0,True,-4.71,-8.13,18.53,O,▲,4,,"주봉20선↑, 주봉추세우상향, 정배열(단), 장기추세(120↑)",2.0,13,239.5,186775,▼,X,X,0.07238095238095248,-1.8852380952380952,12.0,3.810810810810811,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,90.0,,62.0,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,170,20260102,20260102,25.84,12.3,18.53,-7.31
101490,에스앤에스텍,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,51300,146.78,,49500,44550,56700,63800,50.0,50.7,54.2,0.0,,🔼 BRK (돌파),④ 바닥 반등 시도,-2.47,14.0,-4.32,-8.56,-7.47,0,0.32,0.62,0.37,0.65,0.39,0.09,0.62,64.3,55.4,6.74,49240,4.18,,566.4779,0.1114,2.11,1.33,43505,1,15.61,0,0,0,1,False,6.32,13.75,3.74,X,▼,5,★,"주봉역배열주의, HMA추세↑, OBV매집, RSI적정, MACD상승, 거래량↑, MACD>Sig, VWAP상회",2.5,40,198.0,48525,▲,O,O,9.32,22.93195652173913,4.0,0.8,3.6363636363636362,1,🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,86.1,,60.8,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),4,171,20260102,20260102,25.84,12.3,3.74,-8.56
004370,농심,KOSPI,기타 식품 제조업,기타 식품 제조업,유통·소비재,428500,51.13,,428500,419500,444500,460500,50.0,41.3,50.3,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-1.49,5.8,-9.37,-26.54,-35.06,5,0.72,0.22,0.07,1.0,0.0,0.0,0.75,42.9,44.2,-0.91,438245,-2.22,,118.3131,-0.0442,0.81,-0.1,420000,1,3.35,1,1,1,0,True,-1.15,0.12,-0.7,X,▲,1,,"주봉추세우상향, 주봉역배열주의, 20선근접, 장기추세(120↑), MACD>Sig",1.8,5,214.2,434868,▼,X,X,20.86,24.98875,2.0,1.7777777777777777,0.0,1,🌪️ 5일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,75.4,,57.6,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,172,20260102,20260102,25.84,12.3,-0.7,-26.54
000270,기아,KOSPI,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,자동차·모빌리티,120600,446.53,,120600,115900,126600,132600,49.8,55.3,60.4,0.0,,🔺 Watch (상승 준비),④ 바닥 반등 시도,3.08,22.31,-4.8,-6.08,-18.55,0,0.52,0.3,0.34,1.0,0.21,0.58,0.84,41.8,48.1,-1.04,120683,-0.07,,-448.3288,0.0163,0.77,1.06,115950,1,6.39,1,0,0,0,True,0.33,-0.17,19.76,O,▲,5,★,"주봉20선↑, 주봉추세우상향, MACD상승, 정배열(단), 장기추세(120↑)",1.8,20,241.2,120144,▼,O,X,13.274,18.94333333333333,5.0,1.2765957446808511,0.0,1,🔇 변동성 축소 (BW 6.4%). 🧱 구조적 지지선(Swing Low) 근접. 📈 상승 모멘텀 개선. ✅ 20일선 눌림목 구간.,18.8,,40.5,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),4,173,20260102,20260102,25.84,12.3,19.76,-6.08
011790,SKC,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,103000,142.82,,103000,95700,111700,120400,49.7,47.2,64.7,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-6.79,-2.55,-14.67,-23.96,-43.41,0,0.48,0.5,1.0,1.0,0.0,0.09,0.7,30.5,32.5,-5.19,104858,-1.77,,-453.3847,-0.0033,1.12,-1.97,112300,-1,12.61,0,0,0,0,True,-3.92,-5.68,1.88,X,▼,-3,,주봉역배열주의,2.0,24,247.2,104141,▼,X,X,7.824285714285715,9.766190476190477,8.0,1.1917808219178083,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,93.7,,62.9,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,174,20260102,20260102,25.84,12.3,1.88,-23.96
004920,씨아이테크,KOSPI,영상 및 음향기기 제조업,영상 및 음향기기 제조업,기타,1161,72.15,,1145,1064,1261,1376,49.6,51.3,55.2,0.0,,🔻 REV (역추세 반등),④ 바닥 반등 시도,-0.43,-11.51,-8.31,-38.35,-52.37,0,0.42,0.51,1.0,0.87,0.28,0.0,0.71,57.2,50.8,4.47,1095,5.95,,3.8986,0.158,2.17,2.04,1166,-1,13.86,0,0,0,1,False,8.81,4.41,-12.51,X,▼,4,,"주봉역배열주의, HMA추세↑, RSI적정, MACD상승, 20선근접, 거래량↑, MACD>Sig, VWAP상회",2.0,2183,250.0,1060,▲,O,X,6.614880952380952,16.10452380952381,7.0,1.0309278350515463,1.3973799126637554,-1,💪 매수세 장악(Power Buying). 🚀 단기 모멘텀 가속. ,89.6,,61.6,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),4,175,20260102,20260102,25.84,12.3,-12.51,-38.35
078930,GS,KOSPI,기타 금융업,기타 금융업,금융,55300,103.37,,55300,53200,58600,61800,49.5,47.7,64.0,0.0,,🔺 Watch (상승 준비),④ 바닥 반등 시도,-3.99,14.49,-11.87,-5.49,-26.37,0,0.63,0.35,0.32,1.0,0.26,0.02,0.77,44.0,32.9,-1.57,54728,1.05,,-250.9988,0.1293,0.96,-0.49,53215,1,10.31,0,0,0,0,True,0.36,-0.9,20.35,O,▲,7,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, MACD상승, 정배열(단), 장기추세(120↑), VWAP상회",1.8,45,248.8,54264,▲,O,X,0.07238095238095248,-1.8852380952380952,12.0,1.5714285714285714,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,97.1,,63.8,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),4,176,20260102,20260102,25.84,12.3,20.35,-5.49
004170,신세계,KOSPI,종합 소매업,종합 소매업,유통·소비재,231000,64.77,,231000,223500,256500,282000,49.4,54.7,59.9,0.0,,↩️ PULL (눌림),③ 박스 / 중립,-3.14,23.27,-11.02,-2.38,-17.59,0,1.0,0.65,0.21,1.0,0.1,0.0,0.64,41.0,54.6,-7.8,245948,-6.08,,-3959.3845,-0.1948,1.21,-1.26,223900,1,12.89,0,0,0,0,True,-7.97,-10.47,23.46,O,▲,5,★,"주봉20선↑, 주봉추세우상향, 거래량↑, 정배열(단), 장기추세(120↑)",2.0,10,231.0,247767,▼,X,X,20.86,24.98875,2.0,3.4,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,95.3,,63.2,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),3,177,20260102,20260102,25.84,12.3,23.46,-2.38
000155,두산우,KOSPI,기타,기타,기타,467000,64.32,,467000,457500,511000,554000,49.4,55.1,59.7,0.0,,🔁 MR (반전),⑤ 하락 / 약세,-10.88,40.87,-18.76,7.78,0.01,0,1.0,0.56,0.06,1.0,0.22,0.0,0.67,28.4,34.2,-7.86,484294,-3.57,,-4740.4425,0.002,0.97,-3.17,461600,1,19.67,0,0,0,0,True,-4.11,-6.51,33.62,O,▲,5,★,"주봉20선↑, 주봉추세우상향, MACD상승, 정배열(단), 장기추세(120↑)",2.0,5,233.5,472888,▼,X,X,6.614880952380952,16.10452380952381,7.0,4.631578947368421,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,91.7,,62.1,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,178,20260102,20260102,25.84,12.3,33.62,7.78
483650,달바글로벌,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,153200,64.68,,150900,140300,166800,182700,49.2,48.5,53.9,0.0,,🔺 Watch (상승 준비),⑤ 하락 / 약세,16.59,-21.48,8.71,-32.2,-62.34,0,0.43,0.53,1.0,0.85,0.22,0.0,0.68,58.6,63.8,4.56,146005,4.93,,-320.1564,-0.168,0.75,-0.05,138740,1,27.11,0,0,0,1,False,2.82,-3.1,-6.36,O,▼,6,★,"주봉20선↑, HMA돌파, RSI적정, 20선근접, 정배열(단), 자금유입, VWAP상회",2.0,16,241.4,149621,▼,O,X,7.824285714285715,9.766190476190477,8.0,1.054263565891473,1.5241882041086812,1,📉 매도세 우위. 💸 자금 유입 지속. ,85.5,,60.1,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,179,20260102,20260102,25.84,12.3,-6.36,-32.2
010060,OCI홀딩스,KOSPI,기타 금융업,기타 금융업,금융,105500,88.42,,105500,103300,116800,128100,49.0,52.7,60.3,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,3.84,32.37,-4.04,-6.5,-8.49,0,1.0,0.64,0.07,1.0,0.2,0.0,0.65,56.5,59.6,-2.28,114370,-7.76,,374.2038,-0.4307,1.7,-2.04,103450,1,27.73,0,0,0,0,True,-13.45,0.29,19.34,O,▲,7,★,"주봉20선↑, 주봉추세우상향, RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",2.0,23,242.7,119381,▼,X,X,0.07238095238095248,-1.8852380952380952,12.0,5.136363636363637,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,95.6,,63.0,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,180,20260102,20260102,25.84,12.3,19.34,-6.5
272210,한화시스템,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,55300,296.19,,53200,48800,59800,66400,48.9,49.6,52.8,0.0,,🔺 Watch (상승 준비),⑤ 하락 / 약세,21.41,6.55,13.53,-32.9,-34.31,0,0.28,0.48,0.84,0.62,0.25,0.33,0.57,64.8,72.7,7.05,56329,-1.83,,555.0564,-0.3104,0.29,-2.24,48820,1,30.35,0,0,0,1,False,-5.95,9.94,-7.06,O,▲,6,★,"주봉20선↑, 주봉추세우상향, RSI적정, 장기추세(120↑), 자금유입, MACD>Sig",2.5,45,239.4,56999,▲,X,X,9.32,22.93195652173913,4.0,0.6923076923076923,3.9473684210526314,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,89.6,,61.1,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,181,20260102,20260102,25.84,12.3,-7.06,-32.9
466100,클로봇,KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,63000,345.16,,60300,54200,70800,81300,48.7,47.6,53.4,0.0,,↩️ PULL (눌림),② 상승 후 조정,45.66,228.98,43.81,107.21,207.51,0,0.36,0.73,0.34,0.57,0.39,0.41,0.54,67.2,60.0,7.6,65108,-3.24,,-420.2264,-0.6109,0.16,-0.56,51200,1,62.44,0,0,0,1,True,-4.69,-1.25,119.51,O,▲,4,,"주봉20선↑, 주봉추세우상향, 정배열(단), 장기추세(120↑)",2.5,32,193.0,67882,▼,X,X,9.32,22.93195652173913,4.0,0.8863636363636364,4.477611940298507,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ⚠️ 단기 급등 조정 주의.,87.6,,60.4,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),2,182,20260102,20260102,25.84,12.3,119.51,107.21
281740,레이크머티리얼즈,KOSDAQ,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,14330,69.78,,14330,13320,15990,17640,48.4,50.5,60.5,0.0,,↩️ PULL (눌림),③ 박스 / 중립,3.62,20.52,1.77,4.87,-0.95,0,0.66,0.69,1.0,1.0,0.01,0.0,0.73,33.4,37.9,-2.83,14655,-2.22,,-54.7847,-0.0992,0.84,-0.7,16700,-1,18.6,0,0,0,0,False,-4.78,-4.72,17.17,O,▲,4,,"주봉20선↑, 주봉추세우상향, 정배열(단), 장기추세(120↑)",2.0,174,249.3,14700,▼,X,X,7.824285714285715,9.766190476190477,8.0,1.6435643564356435,0.0,-1,📉 매도세 우위. ,94.3,,62.2,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),3,183,20260102,20260102,25.84,12.3,17.17,4.87
033780,KT&G,KOSPI,담배 제조업,담배 제조업,기타,140400,91.5,,140400,137000,146500,152600,47.9,47.7,61.1,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-3.04,3.08,-10.92,-20.75,-37.78,0,0.72,0.26,0.1,1.0,0.2,0.0,0.73,47.5,46.5,-2.25,142975,-1.8,,-556.4124,-0.1015,1.2,-1.01,137040,1,6.42,1,0,0,0,True,-3.51,-6.4,5.09,O,▲,6,★,"주봉20선↑, 주봉추세우상향, RSI적정, 거래량↑, 정배열(단), 장기추세(120↑)",1.8,17,238.7,144381,▼,X,X,6.614880952380952,16.10452380952381,7.0,1.7941176470588236,0.0,1,🔇 변동성 축소 (BW 6.4%). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,69.9,,54.5,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,184,20260102,20260102,25.84,12.3,5.09,-20.75
264660,씨앤지하이테크,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,17090,90.39,,16200,14570,19440,22700,47.6,53.3,52.9,0.0,,🔼 BRK (돌파),③ 박스 / 중립,8.92,38.38,7.07,-4.82,16.91,0,0.38,0.82,0.35,0.47,0.44,0.0,0.69,62.0,72.5,8.66,16495,3.61,,151.2614,0.1591,1.63,1.61,14367,1,15.68,0,0,0,1,False,9.69,14.7,7.48,O,▲,12,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, HMA돌파, RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,122,197.6,16227,▲,O,X,10.29156862745098,23.30627450980392,3.0,0.9325396825396826,5.493827160493827,1,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,90.8,,60.6,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),3,185,20260102,20260102,25.84,12.3,7.48,-4.82
399720,가온칩스,KOSDAQ,반도체 제조업,반도체 제조업,반도체,52800,63.1,,51000,45900,61300,71500,47.3,55.6,53.7,0.0,,🔼 BRK (돌파),③ 박스 / 중립,-1.31,15.54,-3.16,-0.55,-5.93,0,0.5,0.95,0.37,0.66,0.49,0.0,0.76,59.5,77.5,6.6,52643,0.3,,640.6223,0.3321,1.48,1.76,45855,1,22.52,0,0,0,1,False,10.58,14.78,11.75,O,▲,12,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, OBV매집, RSI적정, MACD상승, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,39,198.9,50486,▲,O,O,13.688235294117646,11.445294117647059,6.0,1.2318840579710144,3.5294117647058822,1,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,82.1,,57.7,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),3,186,20260102,20260102,25.84,12.3,11.75,-0.55
096770,SK이노베이션,KOSPI,석유 정제품 제조업,석유 정제품 제조업,기타,99900,125.99,,99900,94200,106700,113500,47.2,43.9,61.8,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-13.51,-11.59,-21.39,-26.44,-52.45,0,0.48,0.4,0.83,1.0,0.0,0.06,0.64,16.2,8.3,-8.78,102373,-2.42,,-848.828,-0.0197,0.9,-2.19,107810,-1,20.59,0,0,0,0,True,-5.93,-9.02,-0.6,X,▼,-3,,주봉역배열주의,2.0,25,249.8,101137,▼,X,X,6.614880952380952,16.10452380952381,7.0,1.1929824561403508,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,92.0,,60.6,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,187,20260102,20260102,25.84,12.3,-0.6,-26.44
