종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,NEWS_SCORE,NEWS_REASON,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,주봉20선_상회,주봉추세,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,ML_SCORE,ML_REASON,TOTAL_SCORE,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
094360,칩스앤미디어,KOSDAQ,반도체 제조업,반도체 제조업,반도체,18540,172.58,,18390,17100,21000,23550,69.2,72.1,77.4,0.0,,🔼 BRK (돌파),③ 박스 / 중립,15.87,-2.22,14.02,3.57,-23.69,0,0.69,0.79,1.0,0.92,0.4,0.14,0.65,48.3,62.3,3.85,18158,2.1,장악형,17.3518,0.0904,0.45,-1.07,16125,1,21.89,0,0,0,1,False,7.92,7.17,15.87,O,▲,12,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회, 패턴(장악형)",2.0,135,248.3,17761,▲,O,X,13.688235294117646,11.445294117647059,6.0,1.7083333333333333,0.8156606851549755,1,📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ,78.5,,72.0,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),3,54,20260102,20260102,25.84,12.3,15.87,3.57
083650,비에이치아이,KOSDAQ,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,52700,328.86,,52700,49000,60800,68800,68.8,80.0,81.5,0.0,,↩️ PULL (눌림),③ 박스 / 중립,12.37,38.68,10.52,-0.65,17.21,0,0.88,0.91,1.0,1.0,0.23,0.39,0.61,51.4,56.3,-3.16,52973,-0.52,,-622.6827,-0.2016,0.17,-1.95,46777,1,24.69,0,0,0,0,True,-5.05,-6.23,11.65,O,▲,5,★,"주봉20선↑, 주봉추세우상향, RSI적정, 정배열(단), 장기추세(120↑)",2.0,47,247.7,53125,▼,X,X,10.29156862745098,23.30627450980392,3.0,2.189189189189189,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위.  (매수 유효),92.5,,75.9,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),3,55,20260102,20260102,25.84,12.3,11.65,-0.65
049180,셀루메드,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,808,127.03,,808,751,1100,1391,68.7,73.5,84.8,0.0,,↩️ PULL (눌림),③ 박스 / 중립,2.54,-13.68,0.69,2.64,-35.15,0,1.0,1.0,1.0,1.0,0.24,0.06,0.39,51.0,58.6,-13.19,1554,-48.02,,31.2184,-1.0163,2.19,-0.98,1603,-1,149.73,0,0,0,0,False,-28.05,12.38,14.94,O,▼,8,★,"주봉20선↑, OBV매집, RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",2.0,3094,250.0,1424,▲,X,O,6.614880952380952,16.10452380952381,7.0,5.12280701754386,0.0,-1,📉 매도세 우위. 📉 과매도 기술적 반등 기대.,90.8,,75.3,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),3,56,20260102,20260102,25.84,12.3,14.94,2.64
178320,서진시스템,KOSDAQ,기타 전기장비 제조업,기타 전기장비 제조업,IT/전기전자,25750,60.42,,25750,24000,29250,32750,68.6,66.1,70.5,0.0,,↩️ PULL (눌림),② 상승 후 조정,1.38,18.12,-0.47,8.31,-3.35,6,0.81,0.81,1.0,1.0,0.12,0.0,0.73,42.1,40.2,-0.94,25567,0.71,,-128.6876,-0.0468,0.68,-0.53,24005,1,10.13,0,1,1,0,True,0.78,0.19,20.61,O,▲,9,★,"주봉20선↑, 주봉추세우상향, HMA돌파, OBV매집, 20선근접, 정배열(단), 장기추세(120↑), VWAP상회",1.8,97,249.8,25493,▼,O,O,9.32,22.93195652173913,4.0,2.0,0.0,1,🌪️ 6일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,74.4,,70.3,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),2,57,20260102,20260102,25.84,12.3,20.61,8.31
089970,브이엠,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,30500,129.56,,29250,26300,35150,41000,68.5,64.6,67.3,0.0,,🔼 BRK (돌파),① 강한 상승 추세,22.0,158.04,20.15,61.99,136.57,2,0.45,0.9,0.35,0.59,0.66,0.07,0.74,53.2,59.8,7.37,29574,3.13,,39.2307,0.1146,1.28,1.25,25030,1,18.46,0,1,1,1,False,9.91,16.63,74.29,O,▲,10,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig, VWAP상회",2.5,67,196.0,29199,▲,O,X,10.29156862745098,23.30627450980392,3.0,1.1071428571428572,4.273504273504273,1,🌪️ 에너지 응축 시작 (2일차). 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,50.0,,63.0,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),1,58,20260102,20260102,25.84,12.3,74.29,61.99
316140,우리금융지주,KOSPI,기타 금융업,기타 금융업,금융,28050,159.85,,28050,26850,29850,31600,68.3,53.0,68.0,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-3.28,19.62,-11.16,-17.75,-21.24,1,0.61,0.38,0.44,1.0,0.21,0.11,0.82,57.6,36.3,0.3,28103,-0.19,망치형,-32.5553,-0.0494,0.81,0.69,26595,1,5.74,1,1,1,1,True,-0.53,2.56,8.09,O,▲,7,★,"주봉20선↑, 주봉추세우상향, RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 패턴(망치형)",1.8,89,249.6,28288,▲,X,X,0.07238095238095248,-1.8852380952380952,12.0,1.5,0.0,1,🌪️ 에너지 응축 시작 (1일차). 🧱 구조적 지지선(Swing Low) 근접. ✅ 20일선 눌림목 구간.,74.3,,70.1,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,59,20260102,20260102,25.84,12.3,8.09,-17.75
010130,고려아연,KOSPI,1차 비철금속 제조업,1차 비철금속 제조업,철강·금속,1287000,130.81,,1287000,1196000,1494000,1700000,68.2,75.2,83.1,0.0,,🔁 MR (반전),⑤ 하락 / 약세,-2.43,55.81,-10.31,13.9,14.95,0,0.92,0.95,1.0,1.0,0.25,0.07,0.66,38.0,39.2,-6.98,1327051,-3.02,,-23574.7149,0.0281,0.85,-1.2,1534000,-1,26.27,0,0,0,0,True,-5.09,-6.06,39.74,O,▲,5,★,"주봉20선↑, 주봉추세우상향, MACD상승, 정배열(단), 장기추세(120↑)",2.0,1,128.7,1292662,▼,X,X,13.62142857142857,40.42857142857143,1.0,2.2747252747252746,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,91.5,,75.2,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,60,20260102,20260102,25.84,12.3,39.74,13.9
950160,코오롱티슈진,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,71500,266.64,,71500,67600,81200,90800,67.8,72.4,83.7,0.0,,🔁 MR (반전),⑤ 하락 / 약세,-14.17,70.85,-16.02,37.13,49.38,0,1.0,0.8,0.77,1.0,0.42,0.29,0.33,31.3,34.9,-8.04,73634,-2.9,,-1333.8795,0.2285,3.01,-0.63,67685,1,18.84,0,0,0,0,False,-5.17,-7.5,49.43,O,▲,6,★,"주봉20선↑, 주봉추세우상향, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑)",2.5,34,243.1,74341,▲,X,X,6.614880952380952,16.10452380952381,7.0,2.4871794871794872,0.0,1,📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,93.6,,75.5,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,61,20260102,20260102,25.84,12.3,49.43,37.13
067310,하나마이크론,KOSDAQ,반도체 제조업,반도체 제조업,반도체,26650,414.47,,25500,22950,30650,35750,67.8,62.7,64.0,0.0,,🔥 SQZ (폭발대기),⑤ 하락 / 약세,5.54,122.45,3.69,8.02,100.98,21,0.44,0.89,0.37,0.57,0.54,0.53,0.69,56.1,54.3,7.62,25491,4.54,,237.7966,0.2269,1.49,1.06,27055,-1,13.61,0,1,1,1,False,8.78,16.38,20.32,O,▲,9,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 거래량↑, 장기추세(120↑), MACD>Sig, VWAP상회",2.5,78,198.9,25103,▲,O,X,13.688235294117646,11.445294117647059,6.0,1.0810810810810811,4.509803921568627,-1,🌪️ 21일 연속 응축 중! 폭발 임박. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,89.7,,74.4,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,62,20260102,20260102,25.84,12.3,20.32,8.02
024910,경창산업,KOSDAQ,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,1515,55.26,,1515,1460,1646,1776,67.4,56.5,64.4,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,0.2,-10.09,-1.65,-11.37,-31.56,7,0.96,0.51,0.28,1.0,0.2,0.0,0.67,59.4,70.9,1.01,1498,1.13,장악형,0.686,-0.0057,2.36,1.38,1561,-1,2.02,1,1,1,1,True,1.34,1.34,0.93,X,▼,9,★,"주봉역배열주의, HMA추세↑, HMA돌파, OBV매집, RSI적정, 20선근접, 거래량↑, 정배열(단), 자금유입, MACD>Sig, VWAP상회, 패턴(장악형)",1.8,1650,250.0,1499,▲,O,O,13.274,18.94333333333333,5.0,2.381818181818182,0.0,-1,🌪️ 7일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간.,66.5,,67.1,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,63,20260102,20260102,25.84,12.3,0.93,-11.37
000250,삼천당제약,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,244500,260.37,,235000,211500,282500,329500,67.4,63.0,64.1,0.0,,🔥 SQZ (폭발대기),③ 박스 / 중립,7.95,58.56,6.1,1.16,37.09,5,0.47,0.92,0.37,0.61,0.43,0.28,0.78,53.0,47.9,7.15,226948,7.73,,805.1468,0.1626,1.02,1.16,200850,1,15.34,0,1,1,1,False,9.15,7.47,13.46,O,▲,9,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 정배열(단), 장기추세(120↑), MACD>Sig, VWAP상회",2.5,8,188.0,229111,▲,O,X,4.963846153846154,6.10153846153846,10.0,1.1515151515151516,4.042553191489362,1,🌪️ 5일 연속 응축 중! 폭발 임박. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,65.7,,66.9,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),3,64,20260102,20260102,25.84,12.3,13.46,1.16
010950,S-Oil,KOSPI,석유 정제품 제조업,석유 정제품 제조업,기타,80300,183.93,,80300,77000,86300,92200,66.9,60.1,70.6,0.0,,↩️ PULL (눌림),③ 박스 / 중립,-0.62,29.1,-8.5,2.85,-11.76,3,0.73,0.44,0.4,1.0,0.21,0.15,0.75,47.3,40.1,-2.19,81776,-1.8,,-387.8272,-0.0793,1.07,-0.72,77080,1,8.69,1,1,1,0,True,-4.4,-4.18,28.69,O,▲,5,★,"주봉20선↑, 주봉추세우상향, RSI적정, 정배열(단), 장기추세(120↑)",1.8,31,248.9,82559,▼,X,X,6.614880952380952,16.10452380952381,7.0,1.8181818181818181,0.0,1,🌪️ 에너지 응축 시작 (3일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,69.4,,67.7,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),3,65,20260102,20260102,25.84,12.3,28.69,2.85
105840,우진,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기타,17170,207.83,,17170,15960,20000,22850,66.6,73.1,81.2,0.0,,↩️ PULL (눌림),③ 박스 / 중립,10.85,70.0,2.97,-4.92,29.14,0,0.94,0.98,1.0,1.0,0.13,0.19,0.57,44.4,62.0,-5.79,17554,-2.19,,-318.6013,-0.2406,0.18,-2.18,15877,1,27.85,0,0,0,0,True,-6.12,-8.03,20.92,O,▲,5,★,"주봉20선↑, 주봉추세우상향, 정배열(단), 장기추세(120↑), 자금유입",2.0,145,249.0,17432,▼,X,X,6.614880952380952,16.10452380952381,7.0,2.3388429752066116,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. 📉 과매도 기술적 반등 기대.,92.5,,74.4,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),3,66,20260102,20260102,25.84,12.3,20.92,-4.92
005940,NH투자증권,KOSPI,금융 지원 서비스업,금융 지원 서비스업,서비스 기타,21300,80.95,,21300,20350,23200,25100,66.6,55.0,63.8,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,0.71,5.45,-7.17,-16.16,-35.41,14,0.81,0.53,0.49,1.0,0.2,0.0,0.74,58.0,44.0,0.95,21199,0.47,망치형,13.9826,-0.0069,0.72,0.01,19770,1,4.62,1,1,1,1,True,-0.23,0.71,9.68,O,▲,13,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, HMA돌파, OBV매집, RSI적정, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig, VWAP상회, 패턴(망치형)",1.8,117,249.2,21239,▲,O,O,1.453125,-0.9081250000000001,11.0,2.0,0.0,1,🌪️ 14일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,30.5,,55.8,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,67,20260102,20260102,25.84,12.3,9.68,-16.16
005490,POSCO홀딩스,KOSPI,1차 철강 제조업,1차 철강 제조업,철강·금속,297500,598.43,,297500,291500,316000,334500,66.3,64.6,67.1,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-3.72,-5.1,-11.6,-18.05,-45.96,25,1.0,0.37,0.06,1.0,0.0,0.82,0.65,40.3,42.9,-3.95,307849,-3.36,,-1098.889,-0.0168,1.52,-0.87,296450,1,7.83,1,1,1,0,True,-2.14,-3.41,7.79,O,▼,2,,"주봉20선↑, 거래량↑, 정배열(단)",1.8,8,238.0,305638,▼,X,X,13.62142857142857,40.42857142857143,1.0,3.0833333333333335,0.0,1,🌪️ 25일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,60.3,,64.5,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,68,20260102,20260102,25.84,12.3,7.79,-18.05
045100,한양이엔지,KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",서비스 기타,22600,74.24,,21950,20100,26300,30650,65.8,56.9,61.4,0.0,,🔼 BRK (돌파),⑤ 하락 / 약세,9.98,24.52,8.13,5.65,3.05,22,0.6,0.97,0.8,0.71,0.28,0.0,0.55,68.7,72.1,6.15,21724,4.03,장악형,52.3977,0.0711,2.51,1.18,19720,1,7.61,1,1,1,1,False,5.36,6.86,17.95,O,▲,12,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, HMA돌파, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회, 패턴(장악형)",2.5,108,237.1,21481,▲,O,X,1.453125,-0.9081250000000001,11.0,1.48,2.9612756264236904,1,🌪️ 22일 연속 응축 중! 폭발 임박. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,77.4,,69.3,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,69,20260102,20260102,25.84,12.3,17.95,5.65
389650,넥스트바이오메디컬,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,82400,95.07,,82400,76700,93600,104700,65.7,71.0,80.7,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-11.49,80.7,-13.34,5.92,59.23,0,0.79,0.81,1.0,1.0,0.34,0.01,0.67,39.4,44.7,-5.48,86016,-4.2,,-850.1399,0.1904,1.25,-0.9,76730,1,19.99,0,0,0,0,False,-1.9,-6.89,18.22,O,▲,6,★,"주봉20선↑, 주봉추세우상향, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑)",2.0,30,247.2,84699,▲,X,X,6.614880952380952,16.10452380952381,7.0,1.9649122807017543,0.0,1,📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,95.8,,74.7,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,70,20260102,20260102,25.84,12.3,18.22,5.92
308080,바이젠셀,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,10480,51.2,,10480,9740,15160,19830,65.6,72.1,80.0,0.0,,↩️ PULL (눌림),② 상승 후 조정,51.88,253.46,50.03,186.28,231.99,0,1.0,1.0,1.0,1.0,0.5,0.0,0.57,22.6,42.2,-7.96,10057,4.2,장악형,-518.0961,-0.3196,0.37,-1.1,7122,1,70.68,0,0,0,0,False,-4.9,-4.55,198.58,O,▲,7,★,"주봉20선↑, 주봉추세우상향, HMA돌파, 정배열(단), 장기추세(120↑), VWAP상회, 패턴(장악형)",2.0,238,249.4,9751,▼,O,X,6.614880952380952,16.10452380952381,7.0,6.324324324324325,0.0,1,📉 매도세 우위. 📉 과매도 기술적 반등 기대.,92.7,,73.7,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),2,71,20260102,20260102,25.84,12.3,198.58,186.28
323280,태성,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,42000,94.72,,42000,39050,48550,55100,65.3,67.6,81.9,0.0,,↩️ PULL (눌림),② 상승 후 조정,-7.39,57.3,-9.24,48.62,35.83,0,0.9,0.93,1.0,1.0,0.23,0.01,0.51,34.8,39.5,-14.54,45816,-8.33,,-1485.4506,-0.4603,1.31,-2.57,52370,-1,23.96,0,0,0,0,True,-15.83,-18.76,60.92,O,▲,5,★,"주봉20선↑, 주봉추세우상향, 거래량↑, 정배열(단), 장기추세(120↑)",2.0,59,247.8,46892,▼,X,X,10.29156862745098,23.30627450980392,3.0,2.2203389830508473,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,92.8,,73.6,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),2,72,20260102,20260102,25.84,12.3,60.92,48.62
476060,온코닉테라퓨틱스,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,19860,158.4,,19460,17510,23400,27250,65.3,68.7,72.1,0.0,,🔼 BRK (돌파),① 강한 상승 추세,-0.95,264.4,-2.8,41.95,242.93,0,0.61,1.0,0.36,0.8,0.57,0.11,0.78,61.7,76.4,5.1,21076,-5.77,,90.3972,0.1457,0.35,2.03,16482,1,33.11,0,0,0,1,False,6.72,5.98,54.25,O,▲,10,★,"주봉20선↑, 주봉추세우상향, OBV매집, RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.5,102,198.5,20527,▲,X,O,6.614880952380952,16.10452380952381,7.0,1.5063829787234042,2.055498458376156,1,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,84.2,,71.0,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),1,73,20260102,20260102,25.84,12.3,54.25,41.95
000810,삼성화재,KOSPI,보험업,보험업,금융,497000,134.09,,497000,466500,558000,618000,65.0,71.9,79.0,0.0,,↩️ PULL (눌림),④ 바닥 반등 시도,0.0,12.83,-7.88,-15.76,-28.03,0,0.81,0.73,0.92,1.0,0.33,0.07,0.83,50.9,42.4,-0.94,494988,0.41,,-1730.6774,0.0462,0.51,1.5,466800,1,24.91,0,0,0,0,True,-0.2,2.37,10.08,O,▲,11,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, OBV매집, RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), VWAP상회",2.0,5,248.5,490019,▲,O,O,0.07238095238095248,-1.8852380952380952,12.0,2.0,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 💪 매수세 장악(Power Buying). 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,72.6,,67.3,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),4,74,20260102,20260102,25.84,12.3,10.08,-15.76
456070,이엔셀,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,17500,53.54,,17240,16030,20600,23950,64.8,70.6,70.3,0.0,,🔺 Watch (상승 준비),② 상승 후 조정,22.89,45.95,21.04,48.99,24.48,0,0.85,1.0,1.0,0.85,0.37,0.0,0.69,56.0,81.8,4.53,18187,-3.78,,-29.83,-0.4863,0.79,-1.55,13832,1,40.52,0,0,0,1,False,-5.46,-4.58,61.29,O,▲,7,★,"주봉20선↑, 주봉추세우상향, RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,145,250.0,18963,▼,X,X,6.614880952380952,16.10452380952381,7.0,2.108843537414966,1.5081206496519721,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ,84.1,,70.6,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),2,75,20260102,20260102,25.84,12.3,61.29,48.99
000880,한화,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,81200,97.85,,81200,76000,87500,93700,64.7,53.9,70.1,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,1.12,-2.87,-6.76,-29.86,-43.73,3,0.49,0.46,0.96,1.0,0.11,0.01,0.75,46.4,47.8,-0.88,82120,-1.12,,265.8435,-0.0704,0.79,-1.7,88180,-1,8.43,1,1,1,0,True,-3.68,3.05,-4.02,X,▼,0,,"주봉역배열주의, RSI적정, 20선근접, MACD>Sig",1.8,30,243.6,81607,▲,X,X,7.824285714285715,9.766190476190477,8.0,1.2115384615384615,0.0,-1,🌪️ 에너지 응축 시작 (3일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,68.9,,66.0,63.4,51.9,73.8,🌤 중립,1.철강·금속(+29.7%) / 2.유통·소비재(+23.3%) / 3.조선·기계·설비(+18.1%) / 4.IT/전기전자(+17.5%) / 5.자동차·모빌리티(+16.7%),5,76,20260102,20260102,25.84,12.3,-4.02,-29.86
