시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSPI,SK하이닉스,000660,반도체 제조업,2187000,177745.37,15586800.7,17774537012843.0,50.8,52.0,-10.38,49.32,0,0,0,-14.57,-25.03,-18.55,-4.83,149.66,214.22,6.64,107.43,142.64,0.186,0.102,1,145.25,12.0,17.9,0,0,0.9,0.29,0,0,0,,0,-1,3148500.0,1952327,12.02,-0.7271,1.27,-1.8,False,O,▲,2722593,▼,X,X,-8.16,250,0,1,1,1,2187000.0,2121000.0,2987000.0,3564000.0,4296000.0,enter,100.0,SWING+WARN:mcap=15586801억 — 원 단위 혼입 의심(>1000조)+PM_BLOCK_INTRADAY+EF:정상,3.02,4.0,12.1,normal,7,v1_sl_first_gap_at_open,SWING+WARN:mcap=15586801억 — 원 단위 혼입 의심(>1000조)+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,반도체 제조업,반도체,-11.435333333333334,-6.221333333333333,16.0,0.11307074270037233,0.05996694949552374,0.3716475095785441,OK,83.8,OK,39.16062419167126,39.16062419167126,4,1,48.8,44.1,83.8,54.6,54.6,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
KOSPI,금호건설,002990,건물 건설업,11730,5034.9,4370.6,503490166075.0,76.1,99.7,105.91,225.53,0,0,0,-19.33,130.0,165.99,201.54,151.18,167.2,213.01,108.95,95.62,0.0,0.0,1,20.05,12.0,4.37,1,0,1.67,0.53,0,0,0,,1,1,8375.5,9812,19.54,1.792,7.16,0.78,False,O,▲,9805,▲,O,X,9.22,250,0,1,1,1,5980.0,5080.0,18900.0,23100.0,28400.0,split,50.0,NORMAL+WARN:ATR%=22.2% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입+ENTRY:split,15.05,6.0,14.4,normal,7,v1_sl_first_gap_at_open,NORMAL+WARN:ATR%=22.2% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,건물 건설업,건설·부동산,31.506428571428575,49.08857142857143,1.0,0.1550054804530508,1.438121410704546,0.3463302752293578,OK,73.1,OK,37.5,37.5,6,1,83.8,35.7,73.1,69.6,69.6,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,DB하이텍,000990,반도체 제조업,116800,1675.89,50813.4,167589136900.0,24.6,30.5,-24.79,35.55,0,3,0,-12.31,-26.08,-24.4,-33.79,28.92,55.32,-22.32,-13.31,-16.26,0.564,0.057,1,31.7,12.0,-21.31,0,0,1.04,0.02,43333,-34456,8877,,0,-1,172380.0,155065,-24.68,-0.5396,1.43,-2.57,True,X,▲,142076,▼,X,X,-3.9,250,0,1,1,1,116800.0,112100.0,181600.0,230500.0,270000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.02,4.0,13.8,normal,7,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,반도체 제조업,반도체,-11.435333333333334,-6.221333333333333,16.0,0.12970890410958905,0.0467439663344634,0.0,OK,71.5,OK,40.0,40.0,0,0,0.0,44.4,71.5,25.4,25.4,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
KOSPI,가온전선,000500,절연선 및 케이블 제조업,280000,1150.53,46320.7,115053494750.0,75.1,79.4,48.23,87.58,0,0,0,-6.82,68.8,30.71,48.86,383.58,475.21,60.33,341.35,403.63,0.022,0.022,1,422.5,12.0,14.81,1,0,1.24,0.76,0,0,0,,1,1,191917.3,185986,50.55,1.2342,1.03,1.74,False,O,▲,227416,▲,O,X,-9.15,250,0,1,1,1,198300.0,168500.0,326000.0,353000.0,434000.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.03,5.0,4.3,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,절연선 및 케이블 제조업,기타,4.148358208955224,11.855970149253732,5.0,0.11962066326530614,0.03428755615929112,0.8214285714285714,OK,26.7,OK,85.45086906010482,85.45086906010482,6,1,81.9,94.1,26.7,73.9,73.9,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,케이씨텍,281820,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",113100,506.61,22392.3,50661017350.0,65.2,67.8,31.84,75.25,0,0,0,-3.74,46.12,24.15,67.06,163.64,165.49,78.53,121.41,93.91,0.02,0.02,1,134.2,12.0,27.47,1,0,1.63,0.82,0,0,0,🚀급등시동,1,1,80880.0,76963,46.95,0.8663,1.43,2.12,False,O,▲,100508,▲,O,X,-5.11,250,0,1,1,1,90100.0,76500.0,124800.0,132700.0,147200.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.09,5.0,2.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기타,4.148358208955224,11.855970149253732,5.0,0.10761652140962485,0.13679182458844943,0.6352201257861635,OK,58.3,OK,76.0,76.0,6,1,86.8,100.0,58.3,84.4,84.4,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,남화토건,091590,건물 건설업,10360,513.65,1216.3,51364990330.0,77.7,82.5,99.46,172.19,0,0,0,7.58,101.56,125.46,202.92,167.7,162.94,220.35,186.22,172.42,0.0,0.0,1,80.59,12.0,31.25,1,0,0.86,0.8,0,0,0,,1,1,4012.0,6243,65.95,0.7373,3.11,1.37,False,O,▲,8397,▲,O,X,3.84,250,0,1,1,1,5450.0,4635.0,12190.0,14640.0,17750.0,enter,100.0,NORMAL+WARN:ATR%=21.3% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,14.95,6.0,8.3,normal,7,v1_sl_first_gap_at_open,NORMAL+WARN:ATR%=21.3% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,건물 건설업,건설·부동산,31.506428571428575,49.08857142857143,1.0,0.15230281301709875,-0.7168587002325925,0.4326241134751773,OK,42.3,OK,27.971635214560756,27.971635214560756,4,1,77.8,35.1,42.3,60.0,60.0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,위메이드,112040,소프트웨어 개발 및 공급업,22100,504.82,7502.6,50482263575.0,62.0,20.6,24.65,53.97,0,0,0,-11.95,45.68,26.79,14.57,10.5,-15.0,32.0,29.02,-5.52,0.679,0.293,0,-7.66,12.0,-14.09,0,0,0.87,0.55,0,0,0,,1,1,19892.0,21545,2.57,1.3024,7.75,-2.07,False,O,▼,18277,▲,O,X,12.15,250,0,-1,-1,1,18620.0,15820.0,28600.0,34850.0,37650.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,15.04,5.0,3.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,SWING_20D,80,SWING_120D,45,FIBO_1.618,25,0.0,소프트웨어 개발 및 공급업,IT/전기전자,-3.1304,-8.941799999999999,15.0,0.08914027149321267,-0.16697647910708763,0.061224489795918366,OK,59.6,OK,29.5,29.5,4,1,0.0,7.8,59.6,13.9,13.9,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,동신건설,025950,토목 건설업,15800,466.78,1327.2,46677757710.0,65.0,93.6,32.8,45.53,0,0,0,14.66,52.95,25.5,23.63,6.76,-16.4,41.06,25.28,-6.92,0.761,0.548,0,-7.82,12.0,-8.47,1,0,11.84,0.75,0,0,0,,1,1,11719.0,15914,-0.72,0.8897,12.03,2.08,False,O,▼,11323,▲,O,X,7.4,250,0,-1,-1,1,12490.0,10610.0,17910.0,19000.0,20950.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + 당일 10%+ 급등 분할 진입+ENTRY:split,15.05,6.0,2.9,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + 당일 10%+ 급등 분할 진입+ENTRY:split,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,토목 건설업,건설·부동산,31.506428571428575,49.08857142857143,1.0,0.09868896925858951,0.05968555986710682,0.6677215189873418,OK,46.0,OK,22.0,22.0,6,1,26.2,7.4,46.0,25.5,25.5,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,칩스앤미디어,094360,반도체 제조업,14460,245.9,3088.0,24589905435.0,49.1,80.8,8.46,36.04,0,0,0,18.91,21.92,0.49,-4.74,-6.41,-24.21,12.69,12.11,-14.73,0.869,0.116,0,-22.31,12.0,-13.6,1,0,0.67,0.77,0,0,0,,1,1,10579.0,16350,-11.56,0.493,10.67,-0.92,False,X,▼,11644,▲,O,X,23.36,250,0,-1,-1,1,14730.0,12590.0,15510.0,18620.0,19540.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,14.53,6.0,0.4,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,0.0,반도체 제조업,반도체,-11.435333333333334,-6.221333333333333,16.0,0.07172495554238292,0.004279641682607097,0.11583011583011583,OK,63.5,OK,29.482698524726576,29.482698524726576,4,1,7.9,12.8,63.5,20.2,20.2,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSDAQ,위메이드맥스,101730,소프트웨어 개발 및 공급업,4700,208.31,3938.8,20831359976.0,71.2,91.9,39.32,55.47,0,0,0,9.94,67.26,38.03,19.9,-0.53,-25.28,37.33,17.99,-15.8,0.838,0.37,0,-0.43,12.0,-18.24,1,0,0.51,0.71,0,0,0,,1,1,3558.0,5086,-7.59,1.2096,13.3,-1.24,False,X,▼,3268,▲,O,X,19.53,250,0,-1,-1,1,3540.0,3010.0,5550.0,7540.0,8160.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,14.97,6.0,3.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,소프트웨어 개발 및 공급업,IT/전기전자,-3.1304,-8.941799999999999,15.0,0.08503039513677813,0.2115174319203194,0.3371647509578544,OK,29.0,OK,22.5,22.5,2,0,0.4,0.0,29.0,6.0,6.0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][갭과대: 갭 15%+ 비정상]
