종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),SECTOR_RET_5D,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
377300,카카오페이,KOSPI,금융 지원 서비스업,금융 지원 서비스업,서비스 기타,45900,127.26,62031.4,45900,43350,48950,52000,57.4,56.6,73.5,↩️ PULL (눌림),⑤ 하락 / 약세,-6.71,-51.07,-11.05,-35.46,-81.63,0,0.96,0.7,0.79,1.0,0.0,0.03,0.64,34.1,16.9,-4.25,45354,1.2,,-248.5389,-0.0845,0.73,-0.87,47160,-1,15.07,0,0,0,0,True,-3.16,-5.36,-18.76,0,,VWAP상회,2.0,54,247.9,-0.7638095238095237,9.0,1.196078431372549,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,218,20251219,20251219,16.7,6.04,-18.76,-35.46
032820,우리기술,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,3800,98.44,6333.3,3800,3530,4120,4440,57.4,63.6,69.6,↩️ PULL (눌림),⑤ 하락 / 약세,5.56,-9.42,-0.38,-12.44,-25.58,0,0.95,0.88,1.0,1.0,0.1,0.0,0.71,49.8,56.5,-1.44,3786,0.36,,-4.5666,-0.222,0.69,-1.49,4081,-1,12.24,0,0,0,0,False,-6.06,-5.47,-6.4,1,,"RSI적정, VWAP상회",2.0,657,249.7,-4.486,14.0,1.1851851851851851,0.0,-1,📉 매도세 우위. ✅ 20일선 눌림목 구간.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,219,20251219,20251219,16.7,6.04,-6.4,-12.44
042370,비츠로테크,KOSDAQ,기타 금융업,기타 금융업,금융,8930,77.8,2339.7,8780,8160,9710,10630,56.7,64.9,58.6,🔺 Watch (상승 준비),③ 박스 / 중립,12.75,4.44,6.81,-0.98,-11.72,0,0.81,0.92,1.0,0.61,0.24,0.0,0.65,63.4,81.1,4.71,9594,-6.93,,66.0623,-0.3864,1.62,0.61,8916,1,28.0,0,0,0,1,False,-5.5,5.56,5.06,6,★,"RSI적정, 20선근접, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig",2.0,284,249.4,1.6223684210526317,4.0,1.0129870129870129,1.7084282460136675,1,💰 외국인/기관 수급 집중. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),3,220,20251219,20251219,16.7,6.04,5.06,-0.98
035510,신세계 I&C,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,17600,73.45,2460.6,17250,15790,20150,23050,56.6,67.5,64.4,🔼 BRK (돌파),③ 박스 / 중립,4.02,-12.22,-0.32,-4.02,-42.78,0,1.0,1.0,0.79,0.53,0.52,0.0,0.48,64.5,66.5,5.11,17489,0.63,,88.3216,0.1997,2.34,0.32,15798,1,13.03,0,0,0,1,False,10.69,5.33,12.68,8,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,136,234.6,-0.17784313725490195,7.0,1.408839779005525,2.0289855072463765,1,📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),3,221,20251219,20251219,16.7,6.04,12.68,-4.02
114190,강원에너지,KOSDAQ,기타 전기장비 제조업,기타 전기장비 제조업,IT/전기전자,14120,55.81,3688.6,14120,13130,15310,16500,56.5,58.4,70.8,↩️ PULL (눌림),② 상승 후 조정,-3.49,102.0,-9.43,24.1,85.84,0,0.96,0.88,1.0,1.0,0.15,0.0,0.5,44.4,71.4,-7.51,15300,-7.72,,-191.4008,-0.4653,0.47,-1.5,17667,-1,20.93,0,0,0,0,True,-13.8,-6.98,30.14,3,,"정배열(단), 장기추세(120↑), 자금유입",2.0,177,249.9,-0.17784313725490195,7.0,1.202020202020202,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💰 외국인/기관 수급 집중. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,222,20251219,20251219,16.7,6.04,30.14,24.1
051900,LG생활건강,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,264000,179.7,40398.5,264000,253000,277000,290000,56.4,56.2,71.9,🔺 Watch (상승 준비),④ 바닥 반등 시도,-10.51,-21.08,-14.85,-26.29,-51.64,0,0.94,0.52,0.41,1.0,0.23,0.07,0.71,32.4,36.4,-2.83,265120,-0.42,망치형,-313.6727,0.0972,1.05,-0.41,273400,-1,12.24,0,0,0,0,True,0.38,-3.12,-9.59,1,,"MACD상승, 패턴(망치형)",2.0,9,237.6,-0.42531250000000004,8.0,1.1818181818181819,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,223,20251219,20251219,16.7,6.04,-9.59,-26.29
068760,셀트리온제약,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,62700,51.53,27388.6,62700,59600,66400,70000,56.4,58.4,61.6,↩️ PULL (눌림),② 상승 후 조정,4.33,25.65,-1.61,8.17,9.49,0,0.95,0.62,0.63,1.0,0.04,0.0,0.75,44.8,61.5,1.17,63235,-0.85,,-43.3484,-0.0545,0.89,-0.06,59670,1,8.94,1,0,0,1,True,-0.32,1.13,14.21,4,,"20선근접, 정배열(단), 장기추세(120↑), 자금유입",1.8,39,244.5,3.2100000000000004,3.0,1.1935483870967742,0.0,1,🔇 변동성 축소 (BW 8.9%). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,224,20251219,20251219,16.7,6.04,14.21,8.17
402340,SK스퀘어,KOSPI,기타 금융업,기타 금융업,금융,290500,940.76,383713.1,290500,280000,303000,315000,56.3,64.7,67.1,↩️ PULL (눌림),② 상승 후 조정,9.21,55.02,4.87,17.48,24.46,0,0.95,0.45,0.28,1.0,0.09,0.77,0.66,44.0,53.5,-3.39,287481,1.05,,-4375.8833,-0.1664,0.7,-0.16,280300,1,18.53,0,0,0,0,False,-5.68,-3.81,34.18,3,,"정배열(단), 장기추세(120↑), VWAP상회",2.0,8,232.4,1.6223684210526317,4.0,1.1904761904761905,0.0,1,📉 매도세 우위. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,225,20251219,20251219,16.7,6.04,34.18,17.48
034220,LG디스플레이,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,11970,166.09,59850.0,11970,11350,12710,13450,56.1,55.4,71.9,↩️ PULL (눌림),⑤ 하락 / 약세,-1.48,28.71,-5.82,-24.91,-1.85,0,0.95,0.65,0.69,1.0,0.0,0.06,0.68,43.3,37.1,-4.2,12088,-0.98,,-43.3467,-0.1218,0.96,-1.33,12850,-1,11.35,0,0,0,0,True,-4.39,-9.8,-8.21,-1,,,1.8,208,249.0,-0.17784313725490195,7.0,1.1935483870967742,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,226,20251219,20251219,16.7,6.04,-8.21,-24.91
005950,이수화학,KOSPI,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,8760,74.06,2303.4,8760,8140,9500,10240,56.1,58.2,70.3,↩️ PULL (눌림),② 상승 후 조정,-6.21,30.55,-10.55,38.34,-0.01,0,0.95,0.89,1.0,1.0,0.13,0.0,0.51,39.2,78.9,-6.67,9323,-6.05,,-134.143,-0.4072,0.39,-2.12,10596,-1,18.8,0,0,0,0,True,-11.43,-5.4,55.04,3,,"정배열(단), 장기추세(120↑), 자금유입",2.0,285,249.7,-0.42531250000000004,8.0,1.1935483870967742,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💰 외국인/기관 수급 집중. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,227,20251219,20251219,16.7,6.04,55.04,38.34
006340,대원전선,KOSPI,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타,3750,98.1,2890.3,3750,3550,3990,4230,55.8,62.4,67.4,↩️ PULL (눌림),② 상승 후 조정,-1.83,24.38,-6.17,8.51,-6.18,0,0.96,0.67,0.73,1.0,0.24,0.0,0.68,51.0,63.0,-0.9,4016,-6.64,,-3.494,-0.1453,0.42,-1.63,3550,1,19.53,0,0,0,0,False,-9.86,2.18,25.21,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,666,249.8,0.4430701754385964,6.0,1.2,0.0,1,📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,228,20251219,20251219,16.7,6.04,25.21,8.51
051915,LG화학우,KOSPI,기타,기타,기타,172300,58.69,13247.8,172300,160200,186800,201500,55.4,58.9,68.5,↩️ PULL (눌림),③ 박스 / 중립,-6.86,57.35,-11.2,4.55,26.79,0,0.96,0.88,1.0,1.0,0.04,0.0,0.54,28.3,31.7,-9.3,178896,-3.69,,-3149.3766,-0.3072,1.0,-2.37,192280,-1,17.58,0,0,0,0,True,-10.68,-11.73,21.25,2,,"정배열(단), 장기추세(120↑)",2.0,14,241.2,0.4430701754385964,6.0,1.1983471074380165,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),3,229,20251219,20251219,16.7,6.04,21.25,4.55
001040,CJ,KOSPI,기타 금융업,기타 금융업,금융,172500,172.99,50330.3,172500,166200,180100,187600,55.4,60.4,67.8,↩️ PULL (눌림),⑤ 하락 / 약세,-7.06,8.83,-11.4,-31.72,-21.73,0,0.96,0.46,0.29,1.0,0.1,0.07,0.66,46.9,51.5,-4.06,174897,-1.37,,-1403.6125,-0.1092,0.85,-1.09,166220,1,11.39,0,0,0,0,True,-4.43,-8.78,-15.02,3,,"RSI적정, 정배열(단), 장기추세(120↑)",1.8,14,241.5,1.6223684210526317,4.0,1.2063492063492063,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,230,20251219,20251219,16.7,6.04,-15.02,-31.72
093370,후성,KOSPI,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,7520,54.84,8065.6,7520,6990,8160,8790,55.3,58.3,68.7,↩️ PULL (눌림),③ 박스 / 중립,-6.47,51.77,-10.81,4.01,21.21,0,0.96,0.89,1.0,1.0,0.03,0.0,0.58,31.6,32.3,-5.51,7617,-1.29,,-91.2972,-0.1265,0.6,-1.43,8322,-1,16.33,0,0,0,0,True,-6.58,-7.39,20.71,2,,"정배열(단), 장기추세(120↑)",2.0,332,249.7,-0.42531250000000004,8.0,1.2075471698113207,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),3,231,20251219,20251219,16.7,6.04,20.71,4.01
375500,DL이앤씨,KOSPI,토목 건설업,토목 건설업,건설·부동산,41750,86.46,16154.6,41750,39900,44000,46200,55.3,55.4,61.3,↩️ PULL (눌림),⑤ 하락 / 약세,6.51,-28.26,2.17,-18.23,-58.82,0,0.97,0.57,0.48,1.0,0.11,0.0,0.7,58.2,66.1,1.38,42678,-2.17,,120.6257,-0.2114,0.65,-2.61,39910,1,15.4,0,0,0,1,True,-7.43,0.97,-1.53,3,,"RSI적정, 20선근접, 자금유입, MACD>Sig",2.0,59,246.3,-4.518571428571429,15.0,1.2162162162162162,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,232,20251219,20251219,16.7,6.04,-1.53,-18.23
089010,켐트로닉스,KOSDAQ,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,29200,68.04,4771.1,29200,27150,31700,34150,55.2,58.4,68.4,↩️ PULL (눌림),⑤ 하락 / 약세,6.18,21.67,0.24,-12.45,5.51,0,0.97,0.9,1.0,1.0,0.0,0.0,0.59,41.0,62.5,-4.2,30197,-3.3,,-95.3521,-0.2492,0.43,-1.17,33895,-1,14.38,0,0,0,0,True,-6.41,-6.11,-6.41,2,,"장기추세(120↑), 자금유입",2.0,85,248.2,-0.42531250000000004,8.0,1.2195121951219512,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,233,20251219,20251219,16.7,6.04,-6.41,-12.45
348370,엔켐,KOSDAQ,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,62700,117.26,13648.2,62700,59700,66300,69900,55.1,54.7,70.3,↩️ PULL (눌림),⑤ 하락 / 약세,1.29,5.38,-4.65,-27.96,-10.78,0,0.96,0.6,0.58,1.0,0.0,0.02,0.57,16.0,10.8,-7.23,64520,-2.82,,-360.8768,-0.3214,0.86,-1.04,59710,1,33.34,0,0,0,0,False,-8.87,-10.43,-21.92,-1,,,2.0,39,244.5,-0.42531250000000004,8.0,1.2,0.0,1,📉 매도세 우위. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,234,20251219,20251219,16.7,6.04,-21.92,-27.96
000100,유한양행,KOSPI,의약품 제조업,의약품 제조업,바이오·의약품,116400,406.18,93083.3,116400,111700,122000,127600,55.1,60.7,67.0,↩️ PULL (눌림),⑤ 하락 / 약세,-0.26,14.12,-4.6,-18.55,-16.44,0,0.95,0.5,0.38,1.0,0.0,0.28,0.77,29.0,28.6,-0.78,115347,0.91,,-295.5688,-0.0065,1.06,-0.92,110930,1,8.29,1,0,0,0,True,-0.51,-0.77,-1.85,1,,"20선근접, VWAP상회",1.8,21,244.4,3.2100000000000004,3.0,1.1914893617021276,0.0,1,🔇 변동성 축소 (BW 8.3%). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,235,20251219,20251219,16.7,6.04,-1.85,-18.55
020150,롯데에너지머티리얼즈,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,31600,88.62,16547.5,31600,29350,34300,36950,55.0,56.9,69.0,↩️ PULL (눌림),② 상승 후 조정,-23.3,37.99,-27.64,14.15,7.43,0,0.96,0.9,1.0,1.0,0.05,0.0,0.43,6.6,23.5,-17.15,33605,-5.97,,-1266.2573,-0.1032,0.57,-2.3,37510,-1,37.78,0,0,0,0,True,-12.22,-21.3,30.85,2,,"정배열(단), 장기추세(120↑)",2.0,79,249.6,-0.17784313725490195,7.0,1.2,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,236,20251219,20251219,16.7,6.04,30.85,14.15
126340,비나텍,KOSDAQ,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2차전지,73800,116.24,4851.4,72200,64900,80900,89500,54.9,53.9,61.3,🔺 Watch (상승 준비),② 상승 후 조정,38.98,128.13,33.04,33.21,111.97,0,0.64,1.0,0.34,0.49,0.48,0.02,0.6,63.0,76.1,5.35,72422,1.9,,-613.3963,-0.4438,0.69,-1.22,59310,1,41.78,0,0,0,1,False,-7.75,-5.38,39.25,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입, VWAP상회",2.5,27,194.9,-7.496666666666666,16.0,0.797752808988764,2.21606648199446,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,237,20251219,20251219,16.7,6.04,39.25,33.21
00680K,미래에셋증권2우B,KOSPI,기타,기타,기타,10750,187.2,14692.9,10340,9620,11790,13230,54.9,61.0,57.5,🔼 BRK (돌파),④ 바닥 반등 시도,9.69,25.15,5.35,-6.89,-5.41,0,0.74,1.0,1.0,0.09,0.48,0.08,0.34,63.3,64.8,7.07,10269,4.68,,46.3645,0.0982,3.8,2.02,9620,1,9.41,1,0,0,1,False,6.33,6.97,9.81,8,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,241,249.2,0.4430701754385964,6.0,0.9203539823008849,3.9651837524177944,1,🔇 변동성 축소 (BW 9.4%). 💪 매수세 장악(Power Buying). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,238,20251219,20251219,16.7,6.04,9.81,-6.89
381620,제닉스로보틱스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,12420,59.22,1629.2,12420,11550,13470,14510,54.8,56.5,68.7,↩️ PULL (눌림),⑤ 하락 / 약세,-10.71,63.85,-16.65,-12.8,47.69,0,0.96,0.89,1.0,1.0,0.04,0.0,0.41,32.8,64.2,-16.39,13514,-8.1,망치형,-389.1233,-0.8971,0.44,-2.26,15385,-1,34.19,0,0,0,0,False,-21.14,-20.94,-6.76,3,,"장기추세(120↑), 자금유입, 패턴(망치형)",2.0,201,249.6,-2.7871929824561406,12.0,1.206896551724138,0.0,-1,📉 매도세 우위. 💸 자금 유입 지속. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,239,20251219,20251219,16.7,6.04,-6.76,-12.8
042000,카페24,KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스 기타,31050,55.26,7530.6,31050,28850,33700,36300,54.8,58.0,68.1,↩️ PULL (눌림),⑤ 하락 / 약세,1.47,-36.7,-4.47,-33.49,-52.86,0,0.96,0.9,1.0,1.0,0.0,0.0,0.58,35.3,37.7,-5.54,31541,-1.56,,-221.992,-0.255,1.38,-1.18,34505,-1,22.74,0,0,0,0,True,-5.48,-9.87,-27.45,0,,거래량↑,2.0,80,248.4,-0.7638095238095237,9.0,1.2045454545454546,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,240,20251219,20251219,16.7,6.04,-27.45,-33.49
256840,한국비엔씨,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,4895,64.73,3347.9,4895,4550,5310,5720,54.7,57.7,68.0,↩️ PULL (눌림),⑤ 하락 / 약세,-11.64,-5.87,-17.58,-11.54,-22.03,0,0.96,0.89,1.0,1.0,0.0,0.0,0.43,33.1,54.5,-10.21,5192,-5.72,,-89.9027,-0.3468,0.52,-2.32,5677,-1,17.72,0,0,0,0,True,-10.35,-12.28,-5.5,0,,정배열(단),2.0,510,249.6,0.4430701754385964,6.0,1.2028985507246377,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,241,20251219,20251219,16.7,6.04,-5.5,-11.54
137400,피엔티,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,37950,66.21,9010.5,37950,35250,41150,44350,54.3,56.9,67.7,↩️ PULL (눌림),③ 박스 / 중립,-1.68,18.22,-7.62,-4.84,2.06,0,0.95,0.88,1.0,1.0,0.0,0.0,0.53,31.7,36.6,-7.21,39905,-4.9,,-426.1897,-0.3807,1.41,-1.8,43030,-1,17.56,0,0,0,0,True,-9.86,-8.55,1.2,1,,"거래량↑, 정배열(단)",2.0,65,246.7,-2.7871929824561406,12.0,1.1851851851851851,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),3,242,20251219,20251219,16.7,6.04,1.2,-4.84
078600,대주전자재료,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,66500,90.46,10294.6,66500,61800,72100,77700,54.3,56.7,67.7,↩️ PULL (눌림),⑤ 하락 / 약세,-4.73,-5.54,-10.67,-10.63,-21.7,0,0.95,0.88,1.0,1.0,0.0,0.0,0.5,25.9,44.0,-8.98,70211,-5.29,,-957.5299,-0.441,1.28,-2.42,75790,-1,18.84,0,0,0,0,True,-12.04,-10.5,-4.59,1,,"거래량↑, 정배열(단)",2.0,37,246.1,-0.17784313725490195,7.0,1.1914893617021276,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,243,20251219,20251219,16.7,6.04,-4.59,-10.63
403870,HPSP,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,28700,68.27,23964.1,28700,26800,31000,33250,54.3,57.6,67.3,↩️ PULL (눌림),⑤ 하락 / 약세,1.23,-1.88,-4.71,-19.46,-18.04,0,0.97,0.84,0.98,1.0,0.0,0.0,0.65,25.9,24.4,-2.94,28752,-0.18,,-19.8599,-0.0201,0.6,-0.1,30875,-1,13.85,0,0,0,0,True,-2.55,-5.28,-13.42,-1,,,2.0,87,249.7,-2.7871929824561406,12.0,1.2105263157894737,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,244,20251219,20251219,16.7,6.04,-13.42,-19.46
