종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),SECTOR_RET_5D,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
000120,CJ대한통운,KOSPI,도로 화물 운송업,도로 화물 운송업,기타,95500,94.09,21785.8,95500,90400,103100,110600,67.6,73.6,73.7,🔺 Watch (상승 준비),③ 박스 / 중립,1.06,9.39,-3.28,-3.55,-21.17,0,1.0,0.83,0.74,1.0,0.42,0.0,0.82,53.8,57.3,0.28,97831,-2.38,,-196.0292,0.0867,1.26,0.56,90480,1,11.17,0,0,0,1,True,0.21,-2.05,13.15,6,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",1.8,26,248.3,0.4430701754385964,6.0,1.4901960784313726,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),3,101,20251219,20251219,16.7,6.04,13.15,-3.55
005490,POSCO홀딩스,KOSPI,1차 철강 제조업,1차 철강 제조업,철강·금속,302500,1168.07,244822.2,302500,296000,310000,317500,67.6,66.5,68.4,↩️ PULL (눌림),⑤ 하락 / 약세,-2.58,13.08,-6.92,-9.81,-17.48,18,0.92,0.26,0.07,1.0,0.2,0.98,0.65,45.0,45.5,-2.55,309015,-2.11,망치형,-1370.2325,-0.1311,1.45,-1.73,296450,1,7.38,1,1,1,0,True,-5.32,-2.73,6.89,5,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), 패턴(망치형)",1.8,8,242.0,0.8550000000000001,5.0,1.1538461538461537,0.0,1,🌪️ 18일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,102,20251219,20251219,16.7,6.04,6.89,-9.81
086280,현대글로비스,KOSPI,기타 운송관련 서비스업,기타 운송관련 서비스업,서비스 기타,178000,185.15,133500.0,178000,167000,191200,204500,67.5,65.0,78.2,↩️ PULL (눌림),⑤ 하락 / 약세,11.04,29.64,6.7,-16.7,-0.92,0,0.96,0.78,0.93,1.0,0.12,0.08,0.67,72.1,75.6,2.59,179896,-1.05,,117.0214,-0.2358,0.65,-0.4,164090,1,19.84,0,0,0,1,True,-2.36,-0.73,0.0,5,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.0,14,249.2,-0.7638095238095237,9.0,1.2,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💰 외국인/기관 수급 집중. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,103,20251219,20251219,16.7,6.04,0.0,-16.7
001440,대한전선,KOSPI,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타,22650,343.54,42230.3,22650,21050,24600,26500,67.4,73.9,82.1,↩️ PULL (눌림),② 상승 후 조정,0.67,36.36,-3.67,25.48,5.8,0,0.97,0.9,1.0,1.0,0.19,0.22,0.72,56.8,59.1,-0.21,23553,-3.84,,-106.0825,-0.1699,0.53,-0.63,25545,-1,12.81,0,0,0,0,True,-5.63,-2.58,42.18,4,,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",2.0,110,249.2,0.4430701754385964,6.0,1.21875,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,104,20251219,20251219,16.7,6.04,42.18,25.48
084370,유진테크,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,73400,191.8,16820.4,73400,68200,79600,85800,67.2,70.5,83.8,🔁 MR (반전),⑤ 하락 / 약세,-5.05,85.12,-10.99,7.41,68.96,0,0.95,0.89,1.0,1.0,0.3,0.08,0.67,33.5,33.4,-4.37,72763,0.87,,-316.7824,0.0896,1.06,-0.35,82220,-1,14.74,0,0,0,0,True,-2.13,-4.68,13.45,3,,"MACD상승, 장기추세(120↑), VWAP상회",2.0,34,249.6,-2.7871929824561406,12.0,1.1923076923076923,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,105,20251219,20251219,16.7,6.04,13.45,7.41
214450,파마리서치,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,기타,381500,456.18,39636.5,381500,354500,414000,446000,67.2,73.9,81.9,🔁 MR (반전),④ 바닥 반등 시도,-17.25,-23.62,-23.19,-42.14,-39.78,0,0.96,0.89,1.0,1.0,0.19,0.33,0.62,41.3,32.7,-5.03,378204,0.87,,1731.1347,0.0694,0.79,-1.45,415050,-1,24.45,0,0,0,0,True,-3.17,-4.98,-36.1,2,,"MACD상승, MACD>Sig, VWAP상회",2.0,6,228.9,0.4430701754385964,6.0,1.2037037037037037,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,106,20251219,20251219,16.7,6.04,-36.1,-42.14
005387,현대차2우B,KOSPI,기타,기타,자동차·모빌리티,208000,272.42,72725.0,208000,198600,222500,236500,67.2,67.1,76.5,↩️ PULL (눌림),② 상승 후 조정,5.69,28.55,1.35,9.74,-2.01,0,1.0,0.73,0.5,1.0,0.24,0.16,0.74,63.5,65.3,2.2,207075,0.45,,-429.3204,-0.1137,1.03,0.08,198630,1,14.93,0,0,0,1,True,-1.19,-3.7,26.44,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, VWAP상회",2.0,12,249.6,-3.611666666666667,13.0,1.5425531914893618,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,107,20251219,20251219,16.7,6.04,26.44,9.74
139480,이마트,KOSPI,종합 소매업,종합 소매업,유통·소비재,85500,258.73,23594.4,85100,82000,91400,97700,67.2,72.2,73.7,🔻 REV (역추세 반등),④ 바닥 반등 시도,6.88,-1.72,2.54,-7.78,-32.28,0,1.0,0.72,0.29,0.89,0.37,0.15,0.65,61.3,68.5,3.45,89387,-4.35,,478.4501,0.0324,1.32,-0.11,82005,1,20.01,0,0,0,1,False,4.01,3.89,8.92,8,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.0,29,246.8,3.7046666666666668,2.0,1.6857142857142857,0.4700352526439483,1,📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,108,20251219,20251219,16.7,6.04,8.92,-7.78
329180,HD현대중공업,KOSPI,선박 및 보트 건조업,선박 및 보트 건조업,조선·기계·설비,521000,901.22,546848.0,521000,484500,565000,609000,67.1,77.0,80.0,↩️ PULL (눌림),⑤ 하락 / 약세,-6.13,23.02,-10.47,-11.02,-7.54,0,0.96,0.89,1.0,1.0,0.1,0.74,0.64,51.5,47.1,-3.65,524537,-0.67,,-4112.0296,-0.3072,0.64,-1.69,579700,-1,15.31,0,0,0,0,True,-9.08,-2.43,5.68,2,,"RSI적정, 장기추세(120↑)",2.0,4,208.4,-2.7871929824561406,12.0,1.2054794520547945,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,109,20251219,20251219,16.7,6.04,5.68,-11.02
241560,두산밥캣,KOSPI,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,59900,81.93,57417.8,59900,55700,66200,72500,67.1,70.9,74.3,↩️ PULL (눌림),⑤ 하락 / 약세,10.31,0.34,5.97,-10.12,-30.22,0,1.0,1.0,1.0,1.0,0.22,0.0,0.67,62.3,52.1,2.14,60898,-1.64,망치형,153.9191,-0.1772,0.59,-1.85,55220,1,14.09,0,0,0,1,True,-3.85,0.17,6.58,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig, 패턴(망치형)",2.0,41,245.6,-2.7871929824561406,12.0,1.5,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,110,20251219,20251219,16.7,6.04,6.58,-10.12
299030,하나기술,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,33450,51.86,2674.3,33350,31000,36850,40350,67.0,70.7,74.3,🔺 Watch (상승 준비),② 상승 후 조정,6.19,38.8,0.25,20.43,22.64,0,1.0,1.0,1.0,0.93,0.32,0.0,0.64,57.5,79.7,3.33,33132,0.96,,-130.9041,-0.441,1.43,-1.0,28945,1,20.54,0,0,0,1,False,-5.51,6.53,26.47,7,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, VWAP상회",2.0,74,246.8,-2.7871929824561406,12.0,1.3877551020408163,0.29985007496251875,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,111,20251219,20251219,16.7,6.04,26.47,20.43
950160,코오롱티슈진,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,74700,250.34,62166.3,74700,69400,81000,87300,66.9,70.6,83.2,↩️ PULL (눌림),② 상승 후 조정,14.92,82.64,8.98,59.59,66.48,0,0.95,0.88,1.0,1.0,0.27,0.14,0.61,27.8,23.9,-3.41,75681,-1.3,,-1900.9175,-0.4979,0.42,-2.0,66620,1,35.92,0,0,0,0,False,-8.0,-6.63,65.63,2,,"정배열(단), 장기추세(120↑)",2.0,33,246.5,0.4430701754385964,6.0,1.1886792452830188,0.0,1,📉 매도세 우위. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,112,20251219,20251219,16.7,6.04,65.63,59.59
448900,한국피아이엠,KOSDAQ,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,49800,283.3,2990.2,49800,46300,54000,58200,66.7,68.7,83.9,↩️ PULL (눌림),② 상승 후 조정,3.86,226.34,-2.08,245.9,210.18,0,0.96,0.88,1.0,1.0,0.3,0.17,0.46,36.1,49.5,-10.9,56483,-11.83,,-1965.2021,-0.7909,0.78,-1.91,42650,1,57.27,0,0,0,0,True,-17.69,-23.5,251.94,2,,"정배열(단), 장기추세(120↑)",2.0,50,249.0,-3.611666666666667,13.0,1.2,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,113,20251219,20251219,16.7,6.04,251.94,245.9
030200,KT,KOSPI,전기 통신업,전기 통신업,IT/전기전자,53800,103.02,135587.7,53400,50800,58700,63900,66.7,68.4,74.8,🔻 REV (역추세 반등),④ 바닥 반등 시도,7.82,2.67,3.48,-10.79,-27.89,0,1.0,0.96,0.6,0.83,0.22,0.0,0.78,67.0,63.3,3.7,53572,0.42,망치형,176.1586,0.0062,0.4,1.32,50835,1,11.03,0,0,0,1,True,2.28,1.32,5.91,8,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회, 패턴(망치형)",1.8,46,245.6,-0.17784313725490195,7.0,1.6333333333333333,0.7490636704119851,1,🧱 구조적 지지선(Swing Low) 근접. 💸 자금 유입 지속. 📈 상승 모멘텀 개선. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,114,20251219,20251219,16.7,6.04,5.91,-10.79
042670,HD현대인프라코어,KOSPI,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,15120,194.88,28554.3,15120,14060,16400,17670,66.6,70.9,82.3,↩️ PULL (눌림),⑤ 하락 / 약세,8.15,20.29,3.81,-25.56,-10.27,0,0.96,0.89,1.0,1.0,0.22,0.09,0.75,57.2,65.5,-1.22,16198,-6.66,,21.8212,-0.4675,0.93,-2.09,17604,-1,22.0,0,0,0,0,True,-10.74,1.34,-8.86,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.0,165,249.5,-2.7871929824561406,12.0,1.2075471698113207,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,115,20251219,20251219,16.7,6.04,-8.86,-25.56
204620,글로벌텍스프리,KOSDAQ,금융 지원 서비스업,금융 지원 서비스업,서비스 기타,5100,101.71,3584.4,5100,4740,5530,5960,66.5,71.7,84.4,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-24.67,-26.51,-30.61,-20.9,-42.67,0,0.95,0.88,1.0,1.0,0.33,0.0,0.86,29.9,19.4,-3.65,4855,5.03,,-6.3062,0.5266,0.76,2.39,5307,-1,55.58,0,0,0,0,False,8.97,7.26,-14.86,1,,"MACD상승, VWAP상회",2.0,490,249.9,-0.7638095238095237,9.0,1.1944444444444444,0.0,-1,💪 매수세 장악(Power Buying). 🚀 단기 모멘텀 가속. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,116,20251219,20251219,16.7,6.04,-14.86,-20.9
036570,엔씨소프트,KOSPI,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,인터넷/플랫폼·게임,194500,218.18,41903.1,194500,180800,211000,227500,66.4,69.9,82.6,↩️ PULL (눌림),④ 바닥 반등 시도,1.67,3.35,-2.67,-35.15,-27.21,0,0.96,0.89,1.0,1.0,0.23,0.11,0.61,41.1,25.6,-4.63,195954,-0.74,,-688.2974,0.0951,0.65,-0.06,215310,-1,14.85,0,0,0,0,True,-0.26,-8.25,-18.45,0,,MACD상승,2.0,12,233.4,-0.9574999999999999,10.0,1.2043795620437956,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,117,20251219,20251219,16.7,6.04,-18.45,-35.15
003670,포스코퓨처엠,KOSPI,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2차전지,191100,1422.9,169976.2,191100,177700,207500,223500,66.2,74.3,79.9,↩️ PULL (눌림),② 상승 후 조정,-0.73,48.25,-5.07,18.54,17.69,0,0.98,0.9,1.0,1.0,0.08,1.0,0.39,37.6,43.7,-8.3,207041,-7.7,,-2731.8072,-0.5767,2.09,-1.89,229970,-1,22.78,0,0,0,0,True,-13.72,-7.23,35.24,3,,"거래량↑, 정배열(단), 장기추세(120↑)",2.0,13,248.4,-7.496666666666666,16.0,1.2238805970149254,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,118,20251219,20251219,16.7,6.04,35.24,18.54
000150,두산,KOSPI,기타 금융업,기타 금융업,금융,760000,2050.01,123073.1,760000,706000,824000,888000,66.2,77.0,78.3,↩️ PULL (눌림),② 상승 후 조정,-11.11,15.33,-15.45,10.82,-15.23,0,0.95,0.88,1.0,1.0,0.04,1.0,0.31,39.9,27.0,-11.2,794759,-4.37,,-15328.373,-0.2408,2.15,-2.3,880600,-1,19.19,0,0,0,0,True,-12.84,-18.1,27.52,3,,"거래량↑, 정배열(단), 장기추세(120↑)",2.0,3,228.0,1.6223684210526317,4.0,1.1851851851851851,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,119,20251219,20251219,16.7,6.04,27.52,10.82
388720,유일로보틱스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,86800,143.76,10152.8,86800,83000,92500,98100,66.2,64.2,76.2,↩️ PULL (눌림),② 상승 후 조정,16.04,11.42,10.1,6.98,-4.74,0,1.0,0.69,0.47,1.0,0.27,0.04,0.7,55.6,66.8,1.79,92475,-6.14,망치형,-164.248,-0.6426,0.71,-1.09,83060,1,36.53,0,0,0,1,False,-12.68,3.83,13.02,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, 패턴(망치형)",2.0,28,243.0,-2.7871929824561406,12.0,1.5,0.0,1,📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,120,20251219,20251219,16.7,6.04,13.02,6.98
035900,JYP Ent.,KOSDAQ,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,미디어·콘텐츠,70200,256.94,24943.8,69700,66600,74400,79100,66.2,71.6,72.2,🔻 REV (역추세 반등),④ 바닥 반등 시도,5.88,-4.1,-0.06,-16.04,-20.26,0,0.93,0.63,0.48,0.84,0.4,0.14,0.73,60.7,65.6,3.71,69445,1.09,,605.2128,0.0662,1.41,0.76,65615,1,11.29,0,0,0,1,True,2.93,2.63,-10.0,6,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 자금유입, MACD>Sig, VWAP상회",1.8,35,243.9,3.972857142857143,1.0,1.1666666666666667,0.7173601147776184,1,🧱 구조적 지지선(Swing Low) 근접. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,121,20251219,20251219,16.7,6.04,-10.0,-16.04
161580,필옵틱스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,43200,131.63,10110.0,43200,41350,46000,48750,66.1,64.1,76.2,↩️ PULL (눌림),② 상승 후 조정,12.94,10.2,7.0,12.97,-5.96,0,1.0,0.68,0.44,1.0,0.28,0.03,0.73,56.7,61.6,1.1,45232,-4.49,,81.8617,-0.3085,0.79,-0.03,41360,1,22.31,0,0,0,1,False,-5.05,4.6,19.01,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.0,57,246.2,-2.7871929824561406,12.0,1.5135135135135136,0.0,1,📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,122,20251219,20251219,16.7,6.04,19.01,12.97
029780,삼성카드,KOSPI,기타 금융업,기타 금융업,금융,54600,74.81,63259.0,54600,52500,57800,60900,66.0,64.2,66.8,↩️ PULL (눌림),⑤ 하락 / 약세,1.87,10.86,-2.47,-10.68,-19.7,10,1.0,0.61,0.33,1.0,0.2,0.0,0.72,49.6,62.8,-0.16,55334,-1.33,,-99.8864,-0.0605,1.47,-1.99,52510,1,6.79,1,1,1,0,True,-4.71,0.74,6.02,6,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입",1.8,45,245.7,1.6223684210526317,4.0,1.5238095238095237,0.0,1,🌪️ 10일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,123,20251219,20251219,16.7,6.04,6.02,-10.68
006400,삼성SDI,KOSPI,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2차전지,279500,1897.18,225236.6,279500,259500,303000,326500,65.9,74.2,79.3,↩️ PULL (눌림),② 상승 후 조정,-3.12,60.08,-7.46,20.98,29.52,0,0.94,0.88,1.0,1.0,0.09,1.0,0.5,37.4,36.9,-6.79,286795,-2.54,망치형,-4207.3759,-0.2845,1.69,-2.13,307650,-1,15.3,0,0,0,0,True,-9.25,-9.11,37.68,4,,"거래량↑, 정배열(단), 장기추세(120↑), 패턴(망치형)",2.0,8,223.6,-7.496666666666666,16.0,1.175,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,124,20251219,20251219,16.7,6.04,37.68,20.98
192820,코스맥스,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,168700,85.2,19146.6,168700,158100,181500,194200,65.9,69.4,72.8,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-3.1,-38.21,-7.44,-44.76,-68.77,0,0.96,0.8,0.94,1.0,0.32,0.0,0.84,61.6,57.3,2.53,168033,0.4,,2061.3028,0.085,0.87,0.98,172970,-1,6.8,1,0,0,1,False,3.12,2.12,-28.06,4,,"RSI적정, MACD상승, 20선근접, MACD>Sig, VWAP상회",1.8,14,236.2,-0.42531250000000004,8.0,1.2075471698113207,0.0,-1,🔇 변동성 축소 (BW 6.8%). 🚀 단기 모멘텀 가속. ,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,125,20251219,20251219,16.7,6.04,-28.06,-44.76
032830,삼성생명,KOSPI,보험업,보험업,금융,155000,283.21,310000.0,155000,147600,163900,172700,65.8,66.3,74.4,↩️ PULL (눌림),⑤ 하락 / 약세,5.87,23.51,1.53,-15.66,-7.05,0,0.96,0.6,0.58,1.0,0.2,0.17,0.73,52.3,63.2,0.92,152727,1.49,,-53.6286,-0.03,0.71,-0.24,163160,-1,8.61,1,0,0,1,True,-0.32,-2.02,1.04,5,★,"RSI적정, 20선근접, 장기추세(120↑), 자금유입, VWAP상회",1.8,16,248.0,1.6223684210526317,4.0,1.2027027027027026,0.0,-1,🔇 변동성 축소 (BW 8.6%). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,126,20251219,20251219,16.7,6.04,1.04,-15.66
