종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,NEWS_SCORE,NEWS_REASON,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%,오늘종가,전일추천매수가,전일→오늘_수익률%,검증기준일,비교대상추천일
332570,PS일렉트로닉스,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,5200,101.51,2277.1,5200,4835,5930,6660,76.2,69.7,73.3,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,17.25,61.49,12.93,-26.55,44.71,1,0.79,0.81,1.0,1.0,0.27,0.0,0.7,51.9,62.5,1.98,5176,0.45,,17.0063,-0.0122,1.33,-0.05,4517,1,15.84,0,1,1,1,False,1.36,2.36,-20.25,9,★,"HMA추세↑, HMA돌파, RSI적정, 20선근접, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",1.8,480,249.6,5121,▲,O,X,5.096923076923077,15.871153846153844,4.0,2.0,0.0,1,🌪️ 에너지 응축 시작 (1일차). 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,21,20251224,20251224,18.33,6.3,-20.25,-26.55,5670,5200,9.03846153846153,20251226,20251224
460940,피앤에스로보틱스,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,11690,67.06,1535.1,11690,10870,14050,16410,75.9,74.2,79.2,0.0,,↩️ PULL (눌림),② 상승 후 조정,-3.87,50.16,-8.19,46.81,33.38,7,1.0,1.0,1.0,1.0,0.26,0.0,0.56,39.8,66.6,-5.01,12201,-4.2,,-179.6607,-0.1168,0.29,-1.01,9961,1,18.74,0,1,1,0,True,-5.95,1.56,53.11,5,★,"OBV매집, 정배열(단), 장기추세(120↑), 자금유입",1.8,213,249.0,12219,▼,X,O,3.1292857142857144,21.218367346938777,3.0,2.8780487804878048,0.0,1,🌪️ 7일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. 📉 과매도 기술적 반등 기대.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),2,22,20251224,20251224,18.33,6.3,53.11,46.81,11410,11690,-2.39520958083832,20251226,20251224
082740,한화엔진,KOSPI,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,44700,1332.79,37300.9,44700,40200,55500,66200,75.8,84.8,82.4,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,2.05,59.64,-1.68,-16.97,26.66,0,0.94,1.0,0.35,1.0,0.5,1.0,0.43,55.4,64.2,2.75,44171,1.2,,160.3185,0.2572,2.81,-0.51,46545,-1,15.68,0,0,0,1,False,7.45,-1.76,1.36,9,★,"HMA추세↑, RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,44,196.7,42715,▲,O,X,7.873818181818182,19.66090909090909,2.0,2.4,0.0,-1,📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속.  (매수 유효),56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,23,20251224,20251224,18.33,6.3,1.36,-16.97,42900,44700,-4.026845637583898,20251226,20251224
064350,현대로템,KOSPI,철도장비 제조업,철도장비 제조업,기타,183600,757.62,200385.2,183600,170700,209500,235500,75.8,86.8,81.4,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,2.34,-8.66,-1.39,-37.8,-41.64,0,0.79,0.81,1.0,1.0,0.37,0.73,0.71,55.6,60.9,1.52,182356,0.68,,1542.2939,0.103,0.7,-0.04,170330,1,14.06,0,0,0,1,True,1.89,-1.82,-19.47,8,★,"HMA추세↑, OBV매집, RSI적정, MACD상승, 20선근접, 자금유입, MACD>Sig, VWAP상회",2.0,13,238.7,181829,▲,O,O,3.1292857142857144,21.218367346938777,3.0,2.007751937984496,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간. (매수 유효),56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,24,20251224,20251224,18.33,6.3,-19.47,-37.8,179800,183600,-2.0697167755991286,20251226,20251224
290690,소룩스,KOSDAQ,전구 및 조명장치 제조업,전구 및 조명장치 제조업,기타,4600,197.57,2242.7,4600,4275,5530,6450,75.0,79.0,84.1,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,7.6,-2.44,3.28,-15.21,-19.22,0,1.0,1.0,1.0,1.0,0.21,0.11,0.75,51.1,67.7,1.65,4403,4.46,,-31.8109,-0.1498,1.51,0.66,5822,-1,35.33,0,0,0,1,False,4.55,-0.43,-8.91,6,★,"HMA돌파, RSI적정, 20선근접, 거래량↑, 정배열(단), 자금유입, VWAP상회",2.0,543,249.8,4523,▼,O,X,3.1292857142857144,21.218367346938777,3.0,2.8615384615384616,0.0,-1,💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,25,20251224,20251224,18.33,6.3,-8.91,-15.21,4775,4600,3.8043478260869623,20251226,20251224
108490,로보티즈,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,268000,1312.65,39047.8,268000,249000,316500,364500,74.8,89.8,87.1,0.0,,↩️ PULL (눌림),② 상승 후 조정,32.67,292.03,28.35,74.64,275.25,0,1.0,1.0,1.0,1.0,0.36,1.0,0.66,41.3,65.6,-1.98,276471,-3.06,,-4000.4228,-0.2729,0.43,-0.39,226350,1,37.42,0,0,0,0,True,-3.07,-5.63,80.94,3,,"정배열(단), 장기추세(120↑), 자금유입",2.0,9,241.2,284623,▼,X,X,7.873818181818182,19.66090909090909,2.0,2.5526315789473686,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간. (매수 유효),56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),2,26,20251224,20251224,18.33,6.3,80.94,74.64,268500,268000,0.1865671641791078,20251226,20251224
308080,바이젠셀,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,10480,105.19,2148.3,10480,9740,15370,20300,74.2,82.2,90.0,0.0,,↩️ PULL (눌림),② 상승 후 조정,130.08,262.0,125.76,159.02,245.22,0,1.0,1.0,1.0,1.0,0.5,0.0,0.62,55.0,64.9,-1.97,11284,-7.13,,-392.8831,-1.0139,0.2,-0.48,7122,1,107.35,0,0,0,0,True,-12.52,-33.67,165.32,4,,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입",2.0,238,249.4,11818,▼,X,X,3.1292857142857144,21.218367346938777,3.0,6.608108108108108,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간. (매수 유효),56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),2,27,20251224,20251224,18.33,6.3,165.32,159.02,9880,10480,-5.72519083969466,20251226,20251224
067310,하나마이크론,KOSDAQ,반도체 제조업,반도체 제조업,반도체,24050,174.3,15963.9,24050,22350,26650,29250,74.2,67.7,79.8,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-0.21,101.76,-4.53,6.61,84.98,17,0.6,0.62,1.0,1.0,0.37,0.08,0.66,48.3,50.7,-2.69,24574,-2.14,,-13.2093,0.133,0.54,-0.37,27055,-1,12.06,0,1,1,0,False,-1.64,-4.75,12.91,4,,"HMA추세↑, RSI적정, MACD상승, 장기추세(120↑)",1.8,103,247.7,24010,▲,O,X,0.8836363636363637,13.122727272727271,6.0,1.5294117647058822,0.0,-1,🌪️ 17일 연속 응축 중! 폭발 임박. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,28,20251224,20251224,18.33,6.3,12.91,6.61,25100,24050,4.365904365904361,20251226,20251224
009520,포스코엠텍,KOSDAQ,1차 철강 제조업,1차 철강 제조업,철강·금속,16250,116.67,6766.9,16250,15110,18530,20800,73.8,77.3,83.0,0.0,,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,4.77,40.09,0.45,10.52,23.31,0,0.79,0.81,1.0,1.0,0.45,0.02,0.78,52.6,73.0,1.51,16065,1.15,,-15.3639,0.1494,1.38,0.65,15001,1,10.57,0,0,0,1,False,3.97,1.12,16.82,9,★,"HMA추세↑, RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, VWAP상회",1.8,153,248.6,15790,▲,O,X,3.494,15.274,5.0,2.0,0.0,1,💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),1,29,20251224,20251224,18.33,6.3,16.82,10.52,15880,16250,-2.2769230769230764,20251226,20251224
000250,삼천당제약,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,217500,478.75,51020.0,217500,202000,243500,269500,73.0,69.4,76.7,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,4.57,50.62,0.25,-14.33,33.84,1,0.66,0.69,1.0,1.0,0.13,0.42,0.66,47.1,50.0,-3.56,229760,-5.34,,-729.8711,-0.1417,1.35,-0.8,200850,1,15.53,0,1,1,0,True,-4.81,-9.19,-8.03,4,,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑)",1.8,11,239.2,231672,▼,X,X,-1.529,5.243,12.0,1.6774193548387095,0.0,1,🌪️ 에너지 응축 시작 (1일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,30,20251224,20251224,18.33,6.3,-8.03,-14.33,221000,217500,1.6091954022988464,20251226,20251224
