시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2,RR1,Now%,LDY_SCORE,ROUTE,AI_COMMENT,기준일,시총기준일
KOSPI,포스코DX,022100,기타,26400,101.38,40137.2,,40.4,3.22,59.6098,56.30806,0.66,4.55,7.1,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",26350,24500,28550,30950,1.1891891891891893,0.18975332068311196,61.1,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSDAQ,코미코,183300,기타,89600,72.67,9372.8,,40.4,-4.56,33.3435,392.2978,0.6,2.17,1.13,3,,"MACD상승, 장기추세(120↑), MACD>Sig",89600,83300,97100,105300,1.1904761904761905,0.0,61.1,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSDAQ,파마리서치,214450,기타,412500,407.87,42857.3,,43.4,-7.7,723.0283,-216.13819,0.51,-1.79,-7.72,0,,MACD>Sig,412500,383500,447000,484500,1.1896551724137931,0.0,61.0,↩️ PULL (눌림),📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251203,20251203
KOSPI,BNK금융지주,138930,기타,15600,166.15,49050.3,,45.8,3.11,48.1519,13.24691,1.15,2.63,5.05,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",15580,14790,16530,17560,1.2025316455696202,0.12836970474967907,60.8,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSPI,한미약품,128940,기타,434000,312.37,55599.7,,32.1,-4.29,-6543.485,-391.55991,0.54,-4.72,-3.56,2,,"정배열(단), 장기추세(120↑)",434000,403500,470500,510000,1.1967213114754098,0.0,60.7,🔁 MR (반전),특이사항 없음. 기술적 지표를 참고하세요.,20251203,20251203
KOSPI,OCI홀딩스,010060,기타,103300,62.56,19286.3,,25.2,-4.53,-1155.472,287.53686,0.52,1.18,-2.27,3,,"MACD상승, 정배열(단), 장기추세(120↑)",103300,96100,112000,121400,1.2083333333333333,0.0,60.7,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSDAQ,피에스케이,319660,기타,32500,84.53,9414.2,,51.9,-3.0,-148.5947,190.44105,0.69,10.36,-0.91,3,,"MACD상승, 정배열(단), 장기추세(120↑)",32500,30200,35250,38200,1.1956521739130435,0.0,60.6,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSDAQ,보성파워텍,006910,기타,5400,115.65,2653.0,,58.3,4.65,9.0983,14.71118,1.16,2.66,7.36,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",5320,4945,5760,6250,1.1733333333333333,1.5037593984962405,60.5,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSDAQ,필옵틱스,161580,기타,42200,77.24,9876.0,,44.1,-2.71,-251.7089,140.44133,0.42,4.33,6.7,3,,"MACD상승, 정배열(단), 장기추세(120↑)",42200,39250,45750,49600,1.2033898305084745,0.0,60.5,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,현대건설,000720,기타,70500,2548.57,78505.8,,68.0,11.26,636.8453,325.28646,2.78,7.63,16.34,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",65300,60700,72100,79000,1.4782608695652173,7.9632465543644715,60.4,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
KOSDAQ,RFHIC,218410,기타,30050,54.32,7964.3,,38.2,1.57,42.1935,197.9881,0.73,14.26,6.75,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",30050,27950,32550,35300,1.1904761904761905,0.0,60.4,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,카카오뱅크,323410,서비스업,21950,142.53,104699.4,,53.4,1.14,111.2225,14.12176,0.73,-0.23,2.81,2,,"MACD상승, 20선근접, MACD>Sig",21950,20800,23350,24800,1.2173913043478262,0.0,60.3,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSDAQ,코세스,089890,기타,27300,67.43,4527.7,,25.8,-5.24,-528.9176,62.68464,0.95,4.6,-3.53,3,,"MACD상승, 정배열(단), 장기추세(120↑)",27300,25400,29600,32100,1.2105263157894737,0.0,60.2,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251203,20251203
KOSPI,한온시스템,018880,기타,3690,92.14,25046.3,,50.1,-2.67,-27.4505,5.73598,0.78,-0.81,3.22,3,,"MACD상승, 정배열(단), 장기추세(120↑)",3690,3430,4000,4335,1.1923076923076923,0.0,60.1,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSPI,롯데케미칼,011170,기타,74500,78.76,31867.7,,54.6,-3.33,-914.9147,118.41078,0.49,-1.46,-6.52,3,,"MACD상승, 정배열(단), 장기추세(120↑)",74500,69300,80800,87500,1.2115384615384615,0.0,60.1,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSDAQ,와이지엔터테인먼트,122870,기타,62900,52.6,11756.7,,48.2,-1.43,1236.6102,83.635,0.28,3.45,2.95,1,,"MACD상승, MACD>Sig",62900,58500,68200,73900,1.2045454545454546,0.0,60.1,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSDAQ,다날,064260,기타,6820,75.3,5093.8,,50.9,-0.88,93.0268,4.56229,0.54,1.19,3.65,2,,"MACD상승, 20선근접, MACD>Sig",6820,6340,7390,8010,1.1875,0.0,60.0,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,F&F,383220,기타,74500,71.58,28538.8,,50.6,3.57,-123.2501,59.92102,0.76,3.76,1.36,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",74100,68900,80300,87100,1.1923076923076923,0.5398110661268556,59.9,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSDAQ,툴젠,199800,기타,58500,55.69,5246.4,,54.3,-8.89,-1566.7856,290.10192,1.15,1.74,-9.02,3,,"MACD상승, 정배열(단), 장기추세(120↑)",58500,54400,63400,68700,1.1951219512195121,0.0,59.9,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251203,20251203
KOSPI,한화투자증권,003530,기타,4900,69.06,10512.8,,31.9,-2.8,-1.5658,7.44314,0.76,-2.97,1.45,0,,MACD상승,4900,4555,5310,5760,1.1884057971014492,0.0,59.8,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSPI,대한해운,005880,기타,1902,164.22,6138.7,,77.1,7.18,16.4087,6.18794,2.8,8.5,12.34,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",1828,1700,2020,2210,1.5,4.048140043763676,59.7,🔼 BRK (돌파),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
KOSDAQ,나이벡,138610,기타,39550,148.38,4493.7,,54.8,2.72,192.3171,-56.732,1.85,8.21,6.46,5,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",39550,36800,42850,46450,1.2,0.0,59.7,↩️ PULL (눌림),특이사항 없음. 기술적 지표를 참고하세요.,20251203,20251203
KOSPI,현대글로비스,086280,운수창고,169900,145.51,127425.0,,43.9,3.67,986.0821,294.55051,0.66,5.27,5.07,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",168800,160300,179000,190000,1.2,0.6516587677725119,59.7,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,한국카본,017960,기타,27700,62.48,14378.6,,24.5,-4.56,46.4256,88.78219,0.45,-0.54,1.09,1,,"MACD상승, MACD>Sig",27700,25750,30050,32550,1.205128205128205,0.0,59.6,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSPI,LG유플러스,032640,기타,15240,109.03,65505.8,,48.4,-1.53,-58.2075,6.87342,0.73,-0.33,-2.56,3,,"MACD상승, 정배열(단), 장기추세(120↑)",15240,14430,16220,17270,1.2098765432098766,0.0,59.5,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,코웨이,021240,기타,86400,178.42,62129.5,,48.8,-2.43,176.2015,-83.17679,0.89,-3.68,-1.37,0,,MACD>Sig,86400,80500,93500,101200,1.2033898305084745,0.0,59.4,🔁 MR (반전),특이사항 없음. 기술적 지표를 참고하세요.,20251203,20251203
KOSPI,코스맥스,192820,기타,163500,59.4,18556.4,,58.1,-1.84,1508.3235,119.13085,0.29,0.25,0.86,1,,"MACD상승, MACD>Sig",163500,152300,176900,191400,1.1964285714285714,0.0,59.4,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSDAQ,실리콘투,257720,기타,43900,155.47,26854.5,,72.4,-0.37,-53.0027,-69.06616,0.34,-1.68,-5.59,1,,"20선근접, 자금유입(MFI)",43900,40850,47600,51600,1.2131147540983607,0.0,59.1,↩️ PULL (눌림),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,삼성E&A,028050,기타,26000,113.2,50960.0,,56.7,0.95,97.2491,33.96553,0.79,1.56,1.56,2,,"MACD상승, 20선근접, MACD>Sig",26000,24650,27600,29400,1.1851851851851851,0.0,59.0,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSDAQ,강원에너지,114190,기타,15320,64.6,4002.0,,53.1,-4.46,-232.5645,61.41726,0.3,1.59,-3.34,3,,"MACD상승, 정배열(단), 장기추세(120↑)",15320,14250,16610,18000,1.205607476635514,0.0,59.0,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSPI,롯데지주,004990,기타,27850,69.69,29217.2,,22.3,-7.32,-429.8048,84.62593,0.56,0.36,-9.43,1,,"MACD상승, 정배열(단)",27850,25900,30200,32700,1.205128205128205,0.0,58.9,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251203,20251203
KOSPI,SK오션플랜트,100090,기타,18170,62.46,11352.3,,22.7,-5.45,-0.3004,13.99168,0.51,-2.83,-4.97,0,,MACD상승,18170,16900,19700,21350,1.204724409448819,0.0,58.9,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251203,20251203
KOSDAQ,한스바이오메드,042520,기타,29250,94.55,3956.5,,47.8,-6.05,-846.6047,20.12659,0.57,1.39,-14.97,3,,"MACD상승, 정배열(단), 장기추세(120↑)",29250,27200,31700,34350,1.1951219512195121,0.0,58.7,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251203,20251203
KOSPI,후성,093370,기타,8250,56.77,8848.6,,40.5,-3.36,-102.2144,20.62249,0.24,6.18,0.98,3,,"MACD상승, 정배열(단), 장기추세(120↑)",8250,7670,8940,9690,1.1896551724137931,0.0,58.7,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSPI,세진중공업,075580,기타,17730,66.72,10079.4,,62.7,-6.04,-106.2646,40.76189,0.41,-3.27,-5.54,3,,"MACD상승, 장기추세(120↑), 자금유입(MFI)",17730,16490,19220,20850,1.2016129032258065,0.0,58.6,↩️ PULL (눌림),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251203,20251203
KOSDAQ,파크시스템스,140860,기타,225500,110.2,15774.6,,48.6,-3.82,-554.6682,-353.45262,1.05,-1.96,-7.01,-1,,,225500,209500,244500,265000,1.1875,0.0,58.4,↩️ PULL (눌림),특이사항 없음. 기술적 지표를 참고하세요.,20251203,20251203
KOSPI,삼성물산,028260,유통업,245500,2290.87,417292.4,,59.0,9.66,757.4288,1159.48065,2.65,4.03,15.26,5,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",230500,214500,250000,271000,1.21875,6.507592190889371,58.3,🔼 BRK (돌파),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
KOSDAQ,샘씨엔에스,252990,기타,7350,52.45,4291.5,,56.3,4.0,31.9824,8.85717,0.63,5.0,6.99,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",7280,6770,7890,8550,1.196078431372549,0.9615384615384616,58.3,🔼 BRK (돌파),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSDAQ,휴젤,145020,기타,229000,106.83,28176.2,,45.8,1.18,2852.896,-52.5234,0.63,4.33,1.55,1,,"20선근접, MACD>Sig",229000,213000,248000,269000,1.1875,0.0,58.2,↩️ PULL (눌림),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSDAQ,네이처셀,007390,기타,22800,64.97,14691.2,,36.3,-7.69,-358.7258,74.69641,0.49,8.06,-16.79,1,,"MACD상승, 정배열(단)",22800,21200,24700,26800,1.1875,0.0,58.2,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251203,20251203
KOSPI,현대차우,005385,기타,193900,124.73,45258.1,,30.8,-1.18,-1324.4156,231.18297,0.62,-1.62,-1.12,3,,"MACD상승, 정배열(단), 장기추세(120↑)",193900,185000,204500,216000,1.1910112359550562,0.0,58.1,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,현대차2우B,005387,기타,196900,113.83,68844.0,,33.3,-1.12,-1331.6187,231.51019,0.48,-1.5,-2.04,3,,"MACD상승, 정배열(단), 장기추세(120↑)",196900,187600,208000,220000,1.1935483870967742,0.0,58.1,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,씨에스윈드,112610,기타,42600,58.1,17965.0,,37.5,1.45,113.8243,120.54082,0.86,3.15,4.67,2,,"MACD상승, 20선근접, MACD>Sig",42600,40100,45600,48900,1.2,0.0,58.0,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,NH투자증권,005940,기타,21200,102.37,75545.0,,47.4,0.79,-23.0771,27.55572,0.6,0.95,1.19,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",21200,19970,22650,24250,1.1788617886178863,0.0,57.8,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,현대백화점,069960,기타,98100,127.31,22198.9,,68.4,5.9,357.2467,116.78071,0.96,8.64,6.05,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",95400,88700,103400,112100,1.1940298507462686,2.8301886792452833,57.6,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
KOSDAQ,글로벌텍스프리,204620,기타,4830,396.87,3394.7,,47.6,-18.59,-143.6371,-66.29244,2.4,-24.65,-18.82,1,,"거래량↑, 정배열(단)",4830,4490,5240,5680,1.2058823529411764,0.0,57.5,🔁 MR (반전),📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251203,20251203
KOSDAQ,엔켐,348370,기타,73600,101.1,16020.8,,32.9,2.24,1089.9355,251.8635,0.49,20.07,16.64,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",73600,68400,79800,86500,1.1923076923076923,0.0,57.5,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSDAQ,에스앤에스텍,101490,기타,52800,67.04,11264.8,,59.8,4.48,745.5351,161.53737,0.59,10.0,15.54,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",52100,48400,56400,61200,1.162162162162162,1.3435700575815739,57.5,🔼 BRK (돌파),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSDAQ,와이바이오로직스,338840,기타,24700,157.66,3692.4,,46.0,5.11,-89.4196,13.24396,1.12,12.02,6.47,3,,"MACD상승, 정배열(단), 장기추세(120↑)",24200,22500,26250,28450,1.2058823529411764,2.066115702479339,57.4,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
KOSDAQ,JYP Ent.,035900,기타,68600,102.53,24375.3,,35.8,-0.08,315.7578,153.94897,0.42,6.52,3.0,2,,"MACD상승, 20선근접, MACD>Sig",68600,64700,73300,78400,1.205128205128205,0.0,57.1,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,CJ제일제당,097950,기타,213500,138.57,32140.7,,17.4,-2.84,-623.7069,476.59544,1.12,0.71,-2.95,0,,MACD상승,213500,205500,223000,233500,1.1875,0.0,57.0,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,HMM,011200,운수창고,20150,183.79,190062.5,,57.0,3.38,178.513,32.28395,0.78,6.0,5.77,2,,"MACD상승, 20선근접, MACD>Sig",20100,19080,21250,22550,1.1274509803921569,0.24875621890547264,56.9,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSDAQ,HK이노엔,195940,기타,52900,84.9,14986.5,,59.2,4.57,227.0827,39.62258,0.61,4.55,5.59,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",52100,48450,56500,61200,1.2054794520547945,1.5355086372360844,56.7,🔼 BRK (돌파),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSPI,현대제철,004020,기타,30400,75.04,40567.5,,38.2,-1.17,86.7411,33.17626,0.7,0.5,0.33,1,,"MACD상승, MACD>Sig",30400,28650,32500,34800,1.2,0.0,56.7,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSDAQ,젬백스,082270,기타,30400,185.7,12886.7,,13.0,-19.87,-554.8714,-1.12596,1.1,-12.64,-20.94,-1,,,30400,28250,32950,35700,1.186046511627907,0.0,56.4,🔁 MR (반전),📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251203,20251203
KOSPI,아모레퍼시픽,090430,화학,125200,115.73,73232.9,,57.3,-1.18,-610.9252,-13.23171,0.28,-1.8,-1.96,0,,정배열(단),125200,117100,134900,145500,1.1975308641975309,0.0,56.2,↩️ PULL (눌림),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,대한항공,003490,운수창고,22400,230.31,82481.4,,43.5,2.95,129.3595,30.41662,1.07,3.23,5.16,2,,"MACD상승, 20선근접, MACD>Sig",22400,21600,23350,24400,1.1875,0.0,55.9,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSDAQ,에이프릴바이오,397030,기타,39050,214.22,9062.9,,57.4,4.2,-61.5227,-92.87661,0.45,0.26,1.43,3,,"20선근접, 정배열(단), 장기추세(120↑)",38600,35900,41850,45350,1.2037037037037037,1.16580310880829,55.5,↩️ PULL (눌림),특이사항 없음. 기술적 지표를 참고하세요.,20251203,20251203
KOSDAQ,유진로봇,056080,기타,12440,65.88,4666.5,,63.7,5.09,96.8036,22.7494,0.98,10.48,6.42,4,★,"MACD상승, 장기추세(120↑), 자금유입(MFI), MACD>Sig",12190,11340,13220,14330,1.2117647058823529,2.0508613617719442,55.5,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
KOSPI,신풍제약,019170,기타,15050,54.08,7974.2,,56.1,5.08,56.2908,21.61764,0.75,1.96,11.23,4,★,"MACD상승, 정배열(단), 장기추세(120↑), MACD>Sig",14750,13720,15990,17330,1.203883495145631,2.0338983050847457,55.4,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
KOSPI,한국가스공사,036460,기타,41700,58.52,38494.5,,49.9,0.74,26.7538,34.98688,0.63,1.71,3.22,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",41700,39800,44000,46500,1.2105263157894737,0.0,55.1,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,SK텔레콤,017670,통신업,53900,303.26,115771.8,,67.6,0.47,46.7098,23.08568,0.61,-0.37,0.94,3,,"MACD상승, 20선근접, 자금유입(MFI), MACD>Sig",53900,52300,55800,57900,1.1875,0.0,55.0,↩️ PULL (눌림),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,iM금융지주,139130,기타,14540,63.58,23562.7,,42.9,2.09,27.0498,0.77187,0.93,0.62,3.12,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",14540,13890,15320,16160,1.2,0.0,54.6,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSPI,KT&G,033780,금융업,144700,240.04,170712.2,,60.3,1.86,100.7817,-42.45526,0.52,1.47,-0.07,5,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",144700,138200,152500,160900,1.2,0.0,54.2,↩️ PULL (눌림),💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,롯데관광개발,032350,기타,22400,594.74,17816.8,,73.6,11.96,56.4453,125.19742,1.51,10.34,15.23,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",20600,19160,22750,24950,1.4930555555555556,8.737864077669903,54.1,🔼 BRK (돌파),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
KOSPI,달바글로벌,483650,기타,129700,83.57,16010.1,,60.4,0.5,1083.8503,-122.31385,0.38,0.39,-2.7,2,,"20선근접, 자금유입(MFI), MACD>Sig",129700,120600,140600,152400,1.1978021978021978,0.0,54.1,↩️ PULL (눌림),💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,SK바이오팜,326030,기타,135500,180.18,106114.5,,66.6,5.07,166.6081,-273.38614,0.37,-3.7,7.88,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",132800,123500,144000,156100,1.2043010752688172,2.033132530120482,54.0,🔺 Watch (상승 준비),💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
KOSDAQ,에스엠,041510,기타,105300,84.94,24108.1,,63.6,2.53,1543.9216,-55.96732,0.49,6.26,3.95,2,,"20선근접, 자금유입(MFI), MACD>Sig",105300,97900,114100,123700,1.1891891891891893,0.0,53.8,↩️ PULL (눌림),💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251203,20251203
KOSPI,LG생활건강,051900,기타,276500,84.61,42311.3,,23.3,-3.61,-1658.025,108.47796,0.46,-3.15,-3.32,0,,MACD상승,276500,263000,293000,311000,1.2222222222222223,0.0,53.8,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,농심,004370,기타,434500,81.31,26429.1,,71.0,-2.06,-2272.1674,-381.65625,0.44,-2.91,-7.36,2,,"장기추세(120↑), 자금유입(MFI)",434500,404000,471000,511000,1.1967213114754098,0.0,53.8,🔁 MR (반전),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,20251203,20251203
KOSDAQ,아이티센글로벌,124500,기타,20450,57.53,4745.3,,32.7,-1.92,-64.9693,-34.33828,0.48,-4.22,3.39,2,,"정배열(단), 장기추세(120↑)",20450,19020,22150,24050,1.1888111888111887,0.0,53.8,🔁 MR (반전),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,크래프톤,259960,서비스업,252000,112.64,119453.0,,29.4,-2.96,633.5478,-17.56491,0.53,-3.08,-2.14,0,,MACD>Sig,252000,238500,268500,286000,1.2222222222222223,0.0,53.5,🔁 MR (반전),특이사항 없음. 기술적 지표를 참고하세요.,20251203,20251203
KOSPI,현대해상,001450,기타,30600,100.86,27356.4,,49.2,5.25,212.6746,10.18586,0.65,2.86,8.7,4,★,"MACD상승, 정배열(단), 장기추세(120↑), MACD>Sig",29950,27950,32350,34900,1.2,2.1702838063439067,53.5,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
