시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2,RR1,Now%,LDY_SCORE,ROUTE,AI_COMMENT,기준일,시총기준일
KOSPI,한전기술,052690,기타,95200,194.55,36385.4,,50.4,3.49,247.131,355.33438,1.32,0.85,6.97,5,★,"MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",94700,88100,102700,111300,1.2121212121212122,0.5279831045406547,67.6,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSDAQ,제주반도체,080220,기타,19750,152.43,6802.5,,59.8,2.74,74.1872,75.26079,1.23,5.56,10.64,5,★,"MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",19750,18370,21400,23200,1.1956521739130435,0.0,67.3,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSDAQ,지엔씨에너지,119850,기타,33750,283.03,5551.5,,46.9,3.41,217.4968,281.12823,1.55,12.88,13.83,5,★,"MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",33600,31250,36450,39500,1.2127659574468086,0.4464285714285714,67.2,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,코스모신소재,005070,기타,51500,145.31,16743.0,,43.0,2.58,219.2062,134.29587,0.69,8.65,7.97,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",51500,47900,55800,60500,1.1944444444444444,0.0,67.2,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,두산로보틱스,454910,기타,76700,142.69,49716.9,,49.7,1.77,-8.3638,181.33757,0.67,6.53,4.35,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",76700,71300,83100,90100,1.1851851851851851,0.0,67.2,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSDAQ,켐트로닉스,089010,기타,31850,134.09,5204.1,,47.6,2.25,146.864,144.08611,0.52,10.02,10.78,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",31850,29600,34550,37400,1.2,0.0,67.2,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSDAQ,대주전자재료,078600,기타,76000,54.94,11765.3,,60.8,3.44,367.0589,134.02035,0.81,6.74,3.97,6,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",75700,70400,83600,91600,1.490566037735849,0.3963011889035667,67.1,🔺 Watch (관찰·돌파예상),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,두산우,000155,기타,545000,114.2,21780.7,,35.0,-2.64,-10078.2576,2259.23568,0.51,3.02,-3.02,3,,"MACD상승, 정배열(단), 장기추세(120↑)",545000,507000,591000,640000,1.2105263157894737,0.0,66.9,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,LG씨엔에스,064400,기타,58800,406.2,56968.9,,48.9,2.47,426.7159,80.75308,0.87,1.38,4.26,2,,"MACD상승, 20선근접, MACD>Sig",58800,55200,63100,67700,1.1944444444444444,0.0,66.8,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSPI,DB하이텍,000990,기타,65600,192.65,28539.0,,51.7,2.08,-255.1706,112.35924,0.29,5.98,-0.15,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",65600,61000,71100,77100,1.1956521739130435,0.0,66.8,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSDAQ,로보로보,215100,기타,8210,84.67,1670.6,,56.8,2.89,4.7574,40.81125,1.21,10.65,7.46,6,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",8210,7640,9070,9930,1.5087719298245614,0.0,66.8,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSPI,셀트리온,068270,의약품,183300,723.36,423351.5,,39.9,-0.3,-511.3954,-151.06076,0.41,-2.19,-0.97,3,,"20선근접, 정배열(단), 장기추세(120↑)",183300,171200,197800,213500,1.1983471074380165,0.0,66.7,🔁 MR (반전),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,HD현대건설기계,267270,기타,95400,112.0,16559.2,,54.3,2.86,458.859,74.58359,0.9,-1.55,6.35,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",95400,88700,103400,112100,1.1940298507462686,0.0,66.7,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSDAQ,에코프로비엠,247540,기타,156900,364.75,153450.3,,53.8,4.37,762.4063,236.51505,0.57,4.6,9.34,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",154800,144000,167800,181900,1.2037037037037037,1.3565891472868217,66.5,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,하나금융지주,086790,금융업,96000,514.15,267192.8,,42.6,2.77,267.822,47.10547,0.57,3.34,3.67,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",96000,91200,101800,108000,1.2083333333333333,0.0,66.3,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSPI,HD현대마린솔루션,443060,기타,187800,203.48,84189.3,,12.4,-8.44,-2312.1706,691.0738,0.49,-6.01,-7.26,0,,MACD상승,187800,174700,203500,220500,1.1984732824427482,0.0,66.3,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251203,20251203
KOSPI,LG디스플레이,034220,기타,12790,189.15,63950.0,,37.5,-0.44,19.4698,35.64814,0.85,1.35,3.31,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",12790,11970,13770,14840,1.1951219512195121,0.0,66.2,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSDAQ,삼영엠텍,054540,기타,14870,143.48,1933.1,,86.6,-2.17,-173.405,100.00054,0.38,7.52,-9.66,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI)",14870,13830,16120,17470,1.2019230769230769,0.0,66.2,🔺 Watch (관찰·돌파예상),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,삼성에스디에스,018260,서비스업,172100,278.36,133167.2,,52.0,1.46,122.3167,205.94515,1.02,1.65,4.81,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",172100,162500,183600,196100,1.1979166666666667,0.0,66.1,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,한화,000880,기타,81600,141.91,61166.3,,35.6,-3.88,-400.419,312.01475,0.75,2.64,-3.2,0,,MACD상승,81600,75900,88500,95900,1.2105263157894737,0.0,66.1,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,한전KPS,051600,기타,53500,56.7,24075.0,,62.3,2.92,103.3337,17.12365,0.61,0.94,5.73,6,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",53500,50300,58300,63200,1.5,0.0,66.1,🔺 Watch (상승 준비),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSDAQ,원익IPS,240810,기타,61900,200.68,30382.9,,53.1,-3.14,-627.959,152.11719,0.56,0.98,1.31,3,,"MACD상승, 정배열(단), 장기추세(120↑)",61900,57600,67100,72700,1.2093023255813953,0.0,66.0,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,GS,078930,기타,58500,112.96,54355.5,,43.9,1.28,-533.1231,83.45466,0.53,0.86,-3.31,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",58500,54400,63400,68700,1.1951219512195121,0.0,66.0,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,디아이,003160,기타,22900,190.06,6480.7,,43.8,-1.37,-360.823,158.37051,0.62,8.79,-12.6,3,,"MACD상승, 정배열(단), 장기추세(120↑)",22900,21300,24800,26900,1.1875,0.0,65.8,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,LG,003550,화학,81400,203.55,125536.4,,38.7,-0.1,-263.7567,194.13036,0.71,1.88,1.37,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",81400,76700,87100,93300,1.2127659574468086,0.0,65.5,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSDAQ,유진테크,084370,기타,80700,173.35,18493.2,,30.1,-7.53,-1235.2934,337.40301,0.57,2.02,-7.13,3,,"MACD상승, 정배열(단), 장기추세(120↑)",80700,75100,87500,94800,1.2142857142857142,0.0,65.5,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251203,20251203
KOSPI,S-Oil,010950,화학,80900,168.33,91079.5,,47.8,-2.0,-1256.6702,181.17986,0.46,0.0,-10.11,3,,"MACD상승, 정배열(단), 장기추세(120↑)",80900,75200,87700,95100,1.1929824561403508,0.0,65.5,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,SKC,011790,기타,111600,121.22,42261.0,,45.3,-1.27,-538.6778,250.24538,0.44,0.72,1.36,3,,"MACD상승, 정배열(단), 장기추세(120↑)",111600,103800,121000,131100,1.205128205128205,0.0,65.5,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,삼성증권,016360,기타,81700,335.59,72958.1,,52.1,3.42,75.944,113.24636,1.0,1.62,5.01,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",81400,76700,87000,93100,1.1914893617021276,0.36855036855036855,65.3,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,두산밥캣,241560,화학,59300,298.17,56842.6,,47.8,4.02,168.3782,232.92849,2.27,3.31,7.04,5,★,"MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",58700,54600,63700,69000,1.2195121951219512,1.0221465076660987,65.3,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,일진전기,103590,기타,54200,177.18,25845.5,,28.1,-4.97,-1018.0339,161.31104,0.46,-0.18,-3.73,3,,"MACD상승, 정배열(단), 장기추세(120↑)",54200,50400,58800,63700,1.2105263157894737,0.0,65.0,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,두산퓨얼셀,336260,기타,32050,135.98,20990.7,,41.6,-3.6,-220.8723,137.58654,0.48,2.72,3.72,3,,"MACD상승, 정배열(단), 장기추세(120↑)",32050,29800,34750,37650,1.2,0.0,64.7,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,삼성화재,000810,금융업,493500,348.79,227065.0,,53.4,1.24,866.6971,-45.32988,0.76,1.54,5.22,4,★,"20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",493500,459000,535000,580000,1.2028985507246377,0.0,64.6,↩️ PULL (눌림),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSDAQ,에코프로,086520,기타,93400,2237.26,126814.9,,62.2,7.82,256.6448,350.77751,0.63,11.86,17.78,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",89200,83000,96700,104800,1.2096774193548387,4.708520179372197,64.4,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
KOSDAQ,테크윙,089030,기타,47450,185.59,17582.0,,25.7,-8.82,-318.5627,197.57717,0.68,5.92,-5.48,2,,"MACD상승, 장기추세(120↑)",47450,44150,51400,55800,1.196969696969697,0.0,64.3,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251203,20251203
KOSPI,SK이노베이션,096770,화학,115900,161.89,195932.2,,24.4,-1.66,-505.7796,191.62668,0.53,-1.11,-0.6,3,,"MACD상승, 정배열(단), 장기추세(120↑)",115900,108300,125000,134900,1.1973684210526316,0.0,64.3,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSDAQ,케이엔알시스템,199430,기타,25300,190.9,2757.0,,37.9,1.52,-142.8391,211.26354,1.18,21.34,16.32,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",25300,23550,27450,29750,1.2285714285714286,0.0,64.0,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,더존비즈온,012510,기타,94000,114.88,28559.8,,46.0,2.29,8.2765,4.91175,0.44,0.75,0.75,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",94000,87800,101400,109400,1.1935483870967742,0.0,63.9,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSPI,카카오페이,377300,기타,49250,178.57,66556.3,,23.4,-2.62,-73.9468,41.9267,0.89,-1.89,-1.3,0,,MACD상승,49250,46150,53000,57000,1.2096774193548387,0.0,63.8,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSPI,대한유화,006650,기타,147700,61.63,9600.5,,39.0,3.0,-808.3585,329.66375,0.8,-1.93,0.41,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",147700,137400,160100,173500,1.203883495145631,0.0,63.5,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,한화솔루션,009830,기타,27950,125.21,48044.0,,36.8,1.29,99.3971,26.58028,0.51,-1.06,3.9,2,,"MACD상승, 20선근접, MACD>Sig",27950,26050,30200,32650,1.1842105263157894,0.0,63.4,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,이마트,139480,기타,83100,197.75,22932.1,,64.4,5.77,337.4579,136.343,1.29,5.19,4.66,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",80900,76400,87800,94600,1.5333333333333334,2.719406674907293,63.2,🔺 Watch (관찰·돌파예상),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
KOSPI,한화비전,489790,기타,43550,111.05,21987.7,,42.2,-4.93,-50.0451,33.0234,0.58,-1.8,-8.99,0,,MACD상승,43550,40500,47200,51200,1.1967213114754098,0.0,63.2,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSPI,대신증권,003540,기타,28200,75.96,14318.1,,37.2,1.28,-3.4219,92.21457,1.01,5.82,3.87,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",28200,26250,30550,33100,1.205128205128205,0.0,63.1,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSDAQ,쏠리드,050890,기타,8030,229.64,4878.7,,63.4,7.01,42.9638,32.311,1.93,9.25,11.84,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",7730,7190,8540,9350,1.5,3.8809831824062093,63.0,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
KOSPI,SK바이오사이언스,302440,기타,54500,59.54,42711.2,,37.8,1.72,-74.4349,110.32669,0.7,3.42,5.21,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",54500,50700,59100,64000,1.2105263157894737,0.0,62.9,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,LG이노텍,011070,기타,271000,1044.27,64137.9,,66.1,10.9,380.0141,1992.15936,2.15,11.75,12.68,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",251500,234000,278000,304500,1.5142857142857142,7.75347912524851,62.8,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
KOSPI,POSCO홀딩스,005490,철강금속,308500,506.73,249678.2,,36.5,-0.6,-1165.9974,-0.39102,0.54,-2.83,-1.59,3,,"20선근접, 정배열(단), 장기추세(120↑)",308500,289000,332000,357500,1.205128205128205,0.0,62.8,🔁 MR (반전),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,SNT에너지,100840,기타,39650,70.94,8199.9,,60.2,-0.66,498.6628,93.54931,1.25,4.76,1.28,4,★,"MACD상승, 20선근접, 거래량↑, 자금유입(MFI), MACD>Sig",39650,36850,43000,46600,1.1964285714285714,0.0,62.8,🔺 Watch (관찰·돌파예상),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,포스코인터내셔널,047050,기타,55200,112.67,97109.4,,53.4,3.8,204.6052,64.90011,0.71,2.6,6.98,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",54800,51100,59200,64000,1.1891891891891893,0.7299270072992701,62.7,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSDAQ,HPSP,403870,기타,31000,100.68,25884.6,,57.8,1.09,226.1721,66.08591,0.61,7.64,6.71,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",31000,28850,33600,36400,1.2093023255813953,0.0,62.6,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,효성,004800,기타,133000,61.85,22264.7,,41.9,-1.77,-1934.135,463.22283,0.6,1.53,1.84,3,,"MACD상승, 정배열(단), 장기추세(120↑)",133000,123700,144200,156300,1.2043010752688172,0.0,62.6,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,한국항공우주,047810,기타,107300,381.69,104590.8,,54.4,1.54,-136.6054,-34.75023,0.52,-2.72,0.47,3,,"20선근접, 정배열(단), 장기추세(120↑)",107300,99800,116300,126100,1.2,0.0,62.5,🔁 MR (반전),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,메리츠금융지주,138040,금융업,110800,186.93,194145.7,,31.8,-1.56,-51.3398,194.11333,0.57,0.18,1.93,0,,MACD상승,110800,104500,118400,126600,1.2063492063492063,0.0,62.5,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSDAQ,SG,255220,기타,2430,121.99,2398.2,,66.3,4.87,28.9282,-19.9105,1.9,-7.6,14.08,6,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",2385,2220,2635,2890,1.5151515151515151,1.8867924528301887,62.4,🔺 Watch (상승 준비),💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251203,20251203
KOSPI,DL이앤씨,375500,기타,40400,121.08,15632.2,,43.1,0.72,82.5545,57.19974,1.54,-0.25,2.41,3,,"MACD상승, 20선근접, 거래량↑, MACD>Sig",40400,37850,43450,46750,1.196078431372549,0.0,62.4,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSDAQ,클래시스,214150,기타,55600,246.46,36421.1,,56.0,2.31,277.0153,-192.63515,1.39,6.92,2.39,5,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",55600,51700,60300,65300,1.205128205128205,0.0,62.3,↩️ PULL (눌림),특이사항 없음. 기술적 지표를 참고하세요.,20251203,20251203
KOSPI,HD현대인프라코어,042670,기타,14780,107.38,27912.2,,56.5,4.07,118.3894,3.12325,0.65,-1.2,8.04,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",14630,13600,15860,17190,1.1941747572815533,1.0252904989747096,62.3,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251203,20251203
KOSDAQ,씨어스테크놀로지,458870,기타,123400,434.69,15629.7,,74.3,3.84,-1348.8651,-902.511,1.29,-5.08,-0.96,5,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI)",122400,113800,132700,143800,1.197674418604651,0.8169934640522877,62.2,🔺 Watch (상승 준비),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,20251203,20251203
KOSPI,에코프로머티,450080,기타,60000,76.58,41959.5,,46.6,0.63,6.2085,147.63287,0.43,5.82,3.81,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",60000,55800,65000,70500,1.1904761904761905,0.0,62.2,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,해성디에스,195870,기타,54100,101.28,9197.0,,49.5,2.52,-509.6641,212.73772,0.62,9.18,-3.22,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",54100,50300,58600,63600,1.1842105263157894,0.0,62.1,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,삼양식품,003230,기타,1334000,352.46,100490.4,,56.8,-1.25,906.1793,-3357.5061,0.42,-4.44,-2.98,0,,MACD>Sig,1334000,1241000,1446000,1567000,1.2043010752688172,0.0,62.0,🔁 MR (반전),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,CJ,001040,기타,187800,417.94,54794.4,,61.7,6.7,632.1906,613.23135,1.23,4.62,7.44,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",181300,168600,196500,213000,1.1968503937007875,3.5852178709321567,61.7,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
KOSDAQ,제닉스로보틱스,381620,기타,15300,87.11,2007.0,,64.5,0.36,-21.9231,6.87133,0.31,5.15,2.82,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",15300,14230,16590,17980,1.205607476635514,0.0,61.7,🔺 Watch (관찰·돌파예상),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSDAQ,한중엔시에스,107640,기타,49300,51.33,4469.0,,45.6,2.32,0.5119,220.75029,0.53,11.92,10.54,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",49300,45850,53400,57900,1.1884057971014492,0.0,61.6,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,유한양행,000100,의약품,119400,250.93,95482.3,,63.5,0.78,225.2094,-97.48953,0.41,0.0,2.93,4,★,"20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",119400,111400,129000,139400,1.2,0.0,61.3,↩️ PULL (눌림),💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,풍산,103140,기타,100500,84.27,28164.4,,39.9,0.8,960.7218,199.174,0.62,3.18,1.52,2,,"MACD상승, 20선근접, MACD>Sig",100500,93500,108900,118100,1.2,0.0,61.3,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
KOSPI,금호석유화학,011780,기타,119500,51.77,31107.9,,55.0,2.18,31.6704,122.53005,0.51,0.93,3.28,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",119500,111500,129100,139500,1.2,0.0,61.2,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251203,20251203
KOSPI,현대모비스,012330,화학,319500,674.74,289890.6,,74.4,6.67,2837.12,540.32353,1.21,7.21,8.12,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",308500,292500,328000,349000,1.21875,3.565640194489465,61.1,🔼 BRK (돌파),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251203,20251203
KOSPI,대원전선,006340,기타,3790,120.18,2893.8,,62.7,0.25,-14.5231,-2.52657,0.41,0.26,13.47,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",3790,3525,4110,4455,1.2075471698113207,0.0,61.1,↩️ PULL (눌림),💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251203,20251203
