date,close,ret_1d_%,ret_3d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%
20220811,2523.78,0.16483211690401234,-0.289644897732777,-1.231882335227319,-1.6938877398188446,-2.9416193170561655,-4.816188415789025
20220812,2527.94,0.2207330870194646,-0.78680664889198,-2.588669034866331,-3.9973258858991945,-4.609286612815177,-1.7714028022817074
20220816,2533.52,-0.6729767280305721,-1.6115917774479738,-3.875240771732602,-3.259891376424906,-5.197906470049574,-2.323644573557737
20220817,2516.47,-0.3345956836361852,-2.144670908057711,-2.7427308889038993,-1.7651710531021436,-5.312600587330651,-1.4361387181249907
20220818,2508.05,-0.6124279818982892,-2.899065010665658,-1.2276469767349085,-3.685731943143078,-6.076035166763038,-1.220071370188014
20220819,2492.69,-1.2111413773874813,-1.814906787446502,-0.4677677529094981,-3.340968993336524,-5.008244105765258,-1.9974405160689823
20220822,2462.5,-1.1029441624365477,0.5993908629441602,-1.4460913705583778,-2.388629441624368,-4.681827411167516,-0.7317766497461964
20220823,2435.34,0.4972611627123813,1.8761240730247097,0.6401570211961971,-1.0396905565547399,-4.2306207757438425,-0.6504225282712106
20220824,2447.45,1.2180024106723586,-0.840058019571388,1.0051277860630536,-2.9005699810006225,-6.433226419334403,-1.7234264234202934
20220825,2477.26,0.15218426810266195,-1.0628678459265628,-2.4886366388671366,-3.753340384134085,-10.346915543786285,-2.3917554071837377
20220826,2481.03,-2.18215821654717,-0.3619464496600222,-2.8867043123219083,-1.2692309242532396,-10.36545305780261,-1.6001418765593467
20220829,2426.89,0.990568175731088,-0.4647923886125782,-0.9563680265689878,-0.6374413343826824,-10.614407739947007,0.4520188389255386
20220830,2450.93,0.8617137168340339,-1.6940508296850565,-1.6691623179772463,-2.0033211882836244,-11.424234882269179,-1.7405637859914336
20220831,2472.05,-2.283125341315917,-2.7657207580752963,-3.8668311725086557,-3.611172913169236,-12.805566230456522,-1.5638842256426977
20220901,2415.61,-0.2566639482366906,-0.23141152752307326,-1.2969808868153354,-2.4817747898046583,-8.537388071749996,2.356340634456733
20220902,2409.41,-0.23781755699527896,-1.3675547125644782,1.6655529776999467,-1.724903607107131,-8.059649457751073,2.9231222581461935
20220905,2403.68,0.26376223124542353,-0.8070957864607431,0.32200625707250463,-2.349314384610257,-6.898588830459951,1.275128136856818
20220906,2410.02,-1.3925195641529942,1.6398204164280727,-0.3398312047202978,-3.2244545688417503,-7.351806209077094,0.3858889137849486
20220907,2376.46,0.3290608720533994,1.4710956632975059,0.26594177894851967,-3.638184526564725,-7.75901971840468,0.7027259032342137
