시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,乖離%,MACD_hist,MACD_slope,Vol_Z,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,추천매도가1,추천매도가2,손절가
KOSPI,우리금융지주,316140,26000,689.96,190859.8,54.5,1.31,16.9681,16.62699,1.33,1.96,-0.76,7,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",25920,26950,27970,24900
KOSPI,NAVER,035420,278500,9320.27,436834.6,59.5,7.43,1402.6511,653.51261,1.84,5.09,9.0,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",261840,272210,282580,251470
KOSPI,미래에셋증권,006800,24750,1590.49,141153.3,58.8,3.44,67.8597,-153.05616,1.62,-4.26,4.21,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",24170,25120,26080,23210
KOSPI,현대건설,000720,64300,1485.75,71601.8,53.9,2.58,452.5075,-454.94103,1.2,-12.52,9.17,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",63310,65810,68320,60800
KOSPI,LS,006260,206000,750.5,65302.0,64.6,3.48,674.0004,-1270.55087,1.29,-4.41,2.49,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",201070,209030,217000,193110
KOSDAQ,JYP Ent.,035900,78200,498.73,27786.4,60.8,1.68,533.0735,-361.32367,1.23,-1.01,4.13,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",77680,80760,83830,74600
KOSPI,메리츠금융지주,138040,113900,442.71,199577.6,50.4,0.74,185.0587,188.57117,1.55,1.7,-2.48,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",113900,118130,122350,109670
KOSPI,더존비즈온,012510,94200,413.88,28620.6,59.8,3.45,-274.9279,278.50994,1.69,2.61,5.25,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",91970,95610,99260,88330
KOSDAQ,한국비엔씨,256840,5600,332.93,3830.1,64.4,10.63,81.0794,0.95225,2.52,6.87,13.59,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",5110,5310,5520,4910
KOSPI,LG유플러스,032640,14970,321.93,64345.3,46.1,-0.42,-49.7468,15.11499,2.05,-1.84,-0.07,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",14970,15360,15750,14580
KOSDAQ,블루엠텍,439580,5180,238.79,1752.2,46.4,0.21,7.5651,16.80046,4.32,1.57,0.97,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",5180,5350,5510,5010
KOSPI,한솔케미칼,014680,220500,224.0,24994.1,56.9,1.75,504.8252,-782.01847,1.27,-2.86,7.56,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",218870,227540,236200,210200
KOSDAQ,코오롱티슈진,950160,45600,220.68,37948.9,56.1,1.57,61.8947,-6.24611,1.61,3.4,1.9,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",45340,47140,48940,43550
KOSPI,씨에스윈드,112610,43500,193.02,18344.6,45.9,-1.0,116.804,-162.27845,1.8,-4.71,1.75,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",43500,44380,45260,42620
KOSDAQ,HK이노엔,195940,49200,145.96,13938.3,59.7,2.05,127.3233,-95.23667,1.3,0.72,1.65,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",48690,50620,52550,46760
KOSPI,제일기획,030000,20300,130.56,23353.4,46.7,-0.37,2.0812,-18.91717,1.55,-0.98,-0.49,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",20300,20840,21370,19760
KOSPI,HL만도,204320,36150,126.14,16975.0,58.2,0.91,84.4233,-139.41514,1.23,-2.69,-3.86,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",36150,37550,38950,34750
KOSDAQ,GST,083450,26600,124.07,4902.4,52.4,3.9,92.615,-54.35655,1.29,4.11,9.69,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",25860,26880,27910,24830
KOSDAQ,양지사,030960,8550,123.38,1366.3,63.9,3.16,14.0737,14.22387,9.94,2.4,2.27,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",8370,8700,9030,8040
KOSDAQ,제룡전기,033100,38350,116.81,6159.9,56.7,3.29,228.4021,-154.324,1.3,-3.16,6.82,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",37500,38980,40470,36010
KOSPI,대한해운,005880,1808,105.1,5835.3,61.2,2.24,11.505,-7.6259,1.22,-3.57,3.73,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",1790,1860,1930,1720
KOSDAQ,휴온스글로벌,084110,60000,98.54,7582.1,52.4,10.66,168.9488,86.61125,1.29,8.5,1.18,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",54760,56930,59100,52590
