LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,STRATEGY_SCORE,STRATEGY_HORIZON,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON,ENTRY_RISK_FLAG,ENTRY_RISK_LEVEL,ENTRY_RISK_RULE,ENTRY_RISK_REASON,BUY_NOW_SCORE,BUY_NOW_GRADE,BUY_NOW_PASS,BUY_NOW_REASON,BUY_NOW_ELIGIBLE,NO_CHASE_FLAG,PULLBACK_WAIT_FLAG,ANTI_STRUCT_REVERSAL_FLAG,ANTI_STRUCT_REVERSAL_TYPE,ANTI_STRUCT_REVERSAL_SCORE,ANTI_STRUCT_REVERSAL_REASON
145,010130,고려아연,KOSPI,철강·금속,1430000,319.68,298483.5,0.0,0.0,WAIT,WAIT,3,False,1,True,14.3,14.3,13.3,0.0,34.7,0.0,11.6,16.0,34.7,56.6,2.07,0.0,RR2.1 + 진입적정,0,1430000.0,1258000.0,1786000.0,2188000.0,,-1.24,0.49,1625641,-9.54,특이사항 없음,0,-15.55,39.9,-6.79,,,저점 이탈,추세 관망,CRITICAL,85.2,1차 비철금속 제조업,31968134500.0,37.1,29.45,0,0,1.78,0.28,-8.27,-15.78,-23.57,32.65,-38.06,-55.03,-71.4,0.706,0.31,0,12.0,0,0,1.73,0.27,0,0,0,0,-1,1633700.0,-12.03,0.0766,False,X,▲,1355523,▼,O,X,2.92,250,0,1,1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,12.03,4.0,2.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,1차 비철금속 제조업,2.746923076923077,-1.371538461538461,6.0,0.06643356643356643,-2.0,0.0,OK,34.7,OK,11.64665441969014,11.64665441969014,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260522,20260522,,14.3,14.3,14.3,31.46,-0.33,FRESH,0.458,,False,0.3,True,MATURE,6926.0,2.07,0.845,0.845,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,24.9,,ELITE_SCORE,MATURE,6926,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=0<70
146,011170,롯데케미칼,KOSPI,화학·소재,82900,137.42,35460.8,0.0,0.0,WAIT,WAIT,3,False,1,True,7.5,7.5,0.0,18.0,15.2,0.0,11.4,11.1,18.0,77.5,4.46,0.0,RR4.5 + 진입적정,0,82900.0,74700.0,119500.0,133300.0,,-1.06,0.41,90255,12.6,특이사항 없음,0,-13.08,25.2,-12.11,,,저점 이탈,추세 관망,CRITICAL,85.2,기초 화학물질 제조업,13741984500.0,28.4,46.58,0,0,1.34,-4.16,-17.02,-8.9,-9.4,11.28,-31.18,-40.86,-92.77,0.45,0.239,1,12.0,0,0,1.28,0.14,0,0,0,0,-1,101460.0,-8.15,0.03,False,X,▲,79035,▼,O,X,2.57,250,0,1,1,1,150900.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,9.89,5.0,4.5,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기초 화학물질 제조업,5.057272727272728,-11.130909090909093,8.0,0.0854730311907634,-0.14044608009970688,0.38235294117647056,OK,15.2,OK,16.20813842467769,16.20813842467769,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260522,20260522,,7.5,7.5,7.5,31.46,-0.33,FRESH,0.458,,False,0.3,True,MATURE,6926.0,4.463,0.845,0.845,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,44.1,,ELITE_SCORE,MATURE,6926,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=18<70
147,100090,SK오션플랜트,KOSPI,철강·금속,18860,73.5,11783.4,0.0,0.0,WAIT,WAIT,3,False,1,True,10.5,10.5,0.0,0.0,52.7,0.0,11.4,17.6,52.7,34.1,3.36,0.0,RR3.4 + 진입적정,0,18860.0,16960.0,25250.0,27900.0,,-0.08,0.5,25701,-32.35,특이사항 없음,0,-17.3,21.0,-11.77,AI 강점,,MFI 약세,추세 관망,CRITICAL,85.2,1차 철강 제조업,7349726130.0,16.3,40.89,0,0,2.78,-2.33,-12.48,-19.06,-1.72,0.8,-41.34,-33.18,-103.25,0.892,0.225,0,12.0,0,0,3.39,0.18,0,0,0,0,-1,21811.0,-26.62,0.0955,False,X,▼,17902,▼,O,X,2.23,250,0,-1,1,1,31600.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,10.07,5.0,3.4,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,0.0,1차 철강 제조업,2.746923076923077,-1.371538461538461,6.0,0.06313437357976065,-0.039465357887129605,0.4507042253521127,OK,52.7,OK,10.5,10.5,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260522,20260522,,10.5,10.5,10.5,31.46,-0.33,FRESH,0.458,,False,0.3,True,MATURE,6926.0,3.363,0.845,0.845,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,33.9,,ELITE_SCORE,MATURE,6926,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=0<70
148,030200,KT,KOSPI,IT/전기전자,55800,173.43,140628.1,0.0,0.0,WAIT,WAIT,3,False,1,True,6.8,6.8,0.7,15.7,12.6,0.0,10.0,9.7,15.0,81.2,3.23,0.0,밸런스우수 + RR3.2 + 진입적정,0,55800.0,53600.0,62900.0,66200.0,,-3.17,0.69,60475,-7.01,특이사항 없음,0,-4.66,31.9,-5.73,,,,추세 관망,CRITICAL,85.2,전기 통신업,17342954366.0,37.7,14.18,0,0,0.18,-4.94,-5.9,-9.71,-15.07,11.38,-31.99,-46.53,-92.67,0.683,0.282,0,6.7,1,1,0.94,0.07,0,0,0,0,-1,62040.0,-7.73,-0.0822,True,X,▲,56458,▼,X,X,1.26,250,0,1,1,1,69400.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.94,4.0,3.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,전기 통신업,6.802,4.980666666666666,4.0,0.03353814644137225,-0.39393427407533166,0.36363636363636365,OK,12.6,OK,28.55655895261058,28.55655895261058,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260522,20260522,,6.8,6.8,6.8,31.46,-0.33,FRESH,0.458,,False,0.3,True,MATURE,6926.0,3.227,0.845,0.845,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,12.7,,ELITE_SCORE,MATURE,6926,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=16<70
149,138930,BNK금융지주,KOSPI,금융,17470,140.79,54214.1,0.0,0.0,WAIT,WAIT,3,False,1,True,7.4,7.4,0.0,8.8,26.2,0.0,9.8,11.7,26.2,67.2,1.39,0.0,RR1.4 + 진입적정,0,17470.0,16300.0,19100.0,22100.0,,-0.29,0.64,18374,-7.2,특이사항 없음,0,-7.34,32.3,-2.54,,,저점 이탈,추세 관망,CRITICAL,85.2,기타 금융업,14078640574.0,25.9,16.09,0,0,1.69,0.87,-2.4,-7.07,-19.86,17.96,-29.35,-51.32,-86.09,0.512,0.219,0,7.4,0,1,1.0,0.37,0,0,0,0,-1,18962.0,-4.92,0.0895,False,X,▲,16874,▼,O,X,0.93,250,0,1,1,1,23050.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,6.7,4.0,1.4,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,기타 금융업,3.195897435897436,-10.102307692307692,9.0,0.03716575353667512,-0.09706011905124191,0.06521739130434782,OK,26.2,OK,25.893749412219083,25.893749412219083,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260522,20260522,,7.4,7.4,7.4,31.46,-0.33,FRESH,0.458,,False,0.3,True,MATURE,6926.0,1.393,0.845,0.845,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,9.3,,ELITE_SCORE,MATURE,6926,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=9<70
150,100840,SNT에너지,KOSPI,조선·기계·설비,43900,60.4,9078.9,0.0,0.0,WAIT,WAIT,3,False,1,True,12.3,12.3,15.9,4.7,12.0,0.0,9.6,10.9,11.2,86.0,3.56,0.0,밸런스우수 + RR3.6 + 진입적정,0,43900.0,37300.0,67400.0,76100.0,,-0.84,0.45,52343,-19.16,특이사항 없음,0,-23.87,32.0,-16.17,,,저점 이탈,추세 관망,CRITICAL,85.2,일반 목적용 기계 제조업,6040123100.0,43.9,50.92,0,0,1.15,-4.77,-22.71,-18.25,-7.19,18.17,-40.53,-38.65,-85.88,0.725,0.2,0,12.0,0,0,1.9,0.13,0,0,0,0,-1,54790.0,-16.13,0.104,False,X,▲,41416,▼,O,X,3.11,250,0,1,1,1,87200.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.03,5.0,3.6,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,일반 목적용 기계 제조업,4.018888888888889,6.95968253968254,3.0,0.09941425317279533,-0.05763681754450642,0.0625,OK,12.0,OK,10.5,10.5,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260522,20260522,,12.3,12.3,12.3,31.46,-0.33,FRESH,0.458,,False,0.3,True,MATURE,6926.0,3.561,0.845,0.845,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,53.5,,ELITE_SCORE,MATURE,6926,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=5<70
151,352820,하이브,KOSPI,미디어·콘텐츠,235000,360.31,101290.3,0.0,0.0,WAIT,WAIT,3,False,1,True,8.3,8.3,0.0,1.8,39.1,0.0,9.5,13.6,39.1,51.1,2.15,0.0,RR2.1 + 진입적정,0,235000.0,215000.0,278000.0,301000.0,,-0.76,0.52,287406,-21.84,특이사항 없음,0,-8.83,34.1,-3.4,,,저점 이탈,추세 관망,CRITICAL,85.2,오디오물 출판 및 원판 녹음업,36031393000.0,40.3,16.03,0,0,1.73,-3.69,-5.05,-6.0,-41.1,-18.97,-28.28,-72.56,-123.02,0.959,0.18,0,10.2,0,1,0.75,0.23,0,0,0,0,-1,265500.0,-18.23,-0.0683,False,X,▼,230640,▼,O,X,0.65,250,0,-1,-1,1,401500.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,8.51,4.0,2.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,0.0,오디오물 출판 및 원판 녹음업,-3.2533333333333334,-21.406666666666666,14.0,0.050911854103343465,-1.3661846804831526,0.6470588235294118,OK,39.1,OK,15.143192061633574,15.143192061633574,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260522,20260522,,8.3,8.3,8.3,31.46,-0.33,FRESH,0.458,,False,0.3,True,MATURE,6926.0,2.15,0.845,0.845,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,18.3,,ELITE_SCORE,MATURE,6926,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=2<70
152,139130,iM금융지주,KOSPI,금융,18920,67.8,30390.2,0.0,0.0,WAIT,WAIT,3,False,1,True,39.1,39.1,49.4,39.7,10.1,0.0,9.5,33.1,39.3,50.9,0.42,0.0,진입적정,0,18920.0,17410.0,19550.0,21850.0,,-0.45,0.53,17953,29.41,특이사항 없음,0,-5.66,48.5,0.56,,,저점 이탈,추세 관망,CRITICAL,85.2,기타 금융업,6780360100.0,51.1,9.96,0,1,2.33,4.24,-0.94,-0.05,-7.25,34.47,-22.33,-38.71,-69.58,0.153,0.153,1,8.8,0,1,1.29,0.69,0,0,0,1,1,17561.0,5.38,0.1044,False,O,▲,18170,▲,O,X,1.41,250,0,1,1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,7.98,5.0,0.4,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,,0,0.0,기타 금융업,3.195897435897436,-10.102307692307692,9.0,0.04420869827846572,-0.01836698642610507,0.0375,OK,10.1,OK,29.499557655174815,29.499557655174815,8,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260522,20260522,,39.1,39.1,39.1,31.46,-0.33,FRESH,0.458,,False,0.3,True,MATURE,6926.0,0.417,0.845,0.417,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,3.3,,ELITE_SCORE,MATURE,6926,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,0.0,AVOID,0,RR 0.42,0,0,0,0,,0.0,T=40<70
153,125490,한라캐스트,KOSDAQ,자동차·모빌리티,15910,126.48,5807.5,0.0,0.0,WAIT,WAIT,3,False,1,True,10.1,10.1,7.5,2.0,27.6,0.0,9.4,12.4,25.6,68.0,1.62,0.0,RR1.6 + 진입적정,0,15910.0,13520.0,19780.0,21500.0,,-0.3,0.31,16491,-13.42,특이사항 없음,0,-14.98,44.6,-3.24,,,저점 이탈,추세 관망,CRITICAL,85.2,자동차 신품 부품 제조업,12648438500.0,51.7,32.73,0,0,2.12,-0.75,-15.6,-2.33,-10.01,42.05,-0.64,-9.68,6.47,0.754,0.162,0,12.0,0,0,1.43,0.43,0,0,0,0,-1,18720.0,-3.53,-0.0854,False,X,▼,14734,▼,O,X,0.06,184,0,-1,0,0,25350.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.02,5.0,1.6,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,SWING_120D,45,0.0,자동차 신품 부품 제조업,1.2516666666666665,-2.417777777777778,7.0,0.10029630959863518,-0.005000936375137882,0.15463917525773196,OK,27.6,OK,15.28683765151931,15.28683765151931,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260522,20260522,,10.1,10.1,10.1,31.46,-0.33,FRESH,0.458,,False,0.3,True,MATURE,6926.0,1.619,0.845,0.845,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,24.3,,ELITE_SCORE,MATURE,6926,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,100.0,BUY,1,,0,0,0,0,,0.0,T=2<70
154,003160,디아이,KOSPI,기타,32650,91.1,9240.0,0.0,0.0,WAIT,WAIT,3,False,1,True,36.7,36.7,45.1,39.0,10.6,0.0,9.2,31.6,34.5,56.9,0.8,0.0,진입적정,0,32650.0,27950.0,36400.0,41500.0,,1.48,0.7,33008,-7.43,특이사항 없음,0,-13.06,48.2,0.9,,,저점 이탈,추세 관망,CRITICAL,85.2,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",9110019775.0,42.6,27.66,0,0,1.71,12.78,-1.66,0.93,-10.43,54.01,-21.35,-41.89,-50.04,0.338,0.282,0,12.0,0,0,1.31,0.6,0,0,0,1,-1,35910.0,-1.09,0.3372,False,X,▲,29084,▲,O,X,-1.87,250,0,1,1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,14.4,5.0,0.8,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,,0,0.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2.7627678571428573,-0.4638392857142856,5.0,0.0773353751914242,-0.004274300418207452,0.09375,OK,10.6,OK,46.1791043318823,46.1791043318823,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260522,20260522,,36.7,36.7,36.7,31.46,-0.33,FRESH,0.458,,False,0.3,True,MATURE,6926.0,0.798,0.845,0.798,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,11.5,,ELITE_SCORE,MATURE,6926,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,0.0,AVOID,0,RR 0.80,0,0,0,0,,0.0,T=39<70
155,097230,HJ중공업,KOSPI,건설·부동산,22550,159.86,20361.6,0.0,0.0,WAIT,WAIT,3,False,1,True,7.7,7.7,0.0,0.0,38.4,0.0,8.7,12.8,38.4,52.0,3.32,0.0,RR3.3 + 진입적정,0,22550.0,19160.0,33800.0,37900.0,,-0.48,0.36,26963,-11.83,특이사항 없음,0,-21.76,20.0,-15.27,거래품질 우수,,MFI 약세,추세 관망,CRITICAL,85.2,토목 건설업,15985753475.0,15.9,54.33,0,0,2.27,-5.85,-15.38,-27.26,-9.62,9.73,-49.54,-41.08,-94.32,0.865,0.283,0,12.0,0,0,2.09,0.15,0,0,0,0,-1,26525.0,-16.37,0.122,False,X,▲,21119,▼,O,X,2.27,250,0,1,1,1,43100.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.03,5.0,3.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,토목 건설업,-1.2016666666666664,-40.605,16.0,0.07142857142857142,-0.022935168683023036,0.7333333333333333,OK,38.4,OK,10.5,10.5,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260522,20260522,,7.7,7.7,7.7,31.46,-0.33,FRESH,0.458,,False,0.3,True,MATURE,6926.0,3.319,0.845,0.845,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,49.9,,ELITE_SCORE,MATURE,6926,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=0<70
156,035250,강원랜드,KOSPI,서비스 기타,15660,70.8,33503.1,0.0,0.0,WAIT,WAIT,3,False,1,True,6.4,6.4,0.0,7.5,22.7,0.0,8.5,10.1,22.7,71.6,2.18,0.0,RR2.2 + 진입적정,0,15660.0,14870.0,17380.0,18040.0,,-2.52,0.63,17212,-13.15,특이사항 없음,0,-5.79,27.4,-4.14,,,MFI 약세,추세 관망,CRITICAL,85.2,유원지 및 기타 오락관련 서비스업,7080075765.0,21.3,15.58,0,0,1.75,-3.93,-3.75,-7.23,-19.32,-12.61,-29.51,-50.78,-116.66,0.983,0.133,0,6.0,0,1,0.94,0.18,0,0,0,0,-1,16772.0,-9.02,-0.0378,True,X,▼,15478,▼,O,X,1.17,250,0,-1,-1,1,19590.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,5.04,5.0,2.2,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,0.0,유원지 및 기타 오락관련 서비스업,2.432413793103448,-12.105172413793104,11.0,0.02782338989235541,-0.5109059632828279,0.2727272727272727,OK,22.7,OK,20.279611113591894,20.279611113591894,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260522,20260522,,6.4,6.4,6.4,31.46,-0.33,FRESH,0.458,,False,0.3,True,MATURE,6926.0,2.177,0.845,0.845,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,11.0,,ELITE_SCORE,MATURE,6926,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=8<70
157,088980,맥쿼리인프라,KOSPI,기타,11170,137.39,53495.6,0.0,0.0,WAIT,WAIT,3,False,1,True,6.1,6.1,0.0,9.2,19.1,0.0,8.5,9.4,19.1,76.1,2.12,0.0,RR2.1 + 진입적정,0,11170.0,10830.0,11890.0,12020.0,,-0.83,0.65,11306,-1.46,특이사항 없음,0,-1.78,36.8,-0.68,,,MFI 약세,추세 관망,CRITICAL,85.2,신탁업 및 집합투자업,13739221955.0,19.9,4.08,0,1,1.18,-0.09,-1.06,-2.27,-3.79,-3.21,-24.55,-35.25,-107.26,0.833,0.833,0,6.0,0,1,0.76,0.36,0,0,0,0,-1,11355.0,-1.2,-0.0024,True,X,▼,11073,▼,O,X,0.09,250,0,-1,-1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,3.04,4.0,2.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_120D,45,RR_LEGACY,35,,0,0.0,신탁업 및 집합투자업,2.7627678571428573,-0.4638392857142856,5.0,0.009272285458498529,-0.24906884886399752,0.14285714285714285,OK,19.1,OK,22.690195217574427,22.690195217574427,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260522,20260522,,6.1,6.1,6.1,31.46,-0.33,FRESH,0.458,,False,0.3,True,MATURE,6926.0,2.118,0.845,0.845,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,6.4,,ELITE_SCORE,MATURE,6926,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=9<70
158,348370,엔켐,KOSDAQ,화학·소재,38650,89.54,8468.6,0.0,0.0,WAIT,WAIT,3,False,1,True,7.4,7.4,0.0,0.0,36.9,0.0,8.4,12.3,36.9,53.9,2.45,0.4,RR2.5 + 진입적정,0,38800.0,33000.0,52500.0,80300.0,,-1.39,0.84,45004,-11.34,특이사항 없음,0,-23.81,37.3,-7.24,,,저점 이탈,추세 관망,CRITICAL,85.2,기초 화학물질 제조업,8954370275.0,26.2,51.72,0,0,11.06,4.32,-9.27,-27.49,-49.67,-33.02,-25.8,-49.34,-68.6,0.834,0.076,0,12.0,0,0,1.65,0.32,0,0,0,0,-1,41395.0,-14.12,0.1548,False,X,▼,33289,▼,O,X,12.07,250,0,-1,-1,1,105000.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,14.95,5.0,2.4,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,기초 화학물질 제조업,5.057272727272728,-11.130909090909093,8.0,0.07558676769543522,-0.26129245714003047,0.3620689655172414,OK,36.9,OK,0.0,0.0,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260522,20260522,,7.4,7.4,7.4,31.46,-0.33,FRESH,0.458,,False,0.3,True,MATURE,6926.0,2.362,0.845,0.845,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,35.8,,ELITE_SCORE,MATURE,6926,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,,0,0,0,0,,0.0,T=0<70 · 전일+11%
