LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,STRATEGY_SCORE,STRATEGY_HORIZON,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON,ENTRY_RISK_FLAG,ENTRY_RISK_LEVEL,ENTRY_RISK_RULE,ENTRY_RISK_REASON,BUY_NOW_SCORE,BUY_NOW_GRADE,BUY_NOW_PASS,BUY_NOW_REASON,BUY_NOW_ELIGIBLE,NO_CHASE_FLAG,PULLBACK_WAIT_FLAG,ANTI_STRUCT_REVERSAL_FLAG,ANTI_STRUCT_REVERSAL_TYPE,ANTI_STRUCT_REVERSAL_SCORE,ANTI_STRUCT_REVERSAL_REASON,ENTRY_EDGE_SCORE,ENTRY_EDGE_LEVEL,ENTRY_EDGE_RULE,ENTRY_EDGE_REASON,ENTRY_EDGE_SHADOW_FLAG,EST_WIN_RATE_REALIZED_CAP,STRICT_OFFICIAL_BUY_ELIGIBLE,OFFICIAL_FUNNEL_STAGE,OFFICIAL_BLOCK_REASON_1,OFFICIAL_BLOCK_REASON_2,OFFICIAL_NEAR_MISS_SCORE,OFFICIAL_NEAR_MISS_TYPE,CANDIDATE_TRIAGE_TYPE,MACRO_REGIME_MODE,FX_HIGH_REGIME_FLAG,FX_STALE_FLAG,MARKET_INTERNAL_WEAK_FLAG,MACRO_HARD_BLOCK_SHADOW,MACRO_RELAXED_SHADOW_PASS,SHADOW_MACRO_RELAXED_ELIGIBLE,SHADOW_ENTRY_RELAXED_ELIGIBLE,SHADOW_SCORE_RELAXED_ELIGIBLE,ABNORMAL_HISTORY_GUARD_FLAG,ABNORMAL_HISTORY_GUARD_LEVEL,ABNORMAL_HISTORY_GUARD_TYPE,ABNORMAL_HISTORY_GUARD_REASON,MARKET_WARNING_GUARD_FLAG,MARKET_CAUTION_GUARD_FLAG,LONG_HISTORY_COLLAPSE_FLAG,SPIKE_REVERSAL_GUARD_FLAG,LONG_HIGH_TO_CLOSE_RATIO_USED,ORIGINAL_CANDIDATE_TRIAGE_TYPE,ORIGINAL_BUY_NOW_PASS,ORIGINAL_BUY_NOW_GRADE,NO_BUY_BREAKER_RULE_ID,NO_BUY_BREAKER_VALIDATED,NO_BUY_BREAKER_N,NO_BUY_BREAKER_WIN_RATE_5D,NO_BUY_BREAKER_AVG_RET_5D,NO_BUY_BREAKER_ALPHA_5D,NO_BUY_BREAKER_DECISION,CARRY_FROM_CLOSE,CARRY_RET_PCT,CARRY_STALE_STAGE,CARRY_EXIT_SIGNAL,CARRY_STALE_REASON,GUARD_PASS_1,GUARD_PASS_2,GUARD_PASS_3,GUARD_PASS_4,GUARD_PASS_5,GUARD_PASS_6,GUARD_PASS_7,GUARD_PASS_8,GUARD_PENALTY_1,GUARD_PENALTY_2,GUARD_PENALTY_3,GUARD_PENALTY_4,GUARD_PENALTY_5,GUARD_PENALTY_6,GUARD_PENALTY_7,GUARD_PENALTY_8,GUARD_PENALTY_TOTAL,GUARD_RR_MULT,GUARD_BLOCK,GUARD_FORCE_EXIT_ALERT,GUARD_PRE_WARNING,GUARD_TRENDLINE_BROKEN,GUARD_ALL_PASS,GUARDED_ELITE_SCORE,GUARD_KELLY_MULT,GUARD_REASON,ELITE_LABEL,TOP_PICK_RAW,MOMENTUM_LANE,MOMENTUM_WATCH,MOMENTUM_LANE_TIER,MOMENTUM_LANE_SCORE,MOMENTUM_LANE_RANK,MOMENTUM_LANE_REASON,STOP_OVERRIDE_ACTIVE,STOP_OVERRIDE_PRICE,STOP_OVERRIDE_PCT,NEW_ENTRY_BLOCKED,STOP_OVERRIDE_REASON,ABNORMAL_SURGE_FLAG,DATA_INTEGRITY_OK,DATA_INTEGRITY_REASON,DATA_INTEGRITY_NBAD
1,080220,제주반도체,KOSDAQ,반도체,112900,4116.49,38886.0,14.0,159.7,ATTACK,ATTACK,1,True,1,False,89.0,88.6,99.4,75.9,74.9,0.4,77.6,83.4,24.5,69.4,1.48,0.0,RR1.5 + 진입적정 + 3축고점 + 돌입,1,112900.0,95900.0,138000.0,144000.0,,0.43,0.83,81899,152.17,[뉴스]전반적인 시장은 일시적인 급락 후,3,8.68,52.6,7.06,STRUCT 강점,TIMING 보조,,기술적 돌파 조건 충족,CRITICAL,54.2,반도체 제조업,411649072150.0,65.2,37.14,1,0,1.9,1.26,20.75,-5.05,176.04,476.02,17.4,196.04,,0.05,0.05,1,12.0,0,0,2.05,0.55,0,0,0,1,1,83190.0,37.85,0.0967,False,O,▲,118529,▲,X,X,3.34,250,0,1,1,1,167300.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.06,5.0,1.5,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_2x,70,ATR_3.5x,45,0.0,반도체 제조업,-11.8435,-10.307500000000001,5.0,0.13766923952929266,0.037972842018873215,0.5111111111111111,OK,74.9,OK,45.79960777607518,45.79960777607518,10,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260624,20260624, 📢재료: [뉴스]전반적인 시장은 일시적인 급락 후,89.0,89.0,89.0,55.13,-20.0,FRESH,0.486,,False,0.632,False,MATURE,10485.0,1.476,1.177,1.177,0.1597,1596969.0,14.0,v22_calibrated,,,,,,,,True,22.2,AGGRESSIVE,ELITE_SCORE,MATURE,10485,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,50.0,WATCH,0,VWAP 38↑ · POC 152↑,0,1,1,0,,0.0,S=99≥50,100.0,GREEN,,,0,True,0,TOP_PICK_ENTRY_BLOCKED,BUY_NOW_ELIGIBLE=0,VWAP/POC 과열,65.0,CHASE_RISK,CHASE_RISK,FX_HIGH_REGIME,1,0,0,1,0,0,1,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,REJECT_NO_VALIDATED_RULE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,0,True,77.6,1.0,,ELITE,1,0,0,,77.6,0,,True,101610.0,0.1,False,공식신호 손절 진입가-10% (추천손절 과타이트 교정),False,True,,0
2,000660,SK하이닉스,KOSPI,반도체,2580000,193857.97,18387721.0,0.0,0.0,WAIT,WAIT,3,False,1,True,81.69999999999999,81.1,84.5,85.7,65.9,0.6,76.4,78.7,19.8,75.2,0.94,0.0,진입적정,0,2580000.0,2193000.0,2945000.0,3371000.0,,-0.12,1.2,1763806,188.65,[뉴스]SK하이닉스는 낸드팹 증설,0,5.66,56.7,9.61,TIMING 강점,STRUCT 보조,,추세 관망,CRITICAL,54.2,반도체 제조업,19385797230696.0,60.8,43.36,0,0,0.98,2.34,25.98,25.73,176.53,341.78,20.47,121.4,,0.023,0.023,1,12.0,1,0,1.0,0.67,0,0,0,1,1,2218800.0,46.27,-0.0208,False,O,▲,2723930,▲,X,X,1.68,250,0,1,1,1,3527000.0,enter,100.0,NORMAL+WARN:mcap=18387721억 — 원 단위 혼입 의심(>1000조)+PM_BLOCK_INTRADAY+EF:정상,15.0,4.0,0.9,normal,7.0,v1_sl_first_gap_at_open,NORMAL+WARN:mcap=18387721억 — 원 단위 혼입 의심(>1000조)+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,반도체 제조업,-11.8435,-10.307500000000001,5.0,0.0875138427464009,0.1071900097072695,0.42,OK,65.9,OK,60.0,60.0,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260624,20260624, 📢재료: [뉴스]SK하이닉스는 낸드팹 증설,81.69999999999999,81.69999999999999,81.69999999999999,55.13,-20.0,FRESH,0.486,,False,0.574,False,MATURE,10485.0,0.943,1.072,0.943,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,14.1,,ELITE_SCORE,MATURE,10485,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,RED,B_RED,STRUCT 70~85 위험 구간 + VWAP_GAP > 8% 과열,0.0,AVOID,0,RR 0.94 · VWAP 46↑ · POC 189↑,0,1,0,0,,0.0,S=84≥50,85.0,CAUTION,B_RED_SHADOW,B_red shadow 감점 -15: STRUCT 70~85 + VWAP_GAP>8 위험 조합 · 공식 매수 차단 아님,1,True,0,BELOW_OFFICIAL_BAR,TOP_PICK=0,VWAP/POC 과열,20.0,IGNORE,IGNORE,FX_HIGH_REGIME,1,0,0,1,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,REJECT_NO_VALIDATED_RULE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,1,True,76.4,1.0,,,0,0,0,,76.4,0,,False,0.0,0.0,False,,False,True,,0
3,067310,하나마이크론,KOSDAQ,반도체,48250,1040.17,32075.8,0.0,0.0,WAIT,WAIT,3,False,1,True,83.0,83.0,98.6,64.4,63.2,0.0,67.8,75.4,35.4,55.8,1.21,0.0,RR1.2 + 진입적정,0,48250.0,41000.0,57000.0,59500.0,,0.76,0.88,43897,53.87,특이사항 없음,0,8.93,53.2,4.1,STRUCT 강점,TIMING 보조,,추세 관망,CRITICAL,54.2,반도체 제조업,104017360800.0,71.4,41.93,0,0,-2.82,-4.83,13.93,-6.13,48.01,96.94,16.32,68.01,,0.185,0.185,1,12.0,1,0,1.63,0.55,0,0,0,1,1,35500.0,9.91,-0.1518,False,O,▲,53391,▲,X,X,1.51,250,0,1,1,1,67900.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.03,5.0,1.2,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_2x,70,ATR_3.5x,45,0.0,반도체 제조업,-11.8435,-10.307500000000001,5.0,0.1159881569207994,0.04695085485223139,0.23214285714285715,OK,63.2,OK,49.30487450888937,49.30487450888937,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260624,20260624,,83.0,83.0,83.0,55.13,-20.0,FRESH,0.42,,False,0.584,False,MATURE,10485.0,1.207,1.113,1.113,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,18.1,,ELITE_SCORE,MATURE,10485,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,90.0,BUY,1,POC 54↑,0,0,0,0,,0.0,T=64<70 · S=99≥50,100.0,GREEN,,,0,True,0,BELOW_OFFICIAL_BAR,TOP_PICK=0,,50.0,IGNORE,IGNORE,FX_HIGH_REGIME,1,0,0,1,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,REJECT_NO_VALIDATED_RULE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,1,True,67.8,1.0,,,0,0,0,,67.8,0,,False,0.0,0.0,False,,False,True,,0
4,004170,신세계,KOSPI,유통·소비재,685000,612.85,64699.5,0.0,0.0,WAIT,WAIT,3,False,1,True,75.7,75.7,90.1,66.4,47.7,0.0,61.5,68.1,42.4,47.0,1.7,0.0,RR1.7 + 진입적정,0,685000.0,622000.0,792000.0,817000.0,,-1.32,0.75,527460,107.99,특이사항 없음,0,28.79,52.9,5.47,STRUCT 강점,TIMING 보조,,추세 관망,CRITICAL,54.2,종합 소매업,61284520500.0,62.6,51.48,0,0,1.93,-9.03,0.0,30.48,106.02,172.91,25.22,50.89,,0.078,0.078,1,12.0,0,0,1.1,0.64,9590,2055,11645,1,1,537500.0,29.87,-0.589,False,O,▲,748485,▼,X,X,0.0,250,0,1,1,1,936000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,9.2,4.0,1.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,ATR_3.5x,45,0.0,종합 소매업,7.217142857142859,9.400714285714285,1.0,0.1045881126173097,0.01697496575530396,0.375,OK,47.7,OK,43.65252483339539,43.65252483339539,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260624,20260624,,75.7,75.7,75.7,55.13,-20.0,FRESH,0.38,,False,0.526,False,MATURE,10485.0,1.698,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,15.6,,ELITE_SCORE,MATURE,10485,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,65.0,WATCH,0,VWAP 30↑ · POC 108↑,0,1,1,0,,0.0,T=66<70 · S=90≥50,100.0,GREEN,,,0,True,0,BELOW_OFFICIAL_BAR,TOP_PICK=0,VWAP/POC 과열,30.0,IGNORE,IGNORE,FX_HIGH_REGIME,1,0,0,1,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,REJECT_NO_VALIDATED_RULE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,2,True,61.5,1.0,,,0,0,0,,61.5,0,,False,0.0,0.0,False,,False,True,,0
5,281820,케이씨텍,KOSPI,기타,81500,111.18,16135.9,0.0,0.0,WAIT,WAIT,3,False,1,True,73.8,73.8,88.6,61.5,48.6,0.0,59.8,66.2,40.0,50.0,1.46,0.0,RR1.5 + 진입적정,0,81500.0,69200.0,99400.0,116100.0,,-0.86,0.61,68124,80.47,특이사항 없음,0,12.61,59.0,8.22,STRUCT 강점,TIMING 보조,,추세 관망,CRITICAL,54.2,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",11117703400.0,65.0,64.47,0,0,1.37,-11.03,25.19,12.26,67.87,108.17,7.0,12.74,,0.079,0.079,1,12.0,1,0,1.2,0.58,0,0,0,1,1,65405.0,19.63,-0.6328,False,O,▲,93806,▼,X,X,1.49,250,0,1,1,1,134900.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.09,5.0,1.5,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",-6.0841666666666665,-3.6606944444444443,3.0,0.12120946538124454,0.07672225287864967,0.4098360655737705,OK,48.6,OK,39.29803248264783,39.29803248264783,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260624,20260624,,73.8,73.8,73.8,55.13,-20.0,FRESH,0.384,,False,0.51,False,MATURE,10485.0,1.455,0.857,0.857,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,22.0,,ELITE_SCORE,MATURE,10485,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열,75.0,BUY,1,POC 80↑,0,1,0,0,,0.0,T=62<70 · S=89≥50,100.0,GREEN,,,0,True,0,BELOW_OFFICIAL_BAR,TOP_PICK=0,VWAP/POC 과열,43.0,IGNORE,IGNORE,FX_HIGH_REGIME,1,0,0,1,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,REJECT_NO_VALIDATED_RULE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,2,True,59.8,1.0,,,0,0,0,,59.8,0,,False,0.0,0.0,False,,False,True,,0
6,02826K,삼성물산우B,KOSPI,기타,276000,86.87,4050.5,0.0,0.0,WAIT,WAIT,3,False,1,True,52.0,52.0,35.4,85.5,55.7,0.0,55.1,58.9,50.1,37.4,1.29,0.0,RR1.3 + 진입적정,0,276000.0,234500.0,329500.0,372000.0,,0.57,1.6,236837,26.27,특이사항 없음,0,-2.18,52.7,13.38,TIMING 강점,AI 보조,,추세 관망,CRITICAL,54.2,기타,8686930500.0,48.6,38.44,0,0,2.79,11.07,28.07,21.85,51.23,90.21,16.59,-3.9,,0.054,0.054,1,12.0,1,0,1.05,0.58,0,0,0,1,1,221750.0,16.54,0.309,False,O,▲,271267,▲,O,X,0.56,250,0,1,1,1,431000.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.04,6.0,1.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,기타,-6.0841666666666665,-3.6606944444444443,3.0,0.0992494824016563,0.23698308428334655,0.6,OK,55.7,OK,60.0,60.0,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260624,20260624,,52.0,52.0,52.0,55.13,-20.0,FRESH,0.394,,False,0.336,True,MATURE,10485.0,1.289,0.857,0.857,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,19.4,,ELITE_SCORE,MATURE,10485,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열,85.0,BUY,1,,0,0,0,1,STRONG,75.0,T=86·S=35,100.0,GREEN,,,0,True,0,BELOW_OFFICIAL_BAR,TOP_PICK=0,,35.0,IGNORE,IGNORE,FX_HIGH_REGIME,1,0,0,1,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,REJECT_NO_VALIDATED_RULE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,0,True,55.1,1.0,,,0,0,0,,55.1,0,,False,0.0,0.0,False,,False,True,,0
7,032580,피델릭스,KOSDAQ,반도체,5670,153.77,1878.6,0.0,0.0,WAIT,WAIT,3,False,1,True,59.6,59.6,62.3,48.5,66.1,0.0,54.5,59.0,17.6,78.0,4.82,0.0,RR4.8 + 진입적정,0,5670.0,4815.0,9790.0,12180.0,,-0.23,1.05,4889,412.46,특이사항 없음,1,6.89,44.4,-1.19,AI 강점,STRUCT 보조,,추세 관망,CRITICAL,54.2,반도체 제조업,15376768105.0,59.4,33.96,1,0,-8.25,6.18,11.61,-32.98,390.91,413.59,-10.53,410.91,,0.22,0.22,1,12.0,0,0,1.84,0.22,0,0,0,0,1,4061.3999999999996,15.97,0.3732,False,O,▲,5877,▲,X,X,6.96,249,0,1,1,1,15200.0,enter,100.0,NORMAL+WARN:ATR%=20.1% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,15.08,6.0,4.8,normal,7.0,v1_sl_first_gap_at_open,NORMAL+WARN:ATR%=20.1% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,반도체 제조업,-11.8435,-10.307500000000001,5.0,0.159297052154195,0.0007218944246329155,0.0,OK,66.1,OK,35.58623315552574,35.58623315552574,8,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260624,20260624,,59.6,59.6,59.6,55.13,-20.0,FRESH,0.394,,False,0.397,True,MATURE,10485.0,4.819,0.857,0.857,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,72.7,,ELITE_SCORE,MATURE,10485,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열,45.0,AVOID,0,전일 -8.2% · POC 412↑,0,1,1,0,,0.0,T=48<70 · S=62≥50,100.0,GREEN,,,0,True,0,BELOW_OFFICIAL_BAR,TOP_PICK=0,VWAP/POC 과열,15.0,IGNORE,IGNORE,FX_HIGH_REGIME,1,0,0,1,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,REJECT_NO_VALIDATED_RULE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,1,True,54.5,1.0,,,0,0,0,,54.5,0,,False,0.0,0.0,False,,False,True,,0
8,004710,한솔테크닉스,KOSPI,IT/전기전자,11770,258.4,4782.1,0.0,0.0,WAIT,WAIT,3,False,1,True,66.0,66.0,69.7,39.0,89.5,0.0,53.2,66.1,50.5,36.9,2.63,0.0,RR2.6 + 진입적정,0,11770.0,10000.0,16430.0,19240.0,,-0.13,0.77,10893,66.64,특이사항 없음,0,8.83,50.0,-3.69,AI 강점,STRUCT 보조,,추세 관망,CRITICAL,54.2,전자부품 제조업,25839969695.0,77.8,47.98,0,0,-8.55,-23.27,8.58,-18.02,156.82,108.87,-23.28,101.69,,0.382,0.164,1,12.0,1,0,1.98,0.33,0,0,0,0,1,8559.8,8.04,-0.2545,False,O,▲,14085,▲,X,X,0.0,250,0,1,1,1,19750.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.04,6.0,2.6,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,전자부품 제조업,-14.835925925925926,-14.643703703703704,9.0,0.18117489986648866,0.042992081080500504,0.1092896174863388,OK,89.5,OK,30.637128840604916,30.637128840604916,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260624,20260624,,66.0,66.0,66.0,55.13,-20.0,FRESH,0.394,,False,0.448,True,MATURE,10485.0,2.633,0.857,0.857,0.0,0.0,0.0,v22_calibrated,,,,,,,,True,39.6,,ELITE_SCORE,MATURE,10485,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,0.0,AVOID,0,전일 -8.6% · POC 67↑,0,0,1,0,,0.0,T=39<70 · S=70≥50,100.0,BLOCK,,초급등 후 단기 급락 — 눌림 착시/테마 붕괴 위험,0,True,0,EXCLUDED_ABNORMAL_HISTORY,ABNORMAL_HISTORY_GUARD,초급등 후 단기 급락 — 눌림 착시/테마 붕괴 위험,23.0,IGNORE,EXCLUDED_ABNORMAL_HISTORY,FX_HIGH_REGIME,1,0,0,1,0,0,0,0,1,BLOCK,SPIKE_REVERSAL,초급등 후 단기 급락 — 눌림 착시/테마 붕괴 위험,0,0,0,1,0.0,,,,,,,,,,REJECT_NO_VALIDATED_RULE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,2,True,53.2,1.0,,,0,0,0,,53.2,0,,False,0.0,0.0,False,,False,True,,0
