시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,乖離%,MACD_hist,MACD_slope,Vol_Z,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,추천매도가1,추천매도가2,손절가
KOSPI,한솔케미칼,014680,223000,220.59,25277.5,63.0,2.78,-906.7078,8.01225,1.26,-2.62,6.19,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",219140,227820,236500,210470
KOSDAQ,티씨케이,064760,171600,208.5,20034.3,47.1,0.98,-1951.4318,1012.47856,1.5,3.12,1.06,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",171600,178370,185140,164830
KOSPI,한전KPS,051600,51700,156.16,23265.0,52.3,1.64,-71.9154,120.82906,1.28,1.97,-1.71,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",51370,53410,55440,49340
KOSDAQ,엑시콘,092870,15410,132.09,2011.1,55.3,1.66,-151.46,47.74118,1.41,1.99,2.32,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",15310,15920,16520,14700
KOSDAQ,네오셈,253590,11900,117.05,5220.4,50.8,0.4,-125.8413,19.4274,1.41,-1.0,4.57,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",11900,12300,12710,11500
KOSPI,신영증권,001720,155500,108.36,25564.2,64.1,9.26,1358.6994,337.72162,1.87,8.06,9.28,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",143750,149440,155130,138060
KOSDAQ,에스티아이,039440,23600,87.73,3735.9,57.4,2.97,-144.2216,104.14719,1.75,3.28,-0.21,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",23150,24070,24980,22230
KOSDAQ,펄어비스,263750,35900,73.57,23065.0,49.0,1.46,94.1901,10.09829,1.13,0.7,2.87,6,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, MACD>sig, 과열아님",35740,37150,38570,34320
KOSDAQ,마음AI,377480,22800,69.02,1620.8,53.3,1.3,36.6885,-70.87828,1.65,-10.59,7.29,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",22730,23630,24530,21830
KOSPI,DL,000210,41200,65.03,8633.8,58.2,6.89,82.4441,204.2944,1.57,6.87,0.73,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",38930,40470,42010,37390
KOSPI,NHN,181710,29850,54.29,10079.2,64.5,6.09,101.2152,9.76752,1.56,-2.93,3.83,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",28420,29540,30670,27290
KOSDAQ,오로라,039830,22800,53.66,2453.9,59.6,2.31,49.5171,-24.34717,1.27,-1.3,3.87,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",22510,23400,24290,21620
KOSPI,삼성전자,005930,103500,28912.84,6126825.2,56.0,2.91,-945.9537,151.82241,1.04,-1.33,4.02,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",101580,105600,109630,97560
KOSDAQ,에코프로,086520,94100,11961.46,127765.4,56.1,10.74,-758.6148,14.48951,2.79,-1.67,-3.19,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",85820,89220,92620,82420
KOSPI,SK스퀘어,402340,311500,3754.56,412864.8,63.9,15.25,187.0491,1864.50516,1.75,13.69,14.52,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",272980,283790,294600,262170
KOSPI,삼성전자우,005935,78900,2766.4,643804.0,50.9,0.55,-936.7716,72.34347,0.86,-3.78,1.54,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",78900,81690,84480,76110
KOSDAQ,고영,098460,19630,2741.77,13476.9,60.3,13.78,314.8584,6.07603,1.59,15.0,20.87,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",17430,18120,18810,16730
KOSPI,KB금융,105560,130700,1985.23,498571.0,77.5,10.04,1399.9878,215.58722,1.3,7.22,12.29,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",119960,124710,129460,115210
KOSDAQ,재영솔루텍,049630,1490,1134.52,1629.2,71.3,29.44,25.2376,3.49458,2.34,6.43,19.2,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",1160,1210,1250,1120
KOSPI,코오롱모빌리티그룹,450140,12270,1117.2,7702.8,62.0,25.67,329.079,101.31068,2.6,51.86,34.84,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",9860,10250,10640,9470
KOSPI,기아,000270,116000,1107.49,456795.6,46.3,1.72,-500.5992,201.77677,0.75,1.4,2.11,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",115180,119740,124300,110610
KOSPI,LG전자,066570,90600,883.47,147575.1,52.7,2.55,-194.8262,52.27922,1.02,2.37,1.68,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",89230,92760,96300,85690
KOSDAQ,티엘비,356860,71800,774.58,7059.8,59.1,6.58,-1153.0056,480.48568,1.81,2.28,4.36,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",68040,70740,73430,65350
KOSDAQ,뉴로핏,380550,25650,687.42,2984.8,59.1,15.35,215.2903,49.12352,0.67,2.19,27.61,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",22460,23350,24240,21570
KOSPI,S-Oil,010950,82200,532.37,92543.1,69.7,12.75,466.1589,267.93304,1.48,6.34,11.23,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",73630,76550,79470,70720
KOSPI,우리금융지주,316140,26050,505.54,191226.9,48.5,0.88,38.0067,-5.88246,0.88,-0.76,0.58,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",26050,27050,28050,25050
KOSPI,디아이,003160,23900,443.37,6763.7,47.8,2.9,-347.3007,51.36495,0.92,2.14,2.14,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",23460,24390,25320,22530
KOSPI,한국항공우주,047810,101800,441.34,99229.7,51.8,0.24,-434.4421,113.10412,0.72,-5.83,-1.83,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",101800,105090,108380,98510
KOSPI,삼성생명,032830,159400,433.61,318800.0,49.7,0.93,-399.4673,401.36543,0.72,5.49,-0.44,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",159400,165610,171820,153190
KOSPI,엔씨소프트,036570,229500,423.96,49443.5,72.5,7.07,1585.7555,310.79668,1.64,4.08,5.52,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",216490,225070,233640,207920
KOSDAQ,GST,083450,28850,385.04,5317.1,69.3,10.64,115.8764,76.34239,3.15,1.23,13.58,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",26340,27380,28420,25290
KOSPI,케이씨텍,281820,43500,370.31,9000.3,63.9,11.94,199.16,323.00373,5.78,10.41,13.73,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",39250,40800,42360,37690
KOSPI,SK텔레콤,017670,54200,368.54,116416.2,46.3,0.96,119.3732,65.62896,0.73,3.44,0.74,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",54200,55520,56840,52880
KOSPI,KT&G,033780,137000,351.0,164225.7,47.5,0.23,226.3132,-9.83918,0.93,0.51,1.26,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",137000,141410,145820,132590
KOSPI,삼성증권,016360,76300,346.94,68135.9,48.2,-0.27,-251.5408,30.94867,1.0,2.14,-2.05,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",76300,78390,80470,74210
KOSPI,한온시스템,018880,4595,320.05,31189.1,68.1,12.91,27.5557,5.46457,1.85,3.72,15.31,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",4110,4270,4440,3950
KOSPI,이마트,139480,76900,316.11,21221.2,55.1,4.64,392.7563,251.22962,2.67,7.4,3.08,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",74220,77160,80100,71290
KOSDAQ,미코,059090,15550,303.28,5196.3,49.6,2.22,-24.3384,92.25002,1.87,5.07,-0.51,5,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 과열아님",15360,15970,16580,14760
KOSPI,롯데관광개발,032350,18820,283.73,14969.3,44.2,1.74,-23.997,44.48358,1.34,2.95,-1.36,5,초입,"MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",18680,19420,20160,17940
KOSPI,CJ,001040,170700,267.07,49805.1,46.8,-0.06,189.678,39.27255,1.04,-1.16,-3.29,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",170700,175730,180760,165670
KOSPI,메리츠금융지주,138040,117200,263.27,205359.9,50.9,2.73,832.4866,42.73067,0.87,3.44,4.46,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",115230,119790,124360,110670
KOSDAQ,카카오게임즈,293490,16400,263.03,14725.1,56.2,2.46,39.8911,-5.68003,5.05,-2.84,1.23,5,초입,"RSI 45~65, MA20 근처, 거래량증가, MACD>sig, 과열아님",16170,16810,17450,15530
KOSPI,해성디에스,195870,55800,259.2,9486.0,83.9,16.47,49.3294,14.73286,1.38,9.41,13.99,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",48390,50310,52220,46470
KOSDAQ,피아이이,452450,8570,252.74,3074.8,53.1,0.3,35.4372,-26.38081,1.0,-2.06,0.94,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",8570,8850,9130,8290
KOSDAQ,테스,095610,45000,243.87,8895.7,47.5,-1.02,-683.3035,267.33557,1.55,1.81,0.11,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",45000,45900,46800,44100
KOSPI,NH투자증권,005940,21350,205.26,76079.5,54.4,4.04,93.2637,23.0318,0.9,5.43,5.17,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",20730,21550,22370,19910
KOSDAQ,리노공업,058470,57100,199.29,43517.0,48.6,-0.53,-443.5846,48.86962,0.65,-3.06,-0.35,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",57100,58520,59930,55680
KOSDAQ,유니셈,036200,10740,177.51,3293.3,58.5,5.84,-10.8488,44.90379,2.4,0.75,6.34,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",10250,10650,11060,9840
KOSDAQ,HK이노엔,195940,48800,177.09,13825.0,51.1,-0.54,-47.0801,-133.94247,1.37,-3.37,-4.87,5,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, 과열아님",48800,50010,51210,47590
KOSDAQ,에프에스티,036810,34000,167.23,7465.2,49.8,-3.29,-597.7542,43.85321,1.21,-5.29,-6.72,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",34000,33900,33800,34100
KOSDAQ,월덱스,101160,26550,164.28,4383.7,59.5,4.54,-88.8579,138.96945,3.93,4.12,3.51,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",25650,26670,27680,24640
KOSDAQ,LS마린솔루션,060370,27250,159.52,14235.1,62.6,2.64,18.0095,-121.75075,0.68,-7.0,-3.37,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",26820,27880,28940,25750
KOSDAQ,ISC,095340,79100,155.5,16766.9,51.7,-0.34,-523.9808,80.13792,0.9,-2.94,-0.5,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",79100,81210,83320,76990
KOSDAQ,코오롱티슈진,950160,47600,154.71,39613.3,57.1,5.51,189.9206,83.87737,0.96,-0.31,4.62,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",45570,47370,49180,43760
KOSDAQ,코스메카코리아,241710,71700,150.82,7657.6,52.1,4.94,697.6487,-154.21647,1.73,7.66,6.07,5,초입,"RSI 45~65, 거래량증가, 상승구조, MACD>sig, 과열아님",69010,71740,74470,66280
KOSPI,현대해상,001450,28800,148.43,25747.2,58.0,3.63,168.8778,10.96832,1.0,6.67,2.86,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",28070,29180,30290,26960
KOSPI,LG유플러스,032640,15680,139.76,67397.1,58.6,3.3,90.3738,-2.82943,0.86,7.77,2.75,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",15330,15940,16550,14720
KOSDAQ,솔브레인,357780,281000,138.88,21857.8,52.9,0.92,-2219.6413,1094.75832,1.11,-0.53,1.26,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",281000,291900,302810,270100
KOSPI,오리온,271560,103100,129.03,40761.8,54.6,1.63,511.4914,7.40009,1.03,1.18,1.08,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",102460,105310,108160,99610
KOSPI,넷마블,251270,55200,121.52,47446.3,46.3,0.46,137.8422,122.22563,0.97,-0.72,-1.6,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",55200,57100,59010,53300
KOSPI,한국가스공사,036460,42700,112.29,39417.7,55.5,2.13,-17.0894,28.88896,0.86,1.67,-0.7,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",42230,43900,45570,40550
KOSPI,롯데케미칼,011170,73800,112.28,31568.3,45.6,1.85,-274.7199,162.49458,0.87,0.41,0.14,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",73180,76080,78980,70290
KOSDAQ,포스코엠텍,009520,15770,112.01,6567.1,52.2,0.49,-136.5261,31.26156,0.75,-0.82,-4.6,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",15770,16320,16870,15220
KOSDAQ,플리토,300080,16430,106.73,2711.8,53.2,9.04,-137.203,126.5871,1.58,8.38,-5.95,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",15220,15820,16420,14620
KOSDAQ,퓨쳐켐,220100,21050,106.5,4652.5,60.8,9.15,215.6239,5.073,0.99,4.47,11.85,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",19480,20250,21020,18710
KOSPI,SK케미칼,285130,73700,105.26,12749.2,60.0,11.22,705.1766,127.54573,1.13,4.24,8.38,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",66930,69580,72230,64280
KOSDAQ,오르비텍,046120,4130,94.47,1133.7,50.1,3.44,-9.1955,6.94362,0.95,2.99,2.74,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",4030,4190,4350,3870
KOSPI,HS효성,487570,70000,93.48,2608.1,62.3,13.37,974.8195,243.05515,3.29,13.45,15.13,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",62360,64830,67300,59890
KOSDAQ,티에스이,131290,56100,84.88,6205.5,65.7,8.76,184.695,209.74305,1.47,8.3,13.45,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",52100,54160,56220,50040
KOSDAQ,한솔아이원스,114810,15670,84.66,4480.6,54.5,8.71,61.829,2.27696,0.99,4.61,18.17,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",14560,15140,15710,13980
KOSDAQ,파인엠텍,441270,9580,84.56,3605.9,55.4,3.18,163.1162,1.55369,0.78,3.34,5.97,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",9380,9750,10120,9010
KOSDAQ,LS티라유텍,322180,6770,79.77,1416.4,60.2,6.05,116.1968,-99.80525,1.22,-19.5,23.77,5,초입,"RSI 45~65, 거래량증가, 상승구조, MACD>sig, 과열아님",6450,6700,6960,6190
KOSDAQ,원익머트리얼즈,104830,34250,79.16,4318.2,56.0,4.64,-201.2626,174.61821,1.83,3.95,7.7,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",33060,34370,35680,31750
KOSPI,강원랜드,035250,17160,79.14,36712.2,48.7,0.04,36.7747,17.44426,0.94,1.42,-0.46,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",17160,17590,18020,16730
KOSPI,HL만도,204320,37450,77.76,17585.4,49.4,2.32,-23.8712,15.81854,0.72,0.27,2.18,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",36970,38430,39890,35500
KOSDAQ,MDS테크,086960,1515,73.27,1406.3,56.9,2.99,0.9896,-2.85823,1.01,-14.31,9.23,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",1490,1540,1600,1430
KOSDAQ,티움바이오,321550,7730,70.72,2098.3,64.5,11.67,99.8036,-55.31002,1.82,-7.54,19.84,5,초입,"RSI 45~65, 거래량증가, 상승구조, MACD>sig, 과열아님",6990,7270,7540,6710
KOSPI,롯데지주,004990,30900,70.26,32417.0,55.6,4.36,171.4943,24.99561,0.86,6.37,1.31,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",29910,31090,32270,28720
KOSPI,두산2우B,000157,549000,70.13,4902.8,67.2,20.03,6474.4347,1615.07465,2.3,7.86,23.09,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",461970,480270,498570,443680
KOSDAQ,한빛레이저,452190,5650,64.37,1320.2,63.9,8.22,21.8304,7.97425,1.08,0.0,0.71,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",5270,5480,5690,5060
KOSPI,현대위아,011210,56600,64.23,15392.4,45.3,1.88,-217.8217,29.73589,0.81,-0.88,1.25,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",56110,58340,60560,53890
KOSDAQ,한국비엔씨,256840,5250,61.78,3590.7,55.3,2.11,5.0424,-9.41558,0.44,-13.22,-2.6,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",5190,5400,5600,4990
KOSPI,삼일제약,000520,10280,61.07,2229.9,58.3,6.52,133.0536,11.53264,1.7,6.2,3.94,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",9750,10130,10520,9360
KOSDAQ,코닉오토메이션,391710,2740,60.48,1152.6,53.0,3.3,-0.347,0.3695,0.6,-1.26,12.07,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",2680,2790,2890,2570
KOSPI,롯데쇼핑,023530,69300,58.16,19604.1,53.2,3.77,426.5755,124.5566,1.09,7.44,3.59,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",67450,70120,72790,64780
KOSPI,대웅제약,069620,147800,57.79,17125.0,58.7,5.49,1051.3336,45.64702,0.77,3.94,4.97,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",141510,147120,152720,135910
KOSPI,iM금융지주,139130,14040,56.41,22752.5,58.5,3.13,81.9219,10.18264,0.61,4.7,3.08,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",13750,14290,14840,13210
KOSPI,신풍제약,019170,14120,54.83,7481.5,55.9,2.59,12.3868,-12.2838,0.45,-3.29,-10.01,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",13900,14450,15000,13350
KOSPI,종근당,185750,83800,54.45,11566.7,66.4,1.75,135.1615,-17.06183,1.62,-0.83,0.6,5,초입,"MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",83180,85960,88730,80410
KOSDAQ,셀비온,308430,17420,53.52,2235.2,54.6,3.59,293.5457,13.06981,0.87,-3.06,6.22,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",16980,17660,18330,16310
KOSDAQ,수젠텍,253840,7000,53.23,1172.0,51.1,2.31,36.2842,-2.60193,1.77,-2.1,0.14,5,초입,"RSI 45~65, MA20 근처, 거래량증가, MACD>sig, 과열아님",6910,7180,7460,6640
KOSPI,미스토홀딩스,081660,40700,50.38,24459.0,60.2,5.89,306.328,104.49796,1.28,5.03,6.68,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",38820,40360,41900,37280
KOSPI,NAVER,035420,263000,3569.29,412522.4,53.6,1.33,-685.1094,-155.81792,0.77,-1.5,3.95,4,초입,"RSI 45~65, MA20 근처, 상승구조, 과열아님",262150,272530,282910,251760
KOSPI,DB하이텍,000990,69100,3549.31,30061.7,72.4,17.21,349.9228,755.51246,6.27,17.12,16.33,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",59540,61900,64260,57190
KOSDAQ,씨피시스템,413630,4685,2285.36,1707.1,63.1,25.22,-2.8319,47.0381,4.17,19.52,9.85,4,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조",3780,3930,4080,3630
KOSDAQ,알테오젠,196170,510000,2198.56,272879.5,63.3,5.8,4528.9473,-2416.0156,0.92,-7.1,7.14,4,초입,"RSI 45~65, 상승구조, MACD>sig, 과열아님",486850,506130,525410,467560
KOSPI,두산,000150,1014000,2097.87,167551.7,67.8,18.05,2477.6859,838.91377,1.19,2.11,15.89,4,초입,"MACD상승, 상승구조, MACD>sig, 과열아님",867540,901900,936260,833180
KOSPI,하이브,352820,285500,2075.15,120238.4,51.6,-5.81,-2546.6767,-2414.27584,1.89,-16.28,-8.35,4,초입,"RSI 45~65, 거래량증가, 상승구조, 과열아님",285500,276990,268490,294010
KOSPI,LG에너지솔루션,373220,473000,1897.55,1106820.0,56.1,2.08,-4421.6012,-35.0776,0.76,0.0,-7.25,4,초입,"RSI 45~65, MA20 근처, 상승구조, 과열아님",468010,486540,505080,449470
KOSPI,LG화학,051910,399500,1584.37,282016.4,54.9,5.21,-2762.0044,68.07087,0.65,1.14,-3.39,4,초입,"RSI 45~65, MACD상승, 상승구조, 과열아님",383500,398680,413870,368310
KOSPI,파미셀,005690,18720,1356.95,11235.2,73.8,17.05,120.0469,-7.92349,1.29,2.35,14.15,4,초입,"거래량증가, 상승구조, MACD>sig, 과열아님",16150,16790,17430,15510
KOSPI,현대차,005380,269000,1337.86,550798.4,54.3,3.36,-721.7142,-459.66637,0.39,-2.54,7.39,4,초입,"RSI 45~65, MA20 근처, 상승구조, 과열아님",262850,273260,283670,252440
KOSPI,신한지주,055550,78000,1217.02,378686.0,62.1,4.37,319.4332,-45.56827,1.19,2.09,5.41,4,초입,"RSI 45~65, 상승구조, MACD>sig, 과열아님",75480,78470,81460,72490
KOSPI,디아이씨,092200,6550,1184.68,2547.2,66.4,19.91,125.9497,-9.17303,3.67,3.15,36.74,4,초입,"거래량증가, 상승구조, MACD>sig, 과열아님",5520,5740,5950,5300
KOSPI,하나금융지주,086790,92900,1170.26,258564.7,59.7,5.08,801.9543,-36.99742,1.17,5.69,5.69,4,초입,"RSI 45~65, 상승구조, MACD>sig, 과열아님",89290,92830,96360,85750
KOSPI,삼성중공업,010140,26400,1165.01,232320.0,59.3,0.49,-317.6787,-81.01371,0.5,-8.01,-11.85,4,초입,"RSI 45~65, MA20 근처, 상승구조, 과열아님",26400,27320,28240,25480
KOSPI,코리아써키트,007810,23900,1023.61,5645.4,73.9,18.0,172.782,114.26825,3.71,18.91,19.68,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",20460,21270,22080,19650
KOSPI,SK,034730,269000,966.57,195032.3,66.2,11.03,1813.8823,454.56607,1.13,6.75,10.25,4,초입,"MACD상승, 상승구조, MACD>sig, 과열아님",244700,254390,264080,235010
KOSDAQ,심텍,222800,51900,924.16,18114.2,51.4,-9.47,-1586.8176,-579.26257,1.29,-16.69,-11.13,4,초입,"RSI 45~65, 거래량증가, 상승구조, 과열아님",51900,48190,44480,55610
KOSDAQ,하나마이크론,067310,24700,904.65,16370.8,46.2,-8.37,-698.6639,-133.85506,1.44,-15.12,-4.45,4,초입,"RSI 45~65, 거래량증가, 상승구조, 과열아님",24700,23250,21810,26150
KOSPI,삼성전기,009150,227500,828.54,169928.2,59.7,1.72,-1852.2778,-192.36533,0.63,-4.81,-1.94,4,초입,"RSI 45~65, MA20 근처, 상승구조, 과열아님",225890,234830,243780,216940
