종목코드,종목명,시장,종가
095570,AJ네트웍스,KOSPI,4675
006840,AK홀딩스,KOSPI,9060
027410,BGF,KOSPI,4125
282330,BGF리테일,KOSPI,111500
138930,BNK금융지주,KOSPI,15400
001460,BYC,KOSPI,46450
001465,BYC우,KOSPI,26700
001040,CJ,KOSPI,177000
079160,CJ CGV,KOSPI,6120
00104K,CJ4우(전환),KOSPI,158700
000120,CJ대한통운,KOSPI,95600
011150,CJ씨푸드,KOSPI,2755
011155,CJ씨푸드1우,KOSPI,15800
001045,CJ우,KOSPI,89700
097950,CJ제일제당,KOSPI,208500
097955,CJ제일제당 우,KOSPI,138500
000480,CR홀딩스,KOSPI,5060
000590,CS홀딩스,KOSPI,80700
012030,DB,KOSPI,1511
005830,DB손해보험,KOSPI,122800
016610,DB증권,KOSPI,10600
000990,DB하이텍,KOSPI,65400
000300,DH오토넥스,KOSPI,1984
001530,DI동일,KOSPI,20600
015590,DKME,KOSPI,515
000210,DL,KOSPI,40100
000215,DL우,KOSPI,26050
375500,DL이앤씨,KOSPI,43050
37550L,DL이앤씨2우(전환),KOSPI,32050
37550K,DL이앤씨우,KOSPI,23300
007340,DN오토모티브,KOSPI,28050
004840,DRB동일,KOSPI,4820
155660,DSR,KOSPI,3995
069730,DSR제강,KOSPI,3925
017860,DS단석,KOSPI,19530
092780,DYP,KOSPI,3350
017940,E1,KOSPI,87500
365550,ESR켄달스퀘어리츠,KOSPI,4310
383220,F&F,KOSPI,74100
007700,F&F홀딩스,KOSPI,21550
114090,GKL,KOSPI,14380
078930,GS,KOSPI,56800
006360,GS건설,KOSPI,19780
001250,GS글로벌,KOSPI,2385
007070,GS리테일,KOSPI,22300
078935,GS우,KOSPI,48050
499790,GS피앤엘,KOSPI,47650
012630,HDC,KOSPI,18600
039570,HDC랩스,KOSPI,8570
089470,HDC현대EP,KOSPI,4365
294870,HDC현대산업개발,KOSPI,21150
009540,HD한국조선해양,KOSPI,437000
267250,HD현대,KOSPI,203500
267270,HD현대건설기계,KOSPI,109100
443060,HD현대마린솔루션,KOSPI,198000
071970,HD현대마린엔진,KOSPI,84300
322000,HD현대에너지솔루션,KOSPI,58600
042670,HD현대인프라코어,KOSPI,17020
267260,HD현대일렉트릭,KOSPI,830000
329180,HD현대중공업,KOSPI,551000
097230,HJ중공업,KOSPI,23200
014790,HL D&I,KOSPI,2765
003580,HLB글로벌,KOSPI,2185
204320,HL만도,KOSPI,52400
060980,HL홀딩스,KOSPI,48250
011200,HMM,KOSPI,20700
035000,HS애드,KOSPI,9250
002460,HS화성,KOSPI,13870
487570,HS효성,KOSPI,64800
298050,HS효성첨단소재,KOSPI,194800
003560,IHQ,KOSPI,10760
015360,INVENI,KOSPI,70200
175330,JB금융지주,KOSPI,24600
234080,JW생명과학,KOSPI,14370
001060,JW중외제약,KOSPI,27950
001067,JW중외제약2우B,KOSPI,60600
001065,JW중외제약우,KOSPI,29600
096760,JW홀딩스,KOSPI,3750
008970,KBI동양철관,KOSPI,1928
105560,KB금융,KOSPI,124900
415640,KB발해인프라,KOSPI,9860
432320,KB스타리츠,KOSPI,3590
002380,KCC,KOSPI,432000
344820,KCC글라스,KOSPI,27350
009070,KCTC,KOSPI,6640
009440,KC그린홀딩스,KOSPI,756
119650,KC코트렐,KOSPI,918
092220,KEC,KOSPI,692
003620,KG모빌리티,KOSPI,3795
016380,KG스틸,KOSPI,5580
001390,KG케미칼,KOSPI,5780
033180,KH 필룩스,KOSPI,5310
001940,KISCO홀딩스,KOSPI,26550
025000,KPX케미칼,KOSPI,52900
092230,KPX홀딩스,KOSPI,77100
000040,KR모터스,KOSPI,496
044450,KSS해운,KOSPI,9600
030200,KT,KOSPI,52800
033780,KT&G,KOSPI,143000
058850,KTcs,KOSPI,2915
058860,KTis,KOSPI,2845
093050,LF,KOSPI,19250
003550,LG,KOSPI,83500
034220,LG디스플레이,KOSPI,12300
051900,LG생활건강,KOSPI,267000
051905,LG생활건강우,KOSPI,115000
064400,LG씨엔에스,KOSPI,65400
373220,LG에너지솔루션,KOSPI,442500
003555,LG우,KOSPI,68600
032640,LG유플러스,KOSPI,15070
011070,LG이노텍,KOSPI,287500
066570,LG전자,KOSPI,95700
066575,LG전자우,KOSPI,51100
037560,LG헬로비전,KOSPI,2410
051910,LG화학,KOSPI,369000
051915,LG화학우,KOSPI,191400
079550,LIG넥스원,KOSPI,387000
006260,LS,KOSPI,187000
010120,LS ELECTRIC,KOSPI,483000
000680,LS네트웍스,KOSPI,3300
229640,LS에코에너지,KOSPI,39200
108320,LX세미콘,KOSPI,52300
001120,LX인터내셔널,KOSPI,34000
108670,LX하우시스,KOSPI,30500
108675,LX하우시스우,KOSPI,17220
383800,LX홀딩스,KOSPI,8350
38380K,LX홀딩스1우,KOSPI,9120
023150,MH에탄올,KOSPI,5040
035420,NAVER,KOSPI,240500
181710,NHN,KOSPI,30750
400760,NH올원리츠,KOSPI,3535
005940,NH투자증권,KOSPI,20950
005945,NH투자증권우,KOSPI,19460
338100,NH프라임리츠,KOSPI,4475
034310,NICE,KOSPI,13970
030190,NICE평가정보,KOSPI,18200
008260,NI스틸,KOSPI,3685
004250,NPC,KOSPI,3980
004255,NPC우,KOSPI,2525
456040,OCI,KOSPI,61500
010060,OCI홀딩스,KOSPI,105500
178920,PI첨단소재,KOSPI,16450
001340,PKC,KOSPI,6110
005490,POSCO홀딩스,KOSPI,318000
010950,S-Oil,KOSPI,86400
010955,S-Oil우,KOSPI,49400
034120,SBS,KOSPI,19700
003080,SB성보,KOSPI,2840
005090,SGC에너지,KOSPI,24000
001380,SG글로벌,KOSPI,1927
