종목코드,종목명,시장,종가
095570,AJ네트웍스,KOSPI,4670
006840,AK홀딩스,KOSPI,8830
027410,BGF,KOSPI,4095
282330,BGF리테일,KOSPI,112300
138930,BNK금융지주,KOSPI,15750
001460,BYC,KOSPI,44450
001465,BYC우,KOSPI,26050
001040,CJ,KOSPI,176100
079160,CJ CGV,KOSPI,5960
00104K,CJ4우(전환),KOSPI,157000
000120,CJ대한통운,KOSPI,96000
011150,CJ씨푸드,KOSPI,2810
011155,CJ씨푸드1우,KOSPI,15130
001045,CJ우,KOSPI,88200
097950,CJ제일제당,KOSPI,209000
097955,CJ제일제당 우,KOSPI,137800
000480,CR홀딩스,KOSPI,5040
000590,CS홀딩스,KOSPI,80500
012030,DB,KOSPI,1497
005830,DB손해보험,KOSPI,125800
016610,DB증권,KOSPI,10580
000990,DB하이텍,KOSPI,65500
000300,DH오토넥스,KOSPI,1984
001530,DI동일,KOSPI,20300
015590,DKME,KOSPI,515
000210,DL,KOSPI,39600
000215,DL우,KOSPI,25200
375500,DL이앤씨,KOSPI,42800
37550L,DL이앤씨2우(전환),KOSPI,31750
37550K,DL이앤씨우,KOSPI,23050
007340,DN오토모티브,KOSPI,28000
004840,DRB동일,KOSPI,4835
155660,DSR,KOSPI,3945
069730,DSR제강,KOSPI,3900
017860,DS단석,KOSPI,19060
092780,DYP,KOSPI,3275
017940,E1,KOSPI,91500
365550,ESR켄달스퀘어리츠,KOSPI,4225
383220,F&F,KOSPI,79700
007700,F&F홀딩스,KOSPI,20950
114090,GKL,KOSPI,14560
078930,GS,KOSPI,56300
006360,GS건설,KOSPI,20300
001250,GS글로벌,KOSPI,2365
007070,GS리테일,KOSPI,22250
078935,GS우,KOSPI,47800
499790,GS피앤엘,KOSPI,45450
012630,HDC,KOSPI,17820
039570,HDC랩스,KOSPI,8540
089470,HDC현대EP,KOSPI,4400
294870,HDC현대산업개발,KOSPI,21750
009540,HD한국조선해양,KOSPI,421500
267250,HD현대,KOSPI,200500
267270,HD현대건설기계,KOSPI,104800
443060,HD현대마린솔루션,KOSPI,188100
071970,HD현대마린엔진,KOSPI,80800
322000,HD현대에너지솔루션,KOSPI,58000
042670,HD현대인프라코어,KOSPI,16350
267260,HD현대일렉트릭,KOSPI,822000
329180,HD현대중공업,KOSPI,519000
097230,HJ중공업,KOSPI,21500
014790,HL D&I,KOSPI,2715
003580,HLB글로벌,KOSPI,2165
204320,HL만도,KOSPI,53700
060980,HL홀딩스,KOSPI,47600
011200,HMM,KOSPI,20750
035000,HS애드,KOSPI,9150
002460,HS화성,KOSPI,13400
487570,HS효성,KOSPI,63800
298050,HS효성첨단소재,KOSPI,189400
003560,IHQ,KOSPI,10760
015360,INVENI,KOSPI,68700
175330,JB금융지주,KOSPI,24800
234080,JW생명과학,KOSPI,14630
001060,JW중외제약,KOSPI,28200
001067,JW중외제약2우B,KOSPI,60600
001065,JW중외제약우,KOSPI,29800
096760,JW홀딩스,KOSPI,3825
008970,KBI동양철관,KOSPI,1837
105560,KB금융,KOSPI,124300
415640,KB발해인프라,KOSPI,9740
432320,KB스타리츠,KOSPI,3290
002380,KCC,KOSPI,424500
344820,KCC글라스,KOSPI,26900
009070,KCTC,KOSPI,6630
009440,KC그린홀딩스,KOSPI,756
119650,KC코트렐,KOSPI,918
092220,KEC,KOSPI,680
003620,KG모빌리티,KOSPI,3660
016380,KG스틸,KOSPI,5490
001390,KG케미칼,KOSPI,5740
033180,KH 필룩스,KOSPI,5310
001940,KISCO홀딩스,KOSPI,26500
025000,KPX케미칼,KOSPI,52900
092230,KPX홀딩스,KOSPI,76400
000040,KR모터스,KOSPI,498
044450,KSS해운,KOSPI,9610
030200,KT,KOSPI,53900
033780,KT&G,KOSPI,145300
058850,KTcs,KOSPI,2875
058860,KTis,KOSPI,2810
093050,LF,KOSPI,20250
003550,LG,KOSPI,83900
034220,LG디스플레이,KOSPI,12160
051900,LG생활건강,KOSPI,266000
051905,LG생활건강우,KOSPI,113900
064400,LG씨엔에스,KOSPI,64600
373220,LG에너지솔루션,KOSPI,415500
003555,LG우,KOSPI,68600
032640,LG유플러스,KOSPI,15320
011070,LG이노텍,KOSPI,285000
066570,LG전자,KOSPI,96300
066575,LG전자우,KOSPI,51200
037560,LG헬로비전,KOSPI,2385
051910,LG화학,KOSPI,364000
051915,LG화학우,KOSPI,184000
079550,LIG넥스원,KOSPI,385000
006260,LS,KOSPI,187500
010120,LS ELECTRIC,KOSPI,474000
000680,LS네트웍스,KOSPI,3300
229640,LS에코에너지,KOSPI,35800
108320,LX세미콘,KOSPI,50800
001120,LX인터내셔널,KOSPI,33850
108670,LX하우시스,KOSPI,30000
108675,LX하우시스우,KOSPI,17230
383800,LX홀딩스,KOSPI,8200
38380K,LX홀딩스1우,KOSPI,8750
023150,MH에탄올,KOSPI,5030
035420,NAVER,KOSPI,231000
181710,NHN,KOSPI,28550
400760,NH올원리츠,KOSPI,3515
005940,NH투자증권,KOSPI,20750
005945,NH투자증권우,KOSPI,19290
338100,NH프라임리츠,KOSPI,4445
034310,NICE,KOSPI,14030
030190,NICE평가정보,KOSPI,17800
008260,NI스틸,KOSPI,3610
004250,NPC,KOSPI,3960
004255,NPC우,KOSPI,2545
456040,OCI,KOSPI,60700
010060,OCI홀딩스,KOSPI,108600
178920,PI첨단소재,KOSPI,16200
001340,PKC,KOSPI,5810
005490,POSCO홀딩스,KOSPI,313500
010950,S-Oil,KOSPI,84900
010955,S-Oil우,KOSPI,48650
034120,SBS,KOSPI,19350
003080,SB성보,KOSPI,2805
005090,SGC에너지,KOSPI,24000
001380,SG글로벌,KOSPI,1896
004060,SG세계물산,KOSPI,352
001770,SHD,KOSPI,18080
002360,SH에너지화학,KOSPI,397
009160,SIMPAC,KOSPI,5490
033530,SJG세종,KOSPI,9130
123700,SJM,KOSPI,3765
025530,SJM홀딩스,KOSPI,3825
034730,SK,KOSPI,255000
011790,SKC,KOSPI,108600
018670,SK가스,KOSPI,241500
001740,SK네트웍스,KOSPI,4645
006120,SK디스커버리,KOSPI,59800
006125,SK디스커버리우,KOSPI,40300
210980,SK디앤디,KOSPI,12700
395400,SK리츠,KOSPI,5870
302440,SK바이오사이언스,KOSPI,51300
326030,SK바이오팜,KOSPI,131000
402340,SK스퀘어,KOSPI,283000
361610,SK아이이테크놀로지,KOSPI,28650
100090,SK오션플랜트,KOSPI,19820
03473K,SK우,KOSPI,192100
096770,SK이노베이션,KOSPI,110500
096775,SK이노베이션우,KOSPI,75700
475150,SK이터닉스,KOSPI,21400
001510,SK증권,KOSPI,646
001515,SK증권우,KOSPI,2070
285130,SK케미칼,KOSPI,71600
28513K,SK케미칼우,KOSPI,29900
017670,SK텔레콤,KOSPI,53000
000660,SK하이닉스,KOSPI,551000
003570,SNT다이내믹스,KOSPI,47450
064960,SNT모티브,KOSPI,34100
100840,SNT에너지,KOSPI,39200
036530,SNT홀딩스,KOSPI,60300
005610,SPC삼립,KOSPI,54300
011810,STX,KOSPI,3530
465770,STX그린로지스,KOSPI,6230
077970,STX엔진,KOSPI,37300
002820,SUN&L,KOSPI,2755
084870,TBH글로벌,KOSPI,1265
002710,TCC스틸,KOSPI,15580
069260,TKG휴켐스,KOSPI,19830
007980,TP,KOSPI,1911
002900,TYM,KOSPI,6250
024070,WISCOM,KOSPI,1934
037270,YG PLUS,KOSPI,6740
139130,iM금융지주,KOSPI,14570
000500,가온전선,KOSPI,82000
000860,강남제비스코,KOSPI,12870
035250,강원랜드,KOSPI,18490
011420,갤럭시아에스엠,KOSPI,1888
002100,경농,KOSPI,9420
009450,경동나비엔,KOSPI,57400
267290,경동도시가스,KOSPI,21950
012320,경동인베스트,KOSPI,52700
000050,경방,KOSPI,10540
214390,경보제약,KOSPI,6090
012610,경인양행,KOSPI,3650
009140,경인전자,KOSPI,20750
013580,계룡건설,KOSPI,21050
012200,계양전기,KOSPI,1570
012205,계양전기우,KOSPI,3345
