시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,ret_60d_%,idx_60d_%,rel_60d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2,업종_상세,업종_대분류,RR1,Now%,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,AI_COMMENT,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_지수수익률_%,60일_초과수익(α)_%
KOSDAQ,티엘비,356860,전자부품 제조업,66500,120.97,6538.7,43.4,69.2,-0.84,-364.8884,26.91945,0.36,-0.15,-2.49,100.3,12.92,87.38,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",66500,61800,72100,78100,전자부품 제조업,IT/전기전자,1.1914893617021276,0.0,67.8,79.1,↩️ PULL (눌림),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,100.3,12.92,87.38
KOSDAQ,제닉스로보틱스,381620,특수 목적용 기계 제조업,15300,76.83,2007.0,52.8,71.6,-0.6,25.0712,-34.63802,0.25,-1.99,9.13,49.27,12.92,36.35,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",15300,14230,16910,18510,특수 목적용 기계 제조업,조선·기계·설비,1.5046728971962617,0.0,67.8,71.3,↩️ PULL (눌림),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,49.27,12.92,36.35
KOSPI,LS에코에너지,229640,기타 금융업,37050,76.0,11346.5,58.9,68.5,2.97,390.4654,112.06543,1.5,6.93,8.18,-4.63,27.1,-31.73,5,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 자금유입(MFI), MACD>Sig",37050,34450,40150,43550,기타 금융업,금융,1.1923076923076923,0.0,67.7,70.0,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251209,20251209,27.1,12.92,-4.63,27.1,-31.73
KOSPI,OCI홀딩스,010060,기타 금융업,101800,117.04,19006.3,43.3,35.9,-3.85,-689.6696,250.12146,1.06,0.2,2.0,4.09,27.1,-23.01,3,,"MACD상승, 정배열(단), 장기추세(120↑)",101800,94700,110400,119600,기타 금융업,금융,1.2112676056338028,0.0,67.5,77.0,🔺 Watch (상승 준비),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251209,20251209,27.1,12.92,4.09,27.1,-23.01
KOSPI,이마트,139480,종합 소매업,82300,97.42,22711.4,62.0,66.5,2.64,210.7262,-59.80106,0.73,0.12,4.18,6.33,27.1,-20.77,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",82300,78200,88500,94700,종합 소매업,유통·소비재,1.5121951219512195,0.0,67.5,76.4,↩️ PULL (눌림),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251209,20251209,27.1,12.92,6.33,27.1,-20.77
KOSDAQ,로보스타,090360,특수 목적용 기계 제조업,77200,232.18,7527.0,63.1,70.8,8.01,689.6319,13.69229,0.45,6.63,23.32,164.38,12.92,151.46,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",73600,68500,81300,89100,특수 목적용 기계 제조업,조선·기계·설비,1.5098039215686274,4.891304347826087,67.3,66.3,🔼 BRK (돌파),① 강한 상승 추세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251209,20251209,27.1,12.92,164.38,12.92,151.46
KOSPI,현대제철,004020,1차 철강 제조업,31050,130.29,41434.9,56.5,53.1,1.09,232.4565,4.31285,1.23,1.97,5.97,-13.75,27.1,-40.85,4,★,"RSI적정, MACD상승, 20선근접, 거래량↑, MACD>Sig",31050,29450,33000,35100,1차 철강 제조업,철강·금속,1.21875,0.0,67.3,74.3,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,-13.75,27.1,-40.85
KOSDAQ,하나마이크론,067310,반도체 제조업,24900,152.61,16528.2,47.8,63.2,-0.33,-42.028,-1.63481,0.35,-1.39,0.0,57.99,12.92,45.07,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",24900,23150,27000,29250,반도체 제조업,반도체,1.2,0.0,67.1,77.1,↩️ PULL (눌림),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,57.99,12.92,45.07
KOSDAQ,하나머티리얼즈,166090,반도체 제조업,44250,55.75,8751.6,56.6,67.6,2.39,55.3596,-97.92393,0.41,-5.14,2.67,48.24,12.92,35.32,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",44250,41150,48900,53500,반도체 제조업,반도체,1.5,0.0,67.1,70.7,🔁 MR (반전),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251209,20251209,27.1,12.92,48.24,12.92,35.32
KOSDAQ,쏠리드,050890,통신 및 방송 장비 제조업,7710,51.57,4684.3,61.2,70.2,2.4,39.0888,-22.27263,0.54,-1.03,7.53,15.94,12.92,3.02,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",7710,7170,8520,9330,통신 및 방송 장비 제조업,IT/전기전자,1.5,0.0,67.1,69.4,↩️ PULL (눌림),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,20251209,20251209,27.1,12.92,15.94,12.92,3.02
KOSDAQ,대한광통신,010170,절연선 및 케이블 제조업,2090,147.52,2758.5,51.3,64.3,-3.99,-22.7501,-12.21068,0.63,-19.46,10.23,64.7,12.92,51.78,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI)",2090,1944,2265,2455,절연선 및 케이블 제조업,기타,1.1986301369863013,0.0,67.0,78.2,🔁 MR (반전),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251209,20251209,27.1,12.92,64.7,12.92,51.78
KOSDAQ,씨피시스템,413630,플라스틱제품 제조업,4560,104.08,1661.5,56.6,81.7,2.82,-6.772,-10.07549,0.31,-8.71,22.25,75.72,12.92,62.8,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",4560,4240,4945,5360,플라스틱제품 제조업,기타,1.203125,0.0,67.0,79.9,🔁 MR (반전),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,20251209,20251209,27.1,12.92,75.72,12.92,62.8
KOSDAQ,한중엔시에스,107640,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",49750,60.48,4509.8,62.0,71.7,4.56,393.4727,-52.57639,0.78,3.22,20.46,44.62,12.92,31.7,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",49000,45600,54200,59300,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,1.5294117647058822,1.530612244897959,67.0,66.8,🔺 Watch (상승 준비),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,20251209,20251209,27.1,12.92,44.62,12.92,31.7
KOSDAQ,엔켐,348370,기초 화학물질 제조업,70600,181.2,15367.8,59.6,45.0,1.19,815.5865,-24.30643,0.83,-4.85,26.52,-0.7,12.92,-13.62,2,,"RSI적정, 20선근접, MACD>Sig",70600,65700,76500,83000,기초 화학물질 제조업,화학·소재,1.2040816326530612,0.0,66.8,74.2,🔁 MR (반전),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,-0.7,12.92,-13.62
KOSPI,DL이앤씨,375500,토목 건설업,41800,106.23,16173.9,62.7,67.8,3.82,280.1556,63.06932,1.27,5.82,6.77,-4.68,27.1,-31.78,5,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 자금유입(MFI), MACD>Sig",41450,38850,44650,48100,토목 건설업,건설·부동산,1.2307692307692308,0.8443908323281062,66.7,74.1,🔼 BRK (돌파),④ 바닥 반등 시도,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251209,20251209,27.1,12.92,-4.68,27.1,-31.78
KOSPI,LG전자우,066575,기타,51300,56.35,8816.4,60.4,65.4,3.51,230.8982,-51.5434,0.81,6.88,9.85,39.4,27.1,12.3,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",51000,47500,56400,61800,기타,기타,1.542857142857143,0.5882352941176471,66.6,68.0,🔺 Watch (상승 준비),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251209,20251209,27.1,12.92,39.4,27.1,12.3
KOSDAQ,심텍홀딩스,036710,회사 본부 및 경영 컨설팅 서비스업,3225,124.9,1703.7,45.2,69.7,4.01,9.1999,25.1967,4.96,16.22,6.61,100.93,12.92,88.01,7,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",3195,2970,3530,3865,회사 본부 및 경영 컨설팅 서비스업,서비스 기타,1.488888888888889,0.9389671361502347,66.5,83.0,🔼 BRK (돌파),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251209,20251209,27.1,12.92,100.93,12.92,88.01
KOSDAQ,포스코엠텍,009520,1차 철강 제조업,16440,96.03,6846.1,62.7,86.5,4.86,95.7601,-0.46499,1.35,0.67,11.68,28.54,12.92,15.62,7,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",16150,15140,17660,19170,1차 철강 제조업,철강·금속,1.495049504950495,1.7956656346749225,66.5,72.2,🔺 Watch (상승 준비),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,20251209,20251209,27.1,12.92,28.54,12.92,15.62
KOSDAQ,큐로셀,372320,자연과학 및 공학 연구개발업,42950,62.31,6198.8,58.0,64.8,3.29,246.3067,-61.05537,1.32,1.54,9.29,10.13,12.92,-2.79,7,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",42850,39850,47350,51800,자연과학 및 공학 연구개발업,기타,1.5,0.2333722287047841,66.5,68.6,🔺 Watch (상승 준비),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251209,20251209,27.1,12.92,10.13,12.92,-2.79
KOSPI,삼성전자,005930,통신 및 방송 장비 제조업,108400,14827.81,6416887.5,68.8,70.1,6.47,661.7909,3.00857,0.73,4.84,9.16,51.61,27.1,24.51,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",104900,97900,113200,122300,통신 및 방송 장비 제조업,IT/전기전자,1.1857142857142857,3.336510962821735,66.4,59.7,🔼 BRK (돌파),① 강한 상승 추세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251209,20251209,27.1,12.92,51.61,27.1,24.51
KOSDAQ,퓨쳐켐,220100,의약품 제조업,30050,165.41,6731.4,48.0,60.2,-1.94,-537.8672,-95.45714,0.31,-8.8,3.44,43.78,12.92,30.86,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI)",30050,27950,32550,35300,의약품 제조업,바이오·의약품,1.1904761904761905,0.0,66.4,76.3,🔁 MR (반전),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,43.78,12.92,30.86
KOSPI,엔씨소프트,036570,소프트웨어 개발 및 공급업,203000,279.23,43734.4,58.1,44.5,-4.14,-434.8675,-291.77185,0.53,-2.87,-2.4,1.5,27.1,-25.6,0,,RSI적정,203000,188800,220000,238500,소프트웨어 개발 및 공급업,인터넷/플랫폼·게임,1.1971830985915493,0.0,66.3,71.9,🔁 MR (반전),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,20251209,20251209,27.1,12.92,1.5,27.1,-25.6
KOSDAQ,한국비엔씨,256840,기초 의약물질 제조업,5590,150.67,3823.3,51.7,64.8,1.53,-4.4565,-4.90171,0.56,2.57,6.07,10.04,12.92,-2.88,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",5590,5200,6060,6570,기초 의약물질 제조업,기타,1.205128205128205,0.0,66.2,75.2,↩️ PULL (눌림),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,10.04,12.92,-2.88
KOSPI,풍산,103140,1차 비철금속 제조업,104500,149.43,29285.4,62.7,70.3,4.46,1555.9244,102.89058,1.24,5.03,10.82,-13.42,27.1,-40.52,5,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 자금유입(MFI), MACD>Sig",103000,96700,110700,118900,1차 비철금속 제조업,철강·금속,1.2222222222222223,1.4563106796116505,66.2,71.7,🔼 BRK (돌파),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251209,20251209,27.1,12.92,-13.42,27.1,-40.52
KOSDAQ,현대힘스,460930,선박 및 보트 건조업,18830,79.93,6686.7,56.8,73.2,1.25,248.162,22.50528,1.23,2.11,5.31,-35.4,12.92,-48.32,5,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 자금유입(MFI), MACD>Sig",18830,17620,20300,21850,선박 및 보트 건조업,조선·기계·설비,1.2148760330578512,0.0,66.2,67.2,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,-35.4,12.92,-48.32
KOSPI,코스맥스,192820,기타 화학제품 제조업,164200,74.06,18635.9,52.5,63.6,0.84,1772.4486,37.59573,0.52,0.74,1.86,-24.16,27.1,-51.26,4,★,"RSI적정, MACD상승, 20선근접, 자금유입(MFI), MACD>Sig",164200,153400,177200,191300,기타 화학제품 제조업,화학·소재,1.2037037037037037,0.0,66.2,67.3,🔺 Watch (상승 준비),④ 바닥 반등 시도,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,-24.16,27.1,-51.26
KOSDAQ,태광,023160,1차 철강 제조업,24350,63.04,6452.8,65.7,72.2,4.15,299.0582,32.03091,1.24,4.73,9.68,-6.53,12.92,-19.45,6,★,"MACD상승, 20선근접, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",24100,22400,26600,29150,1차 철강 제조업,철강·금속,1.4705882352941178,1.0373443983402488,66.1,66.2,🔼 BRK (돌파),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251209,20251209,27.1,12.92,-6.53,12.92,-19.45
KOSPI,일진전기,103590,절연선 및 케이블 제조업,53900,199.32,25702.4,42.3,50.1,-2.87,-561.8598,68.13357,0.66,0.56,1.13,48.9,27.1,21.8,3,,"MACD상승, 정배열(단), 장기추세(120↑)",53900,50100,58400,63300,절연선 및 케이블 제조업,기타,1.1842105263157894,0.0,66.0,74.2,🔺 Watch (상승 준비),⑤ 하락 / 약세,📈 상승 추세가 견고하게 유지되고 있습니다. ,20251209,20251209,27.1,12.92,48.9,27.1,21.8
KOSPI,JB금융지주,175330,기타 금융업,25050,51.32,47566.1,58.0,68.0,3.39,100.7019,-17.91783,0.51,-1.96,5.47,3.3,27.1,-23.8,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",24950,23400,27300,29700,기타 금융업,금융,1.5161290322580645,0.4008016032064128,66.0,67.3,🔺 Watch (상승 준비),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251209,20251209,27.1,12.92,3.3,27.1,-23.8
KOSPI,두산퓨얼셀,336260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",31600,185.11,20696.0,52.4,56.4,-2.26,98.5887,-40.58515,0.65,0.64,4.12,25.4,27.1,-1.7,3,,"RSI적정, 장기추세(120↑), MACD>Sig",31600,29400,34250,37150,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,1.2045454545454546,0.0,65.9,72.3,↩️ PULL (눌림),③ 박스 / 중립,특이사항 없음. 기술적 지표를 참고하세요.,20251209,20251209,27.1,12.92,25.4,27.1,-1.7
KOSPI,더존비즈온,012510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",93400,109.17,28377.5,50.3,60.8,-0.02,-136.0422,-52.93435,0.64,-1.16,1.3,13.76,27.1,-13.34,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",93400,87000,101100,109400,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,1.203125,0.0,65.9,74.5,↩️ PULL (눌림),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,13.76,27.1,-13.34
KOSDAQ,메지온,140410,자연과학 및 공학 연구개발업,75800,108.36,23015.8,61.6,59.1,3.37,405.0357,-466.77816,0.94,-4.17,16.8,42.21,12.92,29.29,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",75500,70200,81900,88700,자연과학 및 공학 연구개발업,기타,1.2075471698113207,0.3973509933774834,65.9,75.9,🔺 Watch (상승 준비),② 상승 후 조정,특이사항 없음. 기술적 지표를 참고하세요.,20251209,20251209,27.1,12.92,42.21,12.92,29.29
KOSDAQ,클래시스,214150,의료용 기기 제조업,56100,108.03,36748.7,54.6,55.2,1.09,-118.7879,-6.6433,0.66,-5.71,8.3,-0.53,12.92,-13.45,4,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",56100,52200,60800,65900,의료용 기기 제조업,기타,1.205128205128205,0.0,65.9,75.3,🔁 MR (반전),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,-0.53,12.92,-13.45
KOSDAQ,우리기술,032820,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",3945,89.68,6574.9,55.6,53.7,1.53,29.6299,1.27413,0.6,3.27,5.34,-3.78,12.92,-16.7,3,,"RSI적정, MACD상승, 20선근접, MACD>Sig",3945,3670,4275,4635,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,1.2,0.0,65.9,65.0,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,-3.78,12.92,-16.7
KOSDAQ,오스코텍,039200,의약품 제조업,55300,201.1,21156.8,60.6,59.6,-1.06,-691.397,-219.96044,0.56,-9.34,3.95,28.75,12.92,15.83,3,,"RSI적정, 정배열(단), 장기추세(120↑)",55300,51400,59900,65000,의약품 제조업,바이오·의약품,1.1794871794871795,0.0,65.8,72.8,🔁 MR (반전),② 상승 후 조정,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,28.75,12.92,15.83
KOSPI,하나금융지주,086790,기타 금융업,93000,420.78,258843.0,51.2,42.7,-0.58,-127.0835,-151.24151,0.63,-4.42,2.42,11.64,27.1,-15.46,4,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",93000,88300,98700,104800,기타 금융업,금융,1.2127659574468086,0.0,65.6,70.9,🔁 MR (반전),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,11.64,27.1,-15.46
KOSPI,롯데에너지머티리얼즈,020150,전자부품 제조업,36700,160.5,19218.1,57.6,68.7,-7.09,-791.289,-244.42981,0.45,-13.14,-14.15,51.03,27.1,23.93,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI)",36700,34150,39800,43100,전자부품 제조업,IT/전기전자,1.2156862745098038,0.0,65.6,76.1,🔁 MR (반전),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251209,20251209,27.1,12.92,51.03,27.1,23.93
KOSPI,달바글로벌,483650,기타 화학제품 제조업,138200,170.21,17059.3,59.3,53.4,5.42,1634.4529,334.50923,1.18,5.18,5.74,-18.22,27.1,-45.32,2,,"RSI적정, MACD상승, MACD>Sig",135000,125600,146400,158700,기타 화학제품 제조업,화학·소재,1.2127659574468086,2.3703703703703702,65.4,68.9,🔻 REV (역추세 반등),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251209,20251209,27.1,12.92,-18.22,27.1,-45.32
KOSPI,두산밥캣,241560,특수 목적용 기계 제조업,58800,99.19,56363.4,58.8,45.2,2.95,393.6584,-32.44869,0.81,4.07,6.91,8.69,27.1,-18.41,4,★,"RSI적정, 20선근접, 장기추세(120↑), MACD>Sig",58800,54700,63700,69100,특수 목적용 기계 제조업,조선·기계·설비,1.1951219512195121,0.0,65.4,75.0,↩️ PULL (눌림),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,20251209,20251209,27.1,12.92,8.69,27.1,-18.41
KOSDAQ,테크윙,089030,특수 목적용 기계 제조업,45400,250.12,16822.4,36.5,40.2,-7.53,53.1274,0.56694,0.98,-4.12,0.67,11.41,12.92,-1.51,3,,"MACD상승, 장기추세(120↑), MACD>Sig",45400,42200,49200,53300,특수 목적용 기계 제조업,조선·기계·설비,1.1875,0.0,65.2,71.9,↩️ PULL (눌림),③ 박스 / 중립,📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251209,20251209,27.1,12.92,11.41,12.92,-1.51
KOSPI,GS리테일,007070,종합 소매업,22750,50.39,19020.7,58.8,55.2,3.09,-95.9015,11.69041,1.06,0.66,3.88,38.72,27.1,11.62,5,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",22750,21250,24500,26450,종합 소매업,유통·소비재,1.1666666666666667,0.0,65.1,66.9,🔺 Watch (상승 준비),① 강한 상승 추세,📈 상승 추세가 견고하게 유지되고 있습니다. ,20251209,20251209,27.1,12.92,38.72,27.1,11.62
KOSPI,S-Oil,010950,석유 정제품 제조업,80600,126.31,90741.7,28.8,40.4,-2.97,-832.6679,110.63961,0.4,-0.25,0.25,35.01,27.1,7.91,3,,"MACD상승, 정배열(단), 장기추세(120↑)",80600,75000,87400,94700,석유 정제품 제조업,기타,1.2142857142857142,0.0,65.0,74.7,↩️ PULL (눌림),⑤ 하락 / 약세,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251209,20251209,27.1,12.92,35.01,27.1,7.91
KOSDAQ,다날,064260,소프트웨어 개발 및 공급업,6450,156.39,4842.1,45.5,78.8,-4.44,61.6792,-18.48071,0.91,-4.59,-1.83,-24.12,12.92,-37.04,2,,"RSI적정, 자금유입(MFI), MACD>Sig",6450,6000,6990,7580,소프트웨어 개발 및 공급업,IT/전기전자,1.2,0.0,64.8,71.9,🔁 MR (반전),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,20251209,20251209,27.1,12.92,-24.12,12.92,-37.04
KOSDAQ,인투셀,287840,자연과학 및 공학 연구개발업,64000,336.11,9598.5,58.7,72.3,5.0,-158.4774,-233.2076,0.58,-7.91,21.9,97.53,12.92,84.61,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI)",62800,58400,68100,73800,자연과학 및 공학 연구개발업,기타,1.2045454545454546,1.910828025477707,64.7,71.4,🔺 Watch (상승 준비),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,20251209,20251209,27.1,12.92,97.53,12.92,84.61
KOSPI,삼성생명,032830,보험업,157500,320.45,315000.0,71.2,81.0,2.37,840.7917,4.99953,0.75,1.35,7.36,0.0,27.1,-27.1,5,★,"MACD상승, 20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",157500,149200,167500,178300,보험업,금융,1.2048192771084338,0.0,64.5,71.7,🔺 Watch (상승 준비),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251209,20251209,27.1,12.92,0.0,27.1,-27.1
KOSPI,한국타이어앤테크놀로지,161390,고무제품 제조업,60700,141.7,75192.2,61.2,64.7,1.51,-423.5803,-118.91226,0.69,-0.98,3.94,54.06,27.1,26.96,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",60700,57000,65100,69900,고무제품 제조업,화학·소재,1.1891891891891893,0.0,64.2,74.2,↩️ PULL (눌림),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,54.06,27.1,26.96
KOSDAQ,피엔티,137400,특수 목적용 기계 제조업,43250,61.39,10268.9,65.6,72.1,4.96,291.5503,59.3689,0.99,2.73,14.12,14.12,12.92,1.2,6,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",42450,39600,46700,50900,특수 목적용 기계 제조업,조선·기계·설비,1.4912280701754386,1.884570082449941,64.2,63.4,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251209,20251209,27.1,12.92,14.12,12.92,1.2
KOSPI,한올바이오파마,009420,의약품 제조업,49000,243.62,25597.9,58.0,57.3,4.28,-99.9348,-240.00988,0.47,-7.2,14.89,46.71,27.1,19.61,4,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",48400,45000,52500,56900,의약품 제조업,바이오·의약품,1.2058823529411764,1.2396694214876034,64.0,71.1,🔺 Watch (상승 준비),② 상승 후 조정,특이사항 없음. 기술적 지표를 참고하세요.,20251209,20251209,27.1,12.92,46.71,27.1,19.61
