시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSPI,삼성전기,009150,전자부품 제조업,1340000,17717.18,1000895.5,1771718155512.0,87.4,75.9,40.62,59.55,0,0,0,11.3,32.67,46.61,65.02,200.45,492.92,42.74,168.99,388.87,0.0,0.0,1,379.04,12.0,13.94,0,0,1.31,0.96,0,0,0,,1,1,910300.0,684942,95.64,0.3111,1.33,1.96,False,O,▲,1126053,▲,O,X,2.99,250,0,1,1,1,1001000.0,850000.0,1363000.0,1639000.0,1989000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,15.08,4.0,2.4,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,전자부품 제조업,IT/전기전자,6.802,4.980666666666666,4.0,0.07945095948827292,0.05238674872719294,0.14465408805031446,OK,78.4,OK,90.0,90.0,6,1,85.8,100.0,78.4,87.9,87.9,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,제주반도체,080220,반도체 제조업,118700,6667.58,40883.6,666757724850.0,92.6,94.0,70.56,130.01,0,0,0,0.76,44.23,117.0,152.82,164.96,565.73,154.51,165.29,530.15,0.0,0.0,1,183.62,12.0,20.36,1,0,2.65,0.8,0,0,0,,1,1,83190.0,58746,102.05,0.5189,0.86,1.72,False,O,▲,102504,▲,O,X,1.78,250,0,1,1,1,73100.0,62100.0,137100.0,164900.0,200500.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,15.05,5.0,5.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,반도체 제조업,반도체,10.464242424242425,43.36303030303031,1.0,0.10025273799494525,0.07526741747083533,0.8958333333333334,OK,84.8,OK,78.9728858701258,78.9728858701258,6,1,92.0,91.7,84.8,90.5,90.5,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,삼화콘덴서,001820,전자부품 제조업,102000,2472.97,10602.9,247297413900.0,81.1,90.0,48.88,53.34,0,3,0,29.94,56.44,54.55,55.96,68.04,257.89,33.68,36.58,153.84,0.0,0.0,1,66.5,12.0,-6.78,0,0,2.5,1.0,0,0,0,,1,1,58920.0,65664,55.33,0.8042,4.57,3.53,False,O,▲,73114,▲,O,X,4.46,250,1,1,1,1,71900.0,61100.0,102000.0,118900.0,140400.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.02,5.0,2.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,전자부품 제조업,IT/전기전자,6.802,4.980666666666666,4.0,0.08333333333333333,0.12188088268312376,0.0,OK,52.3,OK,69.24887065727111,69.24887065727111,4,1,55.0,76.9,52.3,59.9,59.9,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,엑스게이트,356680,소프트웨어 개발 및 공급업,21200,1931.99,6051.2,193198701510.0,62.8,82.9,30.54,58.74,0,0,0,24.19,29.58,33.84,54.07,181.91,176.04,55.76,182.24,140.46,0.0,0.0,1,25.36,12.0,15.91,1,0,1.62,0.9,0,0,0,🚀급등시동,1,1,12688.0,15765,34.47,0.0581,2.24,2.04,False,O,▲,18361,▲,O,X,23.02,250,0,1,1,1,17050.0,14490.0,22150.0,26500.0,32100.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,15.01,5.0,2.0,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,소프트웨어 개발 및 공급업,IT/전기전자,6.802,4.980666666666666,4.0,0.12715633423180595,0.0615408114864748,0.3877551020408163,OK,40.2,OK,48.5,48.5,8,1,88.8,63.9,40.2,72.9,72.9,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSDAQ,아이씨티케이,456010,반도체 제조업,26550,1303.09,3719.9,130309167475.0,59.8,56.1,17.4,31.68,0,0,0,10.86,39.01,16.45,12.74,52.06,88.97,14.43,52.39,53.39,0.074,0.074,1,9.46,12.0,-18.24,0,0,0.93,0.7,0,0,0,,1,1,18655.0,22907,15.9,0.7059,3.25,0.08,False,O,▲,22313,▲,O,X,17.75,250,0,1,1,1,23750.0,20150.0,30300.0,34050.0,35350.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,15.16,6.0,1.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,반도체 제조업,반도체,10.464242424242425,43.36303030303031,1.0,0.11062684960990046,0.0019557157639951807,0.46153846153846156,OK,51.2,OK,20.418239061037198,20.418239061037198,4,1,34.5,34.7,51.2,37.9,37.9,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSPI,삼성화재,000810,보험업,569000,1072.03,254044.1,107203249500.0,87.5,83.2,12.52,31.09,0,0,0,0.53,2.71,14.03,23.29,2.89,20.3,1.01,-28.57,-83.75,0.027,0.027,1,16.09,9.7,8.65,1,0,0.97,0.84,16501,2845,19346,,1,1,490450.0,492223,15.6,-0.0737,0.89,-1.11,False,O,▲,566557,▲,O,X,2.12,250,0,1,1,1,569000.0,521000.0,592000.0,646000.0,666000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.44,4.0,0.5,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,SWING_120D,45,ATR_3.5x,45,0.0,보험업,금융,3.195897435897436,-10.102307692307692,9.0,0.0482676374592016,0.4406602722025217,0.5185185185185185,OK,23.0,OK,46.66086490183909,46.66086490183909,2,0,87.2,46.8,23.0,64.3,64.3,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,드림시큐리티,203650,소프트웨어 개발 및 공급업,3550,859.98,3589.0,85998017539.0,60.7,84.5,7.36,44.25,0,0,0,12.88,17.55,-2.87,-9.67,114.11,128.74,-7.98,114.44,93.16,0.217,0.217,1,3.7,12.0,7.68,0,0,1.35,0.46,0,0,0,,1,1,2685.0,3419,3.83,0.0555,1.11,-0.87,False,O,▲,3254,▼,O,X,20.83,250,0,1,1,1,3675.0,3120.0,4675.0,4795.0,5640.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,15.1,6.0,1.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,SWING_20D,80,ATR_2x,70,ATR_3.5x,45,0.0,소프트웨어 개발 및 공급업,IT/전기전자,6.802,4.980666666666666,4.0,0.15764587525150905,0.255054043022757,0.39655172413793105,OK,53.3,OK,19.141812362029263,19.141812362029263,8,1,91.4,23.6,53.3,66.8,66.8,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSDAQ,켄코아에어로스페이스,274090,"항공기,우주선 및 부품 제조업",28500,759.96,3912.9,75995887550.0,64.8,85.7,23.47,41.1,0,0,0,11.55,42.57,30.43,20.0,25.55,180.79,21.69,25.88,145.21,0.096,0.096,1,29.25,12.0,-4.65,1,0,3.29,0.67,0,0,0,,1,1,21684.5,24316,17.21,0.35,1.97,1.47,False,O,▲,25266,▲,O,X,-2.54,250,0,1,1,1,24250.0,20600.0,32950.0,34200.0,37450.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,15.05,6.0,2.4,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,"항공기,우주선 및 부품 제조업",기타,2.7627678571428573,-0.4638392857142856,5.0,0.09958646616541354,0.0996710975079111,0.19230769230769232,OK,87.5,OK,76.5,76.5,6,1,50.0,98.2,87.5,69.6,69.6,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,이수화학,005950,기초 화학물질 제조업,16240,689.94,4270.2,68994044180.0,77.1,91.0,46.06,73.84,0,0,0,2.46,62.24,59.22,75.19,67.77,76.52,52.91,36.31,-27.53,0.036,0.036,1,40.24,12.0,2.6,0,0,3.79,0.81,0,0,0,,1,1,11636.0,11834,37.22,1.0254,1.33,2.99,False,O,▲,12951,▲,O,X,-0.63,250,0,1,1,1,11670.0,9920.0,17940.0,20950.0,24700.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.0,6.0,3.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기초 화학물질 제조업,화학·소재,5.057272727272728,-11.130909090909093,8.0,0.09086910626319494,0.3426484029745429,0.7692307692307693,OK,85.6,OK,87.94695636774419,87.94695636774419,6,1,86.8,92.3,85.6,87.9,87.9,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,케이씨에스,115500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",15850,666.58,1902.0,66657613815.0,49.9,87.1,-1.21,35.43,0,0,0,15.61,10.38,-5.09,-16.58,71.35,65.62,-14.89,71.68,30.04,0.667,0.281,0,-11.18,12.0,-15.82,0,0,0.5,0.43,0,0,0,,0,-1,19612.0,17293,-8.35,-0.0085,3.4,-1.23,False,O,▲,14457,▼,O,X,22.68,250,0,1,1,1,16360.0,13900.0,19900.0,20700.0,27500.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,15.04,6.0,1.4,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,ATR_2x,70,SWING_60D,60,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,6.802,4.980666666666666,4.0,0.135601622352411,0.0324131952551068,0.4784688995215311,OK,20.0,OK,0.0,0.0,2,0,5.9,0.0,20.0,7.2,7.2,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
