종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,BB_BW,BB_SQUEEZE,Above_MA20,ret_5d_%,ret_10d_%,ret_60d_%,idx_60d_%,rel_60d_%,EBS,통과,근거,SECTOR_RET_5D,SECTOR_RANK,RR1,Now%,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_지수수익률_%,60일_초과수익(α)_%
089970,브이엠,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,28950,152.42,7067.2,26650,24800,28900,31350,40.0,44.3,↩️ PULL (눌림),② 상승 후 조정,71.3,77.6,11.83,343.3159,-50.39169,0.94,33.5,0,1,8.83,15.8,96.4,10.66,85.74,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.1534375,6.0,1.2162162162162162,8.630393996247655,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,96.4,10.66,85.74
307950,현대오토에버,KOSPI,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,294000,720.39,80626.5,236500,220000,256000,277500,39.5,42.7,↩️ PULL (눌림),② 상승 후 조정,82.8,83.5,28.13,8102.5896,-1666.28984,0.79,87.8,0,1,3.7,45.54,69.45,22.72,46.73,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",8.00531914893617,3.0,1.1818181818181819,24.312896405919663,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,69.45,22.72,46.73
067080,대화제약,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,20000,68.99,3723.3,18660,17350,20250,21900,39.4,38.7,🔺 Watch (상승 준비),② 상승 후 조정,65.2,67.5,10.4,272.8131,-97.71238,0.74,43.62,0,1,4.33,15.14,38.89,10.66,28.23,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.968260869565218,4.0,1.213740458015267,7.181136120042872,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,38.89,10.66,28.23
323280,태성,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,51800,290.17,15799.4,44450,41300,48150,52200,39.0,43.5,↩️ PULL (눌림),② 상승 후 조정,79.2,82.8,20.08,635.0754,-77.04154,0.76,52.74,0,1,8.82,28.06,87.0,10.66,76.34,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.1534375,6.0,1.1746031746031746,16.535433070866144,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,87.0,10.66,76.34
475960,토모큐브,KOSDAQ,사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업,기타,54900,211.82,7313.7,50700,47150,55000,59600,39.0,42.1,↩️ PULL (눌림),② 상승 후 조정,71.4,77.1,11.53,744.2273,-457.95212,0.64,66.43,0,1,-11.02,14.97,16.81,10.66,6.15,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.2112676056338028,8.284023668639055,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,16.81,10.66,6.15
010130,고려아연,KOSPI,1차 비철금속 제조업,1차 비철금속 제조업,철강·금속,1518000,310.2,293630.7,1323000,1230000,1434000,1554000,38.6,39.7,↩️ PULL (눌림),② 상승 후 조정,85.7,78.6,18.2,24313.3689,-1835.00738,0.65,48.35,0,1,11.7,13.11,45.68,22.72,22.96,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",14.722999999999999,1.0,1.1935483870967742,14.73922902494331,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,45.68,22.72,22.96
039440,에스티아이,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,29300,125.79,4638.2,26850,25000,29150,31550,38.3,41.4,↩️ PULL (눌림),② 상승 후 조정,73.6,82.6,12.31,413.0099,-31.32707,0.91,29.87,0,1,9.53,14.9,50.64,10.66,39.98,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.1534375,6.0,1.2432432432432432,9.124767225325884,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,50.64,10.66,39.98
009970,영원무역홀딩스,KOSPI,기타 금융업,기타 금융업,금융,198500,53.21,26796.0,185800,172800,201500,218500,37.6,40.2,🔺 Watch (상승 준비),② 상승 후 조정,68.2,63.7,10.01,1373.3197,-206.80555,1.2,25.28,0,1,5.75,19.65,45.31,22.72,22.59,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",2.2256249999999995,11.0,1.2076923076923076,6.835306781485468,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,45.31,22.72,22.59
000650,천일고속,KOSPI,육상 여객 운송업,육상 여객 운송업,기타,412000,743.07,5888.4,246500,229500,267500,290000,37.4,44.3,↩️ PULL (눌림),② 상승 후 조정,76.8,70.7,72.04,15895.9766,-4075.26348,1.06,248.61,0,1,-0.24,74.21,906.11,22.72,883.39,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.2352941176470589,67.13995943204868,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,906.11,22.72,883.39
237690,에스티팜,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,127300,180.07,26353.2,116100,107900,125800,136400,37.3,39.2,↩️ PULL (눌림),② 상승 후 조정,85.1,78.0,12.96,1447.7576,-264.57064,0.64,39.76,0,1,7.88,8.8,33.72,10.66,23.06,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.968260869565218,4.0,1.1829268292682926,9.646856158484066,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,33.72,10.66,23.06
160190,하이젠알앤엠,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,65000,230.81,20077.2,56700,52700,61400,66600,35.8,41.3,↩️ PULL (눌림),② 상승 후 조정,76.3,83.6,18.12,1095.7059,-34.36817,1.13,50.2,0,1,8.88,14.84,60.3,10.66,49.64,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",1.8118181818181818,12.0,1.175,14.638447971781304,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,60.3,10.66,49.64
058610,에스피지,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,75000,596.46,16633.0,58300,54200,63200,68500,35.4,42.9,↩️ PULL (눌림),② 상승 후 조정,83.8,77.5,32.56,1407.6004,-301.19263,0.29,106.16,0,1,12.61,19.05,164.08,10.66,153.42,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",1.8118181818181818,12.0,1.1951219512195121,28.644939965694682,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,164.08,10.66,153.42
389470,인벤티지랩,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,90100,379.3,11164.7,77100,71700,83600,90600,35.2,44.0,↩️ PULL (눌림),② 상승 후 조정,69.1,80.4,20.32,1476.4049,-422.65832,0.36,71.43,0,1,3.68,46.27,109.53,10.66,98.87,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.2037037037037037,16.861219195849547,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,109.53,10.66,98.87
448900,한국피아이엠,KOSDAQ,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,60500,351.88,3632.7,53500,49700,58000,62800,35.2,39.5,↩️ PULL (눌림),② 상승 후 조정,67.1,63.1,16.56,-286.1014,-173.57554,0.69,82.44,0,1,-7.07,13.51,326.06,10.66,315.4,3,,"정배열(단), 장기추세(120↑), 자금유입(MFI)",-2.902142857142857,16.0,1.1842105263157894,13.084112149532709,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,326.06,10.66,315.4
092200,디아이씨,KOSPI,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,12050,607.86,4686.1,9230,8580,10000,10840,34.9,43.9,↩️ PULL (눌림),② 상승 후 조정,75.9,86.3,34.53,241.053,-20.99726,0.62,99.52,0,1,7.88,32.56,148.97,22.72,126.25,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",-2.902142857142857,16.0,1.1846153846153846,30.552546045503792,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,148.97,22.72,126.25
126340,비나텍,KOSDAQ,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2차전지,80000,119.04,5130.9,67100,62400,72800,78900,34.9,42.7,↩️ PULL (눌림),② 상승 후 조정,75.4,82.7,22.72,1265.8866,-28.61482,0.63,63.71,0,1,2.56,33.11,52.09,10.66,41.43,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.867999999999999,5.0,1.2127659574468086,19.225037257824145,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,52.09,10.66,41.43
099440,스맥,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,6960,187.01,4749.7,5790,5390,6280,6810,34.7,42.8,↩️ PULL (눌림),② 상승 후 조정,71.3,87.9,23.76,130.358,-67.0751,0.24,113.63,0,1,-11.22,31.82,52.63,10.66,41.97,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.1534375,6.0,1.225,20.207253886010363,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,52.63,10.66,41.97
417970,모델솔루션,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,25000,56.47,1599.2,22900,21300,24850,26900,34.1,33.4,↩️ PULL (눌림),② 상승 후 조정,65.9,63.7,12.39,103.3838,-98.93492,0.51,46.84,0,1,-1.57,22.25,133.64,10.66,122.98,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.1534375,6.0,1.21875,9.170305676855897,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,133.64,10.66,122.98
060280,큐렉소,KOSDAQ,기타 상품 전문 소매업,기타 상품 전문 소매업,유통·소비재,13610,103.59,5592.3,12270,11410,13300,14420,33.4,31.1,↩️ PULL (눌림),② 상승 후 조정,75.3,76.5,14.26,179.0293,-64.66161,0.52,61.16,0,1,2.87,13.99,53.96,10.66,43.3,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",10.001333333333333,2.0,1.197674418604651,10.920945395273025,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,53.96,10.66,43.3
085660,차바이오텍,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,15610,71.94,11930.1,14390,13380,15590,16900,33.2,31.9,↩️ PULL (눌림),② 상승 후 조정,80.2,78.3,11.76,136.4328,-30.84306,0.74,39.11,0,1,0.84,12.38,36.33,10.66,25.67,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.188118811881188,8.478109798471161,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,36.33,10.66,25.67
308080,바이젠셀,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,12820,988.43,2621.6,7740,7200,8390,9100,32.8,44.0,↩️ PULL (눌림),② 상승 후 조정,80.8,86.6,70.57,858.802,-236.86197,1.88,236.72,0,1,25.69,108.79,229.14,10.66,218.48,5,★,"거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.2037037037037037,65.63307493540051,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,229.14,10.66,218.48
348340,뉴로메카,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,33750,86.77,3837.0,30550,28450,33150,35900,32.7,29.5,↩️ PULL (눌림),② 상승 후 조정,71.9,68.9,13.72,490.6531,-22.88085,1.1,36.01,0,1,8.17,9.76,31.32,10.66,20.66,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.1534375,6.0,1.2380952380952381,10.474631751227497,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,31.32,10.66,20.66
475830,오름테라퓨틱,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,91400,436.96,19406.4,70400,65400,76300,82700,31.8,43.8,↩️ PULL (눌림),② 상승 후 조정,77.9,86.0,33.78,2256.482,-93.14697,1.07,79.07,0,1,11.19,60.35,183.85,10.66,173.19,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.18,29.829545454545453,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,183.85,10.66,173.19
156100,엘앤케이바이오,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,15270,123.27,3211.6,12530,11650,13580,14720,31.8,42.7,↩️ PULL (눌림),② 상승 후 조정,75.0,77.9,25.52,295.8755,-39.0722,0.96,75.36,0,1,9.62,41.91,54.87,10.66,44.21,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.1931818181818181,21.86751795690343,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,54.87,10.66,44.21
389500,에스비비테크,KOSDAQ,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,40300,174.94,2552.6,33600,31250,36400,39450,31.0,42.5,↩️ PULL (눌림),② 상승 후 조정,68.4,83.3,23.57,718.3169,-90.20368,0.49,72.65,0,1,18.88,16.47,74.46,10.66,63.8,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.1534375,6.0,1.1914893617021276,19.940476190476193,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,74.46,10.66,63.8
457190,이수스페셜티케미컬,KOSPI,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,62900,285.3,19001.0,56300,52300,61000,66100,30.6,39.8,↩️ PULL (눌림),② 상승 후 조정,73.6,76.5,15.15,1496.9488,-199.4341,1.09,44.44,0,1,22.14,20.96,37.79,22.72,15.07,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",2.95962962962963,9.0,1.175,11.72291296625222,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,37.79,22.72,15.07
101170,우림피티에스,KOSDAQ,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,11570,256.19,1562.0,8750,8130,9480,10280,30.5,43.8,↩️ PULL (눌림),② 상승 후 조정,82.9,91.3,36.25,311.5994,-38.54009,0.66,110.99,0,1,12.66,40.07,111.13,10.66,100.47,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.1534375,6.0,1.1774193548387097,32.22857142857143,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,111.13,10.66,100.47
437730,삼현,KOSDAQ,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,50700,319.05,16075.7,39200,36450,42500,46050,30.0,43.6,↩️ PULL (눌림),② 상승 후 조정,84.4,100.0,33.25,1169.4296,-115.16033,0.32,99.81,0,1,13.42,25.81,146.12,10.66,135.46,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",-2.902142857142857,16.0,1.2,29.336734693877553,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,146.12,10.66,135.46
317830,에스피시스템스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,13320,195.68,1435.1,10890,10130,11810,12800,29.9,41.4,↩️ PULL (눌림),② 상승 후 조정,74.2,78.6,25.97,313.3464,-0.95409,0.99,65.32,0,1,21.53,28.2,35.5,10.66,24.84,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.1534375,6.0,1.2105263157894737,22.31404958677686,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,35.5,10.66,24.84
281740,레이크머티리얼즈,KOSDAQ,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,15500,87.14,10188.2,14220,13220,15410,16710,29.0,29.9,↩️ PULL (눌림),② 상승 후 조정,78.6,73.5,12.29,284.0424,-9.23414,1.31,30.24,0,1,12.48,16.1,25.91,10.66,15.25,4,★,"거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",2.95962962962963,9.0,1.19,9.0014064697609,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,25.91,10.66,15.25
394800,쓰리빌리언,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,17890,272.43,5675.0,14020,13040,15200,16470,27.7,44.0,↩️ PULL (눌림),② 상승 후 조정,88.4,81.6,31.44,487.8586,-61.35498,0.94,80.5,0,1,17.54,45.45,165.82,10.66,155.16,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.2040816326530612,27.60342368045649,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,165.82,10.66,155.16
043260,성호전자,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,5420,172.1,3844.0,3220,2995,3490,3780,24.5,44.0,↩️ PULL (눌림),② 상승 후 조정,80.8,83.8,73.44,314.3288,-13.07094,1.04,165.73,0,1,82.49,121.22,395.88,10.66,385.22,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",8.00531914893617,3.0,1.2,68.32298136645963,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,395.88,10.66,385.22
