종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,BB_BW,BB_SQUEEZE,Above_MA20,ret_5d_%,ret_10d_%,ret_60d_%,idx_60d_%,rel_60d_%,EBS,통과,근거,SECTOR_RET_5D,SECTOR_RANK,RR1,Now%,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_지수수익률_%,60일_초과수익(α)_%
032830,삼성생명,KOSPI,보험업,보험업,금융,155500,679.3,311000.0,155500,147200,165400,176100,65.4,73.8,↩️ PULL (눌림),⑤ 하락 / 약세,71.1,70.0,1.93,319.6586,-26.2739,1.69,10.74,0,1,-1.71,1.7,-2.75,22.72,-25.47,5,★,"20선근접, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",2.2256249999999995,11.0,1.1927710843373494,0.0,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,-2.75,22.72,-25.47
138930,BNK금융지주,KOSPI,기타 금융업,기타 금융업,금융,15260,213.92,47981.3,15260,14500,16170,17160,65.2,78.4,↩️ PULL (눌림),⑤ 하락 / 약세,60.5,57.4,0.34,-31.3626,-11.86592,1.75,8.0,1,1,-2.86,1.4,-1.61,22.72,-24.33,5,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",2.2256249999999995,11.0,1.1973684210526316,0.0,✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,-1.61,22.72,-24.33
257720,실리콘투,KOSDAQ,상품 종합 도매업,상품 종합 도매업,기타,40750,124.89,24927.6,40750,37900,44150,47900,64.4,76.1,↩️ PULL (눌림),⑤ 하락 / 약세,28.1,23.3,-7.22,-397.684,-7.6101,0.48,17.75,0,0,-2.63,-10.24,-2.4,10.66,-13.06,-1,,,5.643875968992248,7.0,1.1929824561403508,0.0,📉 과매도 구간으로 기술적 반등이 기대됩니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,-2.4,10.66,-13.06
101360,에코앤드림,KOSDAQ,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,21600,50.18,3841.8,21600,20100,23400,25400,63.9,68.8,↩️ PULL (눌림),⑤ 하락 / 약세,62.3,47.9,-0.1,51.9221,-59.11391,2.42,16.59,0,0,-0.69,-0.92,2.13,10.66,-8.53,3,,"RSI적정, 20선근접, 거래량↑, MACD>Sig",2.95962962962963,9.0,1.2,0.0,✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,2.13,10.66,-8.53
005935,삼성전자우,KOSPI,전기전자,전기전자,기타,82700,1714.69,674811.0,79700,75900,84300,89200,63.9,59.9,🔼 BRK (돌파),⑤ 하락 / 약세,84.4,91.2,6.9,517.3991,49.02473,0.82,16.18,0,1,3.25,10.27,35.8,22.72,13.08,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.2105263157894737,3.7641154328732744,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,35.8,22.72,13.08
018260,삼성에스디에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,175700,201.62,135952.8,175700,166900,186200,197600,63.8,76.0,↩️ PULL (눌림),⑤ 하락 / 약세,69.3,59.6,2.87,472.1058,-22.14254,0.78,9.67,1,1,-0.17,4.27,5.15,22.72,-17.57,4,★,"20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",8.00531914893617,3.0,1.1931818181818181,0.0,특이사항 없음. 기술적 지표를 참고하세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,5.15,22.72,-17.57
000240,한국앤컴퍼니,KOSPI,기타 금융업,기타 금융업,금융,26300,82.5,24968.0,26300,24450,28500,30900,63.4,71.5,↩️ PULL (눌림),⑤ 하락 / 약세,49.1,38.2,-4.48,-301.2222,-98.6199,2.55,16.87,0,0,-6.57,-11.89,11.21,22.72,-11.51,4,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑)",2.2256249999999995,11.0,1.1891891891891893,0.0,특이사항 없음. 기술적 지표를 참고하세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,11.21,22.72,-11.51
028670,팬오션,KOSPI,해상 운송업,해상 운송업,기타,4055,85.72,21676.8,4055,3770,4395,4765,63.4,69.6,↩️ PULL (눌림),⑤ 하락 / 약세,65.5,80.3,2.93,4.471,-7.72451,0.63,26.27,0,1,-5.26,7.56,-2.64,22.72,-25.36,5,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.1929824561403508,0.0,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,-2.64,22.72,-25.36
036570,엔씨소프트,KOSPI,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,인터넷/플랫폼·게임,195000,202.72,42010.8,195000,181400,211500,229000,62.8,76.4,↩️ PULL (눌림),⑤ 하락 / 약세,43.9,39.7,-5.28,-1502.766,-163.54711,0.4,21.32,0,0,-8.02,-7.14,-11.36,22.72,-34.08,-1,,,-0.6624999999999996,14.0,1.213235294117647,0.0,📉 과매도 구간으로 기술적 반등이 기대됩니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,-11.36,22.72,-34.08
042520,한스바이오메드,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,기타,33450,159.61,4524.6,32100,29850,34800,37700,62.4,73.6,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,46.3,47.7,7.37,45.8265,214.5924,0.82,36.46,0,1,18.62,7.9,185.41,10.66,174.75,5,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), MACD>Sig",5.643875968992248,7.0,1.2,4.205607476635514,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,185.41,10.66,174.75
161580,필옵틱스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,45500,244.84,10648.2,42900,39900,47400,51900,62.4,62.7,🔼 BRK (돌파),⑤ 하락 / 약세,77.5,81.9,9.22,495.0663,46.75437,1.49,21.38,0,1,10.17,7.44,37.67,10.66,27.01,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.1534375,6.0,1.5,6.0606060606060606,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,37.67,10.66,27.01
136480,하림,KOSDAQ,"도축, 육류 가공 및 저장 처리업","도축, 육류 가공 및 저장 처리업",기타,3050,152.38,3239.4,3050,2895,3280,3515,62.3,81.7,↩️ PULL (눌림),⑤ 하락 / 약세,68.8,74.0,2.95,11.8764,-0.7649,4.04,8.32,1,1,1.33,3.21,0.16,10.66,-10.5,6,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.4838709677419355,0.0,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,0.16,10.66,-10.5
425420,티에프이,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,38400,52.69,4592.9,38400,35700,41650,45100,62.1,66.4,↩️ PULL (눌림),⑤ 하락 / 약세,43.2,50.9,-9.6,-755.5645,-78.42215,0.87,27.62,0,0,-12.43,-16.16,-12.13,10.66,-22.79,2,,"정배열(단), 장기추세(120↑)",8.00531914893617,3.0,1.2037037037037037,0.0,📉 과매도 구간으로 기술적 반등이 기대됩니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,-12.13,10.66,-22.79
095610,테스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,37500,92.57,7413.1,37500,34900,40650,44050,61.5,66.3,↩️ PULL (눌림),⑤ 하락 / 약세,42.4,55.4,-6.66,-135.4124,-44.71193,1.21,23.85,0,0,-3.47,-4.94,-0.4,10.66,-11.06,2,,"거래량↑, 장기추세(120↑)",6.1534375,6.0,1.2115384615384615,0.0,📉 과매도 구간으로 기술적 반등이 기대됩니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,-0.4,10.66,-11.06
103140,풍산,KOSPI,1차 비철금속 제조업,1차 비철금속 제조업,철강·금속,103300,202.75,28949.1,102800,97000,109900,117500,61.2,70.6,↩️ PULL (눌림),⑤ 하락 / 약세,72.8,80.2,3.46,1233.5242,-47.26771,1.71,12.82,0,1,0.58,4.13,-18.34,22.72,-41.06,3,,"20선근접, 거래량↑, 자금유입(MFI), MACD>Sig",14.722999999999999,1.0,1.2241379310344827,0.48638132295719844,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,-18.34,22.72,-41.06
005290,동진쎄미켐,KOSDAQ,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,37750,207.55,19409.0,37150,34550,40250,43650,60.9,71.5,🔺 Watch (상승 준비),⑤ 하락 / 약세,69.0,64.1,4.66,385.0402,-87.24077,0.79,28.74,0,1,2.44,4.43,4.28,10.66,-6.38,4,★,"20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",2.95962962962963,9.0,1.1923076923076923,1.6150740242261103,💸 자금 유입이 꾸준히 이어지고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,4.28,10.66,-6.38
200670,휴메딕스,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,41800,77.02,4694.1,41800,38850,45300,49100,60.9,66.2,↩️ PULL (눌림),⑤ 하락 / 약세,41.3,39.0,-5.81,8.1364,-63.0262,1.78,12.19,0,0,-4.89,-9.03,-36.09,10.66,-46.75,1,,"거래량↑, MACD>Sig",6.968260869565218,4.0,1.1864406779661016,0.0,📉 과매도 구간으로 기술적 반등이 기대됩니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,-36.09,10.66,-46.75
145720,덴티움,KOSPI,의료용 기기 제조업,의료용 기기 제조업,기타,49150,77.49,5440.3,49150,46100,52800,56700,60.8,66.4,↩️ PULL (눌림),⑤ 하락 / 약세,52.2,53.3,-2.69,3.9837,-20.48988,2.83,10.47,0,0,-3.63,-5.84,-15.98,22.72,-38.7,2,,"RSI적정, 거래량↑, MACD>Sig",5.643875968992248,7.0,1.1967213114754098,0.0,특이사항 없음. 기술적 지표를 참고하세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,-15.98,22.72,-38.7
090360,로보스타,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,82100,943.79,8004.8,73900,68800,81700,89500,60.7,53.3,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,74.5,79.1,14.39,828.6378,221.93543,1.58,34.03,0,1,10.35,15.63,160.63,10.66,149.97,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.1534375,6.0,1.5294117647058822,11.096075778078484,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,160.63,10.66,149.97
004170,신세계,KOSPI,종합 소매업,종합 소매업,유통·소비재,257000,289.21,24788.1,240000,223500,265500,290500,60.6,58.3,🔼 BRK (돌파),⑤ 하락 / 약세,76.3,74.4,10.23,1328.0639,25.47616,1.55,25.24,0,1,6.2,18.16,45.53,22.72,22.81,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",10.001333333333333,2.0,1.5454545454545454,7.083333333333333,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,45.53,22.72,22.81
348370,엔켐,KOSDAQ,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,68800,66.8,14976.0,68800,64000,74600,80800,60.0,66.4,↩️ PULL (눌림),⑤ 하락 / 약세,66.8,52.2,1.92,494.0299,-75.95168,0.33,34.79,0,1,-1.71,-9.47,-11.0,10.66,-21.66,1,,"20선근접, MACD>Sig",2.95962962962963,9.0,1.2083333333333333,0.0,✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,-11.0,10.66,-21.66
127120,제이에스링크,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,17020,68.53,5417.2,17020,15830,18450,20000,59.5,66.3,↩️ PULL (눌림),⑤ 하락 / 약세,17.1,35.4,-9.78,-161.081,-89.81912,1.6,21.44,0,0,-12.4,-14.0,-2.01,10.66,-12.67,0,,거래량↑,5.643875968992248,7.0,1.2016806722689075,0.0,📉 과매도 구간으로 기술적 반등이 기대됩니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,-2.01,10.66,-12.67
108860,셀바스AI,KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,13310,94.28,3582.4,12980,12070,14070,15260,59.3,57.4,↩️ PULL (눌림),⑤ 하락 / 약세,64.2,74.2,5.59,193.9022,-33.04905,1.3,24.13,0,1,4.64,6.31,-4.59,10.66,-15.25,3,,"RSI적정, 거래량↑, 자금유입(MFI), MACD>Sig",8.00531914893617,3.0,1.1978021978021978,2.5423728813559325,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,-4.59,10.66,-15.25
460940,피앤에스로보틱스,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,13700,1234.46,1799.0,12380,11510,13680,14980,59.2,53.6,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,48.3,63.2,13.99,-53.1384,106.33382,3.61,35.79,0,1,11.65,15.32,91.74,10.66,81.08,6,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI)",5.643875968992248,7.0,1.4942528735632183,10.662358642972535,💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,91.74,10.66,81.08
000720,현대건설,KOSPI,토목 건설업,토목 건설업,건설·부동산,78000,2657.34,86857.5,68900,64100,76200,83400,58.8,49.1,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,75.6,83.2,16.53,1054.1307,175.24334,1.73,34.59,0,1,3.86,16.42,31.31,22.72,8.59,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",4.525454545454545,8.0,1.5208333333333333,13.20754716981132,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,31.31,22.72,8.59
002020,코오롱,KOSPI,기타 금융업,기타 금융업,금융,55700,178.47,7032.9,52900,49150,57300,62100,57.2,64.4,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,60.7,54.9,8.51,-162.8512,354.83251,2.18,19.04,0,1,9.0,0.36,31.21,22.72,8.49,5,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑)",2.2256249999999995,11.0,1.1733333333333333,5.293005671077505,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,31.21,22.72,8.49
215100,로보로보,KOSDAQ,기타 전기장비 제조업,기타 전기장비 제조업,IT/전기전자,8440,118.95,1717.4,8080,7510,8760,9490,57.2,62.5,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,70.4,80.1,7.62,65.3879,18.24722,1.85,18.77,0,1,6.84,4.07,31.67,10.66,21.01,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",8.00531914893617,3.0,1.1929824561403508,4.455445544554455,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,31.67,10.66,21.01
139130,iM금융지주,KOSPI,기타 금융업,기타 금융업,금융,14220,90.47,23044.2,14220,13660,14900,15630,55.7,65.3,↩️ PULL (눌림),⑤ 하락 / 약세,53.7,51.8,-0.58,-51.6488,-3.45624,1.66,5.55,1,0,-2.8,-0.56,-0.49,22.72,-23.21,5,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",2.2256249999999995,11.0,1.2142857142857142,0.0,✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,-0.49,22.72,-23.21
039130,하나투어,KOSPI,여행사 및 기타 여행보조 서비스업,여행사 및 기타 여행보조 서비스업,서비스 기타,49100,51.44,7605.6,49100,47100,51500,54100,55.7,63.2,↩️ PULL (눌림),⑤ 하락 / 약세,63.7,35.2,2.4,175.4299,-17.94081,0.88,9.08,1,1,-0.71,4.03,-7.01,22.72,-29.73,2,,"RSI적정, 20선근접, MACD>Sig",2.74,10.0,1.2,0.0,특이사항 없음. 기술적 지표를 참고하세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,-7.01,22.72,-29.73
005880,대한해운,KOSPI,해상 운송업,해상 운송업,기타,1897,52.6,6122.5,1860,1730,2015,2185,55.7,60.3,🔺 Watch (상승 준비),⑤ 하락 / 약세,65.9,79.1,5.02,9.2543,-1.54476,0.63,21.18,0,1,-2.87,10.68,2.87,22.72,-19.85,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.1923076923076923,1.989247311827957,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,2.87,22.72,-19.85
080220,제주반도체,KOSDAQ,반도체 제조업,반도체 제조업,반도체,19070,59.05,6568.2,19070,17940,20400,21900,54.8,65.2,↩️ PULL (눌림),⑤ 하락 / 약세,68.7,66.6,1.17,56.0403,-3.52958,0.59,11.86,0,1,-1.8,1.17,3.87,10.66,-6.79,4,★,"20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",-1.3828571428571428,15.0,1.176991150442478,0.0,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,3.87,10.66,-6.79
117730,티로보틱스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,18480,297.23,3992.7,16970,15780,18750,20550,53.0,49.9,🔼 BRK (돌파),⑤ 하락 / 약세,80.2,81.8,12.19,183.9035,16.03555,1.48,30.79,0,1,9.67,10.2,49.51,10.66,38.85,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.1534375,6.0,1.495798319327731,8.898055391868002,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,49.51,10.66,38.85
030530,원익홀딩스,KOSDAQ,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,30550,1011.83,23596.2,26500,24650,28750,31150,52.8,46.8,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,75.9,78.4,18.71,528.9073,6.39388,0.54,47.6,0,1,7.76,28.9,172.04,10.66,161.38,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",2.95962962962963,9.0,1.2162162162162162,15.283018867924527,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),5,20251212,20251212,22.72,10.66,172.04,10.66,161.38
