LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,켈리_금액(원),추천수량,CONFIG_SNAPSHOT,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,DATA_FRESHNESS_OK,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY
1,432720,퀄리타스반도체,KOSDAQ,반도체,16920,465.26,2395.3,158,222.8,ATTACK,ATTACK,1,True,True,False,88.3,88.3,95.0,94.6,62.1,0.0,14090.0,11970.0,16920.0,18930.0,,2.94,3.02,14243,20.77,특이사항 없음,0,22.18,71.3,26.06,STRUCT 강점,TIMING 보조,RSI 과열,기술적 돌파 조건 충족,CAUTION,79.1,반도체 제조업,46526077610.0,88.5,41.48,0,0,15.1,18.9,30.35,25.8,25.15,5.68,16.63,-2.64,-44.35,0.089,0.089,1,12.0,1,0,3.31,1.0,19610.0,SWING_20D,80.0,ATR_3.5x,45.0,SWING_120D,45.0,v1_sl_first_gap_at_open,15.05,6.0,1.3,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,1,1,11487.0,18.79,0.1488,False,O,▲,14889,▲,O,X,0,0,0,1.02,250.0,0.0,1.0,1.0,1.0,0.0,반도체 제조업,8.606153846153846,11.793076923076923,2.0,62.1,OK,69.40392618051831,69.40392618051831,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60.0,20260325,20260325,,88.3,88.3,88.3,27.79,27.79,0.683,,False,MATURE,9256.0,2227650,158.0,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-03-25T19:06:08.043988""}",2.1.0,OK,,True,True,True,True,,,,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7
2,382800,지앤비에스 에코,KOSDAQ,조선·기계·설비,5030,77.36,1601.1,512,216.6,ATTACK,ATTACK,1,True,True,False,87.8,87.8,93.1,100.0,52.8,0.0,4225.0,3590.0,5060.0,5700.0,,1.85,1.62,3954,30.9,특이사항 없음,0,5.99,72.2,24.98,TIMING 강점,STRUCT 보조,RSI 과열,기술적 돌파 조건 충족,CAUTION,79.1,특수 목적용 기계 제조업,7735768531.0,83.0,48.44,0,0,7.14,13.67,42.49,19.05,83.91,56.21,9.88,56.12,6.18,0.0,0.0,1,12.0,1,0,1.87,0.98,6520.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.618,25.0,v1_sl_first_gap_at_open,15.03,6.0,1.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,3369.5,27.21,0.1449,False,O,▲,4708,▲,O,X,0,0,0,0.11,250.0,0.0,1.0,1.0,1.0,0.0,특수 목적용 기계 제조업,-0.5285964912280702,-7.290000000000001,9.0,52.8,OK,76.5,76.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60.0,20260325,20260325,,87.8,87.8,87.8,27.79,27.79,0.678,,False,MATURE,9256.0,2165628,512.0,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-03-25T19:06:08.043988""}",2.1.0,OK,,True,True,True,True,,,,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7
3,100790,미래에셋벤처투자,KOSDAQ,금융,27000,2100.95,14343.7,71,165.3,ATTACK,ATTACK,1,True,True,False,85.2,85.2,95.0,83.6,68.6,0.0,23200.0,19690.0,27000.0,31000.0,🚀급등시동,2.42,3.4,19173,91.43,특이사항 없음,5,14.29,67.1,22.32,STRUCT 강점,TIMING 보조,,기술적 돌파 조건 충족,CAUTION,79.1,기타 금융업,210095087575.0,79.7,30.99,1,0,29.81,12.27,18.68,21.08,21.62,243.95,11.91,-6.17,193.92,0.0,0.0,1,12.0,1,0,2.16,1.0,31700.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.272,40.0,v1_sl_first_gap_at_open,15.13,5.0,1.1,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,1,1,17490.0,40.82,0.0003,False,O,▲,22895,▲,O,X,11043,675,11718,3.37,250.0,1.0,1.0,1.0,1.0,0.0,기타 금융업,-0.1887804878048782,-10.24951219512195,11.0,68.6,OK,51.806393913241465,51.806393913241465,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,breakout,93.5,5.0,60.0,20260325,20260325,,85.2,85.2,85.2,27.79,27.79,0.652,,False,MATURE,9256.0,1652789,71.0,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-03-25T19:06:08.043988""}",2.1.0,OK,,True,True,True,True,,,,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7
4,214390,경보제약,KOSPI,기타,8550,1166.07,2044.0,350,228.4,ATTACK,ATTACK,1,True,True,False,79.8,79.8,92.3,63.4,87.7,0.0,6510.0,5530.0,9300.0,9570.0,,1.3,5.33,7945,6.26,특이사항 없음,0,5.05,72.9,37.93,STRUCT 강점,AI 보조,RSI 과열,기술적 돌파 조건 충족,CAUTION,79.1,기초 의약물질 제조업,116607053115.0,90.8,67.79,0,0,16.64,19.92,58.04,41.79,43.7,45.41,32.62,15.91,-4.62,0.0,0.0,1,12.0,1,0,8.05,0.82,10430.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.272,40.0,v1_sl_first_gap_at_open,15.05,6.0,2.8,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,1,1,6722.0,7.61,0.2151,False,O,▲,7640,▲,O,X,0,0,0,3.27,250.0,0.0,1.0,1.0,1.0,0.0,기초 의약물질 제조업,3.825241935483871,0.45669354838709675,6.0,87.7,OK,35.5,35.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60.0,20260325,20260325,,79.8,79.8,79.8,27.79,27.79,0.598,,False,MATURE,9256.0,2283978,350.0,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-03-25T19:06:08.043988""}",2.1.0,OK,,True,True,True,True,,,,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7
5,023160,태광,KOSDAQ,철강·금속,36050,172.13,9221.7,49,153.2,ATTACK,ATTACK,1,True,True,False,77.4,77.4,91.6,75.2,53.5,0.0,31050.0,26400.0,38450.0,42700.0,,1.91,0.84,28741,26.9,특이사항 없음,0,20.09,72.5,20.51,STRUCT 강점,TIMING 보조,RSI 과열,기술적 돌파 조건 충족,CAUTION,79.1,1차 철강 제조업,17212987425.0,83.6,47.19,0,0,4.39,23.78,25.97,19.43,55.68,36.33,10.26,27.89,-13.7,0.026,0.026,1,12.0,1,0,1.94,0.82,49400.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.618,25.0,v1_sl_first_gap_at_open,14.98,5.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,26245.0,24.04,0.4628,False,O,▲,33957,▲,O,X,0,0,0,3.37,250.0,0.0,1.0,1.0,1.0,0.0,1차 철강 제조업,5.873636363636364,-5.468181818181818,7.0,53.5,OK,54.242605683398054,54.242605683398054,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60.0,20260325,20260325,,77.4,77.4,77.4,27.79,27.79,0.574,,False,MATURE,9256.0,1531554,49.0,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-03-25T19:06:08.043988""}",2.1.0,OK,,True,True,True,True,,,,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7
