LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_RAW_SCORE,ML_TRUSTED,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,ML_EFFECTIVE_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_P_SOURCE,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON,ENTRY_RISK_FLAG,ENTRY_RISK_LEVEL,ENTRY_RISK_RULE,ENTRY_RISK_REASON,BUY_NOW_SCORE,BUY_NOW_GRADE,BUY_NOW_PASS,BUY_NOW_REASON,BUY_NOW_ELIGIBLE,NO_CHASE_FLAG,PULLBACK_WAIT_FLAG,ANTI_STRUCT_REVERSAL_FLAG,ANTI_STRUCT_REVERSAL_TYPE,ANTI_STRUCT_REVERSAL_SCORE,ANTI_STRUCT_REVERSAL_REASON,ENTRY_EDGE_SCORE,ENTRY_EDGE_LEVEL,ENTRY_EDGE_RULE,ENTRY_EDGE_REASON,ENTRY_EDGE_SHADOW_FLAG,EST_WIN_RATE_REALIZED_CAP,STRICT_OFFICIAL_BUY_ELIGIBLE,OFFICIAL_FUNNEL_STAGE,OFFICIAL_BLOCK_REASON_1,OFFICIAL_BLOCK_REASON_2,OFFICIAL_NEAR_MISS_SCORE,OFFICIAL_NEAR_MISS_TYPE,CANDIDATE_TRIAGE_TYPE,MACRO_REGIME_MODE,FX_HIGH_REGIME_FLAG,FX_STALE_FLAG,MARKET_INTERNAL_WEAK_FLAG,MACRO_HARD_BLOCK_SHADOW,MACRO_RELAXED_SHADOW_PASS,SHADOW_MACRO_RELAXED_ELIGIBLE,SHADOW_ENTRY_RELAXED_ELIGIBLE,SHADOW_SCORE_RELAXED_ELIGIBLE,ABNORMAL_HISTORY_GUARD_FLAG,ABNORMAL_HISTORY_GUARD_LEVEL,ABNORMAL_HISTORY_GUARD_TYPE,ABNORMAL_HISTORY_GUARD_REASON,MARKET_WARNING_GUARD_FLAG,MARKET_CAUTION_GUARD_FLAG,LONG_HISTORY_COLLAPSE_FLAG,SPIKE_REVERSAL_GUARD_FLAG,LONG_HIGH_TO_CLOSE_RATIO_USED,ORIGINAL_CANDIDATE_TRIAGE_TYPE,ORIGINAL_BUY_NOW_PASS,ORIGINAL_BUY_NOW_GRADE,NO_BUY_BREAKER_RULE_ID,NO_BUY_BREAKER_VALIDATED,NO_BUY_BREAKER_N,NO_BUY_BREAKER_WIN_RATE_5D,NO_BUY_BREAKER_AVG_RET_5D,NO_BUY_BREAKER_ALPHA_5D,NO_BUY_BREAKER_DECISION,CARRY_FROM_CLOSE,CARRY_RET_PCT,CARRY_STALE_STAGE,CARRY_EXIT_SIGNAL,CARRY_STALE_REASON,GUARD_PASS_1,GUARD_PASS_2,GUARD_PASS_3,GUARD_PASS_4,GUARD_PASS_5,GUARD_PASS_6,GUARD_PASS_7,GUARD_PASS_8,GUARD_PENALTY_1,GUARD_PENALTY_2,GUARD_PENALTY_3,GUARD_PENALTY_4,GUARD_PENALTY_5,GUARD_PENALTY_6,GUARD_PENALTY_7,GUARD_PENALTY_8,GUARD_PENALTY_TOTAL,GUARD_RR_MULT,GUARD_BLOCK,GUARD_FORCE_EXIT_ALERT,GUARD_PRE_WARNING,GUARD_TRENDLINE_BROKEN,GUARD_ALL_PASS,GUARDED_ELITE_SCORE,GUARD_KELLY_MULT,GUARD_REASON,ELITE_LABEL,TOP_PICK_RAW,MOMENTUM_LANE,MOMENTUM_WATCH,MOMENTUM_LANE_TIER,MOMENTUM_LANE_SCORE,MOMENTUM_LANE_RANK,MOMENTUM_LANE_REASON,STOP_OVERRIDE_ACTIVE,STOP_OVERRIDE_PRICE,STOP_OVERRIDE_PCT,NEW_ENTRY_BLOCKED,STOP_OVERRIDE_REASON,ABNORMAL_SURGE_FLAG,DATA_INTEGRITY_OK,DATA_INTEGRITY_REASON,DATA_INTEGRITY_NBAD,JULY_PROFIT_DEFENSE_SCORE,PROFIT_RECOVERY_SCORE,JULY_PROFIT_PROFILE_PASS,JULY_PROFIT_BLOCK_FLAG,JULY_PROFIT_DEFENSE_LEVEL,JULY_PROFIT_DEFENSE_REASON,PROFIT_RECOVERY_TIER,PROFIT_RECOVERY_SETUP,PROFIT_RECOVERY_BLOCK_FLAG,PROFIT_RECOVERY_SIZE_MULT,PROFIT_RECOVERY_ACTION,PROFIT_RECOVERY_REASON,PMS_SCORE,PMS_AVAIL_FEATS,PMS_RANK,PMS_PROFIT_PICK,PMS_BLEND_SCORE,PMS_BLEND_RANK,PMS_REASON,D1_CHECKPOINT_PCT,D1_CHECKPOINT_PRICE,D1_CHECKPOINT_REASON,SRP_BASE_PROB_2D,SRP_NOTE,SRP_EDGE_STATUS,EXIT_ROUTE_RISK,EXIT_STOP_TIGHT,EXIT_TP_QUICK,EXIT_PLAN_NOTE,PRODUCTION_BUY,QUALITY_GUARD_SCORE,PRE_QUALITY_BUY_NOW_ELIGIBLE,QUALITY_GUARD_PASS,QUALITY_GUARD_REASON,QUALITY_POLICY_VERSION,ACTION_DECISION,RECOMMENDED_WEIGHT_PCT,등락률,CARRY_PRICE_REFRESHED,EXTENSION_BLOCK,MARKET_REGIME,REGIME_REASON,REGIME_SIZE_MULT,REGIME_ALLOW_ENTRY,ALPHA_SCORE,BE_TRIGGER_PRICE,ALPHA_WIN_PROB,ALPHA_VALIDATED,RECO_EVIDENCE,RECO_RISK,HONEST_PROB_PCT,ENTRY_RISK_GATE_OK,ROUTE_PREV,ROUTE_ALPHA_HEALED,ALPHA_ENTRY_THRESHOLD,ALPHA_GATE_ACTIVE,ALPHA_ENTRY_OK,FAST_TP_PRICE,US_NDX_RET_1D,US_NDX_RET_5D,US_NDX_VS_MA20,US_SPX_RET_1D,ALPHA_LT_OK,ALPHA_SIZE_MULT,ROUTE_PRE_BLOCK
1,483650,달바글로벌,KOSPI,화학·소재,233500,1374.55,33108.9,0,0.0,WAIT,WAIT,3,False,1,True,90.64999999999999,84.8,91.5,78.1,0.0,5.85,50.1,56.5,91.5,0.0,2.21,0.0,RR2.2 + 진입적정,0,233500.0,214500.0,275500.0,312500.0,,-0.08,1.87,222968,16.1,"[공시]달바글로벌이 급성장하는 화장품 제조 및 도소매업체인 주식회사 쿠오카스킨의 지분 33.61%를 취득하는 자율공시입니다. 피투자회사는 2025년 매출액이 전년 대비 180% 성장하고 흑자 전환하는 등 높은 성장세를 보이고 있습니다. 취득 금액은 자기자본 대비 4.83%로 재무적 부담이 크지 않으며, 향후 추가 지분 취득 콜옵션도 보유하여 긍정적인 전략적 / [뉴스]달바글로벌은 쿠오카 지분",0,3.89,62.1,4.25,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,46.3,기타 화학제품 제조업,137455000000.0,69.0,37.58,0,0,-11.89,-2.71,17.69,-3.31,3.32,45.03,29.33,18.55,37.96,0.167,0.167,1,12.0,1,0,1.16,0.49,0,0,0,1,1,188430.0,4.72,0.0914,False,O,▲,255575,▲,X,X,0.0,250,0,1,1,1,337500.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.14,5.0,2.2,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,23,ATR_3.5x,12,FIBO_1.618,5,0.0,기타 화학제품 제조업,-12.090344827586208,18.06896551724138,5.0,30.6,0.0,0.09632915264606913,0.03198454731721316,0.11842105263157894,OK,0.0,UNVALIDATED_MODEL,60.99288120366876,60.99288120366876,0.0,8,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,default,default,60,20260730,20260730," 📢재료: [공시]달바글로벌이 급성장하는 화장품 제조 및 도소매업체인 주식회사 쿠오카스킨의 지분 33.61%를 취득하는 자율공시입니다. 피투자회사는 2025년 매출액이 전년 대비 180% 성장하고 흑자 전환하는 등 높은 성장세를 보이고 있습니다. 취득 금액은 자기자본 대비 4.83%로 재무적 부담이 크지 않으며, 향후 추가 지분 취득 콜옵션도 보유하여 긍정적인 전략적 / [뉴스]달바글로벌은 쿠오카 지분",90.64999999999999,90.64999999999999,90.64999999999999,-15.23,-45.92,FRESH,0.239,,False,0.645,False,MATURE,11318.0,ALPHA_WIN_PROB,2.211,,1.65,0.0,0,0.0,v33_alpha_resize,,,,,,True,18.0,,ELITE_SCORE,MATURE,11318,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,80.0,BUY,1,전일 -11.9%,0,0,0,0,,0.0,S=92≥50,100.0,GREEN,,,0,False,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,65.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,0,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,0,True,50.1,1.0,,,0,0,0,,0.0,0,시장 위험회피(하락 전환) — 모멘텀 레인 비활성,False,0.0,0.0,True,risk_off: 추천손절 유지 + 신규진입 차단,False,True,,0,100.0,100.0,0,0,CAUTION,중립/관찰,C,WATCH,0,0.2,관찰,시장폭 46.3 · 5일 -2.7%,92.75,6,5,0,95.69,1,모멘텀확인강(PMS93),-4.0,224160.0,"진입 후 D+1 종가 224,160원(-4%) 이탈 시 익일 조기청산 권고",37.7,"최근 20거래일 유니버스 실측 2일 상승률 37.7% (n=5,315) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,217155.0,256850.0,"손절 217,155(-7%)·본전전환 245,175(+5%)·1차익절 256,850(+10%) · ⚡ D+2내 238,170(+2%) 도달 시 절반 익절+잔여 본전 상향 (실측: 초반 급등 후 되돌림 -0.9%)",0,100.0,0,0,알파 64점 (진입선 85점 미달),alpha_gate_v32,WATCH,0.0,,,0,NEUTRAL,"중립 레짐 — KOSPI 20일선 아래, 시장폭 46% (실측: 본전 구간 → 진입 허용하되 사이즈 50%)",0.5,1,63.7,245175.0,0.3511,1,이 점수 구간의 과거 실측 승률 24% (표본 11318건) · 거래량 밀집가 대비 +16.1% — 가치영역 근접 (실측 승률 48%) · 손익비 2.2 (손절 -8.1% / 1차목표 +18.0%),중립 레짐 — 사이즈 50% 권장,23.9,True,WAIT,1,85.0,1,0,238170.0,,,,,1,1.0,
2,332570,PS일렉트로닉스,KOSDAQ,IT/전기전자,6200,519.88,3167.0,0,0.0,WAIT,WAIT,3,False,1,True,70.6,70.6,95.5,45.8,0.0,0.0,39.4,47.1,95.5,0.0,4.1,0.0,RR4.1 + 진입적정,0,6200.0,5700.0,8250.0,14990.0,,-0.09,0.89,9857,-13.07,특이사항 없음,0,9.57,54.9,1.58,STRUCT 강점,,,추세 관망,CAUTION,46.3,전자부품 제조업,51988000000.0,69.7,54.65,0,0,-8.55,-13.89,1.31,8.2,-23.08,-17.22,38.82,22.84,26.68,0.81,0.122,0,12.0,1,0,1.92,0.44,0,0,0,1,1,5186.0,-37.11,-0.5186,False,X,▲,7283,▲,X,X,-7.08,250,0,1,-1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.06,6.0,4.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,12,SWING_60D,2,,0,0.0,전자부품 제조업,-19.296315789473685,5.741842105263157,12.0,39.2,0.0,0.1314516129032258,0.02997535805013531,0.8863636363636364,OK,0.0,UNVALIDATED_MODEL,50.23635413171825,50.23635413171825,0.0,6,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,pullback,63.8,7.0,60,20260730,20260730,,70.6,70.6,70.6,-15.23,-45.92,FRESH,0.261,,False,0.485,False,MATURE,11318.0,ALPHA_WIN_PROB,4.1,,1.65,0.0,0,0.0,v33_alpha_resize,,,,,,True,33.1,,ELITE_SCORE,MATURE,11318,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,80.0,BUY,1,전일 -8.6%,0,0,0,0,,0.0,T=46<70 · S=96≥50,100.0,GREEN,,,0,False,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,58.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,0,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,2,True,39.4,1.0,,,0,0,0,,0.0,0,시장 위험회피(하락 전환) — 모멘텀 레인 비활성,False,0.0,0.0,True,risk_off: 추천손절 유지 + 신규진입 차단,False,True,,0,100.0,92.0,1,0,PASS,7월 방어 profile 통과,C,WATCH,0,0.2,관찰,시장폭 46.3 · 5일 -13.9%,63.9,6,77,0,79.55,33,모멘텀확인중(PMS64),-4.0,5952.0,"진입 후 D+1 종가 5,952원(-4%) 이탈 시 익일 조기청산 권고",37.7,"최근 20거래일 유니버스 실측 2일 상승률 37.7% (n=5,315) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,5766.0,6820.0,"손절 5,766(-7%)·본전전환 6,510(+5%)·1차익절 6,820(+10%) · ⚡ D+2내 6,324(+2%) 도달 시 절반 익절+잔여 본전 상향 (실측: 초반 급등 후 되돌림 -0.9%)",0,100.0,0,0,알파 30점 (진입선 85점 미달),alpha_gate_v32,WATCH,0.0,,,0,NEUTRAL,"중립 레짐 — KOSPI 20일선 아래, 시장폭 46% (실측: 본전 구간 → 진입 허용하되 사이즈 50%)",0.5,1,29.5,6510.0,0.2652,1,이 점수 구간의 과거 실측 승률 26% (표본 11318건) · 거래량 밀집가 대비 -13.1% — 가치영역 근접 (실측 표본 적음) · 손익비 4.1 (손절 -8.1% / 1차목표 +33.1%) · 저점 상승 추세 10% (바닥이 높아지는 중),중립 레짐 — 사이즈 50% 권장 · AI 알파모델 예측 하위 30% — 이 구간 실측 승률 27% — 픽 제외 구간,26.1,True,WAIT,1,85.0,1,0,6324.0,,,,,1,1.0,
3,396300,세아메카닉스,KOSDAQ,기타,3705,261.09,1004.0,0,0.0,NEUTRAL,WAIT,4,False,1,True,25.4,25.4,29.4,21.4,0.0,0.0,17.1,16.9,29.4,63.2,2.12,0.0,RR2.1 + 진입적정,0,3705.0,3405.0,4340.0,4680.0,,0.04,2.83,5170,-38.75,특이사항 없음,0,-3.11,64.5,14.94,거래품질 우수,,,추세 관망,CAUTION,46.3,기타 금속 가공제품 제조업,26109000000.0,81.4,40.15,0,0,-2.24,2.07,20.29,4.37,-37.2,-18.3,34.99,8.72,25.6,0.881,0.142,0,12.0,1,0,2.93,0.62,0,0,0,1,1,2414.5,-28.35,0.3041,False,X,▼,3622,▲,O,X,0.26,250,0,-1,-1,1,6050.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.1,6.0,2.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,46,ATR_2x,23,VP_RESISTANCE,5,0.0,기타 금속 가공제품 제조업,-13.002727272727272,15.012272727272729,7.0,49.1,0.0,0.13128976286871025,0.03523850409482955,0.5263157894736842,OK,0.0,UNVALIDATED_MODEL,28.249686890055624,28.249686890055624,0.0,6,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,default,default,60,20260730,20260730,,25.4,25.4,25.4,-15.23,-45.92,FRESH,0.29,,False,0.3,True,MATURE,11318.0,ALPHA_WIN_PROB,2.117,,0.825,0.0,0,0.0,v33_alpha_resize,,,,,,True,17.1,,ELITE_SCORE,MATURE,11318,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,85.0,BUY,1,,0,0,0,0,,0.0,T=21<70,100.0,GREEN,,,0,False,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,50.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,0,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,False,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,False,False,False,1,False,8.6,0.5,G2RR×0.5,,0,0,0,,0.0,0,시장 위험회피(하락 전환) — 모멘텀 레인 비활성,False,0.0,0.0,True,risk_off: 추천손절 유지 + 신규진입 차단,False,True,,0,100.0,72.0,0,0,CAUTION,중립/관찰,C,WATCH,0,0.2,관찰,시장폭 46.3 · 5일 2.1%,67.78,6,62,0,74.47,53,모멘텀확인중(PMS68),-4.0,3557.0,"진입 후 D+1 종가 3,557원(-4%) 이탈 시 익일 조기청산 권고",37.7,"최근 20거래일 유니버스 실측 2일 상승률 37.7% (n=5,315) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,HIGH_AVOID,3446.0,4076.0,"⛔ 고위험 루트(진입보류 권고) · 손절 3,446(-7%)·본전전환 3,890(+5%)·1차익절 4,076(+10%) · ⚡ D+2내 3,779(+2%) 도달 시 절반 익절+잔여 본전 상향 (실측: 초반 급등 후 되돌림 -0.9%)",0,100.0,0,0,알파 27점 (진입선 85점 미달),alpha_gate_v32,WATCH,0.0,,,0,NEUTRAL,"중립 레짐 — KOSPI 20일선 아래, 시장폭 46% (실측: 본전 구간 → 진입 허용하되 사이즈 50%)",0.5,1,26.7,3890.0,0.2652,1,이 점수 구간의 과거 실측 승률 29% (표본 11318건) · 거래량 밀집가 대비 -38.8% — 가치영역 근접 (실측 표본 적음) · 손익비 2.1 (손절 -8.1% / 1차목표 +17.1%),중립 레짐 — 사이즈 50% 권장 · AI 알파모델 예측 하위 27% — 이 구간 실측 승률 27% — 픽 제외 구간,29.0,True,NEUTRAL,1,85.0,1,0,3779.0,,,,,0,1.0,
4,108860,셀바스AI,KOSDAQ,IT/전기전자,7530,139.59,2145.1,0,0.0,WAIT,WAIT,3,False,1,True,45.4,45.4,35.6,55.1,0.0,0.0,30.6,30.2,55.1,31.1,3.51,0.0,RR3.5 + 진입적정,0,7530.0,6920.0,9670.0,12670.0,,-0.36,1.1,9259,-40.53,특이사항 없음,0,-2.71,54.2,5.45,거래품질 우수,,,추세 관망,CAUTION,46.3,소프트웨어 개발 및 공급업,13959000000.0,79.3,38.7,0,0,-5.52,-2.59,10.74,-3.21,-42.69,-43.13,27.41,3.23,0.77,0.975,0.144,0,12.0,1,0,3.05,0.4,0,0,0,1,1,6504.0,-18.68,0.4439,False,X,▼,7795,▲,X,X,-0.63,250,0,-1,-1,1,13800.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.1,6.0,3.5,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,23,VP_RESISTANCE,2,SWING_60D,2,0.0,소프트웨어 개발 및 공급업,-19.296315789473685,5.741842105263157,12.0,82.3,0.0,0.11534813128438626,0.12645692789737065,0.3163265306122449,OK,0.0,UNVALIDATED_MODEL,58.60125105381834,58.60125105381834,0.0,6,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,default,default,60,20260730,20260730,,45.4,45.4,45.4,-15.23,-45.92,FRESH,0.279,elite_low_wr_0.28,True,0.3,True,MATURE,11318.0,ALPHA_WIN_PROB,3.508,,0.825,0.0,0,0.0,v33_alpha_resize,,,,,,True,28.4,,ELITE_SCORE,MATURE,11318,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,80.0,BUY,1,전일 -5.5%,0,0,0,0,,0.0,T=55<70,100.0,GREEN,,,0,False,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,50.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,0,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,False,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,False,False,False,1,False,15.3,0.5,G2RR×0.5,,0,0,0,,0.0,0,시장 위험회피(하락 전환) — 모멘텀 레인 비활성,False,0.0,0.0,True,risk_off: 추천손절 유지 + 신규진입 차단,False,True,,0,96.0,84.0,0,0,CAUTION,중립/관찰,C,WATCH,0,0.2,관찰,시장폭 46.3 · 5일 -2.6%,68.04,6,59,0,79.91,32,모멘텀확인중(PMS68),-4.0,7229.0,"진입 후 D+1 종가 7,229원(-4%) 이탈 시 익일 조기청산 권고",37.7,"최근 20거래일 유니버스 실측 2일 상승률 37.7% (n=5,315) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,7003.0,8283.0,"손절 7,003(-7%)·본전전환 7,906(+5%)·1차익절 8,283(+10%) · ⚡ D+2내 7,681(+2%) 도달 시 절반 익절+잔여 본전 상향 (실측: 초반 급등 후 되돌림 -0.9%)",0,100.0,0,0,알파 40점 (진입선 85점 미달),alpha_gate_v32,WATCH,0.0,,,0,NEUTRAL,"중립 레짐 — KOSPI 20일선 아래, 시장폭 46% (실측: 본전 구간 → 진입 허용하되 사이즈 50%)",0.5,1,40.1,7906.0,0.3235,1,이 점수 구간의 과거 실측 승률 28% (표본 11318건) · 거래량 밀집가 대비 -40.5% — 가치영역 근접 (실측 표본 적음) · 손익비 3.5 (손절 -8.1% / 1차목표 +28.4%),중립 레짐 — 사이즈 50% 권장,27.9,True,WAIT,1,85.0,1,0,7681.0,,,,,0,1.0,
