종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
035420,NAVER,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스 기타,236500,1511.35,370956.5,236500,224000,251500,266000,53.0,58.7,64.3,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-10.25,-9.73,-13.98,-14.6,-42.71,0,0.47,0.37,0.72,1.0,0.21,1.0,0.85,33.8,34.0,-2.16,234776,0.73,,-295.8446,0.1629,0.77,1.2,244050,-1,10.57,0,0,0,0,True,2.38,-3.27,3.73,1,,"MACD상승, VWAP상회",1.8,10,236.5,232289,▼,O,X,3.293333333333333,-2.0561904761904763,14.0,1.2,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 🚀 단기 모멘텀 가속. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,186,20251224,20251224,18.33,6.3,3.73,-14.6
120110,코오롱인더,KOSPI,화학섬유 제조업,화학섬유 제조업,화학·소재,46150,53.25,12700.1,46100,42850,50300,54400,53.0,51.1,59.3,🔺 Watch (상승 준비),② 상승 후 조정,15.23,2.33,11.5,9.51,-30.65,0,0.49,0.52,1.0,0.97,0.25,0.0,0.67,51.2,48.3,3.06,46143,0.01,,-121.5367,-0.0882,0.47,0.28,40542,1,18.36,0,0,0,1,True,-1.39,-1.28,27.84,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), VWAP상회",2.0,54,248.9,46705,▼,X,X,1.0833333333333333,6.533333333333333,9.0,1.2575757575757576,0.10845986984815618,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),2,187,20251224,20251224,18.33,6.3,27.84,9.51
003520,영진약품,KOSPI,의약품 제조업,의약품 제조업,바이오·의약품,2115,100.7,3868.2,2050,1911,2370,2690,52.7,43.5,44.8,🔼 BRK (돌파),④ 바닥 반등 시도,7.8,-5.16,4.07,-11.94,-38.14,9,0.49,0.69,0.99,0.25,0.31,0.0,0.35,69.3,87.9,6.17,2077,1.82,,9.6997,0.1194,7.7,1.65,1872,1,6.86,1,1,1,1,False,7.09,5.75,6.39,7,★,"HMA추세↑, MACD상승, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,1219,249.9,1991,▲,O,X,-1.5290000000000001,5.243,12.0,1.25,3.1707317073170733,1,🌪️ 9일 연속 응축 중! 폭발 임박. 💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,188,20251224,20251224,18.33,6.3,6.39,-11.94
006340,대원전선,KOSPI,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타,3740,56.61,2882.6,3740,3550,4155,4570,52.6,60.7,62.5,↩️ PULL (눌림),② 상승 후 조정,-1.06,17.24,-4.79,5.1,-15.74,0,0.86,0.64,0.66,1.0,0.14,0.0,0.64,52.4,70.4,-1.68,3842,-2.67,,-14.059,-0.1225,0.25,-0.8,3550,1,19.04,0,0,0,0,False,-5.56,5.65,23.43,4,,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입",2.0,668,249.8,3904,▼,X,X,3.1292857142857144,21.218367346938777,3.0,2.1842105263157894,0.0,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),2,189,20251224,20251224,18.33,6.3,23.43,5.1
267270,HD현대건설기계,KOSPI,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,94400,121.14,16385.6,94400,87700,102400,110300,52.4,53.0,66.3,↩️ PULL (눌림),⑤ 하락 / 약세,-2.58,25.03,-6.31,-22.49,-7.95,0,0.47,0.49,1.0,1.0,0.1,0.02,0.66,48.2,61.0,-4.16,96992,-2.67,,-928.6351,-0.4464,0.74,-2.8,108960,-1,20.77,0,0,0,0,True,-9.92,-5.41,-4.16,4,,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입",2.0,26,245.4,100347,▼,X,X,7.873818181818182,19.66090909090909,2.0,1.1940298507462686,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,190,20251224,20251224,18.33,6.3,-4.16,-22.49
006800,미래에셋증권,KOSPI,금융 지원 서비스업,금융 지원 서비스업,서비스 기타,23150,1354.3,131280.3,22700,20400,27250,31750,52.3,69.1,62.4,🔼 BRK (돌파),④ 바닥 반등 시도,2.89,6.93,-0.84,-5.4,-26.05,0,0.59,1.0,0.34,0.53,0.53,1.0,0.66,59.2,78.8,5.16,23056,0.4,,272.6058,0.2917,1.08,-0.08,20180,1,13.6,0,0,0,1,False,13.2,8.18,12.93,9,★,"HMA추세↑, OBV매집, RSI적정, MACD상승, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,86,195.2,22532,▲,O,O,3.293333333333333,-2.0561904761904763,14.0,1.490909090909091,1.9823788546255507,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,191,20251224,20251224,18.33,6.3,12.93,-5.4
277810,레인보우로보틱스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,482500,1057.31,93604.3,468500,421500,539000,610000,52.2,64.2,50.8,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,29.18,72.94,24.86,58.1,56.16,0,0.36,0.67,0.36,0.29,0.69,1.0,0.76,52.4,60.1,6.08,482686,-0.04,,542.099,0.189,0.68,1.33,418000,1,22.75,0,0,0,1,False,7.94,2.33,64.4,7,★,"HMA추세↑, RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.5,4,187.4,470667,▲,O,X,7.873818181818182,19.66090909090909,2.0,0.9262295081967213,2.9882604055496262,1,💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),1,192,20251224,20251224,18.33,6.3,64.4,58.1
195940,HK이노엔,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,50300,65.33,14249.9,50300,47950,53600,56900,52.1,41.3,54.1,↩️ PULL (눌림),③ 박스 / 중립,-0.59,18.08,-4.91,2.46,1.3,6,0.55,0.38,0.55,1.0,0.01,0.0,0.68,35.8,52.5,-2.91,51449,-2.23,,-239.5972,-0.044,0.67,-0.23,47960,1,6.08,1,1,1,0,True,-1.37,-2.71,8.76,4,,"OBV매집, 정배열(단), 장기추세(120↑)",1.8,49,246.5,51544,▼,X,O,-1.5290000000000001,5.243,12.0,1.4042553191489362,0.0,1,🌪️ 6일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),3,193,20251224,20251224,18.33,6.3,8.76,2.46
066570,LG전자,KOSPI,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,IT/전기전자,92500,269.17,150669.9,92500,89900,98400,104200,52.0,55.8,64.0,↩️ PULL (눌림),③ 박스 / 중립,6.94,22.68,3.21,0.26,-10.3,0,0.89,0.37,0.14,1.0,0.11,0.19,0.69,45.4,56.9,-0.39,93418,-0.98,,-424.6204,-0.1217,0.4,-1.47,89930,1,17.81,0,0,0,0,True,-3.95,-2.12,18.59,4,,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",2.0,27,249.8,94254,▼,X,X,5.096923076923077,15.871153846153845,4.0,2.269230769230769,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),3,194,20251224,20251224,18.33,6.3,18.59,0.26
175330,JB금융지주,KOSPI,기타 금융업,기타 금융업,금융,26300,113.26,49939.7,25650,24000,28950,32200,52.0,54.4,55.9,🔼 BRK (돌파),④ 바닥 반등 시도,10.5,27.36,6.77,-6.42,-5.62,0,0.45,0.58,0.96,0.4,0.46,0.01,0.75,64.3,73.7,5.55,25580,2.81,,102.3297,0.169,1.17,0.94,24040,1,9.94,1,0,0,1,False,6.05,7.13,11.91,8,★,"HMA추세↑, RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,97,248.8,25269,▲,O,X,3.2848275862068967,4.444137931034483,10.0,1.1521739130434783,2.53411306042885,1,🔇 변동성 축소 (BW 9.9%). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,195,20251224,20251224,18.33,6.3,11.91,-6.42
011070,LG이노텍,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,272500,144.55,64492.9,272500,258000,295000,317000,51.9,51.8,66.2,↩️ PULL (눌림),② 상승 후 조정,12.37,81.3,8.64,20.07,48.32,0,0.61,0.48,0.73,1.0,0.11,0.05,0.67,37.9,59.0,-0.83,278190,-2.05,,-2867.8288,-0.2329,0.36,-1.22,258400,1,27.08,0,0,0,0,True,-4.39,-5.71,38.4,3,,"20선근접, 정배열(단), 장기추세(120↑)",2.0,9,245.2,283109,▼,X,X,5.096923076923077,15.871153846153845,4.0,1.5517241379310345,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),2,196,20251224,20251224,18.33,6.3,38.4,20.07
005850,에스엘,KOSPI,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,42900,58.26,19926.4,42900,40250,47200,51500,51.9,58.8,62.2,↩️ PULL (눌림),③ 박스 / 중립,12.6,34.91,8.87,2.01,1.93,0,0.64,0.58,0.93,1.0,0.22,0.0,0.71,45.6,50.8,-0.52,42932,-0.08,,-370.2177,-0.0634,0.53,-1.26,40280,1,14.23,0,0,0,0,True,-1.61,-2.39,20.34,5,★,"HMA돌파, RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",2.0,58,248.8,42889,▼,O,X,4.682142857142857,22.12857142857143,1.0,1.6226415094339623,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),3,197,20251224,20251224,18.33,6.3,20.34,2.01
032830,삼성생명,KOSPI,보험업,보험업,금융,163700,367.49,327400.0,160500,150700,175200,189900,51.9,54.3,55.7,🔼 BRK (돌파),④ 바닥 반등 시도,7.98,25.92,4.25,-11.2,-7.06,0,0.35,0.4,0.92,0.53,0.48,0.3,0.83,60.5,56.6,5.06,159367,2.72,,1106.2713,0.2156,0.84,1.49,150700,1,8.99,1,0,0,1,False,6.58,6.02,7.13,6,★,"HMA추세↑, RSI적정, MACD상승, 장기추세(120↑), MACD>Sig, VWAP상회",2.5,15,240.8,157059,▲,O,X,3.2848275862068967,4.444137931034483,10.0,0.8846153846153846,1.9937694704049844,1,🔇 변동성 축소 (BW 9.0%). 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,198,20251224,20251224,18.33,6.3,7.13,-11.2
000670,영풍,KOSPI,1차 비철금속 제조업,1차 비철금속 제조업,철강·금속,50600,123.89,9668.9,50600,45500,59800,68900,51.8,47.2,68.4,↩️ PULL (눌림),③ 박스 / 중립,-16.5,13.71,-20.23,1.86,-19.27,0,0.71,1.0,0.35,1.0,0.01,0.02,0.14,23.9,16.8,-20.67,54727,-7.54,,-2220.7769,-0.0538,3.19,-2.78,68700,-1,40.72,0,0,0,0,True,-9.64,-25.81,20.19,3,,"거래량↑, 정배열(단), 장기추세(120↑)",2.5,39,197.3,54055,▼,X,X,3.4939999999999998,15.274000000000001,5.0,1.803921568627451,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),3,199,20251224,20251224,18.33,6.3,20.19,1.86
018880,한온시스템,KOSPI,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,2985,69.83,20261.1,2985,2775,3350,3715,51.6,55.9,63.3,🔁 MR (반전),④ 바닥 반등 시도,-19.76,1.15,-23.49,-13.89,-31.83,0,0.68,0.7,1.0,1.0,0.13,0.0,0.42,18.5,23.6,-14.16,3046,-2.01,,-67.513,0.0412,0.54,-2.11,3469,-1,34.13,0,0,0,0,True,-5.09,-19.54,4.44,0,,MACD상승,2.0,837,249.8,3000,▼,X,X,7.873818181818182,19.66090909090909,2.0,1.7380952380952381,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,200,20251224,20251224,18.33,6.3,4.44,-13.89
059090,미코,KOSDAQ,반도체 제조업,반도체 제조업,반도체,12710,122.22,4247.3,12710,11820,14000,15280,51.5,48.2,67.3,↩️ PULL (눌림),⑤ 하락 / 약세,-4.79,-5.43,-9.11,-23.66,-22.21,0,0.57,0.58,1.0,1.0,0.0,0.02,0.4,38.9,34.6,-7.72,13405,-5.19,,-46.413,-0.0161,2.31,-1.6,14798,-1,13.43,0,0,0,0,True,-6.2,-9.47,-17.36,0,,거래량↑,2.0,196,249.1,13336,▼,X,X,0.8836363636363637,13.122727272727273,6.0,1.449438202247191,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,201,20251224,20251224,18.33,6.3,-17.36,-23.66
042670,HD현대인프라코어,KOSPI,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,14090,201.33,26609.1,14090,13100,15390,16690,51.3,50.7,65.7,↩️ PULL (눌림),⑤ 하락 / 약세,-5.82,12.72,-9.55,-30.38,-20.26,0,0.52,0.53,1.0,1.0,0.0,0.11,0.61,43.4,52.1,-7.45,14588,-3.42,,-223.2464,-0.6197,1.06,-3.36,16718,-1,24.42,0,0,0,0,True,-13.82,-10.25,-12.05,0,,정배열(단),2.0,177,249.4,15275,▼,X,X,7.873818181818182,19.66090909090909,2.0,1.3131313131313131,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,202,20251224,20251224,18.33,6.3,-12.05,-30.38
047050,포스코인터내셔널,KOSPI,상품 중개업,상품 중개업,기타,51300,108.07,90248.4,51300,48200,55100,58800,51.1,51.3,65.0,🔁 MR (반전),④ 바닥 반등 시도,-4.65,4.37,-8.38,-12.99,-28.61,0,0.48,0.43,0.9,1.0,0.11,0.01,0.65,32.6,47.5,-3.84,50766,1.05,,-381.8678,0.0115,0.67,-1.57,55200,-1,12.86,0,0,0,0,True,-2.29,-5.0,5.34,2,,"MACD상승, 정배열(단), VWAP상회",2.0,48,246.2,50701,▼,O,X,3.1292857142857144,21.218367346938777,3.0,1.2258064516129032,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📈 상승 모멘텀 개선. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,203,20251224,20251224,18.33,6.3,5.34,-12.99
005690,파미셀,KOSPI,기초 의약물질 제조업,기초 의약물질 제조업,기타,14860,172.33,8918.5,14860,13810,16210,17560,51.0,49.9,65.6,↩️ PULL (눌림),③ 박스 / 중립,-9.39,12.66,-13.12,3.67,-20.32,0,0.51,0.52,1.0,1.0,0.01,0.08,0.57,16.7,23.8,-8.3,15164,-2.01,,-218.2933,-0.0054,0.8,-2.44,16717,-1,19.7,0,0,0,0,True,-6.13,-10.91,22.0,2,,"정배열(단), 장기추세(120↑)",2.0,168,249.6,14959,▼,X,X,3.1292857142857144,21.218367346938777,3.0,1.2857142857142858,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),3,204,20251224,20251224,18.33,6.3,22.0,3.67
475400,씨메스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,36600,253.04,4276.6,35800,32200,42100,48400,51.0,54.7,54.6,🔺 Watch (상승 준비),② 상승 후 조정,30.71,50.31,26.39,34.47,33.53,0,0.49,0.87,0.35,0.47,0.39,0.17,0.73,50.5,71.3,5.34,36216,1.06,,-40.1015,-0.0342,0.82,0.71,30910,1,27.95,0,0,0,1,False,8.28,3.83,40.77,6,★,"HMA돌파, RSI적정, 정배열(단), 장기추세(120↑), 자금유입, VWAP상회",2.5,55,196.9,36216,▼,O,X,7.873818181818182,19.66090909090909,2.0,1.25,2.2346368715083798,1,💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),2,205,20251224,20251224,18.33,6.3,40.77,34.47
006400,삼성SDI,KOSPI,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2차전지,280000,579.27,225639.5,280000,260500,303000,326000,50.8,49.5,65.4,↩️ PULL (눌림),② 상승 후 조정,-8.05,57.13,-11.78,17.92,24.15,0,0.46,0.47,1.0,1.0,0.07,0.53,0.58,35.1,36.1,-6.18,278891,0.4,,-3798.1735,-0.0021,0.55,-2.05,307650,-1,16.72,0,0,0,0,True,-5.08,-11.81,36.25,4,,"HMA돌파, 정배열(단), 장기추세(120↑), VWAP상회",2.0,8,224.0,279977,▼,O,X,-5.761428571428572,-5.478571428571429,16.0,1.1794871794871795,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),2,206,20251224,20251224,18.33,6.3,36.25,17.92
139480,이마트,KOSPI,종합 소매업,종합 소매업,유통·소비재,85200,87.4,23511.6,85200,82000,91800,98300,50.7,50.1,55.7,↩️ PULL (눌림),⑤ 하락 / 약세,7.85,-10.41,4.12,-7.25,-43.39,0,0.81,0.45,0.31,1.0,0.13,0.0,0.67,54.5,58.8,1.75,87614,-2.76,,-85.1603,-0.2497,0.45,-2.19,82005,1,18.34,0,0,0,1,False,-4.48,5.71,11.08,4,,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",2.0,29,247.1,88514,▼,X,X,-1.410909090909091,13.004545454545456,7.0,2.0625,0.0,1,📉 매도세 우위. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,207,20251224,20251224,18.33,6.3,11.08,-7.25
373220,LG에너지솔루션,KOSPI,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2차전지,390500,679.19,913770.0,390500,363000,423500,456500,50.6,50.5,64.3,↩️ PULL (눌림),⑤ 하락 / 약세,-10.33,31.26,-14.06,-6.12,-1.72,0,0.47,0.49,1.0,1.0,0.0,0.65,0.56,43.0,41.2,-6.55,382345,2.13,,-4695.3325,-0.0429,0.47,-1.54,430100,-1,22.7,0,0,0,0,False,-6.02,-11.55,12.21,3,,"HMA돌파, OBV매집, VWAP상회",2.0,6,234.3,389821,▼,O,O,-5.761428571428572,-5.478571428571429,16.0,1.2,0.0,-1,📉 매도세 우위. 📉 과매도 기술적 반등 기대.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,208,20251224,20251224,18.33,6.3,12.21,-6.12
183300,코미코,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,86100,53.24,9006.6,86100,80000,93400,100600,50.5,56.2,61.2,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-1.82,23.18,-6.14,-19.15,6.4,0,0.47,0.49,1.0,1.0,0.34,0.0,0.75,51.0,31.3,-0.23,86215,-0.13,,857.1399,0.2006,0.55,0.3,91960,-1,10.76,0,0,0,0,False,2.14,-0.23,-12.85,4,,"HMA추세↑, RSI적정, MACD상승, 20선근접, MACD>Sig",1.8,29,249.7,84509,▲,O,X,7.873818181818182,19.66090909090909,2.0,1.1967213114754098,0.0,-1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,209,20251224,20251224,18.33,6.3,-12.85,-19.15
383220,F&F,KOSPI,봉제의복 제조업,봉제의복 제조업,유통·소비재,74800,80.89,28653.7,74800,70900,80600,86300,50.4,50.0,55.2,↩️ PULL (눌림),③ 박스 / 중립,4.18,-7.88,0.45,-4.82,-40.86,0,0.59,0.45,0.7,1.0,0.12,0.0,0.77,51.3,54.9,0.3,77358,-3.31,,-90.6894,-0.1818,1.15,-1.88,70930,1,14.35,0,0,0,1,False,-6.15,3.89,13.51,4,,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",2.0,33,246.8,78479,▼,X,X,-1.410909090909091,13.004545454545456,7.0,1.4871794871794872,0.0,1,📉 매도세 우위. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),3,210,20251224,20251224,18.33,6.3,13.51,-4.82
357780,솔브레인,KOSDAQ,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,258000,52.83,20068.7,258000,242000,283500,308500,50.3,54.4,61.8,↩️ PULL (눌림),④ 바닥 반등 시도,4.03,42.7,-0.29,-17.03,25.92,0,0.63,0.57,0.93,1.0,0.22,0.0,0.66,39.5,34.3,-3.07,260906,-1.11,,-290.2883,0.1405,0.6,-1.19,242250,1,18.7,0,0,0,0,False,-0.96,-3.37,-10.73,3,,"HMA추세↑, MACD상승, 장기추세(120↑)",2.0,9,232.2,254639,▲,O,X,1.0833333333333333,6.533333333333333,9.0,1.59375,0.0,1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,211,20251224,20251224,18.33,6.3,-10.73,-17.03
