종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
010950,S-Oil,KOSPI,석유 정제품 제조업,석유 정제품 제조업,기타,83200,82.22,93668.9,83200,77300,94900,106500,66.1,72.5,71.6,🔁 MR (반전),① 강한 상승 추세,2.84,34.63,-0.89,20.8,1.65,0,0.78,0.81,1.0,1.0,0.39,0.0,0.65,53.9,51.6,2.19,82680,0.63,,-97.6921,0.0359,0.39,-1.56,77080,1,12.05,0,0,0,1,True,-2.0,1.84,39.13,8,★,"OBV매집, RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), VWAP상회",2.0,30,249.6,83928,▲,X,O,3.1292857142857144,21.218367346938777,3.0,1.9830508474576272,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),1,69,20251224,20251224,18.33,6.3,39.13,20.8
007660,이수페타시스,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,119100,991.89,87430.4,119100,110700,134300,149500,65.8,75.6,78.4,🔁 MR (반전),⑤ 하락 / 약세,-15.89,134.91,-19.62,39.21,101.93,0,0.71,0.74,1.0,1.0,0.34,1.0,0.45,32.6,39.2,-11.07,122313,-2.63,,-3467.4913,0.0719,0.47,-1.56,143770,-1,29.68,0,0,0,0,True,-5.48,-19.47,57.54,3,,"MACD상승, 정배열(단), 장기추세(120↑)",2.0,20,238.2,119238,▼,X,X,5.096923076923077,15.871153846153845,4.0,1.8095238095238095,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,70,20251224,20251224,18.33,6.3,57.54,39.21
000880,한화,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,83400,136.85,62515.6,83400,77500,92200,101000,65.8,63.2,76.1,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,4.91,-23.35,1.18,-22.36,-56.33,0,0.59,0.61,1.0,1.0,0.41,0.04,0.74,53.8,61.4,2.22,82406,1.21,,516.8745,0.1589,1.05,-0.73,88180,-1,9.74,1,0,0,1,False,3.09,0.48,-4.03,6,★,"HMA추세↑, RSI적정, MACD상승, 20선근접, 자금유입, MACD>Sig, VWAP상회",1.8,29,241.9,81204,▲,O,X,1.0833333333333333,6.533333333333333,9.0,1.4915254237288136,0.0,-1,🔇 변동성 축소 (BW 9.7%). 📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,71,20251224,20251224,18.33,6.3,-4.03,-22.36
103140,풍산,KOSPI,1차 비철금속 제조업,1차 비철금속 제조업,철강·금속,105100,103.51,29453.5,105000,97900,115800,126400,65.8,66.6,74.3,🔻 REV (역추세 반등),④ 바닥 반등 시도,7.91,-15.04,4.18,-34.18,-48.02,0,0.58,0.59,0.99,0.98,0.37,0.0,0.74,57.3,69.3,3.07,104635,0.44,,885.4169,0.0863,0.89,0.26,95930,1,9.02,1,0,0,1,False,3.14,1.74,-15.85,6,★,"HMA추세↑, RSI적정, MACD상승, 20선근접, 자금유입, MACD>Sig, VWAP상회",1.8,23,241.5,103382,▲,O,X,3.4939999999999998,15.274000000000001,5.0,1.4861111111111112,0.09523809523809523,1,🔇 변동성 축소 (BW 9.0%). 📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,72,20251224,20251224,18.33,6.3,-15.85,-34.18
080220,제주반도체,KOSDAQ,반도체 제조업,반도체 제조업,반도체,19200,57.41,6613.0,19200,17970,21700,24150,65.8,70.9,71.8,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,2.62,28.09,-1.7,-8.44,11.31,0,0.8,0.75,0.96,1.0,0.44,0.0,0.74,48.8,48.7,1.17,19064,0.71,,84.3658,0.1848,0.8,-0.35,17973,1,8.53,1,0,0,1,False,3.95,1.05,-2.14,9,★,"HMA추세↑, OBV매집, RSI적정, MACD상승, 20선근접, 장기추세(120↑), MACD>Sig, VWAP상회",1.8,130,249.6,18704,▲,O,O,0.8836363636363637,13.122727272727273,6.0,2.032520325203252,0.0,1,🔇 변동성 축소 (BW 8.5%). 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,73,20251224,20251224,18.33,6.3,-2.14,-8.44
042520,한스바이오메드,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,기타,30100,69.45,4071.4,30100,27950,35800,41450,65.7,77.4,77.3,↩️ PULL (눌림),② 상승 후 조정,4.33,238.2,0.01,60.0,221.42,0,1.0,1.0,1.0,1.0,0.37,0.0,0.67,55.5,48.9,-1.52,31217,-3.58,,-306.4421,-0.5015,0.46,-1.46,25460,1,29.51,0,0,0,0,True,-11.86,-7.81,66.3,3,,"RSI적정, 정배열(단), 장기추세(120↑)",2.0,83,249.8,32575,▼,X,X,3.1292857142857144,21.218367346938777,3.0,2.6511627906976742,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),2,74,20251224,20251224,18.33,6.3,66.3,60.0
003090,대웅,KOSPI,의약품 제조업,의약품 제조업,바이오·의약품,23050,165.51,13401.7,23050,22550,24750,26450,65.7,57.4,69.9,↩️ PULL (눌림),④ 바닥 반등 시도,-2.95,-2.95,-6.68,-19.83,-35.93,10,1.0,0.43,0.07,1.0,0.1,0.07,0.67,34.2,43.8,-3.71,23669,-2.62,,-131.0716,0.0045,1.28,-1.5,22620,1,6.74,1,1,1,0,True,-1.71,-5.34,-1.5,2,,"MACD상승, 거래량↑, 정배열(단)",1.8,108,248.9,23532,▼,X,X,-1.5290000000000001,5.243,12.0,3.4,0.0,1,🌪️ 10일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,75,20251224,20251224,18.33,6.3,-1.5,-19.83
145020,휴젤,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,231500,61.76,28483.8,231500,215000,253500,275000,65.7,54.9,62.3,↩️ PULL (눌림),⑤ 하락 / 약세,5.47,-36.4,1.15,-30.89,-53.18,2,0.52,0.55,1.0,1.0,0.11,0.0,0.68,57.4,49.6,1.17,236069,-1.94,,1703.1938,-0.1325,0.46,-2.72,246650,-1,11.29,0,1,1,1,False,-5.7,2.66,-24.59,2,,"RSI적정, 20선근접, MACD>Sig",1.8,10,231.5,235125,▲,X,X,3.1292857142857144,21.218367346938777,3.0,1.3333333333333333,0.0,-1,🌪️ 에너지 응축 시작 (2일차). 📉 매도세 우위. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,76,20251224,20251224,18.33,6.3,-24.59,-30.89
009070,KCTC,KOSPI,도로 화물 운송업,도로 화물 운송업,기타,6050,208.76,1815.0,6030,5820,6870,7700,65.6,68.3,73.0,🔺 Watch (상승 준비),⑤ 하락 / 약세,16.12,16.57,12.39,-7.93,-16.41,0,1.0,0.78,0.25,0.92,0.27,0.12,0.69,62.2,81.5,3.31,6388,-5.31,,13.4053,-0.4543,1.2,-0.84,5822,1,39.59,0,0,0,1,False,-8.75,12.04,10.4,7,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.0,414,249.6,6624,▼,X,X,3.1292857142857144,21.218367346938777,3.0,3.5652173913043477,0.33167495854063017,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,77,20251224,20251224,18.33,6.3,10.4,-7.93
060280,큐렉소,KOSDAQ,기타 상품 전문 소매업,기타 상품 전문 소매업,유통·소비재,13240,90.12,5440.3,13240,12310,15140,17040,65.6,68.1,73.0,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,31.48,36.64,27.16,43.81,19.86,0,0.8,0.83,1.0,1.0,0.43,0.0,0.68,44.5,45.2,1.03,13266,-0.2,,-82.1585,0.2041,0.41,-0.34,11529,1,30.24,0,0,0,1,False,7.64,-7.22,50.11,4,,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",2.0,188,248.9,12949,▼,O,X,-1.410909090909091,13.004545454545456,7.0,2.043010752688172,0.0,1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,78,20251224,20251224,18.33,6.3,50.11,43.81
445680,큐리옥스바이오시스템즈,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,98800,157.2,16914.4,98400,91500,109300,120200,65.5,65.3,74.4,🔺 Watch (상승 준비),② 상승 후 조정,8.93,139.23,4.61,57.28,122.45,0,0.57,0.61,1.0,0.9,0.49,0.06,0.77,62.6,63.0,3.4,100384,-1.58,,-315.8718,-0.0245,0.83,0.64,86310,1,16.39,0,0,0,1,False,4.22,6.24,63.58,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,25,246.0,100730,▲,X,X,3.1292857142857144,21.218367346938777,3.0,1.4383561643835616,0.40650406504065045,1,💸 자금 유입 지속. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),2,79,20251224,20251224,18.33,6.3,63.58,57.28
005380,현대차,KOSPI,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,자동차·모빌리티,289000,3805.9,591749.9,289000,281000,310500,332000,65.4,73.6,69.7,↩️ PULL (눌림),② 상승 후 조정,10.52,37.62,6.79,14.54,4.64,0,1.0,0.43,0.14,1.0,0.26,1.0,0.77,53.1,59.3,0.84,287610,0.48,,-1775.6343,-0.0334,1.14,0.12,281150,1,24.43,0,0,0,1,True,1.05,-4.46,32.87,6,★,"HMA돌파, RSI적정, 20선근접, 정배열(단), 장기추세(120↑), VWAP상회",2.0,8,231.2,287757,▼,O,X,4.682142857142857,22.12857142857143,1.0,2.6875,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),2,80,20251224,20251224,18.33,6.3,32.87,14.54
156100,엘앤케이바이오,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,12190,111.51,2563.8,12190,11560,14640,17090,65.2,70.1,80.4,↩️ PULL (눌림),② 상승 후 조정,11.12,114.99,6.8,31.44,98.21,0,1.0,1.0,0.69,1.0,0.18,0.01,0.49,31.7,39.1,-11.61,13622,-10.52,,-343.7649,-0.5964,1.19,-2.14,11569,1,44.77,0,0,0,0,True,-12.93,-19.8,37.74,2,,"정배열(단), 장기추세(120↑)",2.0,205,249.9,14312,▼,X,X,3.1292857142857144,21.218367346938777,3.0,3.888888888888889,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),2,81,20251224,20251224,18.33,6.3,37.74,31.44
950160,코오롱티슈진,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,73600,183.7,61250.9,73600,68400,84000,94400,65.2,71.9,79.4,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,7.29,77.35,2.97,38.87,60.57,0,0.79,0.81,1.0,1.0,0.27,0.09,0.57,33.5,35.4,-6.56,74543,-1.27,,-1818.6894,0.0187,0.36,0.27,66620,1,24.51,0,0,0,0,True,2.08,-10.9,45.17,3,,"MACD상승, 정배열(단), 장기추세(120↑)",2.0,33,242.9,73767,▼,X,X,3.1292857142857144,21.218367346938777,3.0,2.0,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📈 상승 모멘텀 개선. 📉 과매도 기술적 반등 기대.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,82,20251224,20251224,18.33,6.3,45.17,38.87
174900,앱클론,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,기타,38750,69.63,7406.0,38750,36000,44900,51000,64.9,75.6,76.7,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,-1.52,258.8,-5.84,144.83,242.02,0,0.88,0.91,1.0,1.0,0.5,0.0,0.81,44.0,36.0,-1.05,39686,-2.36,망치형,-611.2949,0.1404,0.52,1.03,32235,1,18.93,0,0,0,0,False,7.49,-2.27,151.13,4,,"MACD상승, 정배열(단), 장기추세(120↑), 패턴(망치형)",2.0,64,248.0,38990,▲,X,X,3.1292857142857144,21.218367346938777,3.0,2.2363636363636363,0.0,1,🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,83,20251224,20251224,18.33,6.3,151.13,144.83
441270,파인엠텍,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,9510,59.2,3753.4,9510,8840,10630,11740,64.6,60.3,66.4,↩️ PULL (눌림),⑤ 하락 / 약세,4.28,44.97,-0.04,-21.16,28.19,2,0.66,0.68,1.0,1.0,0.12,0.0,0.76,53.9,64.1,-0.71,9772,-2.69,,3.5808,-0.2373,0.75,0.2,10246,-1,14.31,0,1,1,0,True,0.85,-1.96,-14.86,4,,"RSI적정, 20선근접, 정배열(단), 자금유입, MACD>Sig",1.8,262,249.2,9848,▼,X,X,5.096923076923077,15.871153846153845,4.0,1.671641791044776,0.0,-1,🌪️ 에너지 응축 시작 (2일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,84,20251224,20251224,18.33,6.3,-14.86,-21.16
012450,한화에어로스페이스,KOSPI,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",기타,878000,913.44,452726.7,878000,833000,965000,1051000,64.5,79.5,73.8,🔺 Watch (상승 준비),④ 바닥 반등 시도,0.8,4.65,-2.93,-35.34,-28.33,0,0.76,0.57,0.68,1.0,0.33,0.91,0.7,52.9,56.2,-0.82,882835,-0.55,,1486.8861,0.0384,0.51,-0.33,833200,1,17.96,0,0,0,0,True,0.92,-4.88,-17.01,5,★,"OBV매집, RSI적정, MACD상승, 20선근접, MACD>Sig",2.0,2,175.6,883105,▼,X,O,3.1292857142857144,21.218367346938777,3.0,1.9333333333333333,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,85,20251224,20251224,18.33,6.3,-17.01,-35.34
039200,오스코텍,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,44200,236.95,16910.1,44200,41100,52700,61200,64.4,66.9,80.5,↩️ PULL (눌림),⑤ 하락 / 약세,-24.7,52.41,-29.02,-7.86,35.63,0,1.0,1.0,1.0,1.0,0.03,0.15,0.44,24.6,16.1,-20.51,47483,-6.92,,-2108.2526,-0.4374,0.64,-2.55,56500,-1,43.88,0,0,0,0,True,-14.34,-25.84,-1.56,2,,"정배열(단), 장기추세(120↑)",2.0,56,247.5,47485,▼,X,X,-1.5290000000000001,5.243,12.0,2.7419354838709675,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),5,86,20251224,20251224,18.33,6.3,-1.56,-7.86
443060,HD현대마린솔루션,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",서비스 기타,196800,103.01,88223.9,196800,183000,224500,252000,64.4,66.8,71.5,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-1.5,-5.61,-5.23,-24.84,-38.59,0,0.79,0.81,1.0,1.0,0.38,0.0,0.87,58.0,67.1,1.95,192583,2.19,,1398.4636,0.1162,0.48,1.87,205010,-1,13.41,0,0,0,1,False,4.63,-0.51,-6.51,8,★,"HMA추세↑, OBV매집, RSI적정, MACD상승, 20선근접, 자금유입, MACD>Sig, VWAP상회",2.0,12,236.2,193801,▲,O,O,3.293333333333333,-2.0561904761904763,14.0,2.0072463768115942,0.0,-1,💪 매수세 장악(Power Buying). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,87,20251224,20251224,18.33,6.3,-6.51,-24.84
086520,에코프로,KOSDAQ,기타 금융업,기타 금융업,금융,97300,1753.41,132110.2,97300,95300,110500,123700,64.3,75.1,76.0,↩️ PULL (눌림),② 상승 후 조정,16.53,113.85,12.21,94.11,97.07,0,1.0,0.78,0.07,1.0,0.4,1.0,0.61,55.5,63.2,-3.39,97600,-0.31,,-1906.8047,-0.2989,0.37,-1.42,96260,1,41.9,0,0,0,0,False,-5.81,-16.7,100.41,4,,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입",2.0,25,243.2,99893,▼,X,X,3.2848275862068967,4.444137931034483,10.0,6.6,0.0,1,📉 매도세 우위. 💸 자금 유입 지속. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),2,88,20251224,20251224,18.33,6.3,100.41,94.11
036570,엔씨소프트,KOSPI,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,인터넷/플랫폼·게임,209000,319.45,45027.0,209000,194300,231000,253000,64.2,60.2,74.8,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-2.11,2.2,-5.84,-26.46,-30.78,0,0.59,0.61,1.0,1.0,0.35,0.24,0.8,43.8,28.1,2.9,199936,4.53,,877.8019,0.1879,1.22,0.87,214350,-1,14.56,0,0,0,1,False,5.93,4.24,-8.13,7,★,"HMA추세↑, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig, VWAP상회",2.0,11,229.9,195482,▲,O,X,3.3766666666666665,-5.823333333333333,15.0,1.4965986394557824,0.0,-1,🚀 단기 모멘텀 가속. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,89,20251224,20251224,18.33,6.3,-8.13,-26.46
004170,신세계,KOSPI,종합 소매업,종합 소매업,유통·소비재,254000,153.49,24498.8,254000,236000,281000,307500,64.1,62.3,73.5,↩️ PULL (눌림),② 상승 후 조정,17.87,32.29,14.14,13.0,-0.69,0,0.59,0.61,1.0,1.0,0.28,0.06,0.7,59.0,63.6,2.77,253686,0.12,,-1916.0553,-0.246,0.79,-1.71,223900,1,21.13,0,0,0,1,True,-4.33,3.46,31.33,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, VWAP상회",2.0,9,228.6,259061,▼,X,X,-1.410909090909091,13.004545454545456,7.0,1.5,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),2,90,20251224,20251224,18.33,6.3,31.33,13.0
195870,해성디에스,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,53500,66.41,9095.0,53500,49750,59800,66100,64.1,67.6,70.5,🔁 MR (반전),① 강한 상승 추세,7.97,94.55,4.24,59.41,61.57,0,0.66,0.68,1.0,1.0,0.53,0.0,0.69,52.3,66.3,0.58,55929,-4.34,,6.3632,0.0031,0.4,-0.83,47210,1,19.26,0,0,0,1,False,-8.55,0.75,77.74,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.0,46,246.1,55383,▲,X,X,5.096923076923077,15.871153846153845,4.0,1.68,0.0,1,📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),1,91,20251224,20251224,18.33,6.3,77.74,59.41
009830,한화솔루션,KOSPI,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,27550,127.98,47356.4,27550,26200,29200,30800,63.5,52.9,68.5,🔺 Watch (상승 준비),④ 바닥 반등 시도,-2.48,-17.51,-6.21,-24.62,-50.49,7,0.48,0.35,0.61,1.0,0.28,0.03,0.76,47.7,55.9,-0.05,27569,-0.07,,81.5558,0.1077,0.78,-0.91,28890,-1,6.01,1,1,1,0,True,1.47,1.29,-6.29,4,,"HMA추세↑, RSI적정, MACD상승, 20선근접, MACD>Sig",1.8,90,247.9,27233,▲,O,X,1.0833333333333333,6.533333333333333,9.0,1.2222222222222223,0.0,-1,🌪️ 7일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,92,20251224,20251224,18.33,6.3,-6.29,-24.62
204620,글로벌텍스프리,KOSDAQ,금융 지원 서비스업,금융 지원 서비스업,서비스 기타,4650,174.3,3268.2,4650,4320,5320,5990,63.4,64.7,80.1,🔁 MR (반전),④ 바닥 반등 시도,-27.46,-31.92,-31.78,-32.72,-48.7,0,0.8,0.83,1.0,1.0,0.29,0.08,0.58,44.6,48.6,-7.82,4819,-3.51,,8.3378,0.2739,1.19,-0.35,5453,-1,39.88,0,0,0,0,False,-3.23,-1.9,-26.42,1,,"MACD상승, MACD>Sig",2.0,537,249.7,4866,▲,X,X,3.293333333333333,-2.0561904761904763,14.0,2.0303030303030303,0.0,-1,📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,56.1,53.0,59.2,🌤 중립,1.자동차·모빌리티(+15.2%) / 2.조선·기계·설비(+14.9%) / 3.기타(+14.0%) / 4.IT/전기전자(+11.6%) / 5.철강·금속(+10.6%),4,93,20251224,20251224,18.33,6.3,-26.42,-32.72
