시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSDAQ,삼천당제약,000250,의약품 제조업,1115000,4039.01,261550.8,403900845500.0,80.0,70.4,39.75,56.09,0,0,0,19.12,42.22,44.06,81.89,375.48,333.85,71.27,343.3,275.93,0.0,0.0,1,396.78,12.0,25.44,0,0,1.13,0.95,838000.0,712000.0,1143000.0,1397000.0,1719000.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.04,4.0,2.4,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,809000.0,498192,123.81,0.5833,1.2,1.77,False,O,▲,904574,▲,O,X,0,0,0,10.68,250,0,1,1,1,0.0,의약품 제조업,바이오·의약품,11.398235294117647,-1.0182352941176476,5.0,48.9,OK,76.05209652149142,76.05209652149142,6,1,83.4,74.5,48.9,72.9,72.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,부광약품,003000,의약품 제조업,9240,1650.06,9116.6,165005815685.0,87.8,89.9,59.76,70.86,0,0,0,29.96,47.13,72.39,57.41,136.02,147.39,46.79,103.84,89.47,0.0,0.0,1,131.88,12.0,19.41,0,0,2.85,1.0,6070.0,5160.0,9240.0,10780.0,12730.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.99,5.0,3.5,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,6182.0,5871,57.37,0.4244,5.0,3.71,False,O,▲,6858,▲,O,X,0,0,0,4.08,250,1,1,1,1,0.0,의약품 제조업,바이오·의약품,11.398235294117647,-1.0182352941176476,5.0,25.4,OK,70.0,70.0,6,1,95.0,77.8,25.4,74.2,74.2,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,삼륭물산,014970,"골판지, 종이 상자 및 종이용기 제조업",9840,1339.41,1488.3,133941114185.0,87.5,98.6,46.93,70.86,0,0,0,3.04,46.65,61.05,42.2,12.33,34.06,31.58,-19.85,-23.86,0.0,0.0,1,4.64,12.0,10.39,1,0,28.59,0.74,7030.0,5970.0,11390.0,13030.0,15100.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.08,6.0,4.1,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,7153.0,9066,8.53,1.0201,5.86,1.63,False,O,▲,7852,▲,O,X,0,0,0,1.57,249,0,1,1,1,0.0,"골판지, 종이 상자 및 종이용기 제조업",기타,3.825241935483871,-0.9933064516129033,6.0,87.9,OK,27.5,27.5,6,1,91.1,34.6,87.9,67.9,67.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,빛과전자,069540,통신 및 방송 장비 제조업,3020,1285.06,2932.9,128506109264.0,84.3,95.1,98.75,170.82,0,0,0,15.27,104.47,157.02,157.68,337.05,276.56,147.06,304.87,218.64,0.038,0.038,1,80.06,12.0,34.08,1,0,2.29,0.76,1595.0,1356.0,3695.0,4540.0,5620.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.98,6.0,8.8,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,1819.1999999999998,1698,77.76,1.0509,1.94,1.41,False,O,▲,2443,▲,O,X,0,0,0,4.39,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,7.685769230769231,10.885897435897435,3.0,80.5,OK,48.5,48.5,6,1,91.4,56.4,80.5,75.2,75.2,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,광전자,017900,반도체 제조업,3395,1001.73,1967.2,100172882802.0,87.3,98.8,61.49,65.95,0,0,0,29.83,61.67,64.81,64.41,87.16,75.0,53.79,54.98,17.08,0.0,0.0,1,8.98,11.1,13.57,1,0,13.89,1.0,2205.0,1876.0,3395.0,3840.0,4405.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.92,6.0,3.6,NORMAL+PM_BLOCK_INTRADAY+EF:연속 상한가 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,2342.4,2767,22.67,0.6415,13.8,4.07,False,O,▲,2349,▲,O,X,0,0,0,4.97,250,2,1,1,1,0.0,반도체 제조업,반도체,8.606153846153846,10.343076923076923,2.0,52.4,OK,70.0,70.0,6,1,95.0,85.8,52.4,82.8,82.8,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열][상한가연속: 연속 상한가 2회+]
KOSDAQ,큐에스아이,066310,반도체 제조업,13550,795.67,1256.3,79566579065.0,89.5,95.9,41.46,62.54,0,0,0,2.81,36.87,48.09,51.23,84.35,67.28,40.61,52.17,9.36,0.0,0.0,1,62.54,12.0,17.04,1,0,5.48,0.89,10060.0,8540.0,14250.0,16190.0,18650.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.11,6.0,2.8,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,10290.0,10493,29.13,0.5374,8.42,2.2,False,O,▲,11342,▲,O,X,0,0,0,1.59,250,0,1,1,1,0.0,반도체 제조업,반도체,8.606153846153846,10.343076923076923,2.0,35.1,OK,56.0,56.0,6,1,93.4,66.2,35.1,70.9,70.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,옵투스제약,131030,의약품 제조업,17540,658.41,3095.2,65840873230.0,85.6,94.0,53.02,66.67,0,0,0,23.7,68.01,64.54,59.89,143.95,110.82,49.27,111.77,52.9,0.0,0.0,1,38.67,12.0,7.68,0,0,2.63,0.94,12040.0,10230.0,18100.0,21250.0,25250.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.03,6.0,3.3,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,11905.5,11765,49.08,0.9661,3.23,2.82,False,O,▲,12851,▲,O,X,0,0,0,8.39,250,0,1,1,1,0.0,의약품 제조업,바이오·의약품,11.398235294117647,-1.0182352941176476,5.0,51.5,OK,83.14725885533102,83.14725885533102,6,1,94.1,82.4,51.5,80.9,80.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,엔켐,348370,기초 화학물질 제조업,38900,628.03,8523.4,62802579000.0,28.6,25.1,-32.48,83.75,0,0,0,29.88,-30.54,-33.5,-49.35,-38.35,-50.32,-59.97,-70.53,-108.24,1.0,0.022,0,-55.85,12.0,-45.74,0,0,1.15,0.18,36800.0,31250.0,80300.0,105000.0,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,15.08,5.0,7.8,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,0,-1,46090.0,64627,-39.81,-0.9669,3.07,0.01,False,X,▼,42956,▼,X,X,0,0,0,15.69,250,1,-1,-1,1,0.0,기초 화학물질 제조업,화학·소재,-1.5636842105263156,-15.008947368421053,14.0,92.1,OK,27.35779828337506,27.35779828337506,2,0,0.0,5.4,92.1,20.6,20.6,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상][급락종목: 5일 -25% 이하 급락]
KOSDAQ,차백신연구소,261780,자연과학 및 공학 연구개발업,5290,561.15,1421.2,56114550415.0,82.0,92.3,59.22,122.69,0,0,0,-7.19,68.2,78.72,101.91,84.32,92.71,91.29,52.14,34.79,0.084,0.084,1,21.55,12.0,-5.79,1,0,2.34,0.68,3490.0,2965.0,6720.0,7930.0,9470.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.04,6.0,6.2,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,3773.5,4726,11.92,0.9568,1.27,0.83,False,O,▲,4744,▲,O,X,0,0,0,2.63,250,0,1,1,1,0.0,자연과학 및 공학 연구개발업,기타,3.825241935483871,-0.9933064516129033,6.0,84.6,OK,45.0,45.0,4,1,50.2,43.6,84.6,54.4,54.4,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,우리넷,115440,통신 및 방송 장비 제조업,12870,531.39,1389.2,53138843570.0,93.2,96.5,66.21,73.76,0,0,0,30.0,66.93,71.37,75.34,71.6,85.71,64.72,39.42,27.79,0.0,0.0,1,65.39,12.0,17.14,1,0,4.24,1.0,8130.0,6910.0,12870.0,14660.0,16940.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.01,6.0,3.9,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,8895.0,8658,48.65,0.6655,4.14,3.42,False,O,▲,9070,▲,O,X,0,0,0,9.7,250,1,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,7.685769230769231,10.885897435897435,3.0,27.4,OK,65.5,65.5,6,1,95.0,66.8,27.4,70.2,70.2,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
