LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
284,101170,우림피티에스,KOSDAQ,,14210,50.0,1975.0,,,CARRY,CARRY,7,False,1,False,47.4,57.4,100.0,29.4,28.0,,41.2,52.5,72.0,10.0,0.87,0.0,진입적정,0,14210.0,12620.0,15600.0,21100.0,,0.32,1.42,15878,-13.39,,0,8.02,67.2,5.18,STRUCT 강점,,,,CAUTION,64.5,일반 목적용 기계 제조업,5000000000.0,73.3,23.24,0,0,-3.99,4.64,5.97,15.25,-28.59,110.21,5.04,-59.54,54.49,0.496,0.049,0,11.2,1,0,2.4,0.6,0,0,0,1,1,12663.0,-10.51,0.0355,False,X,▲,14668,▲,X,X,2.03,249,0,1,1,1,24000.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,11.19,6.0,0.9,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,,,,,,28.0,OK,35.5,35.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260428.0,7.0,True,10.0,True,9.8,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
285,005870,휴니드,KOSDAQ,,9030,57.88,1274.7,,,CARRY,CARRY,7,False,1,False,27.799999999999997,47.8,66.8,36.2,33.0,,40.8,45.3,33.8,57.8,5.76,0.0,RR5.8 + 진입적정,0,9030.0,8540.0,11850.0,12940.0,,-2.04,1.04,9097,3.39,,0,6.53,49.5,-3.06,STRUCT 강점,,,,CAUTION,64.5,통신 및 방송 장비 제조업,5787850740.0,66.3,26.77,0,0,-4.55,-10.24,-3.94,-2.69,10.53,15.92,-12.9,-20.42,-39.8,0.343,0.343,1,12.0,1,0,2.74,0.21,0,0,0,0,1,8512.0,-0.74,-0.4906,True,O,▲,10059,▼,X,X,-0.63,250,0,1,1,1,14310.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.43,6.0,5.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,,,,,,33.0,OK,28.066192818651338,28.066192818651338,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260423.0,12.0,True,20.0,True,31.2,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
286,380540,옵티코어,KOSDAQ,,4225,50.0,2066.6,,,CARRY,CARRY,7,False,1,False,36.7,56.7,100.0,0.0,83.3,,40.7,61.1,100.0,0.0,1.61,0.0,RR1.6 + 진입적정,0,4225.0,3590.0,5250.0,5470.0,,-1.73,1.16,3910,-10.6,,0,8.19,52.6,3.35,STRUCT 강점,AI 보조,,,CAUTION,64.5,마그네틱 및 광학 매체 제조업,5000000000.0,78.4,46.25,0,0,2.05,-13.6,29.2,31.01,138.7,126.78,20.8,107.75,71.06,0.187,0.187,0,12.0,1,0,2.04,0.51,0,0,0,1,-1,5099.5,8.06,-0.5767,False,O,▲,4521,▼,X,X,-0.48,221,0,1,1,1,6400.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.03,6.0,1.6,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_2x,70,ATR_3.5x,45,,,,,,83.3,OK,0.0,0.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260409.0,26.0,True,20.0,True,24.3,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
287,331920,셀레믹스,KOSDAQ,,14250,50.0,1163.4,,,CARRY,CARRY,7,False,1,False,35.8,50.8,65.3,16.0,91.6,,40.3,57.6,75.6,5.5,6.43,0.0,RR6.4 + 진입적정,0,14250.0,13380.0,19840.0,22650.0,,-0.41,0.68,8423,278.91,,0,15.0,42.9,-10.44,AI 강점,STRUCT 보조,,,CAUTION,64.5,기초 의약물질 제조업,5000000000.0,59.1,43.48,0,0,-4.94,-10.94,-10.83,10.89,378.19,410.75,0.68,347.24,355.03,0.145,0.09,1,12.0,0,0,2.2,0.29,0,0,0,0,-1,20520.0,69.16,-0.7948,True,O,▲,16592,▼,X,X,0.0,250,0,1,1,1,24450.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.11,6.0,6.4,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,,,,,,91.6,OK,12.447514121987625,12.447514121987625,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260427.0,8.0,True,15.0,True,39.2,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
288,018290,브이티,KOSDAQ,,16730,50.0,5845.8,,,CARRY,CARRY,7,False,1,False,46.3,51.3,76.8,46.0,10.9,,38.8,44.6,65.9,17.6,1.08,0.0,RR1.1 + 진입적정,0,16730.0,15270.0,18300.0,19740.0,,-3.33,0.95,17005,-15.23,,0,4.9,60.0,4.62,STRUCT 강점,,,,CAUTION,64.5,기타 화학제품 제조업,5000000000.0,64.6,20.21,0,0,-1.36,-1.3,3.72,11.76,-15.59,-31.71,1.55,-46.54,-87.43,0.675,0.167,0,8.4,1,0,2.19,0.59,0,0,0,1,1,15517.0,-1.62,-0.0303,False,X,▼,16966,▲,X,X,2.54,250,0,-1,-1,1,21600.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.73,5.0,1.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,,,,,,10.9,OK,50.39382881407773,50.39382881407773,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260429.0,6.0,False,5.0,True,9.4,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
289,267320,나인테크,KOSDAQ,,3500,54.91,2009.5,,,CARRY,CARRY,7,False,1,False,54.9,54.9,100.0,14.1,46.3,,38.3,53.5,85.9,0.0,1.07,0.0,RR1.1 + 진입적정,0,3500.0,3095.0,3935.0,4315.0,,0.85,0.45,3614,-5.63,,0,9.54,66.3,6.55,STRUCT 강점,,,,CAUTION,64.5,특수 목적용 기계 제조업,5490814000.0,87.8,28.29,0,0,0.57,-0.14,6.87,16.28,8.02,-10.14,6.07,-22.93,-65.86,0.473,0.473,0,12.0,1,0,6.32,0.56,0,0,0,1,1,3063.5,-3.18,-0.1707,False,O,▲,3612,▲,X,X,0.57,250,0,1,1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,11.57,6.0,1.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,,,,,,46.3,OK,26.225097375137487,26.225097375137487,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.359,True,,,,,,,,,,,20260501.0,4.0,False,0.0,True,12.4,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
290,002790,아모레퍼시픽홀딩스,KOSDAQ,,28550,50.0,21828.8,,,CARRY,CARRY,7,False,1,False,48.3,53.3,92.2,36.0,10.2,,37.1,46.1,82.0,0.0,1.67,0.0,RR1.7 + 진입적정,0,28550.0,26400.0,32150.0,35950.0,⚡눌림회복,-2.02,0.94,30105,-0.42,,0,2.64,59.3,1.81,STRUCT 강점,,,,CAUTION,64.5,기타 화학제품 제조업,5000000000.0,62.9,14.47,0,0,2.51,-5.15,2.51,4.77,-0.17,14.89,-5.44,-31.12,-40.83,0.501,0.346,0,8.1,0,0,1.94,0.36,0,0,0,1,1,27665.0,-5.17,-0.2454,True,X,▲,29325,▼,X,X,1.8,250,0,1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.53,5.0,1.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,,,,,,10.2,OK,45.91664150255925,45.91664150255925,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.306,True,,,,,,,,,,,20260429.0,6.0,False,5.0,True,12.6,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
291,006890,태경케미컬,KOSDAQ,,8810,50.0,1022.0,,,CARRY,CARRY,7,False,1,False,34.0,54.0,100.0,26.1,17.8,,37.0,48.0,82.2,0.0,2.77,0.0,RR2.8 + 진입적정,0,8810.0,8380.0,10000.0,11640.0,,0.23,0.53,9492,-4.61,,3,11.92,51.5,0.62,STRUCT 강점,,,,CAUTION,64.5,기초 화학물질 제조업,5000000000.0,65.4,9.25,1,1,-2.0,0.57,0.34,-5.88,24.61,6.79,-16.09,-6.34,-48.93,0.75,0.345,0,6.0,1,0,3.67,0.48,0,0,0,1,1,8330.0,-7.19,0.0605,True,O,▲,8891,▲,X,X,0.0,250,0,1,1,1,12920.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.88,6.0,2.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,,,,,,17.8,OK,28.0,28.0,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260409.0,26.0,True,20.0,True,13.5,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
292,225190,LK삼양,KOSDAQ,,2150,50.0,1543.3,,,CARRY,CARRY,7,False,1,False,38.1,53.1,100.0,12.8,39.8,,36.6,50.9,87.2,0.0,2.44,0.0,RR2.4 + 진입적정,0,2150.0,1988.0,2545.0,3155.0,,-0.7,0.36,2352,-7.43,,0,14.85,60.8,2.93,STRUCT 강점,,,,CAUTION,64.5,사진장비 및 광학기기 제조업,5000000000.0,81.6,38.15,0,0,-2.93,-2.27,6.17,15.84,44.98,27.98,5.63,14.03,-27.74,0.458,0.389,0,12.0,1,0,7.16,0.48,0,0,0,1,1,1764.2,-8.59,-0.3992,True,O,▲,2363,▼,X,X,0.0,249,0,1,1,1,3625.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.53,6.0,2.4,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,,,,,,39.8,OK,25.0,25.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260427.0,8.0,True,15.0,True,18.4,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
293,000390,SP삼화,KOSDAQ,,9260,50.14,2519.0,,,CARRY,CARRY,7,False,1,False,43.1,43.1,69.0,11.7,53.9,,33.8,44.9,57.3,28.4,4.38,0.0,RR4.4 + 진입적정,0,9260.0,8920.0,10750.0,14300.0,,-0.19,0.52,10252,-6.08,,1,7.35,50.7,-1.7,STRUCT 강점,,,,CAUTION,64.5,기타 화학제품 제조업,5013891820.0,67.8,14.31,1,0,-2.01,-2.01,-2.22,4.63,36.98,63.89,-5.58,6.03,8.17,0.573,0.308,0,11.1,1,0,6.45,0.32,0,0,0,0,1,8722.0,-9.68,-0.0687,True,O,▲,9666,▼,X,X,0.0,250,0,1,1,1,16350.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.67,6.0,4.4,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,,,,,,53.9,OK,15.028968153124142,15.028968153124142,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260501.0,4.0,False,0.0,True,16.1,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
294,054540,삼영엠텍,KOSDAQ,,13320,50.0,1731.6,,,CARRY,CARRY,7,False,1,False,34.4,44.4,76.6,12.8,43.0,,33.2,44.1,63.8,20.2,2.05,0.0,RR2.0 + 진입적정,0,13320.0,12090.0,15840.0,16990.0,,-2.18,0.28,13413,-15.1,,0,22.14,71.3,6.68,STRUCT 강점,,RSI 과열,,CAUTION,64.5,"구조용 금속제품, 탱크 및 증기발생기 제조업",5000000000.0,84.0,43.51,0,0,-0.82,-8.77,3.66,20.11,-3.76,-19.9,9.9,-34.71,-75.62,0.88,0.3,0,12.0,1,0,4.8,0.55,0,0,0,1,1,11250.0,-0.7,-0.5282,False,X,▼,14515,▼,X,X,0.37,250,0,-1,-1,1,19580.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,9.23,6.0,2.0,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,SWING_120D,45,,,,,,43.0,OK,25.0,25.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260428.0,7.0,True,10.0,True,18.9,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
295,137950,제이씨케미칼,KOSDAQ,,4755,50.0,1013.2,,,CARRY,CARRY,7,False,1,False,47.4,47.4,89.8,20.6,16.4,,32.9,42.3,73.4,8.2,2.41,0.0,RR2.4 + 진입적정,0,4755.0,4040.0,6480.0,7380.0,⚡눌림회복,-0.16,0.6,4835,10.19,,0,2.31,58.1,1.48,STRUCT 강점,,,,CAUTION,64.5,기타 화학제품 제조업,5000000000.0,75.1,31.6,0,0,1.93,0.53,10.07,-16.87,43.44,48.59,-27.08,12.49,-7.13,0.431,0.431,1,12.0,0,0,2.13,0.27,0,0,0,1,1,4029.0,-1.67,0.094,False,O,▲,4667,▲,O,X,1.61,249,0,1,1,1,8530.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.04,6.0,2.4,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,,,,,,16.4,OK,14.0,14.0,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260501.0,4.0,False,0.0,True,36.3,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
296,009410,태영건설,KOSDAQ,,1972,50.0,5868.5,,,CARRY,CARRY,7,False,1,False,21.5,41.5,66.1,11.1,53.0,,32.8,43.4,55.0,31.3,4.27,0.0,RR4.3 + 진입적정,0,1972.0,1901.0,2275.0,2345.0,⚡눌림회복,-0.73,0.31,1956,3.77,,0,10.36,51.9,-1.9,STRUCT 강점,,,,CAUTION,64.5,토목 건설업,5000000000.0,57.3,17.85,0,0,0.61,-2.62,-5.42,9.43,27.55,22.64,-0.78,-3.4,-33.08,0.287,0.287,1,10.8,0,0,2.12,0.39,0,0,0,0,1,1727.4,0.79,-0.1571,True,O,▲,2018,▼,X,X,0.51,250,0,1,1,1,2480.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.6,5.0,4.3,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,,,,,,53.0,OK,5.0,5.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260421.0,14.0,True,20.0,True,15.4,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
297,024740,한일단조,KOSDAQ,,3475,50.0,1143.2,,,CARRY,CARRY,7,False,1,False,20.9,40.9,69.2,19.9,26.1,,31.8,38.4,49.3,38.4,5.97,0.0,RR6.0 + 진입적정,0,3475.0,3320.0,4400.0,4800.0,,-1.87,0.16,3333,6.5,,0,23.2,42.3,-1.07,STRUCT 강점,,,,CAUTION,64.5,자동차 신품 부품 제조업,5000000000.0,64.1,32.07,0,0,-1.42,-6.84,-1.0,7.59,52.75,63.92,-2.62,21.8,8.2,0.233,0.233,1,12.0,1,0,4.71,0.43,0,0,0,0,1,2723.0,4.23,-0.4154,True,O,▲,3730,▼,X,X,0.0,250,0,1,1,1,5510.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.46,6.0,6.0,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,,,,,,26.1,OK,11.0,11.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260424.0,11.0,True,20.0,True,26.6,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
298,484590,삼양컴텍,KOSDAQ,,12930,50.0,5328.5,,,CARRY,CARRY,7,False,1,False,41.0,46.0,89.6,13.4,23.8,,31.5,42.3,76.2,4.8,1.78,0.0,RR1.8 + 진입적정,0,12930.0,12020.0,14550.0,17980.0,,-1.27,0.5,13542,-2.89,,0,3.98,61.3,2.87,STRUCT 강점,,,,CAUTION,64.5,무기 및 총포탄 제조업,5000000000.0,65.8,18.28,0,0,-0.84,-0.92,4.44,1.25,3.77,-12.58,-8.96,-27.18,-68.3,0.664,0.507,0,7.6,1,0,3.12,0.41,0,0,0,1,1,12373.0,-4.52,-0.1343,False,O,▼,13324,▲,X,X,1.15,173,0,-1,0,0,19910.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,7.04,5.0,1.8,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,,,,,,23.8,OK,25.56252514295285,25.56252514295285,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260429.0,6.0,False,5.0,True,12.5,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
299,474650,링크솔루션,KOSDAQ,,59400,50.0,3413.8,,,CARRY,CARRY,7,False,1,False,37.2,37.2,55.4,13.0,49.1,,31.1,39.2,42.4,47.0,2.04,0.0,RR2.0 + 진입적정,0,59400.0,54700.0,69000.0,93300.0,,-0.65,0.71,72371,-5.35,,5,5.82,52.0,-1.22,저점추세 양호,,,,CAUTION,64.5,특수 목적용 기계 제조업,5000000000.0,42.1,14.74,1,0,0.0,1.37,-4.81,-1.98,0.68,76.79,-12.19,-30.27,21.07,0.602,0.358,0,12.0,1,0,2.67,0.39,0,0,0,0,-1,68760.0,-17.92,-0.0778,False,X,▼,60886,▼,X,X,1.18,221,0,-1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.91,6.0,2.0,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,,,,,,49.1,OK,20.661114574963285,20.661114574963285,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260501.0,4.0,False,0.0,True,16.2,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
300,002150,도화엔지니어링,KOSDAQ,,6940,50.0,2340.2,,,CARRY,CARRY,7,False,1,False,17.1,37.1,56.1,14.2,45.1,,30.9,38.5,41.9,47.6,3.09,0.0,RR3.1 + 진입적정,0,6940.0,6710.0,7650.0,8140.0,,-0.6,0.77,6817,-2.38,,0,7.29,40.7,-1.78,저점추세 양호,,,,CAUTION,64.5,"건축기술, 엔지니어링 및 관련 기술 서비스업",5000000000.0,59.8,12.26,0,0,-2.53,-1.7,-4.14,6.93,14.52,16.44,-3.28,-16.43,-39.28,0.365,0.365,0,6.0,0,0,1.1,0.41,0,0,0,0,1,6590.0,1.8,-0.0559,True,O,▲,7059,▼,X,X,-0.84,250,0,1,1,1,8770.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.31,6.0,3.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,,,,,,45.1,OK,23.752303177467574,23.752303177467574,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260409.0,26.0,True,20.0,True,10.2,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
301,208370,셀바스헬스케어,KOSDAQ,,4250,50.0,1094.0,,,CARRY,CARRY,7,False,1,False,12.100000000000001,32.1,37.7,25.1,35.0,,30.4,32.6,12.6,84.2,2.87,0.0,밸런스우수 + RR2.9 + 진입적정,0,4250.0,4100.0,4680.0,6150.0,,-1.38,0.89,4879,-29.64,,1,2.79,51.0,-2.8,저점추세 양호,,,,CAUTION,64.5,의료용 기기 제조업,5000000000.0,61.6,9.19,1,1,-2.07,-5.13,-4.49,0.0,-18.43,14.4,-10.21,-49.38,-41.32,0.958,0.089,0,7.1,1,0,5.17,0.24,0,0,0,0,-1,4738.5,-12.9,-0.1904,True,X,▼,4445,▼,X,X,0.0,250,0,-1,-1,1,7490.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.53,6.0,2.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,,,,,,35.0,OK,27.10487904150115,27.10487904150115,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260505,,,,,,,,CARRY_REFRESHED,0.609,,False,0.3,True,,,,,,,,,,,20260409.0,26.0,True,20.0,True,10.1,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
