시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSPI,SK증권,001510,금융 지원 서비스업,2585,11643.0,12216.5,1164300405713.0,59.5,88.0,38.1,50.45,0,0,0,18.58,45.14,33.87,63.71,300.15,276.27,52.77,267.01,216.62,0.0,0.0,1,22.64,12.0,14.1,0,0,2.22,0.84,1965.0,1670.0,2795.0,3010.0,3385.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.01,5.0,2.8,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,1653.0,1719,50.3,0.5953,3.62,2.78,False,O,▲,1934,▲,O,X,0,0,0,2.52,250,0,1,1,1,0.0,금융 지원 서비스업,서비스 기타,10.652702702702703,-1.9556756756756752,6.0,72.9,OK,48.59488494653258,48.59488494653258,8,1,92.6,74.0,72.9,84.0,84.0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,대우건설,047040,건물 건설업,19110,17823.19,79425.5,1782319202495.0,80.2,93.0,80.83,116.85,0,0,0,18.18,55.11,117.9,140.98,415.09,415.09,130.04,381.95,355.44,0.0,0.0,1,141.98,12.0,8.9,0,0,3.31,0.97,11100.0,9430.0,19430.0,23750.0,29250.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.05,4.0,5.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,12501.0,10205,87.25,0.7474,2.57,3.04,False,O,▲,14514,▲,O,X,0,0,0,4.27,250,0,1,1,1,0.0,건물 건설업,건설·부동산,24.720625,22.7375,1.0,81.1,OK,82.5,82.5,6,1,94.6,95.7,81.1,92.2,92.2,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,SK이터닉스,475150,건물 건설업,59900,6466.2,20218.7,646619988650.0,82.4,94.7,77.44,115.28,0,0,0,11.55,52.22,119.41,110.92,179.91,155.98,99.98,146.77,96.33,0.065,0.065,1,180.8,12.0,25.78,0,0,1.79,0.85,35450.0,30100.0,67000.0,80100.0,96800.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.09,5.0,5.9,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,hold,0.0,,1,1,44005.0,35903,66.84,0.6977,2.59,1.59,False,O,▲,46380,▲,O,X,0,0,0,15.27,250,0,1,1,1,0.0,건물 건설업,건설·부동산,24.720625,22.7375,1.0,61.8,OK,56.360617376858684,56.360617376858684,6,1,90.1,51.0,61.8,74.7,74.7,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][갭과대: 갭 15%+ 비정상]
KOSPI,SK오션플랜트,100090,1차 철강 제조업,25550,3194.66,15963.2,319466289075.0,68.1,92.0,34.82,39.84,0,0,0,29.83,32.8,37.51,36.12,28.91,-8.75,25.18,-4.23,-68.4,0.088,0.088,1,3.5,12.0,14.8,1,0,2.68,1.0,19900.0,17150.0,25550.0,28250.0,32100.0,SWING_20D,80,SWING_120D,45,FIBO_1.618,25,v1_sl_first_gap_at_open,13.82,5.0,2.1,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,🚀급등시동,1,1,19846.0,20869,22.43,0.3353,11.75,3.64,False,O,▲,19924,▲,O,X,0,0,0,20.17,250,1,1,1,1,0.0,1차 철강 제조업,철강·금속,3.0027777777777778,-7.089444444444444,9.0,10.2,OK,70.0,70.0,6,1,95.0,81.3,10.2,74.6,74.6,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSDAQ,오르비텍,046120,기타 과학기술 서비스업,13700,2345.86,4506.8,234585848870.0,81.8,97.1,85.27,127.09,0,0,0,24.77,61.56,153.7,118.5,237.02,301.17,107.56,203.88,241.52,0.0,0.0,1,230.59,12.0,9.21,0,0,3.15,0.98,7760.0,6590.0,13880.0,16630.0,20150.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.08,6.0,5.2,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,8300.0,7231,89.45,0.4982,2.34,2.46,False,O,▲,10555,▲,O,X,0,0,0,7.47,250,0,1,1,1,0.0,기타 과학기술 서비스업,서비스 기타,10.652702702702703,-1.9556756756756752,6.0,55.7,OK,78.0,78.0,6,1,94.7,76.7,55.7,82.4,82.4,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,진흥기업,002780,토목 건설업,1150,1089.96,1672.9,108996417888.0,80.8,98.1,43.55,56.11,0,0,0,10.05,53.74,56.68,37.07,51.72,57.32,26.13,18.58,-2.33,0.0,0.0,1,0.55,12.0,2.06,0,0,7.7,0.83,841.0,716.0,1249.0,1409.0,1612.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.86,6.0,3.3,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + 당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,880.0,973,18.15,0.8529,10.4,2.15,False,O,▲,860,▲,O,X,0,0,0,7.66,250,0,1,1,1,0.0,토목 건설업,건설·부동산,24.720625,22.7375,1.0,40.8,OK,28.0,28.0,6,1,79.9,29.1,40.8,59.4,59.4,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,빛과전자,069540,통신 및 방송 장비 제조업,2190,1012.53,2126.8,101252756339.0,77.5,88.4,72.5,100.12,0,0,0,29.82,54.66,116.83,101.1,217.39,158.56,90.16,184.25,98.91,0.0,0.0,1,33.41,12.0,10.46,1,0,4.83,1.0,1333.0,1133.0,2190.0,2625.0,3180.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.0,6.0,4.3,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,1125.4,1448,51.18,0.3676,3.39,2.64,False,O,▲,1675,▲,O,X,0,0,0,3.97,250,1,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,7.657285714285714,14.259,2.0,88.5,OK,65.5,65.5,6,1,95.0,76.8,88.5,89.2,89.2,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,메지온,140410,자연과학 및 공학 연구개발업,91600,780.63,27829.1,78062957300.0,28.2,39.3,-23.8,59.99,0,0,0,0.11,-26.54,-26.78,-38.52,3.74,56.85,-49.46,-29.4,-2.8,0.412,0.202,1,4.94,12.0,-37.39,1,0,0.93,0.25,91600.0,77800.0,149900.0,156300.0,179900.0,SWING_20D,80,BB_UPPER,75,SWING_60D,60,v1_sl_first_gap_at_open,15.07,5.0,4.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,0,-1,125450.0,107538,-14.82,-0.6132,1.26,-0.44,False,X,▲,94836,▼,X,X,0,0,0,5.03,250,0,1,1,1,0.0,자연과학 및 공학 연구개발업,기타,4.701094890510949,1.63992700729927,7.0,72.2,OK,39.5,39.5,0,0,3.9,33.9,72.2,25.1,25.1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
KOSPI,아남전자,008700,영상 및 음향기기 제조업,1774,723.84,1368.2,72384207725.0,77.4,97.0,39.37,48.28,0,0,0,12.71,47.96,46.73,34.39,40.35,32.88,23.45,7.21,-26.77,0.319,0.319,0,-2.04,11.1,1.26,1,0,0.15,0.8,1336.0,1175.0,1938.0,2165.0,2450.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,12.05,6.0,3.7,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,hold,0.0,,1,1,1520.1,1548,14.6,0.7926,12.58,0.01,False,O,▲,1315,▲,O,X,0,0,0,12.71,250,0,1,1,1,0.0,영상 및 음향기기 제조업,기타,4.701094890510949,1.63992700729927,7.0,35.5,OK,28.0,28.0,4,1,23.1,0.0,35.5,19.8,19.8,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,유니슨,018000,일반 목적용 기계 제조업,1682,644.41,4123.7,64441080546.0,67.7,77.1,37.22,47.97,0,0,0,20.75,42.54,41.94,47.41,36.53,44.25,36.47,3.39,-15.4,0.0,0.0,1,60.61,12.0,9.49,0,0,2.03,0.86,1287.0,1094.0,1794.0,2035.0,2340.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.0,6.0,2.6,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,1215.6,1249,34.57,0.6562,5.6,2.35,False,O,▲,1324,▲,O,X,0,0,0,4.95,250,0,1,1,1,0.0,일반 목적용 기계 제조업,조선·기계·설비,3.0332203389830505,-8.27949152542373,10.0,27.4,OK,45.5,45.5,6,1,92.9,66.6,27.4,73.2,73.2,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
