종목코드,종목명
108320,LX세미콘
348340,뉴로메카
328130,루닛
126730,코칩
365340,성일하이텍
383220,F&F
448710,코츠테크놀로지
432470,케이엔에스
437730,삼현
388720,유일로보틱스
397030,에이프릴바이오
484590,삼양컴텍
271940,일진하이솔루스
441270,파인엠텍
329180,HD현대중공업
257720,실리콘투
361390,제노코
100090,SK오션플랜트
259960,크래프톤
388050,지투파워
282720,금양그린파워
450080,에코프로머티
456160,지투지바이오
475960,토모큐브
443060,HD현대마린솔루션
295310,에이치브이엠
298830,슈어소프트테크
394800,쓰리빌리언
323410,카카오뱅크
439260,대한조선
340930,유일에너테크
383310,에코프로에이치엔
302440,SK바이오사이언스
377300,카카오페이
489790,한화비전
457190,이수스페셜티케미컬
460860,동국제강
475830,오름테라퓨틱
388790,라이콤
034230,파라다이스
358570,지아이이노베이션
226590,엠디바이스
389470,인벤티지랩
361610,SK아이이테크놀로지
389500,에스비비테크
468530,프로티나
451760,컨텍
483650,달바글로벌
402340,SK스퀘어
476060,온코닉테라퓨틱스
287840,인투셀
232680,라온로보틱스
417200,LS머트리얼즈
195940,HK이노엔
420770,기가비스
474650,링크솔루션
323350,다원넥스뷰
372320,큐로셀
318060,그래피
499790,GS피앤엘
484870,엠앤씨솔루션
376300,디어유
107640,한중엔시에스
452260,한화갤러리아
464080,에스오에스랩
022100,포스코DX
304360,에스바이오메딕스
125490,한라캐스트
474170,루미르
178920,PI첨단소재
079900,전진건설로봇
440110,파두
425420,티에프이
357880,SKAI
254490,미래반도체
389650,넥스트바이오메디컬
456040,OCI
474610,RF시스템즈
310210,보로노이
125020,티씨머티리얼즈
064400,LG씨엔에스
376900,로킷헬스케어
460930,현대힘스
347850,디앤디파마텍
221800,유투바이오
322310,오로스테크놀로지
278470,에이피알
417010,나노팀
453450,그리드위즈
403870,HPSP
402490,그린리소스
475580,에이럭스
417500,제이아이테크
373220,LG에너지솔루션
454910,두산로보틱스
445680,큐리옥스바이오시스템즈
112290,와이씨켐
465770,STX그린로지스
129920,대성하이텍
