시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSDAQ,우리로,046970,기타 전문 도매업,8350,5446.18,3659.4,544617577290.0,99.5,99.6,210.85,329.07,0,0,0,8.16,208.12,441.86,477.85,565.34,539.85,468.71,537.63,489.97,0.0,0.0,1,485.01,12.0,23.37,1,0,1.09,0.81,2820.0,2395.0,10030.0,12430.0,15490.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.07,6.0,17.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,hold,0.0,,1,1,6243.0,4629,80.38,1.6403,6.56,-0.07,False,O,▲,5506,▲,O,X,0,0,0,23.06,249,0,1,1,1,0.0,기타 전문 도매업,기타,4.213738317757009,-0.45514018691588826,6.0,51.9,OK,42.0,42.0,4,1,80.8,36.7,51.9,64.0,64.0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][갭과대: 갭 15%+ 비정상][RSI극단: RSI 85+ 극단과열]
KOSDAQ,미래에셋벤처투자,100790,기타 금융업,29900,1796.97,15884.3,179697395075.0,68.7,86.3,28.07,59.82,0,2,0,-8.14,44.1,31.72,36.84,125.15,262.86,27.7,97.44,212.98,0.0,0.0,1,71.8,12.0,14.29,1,0,1.86,0.8,24500.0,20800.0,33050.0,38800.0,46100.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.1,5.0,2.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,🚀급등시동,1,1,22440.0,22309,34.03,1.0087,1.26,1.65,False,O,▲,26901,▲,O,X,0,0,0,-3.23,250,0,1,1,1,0.0,기타 금융업,금융,4.16175,-12.5015,11.0,48.5,OK,70.0,70.0,6,1,90.2,93.8,48.5,82.8,82.8,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,애경케미칼,161000,기초 화학물질 제조업,14820,1758.25,7209.7,175825136235.0,80.5,97.8,47.83,50.0,0,0,0,30.0,64.67,53.26,41.55,51.07,46.44,32.41,23.36,-3.44,0.0,0.0,1,25.25,9.1,1.24,0,0,6.85,1.0,10530.0,9080.0,14820.0,16560.0,18770.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,13.77,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,11435.0,11547,28.34,0.7542,12.63,3.71,False,O,▲,10135,▲,O,X,0,0,0,13.07,250,1,1,1,1,0.0,기초 화학물질 제조업,화학·소재,5.9725,-11.461041666666667,9.0,25.8,OK,70.0,70.0,6,1,71.5,63.8,25.8,60.4,60.4,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,피노,033790,통신 및 방송 장비 제조업,8330,1659.27,5667.5,165927094580.0,75.1,96.6,48.52,68.41,0,0,0,14.9,84.09,69.31,39.07,47.96,107.73,29.93,20.25,57.85,0.183,0.183,1,7.81,12.0,-4.86,1,0,1.39,0.78,5890.0,5000.0,9420.0,10760.0,12470.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.11,5.0,4.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,split,50.0,,1,1,5533.0,6976,19.4,1.2284,6.79,1.15,False,O,▲,6185,▲,O,X,0,0,0,0.83,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,6.039538461538461,9.588923076923077,3.0,54.5,OK,20.5,20.5,4,1,44.1,20.5,54.5,40.3,40.3,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,우리넷,115440,통신 및 방송 장비 제조업,11860,603.04,1280.2,60303721580.0,77.3,91.0,38.22,108.89,0,0,0,-14.0,44.63,57.09,65.18,62.69,74.67,56.04,34.98,24.79,0.092,0.092,1,54.62,12.0,19.05,1,0,1.48,0.55,9010.0,7650.0,16440.0,19200.0,22750.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.09,6.0,5.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,10322.0,11152,6.35,0.8061,1.53,0.94,False,O,▲,12002,▲,X,X,0,0,0,-4.64,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,6.039538461538461,9.588923076923077,3.0,76.6,OK,45.0,45.0,6,1,81.8,47.3,76.6,72.1,72.1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,광전자,017900,반도체 제조업,3115,521.86,1804.9,52185656365.0,75.6,61.4,36.78,91.24,0,0,0,-4.15,54.59,51.95,61.82,72.39,63.43,52.68,44.68,13.55,0.592,0.592,0,-0.17,12.0,14.42,1,0,1.49,0.55,2390.0,2030.0,4230.0,4905.0,5760.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.06,6.0,5.1,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,2658.9,3134,-0.63,0.6943,2.56,0.94,False,O,▲,3006,▲,O,X,0,0,0,1.69,250,0,1,1,1,0.0,반도체 제조업,반도체,3.8242857142857143,1.7666666666666668,5.0,60.8,OK,57.0,57.0,6,1,78.6,32.3,60.8,63.5,63.5,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,BGF에코머티리얼즈,126600,합성고무 및 플라스틱 물질 제조업,5020,436.84,3150.9,43684016245.0,80.6,96.7,36.12,36.13,0,1,0,29.88,42.01,39.06,25.34,36.04,70.75,16.2,8.33,20.87,0.0,0.0,1,8.37,10.1,1.19,1,0,5.76,1.0,3870.0,3355.0,5020.0,5470.0,6040.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,13.31,6.0,2.2,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,3519.0,4273,17.46,0.4956,15.18,4.46,False,O,▲,3779,▲,O,X,0,0,0,0.0,250,1,1,1,1,0.0,합성고무 및 플라스틱 물질 제조업,기타,4.213738317757009,-0.45514018691588826,6.0,63.9,OK,49.0,49.0,6,1,70.9,58.4,63.9,66.4,66.4,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,한국팩키지,037230,"골판지, 종이 상자 및 종이용기 제조업",3410,355.67,1016.2,35567082963.0,84.9,99.7,65.61,86.21,0,0,0,29.9,62.38,90.5,70.59,73.63,64.73,61.45,45.92,14.85,0.0,0.0,1,15.39,12.0,7.16,1,0,2.67,0.92,2160.0,1837.0,3560.0,4080.0,4735.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.95,6.0,4.3,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,1961.1999999999998,2594,31.45,0.7965,3.01,0.81,False,O,▲,2576,▲,O,X,0,0,0,9.14,250,1,1,1,1,0.0,"골판지, 종이 상자 및 종이용기 제조업",기타,4.213738317757009,-0.45514018691588826,6.0,43.1,OK,68.91475588328446,68.91475588328446,6,1,93.8,66.6,43.1,76.9,76.9,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,기가레인,049080,전자부품 제조업,1402,341.48,1190.1,34147574662.0,90.6,98.7,131.12,167.07,0,0,0,29.94,172.23,171.18,180.96,177.08,189.67,171.82,149.37,139.79,0.0,0.0,1,46.65,12.0,17.0,1,0,3.17,1.0,637.0,541.0,1402.0,1686.0,2050.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.07,6.0,8.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 연속 상한가 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,792.5999999999999,840,66.78,1.1583,3.01,2.34,False,O,▲,884,▲,O,X,0,0,0,15.11,250,2,1,1,1,0.0,전자부품 제조업,IT/전기전자,6.039538461538461,9.588923076923077,3.0,55.6,OK,76.77244103594657,76.77244103594657,6,1,95.0,79.3,55.6,83.2,83.2,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][갭과대: 갭 15%+ 비정상][RSI극단: RSI 85+ 극단과열][상한가연속: 연속 상한가 2회+]
KOSDAQ,페니트리움바이오,187660,자연과학 및 공학 연구개발업,10400,323.3,5768.5,32330166765.0,17.9,46.8,-30.95,69.65,0,0,0,-7.72,-25.34,-40.57,-44.3,312.7,318.51,-53.44,284.99,268.63,0.315,0.073,1,275.01,12.0,-6.71,0,0,1.73,0.05,10400.0,9570.0,21500.0,26750.0,33400.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,7.98,5.0,13.4,SWING+WARN:ATR%=26.0% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,0,-1,16096.0,10368,0.3,-0.9328,0.27,-2.18,False,O,▲,12285,▼,X,X,0,0,0,-4.17,248,0,1,1,1,0.0,자연과학 및 공학 연구개발업,기타,4.213738317757009,-0.45514018691588826,6.0,36.9,OK,5.0,5.0,2,0,13.7,9.6,36.9,17.3,17.3,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
